,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_LOCAL_MAX,COL_ACCUMULATION_AGGRESSIVE
928,002349.SZ,002349,精华制药,中成药,5.55,5.97,0.0
929,601390.SH,601390,中国中铁,建筑工程,5.54,5.97,8.2863
930,002448.SZ,002448,中原内配,汽车配件,5.28,5.9715,0.0
931,600098.SH,600098,广州发展,火力发电,5.7,5.98,0.0
932,002284.SZ,002284,亚太股份,汽车配件,5.32,5.98,10.0
933,600626.SH,600626,申达股份,纺织,5.42,5.98,6.2167
934,601077.SH,601077,渝农商行,银行,5.29,5.98,10.0193
935,300276.SZ,300276,三丰智能,专用机械,5.09,5.98,5.0967
936,601727.SH,601727,上海电气,电气设备,5.34,5.98,8.785
937,002485.SZ,002485,希努尔,服饰,5.35,5.98,0.0
938,300240.SZ,300240,飞力达,仓储物流,5.58,5.99,0.0
939,300403.SZ,300403,汉宇集团,家用电器,5.63,5.99,6.7542
940,601969.SH,601969,海南矿业,普钢,5.67,6.0,11.6472
941,600425.SH,600425,青松建化,水泥,5.79,6.0,33.828199999999995
942,600693.SH,600693,东百集团,百货,5.6,6.0,10.0
943,002494.SZ,002494,华斯股份,服饰,4.78,6.0,0.0
944,300320.SZ,300320,海达股份,橡胶,5.61,6.01,0.0
945,000926.SZ,000926,福星股份,区域地产,5.62,6.01,6.9278
946,000665.SZ,000665,湖北广电,影视音像,5.34,6.0164,0.0
947,000600.SZ,000600,建投能源,火力发电,5.6,6.02,8.0074
948,000702.SZ,000702,正虹科技,饲料,5.58,6.02,5.7996
949,601899.SH,601899,紫金矿业,黄金,5.35,6.0285,32.395
950,600796.SH,600796,钱江生化,农药化肥,5.58,6.03,0.0
951,000908.SZ,000908,景峰医药,化学制药,5.49,6.04,20.8959
952,601949.SH,601949,中国出版,出版业,5.7,6.04,0.0
953,300158.SZ,300158,振东制药,化学制药,5.52,6.04,0.0
954,600770.SH,600770,综艺股份,综合类,5.51,6.04,7.4733
955,300279.SZ,300279,和晶科技,元器件,5.46,6.04,0.0
956,600970.SH,600970,中材国际,建筑工程,5.7,6.05,5.5456
957,002288.SZ,002288,超华科技,元器件,5.36,6.05,15.3144
958,600642.SH,600642,申能股份,火力发电,5.96,6.06,0.0
959,002617.SZ,002617,露笑科技,电气设备,5.42,6.06,0.0
960,002264.SZ,002264,新华都,超市连锁,5.4,6.07,5.7971
961,300029.SZ,300029,天龙光电,专用机械,5.71,6.08,0.0
962,600466.SH,600466,蓝光发展,区域地产,5.47,6.08,6.2937
963,002498.SZ,002498,汉缆股份,电气设备,5.3,6.09,21.1496
964,002015.SZ,002015,协鑫能科,新型电力,5.6,6.09,0.0
965,002027.SZ,002027,分众传媒,影视音像,5.66,6.09,6.5138
966,000498.SZ,000498,山东路桥,建筑工程,5.69,6.09,21.7766
967,300004.SZ,300004,南风股份,电气设备,5.73,6.1,0.0
968,601001.SH,601001,大同煤业,煤炭开采,5.17,6.1,23.5719
969,000027.SZ,000027,深圳能源,火力发电,5.51,6.1,20.6803
970,002010.SZ,002010,传化智联,仓储物流,5.85,6.1,0.0
971,600590.SH,600590,泰豪科技,电气设备,5.8,6.1,0.0
972,600266.SH,600266,城建发展,区域地产,5.52,6.11,10.0935
973,601002.SH,601002,晋亿实业,机械基件,5.76,6.11,0.0
974,002283.SZ,002283,天润工业,汽车配件,6.11,6.11,25.2241
975,002336.SZ,002336,ST人乐,超市连锁,5.28,6.12,5.045
976,002309.SZ,002309,中利集团,电气设备,5.53,6.12,5.1237
977,002357.SZ,002357,富临运业,公路,5.88,6.12,0.0
978,002488.SZ,002488,金固股份,汽车配件,5.56,6.12,0.0
979,000721.SZ,000721,西安饮食,酒店餐饮,4.87,6.12,0.0
980,002278.SZ,002278,神开股份,化工机械,5.69,6.13,0.0
981,600369.SH,600369,西南证券,证券,5.39,6.13,15.4514
982,600250.SH,600250,南纺股份,商贸代理,5.83,6.13,0.0
983,600215.SH,600215,*ST经开,园区开发,5.35,6.13,0.0
984,600016.SH,600016,民生银行,银行,5.6,6.1353,8.4176
985,601117.SH,601117,中国化学,建筑工程,5.76,6.1383,6.0034
986,002004.SZ,002004,华邦健康,化学制药,5.71,6.14,0.0
987,601399.SH,601399,ST国重装,工程机械,5.22,6.15,10.1889
988,002573.SZ,002573,清新环境,环境保护,6.15,6.15,0.0
989,000031.SZ,000031,大悦城,全国地产,5.57,6.1552,12.458
990,002620.SZ,002620,瑞和股份,装修装饰,5.92,6.16,0.0
991,002684.SZ,002684,*ST猛狮,电气设备,4.88,6.16,0.0
992,300100.SZ,300100,双林股份,汽车服务,5.53,6.16,6.3903
993,600572.SH,600572,康恩贝,中成药,5.69,6.16,0.0
994,002167.SZ,002167,东方锆业,小金属,5.52,6.16,7.1556
995,600748.SH,600748,上实发展,全国地产,5.64,6.16,7.5044
996,300194.SZ,300194,福安药业,化学制药,5.69,6.16,0.0
997,002200.SZ,002200,ST云投,环境保护,5.9,6.18,0.0
998,600986.SH,600986,科达股份,互联网,5.25,6.18,21.518
999,603366.SH,603366,日出东方,家用电器,5.6,6.1871,0.0
1000,002059.SZ,002059,云南旅游,旅游景点,6.19,6.19,35.6286
1001,002098.SZ,002098,浔兴股份,服饰,5.59,6.2,5.0847
1002,601179.SH,601179,中国西电,电气设备,5.64,6.22,7.8292
1003,000507.SZ,000507,珠海港,港口,5.63,6.22,6.9324
1004,000541.SZ,000541,佛山照明,家用电器,6.07,6.22,0.0
1005,601801.SH,601801,皖新传媒,出版业,5.51,6.23,0.0
1006,600526.SH,600526,菲达环保,环境保护,6.24,6.24,16.8326
1007,600877.SH,600877,ST电能,电气设备,5.8,6.25,0.0
1008,002686.SZ,002686,亿利达,专用机械,5.71,6.25,20.6279
1009,603618.SH,603618,杭电股份,电气设备,5.81,6.26,5.6537
1010,300107.SZ,300107,建新股份,化工原料,5.88,6.26,5.7432
1011,000886.SZ,000886,海南高速,路桥,5.55,6.27,10.02
1012,600133.SH,600133,东湖高新,园区开发,5.86,6.27,0.0
1013,002092.SZ,002092,中泰化学,化工原料,5.57,6.2795,19.6418
1014,300026.SZ,300026,红日药业,中成药,5.44,6.28,0.0
1015,002355.SZ,002355,兴民智通,汽车配件,5.32,6.28,0.0
1016,000523.SZ,000523,广州浪奇,日用化工,5.63,6.28,0.0
1017,002198.SZ,002198,嘉应制药,中成药,6.12,6.28,0.0
1018,002762.SZ,002762,金发拉比,服饰,5.79,6.29,0.0
1019,002217.SZ,002217,合力泰,元器件,5.29,6.299,12.139199999999999
1020,600686.SH,600686,金龙汽车,汽车整车,6.06,6.2991,0.0
1021,600714.SH,600714,金瑞矿业,化工原料,5.96,6.3,5.7143
1022,000584.SZ,000584,哈工智能,专用机械,5.89,6.3,0.0
1023,600125.SH,600125,铁龙物流,铁路,5.99,6.3,0.0
1024,603889.SH,603889,新澳股份,纺织,5.87,6.3,0.0
1025,601886.SH,601886,江河集团,装修装饰,6.01,6.3,0.0
1026,300181.SZ,300181,佐力药业,中成药,5.83,6.32,0.0
1027,600398.SH,600398,海澜之家,服饰,6.0,6.325,0.0
1028,300061.SZ,300061,旗天科技,互联网,5.65,6.33,6.7496
1029,002565.SZ,002565,顺灏股份,造纸,5.43,6.33,17.3298
1030,600395.SH,600395,盘江股份,煤炭开采,5.9,6.33,7.2183
1031,600738.SH,600738,兰州民百,百货,6.1,6.34,10.0539
1032,300291.SZ,300291,华录百纳,影视音像,5.73,6.34,5.141
1033,000690.SZ,000690,宝新能源,火力发电,6.26,6.34,19.1431
1034,601766.SH,601766,中国中车,运输设备,5.9,6.35,6.1224
1035,300099.SZ,300099,精准信息,电器仪表,5.84,6.35,0.0
1036,600820.SH,600820,隧道股份,建筑工程,6.03,6.35,0.0
1037,002492.SZ,002492,恒基达鑫,仓储物流,6.07,6.36,0.0
1038,000159.SZ,000159,国际实业,石油贸易,5.58,6.36,16.3807
1039,300282.SZ,300282,三盛教育,文教休闲,5.94,6.37,0.0
1040,600579.SH,600579,克劳斯,化工机械,5.78,6.37,10.0529
1041,002012.SZ,002012,凯恩股份,造纸,6.01,6.38,0.0
1042,002476.SZ,002476,宝莫股份,化工原料,5.95,6.38,0.0
1043,300259.SZ,300259,新天科技,电器仪表,5.49,6.38,0.0
1044,600901.SH,600901,江苏租赁,多元金融,6.3,6.38,10.0352
1045,600057.SH,600057,厦门象屿,仓储物流,5.88,6.39,0.0
1046,601375.SH,601375,中原证券,证券,5.61,6.39,9.1398
1047,000627.SZ,000627,天茂集团,保险,5.6,6.4,9.8446
1048,600676.SH,600676,交运股份,公共交通,5.77,6.41,9.9485
1049,000821.SZ,000821,京山轻机,轻工机械,6.12,6.41,0.0
1050,002083.SZ,002083,孚日股份,纺织,5.72,6.42,6.2914
1051,000798.SZ,000798,中水渔业,渔业,6.09,6.42,0.0
1052,000639.SZ,000639,西王食品,食品,5.65,6.42,5.9406
1053,002587.SZ,002587,奥拓电子,元器件,5.81,6.42,0.0
1054,600287.SH,600287,江苏舜天,商贸代理,6.08,6.43,5.9829
1055,600101.SH,600101,明星电力,水力发电,6.16,6.4496,0.0
1056,600094.SH,600094,大名城,区域地产,6.22,6.45,0.0
1057,600507.SH,600507,方大特钢,特种钢,5.57,6.47,19.1657
1058,002300.SZ,002300,太阳电缆,电气设备,6.06,6.48,0.0
1059,002211.SZ,002211,宏达新材,橡胶,6.12,6.5,0.0
1060,600928.SH,600928,西安银行,银行,5.75,6.5,9.9831
1061,600784.SH,600784,鲁银投资,普钢,6.5,6.5,30.080000000000002
1062,603779.SH,603779,ST威龙,红黄酒,6.5,6.52,10.0842
1063,300011.SZ,300011,鼎汉技术,运输设备,6.12,6.53,0.0
1064,300310.SZ,300310,宜通世纪,通信设备,5.71,6.53,6.5141
1065,300421.SZ,300421,力星股份,机械基件,6.33,6.53,0.0
1066,300405.SZ,300405,科隆股份,化工原料,6.41,6.54,0.0
1067,603188.SH,603188,ST亚邦,染料涂料,6.22,6.55,0.0
1068,002139.SZ,002139,拓邦股份,元器件,5.93,6.55,11.2111
1069,600649.SH,600649,城投控股,区域地产,5.91,6.56,5.0571
1070,000605.SZ,000605,渤海股份,水务,6.32,6.57,0.0
1071,002589.SZ,002589,瑞康医药,医药商业,5.99,6.57,15.557300000000001
1072,000801.SZ,000801,四川九洲,通信设备,6.08,6.58,0.0
1073,300179.SZ,300179,四方达,矿物制品,6.17,6.58,5.1118
1074,002042.SZ,002042,华孚时尚,纺织,5.67,6.59,0.0
1075,000795.SZ,000795,英洛华,矿物制品,6.17,6.59,12.4297
1076,601500.SH,601500,通用股份,汽车配件,6.24,6.6,7.6923
1077,600769.SH,600769,祥龙电业,建筑工程,6.6,6.6,9.4527
1078,600232.SH,600232,金鹰股份,纺织,6.21,6.61,0.0
1079,000993.SZ,000993,闽东电力,水力发电,6.42,6.61,0.0
1080,000516.SZ,000516,国际医学,医疗保健,5.65,6.61,39.846000000000004
1081,000859.SZ,000859,国风塑业,塑料,5.77,6.61,5.5911
1082,300176.SZ,300176,派生科技,汽车配件,6.21,6.62,8.0279
1083,601366.SH,601366,利群股份,百货,6.36,6.62,0.0
1084,002571.SZ,002571,德力股份,玻璃,5.12,6.63,0.0
1085,600540.SH,600540,新赛股份,种植业,5.86,6.63,9.9291
1086,600543.SH,600543,莫高股份,红黄酒,6.12,6.63,0.0
1087,000906.SZ,000906,浙商中拓,批发业,6.21,6.64,6.8071
1088,000953.SZ,000953,*ST河化,农药化肥,5.85,6.65,0.0
1089,002685.SZ,002685,华东重机,工程机械,6.35,6.65,0.0
1090,300419.SZ,300419,浩丰科技,软件服务,5.97,6.65,0.0
1091,002598.SZ,002598,山东章鼓,机械基件,6.46,6.66,0.0
1092,002480.SZ,002480,新筑股份,机械基件,5.75,6.66,5.1447
1093,603817.SH,603817,海峡环保,环境保护,6.55,6.67,0.0
1094,000888.SZ,000888,峨眉山A,旅游景点,6.19,6.67,7.7544
1095,002339.SZ,002339,积成电子,电气设备,6.13,6.67,0.0
1096,600366.SH,600366,宁波韵升,电器仪表,6.11,6.69,0.0
1097,002531.SZ,002531,天顺风能,电气设备,6.17,6.69,0.0
1098,000166.SZ,000166,申万宏源,证券,5.56,6.7,15.2786
1099,002173.SZ,002173,创新医疗,医疗保健,6.61,6.7,11.6447
1100,600336.SH,600336,澳柯玛,家用电器,5.89,6.7098,6.5147
1101,600385.SH,600385,ST金泰,黄金,6.57,6.72,0.0
1102,002226.SZ,002226,江南化工,化工原料,6.63,6.72,12.7284
1103,300018.SZ,300018,中元股份,电气设备,6.21,6.73,0.0
1104,300086.SZ,300086,康芝药业,化学制药,5.73,6.73,20.0392
1105,002559.SZ,002559,亚威股份,机床制造,6.55,6.73,0.0
1106,000421.SZ,000421,南京公用,供气供热,6.74,6.74,40.08410000000001
1107,600919.SH,600919,江苏银行,银行,6.11,6.74,10.066
1108,600222.SH,600222,太龙药业,中成药,6.1,6.75,0.0
1109,002270.SZ,002270,华明装备,电气设备,6.68,6.75,11.228200000000001
1110,000722.SZ,000722,湖南发展,水力发电,6.37,6.76,0.0
1111,601717.SH,601717,郑煤机,汽车配件,6.36,6.76,0.0
1112,002209.SZ,002209,达意隆,轻工机械,6.4,6.77,0.0
1113,000408.SZ,000408,*ST藏格,农药化肥,6.49,6.78,5.0243
1114,000417.SZ,000417,合肥百货,百货,6.74,6.78,19.0679
1115,002183.SZ,002183,怡亚通,仓储物流,5.84,6.79,12.883700000000001
1116,000609.SZ,000609,中迪投资,区域地产,6.25,6.8,12.331199999999999
1117,000976.SZ,000976,华铁股份,运输设备,6.31,6.8,7.0968
1118,600969.SH,600969,郴电国际,水力发电,6.48,6.8,0.0
1119,002659.SZ,002659,凯文教育,文教休闲,6.18,6.8,0.0
1120,603999.SH,603999,读者传媒,出版业,6.28,6.81,0.0
1121,300255.SZ,300255,常山药业,生物制药,6.17,6.82,13.122499999999999
1122,002328.SZ,002328,新朋股份,汽车配件,5.76,6.82,0.0
1123,601222.SH,601222,林洋能源,电器仪表,6.51,6.8371,15.7249
1124,600350.SH,600350,山东高速,路桥,6.17,6.84,15.7931
1125,601126.SH,601126,四方股份,电气设备,6.18,6.84,0.0
1126,300155.SZ,300155,安居宝,元器件,6.27,6.84,0.0
1127,600908.SH,600908,无锡银行,银行,6.08,6.85,30.0604
1128,300303.SZ,300303,聚飞光电,半导体,5.73,6.87,5.0498
1129,002790.SZ,002790,瑞尔特,家居用品,6.47,6.87,0.0
1130,002096.SZ,002096,南岭民爆,化工原料,6.34,6.88,0.0
1131,000425.SZ,000425,徐工机械,工程机械,6.48,6.88,8.5308
1132,300359.SZ,300359,全通教育,文教休闲,6.48,6.88,0.0
1133,601816.SH,601816,京沪高铁,铁路,6.2,6.9,5.1988
1134,300356.SZ,300356,光一科技,电气设备,6.07,6.9,0.0
1135,002529.SZ,002529,*ST海源,专用机械,6.9,6.9,10.090399999999999
1136,002408.SZ,002408,齐翔腾达,化工原料,6.61,6.9083,5.322
1137,603015.SH,603015,弘讯科技,电气设备,6.45,6.91,5.0152
1138,300215.SZ,300215,电科院,电气设备,6.39,6.91,0.0
1139,002215.SZ,002215,诺普信,农药化肥,6.35,6.91,0.0
1140,600353.SH,600353,旭光电子,元器件,5.87,6.91,0.0
1141,002097.SZ,002097,山河智能,工程机械,6.52,6.92,0.0
1142,601939.SH,601939,建设银行,银行,6.29,6.9247,8.5325
1143,002479.SZ,002479,富春环保,火力发电,6.82,6.94,9.9842
1144,000922.SZ,000922,佳电股份,电气设备,6.69,6.95,0.0
1145,002267.SZ,002267,陕天然气,供气供热,6.65,6.95,5.0794
1146,002696.SZ,002696,百洋股份,渔业,6.32,6.95,0.0
1147,002224.SZ,002224,三力士,橡胶,6.33,6.95,0.0
1148,002026.SZ,002026,山东威达,机械基件,6.62,6.95,25.7479
1149,600889.SH,600889,南京化纤,化纤,6.96,6.96,11.144200000000001
1150,601958.SH,601958,金钼股份,小金属,6.34,6.97,7.4434
1151,002239.SZ,002239,奥特佳,汽车配件,5.49,6.97,55.11749999999999
1152,002077.SZ,002077,*ST大港,区域地产,6.35,6.97,10.0922
1153,600379.SH,600379,宝光股份,电气设备,6.3,6.97,0.0
1154,002658.SZ,002658,雪迪龙,环境保护,6.29,6.98,0.0
1155,000715.SZ,000715,中兴商业,百货,6.65,6.98,5.1593
1156,002429.SZ,002429,兆驰股份,家用电器,6.48,6.98,37.042
1157,601611.SH,601611,中国核建,建筑工程,6.62,6.9883,0.0
1158,000100.SZ,000100,TCL科技,元器件,6.62,6.99,16.1681
1159,300055.SZ,300055,万邦达,环境保护,6.63,6.9995,0.0
1160,000807.SZ,000807,云铝股份,铝,6.0,7.0,40.8006
1161,300534.SZ,300534,陇神戎发,中成药,6.59,7.0,0.0
1162,601369.SH,601369,陕鼓动力,机械基件,6.62,7.0,0.0
1163,002207.SZ,002207,准油股份,石油开采,6.6,7.01,17.9773
1164,600461.SH,600461,洪城水业,水务,6.8,7.01,0.0
1165,600773.SH,600773,西藏城投,区域地产,6.47,7.01,0.0
1166,300300.SZ,300300,汉鼎宇佑,软件服务,6.41,7.01,0.0
1167,300040.SZ,300040,九洲集团,电气设备,6.49,7.01,0.0
1168,600177.SH,600177,雅戈尔,服饰,6.66,7.01,6.7823
1169,600284.SH,600284,浦东建设,建筑工程,6.55,7.01,0.0
1170,601006.SH,601006,大秦铁路,铁路,6.56,7.01,0.0
1171,002427.SZ,002427,*ST尤夫,化纤,5.89,7.02,0.0
1172,300249.SZ,300249,依米康,软件服务,6.4,7.05,0.0
1173,600301.SH,600301,ST南化,商贸代理,6.59,7.05,0.0
1174,601019.SH,601019,山东出版,出版业,6.66,7.07,0.0
1175,600376.SH,600376,首开股份,区域地产,6.54,7.07,9.9684
1176,300199.SZ,300199,翰宇药业,化学制药,6.13,7.07,10.5519
1177,300208.SZ,300208,青岛中程,电气设备,6.41,7.07,0.0
1178,300420.SZ,300420,五洋停车,机械基件,6.47,7.08,10.0787
1179,002699.SZ,002699,美盛文化,服饰,6.08,7.09,10.0313
1180,600099.SH,600099,林海股份,摩托车,6.83,7.1,0.0
1181,300234.SZ,300234,开尔新材,陶瓷,6.55,7.1,17.0392
1182,603101.SH,603101,汇嘉时代,百货,6.36,7.11,8.3841
1183,603518.SH,603518,锦泓集团,服饰,6.82,7.11,0.0
1184,600539.SH,600539,ST狮头,水泥,6.82,7.12,0.0
1185,002033.SZ,002033,丽江股份,旅游景点,6.58,7.12,7.5529
1186,002839.SZ,002839,张家港行,银行,6.44,7.14,18.2729
1187,600015.SH,600015,华夏银行,银行,6.43,7.14,9.6774
1188,300082.SZ,300082,奥克股份,化工原料,7.1,7.14,0.0
1189,601872.SH,601872,招商轮船,水运,6.43,7.15,9.9533
1190,002404.SZ,002404,嘉欣丝绸,纺织,6.56,7.16,0.0
1191,002406.SZ,002406,远东传动,汽车配件,6.8,7.16,0.0
1192,600929.SH,600929,湖南盐业,食品,6.73,7.16,0.0
1193,600658.SH,600658,电子城,园区开发,6.29,7.17,21.9815
1194,600058.SH,600058,五矿发展,商贸代理,6.7,7.17,13.8528
1195,000657.SZ,000657,中钨高新,小金属,6.68,7.17,7.2086
1196,002742.SZ,002742,三圣股份,其他建材,7.18,7.18,6.5282
1197,002037.SZ,002037,保利联合,化工原料,6.8,7.18,0.0
1198,300131.SZ,300131,英唐智控,元器件,6.83,7.2,12.3474
1199,002759.SZ,002759,天际股份,家用电器,6.4,7.2,0.0
1200,002040.SZ,002040,南京港,港口,6.51,7.2,0.0
1201,002719.SZ,002719,*ST麦趣,乳制品,6.74,7.21,0.0
1202,002708.SZ,002708,光洋股份,汽车配件,6.67,7.21,0.0
1203,000732.SZ,000732,泰禾集团,区域地产,5.22,7.21,10.0629
1204,000813.SZ,000813,德展健康,化学制药,6.96,7.22,0.0
1205,002608.SZ,002608,江苏国信,火力发电,6.78,7.22,5.6801
1206,603166.SH,603166,福达股份,汽车配件,6.6,7.22,5.2478
1207,600251.SH,600251,冠农股份,农业综合,7.0,7.22,7.9223
1208,300184.SZ,300184,力源信息,元器件,6.46,7.22,0.0
1209,601699.SH,601699,潞安环能,煤炭开采,6.55,7.22,14.577300000000001
1210,600712.SH,600712,南宁百货,百货,6.85,7.22,20.018900000000002
1211,603009.SH,603009,北特科技,汽车配件,6.61,7.23,10.08
1212,603300.SH,603300,华铁应急,钢加工,6.54,7.25,5.3779
1213,600825.SH,600825,新华传媒,出版业,6.53,7.25,6.7588
1214,300211.SZ,300211,亿通科技,通信设备,6.89,7.25,0.0
1215,601890.SH,601890,亚星锚链,船舶,6.65,7.25,20.0975
1216,600242.SH,600242,*ST中昌,软件服务,3.26,7.26,0.0
1217,601298.SH,601298,青岛港,港口,6.4,7.27,11.5419
1218,002085.SZ,002085,万丰奥威,汽车配件,7.27,7.27,0.0
1219,300126.SZ,300126,锐奇股份,轻工机械,6.46,7.2787,6.8285
1220,000919.SZ,000919,金陵药业,化学制药,6.99,7.28,0.0
1221,600992.SH,600992,贵绳股份,钢加工,6.86,7.28,5.5072
1222,002743.SZ,002743,富煌钢构,钢加工,6.99,7.3,0.0
1223,600180.SH,600180,瑞茂通,仓储物流,6.76,7.3,0.0
1224,002487.SZ,002487,大金重工,钢加工,6.61,7.3,7.0492
1225,002536.SZ,002536,飞龙股份,汽车配件,6.1,7.3,5.644
1226,300670.SZ,300670,大烨智能,电气设备,6.99,7.32,0.0
1227,002520.SZ,002520,日发精机,机床制造,6.82,7.32,0.0
1228,002091.SZ,002091,江苏国泰,商贸代理,6.55,7.32,0.0
1229,603998.SH,603998,方盛制药,中成药,6.82,7.32,0.0
1230,002627.SZ,002627,宜昌交运,公共交通,7.12,7.32,17.078400000000002
1231,600200.SH,600200,江苏吴中,化学制药,6.63,7.32,0.0
1232,600191.SH,600191,华资实业,食品,6.63,7.3285,16.3014
1233,300290.SZ,300290,荣科科技,软件服务,7.15,7.33,5.1672
1234,002307.SZ,002307,北新路桥,建筑工程,6.82,7.34,6.4371
1235,002537.SZ,002537,海联金汇,汽车整车,6.46,7.35,9.9846
1236,002642.SZ,002642,荣之联,软件服务,6.61,7.37,0.0
1237,000502.SZ,000502,绿景控股,综合类,6.99,7.38,0.0
1238,002724.SZ,002724,海洋王,半导体,6.96,7.38,5.5046
1239,600727.SH,600727,鲁北化工,农药化肥,7.17,7.39,0.0
1240,600152.SH,600152,维科技术,电气设备,6.41,7.39,16.112000000000002
1241,000911.SZ,000911,ST南糖,食品,6.36,7.39,0.0
1242,600879.SH,600879,航天电子,航空,6.95,7.39,6.5123
1243,002774.SZ,002774,快意电梯,运输设备,7.14,7.4,0.0
1244,300137.SZ,300137,先河环保,环境保护,7.18,7.41,0.0
1245,002634.SZ,002634,棒杰股份,服饰,7.41,7.41,31.3875
1246,002193.SZ,002193,如意集团,纺织,7.09,7.41,0.0
1247,000528.SZ,000528,柳工,工程机械,7.34,7.42,6.9164
1248,600458.SH,600458,时代新材,塑料,6.86,7.42,5.4896
1249,601968.SH,601968,宝钢包装,广告包装,6.96,7.4292,19.0399
1250,300296.SZ,300296,利亚德,半导体,6.66,7.43,7.6812
1251,603111.SH,603111,康尼机电,运输设备,6.64,7.43,7.9942
1252,002054.SZ,002054,德美化工,化工原料,6.9,7.43,0.0
1253,002316.SZ,002316,亚联发展,软件服务,6.63,7.43,16.1583
1254,002958.SZ,002958,青农商行,银行,5.89,7.44,27.980700000000002
1255,002570.SZ,002570,贝因美,乳制品,6.71,7.44,10.184999999999999
1256,002016.SZ,002016,世荣兆业,区域地产,6.82,7.45,6.3492
1257,600135.SH,600135,乐凯胶片,化工原料,6.99,7.45,0.0
1258,600613.SH,600613,神奇制药,中成药,6.92,7.45,0.0
1259,002140.SZ,002140,东华科技,建筑工程,7.05,7.45,0.0
1260,600917.SH,600917,重庆燃气,供气供热,7.23,7.45,0.0
1261,002787.SZ,002787,华源控股,广告包装,7.13,7.46,0.0
1262,002443.SZ,002443,金洲管道,钢加工,6.87,7.4787,0.0
1263,603980.SH,603980,吉华集团,染料涂料,7.09,7.48,0.0
1264,600594.SH,600594,益佰制药,中成药,6.6,7.48,0.0
1265,300120.SZ,300120,经纬辉开,元器件,7.23,7.49,0.0
1266,002101.SZ,002101,广东鸿图,汽车配件,6.98,7.49,0.0
1267,603067.SH,603067,振华股份,化工原料,7.3,7.49,14.072299999999998
1268,600843.SH,600843,上工申贝,纺织机械,7.21,7.49,0.0
1269,000655.SZ,000655,金岭矿业,普钢,6.81,7.5,22.959600000000002
1270,688009.SH,688009,中国通号,运输设备,6.63,7.5,12.7159
1271,002563.SZ,002563,森马服饰,服饰,6.61,7.5,0.0
1272,601111.SH,601111,中国国航,空运,6.96,7.5104,6.7538
1273,000723.SZ,000723,美锦能源,焦炭加工,6.42,7.52,10.9415
1274,002464.SZ,002464,众应互联,互联网,6.24,7.52,16.3179
1275,600874.SH,600874,创业环保,环境保护,7.45,7.52,6.0649
1276,002295.SZ,002295,精艺股份,铜,7.42,7.52,0.0
1277,000088.SZ,000088,盐田港,港口,6.33,7.52,24.046
1278,000402.SZ,000402,金融街,全国地产,6.92,7.5399,9.9996
1279,300318.SZ,300318,博晖创新,医疗保健,6.4,7.54,10.0
1280,600128.SH,600128,弘业股份,商贸代理,7.03,7.54,0.0
1281,002522.SZ,002522,浙江众成,塑料,6.59,7.55,0.0
1282,002297.SZ,002297,博云新材,矿物制品,7.55,7.55,12.7468
1283,000957.SZ,000957,中通客车,汽车整车,6.97,7.55,0.0
1284,000729.SZ,000729,燕京啤酒,啤酒,7.31,7.56,6.4047
1285,300477.SZ,300477,合纵科技,电气设备,6.86,7.56,0.0
1286,002515.SZ,002515,金字火腿,食品,6.75,7.56,8.9337
1287,600068.SH,600068,葛洲坝,建筑工程,6.83,7.56,16.8103
1288,000788.SZ,000788,北大医药,化学制药,6.96,7.58,0.0
1289,002566.SZ,002566,益盛药业,中成药,7.14,7.58,0.0
1290,600356.SH,600356,恒丰纸业,造纸,7.1,7.58,0.0
1291,601928.SH,601928,凤凰传媒,出版业,7.11,7.58,0.0
1292,601798.SH,601798,蓝科高新,化工机械,7.58,7.58,19.968600000000002
1293,600463.SH,600463,空港股份,园区开发,7.3,7.59,0.0
1294,600589.SH,600589,广东榕泰,塑料,4.52,7.59,9.9778
1295,002539.SZ,002539,云图控股,农药化肥,7.02,7.6,6.7416
1296,300289.SZ,300289,利德曼,生物制药,6.58,7.62,10.9417
1297,600620.SH,600620,天宸股份,综合类,7.04,7.62,15.503499999999999
1298,300270.SZ,300270,中威电子,通信设备,6.96,7.63,5.0725
1299,000719.SZ,000719,中原传媒,出版业,7.22,7.64,0.0
1300,002231.SZ,002231,奥维通信,通信设备,6.96,7.65,0.0
1301,603958.SH,603958,哈森股份,服饰,7.24,7.65,0.0
1302,300324.SZ,300324,旋极信息,软件服务,7.33,7.65,22.9547
1303,002150.SZ,002150,通润装备,机械基件,6.81,7.65,6.25
1304,002748.SZ,002748,世龙实业,化工原料,7.35,7.66,0.0
1305,000929.SZ,000929,兰州黄河,啤酒,6.86,7.66,0.0
1306,603299.SH,603299,苏盐井神,化工原料,7.25,7.66,10.0295
1307,002590.SZ,002590,万安科技,汽车配件,7.12,7.66,0.0
1308,002417.SZ,002417,深南股份,软件服务,7.13,7.66,0.0
1309,000811.SZ,000811,冰轮环境,工程机械,7.07,7.6679,11.1969
1310,002650.SZ,002650,ST加加,食品,6.93,7.67,20.237
1311,000601.SZ,000601,韶能股份,水力发电,7.67,7.67,23.398400000000002
1312,000544.SZ,000544,中原环保,环境保护,7.67,7.67,11.1734
1313,601515.SH,601515,东风股份,广告包装,6.74,7.67,9.8529
1314,300329.SZ,300329,海伦钢琴,文教休闲,7.2,7.68,0.0
1315,600630.SH,600630,龙头股份,纺织,7.07,7.68,0.0
