,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,COL_INDAY_P_CHANGE,circ_mv
2835,600830.SH,香溢融通,多元金融,2.0,-8.47,6.5,0.01,295309.7856
879,002418.SZ,康盛股份,机械基件,2.0,-8.46,4.54,0.03,455638.1573
2458,600383.SH,金地集团,全国地产,2.0,-8.44,12.25,0.05,5530364.8757
229,000673.SZ,当代东方,影视音像,2.0,-8.42,6.16,0.04,484989.8931
269,000723.SZ,美锦能源,焦炭加工,2.0,-8.42,5.36,0.04,579545.4156
2724,600711.SH,盛屯矿业,小金属,2.0,-8.38,6.3,0.01,943142.9522
1025,002565.SZ,顺灏股份,造纸,2.0,-8.28,13.83,0.06,947129.5198
2530,600490.SH,鹏欣资源,铜,2.0,-8.25,5.89,0.01,878416.7557
2336,600238.SH,*ST椰岛,红黄药酒,2.0,-8.21,9.31,0.04,414296.471
2994,601166.SH,兴业银行,银行,2.0,-8.2,18.17,0.01,34618095.8766
1129,002669.SZ,康达新材,化工原料,2.0,-8.13,14.4,0.04,329092.1525
327,000812.SZ,陕西金叶,广告包装,2.0,-8.12,4.81,0.01,321910.6031
2222,600109.SH,国金证券,证券,2.0,-8.08,10.59,0.03,3202796.5093
1492,300103.SZ,达刚路机,工程机械,2.0,-8.0,9.77,0.01,245546.3569
2162,600036.SH,招商银行,银行,2.0,-7.97,31.04,0.01,64032243.5076
1480,300091.SZ,金通灵,机械基件,2.0,-7.92,4.99,0.02,526763.3171
2127,300753.SZ,爱朋医疗,医疗保健,2.0,-7.88,45.4,0.01,91708.0
227,000671.SZ,阳光城,区域地产,2.0,-7.79,7.65,0.02,3038494.4103
239,000686.SZ,东北证券,证券,2.0,-7.79,9.9,0.01,2317048.3859
2551,600515.SH,海航基础,全国地产,2.0,-7.77,6.05,0.02,1003268.6964
2469,600396.SH,金山股份,火力发电,2.0,-7.75,2.84,0.01,418248.736
2638,600613.SH,神奇制药,中成药,1.0,-7.69,10.43,0.14,499930.7371
2010,300630.SZ,普利制药,化学制药,2.0,-7.6,66.99,0.04,663043.54
273,000728.SZ,国元证券,证券,2.0,-7.58,11.0,0.08,3240765.0
2157,600029.SH,南方航空,空运,2.0,-7.58,7.91,0.01,5554916.15
2391,600305.SH,恒顺醋业,食品,2.0,-7.49,11.62,0.01,910496.0228
3509,603833.SH,欧派家居,家居用品,2.0,-7.45,101.9,0.02,938581.9772
2185,600069.SH,银鸽投资,造纸,2.0,-7.45,3.74,0.02,607313.8577
483,002021.SZ,中捷资源,纺织机械,2.0,-7.41,3.62,0.01,248864.1545
2026,300647.SZ,超频三,元器件,2.0,-7.34,17.9,0.03,140213.385
2511,600466.SH,蓝光发展,区域地产,2.0,-7.25,6.86,0.04,2047098.112
608,002146.SZ,荣盛发展,全国地产,2.0,-7.24,10.3,0.01,4010363.7646
2120,300746.SZ,汉嘉设计,建筑施工,2.0,-7.21,23.53,0.08,123767.8
42,000056.SZ,皇庭国际,房产服务,2.0,-7.18,6.55,0.07,591945.2512
927,002466.SZ,天齐锂业,小金属,2.0,-7.17,38.31,0.05,4351862.7945
462,001979.SZ,招商蛇口,全国地产,2.0,-7.15,21.59,0.03,5186640.0452
112,000517.SZ,荣安地产,区域地产,2.0,-7.14,3.15,0.05,956259.617
5,000007.SZ,全新好,酒店餐饮,2.0,-7.11,7.67,0.02,236963.1497
1998,300618.SZ,寒锐钴业,小金属,2.0,-7.07,80.2,0.02,914151.68
964,002503.SZ,搜于特,服饰,2.0,-7.01,3.08,0.02,601893.5951
276,000732.SZ,泰禾集团,区域地产,2.0,-7.0,15.82,0.03,1966520.4422
651,002189.SZ,利达光电,元器件,2.0,-6.95,23.38,0.03,459877.773
516,002054.SZ,德美化工,化工原料,2.0,-6.93,7.83,0.08,244447.4471
2748,600735.SH,新华锦,商贸代理,2.0,-6.81,6.84,0.01,257178.7305
473,002011.SZ,盾安环境,工程机械,2.0,-6.69,6.44,0.1,541665.1542
375,000890.SZ,法尔胜,钢加工,2.0,-6.65,6.7,0.02,254347.9808
99,000498.SZ,山东路桥,建筑施工,2.0,-6.63,6.14,0.03,270589.8
1964,300582.SZ,英飞特,半导体,2.0,-6.59,15.8,0.02,188625.2079
921,002460.SZ,赣锋锂业,小金属,2.0,-6.57,29.64,0.11,2372858.278
1469,300080.SZ,易成新能,半导体,2.0,-6.56,6.92,0.01,347374.741
3190,603081.SH,大丰实业,专用机械,1.0,-6.54,17.9,0.05,139129.9875
2422,600339.SH,中油工程,石油加工,2.0,-6.49,4.48,0.02,695376.9366
838,002377.SZ,国创高新,石油加工,2.0,-6.47,5.54,0.02,269166.3896
2771,600759.SH,洲际油气,石油开采,2.0,-6.47,3.32,0.01,749717.094
2905,600926.SH,杭州银行,银行,2.0,-6.45,8.91,0.03,1854786.3576
3532,603885.SH,吉祥航空,空运,2.0,-6.41,13.14,0.01,2361275.7088
129,000537.SZ,广宇发展,区域地产,2.0,-6.41,8.75,0.01,355202.5873
2704,600689.SH,上海三毛,纺织,2.0,-6.4,12.56,0.07,191168.4036
1450,300061.SZ,康旗股份,医疗保健,2.0,-6.33,9.63,0.03,264349.851
2418,600335.SH,国机汽车,汽车配件,2.0,-6.32,7.99,0.03,822759.7328
421,000953.SZ,ST河化,农药化肥,1.0,-6.31,4.27,0.07,125563.3796
353,000856.SZ,冀东装备,机械基件,2.0,-6.29,16.29,0.01,369783.0
2681,600663.SH,陆家嘴,园区开发,2.0,-6.28,18.4,0.02,4497974.208
2808,600801.SH,华新水泥,水泥,2.0,-6.24,19.56,0.02,1902740.7117
1968,300586.SZ,美联新材,化工原料,2.0,-6.2,15.12,0.02,92421.0
1052,002592.SZ,八菱科技,汽车配件,2.0,-6.2,23.13,0.01,568368.8756
428,000962.SZ,东方钽业,小金属,2.0,-6.19,8.1,0.01,357073.1586
620,002158.SZ,汉钟精机,工程机械,2.0,-6.18,10.24,0.03,541836.8502
396,000918.SZ,嘉凯城,全国地产,2.0,-6.17,7.65,0.01,1380206.4975
186,000610.SZ,西安旅游,旅游服务,2.0,-6.15,9.52,0.07,223942.3339
766,002305.SZ,南国置业,区域地产,2.0,-6.12,3.29,0.01,534066.4672
3455,603711.SH,香飘飘,软饮料,2.0,-6.1,25.05,0.04,115975.8888
294,000762.SZ,西藏矿业,小金属,2.0,-6.08,8.48,0.02,403606.5794
1521,300132.SZ,青松股份,化工原料,2.0,-6.07,14.15,0.01,523385.5784
2224,600111.SH,北方稀土,小金属,2.0,-6.06,11.48,0.01,4170759.768
2549,600512.SH,腾达建设,建筑施工,2.0,-6.06,2.88,0.01,442771.0315
76,000403.SZ,振兴生化,生物制药,2.0,-6.03,27.97,0.03,759046.1512
1996,300616.SZ,尚品宅配,家居用品,2.0,-6.02,80.35,0.01,547830.88
3158,603027.SH,千禾味业,食品,2.0,-5.98,19.83,0.04,638083.553
2434,600356.SH,恒丰纸业,造纸,1.0,-5.95,9.54,0.06,284989.7346
1018,002558.SZ,巨人网络,互联网,2.0,-5.95,24.65,0.01,1052824.5724
2409,600325.SH,华发股份,区域地产,2.0,-5.93,7.77,0.02,1635027.2041
75,000402.SZ,金融街,全国地产,2.0,-5.89,8.14,0.01,2432097.9513
2290,600187.SH,国中水务,水务,2.0,-5.88,3.89,0.03,566237.8247
2319,600220.SH,江苏阳光,纺织,2.0,-5.88,3.18,0.06,567102.2237
2632,600606.SH,绿地控股,全国地产,2.0,-5.82,7.53,0.05,9162620.2519
52,000069.SZ,华侨城A,旅游景点,2.0,-5.82,6.95,0.01,4863290.6406
681,002219.SZ,恒康医疗,中成药,2.0,-5.71,4.22,0.01,787119.8037
74,000401.SZ,冀东水泥,水泥,2.0,-5.69,16.39,0.05,2208088.3778
4,000006.SZ,深振业A,区域地产,2.0,-5.67,6.22,0.01,838647.5586
2081,300702.SZ,天宇股份,化学制药,2.0,-5.65,30.45,0.02,159118.5304
61,000150.SZ,宜华健康,医疗保健,2.0,-5.56,13.98,0.04,804838.8278
580,002118.SZ,紫鑫药业,中成药,1.0,-5.54,8.13,0.02,833513.1022
130,000538.SZ,云南白药,中成药,2.0,-5.54,84.41,0.01,8790393.5016
639,002177.SZ,御银股份,电脑设备,2.0,-5.52,4.6,0.02,296478.912
1003,002543.SZ,万和电气,家用电器,2.0,-5.52,15.5,0.03,752154.6663
751,002290.SZ,中科新材,家用电器,2.0,-5.51,10.88,0.03,228827.208
393,000913.SZ,钱江摩托,摩托车,2.0,-5.5,11.37,0.03,515665.3155
3590,603999.SH,读者传媒,出版业,2.0,-5.49,6.61,0.01,380736.0
1167,002708.SZ,光洋股份,汽车配件,2.0,-5.46,10.33,0.03,384583.9466
154,000566.SZ,海南海药,化学制药,2.0,-5.45,7.65,0.1,920674.7927
350,000850.SZ,华茂股份,纺织,2.0,-5.44,4.17,0.01,393390.4979
968,002507.SZ,涪陵榨菜,食品,2.0,-5.43,26.8,0.04,2089789.8471
185,000609.SZ,中迪投资,区域地产,2.0,-5.43,6.77,0.1,197685.8089
995,002535.SZ,林州重机,工程机械,2.0,-5.42,4.64,0.08,273980.7833
3489,603799.SH,华友钴业,小金属,2.0,-5.41,38.94,0.02,3192617.3616
3083,601800.SH,中国交建,建筑施工,2.0,-5.37,12.34,0.01,14496088.5145
1562,300173.SZ,智慧松德,轻工机械,2.0,-5.37,6.32,0.02,244815.4877
29,000036.SZ,华联控股,全国地产,2.0,-5.34,6.84,0.04,777258.928
2698,600683.SH,京投发展,区域地产,2.0,-5.32,5.42,0.03,401501.4576
2071,300692.SZ,中环环保,环境保护,2.0,-5.32,15.73,0.02,152588.865
2797,600789.SH,鲁抗医药,化学制药,2.0,-5.32,9.91,0.05,576341.2957
2262,600156.SH,华升股份,纺织,2.0,-5.3,5.57,0.06,223975.661
2531,600491.SH,龙元建设,建筑施工,2.0,-5.29,8.05,0.04,1015990.5
1644,300256.SZ,星星科技,元器件,2.0,-5.28,4.45,0.02,344996.9086
1372,002930.SZ,宏川智慧,仓储物流,2.0,-5.26,29.06,0.03,176771.98
702,002240.SZ,威华股份,家居用品,2.0,-5.25,9.76,0.01,478877.694
2129,300756.SZ,中山金马,专用机械,2.0,-5.24,102.52,0.02,102520.0
287,000755.SZ,山西路桥,公路,2.0,-5.21,5.05,0.01,236978.6336
934,002473.SZ,*ST圣莱,家用电器,2.0,-5.2,9.05,0.03,144800.0
2552,600516.SH,方大炭素,矿物制品,2.0,-5.19,23.11,0.04,4095837.0156
1760,300374.SZ,恒通科技,其他建材,2.0,-5.19,11.15,0.02,183512.2438
956,002495.SZ,佳隆股份,食品,2.0,-5.18,4.3,0.07,293282.5548
2143,600012.SH,皖通高速,路桥,2.0,-5.16,7.09,0.03,826410.4
2694,600679.SH,上海凤凰,文教休闲,2.0,-5.14,12.23,0.02,282022.5122
1224,002770.SZ,科迪乳业,乳制品,2.0,-5.1,3.82,0.01,222749.0789
1788,300402.SZ,宝色股份,专用机械,2.0,-5.05,10.22,0.01,88198.6
313,000795.SZ,英洛华,矿物制品,2.0,-5.03,5.22,0.01,462686.0368
1238,002785.SZ,万里石,其他建材,2.0,-5.03,11.18,0.04,222590.2593
1033,002573.SZ,清新环境,环境保护,2.0,-5.03,10.11,0.01,1090504.4587
2119,300745.SZ,欣锐科技,汽车配件,2.0,-5.01,40.01,0.01,114548.63
1773,300387.SZ,富邦股份,化工原料,2.0,-5.01,7.49,0.02,215794.0597
2275,600170.SH,上海建工,建筑施工,2.0,-5.0,3.85,0.01,3267460.3227
914,002453.SZ,华软科技,化工原料,2.0,-5.0,7.03,0.05,389968.0349
3164,603033.SH,三维股份,橡胶,2.0,-4.99,24.08,0.09,133162.4
1347,002902.SZ,铭普光磁,元器件,2.0,-4.94,28.56,0.01,206417.4
9,000011.SZ,深物业A,区域地产,2.0,-4.93,10.76,0.01,189228.1856
1196,002739.SZ,万达电影,影视音像,2.0,-4.9,23.97,0.02,4222173.5353
1278,002828.SZ,贝肯能源,石油开采,2.0,-4.89,13.1,0.01,129379.792
3119,601965.SH,中国汽研,汽车服务,2.0,-4.87,8.29,0.05,796818.1097
348,000839.SZ,中信国安,综合类,2.0,-4.86,6.77,0.07,2653167.8758
1635,300247.SZ,融捷健康,医疗保健,2.0,-4.85,4.15,0.02,254066.4424
368,000882.SZ,华联股份,百货,2.0,-4.85,3.07,0.02,762021.6274
1447,300057.SZ,万顺股份,广告包装,2.0,-4.85,8.1,0.03,294499.5821
654,002192.SZ,融捷股份,专用机械,2.0,-4.83,30.11,0.02,713582.1412
2165,600039.SH,四川路桥,建筑施工,2.0,-4.83,3.91,0.03,1351715.4746
2466,600392.SH,盛和资源,小金属,2.0,-4.81,11.97,0.03,1716824.0053
2232,600119.SH,长江投资,仓储物流,2.0,-4.79,7.97,0.01,244997.8
1051,002591.SZ,恒大高新,化工原料,2.0,-4.78,8.32,0.01,151333.4543
3480,603777.SH,来伊份,食品,2.0,-4.77,11.83,0.01,130871.6322
2630,600604.SH,市北高新,园区开发,2.0,-4.76,20.26,0.03,2703058.2184
2927,600978.SH,宜华生活,家居用品,2.0,-4.74,4.99,0.01,739952.132
308,000789.SZ,万年青,水泥,2.0,-4.74,12.9,0.03,791221.273
2862,600862.SH,中航高科,航空,2.0,-4.73,9.15,0.08,1274639.9329
3129,601992.SH,金隅集团,水泥,2.0,-4.73,4.16,0.01,3467009.8378
1526,300137.SZ,先河环保,环境保护,2.0,-4.72,10.63,0.02,503749.8694
3564,603955.SH,大千生态,环境保护,2.0,-4.69,17.57,0.01,125309.6142
2228,600115.SH,东方航空,空运,2.0,-4.67,5.82,0.01,5708538.6669
200,000628.SZ,高新发展,园区开发,2.0,-4.66,11.21,0.01,210725.9611
3396,603603.SH,博天环境,环境保护,2.0,-4.66,20.95,0.02,491968.8814
1660,300272.SZ,开能健康,环境保护,2.0,-4.64,8.97,0.01,239061.7807
603,002141.SZ,贤丰控股,元器件,2.0,-4.6,5.36,0.02,341221.888
3239,603183.SH,建研院,建筑施工,2.0,-4.6,18.3,0.01,134902.778
352,000852.SZ,石化机械,化工机械,2.0,-4.56,8.87,0.01,530565.871
903,002442.SZ,龙星化工,化工原料,2.0,-4.56,8.35,0.02,400426.1288
2807,600800.SH,天津磁卡,综合类,2.0,-4.56,7.02,0.01,428891.145
2676,600657.SH,信达地产,全国地产,2.0,-4.45,5.06,0.01,771275.7837
386,000905.SZ,厦门港务,港口,2.0,-4.45,7.36,0.01,390816.0
1936,300552.SZ,万集科技,软件服务,2.0,-4.45,22.0,0.08,90757.744
548,002086.SZ,ST东海洋,渔业,2.0,-4.44,4.95,0.01,235430.514
764,002303.SZ,美盈森,造纸,2.0,-4.4,5.47,0.01,837324.8092
746,002285.SZ,世联行,房产服务,2.0,-4.38,6.6,0.1,1326609.6571
2461,600387.SH,海越能源,石油贸易,2.0,-4.35,9.54,0.04,367967.34
947,002486.SZ,嘉麟杰,服饰,2.0,-4.34,4.47,0.03,366238.275
3438,603683.SH,晶华新材,化工原料,2.0,-4.34,16.3,0.04,72486.1
1044,002584.SZ,西陇科学,化工原料,2.0,-4.31,8.38,0.11,319368.7227
3315,603356.SH,华菱精工,机械基件,2.0,-4.31,14.91,0.01,134547.84
2796,600787.SH,中储股份,仓储物流,2.0,-4.26,6.36,0.02,1399073.457
2248,600137.SH,浪莎股份,服饰,2.0,-4.24,15.42,0.01,149909.5207
1275,002825.SZ,纳尔股份,化工原料,2.0,-4.23,17.28,0.01,70225.8146
3335,603393.SH,新天然气,供气供热,2.0,-4.22,35.04,0.01,335139.0148
228,000672.SZ,上峰水泥,水泥,2.0,-4.2,10.36,0.03,842895.8896
3142,603009.SH,北特科技,汽车配件,2.0,-4.19,7.47,0.04,239536.8409
2138,600007.SH,中国国贸,园区开发,2.0,-4.19,14.53,0.01,1463581.5219
984,002523.SZ,天桥起重,工程机械,2.0,-4.17,3.88,0.04,523882.1415
1223,002769.SZ,普路通,仓储物流,2.0,-4.15,12.38,0.02,287178.0937
2209,600095.SH,哈高科,区域地产,2.0,-4.14,4.94,0.02,178464.2011
2358,600266.SH,北京城建,区域地产,2.0,-4.13,10.05,0.02,1574875.2
951,002490.SZ,山东墨龙,化工机械,2.0,-4.12,5.13,0.02,148141.062
2600,600572.SH,康恩贝,中成药,1.0,-4.11,9.9,0.01,2633972.5635
2219,600106.SH,重庆路桥,路桥,2.0,-4.08,3.64,0.01,399805.8865
1553,300164.SZ,通源石油,石油开采,2.0,-4.07,7.41,0.01,235079.9003
3237,603180.SH,金牌厨柜,家居用品,2.0,-4.06,73.2,0.03,134808.5677
500,002038.SZ,双鹭药业,生物制药,2.0,-4.05,28.0,0.01,1587493.6224
2076,300697.SZ,电工合金,铜,2.0,-4.03,13.39,0.02,69628.0
611,002149.SZ,西部材料,小金属,2.0,-3.99,8.7,0.06,370045.1684
3145,603012.SH,创力集团,专用机械,2.0,-3.99,8.84,0.03,562719.04
3581,603987.SH,康德莱,医疗保健,2.0,-3.98,7.63,0.01,203034.3229
2852,600851.SH,海欣股份,纺织,2.0,-3.97,8.37,0.02,617878.5141
2,000004.SZ,国农科技,生物制药,2.0,-3.97,19.6,0.03,162705.8406
1166,002707.SZ,众信旅游,旅游服务,2.0,-3.95,7.59,0.01,401170.6257
338,000826.SZ,启迪桑德,环境保护,2.0,-3.94,12.87,0.02,1528507.505
111,000516.SZ,国际医学,百货,2.0,-3.93,6.14,0.01,1186649.0433
116,000521.SZ,长虹美菱,家用电器,2.0,-3.92,4.05,0.01,325028.8997
728,002267.SZ,陕天然气,供气供热,2.0,-3.91,8.34,0.01,927470.9211
2254,600146.SH,商赢环球,服饰,2.0,-3.87,8.89,0.03,177800.0
1961,300579.SZ,数字认证,软件服务,2.0,-3.87,41.64,0.05,199979.9184
1895,300509.SZ,新美星,专用机械,2.0,-3.87,13.55,0.02,67709.35
1898,300512.SZ,中亚股份,专用机械,2.0,-3.85,16.0,0.01,124519.8736
2424,600343.SH,航天动力,航空,2.0,-3.82,11.01,0.01,702665.1891
468,002006.SZ,精功科技,专用机械,2.0,-3.81,6.59,0.02,299950.44
3003,601200.SH,上海环境,环境保护,2.0,-3.79,15.8,0.01,1062283.4477
991,002531.SZ,天顺风能,电气设备,2.0,-3.79,6.09,0.02,1077310.9899
2977,601107.SH,四川成渝,路桥,2.0,-3.78,4.03,0.01,871584.22
2970,601086.SH,国芳集团,百货,2.0,-3.72,6.41,0.01,106406.0
1375,002933.SZ,新兴装备,航空,2.0,-3.72,54.79,0.01,160808.65
3279,603297.SH,永新光学,电器仪表,2.0,-3.71,57.32,0.03,120372.0
1859,300473.SZ,德尔股份,汽车配件,2.0,-3.71,38.7,0.02,391791.5902
2648,600623.SH,华谊集团,汽车配件,2.0,-3.66,9.2,0.01,1724384.44
868,002407.SZ,多氟多,化工原料,2.0,-3.65,16.38,0.02,890319.208
1194,002737.SZ,葵花药业,中成药,2.0,-3.61,17.24,0.01,890926.5581
3271,603268.SH,松发股份,陶瓷,2.0,-3.61,20.55,0.01,255166.884
1049,002589.SZ,瑞康医药,医药商业,2.0,-3.59,8.49,0.01,920877.4437
953,002492.SZ,恒基达鑫,仓储物流,2.0,-3.55,6.71,0.04,267146.3989
68,000159.SZ,国际实业,石油贸易,2.0,-3.54,5.46,0.03,262454.5522
2408,600323.SH,瀚蓝环境,水务,2.0,-3.53,16.8,0.04,1287323.5502
2670,600650.SH,锦江投资,公共交通,2.0,-3.52,12.19,0.03,476092.7314
864,002403.SZ,爱仕达,家用电器,2.0,-3.51,9.84,0.01,288341.889
661,002199.SZ,东晶电子,元器件,2.0,-3.51,12.3,0.03,278147.7523
904,002443.SZ,金洲管道,钢加工,2.0,-3.48,7.33,0.03,371980.6337
2980,601113.SH,华鼎股份,化纤,2.0,-3.47,9.65,0.1,803893.25
2783,600773.SH,西藏城投,区域地产,2.0,-3.45,7.72,0.03,575992.8238
2492,600429.SH,三元股份,乳制品,2.0,-3.44,5.78,0.01,511530.0
2369,600279.SH,重庆港九,港口,0.0,-3.43,4.6,0.04,318760.9431
624,002162.SZ,悦心健康,医疗保健,2.0,-3.41,3.86,0.01,329266.4905
544,002082.SZ,万邦德,铝,2.0,-3.41,9.4,0.02,223720.0
2745,600732.SH,ST新梅,区域地产,2.0,-3.4,5.8,0.01,258902.1864
2108,300732.SZ,设研院,建筑施工,2.0,-3.39,38.43,0.02,324066.1477
1319,002872.SZ,天圣制药,化学制药,2.0,-3.39,11.08,0.04,238262.4009
408,000931.SZ,中关村,生物制药,2.0,-3.38,9.78,0.06,686644.5569
2842,600838.SH,上海九百,百货,2.0,-3.32,7.58,0.01,303868.5416
1592,300204.SZ,舒泰神,生物制药,2.0,-3.29,13.96,0.05,651513.6425
1515,300126.SZ,锐奇股份,轻工机械,2.0,-3.24,6.61,0.08,139258.5077
1379,002938.SZ,鹏鼎控股,元器件,2.0,-3.2,27.52,0.02,636105.7617
2245,600133.SH,东湖高新,园区开发,2.0,-3.19,7.75,0.01,462568.0159
3280,603298.SH,杭叉集团,专用机械,2.0,-3.18,14.56,0.04,248372.6904
2565,600530.SH,交大昂立,医疗保健,2.0,-3.04,6.02,0.1,469560.0
2521,600480.SH,凌云股份,汽车配件,2.0,-3.04,10.2,0.01,459952.8493
1905,300519.SZ,新光药业,中成药,2.0,-3.03,16.25,0.03,160550.0
1046,002586.SZ,围海股份,建筑施工,2.0,-3.01,5.73,0.03,397460.2536
3028,601339.SH,百隆东方,纺织,2.0,-2.95,5.56,0.04,834000.0
2296,600193.SH,*ST创兴,装修装饰,2.0,-2.91,4.11,0.01,174828.303
2780,600769.SH,祥龙电业,建筑施工,2.0,-2.86,5.07,0.01,190113.4404
1335,002889.SZ,东方嘉盛,仓储物流,2.0,-2.85,27.8,0.02,103421.3626
3333,603388.SH,元成股份,建筑施工,2.0,-2.81,12.22,0.01,102159.2
2074,300695.SZ,兆丰股份,汽车配件,2.0,-2.8,65.55,0.01,109322.3235
1887,300501.SZ,海顺新材,广告包装,2.0,-2.8,22.15,0.04,120076.4369
2818,600812.SH,华北制药,化学制药,2.0,-2.73,4.87,0.01,794201.903
2311,600211.SH,西藏药业,中成药,2.0,-2.71,34.18,0.04,497623.202
3421,603656.SH,泰禾光电,专用机械,2.0,-2.7,19.53,0.03,123685.693
495,002033.SZ,丽江旅游,旅游景点,2.0,-2.68,6.87,0.02,377492.8843
3482,603779.SH,威龙股份,红黄药酒,2.0,-2.66,14.7,0.03,136130.4525
1140,002680.SZ,*ST长生,生物制药,0.0,-2.65,1.51,0.02,87703.341
1097,002637.SZ,赞宇科技,日用化工,2.0,-2.63,8.91,0.06,230330.7973
2160,600033.SH,福建高速,路桥,2.0,-2.62,3.49,0.01,957795.6
330,000816.SZ,*ST慧业,农用机械,2.0,-2.61,2.29,0.01,306007.5411
3139,603006.SH,联明股份,汽车配件,2.0,-2.59,15.02,0.04,150137.1954
2667,600647.SH,同达创业,综合类,2.0,-2.58,14.79,0.01,205793.3105
2917,600965.SH,福成股份,农业综合,2.0,-2.54,11.35,0.03,929225.5839
3179,603059.SH,倍加洁,家居用品,2.0,-2.54,36.56,0.01,73120.0
3079,601788.SH,光大证券,证券,2.0,-2.52,14.38,0.01,5617832.9305
3372,603558.SH,健盛集团,纺织,2.0,-2.51,11.0,0.01,341270.2612
1346,002901.SZ,大博医疗,医疗保健,2.0,-2.46,35.15,0.01,140938.143
1021,002561.SZ,徐家汇,百货,2.0,-2.36,9.64,0.03,382581.235
958,002497.SZ,雅化集团,化工原料,2.0,-2.28,8.61,0.04,701584.7936
965,002504.SZ,弘高创意,装修装饰,2.0,-2.27,5.32,0.1,220540.0526
2641,600616.SH,金枫酒业,红黄药酒,2.0,-2.25,5.86,0.01,301566.8465
184,000608.SZ,阳光股份,区域地产,2.0,-2.13,6.34,0.04,475374.3786
789,002328.SZ,新朋股份,汽车配件,2.0,-2.09,7.88,0.02,256181.3295
3424,603659.SH,璞泰来,化工原料,2.0,-2.09,55.3,0.02,1067948.9935
2037,300658.SZ,延江股份,纺织,2.0,-2.02,14.5,0.05,60900.0
873,002412.SZ,汉森制药,中成药,2.0,-2.02,17.16,0.06,493907.7
558,002096.SZ,南岭民爆,化工原料,2.0,-1.92,7.17,0.01,265900.884
2364,600273.SH,嘉化能源,化工原料,2.0,-1.89,10.69,0.07,1511280.1825
2400,600315.SH,上海家化,日用化工,2.0,-1.88,32.5,0.02,2181557.4983
1904,300518.SZ,盛讯达,软件服务,2.0,-1.88,29.21,0.04,136665.4258
992,002532.SZ,新界泵业,农用机械,2.0,-1.84,6.06,0.01,228991.3192
2284,600180.SH,瑞茂通,仓储物流,2.0,-1.82,10.78,0.07,1095762.7062
2508,600461.SH,洪城水业,水务,2.0,-1.66,6.11,0.01,362934.0
2657,600636.SH,三爱富,化工原料,2.0,-1.66,15.36,0.06,686495.0554
2353,600259.SH,广晟有色,小金属,2.0,-1.53,31.7,0.01,830928.7878
1472,300083.SZ,劲胜智能,元器件,2.0,-1.5,4.45,0.03,555720.6106
411,000935.SZ,四川双马,水泥,2.0,-1.5,19.96,0.01,1523826.9047
