,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_MINUS_COMBO,COL_LASTPRICE
35,300250.SZ,300250,初灵信息,软件服务,3.86,3.0,16.61
36,002855.SZ,002855,捷荣技术,塑料,3.77,3.0,10.61
37,600630.SH,600630,龙头股份,纺织,3.75,3.0,9.64
38,002398.SZ,002398,建研集团,其他建材,3.6,3.0,6.03
39,300443.SZ,300443,金雷股份,专用机械,3.57,5.0,17.8
40,600663.SH,600663,陆家嘴,园区开发,3.54,3.0,17.35
41,600735.SH,600735,新华锦,商贸代理,3.54,3.0,7.4
42,600530.SH,600530,交大昂立,医疗保健,3.51,4.0,6.22
43,000009.SZ,000009,中国宝安,综合类,3.49,4.0,6.76
44,600476.SH,600476,湘邮科技,软件服务,3.49,3.0,15.91
45,000652.SZ,000652,泰达股份,批发业,3.45,3.0,4.8
46,603444.SH,603444,吉比特,互联网,3.42,3.0,198.09
47,601929.SH,601929,吉视传媒,影视音像,3.41,4.0,2.87
48,600037.SH,600037,歌华有线,影视音像,3.38,3.0,11.89
49,000301.SZ,000301,东方盛虹,综合类,3.32,3.0,5.91
50,600158.SH,600158,中体产业,文教休闲,3.29,3.0,12.35
51,600880.SH,600880,博瑞传播,广告包装,3.28,3.0,4.42
52,000678.SZ,000678,襄阳轴承,机械基件,3.27,5.0,8.79
53,002331.SZ,002331,皖通科技,软件服务,3.21,3.0,11.73
54,000506.SZ,000506,中润资源,区域地产,3.17,4.0,3.54
55,000720.SZ,000720,*ST新能,火力发电,3.14,4.0,5.36
56,600285.SH,600285,羚锐制药,中成药,3.12,3.0,8.74
57,000961.SZ,000961,中南建设,建筑施工,3.09,3.0,8.92
58,000526.SZ,000526,紫光学大,文教休闲,3.05,3.0,25.11
59,000796.SZ,000796,凯撒旅游,旅游服务,3.03,3.0,8.26
60,600719.SH,600719,大连热电,供气供热,2.97,3.0,5.35
61,000155.SZ,000155,川能动力,农药化肥,2.97,4.0,4.71
62,002158.SZ,002158,汉钟精机,工程机械,2.91,3.0,10.8
63,300593.SZ,300593,新雷能,电气设备,2.9,4.0,19.59
64,002060.SZ,002060,粤水电,建筑施工,2.82,3.0,3.45
65,603516.SH,603516,淳中科技,通信设备,2.79,3.0,28.28
66,002494.SZ,002494,华斯股份,服饰,2.78,3.0,6.43
67,000915.SZ,000915,山大华特,化学制药,2.76,3.0,22.7
68,000528.SZ,000528,柳工,工程机械,2.71,5.0,7.55
69,600864.SH,600864,哈投股份,证券,2.68,3.0,7.28
70,300352.SZ,300352,北信源,软件服务,2.66,4.0,5.81
71,300131.SZ,300131,英唐智控,元器件,2.64,3.0,6.38
72,603881.SH,603881,数据港,电信运营,2.63,3.0,40.9
73,603203.SH,603203,快克股份,专用机械,2.63,6.0,24.84
74,000899.SZ,000899,赣能股份,火力发电,2.63,5.0,5.66
75,002708.SZ,002708,光洋股份,汽车配件,2.62,3.0,9.76
76,600794.SH,600794,保税科技,仓储物流,2.6,3.0,3.47
77,300167.SZ,300167,迪威迅,通信设备,2.51,3.0,6.04
78,300691.SZ,300691,联合光电,元器件,2.49,3.0,32.41
79,002229.SZ,002229,鸿博股份,广告包装,2.48,4.0,8.46
80,600340.SH,600340,华夏幸福,区域地产,2.47,7.0,29.95
81,002388.SZ,002388,新亚制程,元器件,2.45,3.0,5.92
82,002865.SZ,002865,钧达股份,汽车配件,2.45,3.0,20.8
83,600683.SH,600683,京投发展,区域地产,2.45,3.0,5.46
84,603636.SH,603636,南威软件,软件服务,2.42,3.0,14.09
85,601366.SH,601366,利群股份,百货,2.41,3.0,7.48
86,300212.SZ,300212,易华录,软件服务,2.41,7.0,27.5
87,600871.SH,600871,*ST油服,石油开采,2.4,3.0,2.4
88,600754.SH,600754,锦江股份,酒店餐饮,2.37,3.0,27.05
89,002596.SZ,002596,海南瑞泽,其他建材,2.37,3.0,10.15
90,000600.SZ,000600,建投能源,火力发电,2.37,3.0,7.69
91,600673.SH,600673,东阳光科,铝,2.36,3.0,9.3
92,600116.SH,600116,三峡水利,水力发电,2.36,4.0,9.3
93,601186.SH,601186,中国铁建,建筑施工,2.31,5.0,11.21
94,300523.SZ,300523,辰安科技,软件服务,2.31,3.0,51.8
95,002244.SZ,002244,滨江集团,区域地产,2.3,6.0,4.54
96,000918.SZ,000918,嘉凯城,全国地产,2.26,3.0,7.6
97,002272.SZ,002272,川润股份,机械基件,2.21,4.0,5.27
98,000416.SZ,000416,民生控股,多元金融,2.2,4.0,5.11
99,600529.SH,600529,山东药玻,医疗保健,2.19,3.0,24.48
100,000851.SZ,000851,高鸿股份,软件服务,2.19,3.0,6.65
101,300180.SZ,300180,华峰超纤,化纤,2.18,3.0,14.09
102,600006.SH,600006,东风汽车,汽车整车,2.14,3.0,4.55
103,600250.SH,600250,南纺股份,商贸代理,2.13,3.0,9.29
104,600570.SH,600570,恒生电子,软件服务,2.09,4.0,80.99
105,002673.SZ,002673,西部证券,证券,2.09,3.0,11.22
106,601999.SH,601999,出版传媒,出版业,2.08,4.0,6.49
107,300198.SZ,300198,纳川股份,塑料,2.07,3.0,4.67
108,002833.SZ,002833,弘亚数控,专用机械,2.07,3.0,46.61
109,300226.SZ,300226,上海钢联,互联网,2.06,3.0,80.7
110,600897.SH,600897,厦门空港,机场,2.04,3.0,23.36
111,002116.SZ,002116,中国海诚,建筑施工,2.03,3.0,10.66
112,002063.SZ,002063,远光软件,软件服务,2.02,3.0,10.37
113,002619.SZ,002619,艾格拉斯,互联网,2.01,3.0,4.36
114,002771.SZ,002771,真视通,软件服务,2.01,3.0,16.43
115,600051.SH,600051,宁波联合,综合类,2.01,3.0,6.79
116,603227.SH,603227,雪峰科技,化工原料,1.95,4.0,4.74
117,000034.SZ,000034,神州数码,综合类,1.9,3.0,14.5
118,603277.SH,603277,银都股份,专用机械,1.88,3.0,10.47
119,300117.SZ,300117,嘉寓股份,装修装饰,1.83,3.0,4.55
120,300162.SZ,300162,雷曼股份,元器件,1.82,3.0,6.31
121,300482.SZ,300482,万孚生物,生物制药,1.82,3.0,33.9
122,600712.SH,600712,南宁百货,百货,1.82,4.0,4.57
123,002192.SZ,002192,融捷股份,专用机械,1.79,3.0,29.36
124,002526.SZ,002526,山东矿机,工程机械,1.79,3.0,2.92
125,300578.SZ,300578,会畅通讯,通信设备,1.73,4.0,23.34
126,600742.SH,600742,一汽富维,汽车配件,1.73,3.0,12.67
127,000581.SZ,000581,威孚高科,汽车配件,1.69,3.0,23.17
128,000428.SZ,000428,华天酒店,酒店餐饮,1.68,3.0,3.3
129,601919.SH,601919,中远海控,水运,1.66,3.0,5.03
130,603699.SH,603699,纽威股份,专用机械,1.66,4.0,12.08
131,002796.SZ,002796,世嘉科技,专用机械,1.65,3.0,47.99
132,603606.SH,603606,东方电缆,电气设备,1.61,3.0,11.34
133,601900.SH,601900,南方传媒,出版业,1.6,4.0,9.33
134,600616.SH,600616,金枫酒业,红黄药酒,1.6,3.0,6.12
135,603903.SH,603903,中持股份,环境保护,1.57,3.0,23.8
136,300387.SZ,300387,富邦股份,化工原料,1.57,3.0,7.3
137,300012.SZ,300012,华测检测,电器仪表,1.57,3.0,8.51
138,000529.SZ,000529,广弘控股,食品,1.57,3.0,6.28
139,002199.SZ,002199,东晶电子,元器件,1.56,5.0,13.61
140,600623.SH,600623,华谊集团,汽车配件,1.54,3.0,9.25
141,600452.SH,600452,涪陵电力,水力发电,1.53,3.0,22.99
142,000498.SZ,000498,山东路桥,建筑施工,1.52,4.0,6.01
143,600784.SH,600784,鲁银投资,普钢,1.52,3.0,5.92
144,300054.SZ,300054,鼎龙股份,化工原料,1.51,3.0,9.86
145,600757.SH,600757,长江传媒,出版业,1.5,4.0,7.32
146,002716.SZ,002716,金贵银业,小金属,1.5,4.0,8.1
147,300243.SZ,300243,瑞丰高材,化工原料,1.5,3.0,9.77
148,600587.SH,600587,新华医疗,医疗保健,1.49,4.0,15.12
149,002058.SZ,002058,威尔泰,电器仪表,1.48,3.0,13.69
150,000421.SZ,000421,南京公用,供气供热,1.48,3.0,5.27
151,600886.SH,600886,国投电力,水力发电,1.47,3.0,8.13
152,600650.SH,600650,锦江投资,公共交通,1.46,3.0,11.78
153,600791.SH,600791,京能置业,全国地产,1.45,3.0,4.95
154,603628.SH,603628,清源股份,电气设备,1.44,6.0,9.12
155,002540.SZ,002540,亚太科技,铝,1.41,3.0,5.58
156,300639.SZ,300639,凯普生物,医疗保健,1.41,3.0,17.38
157,600676.SH,600676,交运股份,公共交通,1.39,3.0,5.31
158,000524.SZ,000524,岭南控股,酒店餐饮,1.39,3.0,8.07
159,002395.SZ,002395,双象股份,塑料,1.39,3.0,14.48
160,600550.SH,600550,保变电气,电气设备,1.39,3.0,4.86
161,002037.SZ,002037,久联发展,化工原料,1.38,3.0,9.96
162,600444.SH,600444,国机通用,塑料,1.36,3.0,11.46
163,600303.SH,600303,曙光股份,汽车整车,1.35,3.0,4.48
164,002775.SZ,002775,文科园林,建筑施工,1.35,3.0,7.08
165,600138.SH,600138,中青旅,旅游服务,1.31,3.0,16.17
166,002088.SZ,002088,鲁阳节能,矿物制品,1.3,3.0,11.27
167,600637.SH,600637,东方明珠,影视音像,1.27,4.0,12.4
168,600626.SH,600626,申达股份,纺织,1.26,3.0,6.14
169,002221.SZ,002221,东华能源,石油贸易,1.25,3.0,10.03
170,000550.SZ,000550,江铃汽车,汽车整车,1.24,3.0,21.48
171,603028.SH,603028,赛福天,钢加工,1.23,4.0,8.58
172,601633.SH,601633,长城汽车,汽车整车,1.22,3.0,7.55
173,000735.SZ,000735,罗牛山,农业综合,1.18,3.0,12.49
174,000620.SZ,000620,新华联,全国地产,1.17,3.0,4.71
175,002658.SZ,002658,雪迪龙,环境保护,1.15,3.0,8.5
176,000778.SZ,000778,新兴铸管,钢加工,1.14,3.0,5.02
177,002401.SZ,002401,中远海科,软件服务,1.12,3.0,11.57
178,600386.SH,600386,北巴传媒,公共交通,1.11,3.0,5.1
179,600723.SH,600723,首商股份,百货,1.11,3.0,7.18
180,300285.SZ,300285,国瓷材料,陶瓷,1.11,3.0,20.59
181,601101.SH,601101,昊华能源,煤炭开采,1.1,4.0,6.75
182,300575.SZ,300575,中旗股份,农药化肥,1.09,3.0,61.94
183,600475.SH,600475,华光股份,专用机械,1.08,3.0,10.26
184,600153.SH,600153,建发股份,商贸代理,1.07,3.0,8.61
185,002652.SZ,002652,扬子新材,其他建材,1.06,3.0,4.91
186,000628.SZ,000628,高新发展,园区开发,1.05,3.0,10.98
187,002593.SZ,002593,日上集团,汽车配件,1.05,3.0,3.96
188,603665.SH,603665,康隆达,纺织,1.03,6.0,26.07
189,000027.SZ,000027,深圳能源,火力发电,1.03,3.0,6.44
190,300562.SZ,300562,乐心医疗,医疗保健,1.02,3.0,12.69
191,300047.SZ,300047,天源迪科,软件服务,1.01,4.0,16.31
192,603357.SH,603357,设计总院,建筑施工,1.0,3.0,20.77
193,002645.SZ,002645,华宏科技,专用机械,0.98,3.0,8.76
194,002679.SZ,002679,福建金森,林业,0.97,3.0,24.32
195,600770.SH,600770,综艺股份,综合类,0.97,3.0,7.14
196,002329.SZ,002329,皇氏集团,乳制品,0.95,3.0,4.25
197,000603.SZ,000603,盛达矿业,铅锌,0.94,3.0,10.75
198,000417.SZ,000417,合肥百货,百货,0.92,3.0,5.26
199,000705.SZ,000705,浙江震元,医药商业,0.92,3.0,7.69
200,603808.SH,603808,歌力思,服饰,0.9,3.0,17.37
201,000719.SZ,000719,中原传媒,出版业,0.86,4.0,8.75
202,601009.SH,601009,南京银行,银行,0.86,4.0,7.72
203,002029.SZ,002029,七匹狼,服饰,0.85,3.0,7.46
204,600865.SH,600865,百大集团,百货,0.84,3.0,6.98
205,601188.SH,601188,龙江交通,路桥,0.81,3.0,3.47
206,600500.SH,600500,中化国际,商贸代理,0.79,3.0,7.88
207,002585.SZ,002585,双星新材,塑料,0.78,3.0,6.28
208,600007.SH,600007,中国国贸,园区开发,0.74,3.0,14.51
209,002641.SZ,002641,永高股份,塑料,0.69,3.0,3.95
210,002772.SZ,002772,众兴菌业,种植业,0.67,4.0,7.79
211,300385.SZ,300385,雪浪环境,环境保护,0.67,3.0,18.23
212,600173.SH,600173,卧龙地产,全国地产,0.66,3.0,4.94
213,002616.SZ,002616,长青集团,环境保护,0.64,4.0,8.58
214,600642.SH,600642,申能股份,火力发电,0.63,3.0,5.54
215,000759.SZ,000759,中百集团,超市连锁,0.61,3.0,6.63
216,300105.SZ,300105,龙源技术,电器仪表,0.56,3.0,4.9
217,000702.SZ,000702,正虹科技,饲料,0.54,3.0,6.55
218,002536.SZ,002536,西泵股份,汽车配件,0.45,4.0,10.66
