,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
16,600496.SH,600496,精工钢构,钢加工,4.46,0.0,1.0,1.0,697826.0,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
中央汇金资产管理有限责任公司
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",3.0
17,000875.SZ,000875,吉电股份,火力发电,4.49,0.0,1.0,1.0,957246.0,"华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
平安基金-包商银行-上海国际集团资产管理有限公司
华安基金-兴业银行-海通创新证券投资有限公司
工银瑞信基金-农业银行-工银瑞信投资管理有限公司",4.0
18,300008.SZ,300008,天海防务,船舶,4.51,3.0,1.0,1.0,318016.0,,0.0
19,002277.SZ,002277,友阿股份,百货,4.56,4.0,1.0,1.0,630166.0,中央汇金资产管理有限责任公司,1.0
20,300267.SZ,300267,尔康制药,化学制药,4.57,3.0,1.0,1.0,656121.0,,0.0
21,603227.SH,603227,雪峰科技,化工原料,4.62,0.0,1.0,1.0,289828.0,,0.0
22,002094.SZ,002094,青岛金王,日用化工,4.7,0.0,1.0,1.0,310014.0,"全国社保基金四零三组合
华夏基金-浦发银行-华夏基金-中植产投-定增1号资产管理计划
蓝色经济区产业投资基金(有限合伙)
佳和美资产管理有限公司
金鹰基金-浦发银行-金鹰中植产投定增8号资产管理计划",5.0
23,000510.SZ,000510,新金路,化工原料,4.72,3.0,1.0,1.0,253859.0,"华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展
华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展5号单一资产管",2.0
24,600617.SH,600617,国新能源,供气供热,4.81,0.0,1.0,1.0,454310.0,平安资管-平安银行-平安资产创赢5号资产管理产品,1.0
25,300264.SZ,300264,佳创视讯,通信设备,4.97,4.0,1.0,1.0,158637.0,中央汇金资产管理有限责任公司,1.0
26,000589.SZ,000589,贵州轮胎,汽车配件,4.98,0.0,1.0,1.0,377651.0,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
深圳抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金",2.0
27,002068.SZ,002068,黑猫股份,化工原料,5.03,0.0,1.0,1.0,318066.0,"中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中央汇金资产管理有限责任公司
民生通惠资产-工商银行-民生通惠通汇6号资产管理产品",3.0
28,603169.SH,603169,兰石重装,专用机械,5.05,3.0,1.0,1.0,520494.0,光大兴陇信托有限责任公司,1.0
29,002266.SZ,002266,浙富控股,电气设备,5.11,0.0,1.0,1.0,830237.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-智昂6号集合资金信托计划
中央汇金资产管理有限责任公司",3.0
30,000978.SZ,000978,桂林旅游,旅游景点,5.13,3.0,1.0,1.0,181107.0,"华夏基金-中国银行-中银国际证券有限责任公司
华夏基金华益3号股票型养老金产品
华夏基金华兴2号股票型养老金产品",3.0
31,002361.SZ,002361,神剑股份,化工原料,5.2,0.0,1.0,1.0,316076.0,,0.0
32,601003.SH,601003,柳钢股份,普钢,5.24,0.0,1.0,1.0,1355720.0,"中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金",6.0
33,300048.SZ,300048,合康新能,电气设备,5.24,0.0,1.0,1.0,553507.0,,0.0
34,002366.SZ,002366,台海核电,专用机械,5.3,4.0,1.0,1.0,266905.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
华润深国投信托有限公司-睿宏1号集合资金信托计划
国家第一养老金信托公司-自有资金",4.0
35,000430.SZ,000430,张家界,旅游景点,5.41,3.0,1.0,1.0,176817.0,诺德基金-兴业银行-上海建工集团投资有限公司,1.0
36,000559.SZ,000559,万向钱潮,汽车配件,5.61,0.0,1.0,1.0,1660150.0,"国机资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
37,000570.SZ,000570,苏常柴A,机械基件,5.7,0.0,1.0,1.0,223788.0,中信银行股份有限公司-建信中证500指数增强型证券投资基金,1.0
38,600676.SH,600676,交运股份,公共交通,5.73,2.0,1.0,1.0,580070.0,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.0
39,002378.SZ,002378,章源钨业,小金属,5.77,0.0,1.0,1.0,498551.0,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金",2.0
40,000488.SZ,000488,晨鸣纸业,造纸,5.78,0.0,1.0,1.0,972392.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
41,600165.SH,600165,新日恒力,钢加工,5.95,0.0,1.0,1.0,428737.0,"国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划",3.0
42,000012.SZ,000012,南玻A,玻璃,5.96,0.0,1.0,1.0,1197720.0,中央汇金资产管理有限责任公司,1.0
43,002360.SZ,002360,同德化工,化工原料,5.97,0.0,1.0,1.0,172313.0,,0.0
44,000498.SZ,000498,山东路桥,建筑工程,5.99,3.0,1.0,1.0,654133.0,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
苏州东方诚泰资产管理有限公司
中国银行-海富通收益增长证券投资基金
香港中央结算有限公司(陆股通)
北京和金汇银股权投资基金管理有限公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)",6.0
45,002092.SZ,002092,中泰化学,化工原料,6.06,3.0,1.0,1.0,1264200.0,"挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中央汇金资产管理有限责任公司",4.0
46,002064.SZ,002064,华峰氨纶,化纤,6.16,0.0,1.0,1.0,1007030.0,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",5.0
47,600526.SH,600526,菲达环保,环境保护,6.24,0.0,1.0,1.0,341580.0,,0.0
48,000690.SZ,000690,宝新能源,火力发电,6.34,0.0,1.0,1.0,1290070.0,"广发基金-农业银行-广发中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划",9.0
49,600250.SH,600250,南纺股份,商贸代理,6.41,0.0,1.0,1.0,160131.0,中国证券投资者保护基金有限责任公司,1.0
50,002531.SZ,002531,天顺风能,电气设备,6.78,0.0,1.0,1.0,1227690.0,"香港中央结算有限公司(陆股通)
全国社保基金一零四组合
鹏华资产-浦发银行-华宝信托-华宝-银河6号集合资金信托
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金",4.0
51,300591.SZ,300591,万里马,服饰,6.93,3.0,1.0,1.0,139659.0,,0.0
52,300040.SZ,300040,九洲集团,电气设备,7.14,0.0,1.0,1.0,176916.0,中央汇金资产管理有限责任公司,1.0
53,601369.SH,601369,陕鼓动力,机械基件,7.27,0.0,1.0,1.0,1193020.0,中央汇金资产管理有限责任公司,1.0
54,000601.SZ,000601,韶能股份,水力发电,7.36,1.0,1.0,1.0,772080.0,"深圳日昇创沅资产管理有限公司
全国社保基金一一六组合
中国对外经济贸易信托有限公司-外贸信托·华资1号单一资金信托",3.0
55,002570.SZ,002570,贝因美,乳制品,7.38,4.0,1.0,1.0,813882.0,"香港中央结算有限公司(陆股通)
长城(德阳)长弘投资基金合伙企业(有限合伙)",2.0
56,000759.SZ,000759,中百集团,超市连锁,7.4,2.0,1.0,1.0,487984.0,长江证券-工商银行-长江证券超越理财宝6号集合资产管理计划,1.0
57,600879.SH,600879,航天电子,航空,7.65,0.0,1.0,1.0,2017700.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",3.0
58,600620.SH,600620,天宸股份,综合类,7.74,0.0,1.0,1.0,552775.0,,0.0
59,603299.SH,603299,苏盐井神,化工原料,7.78,0.0,1.0,1.0,444755.0,,0.0
60,300528.SZ,300528,幸福蓝海,影视音像,7.91,4.0,1.0,1.0,169360.0,"全国社会保障基金理事会转持二户
江苏紫金文化产业发展基金(有限合伙)
易方达基金-工商银行-易方达基金臻选2号资产管理计划",3.0
61,600706.SH,600706,曲江文旅,旅游服务,7.92,3.0,1.0,1.0,166523.0,,0.0
62,300120.SZ,300120,经纬辉开,元器件,7.95,0.0,1.0,1.0,207321.0,"广发基金-农业银行-广发中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划",11.0
63,300385.SZ,300385,雪浪环境,环境保护,8.04,0.0,1.0,1.0,181151.0,中央汇金资产管理有限责任公司,1.0
64,300345.SZ,300345,华民股份,钢加工,8.55,4.0,1.0,1.0,388781.0,珠海回声资产管理有限公司-回声1号私募基金,1.0
65,002137.SZ,002137,麦达数字,通信设备,8.56,4.0,1.0,1.0,325441.0,国联证券-南京银行-国联汇金42号集合资产管理计划,1.0
66,603099.SH,603099,长白山,旅游景点,8.65,3.0,1.0,1.0,226403.0,中国华融资产管理股份有限公司,1.0
67,300092.SZ,300092,科新机电,专用机械,8.76,3.0,1.0,1.0,146814.0,中央汇金资产管理有限责任公司,1.0
68,603603.SH,603603,博天环境,环境保护,8.88,0.0,1.0,1.0,232628.0,"香港中央结算有限公司(陆股通)
上海复星创富股权投资基金合伙企业(有限合伙)
国投创新(北京)投资基金有限公司",3.0
69,600435.SH,600435,北方导航,专用机械,8.93,0.0,1.0,1.0,1350810.0,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中兵投资-广发证券-17中兵EB担保及信托财产专户
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金",6.0
70,603959.SH,603959,百利科技,建筑工程,9.01,4.0,1.0,1.0,408746.0,"交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
国通信托有限责任公司-国通信托·百华1号证券投资单一资金信托
中国工商银行-浦银安盛价值成长混合型证券投资基金
陕西金资基金管理有限公司-陕西铜川金锂产业发展基金(有限合伙)
吉林雨田股权投资基金合伙企业(有限合伙)",5.0
71,002561.SZ,002561,徐家汇,百货,9.15,4.0,1.0,1.0,358229.0,中央汇金资产管理有限责任公司,1.0
72,600054.SH,600054,黄山旅游,旅游景点,9.17,3.0,1.0,1.0,461457.0,上海混沌道然资产管理有限公司-混沌价值二号基金,1.0
73,000610.SZ,000610,西安旅游,旅游服务,9.24,3.0,1.0,1.0,211746.0,,0.0
74,600596.SH,600596,新安股份,化工原料,9.35,0.0,1.0,1.0,654374.0,"上海迎水投资管理有限公司-迎水钱塘2号私募证券投资基金
上海迎水投资管理有限公司-迎水钱塘1号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
75,601901.SH,601901,方正证券,证券,9.35,0.0,1.0,1.0,7762870.0,"香港中央结算有限公司(陆股通)
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划",7.0
76,300490.SZ,300490,华自科技,电气设备,9.48,4.0,1.0,1.0,217026.0,,0.0
77,300081.SZ,300081,恒信东方,文教休闲,9.48,4.0,1.0,1.0,342098.0,金鹰基金-工商银行-万向信托-万向信托-星辰50号事务管理类单一资金信托,1.0
78,002730.SZ,002730,电光科技,电气设备,9.62,0.0,1.0,1.0,281070.0,,0.0
79,600551.SH,600551,时代出版,出版业,9.65,4.0,1.0,1.0,526564.0,中央汇金资产管理有限责任公司,1.0
80,600749.SH,600749,西藏旅游,旅游景点,9.81,3.0,1.0,1.0,223788.0,,0.0
81,002423.SZ,002423,中粮资本,多元金融,10.04,3.0,1.0,1.0,503490.0,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
南方工业资产管理有限责任公司
中央汇金资产管理有限责任公司",3.0
82,603398.SH,603398,邦宝益智,文教休闲,10.27,0.0,1.0,1.0,305571.0,,0.0
83,603177.SH,603177,德创环保,环境保护,10.41,0.0,1.0,1.0,199778.0,宁波幻方量化投资管理合伙企业(有限合伙)-宁波幻方大盘精选私募证券投资基金,1.0
84,000830.SZ,000830,鲁西化工,农药化肥,10.51,0.0,1.0,1.0,1674940.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
85,603003.SH,603003,龙宇燃油,石油贸易,10.61,4.0,1.0,1.0,449438.0,"九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司",2.0
86,601038.SH,601038,一拖股份,农用机械,10.71,4.0,1.0,1.0,614103.0,香港中央结算有限公司(陆股通),1.0
87,600501.SH,600501,航天晨光,汽车配件,10.85,0.0,1.0,1.0,453301.0,"天治基金-工商银行-华融信托-华融·海西晟乾7号权益投资集合资金信托计划
申万菱信基金-工商银行-华融信托-正弘2号权益投资集合资金信托计划
航天科工资产管理有限公司",3.0
88,603421.SH,603421,鼎信通讯,通信设备,11.45,3.0,1.0,1.0,725442.0,"中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-信达澳银领先增长混合型证券投资基金",3.0
89,603701.SH,603701,德宏股份,汽车配件,11.48,0.0,1.0,1.0,283839.0,,0.0
90,002159.SZ,002159,三特索道,旅游服务,11.63,3.0,1.0,1.0,157379.0,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
中国工商银行-国联安德盛小盘精选证券投资基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金",3.0
91,600184.SH,600184,光电股份,专用机械,11.64,0.0,1.0,1.0,590163.0,"中兵投资-广发证券-17中兵EB担保及信托财产专户
汇添富基金-宁波银行-汇添富-光电制导1号资产管理计划
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金",3.0
92,600176.SH,600176,中国巨石,玻璃,11.99,0.0,1.0,1.0,4146730.0,"全国社保基金一零一组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行-华夏大盘精选证券投资基金
全国社保基金一零六组合
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金",6.0
93,002461.SZ,002461,珠江啤酒,啤酒,12.0,0.0,1.0,1.0,2815350.0,"中国建设银行股份有限公司-交银施罗德消费新驱动股票型证券投资基金
广发基金-工商银行-瑞元资本管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-交银施罗德品质升级混合型证券投资基金",5.0
94,600051.SH,600051,宁波联合,综合类,12.31,4.0,1.0,1.0,373056.0,,0.0
95,002655.SZ,002655,共达电声,元器件,13.05,1.0,1.0,1.0,423000.0,"中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",5.0
96,002835.SZ,002835,同为股份,元器件,13.08,4.0,1.0,1.0,155951.0,浙江桥睿资产管理有限公司-桥睿331私募投资基金,1.0
97,600605.SH,600605,汇通能源,房产服务,13.9,0.0,1.0,1.0,197147.0,,0.0
98,600732.SH,600732,爱旭股份,电气设备,14.17,0.0,1.0,1.0,,,
99,603477.SH,603477,振静股份,纺织,14.27,3.0,1.0,1.0,161851.0,,0.0
100,600771.SH,600771,广誉远,中成药,14.35,3.0,1.0,1.0,717828.0,"华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托
全国社保基金一零四组合
招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划",5.0
101,002254.SZ,002254,泰和新材,化纤,14.4,4.0,1.0,1.0,870428.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海方圆达创投资合伙企业(有限合伙)-方圆-东方38号私募投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",4.0
102,600352.SH,600352,浙江龙盛,染料涂料,14.7,0.0,1.0,1.0,4977600.0,"大成睿享混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
国泰君安君得明混合型集合资产管理计划
国泰君安君得鑫股票集合资产管理计划",5.0
103,002253.SZ,002253,川大智胜,软件服务,15.32,3.0,1.0,1.0,309814.0,中央汇金资产管理有限责任公司,1.0
104,600198.SH,600198,大唐电信,通信设备,15.32,3.0,1.0,1.0,1286340.0,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",2.0
105,601990.SH,601990,南京证券,证券,16.74,4.0,1.0,1.0,3355290.0,中国东方资产管理股份有限公司,1.0
106,000789.SZ,000789,万年青,水泥,17.26,0.0,1.0,1.0,1352310.0,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)",3.0
107,603385.SH,603385,惠达卫浴,家居用品,17.3,0.0,1.0,1.0,688555.0,"中国银行股份有限公司-华夏科技成长股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中国银行股份有限公司-嘉实新收益灵活配置混合型证券投资基金
中国银行股份有限公司-华夏经济转型股票型证券投资基金",4.0
108,300717.SZ,300717,华信新材,塑料,17.61,0.0,1.0,1.0,71818.2,,0.0
109,000910.SZ,000910,大亚圣象,家居用品,17.79,0.0,1.0,1.0,1023720.0,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
全国社保基金一一三组合
基本养老保险基金八零二组合",6.0
110,600372.SH,600372,中航电子,航空,18.05,0.0,1.0,1.0,3079170.0,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",5.0
111,603606.SH,603606,东方电缆,电气设备,18.19,4.0,1.0,1.0,1168440.0,"金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托",2.0
112,603665.SH,603665,康隆达,纺织,18.56,4.0,1.0,1.0,272764.0,华宝信托有限责任公司-辉煌1047号单一资金信托,1.0
113,300718.SZ,300718,长盛轴承,机械基件,19.63,0.0,1.0,1.0,94743.0,,0.0
114,688165.SH,688165,埃夫特-U,专用机械,20.1,3.0,1.0,1.0,251178.0,,0.0
115,002915.SZ,002915,中欣氟材,化工原料,20.19,4.0,1.0,1.0,104290.0,,0.0
116,300735.SZ,300735,光弘科技,通信设备,20.25,4.0,1.0,1.0,470142.0,"深圳市中通汇银资产管理有限公司-深圳市汇银富成九号投资合伙企业(有限合伙)
全国社保基金四一二组合
中国邮政储蓄银行股份有限公司-天弘互联网灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国国家安全主题混合型证券投资基金",4.0
117,603727.SH,603727,博迈科,石油开采,20.36,0.0,1.0,1.0,469227.0,"平安银行股份有限公司-广发沪港深新起点股票型证券投资基金
中国工商银行股份有限公司-广发科技动力股票型证券投资基金",2.0
118,603906.SH,603906,龙蟠科技,化工原料,20.46,0.0,1.0,1.0,640504.0,全国社会保障基金理事会转持一户,1.0
119,600438.SH,600438,通威股份,饲料,22.0,0.0,1.0,1.0,9626240.0,"云南国际信托有限公司-云信-弘瑞28号集合资金信托计划
全国社保基金一零八组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金
北信瑞丰基金-工商银行-长城资本管理有限公司",6.0
120,002949.SZ,002949,华阳国际,建筑工程,23.08,3.0,1.0,1.0,200757.0,,0.0
121,603199.SH,603199,九华旅游,旅游景点,23.1,3.0,1.0,1.0,252350.0,"全国社保基金一零九组合
中国银行-易方达积极成长证券投资基金",2.0
122,300634.SZ,300634,彩讯股份,软件服务,23.5,4.0,1.0,1.0,521391.0,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国创业板指数分级证券投资基金",3.0
123,600862.SH,600862,中航高科,航空,24.0,0.0,1.0,1.0,3195650.0,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
北京京国发股权投资基金(有限合伙)",4.0
124,300481.SZ,300481,濮阳惠成,化工原料,24.22,0.0,1.0,1.0,651554.0,"民权中证国投创业投资基金(有限合伙)
财通基金-宁波银行-湖北鼎锋长江产业投资基金合伙企业(有限合伙)
北京芯动能投资基金(有限合伙)
全国社保基金四一三组合
中国对外经济贸易信托有限公司-淡水泉精选1期",5.0
125,688128.SH,688128,中国电研,专用机械,24.37,4.0,1.0,1.0,114795.0,,0.0
126,601966.SH,601966,玲珑轮胎,汽车配件,24.93,0.0,1.0,1.0,2914600.0,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金",3.0
127,688579.SH,688579,山大地纬,软件服务,25.36,1.0,1.0,1.0,97422.2,,0.0
128,300168.SZ,300168,万达信息,软件服务,25.37,3.0,1.0,1.0,3000830.0,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,1.0
129,002845.SZ,002845,同兴达,元器件,25.4,4.0,1.0,1.0,312887.0,中国-比利时直接股权投资基金,1.0
