,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
40,300145.SZ,300145,中金环境,专用机械,6.11,6.0,0.0,5.72,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
41,000996.SZ,000996,中国中期,汽车服务,6.11,4.0,0.0,19.0,"汽车销售, 期货概念, "
42,000680.SZ,000680,山推股份,工程机械,6.09,4.0,0.0,5.27,"一带一路, 机械, 山东国企改革, "
43,603533.SH,603533,掌阅科技,互联网,6.08,1.0,0.0,23.99,"独角兽, "
44,002201.SZ,002201,九鼎新材,玻璃,6.05,2.0,1.0,8.27,"玻纤, 壳公司, "
45,600963.SH,600963,岳阳林纸,造纸,6.01,9.0,0.0,7.62,"人民币升值受益, 央企改革, 回购, 破净股, 雄安-园林环保, 特色小镇, 定增破发, 雄安新区, 造纸, "
46,603959.SH,603959,百利科技,建筑施工,5.8,4.0,1.0,23.06,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
47,000413.SZ,000413,东旭光电,元器件,5.79,4.0,0.0,7.24,"OLED, MSCI, 新能源整车, 汽车整车, 华为产业链, 定增破发, 燃料电池, 智能制造, 新能源汽车, 石墨烯, 智慧城市, 3D玻璃, 机器人, "
48,002200.SZ,002200,云投生态,环境保护,5.66,4.0,1.0,7.98,"园林, 中科院系, PPP, 林业, "
49,000409.SZ,000409,*ST地矿,综合类,5.65,1.0,0.0,7.25,"山东国企改革, 雄安新区, 雄安-工程基建, 股权转让, 国资入股, 资产重组, ST股, "
50,300238.SZ,300238,冠昊生物,医疗保健,5.65,4.0,0.0,19.86,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
51,600856.SH,600856,中天能源,供气供热,5.59,4.0,1.0,5.08,"油气改革, 天然气, 定增破发, 互联网金融, "
52,300325.SZ,300325,德威新材,塑料,5.59,7.0,0.0,7.01,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
53,600871.SH,600871,石化油服,石油开采,5.56,1.0,0.0,3.08,"油服, 海工装备, 油气改革, 可燃冰, 央企改革, 页岩气, 天然气, 复牌股, 地热, ST摘帽, "
54,300023.SZ,300023,宝德股份,专用机械,5.51,4.0,0.0,8.69,"油服, 页岩气, 工业自动化, 智能制造, 强势人气股, "
55,000650.SZ,000650,仁和药业,中成药,5.5,4.0,0.0,8.84,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
56,300194.SZ,300194,福安药业,化学制药,5.49,9.0,0.0,9.92,"医药, 化学药, 工业大麻, "
57,000637.SZ,000637,茂化实华,石油加工,5.46,4.0,0.0,6.38,"油气改革, 石油化工, 燃料电池, "
58,300176.SZ,300176,派生科技,汽车配件,5.41,6.0,0.0,26.66,"特斯拉, 供应链金融, 汽车零部件, 宁德时代概念股, 互联网金融, 举牌股, 高送转, 股权转让, "
59,601011.SH,601011,宝泰隆,焦炭加工,5.41,4.0,0.0,8.11,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
60,300766.SZ,300766,每日互动,互联网,5.41,9.0,1.0,69.56,
61,300266.SZ,300266,兴源环境,环境保护,5.35,4.0,0.0,6.68,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
62,002054.SZ,002054,德美化工,化工原料,5.28,1.0,0.0,7.95,"半导体, 国资入股, 壳公司, 创投, "
63,300138.SZ,300138,晨光生物,食品,5.27,4.0,0.0,8.75,"海底捞概念股, 回购, 独角兽, "
64,002418.SZ,002418,康盛股份,机械基件,5.22,6.0,0.0,6.78,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
65,000995.SZ,000995,*ST皇台,白酒,5.19,9.0,0.0,8.15,"教育, 白酒, 资产重组, ST股, 壳公司, "
66,603168.SH,603168,莎普爱思,化学制药,5.16,4.0,0.0,10.4,"医药, 化学药, 眼科, 股权转让, "
67,601865.SH,601865,福莱特,玻璃,5.12,1.0,0.0,13.98,"次新股, 光伏, "
68,300409.SZ,300409,道氏技术,陶瓷,5.09,4.0,0.0,19.53,"有色金属, 供应链金融, 有色-钴, 定增破发, 锂电池, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
69,300198.SZ,300198,纳川股份,塑料,5.09,6.0,0.0,4.93,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 共享经济, "
70,600438.SH,600438,通威股份,饲料,5.08,4.0,0.0,14.88,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
71,300528.SZ,300528,幸福蓝海,影视音像,5.05,4.0,0.0,10.5,"影视, "
72,002469.SZ,002469,三维工程,建筑施工,5.05,4.0,1.0,5.4,"一带一路, 国家队重仓, 环保, 污水处理, "
73,002692.SZ,002692,远程股份,电气设备,5.02,4.0,0.0,5.41,"特高压, 军工, 军民融合, "
74,002166.SZ,002166,莱茵生物,中成药,4.94,9.0,0.0,12.74,"广西, "
75,002648.SZ,002648,卫星石化,化工原料,4.94,6.0,1.0,19.99,"二胎, 业绩预增, 石油化工, "
76,600365.SH,600365,通葡股份,红黄药酒,4.92,9.0,1.0,6.38,"资产重组, "
77,603360.SH,603360,百傲化学,化工原料,4.91,6.0,1.0,30.32,"农药, 石油化工, "
78,600775.SH,600775,南京熊猫,通信设备,4.9,9.0,0.0,17.28,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
79,300292.SZ,300292,吴通控股,软件服务,4.88,9.0,0.0,6.42,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
80,300471.SZ,300471,厚普股份,专用机械,4.85,7.0,0.0,17.08,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
81,600237.SH,600237,铜峰电子,元器件,4.84,4.0,1.0,4.91,"被动元件, 新能源汽车, 壳公司, "
82,000966.SZ,000966,长源电力,火力发电,4.79,9.0,1.0,5.99,"火电, 电改, 央企改革, 创投, "
83,002665.SZ,002665,首航节能,电气设备,4.77,6.0,0.0,6.1,"回购, 储能, 定增破发, 雄安-公共服务, 雄安新区, 股权转让, 资产重组, "
84,300116.SZ,300116,坚瑞沃能,电气设备,4.76,4.0,0.0,2.3,"锂电池, 新能源汽车, 低价股, "
85,000723.SZ,000723,美锦能源,焦炭加工,4.74,9.0,1.0,18.6,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, "
86,002210.SZ,002210,飞马国际,仓储物流,4.73,9.0,0.0,7.57,"粤港澳大湾区, 高质押率, 快递物流, 国资入股, 资产重组, "
87,600141.SH,600141,兴发集团,化工原料,4.68,4.0,1.0,12.9,"烧碱, 草甘膦, 农药, 有机硅, 化肥, 磷化工, "
88,002758.SZ,002758,华通医药,医药商业,4.65,7.0,0.0,13.93,"医药商业, 医药, 中药, "
89,300189.SZ,300189,神农基因,种植业,4.62,4.0,1.0,4.19,"海南自由贸易港, 举牌股, 自贸区, 农业种植, 自由贸易港, 海南, "
90,300305.SZ,300305,裕兴股份,塑料,4.6,1.0,0.0,9.06,"OLED, 回购, "
91,300022.SZ,300022,吉峰科技,农用机械,4.6,5.0,0.0,5.8,"乡村振兴, 农机, "
92,603906.SH,603906,龙蟠科技,化工原料,4.59,6.0,0.0,12.57,"社保重仓, 石油化工, "
93,002825.SZ,002825,纳尔股份,化工原料,4.55,1.0,0.0,18.62,"业绩预增, 煤化工, "
94,603580.SH,603580,艾艾精工,化工原料,4.54,4.0,1.0,19.78,
95,600478.SH,600478,科力远,元器件,4.53,4.0,0.0,6.95,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
96,002100.SZ,002100,天康生物,饲料,4.46,4.0,0.0,11.34,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
97,300622.SZ,300622,博士眼镜,其他商业,4.46,4.0,0.0,22.77,"高送转-预期, 眼科, "
98,600120.SH,600120,浙江东方,商贸代理,4.41,1.0,0.0,18.11,"浙江国企改革, 信托, 债转股-AMC, 量子通信, 期货概念, 独角兽, 科创板概念股, 创投, "
99,300628.SZ,300628,亿联网络,通信设备,4.41,4.0,1.0,100.3,"MSCI, 云计算, "
100,001696.SZ,001696,宗申动力,摩托车,4.39,9.0,0.0,10.39,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
101,300006.SZ,300006,莱美药业,化学制药,4.38,3.0,0.0,8.15,"业绩预增, 医药, 化学药, "
102,002713.SZ,002713,东易日盛,装修装饰,4.35,1.0,0.0,19.5,"装配式建筑, 智慧物流, 智能制造, 住房租赁, 装修装饰, "
103,300508.SZ,300508,维宏股份,软件服务,4.33,4.0,0.0,33.1,"工业自动化, 智能制造, 工业互联网, "
104,600571.SH,600571,信雅达,软件服务,4.3,2.0,1.0,11.82,"互联网金融, 移动支付, 国产软件, 独角兽, "
105,603160.SH,603160,汇顶科技,元器件,4.29,8.0,0.0,133.5,"高价股, 华为产业链, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, "
106,600815.SH,600815,厦工股份,工程机械,4.28,4.0,1.0,3.83,"军工研究所, 福建自贸区, 军工, 机械, 自贸区, ST摘帽, "
107,002147.SZ,002147,ST新光,区域地产,4.21,4.0,1.0,3.56,"破净股, 债转股-AMC, 高质押率, 房地产, 共享经济, 资产重组, ST股, "
108,600777.SH,600777,新潮能源,综合类,4.2,4.0,0.0,3.08,"MSCI, 油服, 油气改革, 可燃冰, 赛马, 业绩预增, 天然气, 低价股, "
109,000982.SZ,000982,*ST中绒,纺织,4.18,9.0,0.0,2.32,"纺织服装, 低价股, ST股, 宁夏, "
110,300427.SZ,300427,红相股份,电气设备,4.13,7.0,0.0,18.6,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
111,600107.SH,600107,美尔雅,服饰,4.11,4.0,0.0,9.45,"金改, 纺织服装, 期货概念, 壳公司, "
112,300435.SZ,300435,中泰股份,机械基件,4.08,9.0,0.0,20.92,"天然气, 煤化工, 燃料电池, 资产重组, "
113,600128.SH,600128,弘业股份,商贸代理,4.02,4.0,0.0,10.23,"期货概念, 强势人气股, 创投, "
114,000070.SZ,000070,特发信息,通信设备,4.01,6.0,0.0,18.48,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, "
115,000681.SZ,000681,视觉中国,互联网,3.98,4.0,1.0,22.49,"MSCI, 阿里巴巴概念股, 旅游, 新零售, 百度概念股, 小米概念股, 大数据, 区块链, 知识产权, "
116,600207.SH,600207,安彩高科,元器件,3.98,9.0,1.0,6.39,"天然气, 光伏, 玻璃, 3D玻璃, "
117,300567.SZ,300567,精测电子,电器仪表,3.98,1.0,0.0,79.9,"OLED, 业绩预增, 工业自动化, 智能制造, 苹果产业链, "
118,002868.SZ,002868,绿康生化,农业综合,3.93,6.0,1.0,23.59,"动物保健, "
119,601198.SH,601198,东兴证券,证券,3.92,4.0,1.0,14.49,"MSCI, 券商, 债转股-AMC, "
120,600157.SH,600157,永泰能源,煤炭开采,3.9,4.0,0.0,2.43,"火电, 煤炭, 二胎, 民营医院, 页岩气, 高质押率, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, "
121,603626.SH,603626,科森科技,专用机械,3.89,4.0,1.0,10.63,"苹果产业链, 迈瑞医疗概念股, "
122,002638.SZ,002638,勤上股份,半导体,3.85,4.0,0.0,3.5,"教育, 破净股, LED, "
123,300134.SZ,300134,大富科技,通信设备,3.84,6.0,0.0,17.18,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
124,300119.SZ,300119,瑞普生物,生物制药,3.83,9.0,1.0,19.17,"动物保健, "
125,000595.SZ,000595,宝塔实业,机械基件,3.83,4.0,0.0,4.43,"军工, 高铁轨交, ST摘帽, 宁夏, "
126,300229.SZ,300229,拓尔思,软件服务,3.82,7.0,1.0,14.25,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, "
127,603368.SH,603368,柳药股份,医药商业,3.79,2.0,0.0,36.58,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
128,002115.SZ,002115,三维通信,通信设备,3.76,6.0,0.0,14.83,"5G, 业绩预增, "
129,002088.SZ,002088,鲁阳节能,矿物制品,3.76,4.0,0.0,14.34,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
130,300254.SZ,300254,仟源医药,化学制药,3.74,4.0,0.0,10.0,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
131,600303.SH,600303,曙光股份,汽车整车,3.7,4.0,0.0,5.85,"新能源整车, 振兴东北, 汽车整车, 汽车零部件, 新能源汽车, 股权转让, "
132,002865.SZ,002865,钧达股份,汽车配件,3.7,1.0,0.0,22.45,"高送转-预期, 汽车零部件, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
133,600773.SH,600773,西藏城投,区域地产,3.69,4.0,0.0,8.59,"定增破发, 房地产, 锂电池, 上海国企改革, 新能源汽车, 石墨烯, 西藏, "
134,002856.SZ,002856,美芝股份,装修装饰,3.67,4.0,1.0,26.12,"兜底式增持, 高质押率, 国资入股, 装修装饰, "
135,002548.SZ,002548,金新农,饲料,3.67,8.0,0.0,15.8,"回购, 饲料, 养猪, 股权转让, 动物保健, "
136,603519.SH,603519,立霸股份,家用电器,3.66,9.0,0.0,15.12,"白色家电, 家电, "
137,300072.SZ,300072,三聚环保,环境保护,3.66,5.0,0.0,11.96,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, "
138,002278.SZ,002278,神开股份,化工机械,3.66,1.0,0.0,8.6,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
139,002336.SZ,002336,*ST人乐,超市连锁,3.65,3.0,1.0,7.03,"跨境电商, 深圳本地股/深汕合作, "
140,000510.SZ,000510,金路集团,化工原料,3.6,4.0,0.0,6.07,"烧碱, PVC, 教育, 石墨烯, 年报季报, "
141,603113.SH,603113,金能科技,化工原料,3.59,4.0,0.0,17.99,"煤炭, 甲醇, 业绩预增, 石油化工, 炭黑, 燃料电池, "
142,300241.SZ,300241,瑞丰光电,半导体,3.59,4.0,0.0,8.02,"汽车零部件, 举牌股, LED, 虹膜识别, "
143,601028.SH,601028,玉龙股份,钢加工,3.57,4.0,0.0,6.33,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, "
144,300679.SZ,300679,电连技术,元器件,3.57,8.0,0.0,45.51,"5G, 华为产业链, 小米概念股, "
145,300404.SZ,300404,博济医药,医疗保健,3.56,8.0,0.0,19.81,"医药, 创新药, "
146,002139.SZ,002139,拓邦股份,元器件,3.56,4.0,0.0,6.92,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, "
147,002471.SZ,002471,中超控股,电气设备,3.55,5.0,0.0,4.23,"新能源汽车, 石墨烯, 充电桩, 科创板概念股, "
148,603681.SH,603681,永冠新材,化工原料,3.53,5.0,0.0,38.21,"次新股, "
149,600330.SH,600330,天通股份,元器件,3.53,1.0,0.0,8.7,"OLED, 特斯拉, 军工研究所, 业绩预增, 军工, 稀土磁材, 无线充电, 新能源汽车, 半导体, 充电桩, "
150,002549.SZ,002549,凯美特气,环境保护,3.52,4.0,0.0,8.01,"业绩预增, 碳交易, "
151,300421.SZ,300421,力星股份,机械基件,3.49,4.0,0.0,21.77,"回购, 高送转, "
152,600288.SH,600288,大恒科技,软件服务,3.49,1.0,0.0,10.48,"太赫兹, 智能制造, 无人商店, 期货概念, 机器视觉, "
153,600863.SH,600863,内蒙华电,火力发电,3.44,4.0,0.0,3.37,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
154,300228.SZ,300228,富瑞特装,化工机械,3.43,4.0,0.0,8.93,"海工装备, 新能源整车, 油气改革, 可燃冰, 页岩气, 天然气, 燃料电池, 新能源汽车, "
155,300369.SZ,300369,绿盟科技,软件服务,3.41,4.0,0.0,14.5,"社保重仓, 网络安全, 云计算, 工业互联网, 国产软件, 国产操作系统, 独角兽, "
156,600583.SH,600583,海油工程,石油开采,3.41,1.0,0.0,6.37,"MSCI, 油服, 海工装备, 油气改革, 可燃冰, 央企改革, 天然气, "
157,002892.SZ,002892,科力尔,电气设备,3.41,1.0,0.0,49.0,"高送转-预期, 白色家电, 家电, 智能制造, 机器人, "
158,603505.SH,603505,金石资源,矿物制品,3.4,4.0,0.0,20.03,"业绩预增, "
159,002191.SZ,002191,劲嘉股份,广告包装,3.39,4.0,1.0,14.88,"回购, 基因测序, 药品信息化追溯, 包装印刷, "
160,300206.SZ,300206,理邦仪器,医疗保健,3.39,9.0,0.0,9.36,"二胎, 回购, 业绩预增, 医疗器械, 体外诊断, "
161,002788.SZ,002788,鹭燕医药,医药商业,3.38,4.0,0.0,17.42,"医药商业, 医药, 中药, 医疗器械, "
162,603520.SH,603520,司太立,化学制药,3.37,1.0,0.0,31.16,"回购, 医药, 化学药, 资产重组, "
163,603110.SH,603110,东方材料,染料涂料,3.37,4.0,0.0,16.44,"回购, 石墨烯, "
164,000823.SZ,000823,超声电子,元器件,3.36,6.0,0.0,11.8,"PCB板, 小米概念股, 苹果产业链, "
165,300540.SZ,300540,深冷股份,专用机械,3.36,8.0,0.0,26.46,"天然气, "
166,600281.SH,600281,太化股份,化工原料,3.35,9.0,1.0,5.78,"山西国企改革, "
167,600523.SH,600523,贵航股份,汽车配件,3.34,8.0,0.0,16.17,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, "
168,002590.SZ,002590,万安科技,汽车配件,3.33,4.0,1.0,9.1,"特斯拉, 汽车零部件, 物联网, 无人驾驶, 新能源汽车, 共享经济, 独角兽, 充电桩, "
169,603966.SH,603966,法兰泰克,机械基件,3.33,4.0,0.0,14.11,"机械, "
170,300157.SZ,300157,恒泰艾普,石油开采,3.33,4.0,0.0,6.29,"油服, 油气改革, 可燃冰, 回购, 页岩气, 天然气, 雄安-公共服务, 雄安新区, 大数据, 地热, 创投, "
171,603589.SH,603589,口子窖,白酒,3.33,6.0,1.0,59.36,"MSCI, 白酒, "
172,300430.SZ,300430,诚益通,电器仪表,3.31,6.0,0.0,12.16,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
173,002630.SZ,002630,华西能源,专用机械,3.31,9.0,0.0,4.51,"石墨烯, 资产重组, "
174,300310.SZ,300310,宜通世纪,通信设备,3.31,6.0,0.0,7.36,"混改, 华为产业链, 物联网, 定增破发, 互联网医疗, 工业互联网, "
175,000610.SZ,000610,西安旅游,旅游服务,3.3,6.0,0.0,18.07,"旅游, 特色小镇, 强势人气股, 创投, "
176,603679.SH,603679,华体科技,电气设备,3.3,9.0,0.0,50.09,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
177,603042.SH,603042,华脉科技,通信设备,3.28,6.0,0.0,18.12,"5G, 光通信, "
178,300298.SZ,300298,三诺生物,医疗保健,3.26,1.0,0.0,13.21,"民营医院, 社保重仓, 医疗器械, 互联网医疗, 体外诊断, "
179,002828.SZ,002828,贝肯能源,石油开采,3.26,4.0,0.0,15.16,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, "
180,600741.SH,600741,华域汽车,汽车配件,3.25,4.0,1.0,24.52,"安邦系, 高股息, 白马股, MSCI, 蔚来汽车概念股, 参股券商, 汽车零部件, 无人驾驶, 上海国企改革, 工业互联网, 科创板概念股, "
181,300032.SZ,300032,金龙机电,元器件,3.24,4.0,0.0,4.07,"小米概念股, 智能制造, 共享经济, 机器人, "
182,002567.SZ,002567,唐人神,饲料,3.24,8.0,0.0,17.44,"回购, 饲料, 养猪, 股权转让, 国资入股, "
183,603186.SH,603186,华正新材,元器件,3.23,6.0,0.0,33.3,"5G, 锂电池, 新能源汽车, "
184,603158.SH,603158,腾龙股份,汽车配件,3.23,2.0,1.0,18.51,"蔚来汽车概念股, 回购, 汽车零部件, "
185,600179.SH,600179,安通控股,仓储物流,3.23,1.0,0.0,8.85,"航运, 智慧物流, 高质押率, 海南自由贸易港, 智能制造, 互联网金融, 快递物流, 自贸区, 自由贸易港, "
186,002089.SZ,002089,新海宜,通信设备,3.22,6.0,0.0,6.14,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
187,603829.SH,603829,洛凯股份,电气设备,3.22,3.0,0.0,13.79,
188,000831.SZ,000831,五矿稀土,小金属,3.22,1.0,0.0,12.35,"央企改革, 业绩预增, 稀土磁材, "
189,600166.SH,600166,福田汽车,汽车整车,3.21,9.0,0.0,3.18,"新能源整车, 汽车整车, 回购, 破净股, 重卡, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 低价股, "
190,300208.SZ,300208,青岛中程,电气设备,3.2,6.0,0.0,9.05,"有色金属, 有色-镍, 举牌股, "
191,300267.SZ,300267,尔康制药,化学制药,3.19,6.0,0.0,7.98,"高质押率, 医药, 化学药, 工业大麻, "
192,300723.SZ,300723,一品红,化学制药,3.19,4.0,1.0,47.5,"高送转-预期, 医药, 化学药, "
193,002302.SZ,002302,西部建设,水泥,3.19,4.0,1.0,15.74,"一带一路, 央企改革, 业绩预增, 新疆, 3D打印, 智能制造, 新疆国企改革, "
194,601799.SH,601799,星宇股份,汽车配件,3.18,4.0,0.0,73.97,"汽车零部件, 无人驾驶, "
195,300048.SZ,300048,合康新能,电气设备,3.17,9.0,0.0,4.04,"新能源整车, 新能源汽车, 共享经济, 充电桩, "
196,603189.SH,603189,网达软件,软件服务,3.16,1.0,0.0,14.42,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, "
