,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,circ_mv
1239,002786.SZ,银宝山新,专用机械,4.0,-9.95,10.23,390008.52
2337,600240.SH,华业资本,全国地产,5.0,-9.91,3.93,559731.6648
2610,600584.SH,长电科技,半导体,4.0,-9.91,14.7,1522794.7722
1637,300250.SZ,初灵信息,软件服务,4.0,-9.9,17.02,236568.3565
1960,300579.SZ,数字认证,软件服务,4.0,-9.85,36.24,174045.9232
1842,300457.SZ,赢合科技,专用机械,5.0,-9.74,28.42,539265.6292
124,000531.SZ,穗恒运A,火力发电,5.0,-9.66,8.22,563136.3502
2003,300624.SZ,万兴科技,软件服务,5.0,-9.62,65.8,319261.5342
823,002362.SZ,汉王科技,电脑设备,4.0,-9.36,18.85,335069.2608
1123,002663.SZ,普邦股份,建筑施工,4.0,-9.34,3.59,448696.4767
166,000586.SZ,汇源通信,通信设备,4.0,-9.32,12.85,248570.4
1652,300265.SZ,通光线缆,电气设备,4.0,-9.27,9.87,332381.7992
1516,300128.SZ,锦富技术,元器件,5.0,-9.25,5.96,635167.1425
1484,300096.SZ,易联众,软件服务,4.0,-9.18,12.71,478559.5624
1190,002733.SZ,雄韬股份,电气设备,4.0,-9.18,23.65,773918.5748
1778,300393.SZ,中来股份,塑料,4.0,-9.14,22.55,271902.6346
2253,600146.SH,商赢环球,服饰,5.0,-9.0,9.15,183000.0
2389,600303.SH,曙光股份,汽车整车,4.0,-8.92,4.78,296515.0135
1112,002652.SZ,扬子新材,其他建材,5.0,-8.92,5.26,268010.9916
2663,600643.SH,爱建集团,多元金融,5.0,-8.91,12.93,1854237.7388
2169,600053.SH,九鼎投资,多元金融,4.0,-8.9,27.67,1199607.3936
2829,600825.SH,新华传媒,出版业,4.0,-8.82,6.91,722017.5044
1468,300080.SZ,易成新能,半导体,4.0,-8.78,7.53,377995.9249
283,000750.SZ,国海证券,证券,5.0,-8.77,6.39,2693729.1635
1925,300541.SZ,先进数通,软件服务,4.0,-8.74,17.63,133396.8643
3033,601377.SH,兴业证券,证券,5.0,-8.73,8.07,5404214.0409
2224,600112.SH,天成控股,电气设备,4.0,-8.71,5.16,262749.7005
1864,300479.SZ,神思电子,软件服务,5.0,-8.7,19.82,317120.0
452,000993.SZ,闽东电力,水力发电,4.0,-8.7,6.01,224173.0
464,002002.SZ,鸿达兴业,化工原料,5.0,-8.59,4.96,1264381.5169
2792,600783.SH,鲁信创投,矿物制品,4.0,-8.57,24.42,1817725.3959
2709,600695.SH,绿庭投资,多元金融,4.0,-8.47,6.47,237104.2473
790,002329.SZ,皇氏集团,乳制品,4.0,-8.45,4.42,229234.0719
1245,002792.SZ,通宇通讯,通信设备,4.0,-8.4,34.6,244671.4676
2302,600201.SH,生物股份,生物制药,5.0,-8.37,17.46,1966415.4608
1994,300615.SZ,欣天科技,元器件,4.0,-8.37,21.7,87494.4
3262,603232.SH,格尔软件,软件服务,5.0,-8.37,33.88,173363.96
2057,300679.SZ,电连技术,元器件,4.0,-8.36,36.55,369224.7995
1710,300323.SZ,华灿光电,半导体,4.0,-8.32,9.26,650435.0084
917,002456.SZ,欧菲科技,元器件,4.0,-8.29,14.74,3932474.366
1422,300033.SZ,同花顺,软件服务,5.0,-8.27,86.22,2278814.8962
2840,600837.SH,海通证券,证券,5.0,-8.24,14.81,11984446.2776
112,000517.SZ,荣安地产,区域地产,4.0,-8.23,3.1,941080.893
1130,002670.SZ,国盛金控,证券,5.0,-8.22,15.46,970387.0156
1378,002937.SZ,兴瑞科技,元器件,4.0,-8.22,35.35,162610.0
2323,600226.SH,瀚叶股份,农药化肥,4.0,-8.22,4.07,811097.6854
122,000529.SZ,广弘控股,食品,5.0,-8.21,7.05,401768.4858
1866,300481.SZ,濮阳惠成,化工原料,5.0,-8.13,20.1,511233.651
151,000563.SZ,陕国投A,多元金融,4.0,-8.13,6.02,2386335.7333
1035,002575.SZ,群兴玩具,文教休闲,4.0,-8.11,10.1,594607.2
1837,300452.SZ,山河药辅,化学制药,4.0,-8.08,17.83,191769.5719
586,002124.SZ,天邦股份,饲料,4.0,-8.07,16.26,1721107.0619
1743,300356.SZ,光一科技,电气设备,5.0,-8.07,9.7,357709.1038
1784,300399.SZ,京天利,互联网,5.0,-8.06,14.15,189688.1971
2485,600421.SH,ST仰帆,机械基件,5.0,-8.06,8.99,175844.4
2383,600297.SH,广汇汽车,汽车服务,4.0,-8.05,5.3,4298459.9275
647,002185.SZ,华天科技,半导体,4.0,-8.05,6.07,1293176.422
2260,600155.SH,华创阳安,证券,5.0,-8.02,11.16,1259118.2874
3240,603186.SH,华正新材,元器件,3.0,-8.01,26.71,196897.474
1762,300377.SZ,赢时胜,软件服务,5.0,-7.99,16.27,834141.915
740,002279.SZ,久其软件,软件服务,5.0,-7.96,9.51,569094.3112
37,000046.SZ,泛海控股,全国地产,4.0,-7.94,6.84,3539842.4998
3041,601555.SH,东吴证券,证券,5.0,-7.92,10.26,2966166.0
502,002040.SZ,南京港,港口,4.0,-7.91,10.94,335583.1281
910,002449.SZ,国星光电,半导体,4.0,-7.91,13.29,807377.1007
2129,300757.SZ,罗博特科,专用机械,5.0,-7.88,73.6,147200.0
2944,600999.SH,招商证券,证券,5.0,-7.88,19.15,9390584.5559
1529,300141.SZ,和顺电气,电气设备,4.0,-7.87,9.67,158563.5049
884,002423.SZ,中原特钢,特种钢,4.0,-7.85,13.27,667463.1877
3502,603822.SH,嘉澳环保,环境保护,5.0,-7.84,31.75,128920.6686
2863,600864.SH,哈投股份,证券,5.0,-7.84,7.29,1150593.3503
1996,300617.SZ,安靠智电,电气设备,4.0,-7.82,25.87,94955.835
1167,002708.SZ,光洋股份,汽车配件,4.0,-7.81,10.77,400965.0634
3408,603626.SH,科森科技,专用机械,4.0,-7.8,10.59,167435.0292
672,002210.SZ,飞马国际,仓储物流,4.0,-7.77,4.53,738407.6
1133,002673.SZ,西部证券,证券,5.0,-7.72,11.67,4086647.0116
207,000636.SZ,风华高科,元器件,4.0,-7.71,15.41,1379507.9941
3097,601878.SH,浙商证券,证券,5.0,-7.71,12.83,1550516.0732
1117,002657.SZ,中科金财,软件服务,5.0,-7.7,20.38,575135.4326
312,000793.SZ,华闻传媒,出版业,4.0,-7.69,4.65,901625.1694
914,002453.SZ,华软科技,化工原料,4.0,-7.67,6.74,373881.16
849,002388.SZ,新亚制程,元器件,4.0,-7.65,6.01,240159.6
2278,600175.SH,美都能源,综合类,4.0,-7.64,3.05,747566.4402
632,002170.SZ,芭田股份,农药化肥,4.0,-7.64,4.92,322078.0909
1249,002797.SZ,第一创业,证券,5.0,-7.57,8.68,1665213.7442
2025,300647.SZ,超频三,元器件,5.0,-7.54,17.82,139586.733
698,002236.SZ,大华股份,电器仪表,4.0,-7.54,16.85,3090810.9178
423,000957.SZ,中通客车,汽车整车,5.0,-7.53,8.39,497436.9787
562,002100.SZ,天康生物,饲料,5.0,-7.53,7.46,718700.1367
3069,601688.SH,华泰证券,证券,5.0,-7.5,24.45,13309903.0284
2414,600331.SH,宏达股份,铅锌,4.0,-7.47,4.13,839216.0
3203,603106.SH,恒银金融,电脑设备,5.0,-7.45,13.88,180925.8
3004,601211.SH,国泰君安,证券,5.0,-7.45,21.81,16392647.7201
1057,002597.SZ,金禾实业,化工原料,4.0,-7.44,17.82,987317.6435
60,000100.SZ,TCL集团,家用电器,4.0,-7.43,3.91,5000021.9988
719,002258.SZ,利尔化学,农药化肥,5.0,-7.41,15.84,828340.1011
1073,002613.SZ,北玻股份,专用机械,4.0,-7.41,3.56,224134.1763
750,002289.SZ,宇顺电子,元器件,5.0,-7.39,8.18,212136.241
2934,600986.SH,科达股份,互联网,4.0,-7.36,6.09,774555.365
3293,603319.SH,湘油泵,汽车配件,4.0,-7.33,24.7,140000.3015
2157,600030.SH,中信证券,证券,5.0,-7.31,26.76,26264034.7092
3000,601198.SH,东兴证券,证券,5.0,-7.3,14.59,4023864.5986
298,000776.SZ,广发证券,证券,5.0,-7.3,18.1,10713917.5498
3189,603081.SH,大丰实业,专用机械,4.0,-7.28,18.12,140839.965
1027,002567.SZ,唐人神,饲料,5.0,-7.22,10.56,799607.5729
1051,002591.SZ,恒大高新,化工原料,4.0,-7.2,8.81,160246.1217
3491,603803.SH,瑞斯康达,通信设备,4.0,-7.18,14.07,309246.7137
3319,603363.SH,傲农生物,饲料,4.0,-7.18,14.0,257590.1216
1100,002640.SZ,跨境通,服饰,5.0,-7.17,12.97,1322783.9878
222,000666.SZ,经纬纺机,纺织机械,5.0,-7.16,14.85,435875.3675
3099,601881.SH,中国银河,证券,5.0,-7.16,12.65,1554091.5683
3503,603823.SH,百合花,染料涂料,4.0,-7.09,18.15,127672.8771
1639,300252.SZ,金信诺,电气设备,5.0,-6.98,13.98,546785.486
2655,600635.SH,大众公用,供气供热,4.0,-6.97,7.15,1729436.0476
85,000416.SZ,民生控股,多元金融,5.0,-6.9,5.77,306756.9135
3038,601515.SH,东风股份,广告包装,5.0,-6.9,11.08,1232096.0
3401,603611.SH,诺力股份,运输设备,0.0,-6.9,16.77,379553.5653
304,000783.SZ,长江证券,证券,5.0,-6.89,8.21,4539640.8753
1548,300160.SZ,秀强股份,玻璃,5.0,-6.87,4.82,285803.0679
1834,300449.SZ,汉邦高科,电脑设备,4.0,-6.86,20.7,230572.6052
1503,300115.SZ,长盈精密,元器件,4.0,-6.84,13.63,1234316.1741
2009,300630.SZ,普利制药,化学制药,0.0,-6.84,57.2,566145.5514
3107,601901.SH,方正证券,证券,5.0,-6.8,8.36,6882036.7662
1391,300002.SZ,神州泰岳,软件服务,4.0,-6.79,5.58,784859.4683
3371,603558.SH,健盛集团,纺织,5.0,-6.78,10.38,322035.0283
273,000728.SZ,国元证券,证券,5.0,-6.76,10.59,3119972.85
1114,002654.SZ,万润科技,半导体,5.0,-6.76,5.02,288725.2488
2463,600390.SH,五矿资本,多元金融,5.0,-6.74,10.85,557188.4566
2910,600958.SH,东方证券,证券,5.0,-6.71,13.58,7709855.6133
1533,300145.SZ,中金环境,专用机械,4.0,-6.7,4.23,625631.8283
2996,601177.SH,杭齿前进,机械基件,5.0,-6.7,13.71,548482.26
3296,603322.SH,超讯通信,通信设备,5.0,-6.69,38.95,176673.0557
1777,300392.SZ,腾信股份,互联网,5.0,-6.65,9.3,240482.9759
871,002410.SZ,广联达,软件服务,4.0,-6.65,28.58,2533367.5966
654,002192.SZ,融捷股份,专用机械,5.0,-6.63,31.5,746523.9936
233,000679.SZ,大连友谊,百货,4.0,-6.61,4.93,175680.8566
1082,002622.SZ,融钰集团,电气设备,4.0,-6.6,4.83,405699.2069
2716,600703.SH,三安光电,半导体,4.0,-6.6,14.57,5942265.1201
2810,600804.SH,鹏博士,电信运营,4.0,-6.59,12.26,1756070.7351
270,000725.SZ,京东方A,元器件,5.0,-6.59,4.2,14221094.2163
976,002515.SZ,金字火腿,食品,4.0,-6.59,5.43,461239.8965
656,002194.SZ,*ST凡谷,通信设备,5.0,-6.58,12.4,657650.1684
1709,300322.SZ,硕贝德,通信设备,5.0,-6.58,14.75,542082.9966
2977,601108.SH,财通证券,证券,5.0,-6.58,13.63,3280322.0765
2217,600105.SH,永鼎股份,通信设备,4.0,-6.58,5.63,697148.7237
2718,600705.SH,中航资本,多元金融,5.0,-6.58,6.17,5538392.9976
1703,300316.SZ,晶盛机电,专用机械,5.0,-6.56,15.11,1810609.1412
820,002359.SZ,北讯集团,通信设备,4.0,-6.54,12.6,892164.6896
2086,300709.SZ,精研科技,元器件,4.0,-6.52,33.28,188302.7661
2,000004.SZ,国农科技,生物制药,3.0,-6.5,19.39,160962.5638
845,002384.SZ,东山精密,通信设备,4.0,-6.49,16.76,1949211.8445
113,000518.SZ,四环生物,生物制药,5.0,-6.48,4.99,513738.3108
2648,600624.SH,复旦复华,综合类,4.0,-6.48,7.34,502578.6153
3406,603618.SH,杭电股份,电气设备,4.0,-6.46,6.92,475325.7978
3354,603507.SH,振江股份,钢加工,4.0,-6.45,26.6,213802.9796
1449,300061.SZ,康旗股份,医疗保健,4.0,-6.44,9.62,264075.3444
920,002459.SZ,天业通联,工程机械,4.0,-6.44,13.18,510046.1707
2056,300678.SZ,中科信息,软件服务,4.0,-6.43,26.65,222047.1338
2763,600751.SH,海航科技,水运,4.0,-6.42,4.38,1127056.8048
1296,002848.SZ,高斯贝尔,通信设备,4.0,-6.41,17.74,155486.3989
239,000686.SZ,东北证券,证券,5.0,-6.4,9.84,2303005.6684
2695,600681.SH,百川能源,供气供热,0.0,-6.39,13.54,470735.3919
69,000166.SZ,申万宏源,证券,5.0,-6.38,6.15,13858664.7361
14,000018.SZ,神州长城,装修装饰,4.0,-6.34,3.19,317591.5234
2066,300688.SZ,创业黑马,综合类,4.0,-6.32,50.72,185324.1089
3556,603928.SH,兴业股份,化工原料,4.0,-6.32,15.3,96040.395
2871,600872.SH,中炬高新,食品,1.0,-6.32,31.93,2543662.5604
828,002367.SZ,康力电梯,运输设备,4.0,-6.3,8.9,466578.0794
2294,600192.SH,长城电工,电气设备,5.0,-6.3,6.85,302597.38
2221,600109.SH,国金证券,证券,5.0,-6.26,10.81,3269332.4141
2148,600020.SH,中原高速,路桥,4.0,-6.26,5.78,1298980.9189
489,002027.SZ,分众传媒,影视音像,4.0,-6.23,6.81,9995636.4707
2352,600259.SH,广晟有色,小金属,4.0,-6.23,31.19,817560.5329
3211,603121.SH,华培动力,汽车配件,4.0,-6.22,36.26,163170.0
1008,002548.SZ,金新农,饲料,4.0,-6.22,9.71,303498.2021
924,002463.SZ,沪电股份,元器件,5.0,-6.21,10.74,1797559.2054
127,000534.SZ,万泽股份,区域地产,4.0,-6.21,10.43,512494.1059
2375,600287.SH,江苏舜天,商贸代理,4.0,-6.19,6.56,286538.2245
1193,002736.SZ,国信证券,证券,5.0,-6.16,13.85,11357000.0
3339,603421.SH,鼎信通讯,通信设备,5.0,-6.15,26.68,148061.6231
2668,600649.SH,城投控股,区域地产,4.0,-6.15,7.96,1926950.6087
2855,600856.SH,中天能源,供气供热,3.0,-6.14,4.85,651559.6976
2476,600406.SH,国电南瑞,软件服务,4.0,-6.14,18.76,4789813.2066
696,002234.SZ,民和股份,农业综合,5.0,-6.12,30.68,586461.2666
679,002217.SZ,合力泰,元器件,5.0,-6.1,7.61,1949164.6174
1861,300476.SZ,胜宏科技,元器件,4.0,-6.09,14.86,1128801.2803
2683,600666.SH,奥瑞德,元器件,4.0,-6.08,4.52,363252.3005
1074,002614.SZ,奥佳华,医疗保健,5.0,-6.08,18.0,599831.4276
2031,300653.SZ,正海生物,医疗保健,4.0,-6.07,56.71,245440.88
3053,601606.SH,长城军工,专用机械,4.0,-6.07,18.63,275724.0
878,002417.SZ,深南股份,多元金融,5.0,-6.07,9.42,222799.5359
1174,002716.SZ,金贵银业,小金属,5.0,-6.05,8.91,483238.6757
2845,600844.SH,丹化科技,化工原料,4.0,-6.05,4.27,351305.9807
1022,002562.SZ,兄弟科技,化学制药,5.0,-6.05,5.32,273816.2791
3032,601375.SH,中原证券,证券,5.0,-6.04,6.92,1247497.9332
2573,600540.SH,新赛股份,种植业,4.0,-6.04,4.89,230281.5001
514,002052.SZ,同洲电子,通信设备,4.0,-6.02,5.37,400576.8765
2901,600909.SH,华安证券,证券,5.0,-6.0,7.7,2080540.0
2177,600061.SH,国投资本,证券,4.0,-6.0,15.73,6565437.6196
1201,002745.SZ,木林森,半导体,4.0,-6.0,14.91,775127.3419
700,002238.SZ,天威视讯,影视音像,5.0,-6.0,10.23,631552.3236
1884,300499.SZ,高澜股份,专用机械,5.0,-5.98,16.19,130747.5679
1984,300604.SZ,长川科技,专用机械,4.0,-5.97,37.66,251147.1775
2548,600512.SH,腾达建设,建筑施工,4.0,-5.94,2.98,458145.0257
1492,300104.SZ,乐视网,互联网,4.0,-5.94,3.2,983432.1338
3453,603709.SH,中源家居,家居用品,3.0,-5.94,29.58,59160.0
347,000838.SZ,财信发展,区域地产,4.0,-5.91,4.38,276891.1915
1765,300380.SZ,安硕信息,软件服务,5.0,-5.89,24.3,299673.0043
1916,300532.SZ,今天国际,软件服务,3.0,-5.89,14.45,172858.1423
876,002415.SZ,海康威视,电器仪表,5.0,-5.88,35.15,28382586.2964
1993,300613.SZ,富瀚微,半导体,4.0,-5.86,119.22,154324.329
1754,300368.SZ,汇金股份,专用机械,4.0,-5.85,10.03,466314.0489
1878,300493.SZ,润欣科技,通信设备,4.0,-5.84,12.65,379500.0
1850,300465.SZ,高伟达,软件服务,5.0,-5.84,9.41,401513.408
1518,300130.SZ,新国都,电脑设备,5.0,-5.84,17.51,586546.8842
1758,300373.SZ,扬杰科技,半导体,4.0,-5.83,19.82,580839.9174
619,002157.SZ,正邦科技,饲料,4.0,-5.82,15.99,3467274.6221
593,002131.SZ,利欧股份,互联网,4.0,-5.82,2.28,909010.8124
2313,600215.SH,长春经开,园区开发,4.0,-5.81,8.18,380396.8958
2413,600330.SH,天通股份,元器件,4.0,-5.81,8.05,802235.4127
3052,601601.SH,中国太保,保险,5.0,-5.81,34.01,21381066.7
2645,600621.SH,华鑫股份,证券,5.0,-5.79,14.12,755773.0367
3338,603416.SH,信捷电气,电气设备,2.0,-5.78,29.33,103065.62
560,002098.SZ,浔兴股份,服饰,5.0,-5.77,10.47,374826.0
2261,600156.SH,华升股份,纺织,4.0,-5.76,5.47,219954.554
966,002505.SZ,大康农业,农业综合,4.0,-5.74,2.39,1311003.9558
961,002500.SZ,山西证券,证券,5.0,-5.73,9.21,2605255.8659
1520,300132.SZ,青松股份,化工原料,2.0,-5.72,14.45,534482.0924
1368,002926.SZ,华西证券,证券,5.0,-5.72,13.2,2347154.6116
1103,002643.SZ,万润股份,化工原料,4.0,-5.69,11.54,1029516.9352
1695,300308.SZ,中际旭创,电气设备,5.0,-5.67,59.37,1294845.3562
831,002370.SZ,亚太药业,化学制药,4.0,-5.67,12.63,514338.3746
1735,300348.SZ,长亮科技,软件服务,5.0,-5.67,29.26,646229.323
2991,601162.SH,天风证券,证券,4.0,-5.67,12.43,643874.0
2410,600327.SH,大东方,百货,5.0,-5.66,5.15,379717.8765
626,002164.SZ,宁波东力,电气设备,5.0,-5.65,4.66,205013.6277
3321,603366.SH,日出东方,家用电器,4.0,-5.65,5.06,404800.0
2880,600882.SH,广泽股份,乳制品,4.0,-5.64,8.59,346805.8267
1197,002740.SZ,爱迪尔,服饰,4.0,-5.64,7.09,116213.5286
1388,002948.SZ,青岛银行,银行,4.0,-5.63,9.11,410839.8202
2402,600318.SH,新力金融,多元金融,5.0,-5.61,9.86,477224.0
1618,300231.SZ,银信科技,软件服务,4.0,-5.61,9.01,304552.8584
1623,300236.SZ,上海新阳,半导体,4.0,-5.6,31.99,608509.1862
1380,002939.SZ,长城证券,证券,4.0,-5.59,17.44,541233.8948
1906,300521.SZ,爱司凯,专用机械,5.0,-5.59,12.06,89175.346
886,002425.SZ,凯撒文化,互联网,4.0,-5.57,7.54,606503.7528
2093,300717.SZ,华信新材,塑料,4.0,-5.57,17.06,72498.176
209,000638.SZ,万方发展,批发业,4.0,-5.57,6.52,201728.8
1534,300146.SZ,汤臣倍健,食品,0.0,-5.57,20.26,1781694.4517
3410,603629.SH,利通电子,元器件,5.0,-5.55,50.58,126450.0
958,002497.SZ,雅化集团,化工原料,4.0,-5.54,8.39,683658.1205
125,000532.SZ,华金资本,元器件,4.0,-5.54,13.21,453741.6322
3101,601886.SH,江河集团,装修装饰,5.0,-5.54,9.08,1047877.4
2439,600363.SH,联创光电,元器件,4.0,-5.54,11.22,497580.9135
3566,603959.SH,百利科技,建筑施工,0.0,-5.52,21.25,316540.0
498,002036.SZ,联创电子,元器件,4.0,-5.52,13.09,720001.9869
3263,603233.SH,大参林,医药商业,4.0,-5.5,43.68,280212.3411
3090,601858.SH,中国科传,出版业,4.0,-5.49,11.27,214693.5
2440,600365.SH,通葡股份,红黄药酒,5.0,-5.48,4.74,189600.0
2516,600476.SH,湘邮科技,软件服务,4.0,-5.48,15.7,252879.9
2379,600291.SH,西水股份,保险,5.0,-5.47,15.9,1737972.361
2819,600815.SH,厦工股份,工程机械,4.0,-5.46,3.7,354818.8959
575,002113.SZ,天润数娱,互联网,4.0,-5.45,4.48,369518.0572
1478,300090.SZ,盛运环保,环境保护,4.0,-5.45,3.07,350599.3507
618,002156.SZ,通富微电,半导体,4.0,-5.43,9.67,1115438.6649
1798,300413.SZ,芒果超媒,影视音像,0.0,-5.42,40.09,824565.3791
2293,600191.SH,华资实业,食品,4.0,-5.41,5.8,281260.56
2292,600190.SH,锦州港,港口,4.0,-5.38,3.54,629937.5236
701,002239.SZ,奥特佳,汽车配件,4.0,-5.38,3.05,922851.9679
666,002204.SZ,大连重工,专用机械,5.0,-5.36,3.95,762891.1626
956,002495.SZ,佳隆股份,食品,4.0,-5.35,3.93,268046.614
896,002435.SZ,长江润发,化学制药,5.0,-5.35,7.08,213822.4768
2614,600588.SH,用友网络,软件服务,4.0,-5.35,37.42,7116250.9648
2216,600104.SH,上汽集团,汽车整车,0.0,-5.33,27.01,31070772.1468
448,000987.SZ,越秀金控,多元金融,5.0,-5.32,11.28,607262.8495
3102,601888.SH,中国国旅,旅游服务,0.0,-5.32,61.5,12007724.5956
3085,601811.SH,新华文轩,出版业,4.0,-5.32,13.67,272162.0106
327,000812.SZ,陕西金叶,广告包装,4.0,-5.31,5.05,337972.6706
1517,300129.SZ,泰胜风能,电气设备,4.0,-5.31,4.3,230286.887
684,002222.SZ,福晶科技,元器件,4.0,-5.3,13.77,582367.7236
3057,601615.SH,明阳智能,机械基件,4.0,-5.29,15.03,414677.7
3226,603160.SH,汇顶科技,元器件,5.0,-5.28,92.4,2139943.1869
2834,600830.SH,香溢融通,多元金融,5.0,-5.28,6.87,312119.7272
3100,601882.SH,海天精工,机床制造,4.0,-5.28,9.07,114227.58
1482,300094.SZ,国联水产,渔业,4.0,-5.27,6.76,505857.4018
643,002181.SZ,粤传媒,出版业,4.0,-5.26,6.29,713558.0909
2012,300633.SZ,开立医疗,医疗保健,0.0,-5.26,29.99,364837.227
2598,600571.SH,信雅达,软件服务,4.0,-5.25,12.14,523368.8851
238,000685.SZ,中山公用,水务,5.0,-5.25,8.95,1121640.7677
1049,002589.SZ,瑞康医药,医药商业,4.0,-5.25,7.98,865559.7174
664,002202.SZ,金风科技,电气设备,5.0,-5.24,14.92,4259372.0783
1712,300325.SZ,德威新材,塑料,4.0,-5.24,4.47,355261.8619
3505,603826.SH,坤彩科技,染料涂料,5.0,-5.23,16.91,320372.7543
1684,300297.SZ,蓝盾股份,软件服务,4.0,-5.22,7.8,606470.989
3379,603579.SH,荣泰健康,医疗保健,4.0,-5.22,35.96,184906.32
1835,300450.SZ,先导智能,专用机械,5.0,-5.21,35.1,1703936.2919
2597,600570.SH,恒生电子,软件服务,5.0,-5.2,91.9,5677629.6042
1628,300241.SZ,瑞丰光电,半导体,4.0,-5.18,5.9,249434.5543
1730,300343.SZ,联创互联,互联网,4.0,-5.17,8.43,337355.837
714,002252.SZ,上海莱士,生物制药,5.0,-5.16,9.59,4768712.9459
1550,300162.SZ,雷曼股份,元器件,4.0,-5.16,6.52,149436.2471
551,002089.SZ,新海宜,通信设备,4.0,-5.15,5.78,541234.209
