,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,COL_MAXGAP,concept
22,600536.SH,600536,中国软件,软件服务,55.93,581.53,120.14,"中字头, 央企改革, 军工研究所, 军工, 网络安全, 智慧城市, 国产软件, 腾讯概念股, 国产操作系统, "
23,000811.SZ,000811,冰轮环境,工程机械,9.47,541.03,68.2,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
24,002437.SZ,002437,誉衡药业,化学制药,4.6,536.73,72.21,"PD-1抑制剂, 民营医院, 高质押率, 医药, 万达系, 化学药, 基因测序, 移动支付, 京东金融概念股, 独角兽, 科创板概念股, "
25,600278.SH,600278,东方创业,商贸代理,13.56,478.12,94.06,"业绩预增, 参股券商, 上海国企改革, 进口博览会, 自贸区, 自由贸易港, 独角兽, 上海自由贸易港, 强势人气股, 科创板概念股, "
26,603032.SH,603032,德新交运,公路,35.2,455.6,68.02,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, "
27,002950.SZ,002950,奥美医疗,医疗保健,27.78,455.1,156.18,"次新股, 医疗器械, "
28,600613.SH,600613,神奇制药,中成药,7.5,428.38,75.92,"医药, 中药, 强势人气股, "
29,002189.SZ,002189,利达光电,元器件,25.4,403.64,70.38,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 智能制造, 3D感应, VR&AR, 机器视觉, 资产重组, 人脸识别, "
30,600928.SH,600928,西安银行,银行,10.37,399.68,109.87,"银行, 次新股, "
31,300043.SZ,300043,星辉娱乐,文教休闲,5.81,396.92,78.29,"二胎, 足球, 腾讯概念股, 游戏, 手游, 体育产业, 动漫, "
32,300255.SZ,300255,常山药业,生物制药,8.48,371.96,80.45,"医药, 创新药, 化学药, "
33,600202.SH,600202,哈空调,电气设备,5.34,365.58,66.75,"振兴东北, 核电, 复牌股, ST摘帽, "
34,000682.SZ,000682,东方电子,电气设备,5.67,365.41,78.61,"物联网, 智能仪表, 山东国企改革, 新能源汽车, 充电桩, "
35,600648.SH,600648,外高桥,园区开发,21.65,351.4,69.46,"MSCI, 参股券商, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, "
36,603318.SH,603318,派思股份,专用机械,24.0,329.68,94.55,"天然气, 物联网, 股权转让, 国资入股, 资产重组, "
37,300414.SZ,300414,中光防雷,元器件,23.98,325.12,74.08,"5G, 军工, 军民融合, 高送转, 资产重组, "
38,600375.SH,600375,华菱星马,汽车整车,6.0,306.97,81.49,"汽车整车, 安徽国企改革, 重卡, 机械, 强势人气股, "
39,002440.SZ,002440,闰土股份,染料涂料,16.33,302.62,69.67,"高股息, 染料, "
40,601311.SH,601311,骆驼股份,电气设备,12.81,280.51,69.45,"回购, 汽车零部件, 锂电池, 燃料电池, 新能源汽车, "
41,300765.SZ,300765,新诺威,食品,42.26,277.99,67.89,"次新股, 保健品, 食品, "
42,603729.SH,603729,龙韵股份,广告包装,20.28,274.27,74.97,"主题公园, 赛马, 强势人气股, "
43,002952.SZ,002952,亚世光电,元器件,58.38,270.23,93.24,"次新股, "
44,603300.SH,603300,华铁科技,钢加工,9.8,253.88,101.27,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, "
45,300174.SZ,300174,元力股份,化工原料,30.5,252.14,160.92,"业绩预增, 游戏, 手游, "
46,002077.SZ,002077,大港股份,区域地产,5.83,246.17,77.52,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, "
47,600794.SH,600794,保税科技,仓储物流,5.78,245.55,86.93,"军工, 军民融合, 快递物流, "
48,300766.SZ,300766,每日互动,互联网,64.45,243.13,315.81,
49,600088.SH,600088,中视传媒,影视音像,19.09,240.86,121.4,"旅游, 广电, 影视, 强势人气股, "
50,002824.SZ,002824,和胜股份,铝,13.32,233.82,80.06,"有色-铝, 有色金属, 锂电池, 新能源汽车, "
51,600624.SH,600624,复旦复华,综合类,11.96,208.66,121.24,"健康中国, 脑科学, 高校系, 强势人气股, 创投, "
52,600131.SH,600131,岷江水电,水力发电,20.94,204.05,79.64,"水电, 央企改革, 业绩预增, 云计算, 强势人气股, "
53,601519.SH,601519,大智慧,软件服务,9.88,196.82,77.84,"互联网金融, 国产软件, 彩票, ST摘帽, 强势人气股, "
54,300119.SZ,300119,瑞普生物,生物制药,17.28,191.65,108.77,"动物保健, "
55,002639.SZ,002639,雪人股份,专用机械,14.6,191.11,99.13,"福建自贸区, 燃料电池, 冷链, 自贸区, 体育产业, "
56,002674.SZ,002674,兴业科技,纺织,16.5,189.04,75.24,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
57,002665.SZ,002665,首航节能,电气设备,5.46,186.93,100.0,"回购, 储能, 定增破发, 雄安-公共服务, 雄安新区, 股权转让, 资产重组, "
58,603026.SH,603026,石大胜华,化工原料,36.0,185.87,77.18,"社保重仓, 石油化工, 山东国企改革, 锂电池, 燃料电池, 新能源汽车, 高校系, "
59,600268.SH,600268,国电南自,电气设备,7.86,184.64,79.2,"特高压, 电改, 央企改革, 新能源汽车, 充电桩, "
60,600602.SH,600602,云赛智联,软件服务,9.89,179.69,83.77,"上海国企改革, 云计算, 智慧城市, 国产软件, "
61,603679.SH,603679,华体科技,电气设备,48.01,176.48,97.28,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
62,603577.SH,603577,汇金通,钢加工,13.45,175.81,74.15,"特高压, "
63,600866.SH,600866,星湖科技,食品,5.85,161.09,76.52,"医药, 化学药, "
64,000037.SZ,000037,深南电A,火力发电,11.31,153.9,97.24,"火电, 电改, "
65,600345.SH,600345,长江通信,通信设备,30.67,151.26,67.27,"5G, 光通信, 央企改革, 北斗导航, 智慧安防, "
66,300234.SZ,300234,开尔新材,陶瓷,11.43,148.62,88.79,"回购, 高质押率, 装修装饰, "
67,002175.SZ,002175,东方网络,电器仪表,4.67,148.13,123.69,"特色小镇, 广西, 股权转让, VR&AR, 影视, 强势人气股, 动漫, "
68,601678.SH,601678,滨化股份,化工原料,7.3,147.41,67.72,"烧碱, 环氧丙烷, 制冷剂, 军工, 军民融合, 煤化工, 燃料电池, "
69,600421.SH,600421,ST仰帆,机械基件,15.09,146.82,104.98,"股权争夺, ST股, 壳公司, "
70,600136.SH,600136,当代明诚,影视音像,13.93,145.15,70.5,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
71,600093.SH,600093,易见股份,仓储物流,13.76,140.61,80.53,"供应链金融, 区块链, 股权转让, "
72,000716.SZ,000716,黑芝麻,食品,5.55,139.59,70.09,"食品, 休闲食品, 锂电池, 新能源汽车, 广西, "
73,300033.SZ,300033,同花顺,软件服务,101.43,133.1,76.14,"高价股, MSCI, 创业板人气股, 互联网金融, 大数据, 人工智能, 国产软件, 彩票, "
74,600155.SH,600155,华创阳安,证券,15.08,132.48,87.38,"券商, 雄安-建材, 雄安新区, 京津冀, "
75,002356.SZ,002356,赫美集团,其他商业,9.98,127.6,179.04,"高质押率, 互联网金融, 移动支付, 跨境电商, 国资入股, "
76,001696.SZ,001696,宗申动力,摩托车,8.51,127.4,74.96,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
77,002530.SZ,002530,金财互联,专用机械,11.75,126.46,74.97,"互联网金融, 云计算, 区块链, 电子发票, "
78,601975.SH,601975,长航油运,水运,3.87,116.63,118.88,"航运, 年报季报, ST摘帽, "
79,300763.SZ,300763,锦浪科技,电气设备,52.04,116.43,105.86,"次新股, 光伏, "
80,000990.SZ,000990,诚志股份,化工原料,23.75,116.32,161.69,"OLED, 民营医院, 甲醇, 回购, 雄安-智慧城市, 雄安新区, 半导体, 高校系, 强势人气股, 工业大麻, "
81,600860.SH,600860,京城股份,专用机械,8.62,114.98,82.87,"天然气, 燃料电池, "
82,002370.SZ,002370,亚太药业,化学制药,17.2,113.65,87.11,"医药, 创新药, 化学药, "
83,603823.SH,603823,百合花,染料涂料,21.93,110.14,87.17,"染料, "
84,600422.SH,600422,昆药集团,中成药,12.42,107.96,102.89,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, "
85,002122.SZ,002122,*ST天马,机械基件,3.3,100.79,80.9,"破净股, 智慧停车, 大数据, ST股, 创投, "
86,600146.SH,600146,商赢环球,服饰,13.51,100.26,129.26,"纺织服装, 高质押率, 互联网金融, 区块链, 跨境电商, 宁夏, 强势人气股, "
87,002464.SZ,002464,众应互联,互联网,14.61,99.18,67.73,"大数据, 股权转让, 游戏, 手游, "
88,300710.SZ,300710,万隆光电,通信设备,30.24,94.25,73.13,"5G, 光通信, 阿里巴巴概念股, 高送转-预期, 物联网, 广电, 强势人气股, "
89,002496.SZ,002496,辉丰股份,农药化肥,3.33,90.05,76.21,"农药, 草铵膦, ST摘帽, "
90,002750.SZ,002750,龙津药业,中成药,16.86,87.81,205.22,"医药, 中药, 强势人气股, 工业大麻, "
91,600218.SH,600218,全柴动力,农用机械,19.22,85.72,107.23,"燃料电池, 强势人气股, "
92,000670.SZ,000670,ST盈方,元器件,3.9,84.02,75.46,"军工, 军民融合, 北斗导航, 半导体, VR&AR, 国产芯片, ST股, "
93,603079.SH,603079,圣达生物,食品,25.91,80.7,71.79,"维生素, "
94,300325.SZ,300325,德威新材,塑料,6.46,79.4,82.16,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
95,002683.SZ,002683,宏大爆破,化工原料,13.66,78.58,67.72,"军工, 军民融合, 民爆, "
96,603128.SH,603128,华贸物流,仓储物流,10.41,77.52,79.57,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
97,600352.SH,600352,浙江龙盛,染料涂料,20.6,76.62,134.23,"MSCI, 业绩预增, 染料, 滴滴出行概念股, 独角兽, "
98,300079.SZ,300079,数码科技,通信设备,6.42,75.79,106.7,"5G, 业绩预增, 谷歌概念股, 网络安全, 互联网金融, 移动支付, 区块链, 彩票, VR&AR, 广电, 影视, 知识产权, "
99,603383.SH,603383,顶点软件,软件服务,97.1,75.16,123.1,"高价股, 数字中国, 互联网金融, 国产软件, 知识产权, 强势人气股, "
100,002532.SZ,002532,新界泵业,农用机械,7.4,73.66,70.89,"有色-铝, 乡村振兴, 有色金属, 农机, 水利, 环保, 污水处理, "
101,000813.SZ,000813,德展健康,化学制药,11.19,73.37,76.46,"新疆, 医药, 化学药, 工业大麻, "
102,000993.SZ,000993,闽东电力,水力发电,7.48,71.43,85.11,"水电, 电改, 风电, 宁德时代概念股, 债转股-AMC, 锂电池, 新能源汽车, 强势人气股, "
103,300139.SZ,300139,晓程科技,元器件,12.7,70.92,86.99,"智能仪表, 半导体, 黄金, "
104,002869.SZ,002869,金溢科技,通信设备,27.3,70.35,81.19,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, "
105,600775.SH,600775,南京熊猫,通信设备,15.9,68.64,77.69,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
106,000590.SZ,000590,启迪古汉,中成药,14.39,67.47,136.67,"保健品, 食品, 医药, 中药, 雄安新区, 高校系, 资产重组, "
107,600094.SH,600094,大名城,区域地产,8.09,66.95,119.41,"福建自贸区, 房地产, 自贸区, "
108,002418.SZ,002418,康盛股份,机械基件,6.11,66.48,66.99,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
109,002099.SZ,002099,海翔药业,化学制药,9.01,65.29,96.09,"回购, 业绩预增, 染料, 医药, 化学药, "
110,002215.SZ,002215,诺普信,农药化肥,10.03,63.24,79.1,"农药, 回购, 供应链金融, "
111,002235.SZ,002235,安妮股份,互联网,8.96,62.63,89.74,"教育, 大数据, 造纸, 区块链, 彩票, 体育产业, 知识产权, 动漫, "
112,000995.SZ,000995,*ST皇台,白酒,7.47,57.93,95.15,"教育, 白酒, 资产重组, ST股, 壳公司, "
113,000610.SZ,000610,西安旅游,旅游服务,14.38,56.48,111.45,"旅游, 特色小镇, 强势人气股, 创投, "
114,300762.SZ,300762,上海瀚讯,通信设备,69.9,55.82,346.86,"次新股, "
115,300378.SZ,300378,鼎捷软件,软件服务,17.65,55.68,105.35,"工业自动化, 智能制造, 人工智能, 工业互联网, 无人商店, 国产软件, 透明工厂, "
116,600710.SH,600710,苏美达,工程机械,6.48,55.27,82.9,"央企改革, 智能制造, 机器人, "
117,002191.SZ,002191,劲嘉股份,广告包装,13.78,53.68,68.51,"回购, 基因测序, 药品信息化追溯, 包装印刷, "
118,002177.SZ,002177,御银股份,电脑设备,5.86,51.67,97.52,"业绩预增, 互联网金融, 区块链, 腾讯概念股, 国产操作系统, 虹膜识别, 人脸识别, 无人银行, "
119,000927.SZ,000927,一汽夏利,汽车整车,5.32,51.36,84.37,"汽车整车, 混改, 央企改革, 铁总混改, 复牌股, 资产重组, "
120,300767.SZ,300767,震安科技,橡胶,43.41,50.46,117.92,
121,002057.SZ,002057,中钢天源,元器件,9.96,50.14,84.68,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
122,601008.SH,601008,连云港,港口,5.86,49.67,102.76,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, "
123,300267.SZ,300267,尔康制药,化学制药,8.03,47.37,113.95,"高质押率, 医药, 化学药, 工业大麻, "
124,603709.SH,603709,中源家居,家居用品,39.0,47.05,66.28,"人民币贬值受益, 家具家居, "
125,002548.SZ,002548,金新农,饲料,15.06,46.3,86.02,"回购, 饲料, 养猪, 股权转让, 动物保健, "
126,600198.SH,600198,*ST大唐,通信设备,16.37,45.84,103.44,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
127,300006.SZ,300006,莱美药业,化学制药,8.22,44.78,97.29,"业绩预增, 医药, 化学药, "
128,300110.SZ,300110,华仁药业,化学制药,6.28,44.55,126.04,"医药, 化学药, 工业大麻, "
129,002124.SZ,002124,天邦股份,饲料,21.8,43.41,104.67,"饲料, 养猪, 动物保健, 强势人气股, "
130,300598.SZ,300598,诚迈科技,软件服务,30.24,42.58,93.47,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, "
131,600273.SH,600273,嘉化能源,化工原料,13.5,41.35,74.92,"烧碱, 煤化工, "
132,002166.SZ,002166,莱茵生物,中成药,9.73,40.04,66.94,"广西, "
133,300663.SZ,300663,科蓝软件,软件服务,45.35,39.61,201.3,"互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, "
134,600963.SH,600963,岳阳林纸,造纸,6.25,39.52,74.83,"人民币升值受益, 央企改革, 回购, 破净股, 雄安-园林环保, 特色小镇, 定增破发, 雄安新区, 造纸, "
135,300638.SZ,300638,广和通,通信设备,56.19,39.03,70.42,"5G, 阿里巴巴概念股, 业绩预增, 物联网, 移动支付, "
136,002210.SZ,002210,飞马国际,仓储物流,6.38,36.81,135.1,"粤港澳大湾区, 高质押率, 快递物流, 国资入股, 资产重组, "
137,601865.SH,601865,福莱特,玻璃,14.56,36.07,182.66,"次新股, 光伏, "
138,002617.SZ,002617,露笑科技,电气设备,6.1,35.57,75.89,"回购, 光伏, 股权转让, 资产重组, "
139,000514.SZ,000514,渝开发,区域地产,5.62,34.39,74.22,"重庆国企改革, 债转股-AMC, 房地产, "
140,600975.SH,600975,新五丰,农业综合,15.38,34.01,139.79,"养猪, 湖南国企改革, "
141,002783.SZ,002783,凯龙股份,化工原料,17.28,33.82,181.14,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
142,601777.SH,601777,力帆股份,摩托车,7.07,33.29,99.56,"阿里巴巴概念股, 新能源整车, 汽车整车, 破净股, 无人驾驶, 锂电池, 新能源汽车, 共享经济, 独角兽, "
143,300540.SZ,300540,深冷股份,专用机械,21.35,32.26,116.89,"天然气, "
144,600758.SH,600758,红阳能源,煤炭开采,6.49,32.11,105.38,"煤炭, 电改, 风电, 股权转让, "
145,600006.SH,600006,东风汽车,汽车整车,6.1,32.05,74.65,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
146,300435.SZ,300435,中泰股份,机械基件,18.93,32.03,99.24,"天然气, 煤化工, 燃料电池, 资产重组, "
147,603360.SH,603360,百傲化学,化工原料,29.48,31.5,82.28,"农药, 石油化工, "
148,002951.SZ,002951,金时科技,广告包装,28.27,30.64,177.97,"次新股, 包装印刷, "
149,002467.SZ,002467,二六三,电信运营,10.67,29.06,70.7,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
150,600759.SH,600759,洲际油气,石油开采,4.48,28.73,66.34,"油服, 油气改革, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, "
151,002118.SZ,002118,紫鑫药业,中成药,12.71,28.26,147.96,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, "
152,603363.SH,603363,傲农生物,饲料,25.99,28.2,142.09,"饲料, 养猪, 动物保健, "
153,300099.SZ,300099,精准信息,电器仪表,8.67,27.8,133.33,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, "
154,300266.SZ,300266,兴源环境,环境保护,6.06,27.13,77.86,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
155,000159.SZ,000159,国际实业,石油贸易,10.81,26.14,205.23,"油气改革, 一带一路, 回购, 石油化工, 新疆, 壳公司, 强势人气股, "
156,002565.SZ,002565,顺灏股份,造纸,18.93,26.03,161.03,"包装印刷, 强势人气股, 工业大麻, "
157,300579.SZ,300579,数字认证,软件服务,43.5,26.0,73.94,"雄安-智慧城市, 网络安全, 雄安新区, 高送转, 区块链, 国产软件, 彩票, 知识产权, "
158,300536.SZ,300536,农尚环境,建筑施工,19.72,24.96,169.04,"园林, PPP, 高送转, "
159,300527.SZ,300527,中国应急,专用机械,13.01,23.92,115.8,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, "
160,000723.SZ,000723,美锦能源,焦炭加工,16.46,23.25,292.76,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, "
161,601890.SH,601890,亚星锚链,船舶,6.6,23.11,84.92,"海工装备, 航母, 强势人气股, "
162,603681.SH,603681,永冠新材,化工原料,30.21,22.82,189.47,"次新股, "
163,300552.SZ,300552,万集科技,软件服务,24.4,22.71,85.17,"无人驾驶, 国产软件, 国资入股, 电子车牌, "
164,300471.SZ,300471,厚普股份,专用机械,14.04,21.74,178.91,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
165,600868.SH,600868,梅雁吉祥,水力发电,4.95,21.47,69.82,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
166,600150.SH,600150,中国船舶,船舶,25.15,21.37,107.12,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
167,002194.SZ,002194,*ST凡谷,通信设备,18.63,20.25,132.29,"5G, 教育, 华为产业链, 回购, 股权转让, ST股, 壳公司, "
168,002198.SZ,002198,嘉应制药,中成药,10.04,19.59,123.68,"医药, 中药, "
169,600081.SH,600081,东风科技,汽车配件,15.09,19.02,111.4,"央企改革, 汽车零部件, 无人驾驶, "
170,000982.SZ,000982,*ST中绒,纺织,2.26,18.06,82.71,"纺织服装, 低价股, ST股, 宁夏, "
171,603232.SH,603232,格尔软件,软件服务,39.83,17.98,70.12,"网络安全, 国产软件, "
172,300194.SZ,300194,福安药业,化学制药,8.39,17.75,202.54,"医药, 化学药, 工业大麻, "
173,600072.SH,600072,中船科技,船舶,13.89,16.46,104.15,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
174,600517.SH,600517,置信电气,电气设备,9.11,16.16,184.47,"特高压, 券商, 国家队重仓, 央企改革, 信托, 碳交易, "
175,002567.SZ,002567,唐人神,饲料,17.51,16.13,114.13,"回购, 饲料, 养猪, 股权转让, 国资入股, "
176,600748.SH,600748,上实发展,全国地产,11.92,15.29,76.9,"养老产业, 房地产, 土地流转, 上海国企改革, "
177,002265.SZ,002265,西仪股份,汽车配件,11.92,14.36,90.01,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, "
178,603998.SH,603998,方盛制药,中成药,11.02,14.28,149.39,"医药, 中药, 创新药, 工业大麻, "
179,002385.SZ,002385,大北农,饲料,7.76,13.6,103.06,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
180,600604.SH,600604,市北高新,园区开发,15.2,13.54,69.89,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
181,300145.SZ,300145,中金环境,专用机械,6.2,12.09,68.35,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
182,002629.SZ,002629,仁智股份,石油开采,4.1,11.63,70.13,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 复牌股, 壳公司, "
183,002157.SZ,002157,正邦科技,饲料,22.62,11.36,101.05,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
184,002547.SZ,002547,春兴精工,通信设备,15.0,10.59,92.91,"5G, 特斯拉, 华为产业链, 3D玻璃, "
185,000958.SZ,000958,东方能源,火力发电,7.39,8.27,136.36,"火电, 电改, 央企改革, 风电, 光伏, 雄安-公共服务, 雄安新区, 京津冀, 复牌股, "
186,002100.SZ,002100,天康生物,饲料,11.73,8.27,78.49,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
187,300152.SZ,300152,科融环境,环境保护,4.38,6.77,91.46,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
188,002592.SZ,002592,八菱科技,汽车配件,21.38,6.63,68.34,"回购, 汽车零部件, 燃料电池, 广西, 股权转让, "
189,002600.SZ,002600,领益智造,元器件,7.02,5.64,76.12,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
190,300743.SZ,300743,天地数码,电脑设备,44.91,5.56,78.97,"高送转-预期, "
191,600175.SH,600175,美都能源,综合类,4.24,5.43,79.53,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
192,300238.SZ,300238,冠昊生物,医疗保健,22.16,5.25,78.65,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
193,002274.SZ,002274,华昌化工,农药化肥,14.96,5.13,136.45,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
194,603317.SH,603317,天味食品,食品,35.81,3.73,97.69,
195,300769.SZ,300769,德方纳米,化工原料,119.0,3.63,116.68,
196,600213.SH,600213,亚星客车,汽车整车,13.67,2.77,95.03,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
197,300573.SZ,300573,兴齐眼药,化学制药,58.96,2.64,234.62,"医药, 化学药, 眼科, "
198,603068.SH,603068,博通集成,半导体,57.51,2.64,114.35,
199,300768.SZ,300768,迪普科技,软件服务,38.15,2.63,157.25,
