,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
693,002231.SZ,奥维通信,通信设备,3.34,8.33,254797.3736
1817,300431.SZ,暴风集团,互联网,3.33,12.45,312033.542
3336,603396.SH,金辰股份,专用机械,3.33,48.39,152763.2281
700,002238.SZ,天威视讯,影视音像,3.32,11.16,688966.1712
54,000078.SZ,海王生物,生物制药,3.32,4.7,872627.7034
626,002164.SZ,宁波东力,电气设备,3.31,4.37,192255.2689
2911,600958.SH,东方证券,证券,3.3,12.4,7039927.0696
890,002429.SZ,兆驰股份,家用电器,3.3,3.57,1418336.5948
1851,300465.SZ,高伟达,软件服务,3.3,9.14,389992.832
412,000936.SZ,华西股份,化纤,3.3,10.46,926101.8724
1979,300598.SZ,诚迈科技,软件服务,3.29,30.97,149790.8647
2235,600122.SH,宏图高科,其他商业,3.29,5.15,596503.0503
2240,600128.SH,弘业股份,商贸代理,3.28,10.4,256638.2
1507,300118.SZ,东方日升,半导体,3.27,10.41,710524.7594
782,002321.SZ,华英农业,农业综合,3.26,9.58,508745.5781
123,000530.SZ,大冷股份,机械基件,3.26,5.59,334141.1191
1736,300348.SZ,长亮科技,软件服务,3.25,28.64,632536.1521
1896,300510.SZ,金冠股份,电气设备,3.25,11.93,254314.0338
48,000063.SZ,中兴通讯,通信设备,3.25,31.09,10676692.5824
416,000948.SZ,南天信息,软件服务,3.25,17.11,421765.6885
1626,300238.SZ,冠昊生物,医疗保健,3.24,13.69,336763.8858
2942,600996.SH,贵广网络,影视音像,3.24,11.14,331957.86
1858,300472.SZ,新元科技,专用机械,3.23,20.93,171482.1314
364,000877.SZ,天山股份,水泥,3.23,10.34,910017.6086
1867,300481.SZ,濮阳惠成,化工原料,3.23,20.65,525222.6315
1615,300227.SZ,光韵达,元器件,3.23,14.39,218413.7497
1504,300115.SZ,长盈精密,元器件,3.22,13.95,1263294.9838
651,002189.SZ,利达光电,元器件,3.22,22.93,451026.4044
2254,600146.SH,商赢环球,服饰,3.21,8.56,171200.0
2188,600072.SH,中船科技,船舶,3.21,11.85,711922.8425
1643,300255.SZ,常山药业,生物制药,3.2,6.97,450389.4785
3353,603505.SH,金石资源,矿物制品,3.2,16.88,189114.371
1207,002751.SZ,易尚展示,家居用品,3.2,32.28,282284.565
347,000838.SZ,财信发展,区域地产,3.19,4.08,257926.0414
656,002194.SZ,*ST凡谷,通信设备,3.18,12.06,639617.825
2672,600652.SH,游久游戏,互联网,3.18,5.41,450492.5924
391,000911.SZ,南宁糖业,食品,3.17,9.04,292969.167
1865,300479.SZ,神思电子,软件服务,3.17,19.22,307520.0
587,002125.SZ,湘潭电化,化工原料,3.17,11.36,392601.583
631,002169.SZ,智光电气,电气设备,3.17,6.49,487314.0096
1968,300586.SZ,美联新材,化工原料,3.16,14.81,90526.125
2777,600766.SH,园城黄金,黄金,3.15,10.53,235800.4718
1637,300249.SZ,依米康,软件服务,3.15,9.3,283167.33
2840,600836.SH,界龙实业,广告包装,3.14,6.22,412232.4108
1888,300502.SZ,新易盛,通信设备,3.14,30.99,488402.2172
1047,002587.SZ,奥拓电子,元器件,3.14,7.09,283048.4583
1102,002642.SZ,荣之联,软件服务,3.14,9.28,478587.4974
1264,002813.SZ,路畅科技,汽车配件,3.14,41.15,123450.0
1733,300345.SZ,红宇新材,钢加工,3.13,5.54,204225.0897
74,000401.SZ,冀东水泥,水泥,3.12,15.67,2111088.7663
2070,300691.SZ,联合光电,元器件,3.12,36.85,220517.1804
2868,600868.SH,梅雁吉祥,水力发电,3.12,4.51,856065.0542
562,002100.SZ,天康生物,饲料,3.11,9.93,956661.1739
1739,300351.SZ,永贵电器,元器件,3.11,11.44,273919.2467
1296,002848.SZ,高斯贝尔,通信设备,3.11,17.01,149088.1424
1809,300423.SZ,鲁亿通,电气设备,3.11,29.99,326582.007
3191,603083.SH,剑桥科技,通信设备,3.1,37.25,205810.314
94,000426.SZ,兴业矿业,铅锌,3.1,6.99,929988.6692
3098,601878.SH,浙商证券,证券,3.1,12.1,1462294.9716
351,000851.SZ,高鸿股份,软件服务,3.1,7.35,629771.7596
1712,300324.SZ,旋极信息,软件服务,3.09,9.53,988148.1124
2731,600718.SH,东软集团,软件服务,3.09,16.25,2018851.7294
1289,002840.SZ,华统股份,食品,3.07,23.77,348791.6574
195,000622.SZ,恒立实业,汽车配件,3.07,7.87,334652.862
2569,600535.SH,天士力,中成药,3.07,23.72,3588044.2952
2187,600071.SH,凤凰光学,元器件,3.07,12.39,294228.373
2041,300662.SZ,科锐国际,综合类,3.07,38.5,348839.7413
907,002446.SZ,盛路通信,通信设备,3.06,9.86,533001.8928
978,002517.SZ,恺英网络,互联网,3.06,5.68,687716.232
2721,600707.SH,彩虹股份,元器件,3.04,6.43,828162.4402
525,002063.SZ,远光软件,软件服务,3.04,11.18,851291.1934
1386,002946.SZ,新乳业,乳制品,3.03,24.07,205488.1583
12,000016.SZ,深康佳A,家用电器,3.03,4.71,751986.4953
1650,300262.SZ,巴安水务,环境保护,3.02,8.37,348909.1734
2560,600525.SH,长园集团,电气设备,3.02,7.3,953215.861
2046,300667.SZ,必创科技,电器仪表,3.02,32.89,225809.4788
441,000977.SZ,浪潮信息,电脑设备,3.02,27.98,3607327.5745
2158,600030.SH,中信证券,证券,3.01,24.68,24222585.0756
1855,300469.SZ,信息发展,软件服务,3.01,27.38,265887.3279
993,002533.SZ,金杯电工,电气设备,3.01,6.36,329354.632
1960,300578.SZ,会畅通讯,通信设备,3.0,23.76,143747.9525
2761,600748.SH,上实发展,全国地产,3.0,8.46,1560500.2066
2902,600909.SH,华安证券,证券,3.0,7.27,1964354.0
1167,002708.SZ,光洋股份,汽车配件,2.99,10.13,377137.9844
106,000507.SZ,珠海港,港口,2.98,7.81,603044.2906
1924,300539.SZ,横河模具,塑料,2.98,14.19,86366.1806
1740,300352.SZ,北信源,软件服务,2.97,6.65,727220.9245
1368,002926.SZ,华西证券,证券,2.97,12.45,2213793.5541
2611,600584.SH,长电科技,半导体,2.96,16.12,1669894.6753
1378,002937.SZ,兴瑞科技,元器件,2.96,34.96,160816.0
1961,300579.SZ,数字认证,软件服务,2.95,37.85,181778.0958
1585,300197.SZ,铁汉生态,环境保护,2.95,4.87,730088.1314
3391,603598.SH,引力传媒,影视音像,2.95,11.21,300274.3109
3033,601375.SH,中原证券,证券,2.93,6.35,1144741.6005
2324,600226.SH,瀚叶股份,农药化肥,2.93,4.15,827040.6375
2445,600369.SH,西南证券,证券,2.93,5.59,3155616.0003
1770,300384.SZ,三联虹普,纺织机械,2.93,16.72,304087.4125
3569,603963.SH,大理药业,化学制药,2.93,15.23,116319.125
3034,601377.SH,兴业证券,证券,2.92,7.39,4948840.3671
3247,603197.SH,保隆科技,汽车配件,2.92,30.33,298452.2894
1508,300119.SZ,瑞普生物,生物制药,2.92,13.06,267395.1116
261,000715.SZ,中兴商业,百货,2.92,9.02,251266.1658
231,000677.SZ,恒天海龙,化纤,2.91,3.5,302392.2818
1547,300158.SZ,振东制药,中成药,2.91,5.8,493364.9818
2976,601106.SH,中国一重,工程机械,2.91,4.02,2628276.0
1848,300462.SZ,华铭智能,专用机械,2.9,21.69,167820.7356
912,002451.SZ,摩恩电气,电气设备,2.9,14.11,587539.9767
1728,300340.SZ,科恒股份,元器件,2.89,23.31,356759.1467
1586,300198.SZ,纳川股份,塑料,2.89,4.33,324104.048
753,002292.SZ,奥飞娱乐,影视音像,2.89,8.59,698756.1992
760,002299.SZ,圣农发展,农业综合,2.87,33.44,3714849.6
452,000993.SZ,闽东电力,水力发电,2.87,5.99,223427.0
1681,300293.SZ,蓝英装备,专用机械,2.87,10.39,280530.0
552,002090.SZ,金智科技,软件服务,2.87,24.02,555983.8493
1658,300270.SZ,中威电子,通信设备,2.86,9.5,143290.1758
2247,600136.SH,当代明诚,影视音像,2.86,13.77,617689.8047
1695,300307.SZ,慈星股份,纺织机械,2.86,6.94,550496.9501
889,002428.SZ,云南锗业,小金属,2.86,8.06,519184.1891
2647,600622.SH,光大嘉宝,区域地产,2.86,7.95,917115.304
454,000996.SZ,中国中期,汽车服务,2.85,15.09,520605.0
1007,002547.SZ,春兴精工,通信设备,2.85,8.59,685205.7611
1069,002609.SZ,捷顺科技,软件服务,2.85,9.7,380734.1694
1338,002892.SZ,科力尔,电气设备,2.85,44.5,117195.2
467,002005.SZ,德豪润达,家用电器,2.84,3.2,514852.864
834,002373.SZ,千方科技,软件服务,2.84,19.81,1662628.381
537,002075.SZ,沙钢股份,特种钢,2.83,10.9,2405380.087
979,002518.SZ,科士达,电器仪表,2.83,12.16,678468.4476
1502,300113.SZ,顺网科技,互联网,2.83,19.68,922818.1429
1006,002546.SZ,新联电子,电气设备,2.83,6.06,472751.2935
1159,002699.SZ,美盛文化,服饰,2.83,7.87,622184.4886
1391,300001.SZ,特锐德,电气设备,2.83,26.4,2441263.6961
2621,600595.SH,中孚实业,铝,2.83,3.07,534652.9037
2042,300663.SZ,科蓝软件,软件服务,2.82,22.8,280747.5538
3062,601628.SH,中国人寿,保险,2.82,28.6,59555295.8
471,002009.SZ,天奇股份,工程机械,2.81,11.88,351749.5051
219,000662.SZ,天夏智慧,软件服务,2.81,9.04,338336.351
1125,002665.SZ,首航节能,电气设备,2.81,4.0,902581.3856
1558,300169.SZ,天晟新材,塑料,2.81,5.84,150395.6664
102,000503.SZ,国新健康,医疗保健,2.81,20.26,1821013.7853
3266,603239.SH,浙江仙通,汽车配件,2.8,13.49,122381.28
2480,600410.SH,华胜天成,软件服务,2.79,9.2,1010843.9124
2478,600408.SH,*ST安泰,焦炭加工,2.79,4.15,417822.0
1257,002806.SZ,华锋股份,元器件,2.79,26.18,151036.6743
112,000517.SZ,荣安地产,区域地产,2.78,2.96,898580.4655
3079,601788.SH,光大证券,证券,2.78,14.28,5578765.9421
2434,600356.SH,恒丰纸业,造纸,2.78,9.16,273637.9422
1860,300474.SZ,景嘉微,元器件,2.77,53.71,365167.4688
2464,600390.SH,五矿资本,多元金融,2.77,11.47,589027.797
1248,002796.SZ,世嘉科技,专用机械,2.77,49.66,181387.4158
3116,601949.SH,中国出版,出版业,2.77,6.03,241806.3412
312,000793.SZ,华闻传媒,出版业,2.77,4.61,893869.254
1388,002948.SZ,青岛银行,银行,2.77,8.2,369800.9358
