,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
63,002152.SZ,广电运通,IT设备,9.61,5.85,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四一一组合"
64,300702.SZ,天宇股份,化学制药,50.12,5.53,全国社保基金五零二组合
65,002320.SZ,海峡股份,水运,12.8,5.52,香港中央结算有限公司(陆股通)
66,300586.SZ,美联新材,化工原料,21.25,5.51,深圳市金格投资管理有限公司-金格三号私募证券投资基金
67,300525.SZ,博思软件,软件服务,38.9,5.38,"云南国际信托有限公司-云南信托-汇享1号集合资金信托计划
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金
中国工商银行-融通蓝筹成长证券投资基金"
68,002131.SZ,利欧股份,互联网,2.97,5.26,"华润深国投信托有限公司-华润信托·增利26号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
69,002005.SZ,*ST德豪,家用电器,1.94,5.15,"国寿安保基金-广发银行-华鑫信托-华鑫信托·慧智投资105号集合资金信托计划
陕西省国际信托股份有限公司-陕国投·聚宝盆5号证券投资集合资金信托计划
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资103号集合资金信托计划
北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资104号集合资金信托计划"
70,300112.SZ,万讯自控,电器仪表,9.48,5.14,
71,603133.SH,碳元科技,元器件,24.93,5.13,"浙江九章资产管理有限公司-九章幻方青溪1号私募基金
福弘(常州)股权投资基金合伙企业(有限合伙)"
72,002629.SZ,*ST仁智,石油开采,2.6,5.11,
73,603069.SH,海汽集团,公路,10.35,5.1,全国社会保障基金理事会转持二户
74,002876.SZ,三利谱,元器件,48.8,5.08,中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
75,002058.SZ,威尔泰,电器仪表,22.54,5.07,"深圳昭时股权投资基金管理有限公司
中央汇金资产管理有限责任公司"
76,002766.SZ,*ST索菱,汽车配件,3.14,5.06,
77,002072.SZ,*ST凯瑞,互联网,5.82,5.05,
78,002048.SZ,宁波华翔,汽车配件,15.46,5.01,"中央汇金资产管理有限责任公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
香港中央结算有限公司(陆股通)"
