,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
42,000659.SZ,000659,珠海中富,广告包装,4.73,2.0,1.0,3.37,"粤港澳大湾区, 举牌股, 包装印刷, ST摘帽, "
43,603882.SH,603882,金域医学,医疗保健,4.7,1.0,0.0,32.36,"华为产业链, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 体外诊断, "
44,002451.SZ,002451,摩恩电气,电气设备,4.7,1.0,0.0,14.61,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
45,002539.SZ,002539,云图控股,农药化肥,4.65,2.0,1.0,5.4,"社保重仓, 调味品, 业绩预增, 食品, 化肥, 磷化工, 电竞, 腾讯概念股, 手游, "
46,002562.SZ,002562,兄弟科技,化学制药,4.61,2.0,1.0,6.0,"回购, 维生素, "
47,002611.SZ,002611,东方精工,轻工机械,4.52,8.0,1.0,5.95,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
48,000977.SZ,000977,浪潮信息,电脑设备,4.37,3.0,0.0,29.09,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
49,600727.SH,600727,鲁北化工,农药化肥,4.34,3.0,0.0,8.41,"煤化工, 化肥, 山东国企改革, 磷化工, "
50,000637.SZ,000637,茂化实华,石油加工,4.34,8.0,1.0,6.13,"油气改革, 石油化工, 燃料电池, "
51,601865.SH,601865,福莱特,玻璃,4.33,5.0,0.0,16.02,"次新股, 光伏, "
52,300202.SZ,300202,聚龙股份,专用机械,4.31,2.0,0.0,9.31,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, "
53,300226.SZ,300226,上海钢联,互联网,4.27,2.0,1.0,76.0,"供应链金融, 互联网金融, 大数据, 工业互联网, "
54,600285.SH,600285,羚锐制药,中成药,4.25,2.0,1.0,8.93,"二胎, 社保重仓, 回购, 芬太尼概念, 医药, 中药, "
55,300292.SZ,300292,吴通控股,软件服务,4.22,8.0,0.0,6.67,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
56,300430.SZ,300430,诚益通,电器仪表,4.2,9.0,1.0,13.68,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
57,603609.SH,603609,禾丰牧业,饲料,4.15,8.0,1.0,14.01,"饲料, 养猪, "
58,603566.SH,603566,普莱柯,生物制药,4.12,3.0,1.0,14.57,"动物保健, 创投, "
59,002567.SZ,002567,唐人神,饲料,4.05,8.0,1.0,16.63,"回购, 饲料, 养猪, 股权转让, 国资入股, "
60,601588.SH,601588,北辰实业,区域地产,4.05,2.0,0.0,3.97,"北京城市规划, 破净股, 房地产, 京津冀, "
61,002417.SZ,002417,深南股份,多元金融,4.02,2.0,0.0,9.66,"供应链金融, 互联网金融, 大数据, 云计算, "
62,300653.SZ,300653,正海生物,医疗保健,3.99,2.0,0.0,55.6,"高送转-预期, 医疗器械, "
63,600831.SH,600831,广电网络,影视音像,3.98,5.0,0.0,12.9,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
64,603519.SH,603519,立霸股份,家用电器,3.96,8.0,1.0,14.82,"白色家电, 家电, "
65,600818.SH,600818,中路股份,文教休闲,3.96,2.0,1.0,13.69,"共享经济, 资产重组, 化妆品, "
66,002677.SZ,002677,浙江美大,家用电器,3.96,2.0,1.0,13.52,"养老金持股, 社保重仓, 厨卫家电, 家电, 独角兽, "
67,002330.SZ,002330,得利斯,食品,3.86,9.0,0.0,8.3,"养猪, 食品, "
68,002411.SZ,002411,延安必康,化学制药,3.81,1.0,0.0,20.3,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, "
69,600691.SH,600691,阳煤化工,农药化肥,3.74,8.0,1.0,3.28,"甲醇, 煤化工, 化肥, 山西国企改革, "
70,603177.SH,603177,德创环保,环境保护,3.69,3.0,1.0,11.59,"大气治理, 环保, "
71,600393.SH,600393,粤泰股份,全国地产,3.67,9.0,1.0,3.99,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
72,600998.SH,600998,九州通,医药商业,3.66,1.0,0.0,15.64,"MSCI, 新进指数成份股, 医药商业, 医药, 互联网医疗, "
73,002777.SZ,002777,久远银海,软件服务,3.65,3.0,1.0,36.69,"军工, 军民融合, 养老产业, 网络安全, 大数据, 药品信息化追溯, 人工智能, 互联网医疗, 智慧城市, 国产软件, 医疗信息化, "
74,603313.SH,603313,梦百合,家居用品,3.65,2.0,1.0,25.44,"家具家居, 独角兽, "
75,600478.SH,600478,科力远,元器件,3.61,8.0,1.0,7.67,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
76,002157.SZ,002157,正邦科技,饲料,3.6,8.0,1.0,22.0,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
77,600086.SH,600086,东方金钰,服饰,3.5,2.0,1.0,4.45,"高质押率, 智能制造, 股权转让, 资产重组, 机器人, 黄金, 强势人气股, "
78,300478.SZ,300478,杭州高新,橡胶,3.49,2.0,1.0,17.5,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
79,600368.SH,600368,五洲交通,路桥,3.42,1.0,0.0,4.06,"高速公路, 一带一路, 东盟博览会, 广西, "
80,002094.SZ,002094,青岛金王,日用化工,3.35,2.0,1.0,6.25,"社保重仓, 新零售, 中韩自贸区, 定增破发, 自贸区, 化妆品, "
81,300006.SZ,300006,莱美药业,化学制药,3.29,7.0,1.0,7.4,"业绩预增, 医药, 化学药, "
82,603906.SH,603906,龙蟠科技,化工原料,3.24,9.0,1.0,13.83,"社保重仓, 石油化工, "
83,603168.SH,603168,莎普爱思,化学制药,3.22,8.0,0.0,10.45,"医药, 化学药, 眼科, 股权转让, "
84,600810.SH,600810,神马股份,化纤,3.19,1.0,0.0,14.48,"业绩预增, 锦纶（尼龙）, 债转股-AMC, "
85,300608.SZ,300608,思特奇,软件服务,3.19,3.0,0.0,29.24,"大数据, 人工智能, 区块链, 国产软件, "
86,002797.SZ,002797,第一创业,证券,3.16,2.0,1.0,7.7,"MSCI, 券商, 区块链, "
87,002089.SZ,002089,新海宜,通信设备,3.14,9.0,1.0,6.5,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
88,000803.SZ,000803,金宇车城,纺织,3.12,2.0,0.0,16.15,"风电, 光伏, ST摘帽, "
89,600378.SH,600378,天科股份,化工原料,3.12,8.0,0.0,16.72,"油服, 可燃冰, 央企改革, 业绩预增, 页岩气, 石油化工, 燃料电池, 资产重组, 碳交易, "
90,600853.SH,600853,龙建股份,建筑施工,3.12,8.0,1.0,4.75,"振兴东北, 大基建, PPP, "
91,002870.SZ,002870,香山股份,电器仪表,3.11,8.0,1.0,23.9,"OLED, 物联网, 强势人气股, "
92,002234.SZ,002234,民和股份,农业综合,3.1,8.0,1.0,35.71,"养鸡, "
93,601066.SH,601066,中信建投,证券,3.08,6.0,1.0,27.75,"券商, 新进指数成份股, 强势人气股, "
94,603335.SH,603335,迪生力,汽车配件,3.04,3.0,1.0,5.59,"汽车零部件, "
95,603129.SH,603129,春风动力,摩托车,3.04,2.0,1.0,22.83,"军工, 智能制造, 机器人, "
96,002505.SZ,002505,大康农业,农业综合,2.94,8.0,1.0,2.3,"阿里巴巴概念股, 养猪, 业绩预增, 食品, 乳业（奶粉）, 高质押率, 低价股, "
97,300344.SZ,300344,太空智造,其他建材,2.93,2.0,0.0,8.04,"装配式建筑, 雄安-建材, 雄安新区, "
98,002871.SZ,002871,伟隆股份,机械基件,2.92,2.0,0.0,24.4,
99,300350.SZ,300350,华鹏飞,仓储物流,2.9,1.0,0.0,7.27,"物联网, 智慧物流, 智能制造, 快递物流, 区块链, 股权转让, 国资入股, "
100,600589.SH,600589,广东榕泰,塑料,2.9,3.0,0.0,6.29,"大数据, 云计算, "
101,002746.SZ,002746,仙坛股份,农业综合,2.88,8.0,1.0,26.58,"业绩预增, 养鸡, 高送转, "
102,000529.SZ,000529,广弘控股,食品,2.86,9.0,1.0,7.52,"养猪, 宝能系, 粤港澳大湾区, 养鸡, 冷链, "
103,600235.SH,600235,民丰特纸,造纸,2.85,5.0,1.0,6.89,"浙江国企改革, 造纸, 强势人气股, 创投, "
104,002808.SZ,002808,恒久科技,元器件,2.84,2.0,1.0,18.93,"燃料电池, 3D打印, 智能制造, "
105,603699.SH,603699,纽威股份,专用机械,2.83,3.0,0.0,14.74,"核电, 回购, "
106,603959.SH,603959,百利科技,建筑施工,2.82,8.0,1.0,24.56,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
107,002458.SZ,002458,益生股份,农业综合,2.82,8.0,1.0,26.29,"养猪, 业绩预增, 养鸡, 高送转-填权, 强势人气股, "
108,002726.SZ,002726,龙大肉食,食品,2.79,8.0,1.0,10.91,"养猪, 股权转让, "
109,603586.SH,603586,金麒麟,汽车配件,2.77,2.0,1.0,15.76,"回购, 汽车零部件, 高铁轨交, "
110,000868.SZ,000868,*ST安凯,汽车整车,2.77,5.0,1.0,3.91,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
111,002315.SZ,002315,焦点科技,互联网,2.73,3.0,0.0,18.07,"教育, 谷歌概念股, 互联网金融, "
112,002564.SZ,002564,天沃科技,化工机械,2.7,5.0,1.0,6.78,"回购, 风电, 军工, 军民融合, 煤化工, 股权转让, 国资入股, "
113,603712.SH,603712,七一二,通信设备,2.69,3.0,1.0,21.22,"新进指数成份股, 军工, 军民融合, 北斗导航, 天津国企改革, 高铁轨交, "
114,002545.SZ,002545,东方铁塔,钢加工,2.68,2.0,0.0,7.95,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
115,000566.SZ,000566,海南海药,化学制药,2.68,8.0,1.0,8.12,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
116,600161.SH,600161,天坛生物,生物制药,2.67,2.0,1.0,24.5,"MSCI, 血制品, 央企改革, 医药, 疫苗, 流感, "
117,603226.SH,603226,菲林格尔,家居用品,2.65,9.0,1.0,24.8,"家具家居, "
118,600162.SH,600162,香江控股,全国地产,2.63,1.0,0.0,2.88,"粤港澳大湾区, 房地产, 低价股, "
119,603012.SH,603012,创力集团,专用机械,2.61,5.0,0.0,9.74,"新能源汽车, 充电桩, "
120,000755.SZ,000755,山西路桥,公路,2.61,8.0,1.0,5.56,"高速公路, 山西国企改革, ST摘帽, "
121,603019.SH,603019,中科曙光,电脑设备,2.61,2.0,1.0,42.88,"MSCI, 社保重仓, 中科院系, 网络安全, 量子通信, 数字中国, 京津冀, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 腾讯概念股, 国产芯片, 独角兽, 科创板概念股, 创投, "
122,600588.SH,600588,用友网络,软件服务,2.61,3.0,1.0,34.3,"MSCI, 阿里巴巴概念股, 金改, 混改, 海底捞概念股, 回购, 数字中国, 互联网金融, 移动支付, 大数据, 云计算, 区块链, 工业互联网, 智慧城市, 国产软件, 滴滴出行概念股, 独角兽, "
123,002335.SZ,002335,科华恒盛,电气设备,2.56,3.0,1.0,20.25,"阿里巴巴概念股, 核电, 军工, 军民融合, 宁德时代概念股, 光伏, 储能, 量子通信, 新能源汽车, 大数据, 云计算, 充电桩, 透明工厂, "
124,300755.SZ,300755,华致酒行,其他商业,2.55,2.0,1.0,36.13,"次新股, 新零售, "
125,603908.SH,603908,牧高笛,纺织,2.51,9.0,1.0,28.8,"纺织服装, 体育产业, "
126,002840.SZ,002840,华统股份,食品,2.51,8.0,1.0,18.48,"养猪, "
127,300383.SZ,300383,光环新网,电信运营,2.5,2.0,1.0,18.18,"数字中国, 云计算, 区块链, 工业互联网, "
128,601615.SH,601615,明阳智能,机械基件,2.49,5.0,0.0,14.28,"次新股, 风电, "
129,603218.SH,603218,日月股份,工程机械,2.47,1.0,0.0,23.22,"风电, "
130,600248.SH,600248,延长化建,建筑施工,2.46,9.0,1.0,5.47,"中科院系, 大基建, 资产重组, "
131,300558.SZ,300558,贝达药业,化学制药,2.43,3.0,1.0,40.97,"社保重仓, 医药, 创新药, 化学药, 基因测序, "
132,002170.SZ,002170,芭田股份,农药化肥,2.43,3.0,0.0,4.7,"阿里巴巴概念股, 无人机, 化肥, 土地流转, 磷化工, 强势人气股, "
133,002321.SZ,002321,华英农业,农业综合,2.41,8.0,1.0,8.35,"养鸡, 土地流转, 股权转让, 国资入股, "
134,300241.SZ,300241,瑞丰光电,半导体,2.39,8.0,1.0,7.62,"汽车零部件, 举牌股, LED, 虹膜识别, "
135,300715.SZ,300715,凯伦股份,其他建材,2.39,2.0,1.0,23.95,"业绩预增, 装修装饰, "
136,300687.SZ,300687,赛意信息,软件服务,2.38,2.0,1.0,25.04,"华为产业链, 大数据, 工业互联网, 国产软件, 创投, 透明工厂, "
137,002791.SZ,002791,坚朗五金,其他建材,2.38,8.0,1.0,15.95,"社保重仓, 回购, "
138,300366.SZ,300366,创意信息,软件服务,2.36,2.0,0.0,10.21,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
139,600470.SH,600470,六国化工,农药化肥,2.35,8.0,0.0,6.15,"安徽国企改革, 煤化工, 化肥, 磷化工, "
140,300605.SZ,300605,恒锋信息,软件服务,2.35,2.0,0.0,19.99,"数字中国, 智慧城市, 国产软件, 智慧安防, "
141,603887.SH,603887,城地股份,建筑施工,2.34,1.0,0.0,19.34,"云计算, 资产重组, "
142,002359.SZ,002359,北讯集团,通信设备,2.33,5.0,0.0,12.19,"特高压, 业绩预增, 物联网, 定增破发, 智慧停车, "
143,603718.SH,603718,海利生物,生物制药,2.33,2.0,0.0,13.99,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, "
144,600698.SH,600698,*ST天雁,汽车配件,2.32,2.0,1.0,3.5,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, ST股, "
145,603505.SH,603505,金石资源,矿物制品,2.31,8.0,1.0,19.42,"业绩预增, "
146,603138.SH,603138,海量数据,软件服务,2.3,1.0,0.0,23.45,"大数据, 云计算, "
147,002723.SZ,002723,金莱特,家用电器,2.29,3.0,0.0,14.39,"小家电, 家电, 资产重组, "
148,000818.SZ,000818,航锦科技,化工原料,2.29,3.0,1.0,12.93,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 半导体, 国产芯片, 创投, "
149,603617.SH,603617,君禾股份,专用机械,2.28,8.0,0.0,23.5,
150,600966.SH,600966,博汇纸业,造纸,2.27,8.0,1.0,3.98,"破净股, 造纸, "
151,002584.SZ,002584,西陇科学,化工原料,2.27,8.0,1.0,7.9,"基因测序, 半导体, 股权转让, 体外诊断, 创投, "
152,002859.SZ,002859,洁美科技,元器件,2.25,1.0,0.0,33.51,"被动元件, 社保重仓, "
153,300125.SZ,300125,易世达,电气设备,2.25,8.0,1.0,16.4,"回购, 光伏, 高送转-填权, 举牌股, 年报季报, "
154,600590.SH,600590,泰豪科技,电气设备,2.24,2.0,0.0,7.58,"航母, 军工, 军民融合, 房地产, 大数据, 高校系, "
155,600975.SH,600975,新五丰,农业综合,2.23,8.0,1.0,13.86,"养猪, 湖南国企改革, "
156,300725.SZ,300725,药石科技,化工原料,2.22,3.0,1.0,98.8,"医药, 创新药, 举牌股, 独角兽, "
157,002250.SZ,002250,联化科技,化工原料,2.22,9.0,0.0,11.35,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
158,603488.SH,603488,展鹏科技,电气设备,2.22,8.0,1.0,9.66,
159,002549.SZ,002549,凯美特气,环境保护,2.21,8.0,1.0,7.64,"业绩预增, 碳交易, "
160,002866.SZ,002866,传艺科技,电脑设备,2.19,8.0,1.0,14.91,"PCB板, "
161,600433.SH,600433,冠豪高新,造纸,2.19,1.0,0.0,4.68,"央企改革, 回购, 业绩预增, 造纸, 彩票, "
162,300341.SZ,300341,麦克奥迪,电气设备,2.17,8.0,0.0,7.86,
163,002688.SZ,002688,金河生物,化学制药,2.16,8.0,0.0,6.45,"内蒙古, 业绩预增, 动物保健, "
164,600400.SH,600400,红豆股份,服饰,2.14,1.0,0.0,4.33,"回购, 纺织服装, 物联网, 工业互联网, 独角兽, 创投, "
165,600198.SH,600198,大唐电信,通信设备,2.13,9.0,0.0,18.01,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
166,300025.SZ,300025,华星创业,通信设备,2.13,9.0,0.0,7.26,"5G, 华为产业链, 物联网, 云计算, 股权转让, "
167,300414.SZ,300414,中光防雷,元器件,2.12,3.0,1.0,23.44,"5G, 军工, 军民融合, 高送转, 资产重组, "
168,002810.SZ,002810,山东赫达,化工原料,2.11,8.0,1.0,28.18,"业绩预增, 高送转, "
169,603878.SH,603878,武进不锈,钢加工,2.11,3.0,0.0,15.71,"钢铁, 业绩预增, "
170,600201.SH,600201,生物股份,生物制药,2.1,2.0,1.0,15.84,"MSCI, 内蒙古, 回购, 动物保健, "
171,002192.SZ,002192,融捷股份,专用机械,2.1,3.0,1.0,29.43,"石墨电极, 教育, 锂电池, 新能源汽车, "
172,002124.SZ,002124,天邦股份,饲料,2.1,8.0,1.0,20.97,"饲料, 养猪, 动物保健, 强势人气股, "
173,300761.SZ,300761,立华股份,农业综合,2.09,8.0,1.0,63.0,"次新股, 养猪, 养鸡, "
174,300130.SZ,300130,新国都,电脑设备,2.08,8.0,1.0,18.5,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
175,600526.SH,600526,*ST菲达,环境保护,2.08,3.0,1.0,5.12,"浙江国企改革, 大气治理, 环保, "
176,300526.SZ,300526,中潜股份,专用机械,2.07,1.0,0.0,12.97,"纺织服装, 智能制造, 机器人, 体育产业, "
177,600785.SH,600785,新华百货,百货,2.04,2.0,1.0,17.72,"新零售, 股权争夺, 宁夏, "
178,002690.SZ,002690,美亚光电,专用机械,2.04,5.0,1.0,27.39,"社保重仓, 智能制造, 医疗器械, 机器视觉, "
