,ts_code,name,industry,biggest_jump,last_daily_p_change,circ_mv
2692,600687.SH,刚泰控股,黄金,-0.28,-0.008,509070.6105
818,002356.SZ,赫美集团,其他商业,-0.28,-0.019,378428.6488
2363,600283.SH,钱江水利,水务,-0.275,0.022,398532.2108
1286,002836.SZ,新宏泽,广告包装,-0.275,-0.017,67077.92
1211,002755.SZ,东方新星,建筑施工,-0.272,0.005,230507.964
1382,002940.SZ,昂利康,化学制药,-0.271,0.0,86400.0
1045,002584.SZ,西陇科学,化工原料,-0.271,-0.034,216180.6707
2221,600119.SH,长江投资,仓储物流,-0.269,-0.045,239157.2
2500,600463.SH,空港股份,园区开发,-0.268,-0.011,174636.0
1068,002607.SZ,亚夏汽车,汽车服务,-0.267,-0.001,507889.7575
3454,603773.SH,沃格光电,元器件,-0.265,0.004,101997.6583
2694,600689.SH,上海三毛,纺织,-0.264,0.013,155552.6341
129,000536.SZ,华映科技,元器件,-0.263,-0.016,370618.5592
2557,600532.SH,宏达矿业,普钢,-0.262,-0.033,227068.9168
8,000010.SZ,美丽生态,建筑施工,-0.262,-0.02,182237.8005
517,002054.SZ,德美化工,化工原料,-0.261,0.019,197930.6276
353,000852.SZ,石化机械,化工机械,-0.261,-0.02,461777.7367
2168,600062.SH,华润双鹤,化学制药,-0.26,-0.012,977188.451
220,000662.SZ,天夏智慧,软件服务,-0.258,-0.015,226430.8544
210,000638.SZ,万方发展,批发业,-0.256,0.012,177595.6
640,002177.SZ,御银股份,电脑设备,-0.254,0.006,217203.029
2499,600462.SH,九有股份,元器件,-0.253,0.043,194295.92
155,000566.SZ,海南海药,化学制药,-0.253,0.031,616686.2806
1030,002569.SZ,步森股份,服饰,-0.252,0.007,139347.2504
1036,002575.SZ,群兴玩具,文教休闲,-0.252,0.09,397386.0
799,002337.SZ,赛象科技,化工机械,-0.251,0.013,227986.0603
2924,600986.SH,科达股份,互联网,-0.25,-0.011,555797.5279
1170,002711.SZ,欧浦智网,仓储物流,-0.248,0.039,451571.8005
244,000691.SZ,亚太实业,区域地产,-0.247,0.007,124037.6501
126,000532.SZ,华金资本,元器件,-0.246,0.02,366153.3534
1322,002875.SZ,安奈儿,服饰,-0.246,-0.008,57187.3315
230,000673.SZ,当代东方,影视音像,-0.245,-0.014,395235.27
2243,600146.SH,商赢环球,服饰,-0.244,-0.015,148200.0
1379,002937.SZ,兴瑞科技,元器件,-0.243,-0.042,96692.0
763,002301.SZ,齐心集团,文教休闲,-0.243,0.009,523891.7057
1381,002939.SZ,长城证券,证券,-0.242,-0.009,308478.4928
1116,002655.SZ,共达电声,元器件,-0.242,-0.015,240120.0
437,000971.SZ,高升控股,互联网,-0.242,-0.022,215480.6825
2562,600538.SH,国发股份,医药商业,-0.239,-0.014,196441.7013
3072,601811.SH,新华文轩,出版业,-0.239,0.001,189537.845
3136,603021.SH,山东华鹏,玻璃,-0.236,-0.022,180824.9758
3387,603619.SH,中曼石油,石油开采,-0.235,-0.001,246513.1761
1216,002760.SZ,凤形股份,机械基件,-0.234,-0.023,105630.3058
566,002103.SZ,广博股份,文教休闲,-0.234,0.011,172935.0107
2451,600387.SH,海越能源,石油贸易,-0.234,-0.051,318982.17
2781,600781.SH,辅仁药业,中成药,-0.233,-0.011,231225.9089
69,000159.SZ,国际实业,石油贸易,-0.233,-0.002,206408.7571
535,002072.SZ,凯瑞德,互联网,-0.232,-0.011,118399.855
1129,002668.SZ,奥马电器,家用电器,-0.232,0.021,350705.522
926,002464.SZ,众应互联,互联网,-0.232,-0.017,260252.291
1367,002923.SZ,润都股份,化学制药,-0.231,-0.012,70200.0
1080,002619.SZ,艾格拉斯,互联网,-0.231,-0.024,505613.768
2236,600136.SH,当代明诚,影视音像,-0.23,-0.035,304714.6474
1240,002786.SZ,银宝山新,专用机械,-0.23,-0.011,86123.52
185,000608.SZ,阳光股份,区域地产,-0.23,-0.045,352406.8737
3325,603477.SH,振静股份,纺织,-0.229,-0.014,88189.5
3188,603108.SH,润达医疗,医药商业,-0.229,-0.046,376637.0405
2369,600290.SH,华仪电气,电气设备,-0.228,-0.002,255538.5741
313,000793.SZ,华闻传媒,出版业,-0.227,-0.012,608762.7167
720,002258.SZ,利尔化学,农药化肥,-0.227,-0.007,720051.0951
2299,600210.SH,紫江企业,广告包装,-0.227,0.011,567259.3231
2794,600796.SH,钱江生化,农药化肥,-0.226,0.026,169086.6028
1223,002768.SZ,国恩股份,塑料,-0.226,-0.038,557040.0
3223,603187.SH,海容冷链,机械基件,-0.226,-0.018,99360.0
920,002458.SZ,益生股份,农业综合,-0.225,-0.019,260798.9547
2854,600864.SH,哈投股份,证券,-0.224,-0.004,707086.1741
2919,600981.SH,汇鸿集团,商贸代理,-0.224,0.023,293802.5768
2738,600735.SH,新华锦,商贸代理,-0.224,-0.016,207171.7551
1235,002780.SZ,三夫户外,其他商业,-0.223,-0.013,78539.1421
1307,002859.SZ,洁美科技,元器件,-0.223,-0.011,326579.8438
697,002234.SZ,民和股份,农业综合,-0.223,-0.028,213136.9988
1050,002589.SZ,瑞康医药,医药商业,-0.222,-0.046,804818.6846
3450,603758.SH,秦安股份,汽车配件,-0.222,-0.012,79965.8291
979,002517.SZ,恺英网络,互联网,-0.222,-0.015,391382.6418
971,002509.SZ,天广中茂,专用机械,-0.222,-0.016,479194.9492
576,002113.SZ,天润数娱,互联网,-0.221,-0.051,332435.428
452,000989.SZ,九芝堂,中成药,-0.221,-0.05,411332.9364
475,002012.SZ,凯恩股份,造纸,-0.221,0.007,197063.5534
951,002489.SZ,浙江永强,家居用品,-0.221,-0.022,508755.3549
1374,002931.SZ,锋龙股份,汽车配件,-0.221,-0.042,73348.22
2316,600229.SH,城市传媒,出版业,-0.22,-0.006,487254.6309
214,000652.SZ,泰达股份,批发业,-0.22,0.003,470246.0932
2846,600856.SH,中天能源,供气供热,-0.219,-0.018,573641.2183
2170,600064.SH,南京高科,园区开发,-0.219,-0.009,936855.3211
434,000968.SZ,蓝焰控股,煤炭开采,-0.219,-0.028,549709.29
1335,002888.SZ,惠威科技,元器件,-0.219,-0.005,66670.1736
3385,603617.SH,君禾股份,专用机械,-0.219,-0.011,51164.597
830,002368.SZ,太极股份,软件服务,-0.219,-0.031,887422.6663
2313,600226.SH,瀚叶股份,农药化肥,-0.218,-0.02,599853.5708
575,002112.SZ,三变科技,电气设备,-0.218,-0.014,119471.6647
3165,603066.SH,音飞储存,仓储物流,-0.217,-0.024,127591.233
2819,600824.SH,益民集团,百货,-0.217,-0.003,365747.3943
2412,600339.SH,中油工程,石油加工,-0.217,-0.003,597589.5549
482,002019.SZ,亿帆医药,化学制药,-0.217,-0.071,870171.0233
839,002377.SZ,国创高新,石油加工,-0.217,-0.016,208919.7609
939,002477.SZ,雏鹰农牧,农业综合,-0.216,-0.019,307425.5499
2687,600682.SH,南京新百,百货,-0.216,-0.021,891341.3661
3010,601319.SH,中国人保,保险,-0.216,-0.011,613822.68
606,002143.SZ,印纪传媒,影视音像,-0.216,-0.012,310745.5212
3455,603776.SH,永安行,公共交通,-0.216,-0.025,168742.2948
2335,600250.SH,南纺股份,商贸代理,-0.215,0.023,183930.3391
2898,600936.SH,广西广电,影视音像,-0.214,-0.028,448493.7461
1354,002909.SZ,集泰股份,化工原料,-0.214,-0.027,90238.0243
269,000722.SZ,湖南发展,水力发电,-0.213,0.006,288706.4514
497,002034.SZ,旺能环境,环境保护,-0.213,-0.012,258378.7556
3293,603355.SH,莱克电气,家用电器,-0.213,-0.023,876185.0
3219,603180.SH,金牌厨柜,家居用品,-0.212,-0.008,108031.0189
647,002184.SZ,海得控制,软件服务,-0.212,0.004,134100.956
2739,600736.SH,苏州高新,园区开发,-0.212,-0.009,626303.3414
483,002020.SZ,京新药业,化学制药,-0.212,-0.01,499944.4614
701,002238.SZ,天威视讯,影视音像,-0.211,0.012,408687.8184
816,002354.SZ,天神娱乐,互联网,-0.211,-0.016,382837.6542
1221,002766.SZ,索菱股份,汽车配件,-0.211,-0.007,146495.3684
889,002427.SZ,*ST尤夫,化纤,-0.211,-0.033,511975.8369
3286,603335.SH,迪生力,汽车配件,-0.209,-0.023,92926.548
934,002472.SZ,双环传动,机械基件,-0.209,-0.018,333986.6994
2601,600584.SH,长电科技,半导体,-0.209,-0.047,933359.2447
795,002333.SZ,罗普斯金,铝,-0.209,-0.007,294861.5898
821,002359.SZ,北讯集团,通信设备,-0.209,-0.017,603981.3335
164,000582.SZ,北部湾港,港口,-0.209,-0.026,194223.2932
710,002247.SZ,聚力文化,软件服务,-0.208,-0.02,264434.2918
1078,002617.SZ,露笑科技,电气设备,-0.208,-0.013,461557.0236
672,002209.SZ,达意隆,轻工机械,-0.208,-0.004,108699.0675
2835,600843.SH,上工申贝,纺织机械,-0.208,-0.017,212033.5116
3459,603787.SH,新日股份,摩托车,-0.207,-0.009,72874.92
2283,600191.SH,华资实业,食品,-0.207,-0.002,211430.352
2234,600133.SH,东湖高新,园区开发,-0.207,0.007,346776.7964
627,002164.SZ,宁波东力,电气设备,-0.207,-0.034,124943.9276
117,000521.SZ,长虹美菱,家用电器,-0.206,0.01,253602.7958
1161,002700.SZ,新疆浩源,供气供热,-0.206,-0.017,340060.1357
558,002095.SZ,生意宝,互联网,-0.206,-0.022,515606.4485
673,002210.SZ,飞马国际,仓储物流,-0.206,0.035,679726.2013
351,000850.SZ,华茂股份,纺织,-0.206,-0.012,308486.0739
1131,002670.SZ,国盛金控,证券,-0.205,-0.011,621399.1885
585,002122.SZ,*ST天马,机械基件,-0.205,-0.011,215533.6183
156,000567.SZ,海德股份,多元金融,-0.204,-0.002,170507.1514
2327,600240.SH,华业资本,全国地产,-0.204,0.099,428700.3336
3253,603269.SH,海鸥股份,机械基件,-0.203,-0.008,54527.4654
3522,603906.SH,龙蟠科技,化工原料,-0.203,-0.004,85486.103
1185,002727.SZ,一心堂,医药商业,-0.203,-0.037,580682.1832
2477,600422.SH,昆药集团,中成药,-0.202,-0.013,466819.8971
212,000650.SZ,仁和药业,中成药,-0.202,-0.021,736607.0369
183,000606.SZ,顺利办,互联网,-0.202,0.003,355194.32
1180,002722.SZ,金轮股份,纺织机械,-0.202,0.001,163717.9953
1126,002665.SZ,首航节能,电气设备,-0.202,-0.019,685961.8531
1061,002600.SZ,领益智造,元器件,-0.201,-0.015,383875.8837
2684,600679.SH,上海凤凰,文教休闲,-0.2,-0.025,245357.2796
1277,002826.SZ,易明医药,中成药,-0.2,-0.013,134582.395
173,000593.SZ,大通燃气,供气供热,-0.2,-0.016,201450.5006
3401,603658.SH,安图生物,医疗保健,-0.199,-0.03,682279.3866
888,002426.SZ,胜利精密,元器件,-0.199,-0.016,520025.6136
187,000610.SZ,西安旅游,旅游服务,-0.199,0.09,194067.6738
3161,603058.SH,永吉股份,广告包装,-0.198,-0.041,234451.848
2777,600777.SH,新潮能源,综合类,-0.198,-0.043,650355.0587
2629,600614.SH,鹏起科技,综合类,-0.198,-0.014,513905.8037
2397,600322.SH,天房发展,区域地产,-0.197,0.0,378149.4
165,000584.SZ,哈工智能,化纤,-0.197,-0.022,389403.0565
2771,600770.SH,综艺股份,综合类,-0.197,-0.016,640900.0
698,002235.SZ,安妮股份,互联网,-0.197,-0.014,280698.6882
127,000533.SZ,万家乐,电气设备,-0.197,0.096,243140.352
323,000806.SZ,银河生物,生物制药,-0.197,-0.009,304523.4592
2230,600129.SH,太极集团,中成药,-0.196,-0.012,379935.66
1352,002907.SZ,华森制药,化学制药,-0.196,-0.022,153317.8
1248,002795.SZ,永和智控,机械基件,-0.196,-0.026,93138.75
168,000587.SZ,金洲慈航,批发业,-0.196,-0.012,309318.0218
489,002026.SZ,山东威达,机械基件,-0.196,-0.016,208039.1193
2643,600630.SH,龙头股份,纺织,-0.195,-0.012,305900.3498
1313,002865.SZ,钧达股份,汽车配件,-0.195,0.023,77343.0
2550,600525.SH,长园集团,电气设备,-0.195,-0.012,741680.2863
1265,002813.SZ,路畅科技,汽车配件,-0.195,-0.026,71760.0
2635,600620.SH,天宸股份,综合类,-0.195,-0.016,380419.1206
2319,600232.SH,金鹰股份,纺织,-0.195,-0.033,182723.9905
2755,600753.SH,东方银星,批发业,-0.194,-0.015,192256.0
1009,002548.SZ,金新农,饲料,-0.193,-0.045,217683.4038
409,000931.SZ,中关村,生物制药,-0.193,-0.007,488655.0221
914,002452.SZ,长高集团,电气设备,-0.192,-0.003,153714.3716
2314,600227.SH,圣济堂,农药化肥,-0.192,-0.02,357430.0425
468,002005.SZ,德豪润达,家用电器,-0.192,-0.041,379703.9872
638,002175.SZ,东方网络,电器仪表,-0.192,-0.024,171967.8413
789,002327.SZ,富安娜,纺织,-0.192,-0.06,351508.4036
2266,600172.SH,黄河旋风,矿物制品,-0.192,-0.027,383580.1209
774,002312.SZ,三泰控股,电脑设备,-0.191,-0.026,308402.5569
226,000669.SZ,金鸿控股,供气供热,-0.191,-0.003,442828.0344
2667,600658.SH,电子城,园区开发,-0.191,-0.002,615221.7748
1202,002745.SZ,木林森,半导体,-0.191,-0.011,629043.6511
283,000739.SZ,普洛药业,化学制药,-0.19,-0.029,849796.6322
3421,603690.SH,至纯科技,专用机械,-0.19,-0.012,150154.704
518,002055.SZ,得润电子,元器件,-0.19,0.002,433981.159
1084,002623.SZ,亚玛顿,玻璃,-0.19,-0.008,255158.2264
641,002178.SZ,延华智能,建筑施工,-0.19,-0.022,277605.1657
2813,600818.SH,中路股份,文教休闲,-0.189,-0.04,260087.9956
1304,002856.SZ,美芝股份,装修装饰,-0.189,-0.053,67505.76
345,000835.SZ,长城动漫,影视音像,-0.189,-0.035,141451.965
1353,002908.SZ,德生科技,元器件,-0.189,-0.017,152745.4808
1195,002737.SZ,葵花药业,中成药,-0.188,-0.015,789637.9239
2239,600139.SH,西部资源,汽车整车,-0.188,-0.009,211804.9626
2342,600259.SH,广晟有色,小金属,-0.188,-0.039,588989.5856
474,002011.SZ,盾安环境,工程机械,-0.188,-0.035,388585.8715
3413,603678.SH,火炬电子,元器件,-0.188,-0.008,698278.5947
3206,603157.SH,拉夏贝尔,服饰,-0.188,-0.029,130347.9061
259,000711.SZ,京蓝科技,软件服务,-0.188,-0.039,240472.9249
2296,600207.SH,安彩高科,元器件,-0.188,-0.015,312570.0
1342,002896.SZ,中大力德,机械基件,-0.188,-0.007,106551.75
2310,600222.SH,太龙药业,中成药,-0.188,-0.038,198407.6441
2457,600393.SH,粤泰股份,全国地产,-0.187,0.022,232228.3047
2531,600503.SH,华丽家族,区域地产,-0.187,-0.006,514335.09
39,000048.SZ,*ST康达,饲料,-0.186,-0.01,748046.3902
108,000509.SZ,华塑控股,其他建材,-0.186,-0.007,248469.4418
3551,603978.SH,深圳新星,铝,-0.186,-0.01,154146.402
1312,002864.SZ,盘龙药业,中成药,-0.186,-0.021,158495.798
2586,600568.SH,中珠医疗,区域地产,-0.186,-0.012,389672.1237
1324,002877.SZ,智能自控,电器仪表,-0.186,-0.022,76681.152
2650,600639.SH,浦东金桥,园区开发,-0.186,0.009,982023.392
162,000576.SZ,广东甘化,造纸,-0.185,-0.031,286615.8426
1079,002618.SZ,丹邦科技,元器件,-0.185,-0.011,764348.4
594,002131.SZ,利欧股份,互联网,-0.185,-0.007,582364.4172
2662,600652.SH,游久游戏,互联网,-0.185,-0.022,326419.7712
3418,603686.SH,龙马环卫,专用机械,-0.185,-0.018,331337.0018
3467,603801.SH,志邦家居,家居用品,-0.184,-0.006,207480.5807
708,002245.SZ,澳洋顺昌,仓储物流,-0.184,-0.007,373077.211
334,000820.SZ,神雾节能,环境保护,-0.184,-0.006,181223.8596
1157,002696.SZ,百洋股份,渔业,-0.184,-0.067,188815.9028
14,000018.SZ,神州长城,装修装饰,-0.184,-0.016,237944.7464
1138,002677.SZ,浙江美大,家用电器,-0.183,-0.03,287093.2137
2836,600844.SH,丹化科技,化工原料,-0.183,-0.029,278905.6849
3400,603657.SH,春光科技,塑料,-0.183,-0.034,70680.0
3310,603386.SH,广东骏亚,元器件,-0.183,-0.05,94137.175
671,002208.SZ,合肥城建,区域地产,-0.182,-0.007,317995.657
2475,600420.SH,现代制药,化学制药,-0.182,-0.015,515618.2564
3282,603329.SH,上海雅仕,仓储物流,-0.182,-0.034,64185.0
581,002118.SZ,紫鑫药业,中成药,-0.182,-0.013,451101.8019
3448,603738.SH,泰晶科技,元器件,-0.182,-0.016,71281.6939
2224,600122.SH,宏图高科,其他商业,-0.182,0.017,479432.8449
838,002376.SZ,新北洋,电脑设备,-0.182,-0.003,894435.7388
184,000607.SZ,华媒控股,广告包装,-0.181,-0.026,371641.187
1207,002750.SZ,龙津药业,中成药,-0.181,-0.026,222481.4626
2138,600020.SH,中原高速,路桥,-0.181,-0.008,854001.2962
206,000633.SZ,合金投资,综合类,-0.181,0.028,182925.5272
2902,600960.SH,渤海汽车,汽车配件,-0.181,-0.021,255048.2108
1145,002684.SZ,猛狮科技,电气设备,-0.181,-0.021,233271.2653
1042,002581.SZ,未名医药,生物制药,-0.181,-0.023,272537.0205
3302,603367.SH,辰欣药业,化学制药,-0.181,-0.027,453671.0446
2432,600366.SH,宁波韵升,电器仪表,-0.18,-0.012,503980.5807
3162,603059.SH,倍加洁,家居用品,-0.18,0.01,66240.0
260,000712.SZ,锦龙股份,证券,-0.18,-0.02,837462.5766
2736,600733.SH,北汽蓝谷,汽车整车,-0.18,-0.042,338555.7
1023,002562.SZ,兄弟科技,化学制药,-0.18,-0.04,226545.8441
689,002226.SZ,江南化工,化工原料,-0.18,-0.024,472006.1941
3225,603189.SH,网达软件,软件服务,-0.18,-0.031,122651.4
3332,603505.SH,金石资源,矿物制品,-0.179,-0.013,149454.1297
819,002357.SZ,富临运业,公路,-0.179,-0.005,180110.7046
894,002432.SZ,九安医疗,医疗保健,-0.179,-0.011,235013.6151
3487,603839.SH,安正时尚,服饰,-0.179,0.005,115538.0709
3168,603076.SH,乐惠国际,专用机械,-0.179,-0.037,65297.252
957,002495.SZ,佳隆股份,食品,-0.179,0.009,225077.3095
3211,603165.SH,荣晟环保,造纸,-0.178,-0.024,69011.712
2700,600695.SH,绿庭投资,多元金融,-0.178,0.064,206321.0066
508,002045.SZ,国光电器,元器件,-0.178,-0.033,207842.8875
2957,601068.SH,中铝国际,建筑施工,-0.178,-0.031,165411.8269
3342,603527.SH,众源新材,铜,-0.178,-0.017,115268.6781
2761,600759.SH,洲际油气,石油开采,-0.178,0.0,584869.6607
146,000555.SZ,神州信息,软件服务,-0.178,-0.018,879754.3855
941,002479.SZ,富春环保,火力发电,-0.177,-0.027,344300.3609
3303,603368.SH,柳药股份,医药商业,-0.177,-0.003,524160.0
1282,002831.SZ,裕同科技,广告包装,-0.177,0.007,475854.1839
995,002534.SZ,杭锅股份,专用机械,-0.177,-0.018,403438.5659
1375,002932.SZ,明德生物,医疗保健,-0.177,-0.017,74791.7675
963,002501.SZ,利源精制,铝,-0.177,-0.013,307400.2463
2816,600821.SH,津劝业,百货,-0.177,-0.007,174000.1181
454,000993.SZ,闽东电力,水力发电,-0.177,-0.02,178294.0
211,000639.SZ,西王食品,食品,-0.176,-0.007,355402.8522
3284,603331.SH,百达精工,专用机械,-0.176,-0.012,46542.8579
668,002205.SZ,国统股份,其他建材,-0.176,-0.006,140195.4857
208,000636.SZ,风华高科,元器件,-0.176,-0.017,985757.7168
557,002094.SZ,青岛金王,日用化工,-0.176,-0.024,313202.3099
636,002173.SZ,创新医疗,医疗保健,-0.176,-0.014,159107.2344
3314,603393.SH,新天然气,供气供热,-0.176,-0.028,313810.2476
1359,002915.SZ,中欣氟材,化工原料,-0.176,-0.042,74134.91
661,002198.SZ,嘉应制药,中成药,-0.176,-0.034,254532.0431
176,000597.SZ,东北制药,化学制药,-0.175,-0.025,489473.1849
167,000586.SZ,汇源通信,通信设备,-0.175,0.046,154365.12
1091,002630.SZ,华西能源,专用机械,-0.175,-0.003,296950.8958
1368,002925.SZ,盈趣科技,元器件,-0.175,-0.035,310735.75
3184,603101.SH,汇嘉时代,百货,-0.175,0.009,109296.0
573,002110.SZ,三钢闽光,普钢,-0.175,-0.015,821396.1334
3153,603040.SH,新坐标,机械基件,-0.175,-0.028,80228.8821
3417,603685.SH,晨丰科技,电气设备,-0.175,-0.026,62322.0
794,002332.SZ,仙琚制药,生物制药,-0.175,-0.011,583069.4807
988,002527.SZ,新时达,电器仪表,-0.175,-0.023,233943.9435
416,000939.SZ,*ST凯迪,新型电力,-0.174,-0.008,361499.042
915,002453.SZ,华软科技,化工原料,-0.174,-0.015,282352.3894
2159,600053.SH,九鼎投资,多元金融,-0.174,0.068,950321.4336
2408,600335.SH,国机汽车,汽车配件,-0.174,-0.029,690953.4176
726,002264.SZ,新华都,超市连锁,-0.174,-0.019,363394.7669
2795,600797.SH,浙大网新,软件服务,-0.174,-0.03,699248.0319
2258,600163.SH,中闽能源,新型电力,-0.174,-0.009,312832.617
2953,601028.SH,玉龙股份,钢加工,-0.174,-0.01,375069.339
7,000009.SZ,中国宝安,综合类,-0.174,-0.021,966623.8141
270,000723.SZ,美锦能源,焦炭加工,-0.174,-0.03,353565.9532
3124,603008.SH,喜临门,家居用品,-0.174,-0.028,300705.96
3151,603038.SH,华立股份,装修装饰,-0.173,-0.027,65004.4868
3429,603707.SH,健友股份,化学制药,-0.173,-0.01,541601.5262
2887,600898.SH,国美通讯,通信设备,-0.173,-0.007,206817.0086
831,002369.SZ,卓翼科技,通信设备,-0.173,-0.031,304230.5973
227,000670.SZ,盈方微,元器件,-0.173,-0.018,200271.923
3190,603111.SH,康尼机电,运输设备,-0.173,-0.01,302737.1325
539,002076.SZ,雪莱特,家用电器,-0.173,0.017,163451.9875
977,002515.SZ,金字火腿,食品,-0.173,0.012,358458.9988
1268,002817.SZ,黄山胶囊,化学制药,-0.173,-0.03,69371.8
2472,600416.SH,湘电股份,电气设备,-0.172,-0.032,483030.0034
1136,002675.SZ,东诚药业,化学制药,-0.172,-0.024,538502.5392
3370,603598.SH,引力传媒,影视音像,-0.172,-0.008,228754.9166
1114,002653.SZ,海思科,化学制药,-0.172,-0.024,497682.5447
2705,600701.SH,*ST工新,综合类,-0.172,-0.029,209487.2039
2450,600386.SH,北巴传媒,公共交通,-0.172,-0.003,279014.4
310,000790.SZ,泰合健康,中成药,-0.171,-0.023,235663.9989
2636,600621.SH,华鑫股份,证券,-0.171,-0.037,488148.0237
859,002397.SZ,梦洁股份,纺织,-0.171,-0.012,182163.4703
2607,600590.SH,泰豪科技,电气设备,-0.171,-0.028,447373.6056
1232,002777.SZ,久远银海,软件服务,-0.171,-0.014,131667.72
341,000829.SZ,天音控股,其他商业,-0.171,-0.016,515155.644
346,000836.SZ,富通鑫茂,通信设备,-0.171,-0.016,455584.9077
542,002079.SZ,苏州固锝,半导体,-0.171,-0.033,342137.2722
1376,002933.SZ,新兴装备,航空,-0.17,-0.016,118603.35
3388,603626.SH,科森科技,专用机械,-0.17,-0.014,124588.1048
460,001696.SZ,宗申动力,摩托车,-0.17,-0.025,388558.295
1137,002676.SZ,顺威股份,塑料,-0.169,-0.003,229668.782
121,000526.SZ,紫光学大,文教休闲,-0.169,0.022,195372.2623
413,000936.SZ,华西股份,化纤,-0.169,0.0,540078.5298
3110,601990.SH,南京证券,证券,-0.169,-0.011,249993.18
748,002286.SZ,保龄宝,食品,-0.169,-0.021,185679.3519
804,002342.SZ,巨力索具,机械基件,-0.169,-0.02,308397.4688
2423,600355.SH,精伦电子,元器件,-0.169,0.043,179120.4688
961,002499.SZ,科林环保,环境保护,-0.169,-0.012,145895.7831
850,002388.SZ,新亚制程,元器件,-0.169,-0.024,208191.6
2830,600836.SH,界龙实业,广告包装,-0.168,-0.018,253171.6735
174,000595.SZ,宝塔实业,机械基件,-0.168,-0.014,216480.6991
899,002437.SZ,誉衡药业,化学制药,-0.168,-0.048,686963.2489
3171,603079.SH,圣达生物,食品,-0.168,-0.01,59477.3312
3224,603188.SH,亚邦股份,染料涂料,-0.168,-0.024,436032.0
682,002219.SZ,恒康医疗,中成药,-0.168,-0.034,682667.8866
1358,002913.SZ,奥士康,元器件,-0.168,-0.013,146788.988
1130,002669.SZ,康达新材,化工原料,-0.168,-0.017,267844.4463
2850,600860.SH,京城股份,专用机械,-0.168,-0.015,152628.0
290,000757.SZ,浩物股份,汽车配件,-0.168,-0.022,225809.8
897,002435.SZ,长江润发,化学制药,-0.167,-0.024,163666.6934
1178,002719.SZ,麦趣尔,乳制品,-0.167,-0.007,169443.5437
990,002529.SZ,海源复材,专用机械,-0.167,-0.012,143200.0
2754,600751.SH,海航科技,水运,-0.167,-0.017,746224.8251
2360,600280.SH,中央商场,百货,-0.167,-0.017,393878.8611
1103,002642.SZ,荣之联,软件服务,-0.167,-0.013,340374.7288
570,002107.SZ,沃华医药,中成药,-0.167,-0.042,231188.938
1291,002841.SZ,视源股份,元器件,-0.167,0.01,370102.2101
723,002261.SZ,拓维信息,互联网,-0.167,0.005,416994.3187
3356,603569.SH,长久物流,仓储物流,-0.166,-0.014,89900.5993
3339,603518.SH,维格娜丝,服饰,-0.166,-0.015,214058.0431
1333,002886.SZ,沃特股份,塑料,-0.166,-0.006,85029.8483
703,002240.SZ,威华股份,家居用品,-0.166,-0.015,383677.743
2733,600730.SH,中国高科,综合类,-0.166,0.0,282768.193
549,002086.SZ,东方海洋,渔业,-0.166,0.0,212600.8884
