,ts_code,symbol,name,industry,COL_LASTPRICE,concept
42,300005.SZ,300005,探路者,服饰,4.06,"大消费, 旅游, 新零售, 业绩预增, 纺织服装, 体育产业, "
43,600025.SH,600025,华能水电,水力发电,4.09,"水电, 央企改革, 业绩预增, "
44,600425.SH,600425,青松建化,水泥,4.1,"一带一路, 业绩预增, 新疆, 水泥, 新疆国企改革, ST摘帽, "
45,600239.SH,600239,云南城投,区域地产,4.16,"旅游, 业绩预增, 供应链金融, 养老产业, 房地产, 互联网金融, 移动支付, 资产重组, "
46,000791.SZ,000791,甘肃电投,水力发电,4.16,"水电, 电改, 业绩预增, 风电, "
47,600481.SH,600481,双良节能,环境保护,4.16,"业绩预增, 物联网, 环保, 污水处理, 无人商店, 地热, "
48,603993.SH,603993,洛阳钼业,小金属,4.21,"MSCI, 有色金属, 业绩预增, 有色-钴, 有色-钼, 有色-钨, 磷化工, 有色-铜, "
49,000886.SZ,000886,海南高速,路桥,4.24,"高速公路, 业绩预增, 特色小镇, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
50,600665.SH,600665,天地源,全国地产,4.25,"业绩预增, 房地产, "
51,000557.SZ,000557,西部创业,铁路,4.32,"业绩预增, 宁夏, "
52,000407.SZ,000407,胜利股份,供气供热,4.33,"油气改革, 业绩预增, 天然气, "
53,601608.SH,601608,中信重工,专用机械,4.34,"业绩预增, 工业自动化, 智能制造, 工业互联网, 机器人, 强势人气股, "
54,600565.SH,600565,迪马股份,全国地产,4.44,"业绩预增, 军工, 军民融合, 房地产, "
55,002510.SZ,002510,天汽模,汽车配件,4.46,"特斯拉, 蔚来汽车概念股, 业绩预增, 军工, 军民融合, 汽车零部件, 锂电池, 新能源汽车, 京津冀, "
56,600433.SH,600433,冠豪高新,造纸,4.46,"央企改革, 回购, 业绩预增, 造纸, 彩票, "
57,000563.SZ,000563,陕国投A,多元金融,4.54,"业绩预增, 信托, 债转股-AMC, "
58,000530.SZ,000530,大冷股份,机械基件,4.56,"业绩预增, 冷链, 大数据, 地热, 独角兽, "
59,000425.SZ,000425,徐工机械,工程机械,4.58,"MSCI, 一带一路, 业绩预增, 工业自动化, 机械, 智能制造, 工业互联网, "
60,300318.SZ,300318,博晖创新,医疗保健,4.6,"血制品, 二胎, 业绩预增, 医药, 疫苗, 医疗器械, 药品信息化追溯, 体外诊断, "
61,000795.SZ,000795,英洛华,矿物制品,4.64,"业绩预增, 稀土磁材, 智能制造, 机器人, "
62,000839.SZ,000839,中信国安,综合类,4.67,"MSCI, 金改, 业绩预增, 特色小镇, 锂电池, 量子通信, 新能源汽车, 人工智能, 智能音箱, 广电, "
63,600657.SH,600657,信达地产,全国地产,4.71,"高股息, 业绩预增, 破净股, 债转股-AMC, 房地产, 京津冀, "
64,600812.SH,600812,华北制药,化学制药,4.75,"业绩预增, 雄安-金融, 医药, 化学药, 疫苗, 雄安新区, 维生素, 流感, "
65,600173.SH,600173,卧龙地产,全国地产,4.77,"回购, 业绩预增, 环杭州湾大湾区, 房地产, 游戏, 手游, "
66,600336.SH,600336,澳柯玛,家用电器,4.79,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, "
67,000778.SZ,000778,新兴铸管,钢加工,4.81,"MSCI, 钢铁, 央企改革, 军工研究所, 有色金属, 业绩预增, 军工, 有色-镍, 雄安-建材, 地下管廊, 海绵城市, PPP, 雄安新区, 京津冀, "
68,002165.SZ,002165,红宝丽,化工原料,4.82,"环氧丙烷, 业绩预增, 装配式建筑, 锂电池, 新能源汽车, 壳公司, "
69,002490.SZ,002490,山东墨龙,化工机械,4.83,"油服, 海工装备, 业绩预增, 页岩气, 天然气, ST摘帽, "
70,601872.SH,601872,招商轮船,水运,4.86,"航运, 央企改革, 业绩预增, 天然气, 自贸区, 自由贸易港, 上海自由贸易港, "
71,601619.SH,601619,嘉泽新能,新型电力,4.94,"业绩预增, 风电, 光伏, 区块链, 资产重组, 宁夏, "
72,000157.SZ,000157,中联重科,工程机械,4.95,"MSCI, 一带一路, 乡村振兴, 业绩预增, 宁德时代概念股, 农机, 工业自动化, 机械, 智能制造, 人工智能, 工业互联网, "
73,600057.SH,600057,厦门象屿,仓储物流,4.98,"社保重仓, 福建自贸区, 乡村振兴, 业绩预增, 智慧物流, 土地流转, 智能制造, 快递物流, 自贸区, "
74,002539.SZ,002539,云图控股,农药化肥,5.01,"社保重仓, 调味品, 业绩预增, 食品, 化肥, 磷化工, 电竞, 腾讯概念股, 手游, "
75,002225.SZ,002225,濮耐股份,其他建材,5.05,"有色-镁, 有色金属, 业绩预增, 耐火材料, "
76,600257.SH,600257,大湖股份,渔业,5.08,"业绩预增, 资产重组, "
77,600603.SH,600603,广汇物流,仓储物流,5.08,"业绩预增, 恒大概念股, 智慧物流, 智能制造, 快递物流, "
78,600981.SH,600981,汇鸿集团,商贸代理,5.08,"业绩预增, 万达系, 期货概念, 创投, "
79,000543.SZ,000543,皖能电力,火力发电,5.12,"火电, 电改, 安徽国企改革, 核电, 业绩预增, 量子通信, "
80,600869.SH,600869,智慧能源,电气设备,5.13,"碳纤维, 特高压, 特斯拉, 核电, 业绩预增, 无人机, 雄安-智慧城市, 工业自动化, 高质押率, 锂电池, 智能制造, 雄安新区, 互联网金融, 新能源汽车, 石墨烯, 智慧城市, 股权转让, 独角兽, "
81,600888.SH,600888,新疆众和,铝,5.16,"有色-铝, 养老金持股, 有色-镁, 有色金属, 业绩预增, 新疆, "
82,002272.SZ,002272,川润股份,机械基件,5.18,"业绩预增, 壳公司, "
83,600819.SH,600819,耀皮玻璃,玻璃,5.25,"业绩预增, 上海国企改革, 玻璃, "
84,002255.SZ,002255,海陆重工,专用机械,5.27,"核电, 业绩预增, 光伏, "
85,002228.SZ,002228,合兴包装,广告包装,5.27,"业绩预增, 工业自动化, 小米概念股, 智能制造, 包装印刷, "
86,600353.SH,600353,旭光股份,元器件,5.43,"业绩预增, "
87,002177.SZ,002177,御银股份,电脑设备,5.57,"业绩预增, 互联网金融, 区块链, 腾讯概念股, 国产操作系统, 虹膜识别, 人脸识别, 无人银行, "
88,000757.SZ,000757,浩物股份,汽车配件,5.58,"汽车销售, 业绩预增, 汽车零部件, 天津国企改革, 资产重组, "
89,002195.SZ,002195,二三四五,软件服务,5.59,"MSCI, 业绩预增, 百度概念股, 网络安全, 互联网金融, 区块链, 国产软件, "
90,000899.SZ,000899,赣能股份,火力发电,5.6,"火电, 电改, 业绩预增, "
91,002377.SZ,002377,国创高新,石油加工,5.6,"石墨电极, 业绩预增, 石油化工, 高质押率, 住房租赁, "
92,300263.SZ,300263,隆华科技,专用机械,5.65,"OLED, 业绩预增, 军工, 军民融合, 雄安-公共服务, 环保, 雄安新区, 污水处理, 半导体, 股权转让, 地热, "
93,600429.SH,600429,三元股份,乳制品,5.65,"二胎, 业绩预增, 食品, 乳业（奶粉）, "
94,002397.SZ,002397,梦洁股份,纺织,5.65,"回购, 业绩预增, 纺织服装, "
95,002688.SZ,002688,金河生物,化学制药,5.66,"内蒙古, 业绩预增, 动物保健, "
96,600006.SH,600006,东风汽车,汽车整车,5.7,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
97,002585.SZ,002585,双星新材,塑料,5.7,"OLED, 业绩预增, 定增破发, 包装印刷, "
98,000516.SZ,000516,国际医学,百货,5.74,"血制品, 阿里巴巴概念股, 民营医院, 回购, 业绩预增, 互联网医疗, 医疗信息化, "
99,002083.SZ,002083,孚日股份,纺织,5.74,"回购, 业绩预增, 纺织服装, 人民币贬值受益, "
100,300084.SZ,300084,海默科技,石油开采,5.75,"油服, 海工装备, 油气改革, 可燃冰, 核电, 业绩预增, 页岩气, 天然气, "
101,002685.SZ,002685,华东重机,工程机械,5.82,"业绩预增, 定增破发, 工业自动化, 机械, 智能制造, 机器人, "
102,000859.SZ,000859,国风塑业,塑料,5.85,"安徽国企改革, 业绩预增, 强势人气股, 创投, "
103,000055.SZ,000055,方大集团,其他建材,5.91,"业绩预增, 光伏, 高铁轨交, 装修装饰, "
104,002125.SZ,002125,湘潭电化,化工原料,5.95,"硅锰, 业绩预增, 湖南国企改革, 锂电池, 环保, 新能源汽车, 高送转, 污水处理, "
105,000731.SZ,000731,四川美丰,农药化肥,5.99,"油气改革, 央企改革, 业绩预增, 石油化工, 化肥, 油品升级, "
106,002226.SZ,002226,江南化工,化工原料,6.07,"业绩预增, 风电, 人工智能, 民爆, 独角兽, 手势识别, 创投, "
107,002697.SZ,002697,红旗连锁,超市连锁,6.08,"阿里巴巴概念股, 社保重仓, 新零售, 业绩预增, 股权转让, 共享经济, 年报季报, "
108,002478.SZ,002478,常宝股份,钢加工,6.15,"钢铁, 油气改革, 民营医院, 业绩预增, 页岩气, "
109,300190.SZ,300190,维尔利,环境保护,6.16,"固废处理, 回购, 业绩预增, 环保, 污水处理, "
110,600722.SH,600722,金牛化工,化工原料,6.18,"甲醇, 业绩预增, 雄安新区, 京津冀, 雄安-周边, "
111,601717.SH,601717,郑煤机,工程机械,6.18,"业绩预增, 汽车零部件, 工业自动化, 机械, 河南自贸区, 智能制造, 自贸区, "
112,000978.SZ,000978,桂林旅游,旅游景点,6.24,"东盟博览会, 旅游, 业绩预增, 广西, 腾讯概念股, "
113,300420.SZ,300420,五洋停车,机械基件,6.26,"业绩预增, 智慧物流, 智慧停车, 智能制造, 机器人, "
114,000560.SZ,000560,我爱我家,房产服务,6.27,"大消费, 业绩预增, 房地产, 住房租赁, 资产重组, "
115,300079.SZ,300079,数码科技,通信设备,6.27,"5G, 业绩预增, 谷歌概念股, 网络安全, 互联网金融, 移动支付, 区块链, 彩票, VR&AR, 广电, 影视, 知识产权, "
116,002514.SZ,002514,宝馨科技,机械基件,6.36,"业绩预增, 光伏, 大气治理, 环保, 股权转让, "
117,600675.SH,600675,中华企业,区域地产,6.36,"业绩预增, 房地产, 土地流转, 上海国企改革, "
118,000801.SZ,000801,四川九洲,通信设备,6.39,"光通信, 军工研究所, 大飞机, 通用航空, 业绩预增, 军工, 军民融合, 北斗导航, 家电, 黑色家电, "
119,002398.SZ,002398,建研集团,其他建材,6.42,"福建自贸区, 业绩预增, 兜底式增持, 装配式建筑, 雄安-建材, 雄安新区, 自贸区, "
120,002515.SZ,002515,金字火腿,食品,6.46,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
121,600152.SH,600152,维科技术,电气设备,6.54,"业绩预增, 纺织服装, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
122,600997.SH,600997,开滦股份,煤炭开采,6.57,"煤炭, 甲醇, 业绩预增, 煤化工, "
123,601011.SH,601011,宝泰隆,焦炭加工,6.59,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
124,300006.SZ,300006,莱美药业,化学制药,6.63,"业绩预增, 医药, 化学药, "
125,601958.SH,601958,金钼股份,小金属,6.65,"OLED, MSCI, 新进指数成份股, 有色金属, 业绩预增, 有色-钼, "
126,600984.SH,600984,建设机械,工程机械,6.74,"业绩预增, 恒大概念股, 机械, 举牌股, "
127,002553.SZ,002553,南方轴承,汽车配件,6.77,"大飞机, 业绩预增, 汽车零部件, "
128,300067.SZ,300067,安诺其,染料涂料,6.78,"回购, 业绩预增, 染料, 军工, 军民融合, 环保, 污水处理, 独角兽, "
129,002097.SZ,002097,山河智能,工程机械,6.81,"大飞机, 通用航空, 业绩预增, 军工, 军民融合, 无人机, 机械, 智能制造, 股权转让, 国资入股, 机器人, "
130,601003.SH,601003,柳钢股份,普钢,6.84,"钢铁, 新进指数成份股, 业绩预增, 广西, "
131,002442.SZ,002442,龙星化工,化工原料,6.85,"业绩预增, 炭黑, 煤化工, 新能源汽车, 京津冀, "
132,600199.SH,600199,金种子酒,白酒,6.88,"安徽国企改革, 白酒, 业绩预增, "
133,002461.SZ,002461,珠江啤酒,啤酒,6.89,"啤酒, 新零售, 业绩预增, "
134,600865.SH,600865,百大集团,百货,6.91,"业绩预增, 独角兽, 蚂蚁金服概念股, "
135,002386.SZ,002386,天原集团,化工原料,6.93,"烧碱, PVC, 业绩预增, 供应链金融, 债转股-AMC, 锂电池, 磷化工, 新能源汽车, 钛白粉, "
136,600466.SH,600466,蓝光发展,区域地产,6.96,"MSCI, 业绩预增, 房地产, 3D打印, 智能制造, "
137,002059.SZ,002059,云南旅游,旅游景点,6.96,"央企改革, 旅游, 业绩预增, 资产重组, "
138,300120.SZ,300120,经纬辉开,电气设备,6.97,"业绩预增, 苹果产业链, 电子车牌, "
139,002425.SZ,002425,凯撒文化,互联网,7.0,"业绩预增, 纺织服装, 游戏, 手游, 动漫, "
140,000713.SZ,000713,丰乐种业,种植业,7.02,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
141,600644.SH,600644,乐山电力,水力发电,7.08,"水电, 业绩预增, 举牌股, "
142,002696.SZ,002696,百洋股份,渔业,7.15,"教育, 社保重仓, 业绩预增, 广西, "
143,000906.SZ,000906,浙商中拓,批发业,7.22,"业绩预增, 浙江国企改革, "
144,002549.SZ,002549,凯美特气,环境保护,7.25,"业绩预增, 碳交易, "
145,603030.SH,603030,全筑股份,装修装饰,7.3,"回购, 业绩预增, 智能制造, 机器人, 装修装饰, "
146,000690.SZ,000690,宝新能源,火力发电,7.31,"火电, 业绩预增, 参股券商, 风电, "
147,600491.SH,600491,龙元建设,建筑施工,7.32,"社保重仓, 业绩预增, 大基建, 环杭州湾大湾区, PPP, "
148,000528.SZ,000528,柳工,工程机械,7.35,"一带一路, 业绩预增, 机械, 石墨烯, 广西, "
149,300221.SZ,300221,银禧科技,塑料,7.36,"石墨电极, 有色金属, 业绩预增, 有色-钴, 宁德时代概念股, 3D打印, 智能制造, LED, "
150,601857.SH,601857,中国石油,石油开采,7.41,"MSCI, 中字头, 油气改革, 可燃冰, 央企改革, 业绩预增, 页岩气, 天然气, 石油化工, 油品升级, "
151,300092.SZ,300092,科新机电,专用机械,7.41,"核电, 业绩预增, 军工, 军民融合, 石油化工, "
152,002318.SZ,002318,久立特材,特种钢,7.42,"钢铁, 油气改革, 核电, 业绩预增, 天然气, "
153,000099.SZ,000099,中信海直,空运,7.43,"国家队重仓, 通用航空, 业绩预增, 无人机, "
154,600330.SH,600330,天通股份,元器件,7.51,"OLED, 特斯拉, 军工研究所, 业绩预增, 军工, 稀土磁材, 无线充电, 新能源汽车, 半导体, 充电桩, "
155,002616.SZ,002616,长青集团,环境保护,7.53,"固废处理, 业绩预增, 粤港澳大湾区, 厨卫家电, 雄安-公共服务, 家电, 环保, 雄安新区, "
156,000932.SZ,000932,华菱钢铁,普钢,7.54,"MSCI, 钢铁, 新进指数成份股, 业绩预增, 债转股-AMC, 湖南国企改革, 资产重组, "
157,000036.SZ,000036,华联控股,全国地产,7.54,"业绩预增, 房地产, "
158,000656.SZ,000656,金科股份,区域地产,7.61,"MSCI, 业绩预增, 房地产, 股权争夺, "
159,300206.SZ,300206,理邦仪器,医疗保健,7.67,"二胎, 回购, 业绩预增, 医疗器械, 体外诊断, "
160,002438.SZ,002438,江苏神通,机械基件,7.7,"一带一路, 核电, 业绩预增, 大气治理, 环保, 举牌股, "
161,000519.SZ,000519,中兵红箭,矿物制品,7.7,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 军民融合, "
162,002485.SZ,002485,希努尔,服饰,7.72,"旅游, 回购, 业绩预增, 纺织服装, 特色小镇, 高质押率, 资产重组, "
163,002632.SZ,002632,道明光学,化工原料,7.72,"业绩预增, 锂电池, 新能源汽车, VR&AR, 智慧安防, 充电桩, "
164,002135.SZ,002135,东南网架,建筑施工,7.72,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
165,601113.SH,601113,华鼎股份,化纤,7.73,"业绩预增, 锦纶（尼龙）, 石油化工, 跨境电商, 股权转让, 国资入股, "
166,000606.SZ,000606,顺利办,互联网,7.74,"业绩预增, 大数据, 区块链, 创投, "
167,300251.SZ,300251,光线传媒,影视音像,7.77,"MSCI, 阿里巴巴概念股, 美团概念股, 业绩预增, 创业板人气股, VR&AR, 影视, 动漫, "
168,000600.SZ,000600,建投能源,火力发电,7.77,"火电, 电改, 核电, 业绩预增, 雄安-公共服务, 雄安新区, 京津冀, "
169,000969.SZ,000969,安泰科技,钢加工,7.83,"碳纤维, 央企改革, 有色金属, 业绩预增, 有色-钼, 稀土磁材, 有色-钨, 小米概念股, 燃料电池, 3D打印, 智能制造, 无线充电, "
170,000040.SZ,000040,东旭蓝天,新型电力,7.88,"雄安-地产, 业绩预增, 破净股, 粤港澳大湾区, 光伏, 定增破发, 房地产, 环保, 智能制造, 雄安新区, 污水处理, 区块链, 机器人, "
171,002182.SZ,002182,云海金属,小金属,7.9,"有色-铝, 有色-镁, 特斯拉, 有色金属, 业绩预增, 小米概念股, 耐火材料, 股权转让, 苹果产业链, "
172,002545.SZ,002545,东方铁塔,钢加工,7.92,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
173,002637.SZ,002637,赞宇科技,日用化工,7.93,"业绩预增, 环保, 污水处理, 股权转让, "
174,000722.SZ,000722,湖南发展,水力发电,7.94,"水电, 业绩预增, 湖南国企改革, 养老产业, 创投, "
175,002627.SZ,002627,宜昌交运,公共交通,7.94,"旅游, 汽车销售, 业绩预增, 特色小镇, 定增破发, 共享经济, "
176,002300.SZ,002300,太阳电缆,电气设备,7.96,"业绩预增, 军工, 军民融合, "
177,600125.SH,600125,铁龙物流,铁路,8.0,"混改, 央企改革, 业绩预增, 铁总混改, 冷链, 快递物流, 高铁轨交, "
178,600250.SH,600250,南纺股份,商贸代理,8.05,"业绩预增, 人民币贬值受益, "
179,600160.SH,600160,巨化股份,化工原料,8.06,"烧碱, MSCI, 国家队重仓, 甲醇, 制冷剂, 业绩预增, 浙江国企改革, 化肥, 半导体, "
180,000759.SZ,000759,中百集团,超市连锁,8.07,"新零售, 业绩预增, "
181,000702.SZ,000702,正虹科技,饲料,8.1,"饲料, 业绩预增, 湖南国企改革, 农垦, "
182,000566.SZ,000566,海南海药,化学制药,8.12,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
183,002290.SZ,002290,中科新材,家用电器,8.13,"业绩预增, 供应链金融, 白色家电, 家电, "
184,600505.SH,600505,西昌电力,水力发电,8.17,"水电, 央企改革, 业绩预增, "
185,002278.SZ,002278,神开股份,化工机械,8.18,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
186,002717.SZ,002717,岭南股份,环境保护,8.23,"主题公园, 社保重仓, 业绩预增, 园林, 雄安-园林环保, PPP, 环保, 雄安新区, 高送转, 污水处理, VR&AR, "
187,002369.SZ,002369,卓翼科技,通信设备,8.23,"华为产业链, 回购, 业绩预增, 物联网, 工业自动化, 小米概念股, 智能制造, 区块链, 苹果产业链, 资产重组, LED, 科创板概念股, 创投, "
188,002037.SZ,002037,久联发展,化工原料,8.25,"央企改革, 业绩预增, 民爆, 资产重组, "
189,600622.SH,600622,光大嘉宝,区域地产,8.27,"业绩预增, 房地产, 住房租赁, "
190,000931.SZ,000931,中关村,生物制药,8.34,"业绩预增, 雄安-智慧城市, 养老产业, 医药, 房地产, 创新药, 雄安新区, 京津冀, 创投, "
191,600995.SH,600995,文山电力,水力发电,8.39,"水电, 电改, 央企改革, 业绩预增, "
192,002137.SZ,002137,麦达数字,互联网,8.42,"业绩预增, 物联网, 小米概念股, 云计算, 独角兽, LED, "
193,600206.SH,600206,有研新材,半导体,8.49,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, "
194,002541.SZ,002541,鸿路钢构,钢加工,8.51,"业绩预增, 装配式建筑, 智慧停车, 智慧城市, "
195,600387.SH,600387,海越能源,石油贸易,8.51,"油气改革, 业绩预增, 石油化工, 定增破发, 油品升级, 创投, "
196,600738.SH,600738,兰州民百,百货,8.6,"回购, 业绩预增, "
197,600021.SH,600021,上海电力,火力发电,8.61,"火电, 电改, 央企改革, 业绩预增, 光伏, 债转股-AMC, 资产重组, "
198,002240.SZ,002240,威华股份,家居用品,8.65,"业绩预增, 定增破发, 稀土磁材, 土地流转, 锂电池, 新能源汽车, 家具家居, "
199,002075.SZ,002075,沙钢股份,特种钢,8.74,"钢铁, 业绩预增, 云计算, 资产重组, "
200,002740.SZ,002740,爱迪尔,服饰,8.74,"业绩预增, 供应链金融, 高质押率, 股权转让, 资产重组, "
201,000961.SZ,000961,中南建设,建筑施工,8.8,"MSCI, 业绩预增, 房地产, 区块链, "
202,600623.SH,600623,华谊集团,汽车配件,8.91,"甲醇, 业绩预增, 石油化工, 轮胎, 上海国企改革, 醋酸, 进口博览会, "
203,300121.SZ,300121,阳谷华泰,化工原料,8.92,"业绩预增, 股权转让, 橡胶, "
204,002608.SZ,002608,江苏国信,火力发电,8.96,"火电, 业绩预增, 信托, 债转股-AMC, "
205,002326.SZ,002326,永太科技,化工原料,9.01,"OLED, 农药, 业绩预增, 医药, 化学药, 锂电池, 新能源汽车, 半导体, 股权转让, "
206,600295.SH,600295,鄂尔多斯,小金属,9.05,"烧碱, PVC, 内蒙古, 硅锰, 业绩预增, 高质押率, 资产重组, "
207,000032.SZ,000032,深桑达A,元器件,9.08,"央企改革, 军工研究所, 业绩预增, 军工, 无线充电, 无人商店, 智慧城市, 高铁轨交, 智慧安防, "
208,002099.SZ,002099,海翔药业,化学制药,9.13,"回购, 业绩预增, 染料, 医药, 化学药, "
209,300459.SZ,300459,金科文化,化工原料,9.15,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
210,002457.SZ,002457,青龙管业,塑料,9.15,"业绩预增, 雄安-建材, 地下管廊, 水利, 海绵城市, PPP, 雄安新区, 宁夏, "
211,300444.SZ,300444,双杰电气,电气设备,9.15,"业绩预增, 锂电池, 新能源汽车, "
212,603333.SH,603333,尚纬股份,电气设备,9.22,"核电, 业绩预增, "
213,300192.SZ,300192,科斯伍德,染料涂料,9.23,"教育, 业绩预增, "
