,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
10,600177.SH,600177,雅戈尔,服饰,True,6.9333,371.25,"中央汇金资产管理有限责任公司
昆仑信托有限责任公司-昆仑信托·添盈投资一号集合资金信托计划
香港中央结算有限公司(陆股通)",3.0
11,601577.SH,601577,长沙银行,银行,True,6.4229,107.2,湖南发展资产管理集团有限公司,1.0
12,300122.SZ,300122,智飞生物,生物制药,True,6.119,1764.45,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金",6.0
13,600763.SH,600763,通策医疗,医疗保健,True,5.9934,1105.18,"中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
深圳市新智达投资管理有限公司-新智达成长一号基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
香港中央结算有限公司(陆股通)
浙江存济医疗教育基金会
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",8.0
14,601658.SH,601658,邮储银行,银行,True,5.5363,687.74,"全国社保基金一一四组合
香港中央结算有限公司(陆股通)",2.0
15,601888.SH,601888,中国中免,旅游服务,True,5.4752,6774.11,"中央汇金资产管理有限责任公司
中国工商银行-上证50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金",5.0
16,300274.SZ,300274,阳光电源,电气设备,True,5.2055,1251.44,"交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金四一三组合
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发高端制造股票型发起式证券投资基金
挪威中央银行-自有资金",7.0
17,000403.SZ,000403,双林生物,生物制药,True,5.1585,234.38,"中国银行股份有限公司-易方达均衡成长股票型证券投资基金
中国信达资产管理股份有限公司",2.0
18,002668.SZ,002668,奥马电器,家用电器,True,4.9645,50.06,"上海一村投资管理有限公司-一村盛汇1号私募证券投资基金
前海开源基金-海通证券-前海开源定增二十二号资产管理计划",2.0
19,000626.SZ,000626,远大控股,商贸代理,True,4.6592,69.82,,0.0
20,300628.SZ,300628,亿联网络,通信设备,True,4.4981,422.23,"中国工商银行股份有限公司-易方达安心回报债券型证券投资基金
中国建设银行股份有限公司-宝盈先进制造灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
全国社保基金一零九组合
中国农业银行股份有限公司-宝盈鸿利收益灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金
全国社保基金六零一组合
中国农业银行股份有限公司-富国互联科技股票型证券投资基金
上海浦东发展银行股份有限公司-易方达裕丰回报债券型证券投资基金",10.0
21,002142.SZ,002142,宁波银行,银行,True,4.0658,2549.15,"宁兴(宁波)资产管理有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
22,600926.SH,600926,杭州银行,银行,True,4.0146,862.07,香港中央结算有限公司(陆股通),1.0
23,601166.SH,601166,兴业银行,银行,True,3.9968,5052.89,香港中央结算有限公司(陆股通),1.0
24,002311.SZ,002311,海大集团,饲料,True,3.9524,1294.81,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城鼎益混合型证券投资基金(LOF)
挪威中央银行-自有资金
全国社保基金一零四组合
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金",7.0
25,600132.SH,600132,重庆啤酒,啤酒,True,3.9094,681.77,"中国工商银行-广发稳健增长证券投资基金
全国社保基金一一五组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
基本养老保险基金八零五组合
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
汇添富基金管理股份有限公司-社保基金1103组合",7.0
26,300763.SZ,300763,锦浪科技,电气设备,True,3.8259,120.58,"中国农业银行股份有限公司-申万菱信新能源汽车主题灵活配置混合型证券投资基金
中信银行股份有限公司-中银智能制造股票型证券投资基金
上海浦东发展银行股份有限公司-广发高端制造股票型发起式证券投资基金
中国农业银行股份有限公司-广发科创主题3年封闭运作灵活配置混合型证券投资基金",4.0
27,003012.SZ,003012,东鹏控股,陶瓷,True,3.6243,29.03,,0.0
28,000568.SZ,000568,泸州老窖,白酒,True,3.1284,4214.13,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金",7.0
29,300595.SZ,300595,欧普康视,医疗保健,True,2.6099,502.37,"全国社保基金四零六组合
中国银行股份有限公司-广发医疗保健股票型证券投资基金
上海彤源投资发展有限公司-彤源同祥私募证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金",6.0
30,603517.SH,603517,绝味食品,食品,True,2.4177,605.89,"全国社保基金一零一组合
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金",6.0
31,600036.SH,600036,招商银行,银行,True,2.3178,11292.3,香港中央结算有限公司(陆股通),1.0
32,601808.SH,601808,中海油服,石油开采,True,2.2592,509.2,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金",6.0
33,600436.SH,600436,片仔癀,中成药,True,2.2255,2078.43,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
深圳市林园投资管理有限责任公司-林园投资29号私募投资基金
香港中央结算有限公司(陆股通)",6.0
34,000633.SZ,000633,合金投资,综合类,True,1.9206,30.65,,0.0
35,603345.SH,603345,安井食品,食品,True,1.9111,644.99,"全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
安联环球投资新加坡有限公司-安联神州A股基金(交易所)",5.0
36,300725.SZ,300725,药石科技,化学制药,True,1.4126,219.94,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
37,600882.SH,600882,妙可蓝多,乳制品,True,1.101,278.13,"中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金",4.0
38,603816.SH,603816,顾家家居,家居用品,True,0.4238,546.11,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
海通证券资管-工商银行-海通投融宝1号集合资产管理计划
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)",6.0
39,000812.SZ,000812,陕西金叶,广告包装,True,0.2451,27.42,,0.0
40,002801.SZ,002801,微光股份,电气设备,True,-0.13,29.03,,0.0
41,002430.SZ,002430,杭氧股份,化工机械,True,-0.1533,313.8,"全国社保基金一一四组合
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国华融资产管理股份有限公司
全国社保基金一一六组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
交通银行股份有限公司-工银瑞信养老产业股票型证券投资基金",8.0
42,002841.SZ,002841,视源股份,元器件,True,-0.1615,569.44,,0.0
43,600519.SH,600519,贵州茅台,白酒,True,-0.3382,29055.9,"中央汇金资产管理有限责任公司
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
深圳市金汇荣盛财富管理有限公司-金汇荣盛三号私募证券投资基金",5.0
44,603489.SH,603489,八方股份,电气设备,True,-0.5732,161.01,"全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
香港中央结算有限公司(陆股通)",8.0
45,002568.SZ,002568,百润股份,红黄酒,True,-0.5768,462.83,"中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
46,601021.SH,601021,春秋航空,空运,True,-0.5867,574.53,"上海明河投资管理有限公司-明河2016私募证券投资基金
民生加银基金-平安银行-民生加银鑫牛定向增发82号资产管理计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
全国社保基金一零六组合",5.0
47,002353.SZ,002353,杰瑞股份,化工机械,True,-0.59,294.66,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
全国社保基金一一四组合
全国社保基金四一八组合
香港中央结算有限公司(陆股通)",4.0
48,603177.SH,603177,德创环保,环境保护,True,-0.666,21.09,中阅资本管理股份公司-中阅聚焦3号私募证券投资基金,1.0
49,603833.SH,603833,欧派家居,家居用品,True,-0.7491,980.32,"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国银行-华夏回报证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-华安聚优精选混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",6.0
50,605376.SH,605376,博迁新材,小金属,True,-1.0405,34.83,,0.0
51,002138.SZ,002138,顺络电子,元器件,True,-1.2573,239.22,"全国社保基金四零六组合
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)",6.0
52,002572.SZ,002572,索菲亚,家居用品,True,-1.3966,225.02,"华鑫国际信托有限公司-华鑫信托·国鑫38号集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
中央汇金资产管理有限责任公司
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
国泰基金管理有限公司-社保基金四二一组合
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
香港中央结算有限公司(陆股通)
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划",8.0
53,603801.SH,603801,志邦家居,家居用品,True,-1.5182,107.37,"全国社保基金一一四组合
香港中央结算有限公司(陆股通)",2.0
54,600885.SH,600885,宏发股份,电气设备,True,-2.0885,471.36,"全国社保基金四零六组合
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
全国社保基金一一二组合
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金",9.0
55,300896.SZ,300896,爱美客,医疗保健,True,-2.6911,235.1,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
全国社保基金六零二组合
中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金",7.0
56,600210.SH,600210,紫江企业,广告包装,True,-2.7957,68.56,香港中央结算有限公司(陆股通),1.0
57,603008.SH,603008,喜临门,家居用品,True,-3.0584,81.05,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行-上投摩根阿尔法股票型证券投资基金
上海蓝墨投资管理有限公司-蓝墨专享4号私募投资基金
浙商证券资管-中国银行-证券行业支持民企发展系列之浙商证券1号分级集合资产管理计划
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
天堂硅谷资产管理集团有限公司-天堂硅谷久盈10号私募投资基金",6.0
58,603313.SH,603313,梦百合,家居用品,True,-3.0823,155.25,"红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划
全国社保基金一一一组合
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合",4.0
59,002271.SZ,002271,东方雨虹,其他建材,True,-3.3246,870.45,"中央汇金资产管理有限责任公司
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
挪威中央银行-自有资金
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金",8.0
60,601966.SH,601966,玲珑轮胎,汽车配件,True,-3.8501,637.27,"中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
全国社保基金一零一组合
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
全国社保基金四一八组合",6.0
61,603337.SH,603337,杰克股份,纺织机械,True,-4.0401,148.86,"大成基金管理有限公司-社保基金17011组合
中国农业银行股份有限公司-大成睿享混合型证券投资基金
香港中央结算有限公司(陆股通)
大成基金管理有限公司-社保基金1101组合
兴业国际信托有限公司-杰克股份1号员工持股集合资金信托
中国农业银行-大成创新成长混合型证券投资基金",6.0
62,603100.SH,603100,川仪股份,电器仪表,True,-4.1785,53.44,,0.0
63,000338.SZ,000338,潍柴动力,汽车配件,True,-4.1891,980.44,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
香港中央结算有限公司(陆股通)
交通银行-融通行业景气证券投资基金
大成基金-农业银行-大成中证金融资产管理计划",5.0
64,300285.SZ,300285,国瓷材料,陶瓷,True,-4.5261,372.25,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
香港中央结算有限公司(陆股通)
国家第一养老金信托公司-自有资金
华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
招商银行股份有限公司-睿远成长价值混合型证券投资基金",7.0
65,003032.SZ,003032,传智教育,文教休闲,True,-4.6185,11.22,,0.0
66,600309.SH,600309,万华化学,化工原料,True,-4.8077,1761.9,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
全国社保基金一零三组合
中央汇金资产管理有限责任公司
全国社保基金一一一组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远成长价值混合型证券投资基金
全国社保基金一零八组合",7.0
67,000902.SZ,000902,新洋丰,农药化肥,True,-4.901,227.89,"基本养老保险基金一零零三组合
广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
长安国际信托股份有限公司-长安信托-新洋丰员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金五零二组合",5.0
68,600426.SH,600426,华鲁恒升,农药化肥,True,-5.0011,708.84,"中央汇金资产管理有限责任公司
兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金一零六组合
全国社保基金一一七组合
博时主题行业混合型证券投资基金(LOF)
汇添富基金管理股份有限公司-社保基金1103组合
汇添富价值精选混合型证券投资基金
全国社保基金一零八组合",9.0
69,300409.SZ,300409,道氏技术,陶瓷,True,-5.1702,48.46,"广发期货有限公司-广发期慧1期资产管理计划
中央汇金资产管理有限责任公司",2.0
70,600356.SH,600356,恒丰纸业,造纸,True,-5.8824,27.24,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",3.0
71,002139.SZ,002139,拓邦股份,元器件,True,-6.5041,96.98,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
首域投资管理(英国)有限公司-首域环球伞子基金:首域中国增长基金
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金",3.0
72,002984.SZ,002984,森麒麟,汽车配件,True,-6.9169,24.98,"基本养老保险基金一零零三组合
华夏银行股份有限公司-建信互联网+产业升级股票型证券投资基金
招商银行股份有限公司-中信建投行业轮换混合型证券投资基金
中国光大银行股份有限公司-建信信息产业股票型证券投资基金
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金
招商银行股份有限公司-万家鑫动力月月购一年滚动持有混合型证券投资基金
中国建设银行股份有限公司-万家消费成长股票型证券投资基金
交通银行股份有限公司-建信科技创新混合型证券投资基金
中国农业银行股份有限公司-万家潜力价值灵活配置混合型证券投资基金",9.0
73,000488.SZ,000488,晨鸣纸业,造纸,True,-6.9794,134.91,"中信证券股份有限公司-社保基金1106组合
全国社保基金四一八组合
中央汇金资产管理有限责任公司
基本养老保险基金一二零八组合",4.0
74,600970.SH,600970,中材国际,建筑工程,True,-7.0119,149.79,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝先进成长混合型证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",6.0
75,600989.SH,600989,宝丰能源,化工原料,True,-7.1619,346.4,"全国社保基金一一八组合
基本养老保险基金一五零六一组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-银华优质增长混合型证券投资基金
上海绿山投资中心(有限合伙)-绿山投资中国优势私募证券投资基金
中国建设银行股份有限公司-银华同力精选混合型证券投资基金",6.0
76,000584.SZ,000584,哈工智能,专用机械,True,-7.2273,42.24,,0.0
77,300888.SZ,300888,稳健医疗,医疗保健,True,-8.0025,84.5,"中国银行股份有限公司-招商医药健康产业股票型证券投资基金
中国银行股份有限公司-招商创新增长混合型证券投资基金
中国农业银行股份有限公司-交银施罗德定期支付双息平衡混合型证券投资基金
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中国银行股份有限公司-招商丰盈积极配置混合型证券投资基金",6.0
78,600409.SH,600409,三友化工,化工原料,True,-8.1369,249.37,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
平安资产-工商银行-平安资产如意28号保险资产管理产品
国泰基金管理有限公司-社保基金四二一组合
香港中央结算有限公司(陆股通)",5.0
79,603260.SH,603260,合盛硅业,化工原料,True,-8.5361,451.27,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
香港中央结算有限公司(陆股通)",2.0
80,002258.SZ,002258,利尔化学,农药化肥,True,-8.6277,140.4,"交通银行股份有限公司-南方成长先锋混合型证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
全国社保基金一零一组合
基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
全国社保基金一一三组合",6.0
81,002539.SZ,002539,云图控股,农药化肥,True,-8.7703,62.82,"全国社保基金六零四组合
全国社保基金四零一组合
全国社保基金一一六组合",3.0
82,300243.SZ,300243,瑞丰高材,化工原料,True,-9.1092,33.91,"深圳市金格投资管理有限公司-金格一号私募证券投资基金
上海通怡投资管理有限公司-通怡海川3号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
83,601015.SH,601015,陕西黑猫,焦炭加工,True,-9.7561,132.66,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
84,002092.SZ,002092,中泰化学,化工原料,True,-9.9338,175.14,"广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
85,605055.SH,605055,迎丰股份,纺织,True,-9.9507,7.31,,0.0
86,601218.SH,601218,吉鑫科技,机械基件,True,-9.9778,39.68,,0.0
87,600096.SH,600096,云天化,农药化肥,True,-9.9867,91.97,"中国长城资产管理股份有限公司
全国社保基金一零七组合",2.0
88,002184.SZ,002184,海得控制,软件服务,True,-9.9944,25.17,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,1.0
89,002331.SZ,002331,皖通科技,软件服务,True,-10.0054,64.08,,0.0
90,002360.SZ,002360,同德化工,化工原料,True,-10.0091,29.52,,0.0
91,300712.SZ,300712,永福股份,建筑工程,True,-10.3235,55.52,中国-比利时直接股权投资基金,1.0
