code,name,pe,p_change_01,past_average_turnover,stop_mark
002409,雅克科技,120.61,16.12,4.027,
601366,利群股份,26.55,16.09,7.647,
300351,永贵电器,35.19,16.056,2.467,
002346,柘中股份,27.17,15.892,3.797,
600726,华电能源,0.0,15.838,1.533,
600276,恒瑞医药,78.39,15.813,0.493,
600556,ST慧球,753.71,15.794,0.807,
300560,中富通,75.06,15.76,7.0,
300601,康泰生物,119.16,15.614,2.26,
600763,通策医疗,56.15,15.563,1.653,
300260,新莱应材,132.69,15.561,2.64,
002134,*ST普林,0.0,15.559,0.797,
000695,滨海能源,242.24,15.529,1.273,
600250,南纺股份,0.0,15.497,0.82,
600626,申达股份,32.53,15.476,1.823,
002773,康弘药业,66.85,15.466,2.623,
600490,鹏欣资源,60.21,15.432,2.607,
000045,深纺织Ａ,104.68,15.427,2.18,
300735,光弘科技,43.51,15.424,25.197,
600436,片仔癀,56.28,15.368,0.917,
002268,卫 士 通,0.0,15.247,1.993,
002776,柏堡龙,32.95,15.203,1.78,
300507,苏奥传感,34.34,15.152,4.66,
000519,中兵红箭,360.98,15.142,5.037,
600405,动力源,0.0,15.056,4.28,
300130,新国都,109.88,14.968,2.867,
600371,万向德农,52.57,14.937,5.08,
000972,*ST中基,30.7,14.912,0.96,
600980,北矿科技,57.36,14.902,4.46,
002903,宇环数控,48.13,14.872,20.567,
300736,百华悦邦,56.51,14.769,22.25,
002786,银宝山新,53.87,14.759,5.123,
600468,百利电气,80.03,14.742,0.517,
600710,ST常林,25.69,14.7,2.04,
000416,民生控股,122.15,14.689,3.11,
300559,佳发安泰,48.69,14.681,2.0,
300096,易联众,0.0,14.638,4.157,
600202,哈空调,0.0,14.637,3.293,
300421,力星股份,36.96,14.532,1.633,
002850,科达利,33.85,14.485,1.653,
300657,弘信电子,67.87,14.403,9.507,
600120,浙江东方,20.35,14.388,2.323,
002896,中大力德,51.12,14.371,11.75,
002717,岭南股份,24.95,14.358,4.997,
300485,赛升药业,25.43,14.28,4.213,
300003,乐普医疗,63.23,14.277,1.217,
002917,金奥博,50.27,14.213,20.367,
300675,建科院,1227.62,14.208,18.31,
300316,晶盛机电,60.82,14.199,1.833,
300627,华测导航,68.47,14.195,6.36,
600131,岷江水电,40.72,14.135,0.993,
600315,上海家化,67.43,14.098,1.023,
002581,未名医药,30.22,14.052,1.677,
300526,中潜股份,63.71,14.0,13.323,
000016,深康佳Ａ,94.89,13.972,1.433,
300738,奥飞数据,67.95,13.931,29.74,
002046,轴研科技,0.0,13.925,3.72,
300168,万达信息,121.37,13.913,4.743,
600800,天津磁卡,0.0,13.913,1.333,
601718,际华集团,37.64,13.903,1.02,
000806,银河生物,2517.14,13.854,6.287,
002620,瑞和股份,26.98,13.842,3.08,
300558,贝达药业,94.19,13.841,2.04,
600080,金花股份,76.44,13.799,2.677,
300670,大烨智能,53.32,13.766,5.637,
002585,双星新材,46.71,13.749,1.167,
600673,东阳光科,54.72,13.744,1.993,
600903,贵州燃气,191.93,13.702,39.157,
000963,华东医药,31.69,13.681,0.677,
002358,森源电气,28.77,13.678,0.817,
600310,桂东电力,207.0,13.643,0.807,
000613,大东海A,1202.25,13.598,11.3,
300517,海波重科,64.52,13.591,2.293,
600520,文一科技,429.0,13.568,5.867,
002480,新筑股份,0.0,13.544,1.203,
300669,沪宁股份,46.44,13.541,5.4,
600679,上海凤凰,84.86,13.54,1.677,
002356,赫美集团,58.48,13.502,0.597,
300529,健帆生物,52.03,13.467,0.88,
300700,岱勒新材,49.21,13.466,13.847,
002865,钧达股份,44.86,13.46,8.387,
002825,纳尔股份,71.43,13.381,10.79,
002771,真视通,51.86,13.359,4.577,
002422,科伦药业,81.32,13.319,1.047,
600332,白云山,23.03,13.247,1.647,
600483,福能股份,14.53,13.163,0.48,
600775,南京熊猫,108.18,13.157,1.78,
002323,雅百特,21.68,13.097,8.213,
300285,国瓷材料,50.61,12.996,0.953,
600152,维科精华,60.15,12.995,2.103,
300689,澄天伟业,48.82,12.944,10.31,
300466,赛摩电气,201.14,12.934,7.973,
002727,一心堂,35.98,12.905,2.007,
002908,德生科技,85.23,12.902,23.383,
300628,亿联网络,31.24,12.872,3.413,
300457,赢合科技,46.74,12.829,4.45,
002915,中欣氟材,89.04,12.799,26.54,
300666,江丰电子,268.28,12.799,12.643,
300632,光莆股份,40.69,12.781,4.253,
300696,爱乐达,78.59,12.778,9.44,
002571,*ST德力,60.44,12.718,1.78,
300461,田中精机,129.0,12.672,3.343,
002338,奥普光电,68.22,12.63,1.62,
300719,安达维尔,399.14,12.611,21.91,
600737,中粮糖业,24.55,12.595,1.747,
002795,永和智控,49.6,12.582,5.777,
002826,易明医药,79.43,12.579,8.703,
002798,帝王洁具,154.99,12.57,1.63,
300268,佳沃股份,0.0,12.476,2.957,
600322,天房发展,31.12,12.442,0.347,
600562,国睿科技,60.77,12.435,1.59,
000925,众合科技,128.11,12.401,1.58,
600302,标准股份,0.0,12.384,1.33,
300727,润禾材料,71.73,12.357,24.14,
300527,华舟应急,72.0,12.355,1.553,
600249,两面针,0.0,12.348,3.927,
600316,洪都航空,315.08,12.299,3.09,
000661,长春高新,46.13,12.277,1.087,
002266,浙富控股,86.47,12.234,2.207,
300521,爱司凯,53.68,12.208,4.013,
300483,沃施股份,370.32,12.207,1.277,
600387,海越股份,0.0,12.203,2.497,
600299,安迪苏,27.77,12.203,0.743,
002424,贵州百灵,44.82,12.201,5.43,
300667,必创科技,211.74,12.199,8.62,
000665,湖北广电,20.86,12.158,2.087,
300302,同有科技,96.01,12.099,5.17,
600883,博闻科技,36.77,12.079,0.953,
600444,国机通用,65.1,12.05,4.093,
600876,洛阳玻璃,13831.1,12.009,6.07,
002446,盛路通信,44.51,11.949,1.6,
002178,延华智能,0.0,11.919,4.073,
002618,丹邦科技,269.46,11.896,0.73,
300472,新元科技,362.54,11.881,1.483,
002395,双象股份,189.36,11.862,0.437,
002215,诺 普 信,20.7,11.81,1.447,
000950,*ST建峰,0.0,11.796,,
002611,东方精工,58.33,11.795,2.697,
600652,游久游戏,109.99,11.75,2.817,
002769,普路通,35.64,11.738,10.133,
002024,苏宁易购,146.36,11.735,1.653,
600095,哈高科,276.8,11.724,4.177,
600830,香溢融通,39.6,11.719,3.757,
002200,云投生态,0.0,11.718,1.477,
300579,数字认证,60.15,11.683,5.553,
600379,宝光股份,47.39,11.649,0.637,
300725,药石科技,110.02,11.614,16.983,
601798,蓝科高新,597.67,11.61,0.8,
002674,兴业科技,69.55,11.57,0.643,
300420,五洋停车,45.16,11.507,3.237,
002428,云南锗业,1540.45,11.502,3.963,
300450,先导智能,58.07,11.502,3.087,
300720,海川智能,66.66,11.49,12.857,
300653,正海生物,55.26,11.454,6.837,
600855,航天长峰,10216.14,11.424,2.853,
600895,张江高科,41.13,11.395,1.127,
600363,联创光电,22.36,11.384,1.0,
002777,久远银海,106.13,11.376,3.06,
002655,共达电声,470.11,11.374,5.64,
000979,中弘股份,134.71,11.316,4.66,
600543,莫高股份,95.53,11.262,1.0,
600358,国旅联合,55.38,11.232,2.193,
300414,中光防雷,87.91,11.227,1.913,
300554,三超新材,81.63,11.191,5.847,
600594,益佰制药,20.17,11.185,7.23,
000739,普洛药业,27.88,11.167,0.737,
300710,万隆光电,45.88,11.142,9.59,
300313,天山生物,275.98,11.104,1.037,
002830,名雕股份,103.03,11.028,9.337,
300729,乐歌股份,43.12,11.021,12.37,
300605,恒锋信息,58.46,11.003,2.733,
300643,万通智控,61.99,10.991,4.033,
002044,美年健康,233.24,10.952,1.107,
600590,泰豪科技,28.22,10.946,2.03,
000966,长源电力,52.55,10.935,1.337,
002231,奥维通信,0.0,10.913,0.653,
300122,智飞生物,121.0,10.888,1.417,
600523,贵航股份,23.55,10.886,2.063,
300015,爱尔眼科,77.4,10.883,0.69,
002901,大博医疗,47.81,10.869,8.577,
002401,中远海科,51.13,10.845,3.243,
600771,广誉远,115.76,10.841,0.807,
600385,山东金泰,0.0,10.82,1.167,
300538,同益股份,134.93,10.807,2.58,
000523,广州浪奇,135.92,10.803,0.647,
300254,仟源医药,64.1,10.802,1.907,
600650,锦江投资,32.54,10.79,1.613,
300366,创意信息,60.02,10.778,3.857,
300654,世纪天鸿,127.53,10.713,7.937,
002038,双鹭药业,43.35,10.706,1.753,
300533,冰川网络,55.27,10.704,3.387,
600995,文山电力,14.86,10.701,2.14,
300308,中际旭创,217.51,10.663,0.647,
300149,量子高科,97.73,10.661,0.617,
002679,福建金森,0.0,10.66,1.063,
300711,广哈通信,75.97,10.641,24.16,
300699,光威复材,72.17,10.638,6.453,
300121,阳谷华泰,30.22,10.624,1.217,
600834,申通地铁,51.38,10.617,0.677,
600128,弘业股份,308.53,10.605,2.283,
300328,宜安科技,137.2,10.602,1.26,
300575,中旗股份,31.14,10.544,2.18,
000530,大冷股份,24.16,10.517,4.423,
002014,永新股份,20.15,10.493,0.53,
600037,歌华有线,22.51,10.46,1.02,
600874,创业环保,34.22,10.456,2.367,
300309,吉艾科技,82.71,10.43,0.497,
300501,海顺新材,36.19,10.38,3.247,
002801,微光股份,34.99,10.344,3.03,
002522,浙江众成,104.27,10.344,0.913,
300383,光环新网,55.28,10.322,9.373,
600826,兰生股份,42.49,10.311,1.153,
300051,三五互联,55.82,10.304,6.367,
300532,今天国际,51.62,10.3,5.897,
300339,润和软件,52.79,10.287,2.783,
600836,界龙实业,0.0,10.284,1.2,
600843,上工申贝,23.06,10.265,1.227,
300446,乐凯新材,26.59,10.253,3.26,
002749,国光股份,24.44,10.252,1.073,
600766,园城黄金,586.08,10.197,3.31,
000514,渝 开 发,70.28,10.15,1.233,
002013,中航机电,44.83,10.1,0.613,
300516,久之洋,142.44,10.092,2.513,
002243,通产丽星,60.57,10.081,1.18,
601801,皖新传媒,14.68,10.05,0.543,
002290,中科新材,49.66,10.033,1.36,
600821,津劝业,0.0,10.022,0.963,
002748,世龙实业,18.83,10.003,1.117,
300073,当升科技,39.71,9.992,3.067,
002840,华统股份,57.5,9.991,1.13,
002177,御银股份,229.58,9.977,1.957,
600992,贵绳股份,137.57,9.932,0.917,
002883,中设股份,58.66,9.923,14.573,
600848,上海临港,76.16,9.92,3.25,
300615,欣天科技,73.18,9.92,5.67,
000518,四环生物,145.39,9.919,0.533,
002457,青龙管业,0.0,9.909,8.337,
000799,酒鬼酒,43.69,9.907,1.547,
300545,联得装备,75.49,9.894,5.363,
300511,雪榕生物,42.78,9.892,2.067,
000752,西藏发展,299.05,9.892,1.01,
300160,秀强股份,22.53,9.883,1.24,
600698,湖南天雁,0.0,9.837,6.373,
300398,飞凯材料,113.14,9.831,1.47,
300541,先进数通,117.41,9.81,4.693,
002880,卫光生物,40.33,9.801,3.527,
300246,宝莱特,37.67,9.799,3.297,
600082,海泰发展,0.0,9.793,0.78,
300706,阿石创,118.87,9.787,14.943,
300718,长盛轴承,33.55,9.784,7.047,
002790,瑞尔特,25.15,9.782,1.847,
002816,和科达,129.71,9.782,2.213,
600114,东睦股份,23.44,9.759,1.423,
600860,*ST京城,0.0,9.715,0.24,
000017,深中华A,0.0,9.706,1.81,
000611,天首发展,0.0,9.688,1.263,
000957,中通客车,37.28,9.678,2.69,
300481,濮阳惠成,50.67,9.665,3.407,
300608,思特奇,287.31,9.592,3.76,
002417,深南股份,275.47,9.589,2.697,
002010,传化智联,174.5,9.579,0.67,
000626,远大控股,23.27,9.542,1.657,
002755,东方新星,268.96,9.54,1.25,
600986,科达股份,24.69,9.516,1.61,
002863,今飞凯达,62.07,9.49,22.787,
000856,冀东装备,6642.94,9.457,6.063,
300025,华星创业,83.32,9.442,3.96,
000546,金圆股份,32.78,9.431,0.683,
600768,宁波富邦,15.06,9.406,1.53,
600501,航天晨光,0.0,9.396,1.42,
300712,永福股份,40.76,9.379,12.93,
600400,红豆股份,17.54,9.376,2.83,
002689,远大智能,97.58,9.373,1.053,
002402,和而泰,40.18,9.372,2.897,
300542,新晨科技,249.11,9.353,24.58,
300063,天龙集团,24.33,9.34,3.063,
600616,金枫酒业,64.64,9.337,0.46,
000411,英特集团,57.54,9.328,0.297,
002910,庄园牧场,50.92,9.321,17.377,
300474,景嘉微,122.51,9.313,7.443,
600736,苏州高新,19.13,9.309,1.217,
300722,新余国科,76.11,9.276,26.72,
600645,中源协和,2235.28,9.276,2.643,
002070,*ST众和,0.0,9.274,4.007,
300548,博创科技,46.33,9.234,3.287,
300568,星源材质,48.49,9.233,3.07,
300389,艾比森,64.94,9.207,1.367,
300540,深冷股份,124.43,9.202,2.45,
600218,全柴动力,27.47,9.194,1.65,
300552,万集科技,166.37,9.191,2.48,
000004,国农科技,0.0,9.187,0.78,
300573,兴齐眼药,33.11,9.169,3.85,
600801,华新水泥,16.19,9.159,2.5,
002897,意华股份,41.61,9.137,9.337,
002351,漫步者,39.21,9.133,5.183,
300557,理工光科,55.75,9.115,2.59,
300604,长川科技,119.25,9.088,8.743,
300664,鹏鹞环保,36.29,9.054,20.953,
300506,名家汇,42.1,9.041,7.627,
300364,中文在线,185.92,9.032,10.04,
002716,金贵银业,46.14,9.012,7.197,
600083,博信股份,0.0,8.991,0.547,
002603,以岭药业,30.76,8.974,0.623,
600767,*ST运盛,406.75,8.96,1.073,
002329,皇氏集团,37.15,8.959,3.613,
600517,置信电气,72.1,8.914,0.86,
300299,富春股份,45.77,8.902,2.547,
002902,铭普光磁,64.73,8.87,14.507,
300635,达安股份,42.59,8.858,7.08,
600644,乐山电力,24.33,8.847,0.663,
000565,渝三峡Ａ,36.18,8.839,0.94,
300379,东方通,70.74,8.827,2.277,
600137,浪莎股份,81.36,8.811,2.11,
600967,内蒙一机,55.27,8.768,1.857,
002095,生 意 宝,459.94,8.76,2.037,
600580,卧龙电气,11.98,8.753,1.333,
600714,金瑞矿业,205.11,8.736,0.82,
002227,奥 特 迅,1752.56,8.725,1.107,
002853,皮阿诺,48.4,8.678,3.847,
002841,视源股份,40.31,8.674,1.103,
002126,银轮股份,24.48,8.64,12.717,
600783,鲁信创投,31.27,8.631,1.8,
002670,国盛金控,56.17,8.623,2.673,
300550,和仁科技,95.65,8.619,4.147,
002105,信隆健康,38.84,8.605,0.667,
300484,蓝海华腾,28.19,8.595,2.427,
002472,双环传动,27.45,8.592,2.767,
300642,透景生命,58.0,8.586,6.053,
300273,和佳股份,69.62,8.578,2.843,
002380,科远股份,44.51,8.575,1.053,
000543,皖能电力,66.24,8.56,0.887,
000400,许继电气,31.88,8.552,1.443,
000953,*ST河化,86.33,8.544,2.013,
300685,艾德生物,94.04,8.543,6.873,
300331,苏大维格,47.5,8.506,8.543,
300059,东方财富,103.43,8.488,4.293,
002796,世嘉科技,105.81,8.47,10.66,
600233,圆通速递,34.19,8.464,0.653,
600712,南宁百货,0.0,8.458,0.373,
300595,欧普康视,47.32,8.458,1.033,
600227,赤天化,0.0,8.456,1.053,
600505,西昌电力,35.35,8.427,0.86,
002810,山东赫达,42.61,8.408,3.14,
002596,海南瑞泽,86.78,8.405,2.483,
002550,千红制药,33.39,8.377,0.627,
600372,中航电子,47.61,8.362,0.887,
002873,新天药业,34.99,8.361,14.15,
000652,泰达股份,23.17,8.345,0.96,
300109,新开源,68.72,8.343,4.977,
002906,华阳集团,39.6,8.341,7.617,
600062,华润双鹤,24.95,8.324,1.253,
000721,西安饮食,0.0,8.321,2.387,
002869,金溢科技,46.88,8.317,14.043,
600196,复星医药,34.65,8.281,1.68,
300114,中航电测,46.09,8.257,1.333,
002419,天虹股份,23.18,8.25,1.113,
300374,恒通科技,57.57,8.243,2.81,
002495,佳隆股份,113.71,8.236,0.713,
300459,金科文化,63.25,8.222,1.683,
300726,宏达电子,50.84,8.205,16.203,
002697,红旗连锁,46.6,8.199,3.037,
600796,钱江生化,37.67,8.194,1.26,
600125,铁龙物流,33.93,8.192,3.267,
600101,明星电力,22.94,8.189,2.033,
002349,精华制药,37.97,8.187,0.96,
300402,宝色股份,0.0,8.175,3.137,
002867,周大生,29.33,8.169,2.157,
300034,钢研高纳,82.02,8.161,2.99,
002057,中钢天源,27.81,8.154,2.173,
000557,西部创业,143.26,8.146,1.597,
601117,中国化学,20.95,8.122,0.333,
002172,澳洋科技,18.53,8.116,1.58,
300092,科新机电,271.86,8.114,2.077,
002127,南极电商,78.11,8.113,0.8,
002317,众生药业,22.16,8.112,1.093,
600819,耀皮玻璃,127.57,8.107,0.49,
300733,西菱动力,47.65,8.089,40.407,
300690,双一科技,32.27,8.081,7.71,
002341,新纶科技,71.58,8.057,1.713,
000637,茂化实华,29.76,8.047,2.623,
300066,三川智慧,54.44,8.044,1.933,
002918,蒙娜丽莎,24.66,8.043,7.867,
600156,华升股份,0.0,8.04,0.927,
002675,东诚药业,40.08,8.015,1.76,
000635,英 力 特,30.81,8.004,1.8,
300404,博济医药,0.0,7.985,3.553,
600619,海立股份,36.96,7.951,1.02,
300249,依米康,67.62,7.943,1.76,
002886,沃特股份,66.46,7.936,9.037,
002676,顺威股份,354.54,7.918,5.45,
600724,宁波富达,30.98,7.902,0.47,
600391,航发科技,211.46,7.898,3.307,
000789,万年青,23.43,7.879,6.643,
000920,南方汇通,31.26,7.874,1.74,
300637,扬帆新材,38.14,7.867,3.06,
300651,金陵体育,103.26,7.86,4.103,
300683,海特生物,35.67,7.856,5.447,
600824,益民集团,25.49,7.845,0.83,
300322,硕贝德,104.17,7.845,2.217,
600285,羚锐制药,22.45,7.838,2.287,
000712,锦龙股份,51.53,7.832,0.757,
300296,利亚德,46.48,7.822,0.973,
601127,小康股份,27.19,7.817,1.24,
300549,优德精密,33.42,7.794,2.697,
600759,洲际油气,0.0,7.777,0.907,
002909,集泰股份,47.91,7.769,13.057,
600139,西部资源,0.0,7.762,2.237,
300253,卫宁健康,90.05,7.762,4.35,
002510,天汽模,43.85,7.761,3.227,
002846,英联股份,63.64,7.749,10.103,
600297,广汇汽车,16.05,7.718,0.39,
300023,宝德股份,28.59,7.713,1.977,
600676,交运股份,22.11,7.709,1.27,
002778,高科石化,62.01,7.698,1.68,
002553,南方轴承,33.74,7.68,1.403,
002159,三特索道,446.16,7.658,1.173,
300499,高澜股份,59.03,7.651,1.477,
300157,恒泰艾普,47.86,7.647,3.26,
002343,慈文传媒,65.62,7.643,0.897,
002815,崇达技术,30.12,7.637,1.89,
300386,飞天诚信,98.02,7.637,4.147,
002733,雄韬股份,53.85,7.627,2.547,
000702,正虹科技,78.47,7.619,1.753,
600288,大恒科技,538.66,7.597,2.177,
600038,中直股份,55.93,7.587,2.243,
600415,小商品城,19.18,7.582,0.51,
300181,佐力药业,95.59,7.582,5.247,
300551,古鳌科技,0.0,7.549,2.083,
002194,武汉凡谷,0.0,7.547,3.843,
002300,太阳电缆,44.01,7.546,2.11,
600452,涪陵电力,23.28,7.541,0.433,
300365,恒华科技,40.39,7.518,1.607,
300191,潜能恒信,0.0,7.516,1.88,
600770,综艺股份,196.67,7.494,1.55,
300353,东土科技,87.29,7.476,16.787,
002202,金风科技,22.16,7.474,0.993,
002829,星网宇达,83.15,7.468,1.807,
300496,中科创达,131.62,7.444,3.64,
002888,惠威科技,70.75,7.439,5.33,
000829,天音控股,235.41,7.419,0.703,
300124,汇川技术,59.01,7.405,1.1,
000404,华意压缩,25.28,7.401,0.767,
002294,信立泰,29.95,7.397,0.88,
002734,利民股份,28.43,7.387,1.17,
002049,紫光国芯,103.14,7.385,7.387,
600235,民丰特纸,106.14,7.371,1.017,
601500,通用股份,43.52,7.362,2.267,
300112,万讯自控,49.08,7.352,1.537,
600011,华能国际,57.05,7.335,0.163,
002171,楚江新材,21.46,7.303,1.18,
300478,杭州高新,114.76,7.296,5.113,
300684,中石科技,118.82,7.287,23.127,
002080,中材科技,23.26,7.27,2.193,
000701,厦门信达,28.38,7.269,1.913,
002190,成飞集成,10436.4,7.264,3.49,
600540,*ST新赛,205.8,7.254,0.673,
000722,湖南发展,35.32,7.242,0.823,
600857,宁波中百,63.75,7.235,0.57,
002642,荣之联,2323.28,7.228,3.347,
600683,京投发展,13.4,7.228,0.59,
300522,世名科技,35.83,7.219,3.053,
000795,英洛华,67.3,7.218,4.983,
600976,健民集团,35.44,7.211,0.63,
600889,南京化纤,23.73,7.185,0.797,
300369,绿盟科技,0.0,7.179,2.733,
600028,中国石化,16.19,7.171,0.227,
300020,银江股份,46.11,7.159,4.143,
300721,怡达股份,37.7,7.156,12.98,
