,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
13,300584.SZ,300584,海辰药业,化学制药,True,28.44,True,True,0.18,"中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
西藏信托有限公司-西藏信托-智臻33号集合资金信托计划",2.0
14,600673.SH,600673,东阳光,化学制药,True,7.76,True,False,0.21,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城优选混合型证券投资基金",2.0
15,002166.SZ,002166,莱茵生物,中成药,True,9.14,True,False,0.21,中央汇金资产管理有限责任公司,1.0
16,300146.SZ,300146,汤臣倍健,医疗保健,True,22.48,True,False,0.22,"香港中央结算有限公司(陆股通)
易方达创业板交易型开放式指数证券投资基金
前海开源再融资主题精选股票型证券投资基金
中央汇金资产管理有限责任公司",4.0
17,300452.SZ,300452,山河药辅,化学制药,True,27.89,True,False,0.22,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金",2.0
18,603669.SH,603669,灵康药业,化学制药,True,9.36,True,False,0.23,香港中央结算有限公司(陆股通),1.0
19,600518.SH,600518,ST康美,中成药,True,2.95,True,False,0.24,"五矿国际信托有限公司-五矿信托-优质精选上市公司投资单一资金信托
华夏基金-农业银行-华夏中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",3.0
20,002675.SZ,002675,东诚药业,化学制药,True,23.36,True,False,0.24,"香港中央结算有限公司(陆股通)
全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金",3.0
21,000513.SZ,000513,丽珠集团,化学制药,True,54.74,True,False,0.25,"全国社保基金一零八组合
中国华融资产管理股份有限公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-安信价值精选股票型证券投资基金",7.0
22,600161.SH,600161,天坛生物,生物制药,True,42.8,True,True,0.25,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达中小盘混合型证券投资基金",4.0
23,000503.SZ,000503,国新健康,医疗保健,True,13.81,True,True,0.26,香港中央结算有限公司(陆股通),1.0
24,600521.SH,600521,华海药业,化学制药,True,37.39,True,False,0.28,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金一零五组合
香港中央结算有限公司(陆股通)",4.0
25,300760.SZ,300760,迈瑞医疗,医疗保健,True,348.3,True,False,0.28,"香港中央结算有限公司(陆股通)
全国社保基金一零二组合",2.0
26,002173.SZ,002173,创新医疗,医疗保健,True,6.67,True,False,0.3,,0.0
27,603351.SH,603351,威尔药业,化学制药,True,29.92,True,True,0.3,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)",3.0
28,600285.SH,600285,羚锐制药,中成药,True,11.15,True,True,0.3,"中国工商银行股份有限公司-诺安先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划",5.0
29,002940.SZ,002940,昂利康,化学制药,True,66.85,True,True,0.3,"深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",5.0
30,300108.SZ,300108,吉药控股,中成药,True,3.51,True,True,0.32,"上海国药股权投资基金合伙企业(有限合伙)
汇安基金-浦发银行-江海证券有限公司
吉林省现代农业和新兴产业投资基金有限公司",3.0
31,603896.SH,603896,寿仙谷,中成药,True,37.0,True,True,0.32,,0.0
32,002198.SZ,002198,嘉应制药,中成药,True,6.37,True,False,0.33,深圳市老虎汇资产管理有限公司,1.0
33,603456.SH,603456,九洲药业,化学制药,True,35.85,True,True,0.35,"全国社保基金六零二组合
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金",2.0
34,300142.SZ,300142,沃森生物,生物制药,True,64.12,True,False,0.35,"香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
全国社保基金四零一组合",3.0
35,300233.SZ,300233,金城医药,化学制药,True,39.88,True,True,0.36,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
香港中央结算有限公司(陆股通)
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
海通证券资管-工商银行-海通投融宝1号集合资产管理计划",5.0
36,603259.SH,603259,药明康德,化学制药,True,109.52,True,False,0.37,香港中央结算有限公司(陆股通),1.0
37,600196.SH,600196,复星医药,化学制药,True,43.27,True,False,0.38,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
全国社保基金一一零组合
全国社保基金一一三组合",5.0
38,603883.SH,603883,老百姓,医药商业,True,111.5,True,False,0.39,"国泰基金管理有限公司-社保基金四二一组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
国泰基金管理有限公司-社保基金1102组合",6.0
39,600380.SH,600380,健康元,化学制药,True,21.59,True,False,0.42,"全国社保基金一零八组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
博时基金管理有限公司-社保基金四一九组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金五零二组合
基本养老保险基金一六零一一组合",7.0
40,000509.SZ,000509,*ST华塑,医疗保健,True,1.87,True,False,0.43,,0.0
41,000153.SZ,000153,丰原药业,化学制药,True,11.02,True,True,0.45,,0.0
42,600079.SH,600079,人福医药,化学制药,True,34.8,True,True,0.45,"中央汇金资产管理有限责任公司
全国社保基金一一三组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
基本养老保险基金八零二组合",4.0
43,600267.SH,600267,海正药业,化学制药,True,18.9,True,True,0.48,"中央汇金资产管理有限责任公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金
上海融昌资产管理有限公司",3.0
44,300601.SZ,300601,康泰生物,生物制药,True,206.59,True,False,0.5,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金",6.0
45,600976.SH,600976,健民集团,中成药,True,23.57,True,False,0.5,"深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金",6.0
46,002019.SZ,002019,亿帆医药,化学制药,True,31.13,True,False,0.53,"深圳国调招商并购股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
江苏一带一路投资基金(有限合伙)",5.0
47,300705.SZ,300705,九典制药,化学制药,True,17.22,True,False,0.53,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
48,300171.SZ,300171,东富龙,医疗保健,True,20.44,True,False,0.54,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
49,603590.SH,603590,康辰药业,化学制药,True,56.11,True,True,0.61,香港中央结算有限公司(陆股通),1.0
50,300143.SZ,300143,盈康生命,医疗保健,True,21.81,True,False,0.64,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合",2.0
51,300298.SZ,300298,三诺生物,医疗保健,True,44.47,True,True,0.66,"招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远成长价值混合型证券投资基金",5.0
52,300573.SZ,300573,兴齐眼药,化学制药,True,206.11,True,True,0.66,"中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)",7.0
53,300122.SZ,300122,智飞生物,生物制药,True,147.0,True,True,0.66,"云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划
香港中央结算有限公司(陆股通)
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金",6.0
54,300030.SZ,300030,阳普医疗,医疗保健,True,14.2,True,True,0.68,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
长安基金-光大银行-长安睿享2号分级资产管理计划",3.0
55,300238.SZ,300238,冠昊生物,医疗保健,True,34.02,True,True,1.08,"广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划",4.0
56,605199.SH,605199,葫芦娃,中成药,True,15.99,True,True,1.14,,0.0
57,300314.SZ,300314,戴维医疗,医疗保健,True,22.98,True,False,1.18,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,1.0
58,603718.SH,603718,海利生物,生物制药,True,40.21,True,True,1.32,,0.0
59,300841.SZ,300841,康华生物,生物制药,True,626.09,True,False,5.18,,0.0
