,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
54,600802.SH,600802,福建水泥,水泥,10.91,True,True,0.23,"中国银行股份有限公司-华泰保兴吉年丰混合型发起式证券投资基金
中信银行股份有限公司-农银汇理策略精选混合型证券投资基金
中国建设银行股份有限公司-银河研究精选混合型证券投资基金
中国工商银行股份有限公司-申万菱信新经济混合型证券投资基金
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金",5.0
55,002828.SZ,002828,贝肯能源,石油开采,11.02,True,True,0.23,,0.0
56,601989.SH,601989,中国重工,船舶,4.91,True,True,0.23,"中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",5.0
57,600343.SH,600343,航天动力,航空,9.5,True,True,0.23,,0.0
58,600352.SH,600352,浙江龙盛,染料涂料,15.05,True,True,0.23,"国泰君安君得鑫两年持有期混合型集合资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
国泰君安君得明混合型集合资产管理计划
大成睿享混合型证券投资基金",5.0
59,600742.SH,600742,一汽富维,汽车配件,10.02,True,True,0.23,"香港中央结算有限公司(陆股通)
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
全国社保基金一零一组合",3.0
60,000718.SZ,000718,苏宁环球,区域地产,3.73,True,True,0.24,"香港中央结算有限公司(陆股通)
安徽省铁路发展基金股份有限公司",2.0
61,000937.SZ,000937,冀中能源,煤炭开采,3.66,True,True,0.24,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
62,600797.SH,600797,浙大网新,软件服务,10.11,True,True,0.24,"中央汇金资产管理有限责任公司
全国社保基金一零三组合",2.0
63,688186.SH,688186,广大特材,特种钢,42.19,True,True,0.24,,0.0
64,300286.SZ,300286,安科瑞,电器仪表,12.88,True,True,0.24,中央汇金资产管理有限责任公司,1.0
65,600694.SH,600694,大商股份,百货,29.24,True,True,0.24,"大连国际信托投资公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
大连信托投资公司
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)",6.0
66,600981.SH,600981,汇鸿集团,商贸代理,3.79,True,True,0.24,"上海赛领博达股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
全国社保基金五零一组合
上海国药圣礼股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划
上海赛领并购投资基金合伙企业(有限合伙)",7.0
67,600778.SH,600778,友好集团,百货,5.46,True,True,0.25,,0.0
68,603133.SH,603133,碳元科技,元器件,21.2,True,True,0.25,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国建设银行股份有限公司-富国国家安全主题混合型证券投资基金",2.0
69,300634.SZ,300634,彩讯股份,软件服务,26.85,True,True,0.25,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,1.0
70,300673.SZ,300673,佩蒂股份,饲料,44.94,True,True,0.25,"银华基金-光大银行-滴水1号资产管理计划
中国工商银行股份有限公司-银华心诚灵活配置混合型证券投资基金
中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金
基本养老保险基金一二零六组合",4.0
71,603901.SH,603901,永创智能,专用机械,8.83,True,True,0.25,"诺德基金-招商银行-诺德基金千金111号特定客户资产管理计划
深圳前海银湖资本有限公司-银湖麒麟2号私募证券投资基金
诺德基金-招商银行-诺德基金千金134号特定客户资产管理计划",3.0
72,603578.SH,603578,三星新材,玻璃,25.65,True,True,0.25,德华创投-财通证券-19德华EB担保及信托财产专户,1.0
73,600161.SH,600161,天坛生物,生物制药,42.8,True,True,0.25,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达中小盘混合型证券投资基金",4.0
74,300689.SZ,300689,澄天伟业,元器件,42.38,True,True,0.25,,0.0
75,002064.SZ,002064,华峰氨纶,化纤,6.28,True,True,0.25,"中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",5.0
76,002563.SZ,002563,森马服饰,服饰,8.24,True,True,0.25,全国社保基金一一一组合,1.0
77,002622.SZ,002622,融钰集团,综合类,3.63,True,True,0.25,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
78,002298.SZ,002298,中电兴发,软件服务,10.1,True,True,0.25,"平安大华基金-平安银行-安徽高新招商致远二期股权投资基金(有限合伙)
云泽投资管理(天津)有限公司-云泽投资1号私募证券投资基金
广西铁路发展投资基金(有限合伙)",3.0
79,603007.SH,603007,花王股份,建筑工程,7.79,True,True,0.26,香港中央结算有限公司(陆股通),1.0
80,300102.SZ,300102,乾照光电,半导体,5.6,True,True,0.26,"国通信托有限责任公司-国通信托·紫金6号集合资金信托计划
山西黄河股权投资管理有限公司-太行产业并购私募基金
深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金
国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划
深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金",5.0
81,002531.SZ,002531,天顺风能,电气设备,6.95,True,True,0.26,"中国建设银行股份有限公司-华安核心优选混合型证券投资基金
全国社保基金四一八组合
全国社保基金一一三组合
鹏华资产-浦发银行-华宝信托-华宝-银河6号集合资金信托
基本养老保险基金一二零八组合",5.0
82,000503.SZ,000503,国新健康,医疗保健,13.81,True,True,0.26,香港中央结算有限公司(陆股通),1.0
83,000599.SZ,000599,青岛双星,汽车配件,5.25,True,True,0.26,"济南国惠兴鲁股权投资基金合伙企业(有限合伙)
华能贵诚信托有限公司
招商财富-招商银行-国信金控1号专项资产管理计划",3.0
84,603727.SH,603727,博迈科,石油开采,20.91,True,True,0.26,"中国工商银行股份有限公司-广发科技动力股票型证券投资基金
平安银行股份有限公司-广发沪港深新起点股票型证券投资基金",2.0
85,603722.SH,603722,阿科力,化工原料,38.09,True,True,0.26,中国农业银行股份有限公司-华夏复兴混合型证券投资基金,1.0
86,002316.SZ,002316,亚联发展,软件服务,7.35,True,True,0.27,国通信托有限责任公司-国通信托·恒升318号证券投资集合资金信托计划,1.0
87,601966.SH,601966,玲珑轮胎,汽车配件,24.67,True,True,0.27,"全国社保基金四一八组合
招商银行股份有限公司-富兰克林国海基本面优选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金",5.0
88,000672.SZ,000672,上峰水泥,水泥,29.32,True,True,0.27,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国沪深300增强证券投资基金
养老基金保险基金九零二组合
全国社保基金四一二组合",4.0
89,600526.SH,600526,菲达环保,环境保护,6.24,True,True,0.28,,0.0
90,603701.SH,603701,德宏股份,汽车配件,11.26,True,True,0.28,,0.0
91,002897.SZ,002897,意华股份,元器件,38.9,True,True,0.28,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国工商银行股份有限公司-鹏华丰盛稳固收益债券型证券投资基金
中国建设银行股份有限公司-鹏华外延成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-农银汇理信息传媒主题股票型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华丰收债券型证券投资基金",8.0
92,600184.SH,600184,光电股份,专用机械,11.85,True,True,0.28,"中兵投资-广发证券-17中兵EB担保及信托财产专户
汇添富基金-宁波银行-汇添富-光电制导1号资产管理计划",2.0
93,600176.SH,600176,中国巨石,玻璃,11.8,True,True,0.29,"基本养老保险基金八零八组合
基本养老保险基金一零零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
招商银行股份有限公司-兴全合泰混合型证券投资基金
全国社保基金一一三组合
全国社保基金一零一组合",8.0
94,000875.SZ,000875,吉电股份,火力发电,4.4,True,True,0.29,"华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
平安基金-包商银行-上海国际集团资产管理有限公司
香港中央结算有限公司(陆股通)",3.0
95,002430.SZ,002430,杭氧股份,化工机械,16.17,True,True,0.29,"中国华融资产管理股份有限公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
全国社保基金一一四组合
中央汇金资产管理有限责任公司
基本养老保险基金一二零一组合
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)",7.0
96,600173.SH,600173,卧龙地产,全国地产,5.8,True,True,0.29,,0.0
97,600476.SH,600476,湘邮科技,软件服务,15.86,True,True,0.29,北京中邮资产管理有限公司,1.0
98,300191.SZ,300191,潜能恒信,石油开采,21.71,True,True,0.29,"青岛汇海海洋钻井产业投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",2.0
99,002940.SZ,002940,昂利康,化学制药,66.85,True,True,0.3,"深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",5.0
100,600285.SH,600285,羚锐制药,中成药,11.15,True,True,0.3,"中国工商银行股份有限公司-诺安先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划",5.0
101,603351.SH,603351,威尔药业,化学制药,29.92,True,True,0.3,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)",3.0
102,601901.SH,601901,方正证券,证券,8.97,True,True,0.31,"博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",7.0
103,000046.SZ,000046,泛海控股,多元金融,4.6,True,True,0.31,"香港中央结算有限公司(陆股通)
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资52号结构化集合资金信托计划
德邦创新资本-渤海银行-中融国际信托有限公司",3.0
104,603106.SH,603106,恒银科技,IT设备,10.86,True,True,0.31,,0.0
105,300779.SZ,300779,惠城环保,环境保护,24.14,True,True,0.31,,0.0
106,603776.SH,603776,永安行,公共交通,22.9,True,True,0.31,福弘(常州)股权投资基金合伙企业(有限合伙),1.0
107,600501.SH,600501,航天晨光,汽车配件,11.74,True,True,0.31,"航天科工资产管理有限公司
申万菱信基金-工商银行-华融信托-正弘2号权益投资集合资金信托计划
天治基金-工商银行-华融信托-华融·海西晟乾7号权益投资集合资金信托计划",3.0
108,300715.SZ,300715,凯伦股份,其他建材,48.28,True,True,0.32,"中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
交通银行股份有限公司-农银汇理行业成长混合型证券投资基金",2.0
109,002295.SZ,002295,精艺股份,铜,8.69,True,True,0.32,芜湖长元股权投资基金(有限合伙),1.0
110,002835.SZ,002835,同为股份,元器件,13.84,True,True,0.32,"中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金
兴业证券股份有限公司-博道久航混合型证券投资基金",3.0
111,300291.SZ,300291,华录百纳,影视音像,6.55,True,True,0.32,"中央汇金资产管理有限责任公司
博时基金-招商银行-博时基金-三新跃升1号资产管理计划",2.0
112,688256.SH,688256,寒武纪-U,元器件,281.0,True,True,0.32,,0.0
113,603896.SH,603896,寿仙谷,中成药,37.0,True,True,0.32,,0.0
114,002978.SZ,002978,安宁股份,小金属,44.18,True,True,0.32,,0.0
115,603060.SH,603060,国检集团,建筑工程,22.46,True,True,0.32,"挪威中央银行-自有资金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧明睿新常态混合型证券投资基金
全国社会保障基金理事会转持一户",5.0
116,603187.SH,603187,海容冷链,机械基件,47.07,True,True,0.32,博信优选(天津)股权投资基金合伙企业(有限合伙),1.0
117,300851.SZ,300851,交大思诺,软件服务,54.98,True,True,0.33,,0.0
118,300196.SZ,300196,长海股份,玻璃,13.83,True,True,0.33,"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
全国社保基金五零二组合
平安银行股份有限公司-东方红睿轩三年定期开放灵活配置混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
全国社保基金一一八组合",6.0
119,002078.SZ,002078,太阳纸业,造纸,12.07,True,True,0.34,"全国社保基金一零八组合
中信证券-中信银行-中信证券卓越成长股票集合资产管理计划
全国社保基金四一八组合
齐鲁证券资管-民生银行-齐鲁民生2号集合资产管理计划
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中国农业银行股份有限公司-中邮核心成长混合型证券投资基金
博时基金管理有限公司-社保基金16011组合
全国社保基金一一八组合",9.0
120,000691.SZ,000691,亚太实业,区域地产,5.81,True,True,0.34,芜湖长元股权投资基金(有限合伙),1.0
121,600372.SH,600372,中航电子,航空,17.63,True,True,0.34,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
122,002651.SZ,002651,利君股份,专用机械,6.23,True,True,0.34,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
123,600195.SH,600195,中牧股份,饲料,16.05,True,True,0.34,"中国工商银行-广发策略优选混合型证券投资基金
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
交通银行股份有限公司-汇丰晋信双核策略混合型证券投资基金
交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金
中国工商银行股份有限公司-兴全恒益债券型证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金",8.0
124,300427.SZ,300427,红相股份,电气设备,21.34,True,True,0.34,"中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
益家资本管理有限公司-益家聚美1号私募证券投资基金
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
上海雅策投资管理有限公司-雅策精选一号私募证券投资基金",5.0
125,600072.SH,600072,中船科技,船舶,14.5,True,True,0.34,"香港中央结算有限公司(陆股通)
上海国际集团资产管理有限公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)",4.0
