,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
17,600117.SH,600117,西宁特钢,特种钢,3.48,7.0,0.0,1.0,36.37,,0.0
18,601599.SH,601599,鹿港文化,影视音像,3.5,5.0,0.0,4.0,31.25,,0.0
19,300309.SZ,300309,吉艾科技,多元金融,3.55,6.0,0.0,1.0,27.22,,0.0
20,002516.SZ,002516,旷达科技,纺织,3.57,7.0,0.0,1.0,33.51,中央汇金资产管理有限责任公司,1.0
21,600208.SH,600208,新湖中宝,全国地产,3.62,7.0,0.0,1.0,311.25,"香港中央结算有限公司(陆股通)
华澳国际信托有限公司-华澳·臻智56号-新湖中宝员工持股计划集合资金信托计划",2.0
22,002141.SZ,002141,贤丰控股,元器件,3.63,2.0,2.0,2.0,23.11,"中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金",2.0
23,002622.SZ,002622,融钰集团,综合类,3.63,0.0,2.0,2.0,30.49,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
24,000937.SZ,000937,冀中能源,煤炭开采,3.66,2.0,1.0,1.0,106.38,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
25,000428.SZ,000428,华天酒店,酒店餐饮,3.72,3.0,0.0,1.0,37.9,深圳昭阳投资管理有限公司-昭阳1号私募证券投资基金,1.0
26,000718.SZ,000718,苏宁环球,区域地产,3.73,1.0,1.0,1.0,85.39,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
27,600981.SH,600981,汇鸿集团,商贸代理,3.79,0.0,1.0,1.0,27.7,"全国社保基金五零一组合
兴证证券资管-工商银行-兴证资管鑫成71号双红利轮动集合资产管理计划
上海国药圣礼股权投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成61号集合资产管理计划
上海赛领博达股权投资基金合伙企业(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
兴证证券资管-工商银行-兴证资管鑫成63号集合资产管理计划",7.0
28,000836.SZ,000836,富通鑫茂,通信设备,3.81,0.0,1.0,1.0,46.04,"汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划
南华基金-浙商银行-南华基金鑫华1号资产管理计划
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",3.0
29,600586.SH,600586,金晶科技,玻璃,3.81,6.0,0.0,1.0,54.44,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)
嘉实基金-农业银行-嘉实中证金融资产管理计划",4.0
30,600577.SH,600577,精达股份,电气设备,3.82,4.0,0.0,2.0,73.4,"香港中央结算有限公司(陆股通)
兴业国际信托有限公司-兴业信托·精达股份1号员工持股集合资金信托计划",2.0
31,000592.SZ,000592,平潭发展,林业,3.85,6.0,0.0,3.0,73.68,"深圳平安大华汇通财富-平安银行-中融国际信托-中融-盈源11号证券投资集合资金信托计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
32,002069.SZ,002069,獐子岛,渔业,3.87,1.0,1.0,2.0,26.65,北京吉融元通资产管理有限公司-和岛一号证券投资基金,1.0
33,000068.SZ,000068,华控赛格,环境保护,3.88,7.0,0.0,1.0,39.06,深圳市华融泰资产管理有限公司,1.0
34,600082.SH,600082,海泰发展,园区开发,3.89,1.0,1.0,1.0,24.67,,0.0
35,000540.SZ,000540,中天金融,多元金融,3.91,5.0,0.0,2.0,272.66,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
36,002285.SZ,002285,世联行,房产服务,3.94,0.0,2.0,2.0,79.38,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
37,002437.SZ,002437,誉衡药业,化学制药,3.94,7.0,0.0,2.0,85.69,,0.0
38,002662.SZ,002662,京威股份,汽车配件,3.95,5.0,0.0,1.0,57.63,,0.0
39,600052.SH,600052,浙江广厦,影视音像,4.0,3.0,1.0,1.0,34.87,,0.0
40,601216.SH,601216,君正集团,化工原料,4.02,0.0,2.0,3.0,339.21,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中信信诚资产-招商银行-诚融聚荷1号资产管理计划",3.0
41,000620.SZ,000620,新华联,全国地产,4.08,1.0,1.0,2.0,77.38,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
42,001896.SZ,001896,豫能控股,火力发电,4.13,7.0,0.0,2.0,38.39,"信诚基金-中信证券-广州金控资本管理有限公司
信诚基金-工商银行-中国对外经济贸易信托有限公司",2.0
43,002435.SZ,002435,长江健康,化学制药,4.16,5.0,0.0,1.0,49.9,"西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)",2.0
44,300178.SZ,300178,腾邦国际,旅游服务,4.17,8.0,0.0,2.0,24.37,"建信基金管理有限责任公司
中央汇金资产管理有限责任公司
创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划",5.0
45,002218.SZ,002218,拓日新能,半导体,4.18,1.0,0.0,1.0,50.82,中央汇金资产管理有限责任公司,1.0
46,600581.SH,600581,八一钢铁,普钢,4.21,2.0,1.0,2.0,64.53,中央汇金资产管理有限责任公司,1.0
47,000757.SZ,000757,浩物股份,汽车配件,4.22,6.0,0.0,1.0,19.06,"北方国际信托股份有限公司-旭富证券投资单一资金信托计划
北方国际信托股份有限公司-汇富证券投资单一资金信托计划
北方国际信托股份有限公司-易富证券投资单一资金信托计划
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
宁夏宁金基金管理有限公司-宁金丰和日利私募证券投资基金
宁夏宁金基金管理有限公司-宁金华盈6号私募证券投资基金
宁夏宁金基金管理有限公司-宁金丰和月满私募证券投资基金",7.0
48,603766.SH,603766,隆鑫通用,摩托车,4.23,1.0,1.0,1.0,86.86,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)",3.0
49,000514.SZ,000514,渝开发,区域地产,4.23,6.0,0.0,1.0,35.69,中央汇金资产管理有限责任公司,1.0
50,600370.SH,600370,三房巷,纺织,4.25,0.0,1.0,1.0,33.88,,0.0
51,300008.SZ,300008,天海防务,船舶,4.27,5.0,0.0,1.0,33.73,,0.0
52,002652.SZ,002652,扬子新材,其他建材,4.29,6.0,0.0,2.0,19.18,,0.0
53,000407.SZ,000407,胜利股份,供气供热,4.33,6.0,0.0,1.0,37.92,"平安资产-工商银行-平安资产鑫享7号保险资产管理产品
平安资产-工商银行-鑫享3号资产管理产品",2.0
54,002721.SZ,002721,金一文化,服饰,4.38,6.0,0.0,1.0,27.87,"北京海鑫资产管理有限公司
泰达宏利基金-平安银行-泰达宏利价值成长定向增发699号资产管理计划
云南国际信托有限公司-云信智兴2017-2057号单一资金信托",3.0
55,000875.SZ,000875,吉电股份,火力发电,4.4,1.0,1.0,1.0,94.44,"华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
香港中央结算有限公司(陆股通)
平安基金-包商银行-上海国际集团资产管理有限公司",3.0
56,300283.SZ,300283,温州宏丰,电气设备,4.41,4.0,1.0,1.0,10.44,中央汇金资产管理有限责任公司,1.0
57,603227.SH,603227,雪峰科技,化工原料,4.41,2.0,1.0,1.0,29.05,,0.0
58,600724.SH,600724,宁波富达,水泥,4.42,2.0,1.0,1.0,63.87,,0.0
59,603993.SH,603993,洛阳钼业,小金属,4.44,7.0,0.0,1.0,784.36,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国国有企业结构调整基金股份有限公司
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划
全国社保基金一零八组合
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)",6.0
60,600722.SH,600722,金牛化工,化工原料,4.44,0.0,1.0,1.0,30.21,,0.0
61,600496.SH,600496,精工钢构,钢加工,4.45,1.0,1.0,1.0,67.21,"中国建设银行-上投摩根阿尔法股票型证券投资基金
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
全国社保基金六零三组合
中央汇金资产管理有限责任公司
中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
交通银行-中海优质成长证券投资基金",6.0
62,002094.SZ,002094,青岛金王,日用化工,4.46,2.0,1.0,1.0,30.79,"金鹰基金-浦发银行-金鹰中植产投定增8号资产管理计划
华夏基金-浦发银行-华夏基金-中植产投-定增1号资产管理计划
佳和美资产管理有限公司
蓝色经济区产业投资基金(有限合伙)",4.0
63,000959.SZ,000959,首钢股份,普钢,4.56,7.0,0.0,1.0,230.6,"北京纳木纳尼资产管理有限公司
香港中央结算有限公司(陆股通)",2.0
64,002314.SZ,002314,南山控股,区域地产,4.58,7.0,0.0,1.0,52.1,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
65,000046.SZ,000046,泛海控股,多元金融,4.6,1.0,1.0,1.0,238.05,"德邦创新资本-渤海银行-中融国际信托有限公司
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资52号结构化集合资金信托计划
香港中央结算有限公司(陆股通)",3.0
66,600617.SH,600617,国新能源,供气供热,4.61,2.0,1.0,1.0,44.94,中央汇金资产管理有限责任公司,1.0
67,002277.SZ,002277,友阿股份,百货,4.61,6.0,0.0,1.0,64.27,中央汇金资产管理有限责任公司,1.0
68,000564.SZ,000564,供销大集,百货,4.67,7.0,0.0,2.0,93.68,"方正富邦基金-光大银行-陕西省国际信托-陕国投·盛唐70号定向投资集合资金信托计划
上海并购股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
西部利得基金-交通银行-哈尔滨嘉悦投资有限公司",4.0
69,300027.SZ,300027,华谊兄弟,影视音像,4.68,6.0,0.0,1.0,103.5,"西藏信托有限公司-西藏信托-盛景28号单一资金信托
陕西省国际信托股份有限公司-陕国投·金元宝55号证券投资集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
70,300262.SZ,300262,巴安水务,环境保护,4.68,6.0,0.0,1.0,21.46,"安徽省铁路发展基金股份有限公司
华宝信托有限责任公司-华宝信托-巴安水务员工持股一期集合资金信托计划",2.0
71,600502.SH,600502,安徽建工,建筑工程,4.69,6.0,0.0,1.0,68.8,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)",3.0
72,000510.SZ,000510,新金路,化工原料,4.7,5.0,0.0,1.0,25.83,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展,1.0
73,000928.SZ,000928,中钢国际,建筑工程,4.71,0.0,1.0,1.0,59.19,"红土创新基金-银河证券-深圳市创新投资集团有限公司
香港中央结算有限公司(陆股通)
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中钢资产管理有限责任公司
中航证券-宁波银行-中航祥瑞集合资产管理计划",5.0
74,300048.SZ,300048,合康新能,电气设备,4.82,2.0,0.0,1.0,52.31,,0.0
75,600239.SH,600239,云南城投,区域地产,4.83,7.0,0.0,1.0,77.55,,0.0
76,300267.SZ,300267,尔康制药,化学制药,4.86,5.0,0.0,1.0,69.02,,0.0
77,002613.SZ,002613,北玻股份,专用机械,4.87,9.0,1.0,1.0,26.86,,0.0
78,300264.SZ,300264,佳创视讯,通信设备,4.9,6.0,0.0,1.0,15.8,中央汇金资产管理有限责任公司,1.0
79,000589.SZ,000589,贵州轮胎,汽车配件,4.9,2.0,0.0,1.0,38.0,深圳抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金,1.0
80,002671.SZ,002671,龙泉股份,其他建材,4.9,7.0,0.0,1.0,22.79,,0.0
81,601989.SH,601989,中国重工,船舶,4.91,2.0,1.0,1.0,897.74,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中央汇金资产管理有限责任公司
中国华融资产管理股份有限公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",5.0
82,600707.SH,600707,彩虹股份,元器件,4.94,7.0,1.0,1.0,63.63,"富国基金管理有限公司-社保基金一五零一组合
北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
合肥芯屏产业投资基金(有限合伙)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
83,601199.SH,601199,江南水务,水务,4.95,2.0,0.0,2.0,46.29,,0.0
84,002068.SZ,002068,黑猫股份,化工原料,4.97,1.0,1.0,1.0,30.17,"中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-中欧匠心两年持有期混合型证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金",6.0
85,002164.SZ,002164,宁波东力,电气设备,4.98,5.0,1.0,6.0,21.72,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划,1.0
86,603169.SH,603169,兰石重装,专用机械,5.0,5.0,0.0,1.0,52.58,光大兴陇信托有限责任公司,1.0
87,000055.SZ,000055,方大集团,其他建材,5.0,7.0,0.0,1.0,33.91,,0.0
88,002390.SZ,002390,信邦制药,中成药,5.0,8.0,0.0,1.0,77.92,,0.0
89,002361.SZ,002361,神剑股份,化工原料,5.02,2.0,1.0,1.0,31.36,,0.0
90,000978.SZ,000978,桂林旅游,旅游景点,5.03,5.0,0.0,1.0,18.11,"华夏基金华兴8号股票型养老金产品
华夏基金华益3号股票型养老金产品
华夏基金华兴2号股票型养老金产品
华夏基金-中国银行-中银国际证券有限责任公司",4.0
91,300159.SZ,300159,新研股份,航空,5.03,6.0,0.0,1.0,70.28,华澳国际信托有限公司-华澳·臻智28号证券投资集合资金信托计划,1.0
92,600791.SH,600791,京能置业,全国地产,5.15,0.0,2.0,3.0,23.29,哈尔滨市道里区慈善基金会,1.0
93,600873.SH,600873,梅花生物,食品,5.15,6.0,0.0,1.0,158.98,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金",2.0
94,002489.SZ,002489,浙江永强,家居用品,5.16,5.0,0.0,1.0,97.08,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金",3.0
95,000570.SZ,000570,苏常柴A,机械基件,5.17,2.0,1.0,1.0,21.27,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.0
96,002517.SZ,002517,恺英网络,互联网,5.21,2.0,0.0,1.0,83.36,深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙),1.0
97,000599.SZ,000599,青岛双星,汽车配件,5.25,2.0,2.0,2.0,40.3,"招商财富-招商银行-国信金控1号专项资产管理计划
济南国惠兴鲁股权投资基金合伙企业(有限合伙)
华能贵诚信托有限公司",3.0
98,601003.SH,601003,柳钢股份,普钢,5.25,1.0,1.0,1.0,134.55,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国农业银行股份有限公司-汇添富中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
建信基金公司-建行-中国建设银行股份有限公司
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金",8.0
99,002266.SZ,002266,浙富控股,电气设备,5.26,0.0,1.0,1.0,86.14,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-智昂6号集合资金信托计划",3.0
100,000430.SZ,000430,张家界,旅游景点,5.28,5.0,0.0,1.0,17.52,诺德基金-兴业银行-上海建工集团投资有限公司,1.0
101,002366.SZ,002366,台海核电,专用机械,5.37,6.0,1.0,1.0,26.84,"华润深国投信托有限公司-睿宏1号集合资金信托计划
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
102,002177.SZ,002177,御银股份,IT设备,5.45,0.0,1.0,1.0,41.48,中央汇金资产管理有限责任公司,1.0
103,600778.SH,600778,友好集团,百货,5.46,2.0,2.0,3.0,16.99,,0.0
104,600711.SH,600711,盛屯矿业,小金属,5.5,6.0,0.0,1.0,103.65,香港中央结算有限公司(陆股通),1.0
105,002378.SZ,002378,章源钨业,小金属,5.51,2.0,1.0,1.0,50.87,香港中央结算有限公司(陆股通),1.0
106,600784.SH,600784,鲁银投资,普钢,5.54,3.0,2.0,3.0,31.48,,0.0
107,300102.SZ,300102,乾照光电,半导体,5.6,0.0,1.0,1.0,39.62,"国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划
深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金
山西黄河股权投资管理有限公司-太行产业并购私募基金
国通信托有限责任公司-国通信托·紫金6号集合资金信托计划
深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金",5.0
108,600409.SH,600409,三友化工,化工原料,5.62,5.0,1.0,2.0,116.02,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
109,600676.SH,600676,交运股份,公共交通,5.65,4.0,0.0,1.0,58.11,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.0
110,600693.SH,600693,东百集团,百货,5.68,7.0,0.0,1.0,50.96,"国通信托有限责任公司-国通信托·紫金16号集合资金信托计划
香港中央结算有限公司(陆股通)",2.0
111,002130.SZ,002130,沃尔核材,电气设备,5.69,6.0,0.0,1.0,70.96,"新沃基金-广州农商银行-中国民生信托-中国民生信托·至信252号沃尔核材定向增发集合资金信托计划
基本养老保险基金九零三组合",2.0
112,000488.SZ,000488,晨鸣纸业,造纸,5.73,1.0,1.0,1.0,95.08,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
113,000498.SZ,000498,山东路桥,建筑工程,5.76,5.0,0.0,1.0,64.52,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)",4.0
114,000559.SZ,000559,万向钱潮,汽车配件,5.77,1.0,1.0,1.0,158.86,"国机资产管理有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
115,002239.SZ,002239,奥特佳,汽车配件,5.79,6.0,1.0,4.0,181.31,,0.0
116,000691.SZ,000691,亚太实业,区域地产,5.81,0.0,1.0,1.0,16.88,芜湖长元股权投资基金(有限合伙),1.0
117,002092.SZ,002092,中泰化学,化工原料,5.82,5.0,0.0,1.0,124.92,"中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
118,300148.SZ,300148,天舟文化,出版业,5.82,9.0,1.0,2.0,45.64,国金证券-浦发银行-国金天舟文化1号集合资产管理计划,1.0
119,601899.SH,601899,紫金矿业,黄金,5.85,9.0,0.0,1.0,1148.96,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中非发展基金有限公司",6.0
120,600425.SH,600425,青松建化,水泥,5.87,2.0,0.0,1.0,80.93,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",4.0
121,000750.SZ,000750,国海证券,证券,5.89,1.0,1.0,1.0,320.68,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
122,000627.SZ,000627,天茂集团,保险,5.94,9.0,1.0,1.0,255.61,"民生加银基金-平安银行-民生加银鑫牛定向增发76号资产管理计划-民生中信建投南京5号定向资产管理计划
香港中央结算有限公司(陆股通)
渤海国际信托股份有限公司-渤海信托·恒利丰210号集合资金信托计划
财通基金-浦发银行-粤财信托-粤财信托·弘盛1号单一资金信托计划
泰达宏利基金-平安银行-长安信托-长安信托·稳健增利1号集合资金信托计划
渤海国际信托股份有限公司-渤海信托·恒利丰213号集合资金信托计划",6.0
123,002029.SZ,002029,七匹狼,服饰,5.95,1.0,1.0,1.0,43.73,"广发基金-农业银行-广发中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
基本养老保险基金一零零三组合
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",13.0
124,002360.SZ,002360,同德化工,化工原料,5.97,0.0,1.0,1.0,17.82,,0.0
125,600908.SH,600908,无锡银行,银行,6.0,9.0,0.0,1.0,101.81,"华能贵诚信托有限公司-华能信托·鸿源锡诚1号集合资金信托计划
国联信托股份有限公司",2.0
126,300086.SZ,300086,康芝药业,化学制药,6.03,6.0,0.0,2.0,26.27,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
127,002469.SZ,002469,三维工程,建筑工程,6.07,0.0,3.0,3.0,28.13,中央汇金资产管理有限责任公司,1.0
128,000012.SZ,000012,南玻A,玻璃,6.17,0.0,1.0,1.0,120.75,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
129,600738.SH,600738,兰州民百,百货,6.18,1.0,0.0,1.0,45.76,"云南国际信托有限公司-云信智胜3号单一资金信托
香港中央结算有限公司(陆股通)
卿云投资管理有限公司-卿云5期私募投资基金",3.0
130,600540.SH,600540,新赛股份,种植业,6.18,5.0,0.0,1.0,29.1,,0.0
