,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
618,002156.SZ,通富微电,半导体,1.0,7.0,3.438,10.0,1040460.8849
586,002124.SZ,天邦股份,饲料,1.0,3.0,6.995,10.0301,1161165.0965
581,002119.SZ,康强电子,半导体,1.0,1.0,9.978,9.9783,286652.73
570,002108.SZ,沧州明珠,塑料,1.0,1.0,9.977,9.9773,687693.2365
561,002099.SZ,海翔药业,化学制药,1.0,7.0,2.942,9.9593,861133.5868
541,002079.SZ,苏州固锝,半导体,1.0,2.0,5.129,9.9359,498314.5832
519,002057.SZ,中钢天源,元器件,1.0,1.0,10.064,10.0639,220233.8458
507,002045.SZ,国光电器,元器件,1.0,2.0,6.698,9.9609,234031.0913
493,002031.SZ,巨轮智能,汽车配件,1.0,7.0,3.221,10.1382,451857.1817
479,002017.SZ,东信和平,通信设备,1.0,1.0,9.991,9.9914,440710.2945
468,002006.SZ,精功科技,专用机械,1.0,1.0,10.019,10.0193,259896.36
467,002005.SZ,德豪润达,家用电器,1.0,1.0,9.866,9.8655,394184.224
222,000666.SZ,经纬纺机,纺织机械,1.0,7.0,3.315,10.0088,367779.0138
195,000622.SZ,恒立实业,汽车配件,1.0,7.0,3.824,10.0,271294.188
185,000609.SZ,中迪投资,区域地产,1.0,7.0,3.086,10.0196,163521.4963
151,000563.SZ,陕国投A,多元金融,1.0,1.0,10.17,10.1695,1288304.175
124,000531.SZ,穗恒运A,火力发电,1.0,2.0,5.189,10.0,399402.0586
749,002288.SZ,超华科技,元器件,1.0,1.0,9.98,9.98,440959.725
782,002321.SZ,华英农业,农业综合,1.0,7.0,3.625,9.8546,361113.7715
1642,300256.SZ,星星科技,元器件,1.0,1.0,10.084,10.084,304682.6631
808,002347.SZ,泰尔股份,机械基件,1.0,2.0,5.446,10.1266,138811.06
1618,300232.SZ,洲明科技,半导体,1.0,1.0,9.927,9.9271,546361.0738
1607,300221.SZ,银禧科技,塑料,1.0,1.0,10.048,10.0478,292127.0264
24,000030.SZ,富奥股份,汽车配件,1.0,1.0,10.098,10.0985,782501.2667
1521,300134.SZ,大富科技,通信设备,1.0,2.0,8.121,9.974,903344.1296
1518,300131.SZ,英唐智控,元器件,1.0,2.0,6.947,9.9602,439282.5125
1513,300126.SZ,锐奇股份,轻工机械,1.0,7.0,3.848,9.9602,116294.548
1470,300083.SZ,劲胜智能,元器件,1.0,2.0,5.45,9.901,415853.8502
1441,300053.SZ,欧比特,半导体,1.0,1.0,10.022,10.0223,492872.5478
1420,300032.SZ,金龙机电,元器件,1.0,2.0,5.469,9.9338,262066.6747
1417,300029.SZ,天龙光电,专用机械,1.0,7.0,3.24,9.9379,106200.0
1352,002908.SZ,德生科技,元器件,1.0,1.0,9.982,9.9823,162058.1682
1309,002862.SZ,实丰文化,文教休闲,1.0,7.0,3.49,10.0153,67087.48
1202,002746.SZ,仙坛股份,农业综合,1.0,2.0,5.302,10.0261,510570.1173
1120,002660.SZ,茂硕电源,电气设备,1.0,7.0,5.174,9.9688,149167.9492
1108,002648.SZ,卫星石化,化工原料,1.0,1.0,10.035,10.0346,1318600.6435
1025,002565.SZ,顺灏股份,造纸,1.0,1.0,10.015,10.0154,488973.5916
995,002535.SZ,林州重机,工程机械,1.0,7.0,2.82,9.8837,223199.8622
940,002479.SZ,富春环保,火力发电,1.0,2.0,5.066,9.9119,396780.3236
924,002463.SZ,沪电股份,元器件,1.0,1.0,9.966,9.9664,1643578.3424
919,002458.SZ,益生股份,农业综合,1.0,3.0,6.766,10.0,463983.1282
890,002429.SZ,兆驰股份,家用电器,1.0,1.0,10.092,10.0917,953503.5931
879,002418.SZ,康盛股份,机械基件,1.0,1.0,10.0,10.0,397428.8773
845,002384.SZ,东山精密,通信设备,1.0,1.0,10.038,10.0383,1670088.43
3584,603998.SH,方盛制药,中成药,1.0,1.0,9.922,9.9222,240236.1468
