,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
20,600823.SH,世茂股份,全国地产,4.16,0.24,inf,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金四一八组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
21,000570.SZ,苏常柴A,机械基件,4.44,0.23,inf,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
22,002550.SZ,千红制药,生物制药,4.63,0.22,inf,香港中央结算有限公司(陆股通)
23,600185.SH,格力地产,区域地产,4.58,0.22,inf,"广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划"
24,300261.SZ,雅本化学,农药化肥,4.48,0.22,inf,"金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司
平安基金-浦发银行-粤财信托-粤财信托·弘盛11号单一资金信托计划
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托"
25,600235.SH,民丰特纸,造纸,4.82,0.21,inf,
26,000534.SZ,万泽股份,生物制药,9.35,0.21,inf,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划
华润深国投信托有限公司-润之信13期集合资金信托计划
九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划
华润深国投信托有限公司-润之信13期集合资金信托计划
上海方圆达创投资合伙企业(有限合伙)-方圆-东方32号私募投资基金"
27,600233.SH,圆通速递,仓储物流,12.8,0.16,inf,
28,600369.SH,西南证券,证券,4.87,0.21,inf,"重庆市江北嘴中央商务区投资集团有限公司
招商财富-招商银行-渝富4号专项资产管理计划
重庆国际信托股份有限公司
中央汇金资产管理有限责任公司
重庆市江北嘴中央商务区投资集团有限公司
招商财富-招商银行-渝富4号专项资产管理计划
重庆国际信托股份有限公司
中央汇金资产管理有限责任公司"
29,600418.SH,江淮汽车,汽车整车,5.05,0.2,inf,"安徽省铁路发展基金股份有限公司
申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
安徽省铁路发展基金股份有限公司
申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
30,600622.SH,光大嘉宝,区域地产,3.93,1.03,inf,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中邮核心优选混合型证券投资基金
中国农业银行股份有限公司-中邮核心优选混合型证券投资基金
香港中央结算有限公司(陆股通)"
31,601668.SH,中国建筑,建筑工程,5.43,0.18,inf,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
交通银行-易方达50指数证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
交通银行-易方达50指数证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
全国社保基金一零一组合"
32,002805.SZ,丰元股份,化工原料,12.95,0.08,inf,
33,000999.SZ,华润三九,中成药,31.03,0.03,inf,"香港中央结算有限公司(陆股通)
全国社保基金一零三组合
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中央汇金资产管理有限责任公司
摩根士丹利投资管理公司-摩根士丹利中国A股基金
香港中央结算有限公司(陆股通)
全国社保基金一零三组合
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中央汇金资产管理有限责任公司
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)"
34,300116.SZ,坚瑞沃能,电气设备,1.71,0.59,inf,
35,300585.SZ,奥联电子,汽车配件,15.2,0.07,inf,"广西瑞盈资产管理有限公司
广西瑞盈资产管理有限公司"
36,600765.SH,中航重机,机械基件,9.56,0.1,inf,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
基本养老保险基金一二零四组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国华融资产管理股份有限公司
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金"
37,603338.SH,浙江鼎力,专用机械,68.56,0.88,1399.12,"香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国工商银行-易方达价值成长混合型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国工商银行-易方达价值成长混合型证券投资基金
全国社保基金四零六组合"
38,600885.SH,宏发股份,电气设备,32.63,0.43,1299.57,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零八组合
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
挪威中央银行-自有资金"
39,600051.SH,宁波联合,综合类,6.12,1.83,998.17,"ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)
ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)"
40,600872.SH,中炬高新,食品,41.47,0.8,724.2,"香港中央结算有限公司(陆股通)
全国社保基金一零一组合
全国社保基金一零六组合
全国社保基金四零六组合
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
全国社保基金一零六组合
全国社保基金四零六组合
中国工商银行-南方绩优成长股票型证券投资基金"
41,601877.SH,正泰电器,电气设备,25.97,0.31,699.69,"香港中央结算有限公司(陆股通)
全国社保基金一零一组合
香港中央结算有限公司(陆股通)
上海晅瀚资产管理中心(有限合伙)-晅瀚亘盈私募证券投资基金
上海晅瀚资产管理中心(有限合伙)-恒睿七号私募证券投资基金"
42,600060.SH,海信视像,家用电器,11.18,0.63,599.37,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中央汇金资产管理有限责任公司
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红中国优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
43,603611.SH,诺力股份,运输设备,17.78,0.34,499.66,
44,603810.SH,丰山集团,农药化肥,29.11,0.83,499.17,
45,300755.SZ,华致酒行,其他商业,21.75,0.23,399.77,"深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
中国农业银行-益民创新优势混合型证券投资基金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金公司混合型组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方阿尔法优选混合型发起式证券投资基金
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金公司混合型组合"
46,601966.SH,玲珑轮胎,汽车配件,21.87,0.23,399.77,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
全国社保基金四一八组合
招商银行股份有限公司-富兰克林国海基本面优选混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
全国社保基金四一八组合"
47,603730.SH,岱美股份,汽车配件,31.09,0.61,374.39,"香港中央结算有限公司(陆股通)
全国社保基金一零一组合
基本养老保险基金八零八组合
中国工商银行-融通动力先锋混合型证券投资基金
中国建设银行股份有限公司-融通领先成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
基本养老保险基金八零八组合
兴业国际信托有限公司-兴业信托·兴享进取弘尚2号证券投资集合资金信托计划"
48,688101.SH,三达膜,环境保护,20.83,0.19,299.81,上海蓝枫投资管理有限公司-上海蓝枫策略1号证券投资基金
49,002810.SZ,山东赫达,化工原料,18.28,0.22,299.78,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金"
50,603839.SH,安正时尚,服饰,14.04,0.29,299.71,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
中国建设银行-上投摩根阿尔法股票型证券投资基金
易方达资产-广发银行-易方达资产多策略1号资产管理计划"
51,603306.SH,华懋科技,汽车配件,14.17,0.57,299.43,"陕西省国际信托股份有限公司-陕国投·金沙6号单一资金信托
西安航天新能源产业基金投资有限公司
厦门国际信托有限公司
陕西省国际信托股份有限公司-陕国投·金沙6号单一资金信托
西安航天新能源产业基金投资有限公司
厦门国际信托有限公司"
52,603858.SH,步长制药,中成药,20.9,0.58,299.42,"香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)"
53,002662.SZ,京威股份,汽车配件,2.86,2.88,297.12,香港中央结算有限公司(陆股通)
54,300661.SZ,圣邦股份,元器件,272.66,1.7,266.04,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
全国社保基金四零六组合
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-诺安成长混合型证券投资基金
全国社保基金四零六组合
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安成长混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)"
55,600459.SH,贵研铂业,小金属,15.04,0.67,232.66,"中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
全国社保基金四一四组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-南方瑞合三年定期开放混合型发起式证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金"
56,300709.SZ,精研科技,元器件,105.08,0.21,214.08,"全国社保基金四零一组合
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
中国银行-南方高增长股票型开放式证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金
中国工商银行股份有限公司-中欧远见两年定期开放混合型证券投资基金
中国建设银行股份有限公司-南方瑞合三年定期开放混合型发起式证券投资基金(LOF)"
57,603129.SH,春风动力,摩托车,41.31,0.54,213.75,"中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
全国社保基金五零三组合
中信信托有限责任公司-中信信托锐进52期泓澄投资集合资金信托计划
基本养老保险基金一六零二一组合
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
中国国际金融香港资产管理有限公司-客户资金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国建设银行股份有限公司-富国科技创新灵活配置混合型证券投资基金
中国建设银行股份有限公司-华安幸福生活混合型证券投资基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金"
58,300445.SZ,康斯特,电器仪表,16.29,0.18,199.82,"交通银行股份有限公司-长城久富核心成长混合型证券投资基金(LOF)
中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金
中国对外经济贸易信托有限公司-新股C1
招商证券股份有限公司-九泰泰富定增主题灵活配置混合型证券投资基金"
59,600783.SH,鲁信创投,多元金融,14.16,0.21,199.79,厦门祐益峰资产管理有限公司-睿兹1号证券投资基金
60,002293.SZ,罗莱生活,纺织,8.8,0.34,199.66,"上海明河投资管理有限公司-明河成长2号私募证券投资基金
上海明河投资管理有限公司-明河2016私募证券投资基金
上海明河投资管理有限公司-明河成长2号私募证券投资基金
中央汇金资产管理有限责任公司"
61,000528.SZ,柳工,工程机械,6.63,0.45,199.55,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
62,002487.SZ,大金重工,钢加工,5.01,0.6,199.4,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
全国社保基金一一八组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
全国社保基金一一八组合
全国社保基金四一三组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金"
63,600658.SH,电子城,园区开发,4.62,0.65,199.35,"全国社保基金五零三组合
德邦基金-浦发银行-中融信托-中融-融昱28号集合资金信托计划
德邦基金-浦发银行-中融信托-中融-融昱28号集合资金信托计划
全国社保基金五零三组合"
64,603313.SH,梦百合,家居用品,21.94,0.69,199.31,"全国社保基金一一一组合
中信信托有限责任公司-中信信托锐进58期源乐晟投资集合资金信托计划
平安银行股份有限公司-长信可转债债券型证券投资基金
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
中国银行股份有限公司-平安匠心优选混合型证券投资基金
红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划
红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
中国对外经济贸易信托有限公司-淡水泉精选1期
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
平安信托有限责任公司-投资精英之淡水泉"
65,002519.SZ,银河电子,通信设备,4.18,0.72,199.28,"华安基金-兴业银行-中兵投资管理有限责任公司
南方工业资产管理有限责任公司
华安基金-兴业银行-中兵投资管理有限责任公司
南方工业资产管理有限责任公司"
66,002676.SZ,顺威股份,塑料,3.47,0.87,199.13,"深圳市皓景资产管理有限公司
上海浦东发展银行股份有限公司-国泰中证全指家用电器交易型开放式指数证券投资基金
西部利得基金-建设银行-西部利得增盈1号资产管理计划
诺安基金-工商银行-诺安金狮66号资产管理计划
深圳市皓景资产管理有限公司
西部利得基金-建设银行-西部利得增盈1号资产管理计划
诺安基金-工商银行-诺安金狮66号资产管理计划"
67,300653.SZ,正海生物,医疗保健,75.21,0.45,182.88,"蓝色经济区产业投资基金(有限合伙)
蓝色经济区产业投资基金(有限合伙)
中国建设银行股份有限公司-诺德价值优势混合型证券投资基金
广东惠正投资管理有限公司-惠正平稳私募证券投资基金"
68,300196.SZ,长海股份,玻璃,11.0,0.46,149.54,"全国社保基金五零二组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
全国社保基金一一八组合
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
平安银行股份有限公司-东方红睿轩三年定期开放灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
平安银行股份有限公司-东方红睿轩三年定期开放灵活配置混合型证券投资基金
全国社保基金一一八组合
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
招商银行股份有限公司-东方红优享红利沪港深灵活配置混合型证券投资基金
全国社保基金五零二组合"
69,600452.SH,涪陵电力,水力发电,17.9,0.56,149.44,"挪威中央银行-自有资金
国泰基金-陶宝-国泰基金-金滩科创1号单一资产管理计划
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
国泰基金-陶宝-国泰基金-金滩科创1号单一资产管理计划
全国社保基金一零七组合"
