,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,circ_mv
1785,300400.SZ,劲拓股份,专用机械,3.0,-6.77,21.4,340950.5587
273,000728.SZ,国元证券,证券,2.0,-6.76,9.91,2919634.65
1114,002654.SZ,万润科技,半导体,2.0,-6.76,4.8,276071.951
1668,300281.SZ,金明精机,专用机械,3.0,-6.73,6.66,174575.4491
2910,600958.SH,东方证券,证券,2.0,-6.71,12.75,7238634.6885
2996,601177.SH,杭齿前进,机械基件,2.0,-6.7,12.86,514477.16
2956,601012.SH,隆基股份,半导体,2.0,-6.7,27.4,7621940.4082
3296,603322.SH,超讯通信,通信设备,2.0,-6.69,33.8,153313.2037
871,002410.SZ,广联达,软件服务,1.0,-6.65,27.2,2411042.6392
1777,300392.SZ,腾信股份,互联网,2.0,-6.65,8.3,214624.5914
2716,600703.SH,三安光电,半导体,1.0,-6.6,14.18,5783206.5479
2810,600804.SH,鹏博士,电信运营,1.0,-6.59,9.94,1423763.7118
2977,601108.SH,财通证券,证券,2.0,-6.58,10.76,2589601.2871
2718,600705.SH,中航资本,多元金融,2.0,-6.58,6.08,5457606.0657
656,002194.SZ,*ST凡谷,通信设备,2.0,-6.58,11.34,601431.6862
2217,600105.SH,永鼎股份,通信设备,1.0,-6.58,5.38,666191.8532
1709,300322.SZ,硕贝德,通信设备,2.0,-6.58,14.85,545758.1356
1703,300316.SZ,晶盛机电,专用机械,2.0,-6.56,14.51,1738712.0211
2535,600498.SH,烽火通信,通信设备,1.0,-6.54,32.7,3604764.9158
820,002359.SZ,北讯集团,通信设备,1.0,-6.54,9.76,691073.6009
2086,300709.SZ,精研科技,元器件,1.0,-6.52,31.9,180494.5384
1293,002845.SZ,同兴达,元器件,3.0,-6.49,20.32,149979.8717
845,002384.SZ,东山精密,通信设备,1.0,-6.49,16.04,1865474.8201
2648,600624.SH,复旦复华,综合类,1.0,-6.48,6.95,475874.847
3406,603618.SH,杭电股份,电气设备,1.0,-6.46,6.64,456092.962
3354,603507.SH,振江股份,钢加工,1.0,-6.45,27.62,222001.4397
1449,300061.SZ,康旗股份,医疗保健,1.0,-6.44,8.75,240066.9994
920,002459.SZ,天业通联,工程机械,1.0,-6.44,12.44,481409.284
1296,002848.SZ,高斯贝尔,通信设备,1.0,-6.41,15.99,140148.1127
239,000686.SZ,东北证券,证券,2.0,-6.4,8.97,2099386.2648
69,000166.SZ,申万宏源,证券,2.0,-6.38,5.66,12754478.44
3556,603928.SH,兴业股份,化工原料,1.0,-6.32,14.72,92399.648
2066,300688.SZ,创业黑马,综合类,1.0,-6.32,43.29,158175.8808
2294,600192.SH,长城电工,电气设备,2.0,-6.3,6.56,289786.688
1798,300413.SZ,芒果超媒,影视音像,2.0,-6.27,41.8,859736.4142
2221,600109.SH,国金证券,证券,2.0,-6.26,10.15,3069724.6997
489,002027.SZ,分众传媒,影视音像,1.0,-6.23,6.9,10127737.3932
1008,002548.SZ,金新农,饲料,1.0,-6.22,9.02,281931.3885
3211,603121.SH,华培动力,汽车配件,1.0,-6.22,32.25,145125.0
127,000534.SZ,万泽股份,区域地产,1.0,-6.21,10.2,501192.7019
924,002463.SZ,沪电股份,元器件,2.0,-6.21,11.03,1846096.6514
2668,600649.SH,城投控股,区域地产,1.0,-6.15,6.46,1563831.7754
3339,603421.SH,鼎信通讯,通信设备,2.0,-6.15,24.35,135131.204
1369,002927.SZ,泰永长征,电气设备,3.0,-6.14,37.19,191067.344
2476,600406.SH,国电南瑞,软件服务,1.0,-6.14,19.17,4894494.6253
679,002217.SZ,合力泰,元器件,2.0,-6.1,7.58,1941480.657
1861,300476.SZ,胜宏科技,元器件,1.0,-6.09,13.24,1005742.1906
1074,002614.SZ,奥佳华,医疗保健,2.0,-6.08,17.83,594166.353
2031,300653.SZ,正海生物,医疗保健,1.0,-6.07,54.7,236741.6
878,002417.SZ,深南股份,多元金融,2.0,-6.07,8.97,212156.2459
1174,002716.SZ,金贵银业,小金属,2.0,-6.05,8.16,442562.0195
1022,002562.SZ,兄弟科技,化学制药,2.0,-6.05,4.63,238302.5136
514,002052.SZ,同洲电子,通信设备,1.0,-6.02,4.75,354327.7771
700,002238.SZ,天威视讯,影视音像,2.0,-6.0,8.4,518576.688
2901,600909.SH,华安证券,证券,2.0,-6.0,6.68,1804936.0
1884,300499.SZ,高澜股份,专用机械,2.0,-5.98,15.46,124852.2174
2014,300635.SZ,达安股份,建筑施工,3.0,-5.97,16.75,73230.8325
1984,300604.SZ,长川科技,专用机械,1.0,-5.97,34.4,229406.8748
1492,300104.SZ,乐视网,互联网,1.0,-5.94,2.96,909674.7237
876,002415.SZ,海康威视,电器仪表,2.0,-5.88,35.95,29028562.6559
1322,002876.SZ,三利谱,元器件,3.0,-5.87,47.94,262182.5177
1993,300613.SZ,富瀚微,半导体,1.0,-5.86,108.62,140603.159
2505,600459.SH,贵研铂业,小金属,4.0,-5.86,15.63,530280.6746
742,002281.SZ,光迅科技,通信设备,1.0,-5.84,32.01,2012026.1682
1878,300493.SZ,润欣科技,通信设备,1.0,-5.84,10.85,325500.0
1758,300373.SZ,扬杰科技,半导体,1.0,-5.83,19.02,557395.3194
3052,601601.SH,中国太保,保险,2.0,-5.81,35.08,22053743.6
2313,600215.SH,长春经开,园区开发,1.0,-5.81,7.81,363190.6793
1706,300319.SZ,麦捷科技,元器件,3.0,-5.81,8.31,530490.4643
2413,600330.SH,天通股份,元器件,1.0,-5.81,7.87,784297.2295
560,002098.SZ,浔兴股份,服饰,2.0,-5.77,10.35,370530.0
961,002500.SZ,山西证券,证券,2.0,-5.73,8.44,2387444.0291
1368,002926.SZ,华西证券,证券,2.0,-5.72,11.21,1993303.2724
1103,002643.SZ,万润股份,化工原料,1.0,-5.69,11.22,1000968.8053
1695,300308.SZ,中际旭创,电气设备,2.0,-5.67,54.85,1196265.2482
831,002370.SZ,亚太药业,化学制药,1.0,-5.67,12.2,496827.2502
626,002164.SZ,宁波东力,电气设备,2.0,-5.65,3.68,161899.1738
2880,600882.SH,广泽股份,乳制品,1.0,-5.64,8.1,327022.9565
1197,002740.SZ,爱迪尔,服饰,1.0,-5.64,6.64,108837.4936
2402,600318.SH,新力金融,多元金融,2.0,-5.61,9.54,461736.0
1618,300231.SZ,银信科技,软件服务,1.0,-5.61,7.96,269061.1268
3562,603939.SH,益丰药房,医药商业,1.0,-5.6,54.62,1981038.222
1623,300236.SZ,上海新阳,半导体,1.0,-5.6,30.01,570845.9106
1906,300521.SZ,爱司凯,专用机械,2.0,-5.59,11.36,83999.3309
886,002425.SZ,凯撒文化,互联网,1.0,-5.57,6.91,555827.7098
3410,603629.SH,利通电子,元器件,2.0,-5.55,38.0,95000.0
900,002439.SZ,启明星辰,软件服务,3.0,-5.55,26.47,1651507.0205
2439,600363.SH,联创光电,元器件,1.0,-5.54,9.73,431502.8778
958,002497.SZ,雅化集团,化工原料,1.0,-5.54,7.99,651064.1696
3101,601886.SH,江河集团,装修装饰,2.0,-5.54,8.28,955553.4
125,000532.SZ,华金资本,元器件,1.0,-5.54,11.81,405653.9497
498,002036.SZ,联创电子,元器件,1.0,-5.52,11.95,657297.4594
3263,603233.SH,大参林,医药商业,1.0,-5.5,43.92,281751.9694
3090,601858.SH,中国科传,出版业,1.0,-5.49,10.46,199263.0
1379,002938.SZ,鹏鼎控股,元器件,3.0,-5.49,24.53,566993.9801
2516,600476.SH,湘邮科技,软件服务,1.0,-5.48,14.9,239994.3
2440,600365.SH,通葡股份,红黄药酒,2.0,-5.48,4.4,176000.0
2379,600291.SH,西水股份,保险,2.0,-5.47,15.64,1709552.6872
575,002113.SZ,天润数娱,互联网,1.0,-5.45,3.95,325802.7513
618,002156.SZ,通富微电,半导体,1.0,-5.43,9.05,1043921.3978
2293,600191.SH,华资实业,食品,1.0,-5.41,5.44,263803.008
2292,600190.SH,锦州港,港口,1.0,-5.38,3.37,599686.2866
896,002435.SZ,长江润发,化学制药,2.0,-5.35,6.88,207782.2938
3085,601811.SH,新华文轩,出版业,1.0,-5.32,12.44,247673.4025
448,000987.SZ,越秀金控,多元金融,2.0,-5.32,10.72,577115.0485
1517,300129.SZ,泰胜风能,电气设备,1.0,-5.31,4.0,214220.36
684,002222.SZ,福晶科技,元器件,1.0,-5.3,12.33,521466.5238
3057,601615.SH,明阳智能,机械基件,1.0,-5.29,12.27,338529.3
2139,600009.SH,上海机场,机场,3.0,-5.29,58.89,6439482.5019
3226,603160.SH,汇顶科技,元器件,2.0,-5.28,88.9,2058884.7329
2834,600830.SH,香溢融通,多元金融,2.0,-5.28,6.42,291675.2036
1482,300094.SZ,国联水产,渔业,1.0,-5.27,6.73,503612.4725
3013,601231.SH,环旭电子,元器件,3.0,-5.27,12.15,2643747.1497
643,002181.SZ,粤传媒,出版业,1.0,-5.26,5.56,630744.5128
238,000685.SZ,中山公用,水务,2.0,-5.25,8.59,1076524.491
1049,002589.SZ,瑞康医药,医药商业,1.0,-5.25,7.46,809157.3298
664,002202.SZ,金风科技,电气设备,2.0,-5.24,14.55,4153744.2185
1712,300325.SZ,德威新材,塑料,1.0,-5.24,4.09,325060.6298
3505,603826.SH,坤彩科技,染料涂料,2.0,-5.23,16.7,316394.1452
3379,603579.SH,荣泰健康,医疗保健,1.0,-5.22,34.0,174828.0
1684,300297.SZ,蓝盾股份,软件服务,1.0,-5.22,6.63,515500.3407
2597,600570.SH,恒生电子,软件服务,2.0,-5.2,88.31,5455837.5446
1628,300241.SZ,瑞丰光电,半导体,1.0,-5.18,5.39,227873.2623
2720,600707.SH,彩虹股份,元器件,3.0,-5.16,6.53,841042.1049
714,002252.SZ,上海莱士,生物制药,5.0,-5.16,9.59,4768712.9459
551,002089.SZ,新海宜,通信设备,1.0,-5.15,5.42,507524.1198
2188,600073.SH,上海梅林,食品,1.0,-5.14,8.65,811135.9933
2361,600271.SH,航天信息,电脑设备,1.0,-5.14,28.45,5254180.1969
1429,300040.SZ,九洲电气,电气设备,1.0,-5.12,6.33,148609.9265
3008,601222.SH,林洋能源,电器仪表,1.0,-5.12,5.73,1002102.812
1561,300173.SZ,智慧松德,轻工机械,1.0,-5.11,5.63,218087.2145
1845,300460.SZ,惠伦晶体,元器件,2.0,-5.08,9.19,154643.9898
693,002231.SZ,奥维通信,通信设备,2.0,-5.07,8.39,256632.6488
857,002396.SZ,星网锐捷,通信设备,1.0,-5.07,21.45,1156393.5948
3349,603499.SH,翔港科技,广告包装,1.0,-5.05,23.19,57975.0
540,002078.SZ,太阳纸业,造纸,1.0,-5.05,7.27,1854510.7558
568,002106.SZ,莱宝高科,元器件,1.0,-5.04,8.09,569418.2112
1290,002841.SZ,视源股份,元器件,3.0,-5.04,75.54,502923.5645
2577,600547.SH,山东黄金,黄金,2.0,-5.03,32.95,4782694.8263
2541,600505.SH,西昌电力,水力发电,3.0,-5.02,7.15,260665.7625
3299,603328.SH,依顿电子,元器件,1.0,-5.01,11.11,1102519.6903
3163,603033.SH,三维股份,橡胶,2.0,-4.99,22.25,123042.5
2744,600732.SH,ST新梅,区域地产,2.0,-4.98,5.79,258455.8033
929,002468.SZ,申通快递,仓储物流,2.0,-4.98,22.47,745500.672
642,002180.SZ,纳思达,电脑设备,1.0,-4.96,25.8,2574816.2846
1872,300487.SZ,蓝晓科技,化工原料,0.0,-4.95,35.17,381166.3088
226,000670.SZ,盈方微,元器件,1.0,-4.95,3.99,239246.9979
1635,300248.SZ,新开普,软件服务,1.0,-4.93,8.34,264073.8435
3451,603707.SH,健友股份,化学制药,2.0,-4.92,27.75,789776.2665
1095,002635.SZ,安洁科技,电脑设备,2.0,-4.91,14.71,538184.1626
1003,002543.SZ,万和电气,家用电器,1.0,-4.9,14.25,691497.0319
2309,600210.SH,紫江企业,广告包装,1.0,-4.87,4.2,637029.1864
880,002419.SZ,天虹股份,百货,1.0,-4.87,12.64,1516668.5238
1927,300543.SZ,朗科智能,电气设备,1.0,-4.87,18.39,78341.4
1122,002662.SZ,京威股份,汽车配件,1.0,-4.86,4.59,669667.7349
512,002050.SZ,三花智控,机械基件,1.0,-4.86,15.87,2953012.813
3118,601965.SH,中国汽研,汽车服务,1.0,-4.85,7.93,762215.6345
1608,300221.SZ,银禧科技,塑料,2.0,-4.83,7.0,296360.7514
1099,002639.SZ,雪人股份,专用机械,0.0,-4.82,8.14,420190.8578
1446,300057.SZ,万顺股份,广告包装,3.0,-4.82,7.74,281410.7118
1286,002837.SZ,英维克,专用机械,3.0,-4.81,20.11,137686.6946
2195,600080.SH,金花股份,中成药,1.0,-4.8,7.72,235688.4132
126,000533.SZ,顺钠股份,电气设备,1.0,-4.79,3.46,236976.2304
2687,600673.SH,东阳光科,铝,1.0,-4.79,8.96,2203197.9263
3210,603118.SH,共进股份,通信设备,2.0,-4.75,8.01,621362.3989
2658,600638.SH,新黄浦,区域地产,2.0,-4.75,9.48,638380.1531
2035,300657.SZ,弘信电子,元器件,2.0,-4.75,43.08,265156.1507
3427,603665.SH,康隆达,纺织,2.0,-4.74,25.07,93437.9808
3589,603999.SH,读者传媒,出版业,2.0,-4.72,5.95,342720.0
1039,002579.SZ,中京电子,元器件,1.0,-4.7,11.01,381947.245
1387,002947.SZ,恒铭达,元器件,1.0,-4.7,53.96,163919.7042
1846,300461.SZ,田中精机,专用机械,1.0,-4.69,23.5,218606.4
50,000066.SZ,中国长城,电脑设备,1.0,-4.68,7.09,1765918.5721
827,002366.SZ,台海核电,专用机械,1.0,-4.67,13.99,684209.5092
1615,300228.SZ,富瑞特装,化工机械,1.0,-4.66,6.33,257063.004
1774,300389.SZ,艾比森,半导体,1.0,-4.64,17.2,282398.0177
2883,600885.SH,宏发股份,电气设备,1.0,-4.61,26.84,1998940.0056
610,002148.SZ,北纬科技,互联网,1.0,-4.6,7.6,337468.4058
1183,002726.SZ,龙大肉食,食品,2.0,-4.59,8.61,645900.2385
603,002141.SZ,贤丰控股,元器件,1.0,-4.59,4.9,311937.92
1109,002649.SZ,博彦科技,软件服务,1.0,-4.58,8.97,374148.8307
1575,300188.SZ,美亚柏科,软件服务,2.0,-4.58,16.83,888576.8238
2746,600734.SH,实达集团,电脑设备,3.0,-4.58,8.68,307865.7459
2973,601100.SH,恒立液压,工程机械,2.0,-4.54,29.82,2630124.0
2049,300671.SZ,富满电子,半导体,1.0,-4.54,19.23,151181.8813
196,000623.SZ,吉林敖东,中成药,2.0,-4.53,18.41,2059579.5698
1313,002866.SZ,传艺科技,电脑设备,1.0,-4.53,12.36,99652.982
