,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
24,002412.SZ,汉森制药,中成药,20.82,1.9589,"金改, 二胎, 医药, 中药, 高送转, ",59.93亿
25,300603.SZ,立昂技术,通信设备,27.23,1.8706,"高送转-预期, 物联网, 新疆, 云计算, 高送转, 人工智能, 智慧城市, 智慧安防, 资产重组, 独角兽, 人脸识别, ",13.15亿
26,002746.SZ,仙坛股份,农业综合,27.77,1.8335,"业绩预增, 养鸡, 高送转, ",67.29亿
27,300357.SZ,我武生物,生物制药,28.79,1.7674,"社保重仓, 高送转, ",131.74亿
28,300701.SZ,森霸传感,元器件,34.51,1.7394,"高送转-预期, 物联网, 小米概念股, 高送转, 国产芯片, 智慧安防, 科创板概念股, ",7.83亿
29,300559.SZ,佳发教育,软件服务,22.47,1.7202,"教育, 业绩预增, 高送转-填权, 国产软件, ",32.94亿
30,300590.SZ,移为通信,通信设备,35.54,1.7172,"高送转-预期, 业绩预增, 物联网, 智慧物流, 北斗导航, 智能制造, ",34.47亿
31,300609.SZ,汇纳科技,互联网,36.35,1.6215,"高送转-预期, 大数据, 无人商店, ",19.95亿
32,000732.SZ,泰禾集团,区域地产,16.71,1.5805,"MSCI, 福建自贸区, 参股券商, 高质押率, 房地产, 互联网金融, 移动支付, 住房租赁, 高送转, 自贸区, 智慧城市, ",207.71亿
33,300347.SZ,泰格医药,医疗保健,65.73,1.5763,"MSCI, 新进指数成份股, 医药, 创新药, 高送转, ",229.01亿
34,002698.SZ,博实股份,化工机械,14.5,1.4696,"业绩预增, 智能制造, 医疗器械, 高送转, 高校系, 机器人, ",78.94亿
35,300538.SZ,同益股份,批发业,30.81,1.382,"华为产业链, 小米概念股, 高送转, 国资入股, ",7.37亿
36,002812.SZ,恩捷股份,广告包装,52.82,1.3042,"MSCI, 特斯拉, 业绩预增, 锂电池, 新能源汽车, 高送转, 包装印刷, 资产重组, ",67.15亿
37,300670.SZ,大烨智能,电气设备,14.2,1.2839,"储能, 高送转, 工业互联网, 复牌股, ",13.29亿
38,601233.SH,桐昆股份,化纤,13.41,1.2075,"MSCI, 涤纶, 高送转-预期, 供应链金融, 石油化工, ",239.28亿
39,002933.SZ,新兴装备,航空,43.97,1.1502,"高送转-预期, ",12.91亿
40,300752.SZ,隆利科技,元器件,50.13,1.1501,"业绩预增, 高送转, LED, ",9.11亿
41,300652.SZ,雷迪克,汽车配件,21.54,1.0319,"高送转-预期, 汽车零部件, ",6.36亿
42,603259.SH,药明康德,化学制药,80.57,0.9649,"健康中国, 新进指数成份股, PD-1抑制剂, 高送转-预期, 业绩预增, 医药, 创新药, 大数据, ",579.0亿
43,300348.SZ,长亮科技,软件服务,21.76,0.9276,"互联网金融, 大数据, 云计算, 高送转, 国产软件, 腾讯概念股, ",47.98亿
44,002917.SZ,金奥博,化工原料,23.8,0.8475,"高送转-预期, 智能制造, 高送转, 工业互联网, 民爆, 机器人, ",8.06亿
45,002818.SZ,富森美,房产服务,13.13,0.8449,"小米概念股, 高送转-填权, 家具家居, ",19.47亿
46,002391.SZ,长青股份,农药化肥,8.65,0.8159,"高股息, 农药, 社保重仓, 高送转, 草铵膦, ",30.84亿
47,603639.SH,海利尔,农药化肥,27.9,0.7584,"农药, 高送转-预期, ",15.15亿
48,002861.SZ,瀛通通讯,通信设备,21.3,0.7569,"高送转-预期, 回购, 小米概念股, 无线充电, 苹果产业链, ",10.7亿
49,300723.SZ,一品红,化学制药,43.99,0.7558,"高送转-预期, 社保重仓, 医药, 化学药, ",20.82亿
50,300547.SZ,川环科技,橡胶,23.72,0.7219,"社保重仓, 汽车零部件, 高送转, ",14.84亿
51,002405.SZ,四维图新,软件服务,21.63,0.6983,"安邦系, MSCI, 特斯拉, 蔚来汽车概念股, 军工研究所, 回购, 业绩预增, 军工, 物联网, 无人驾驶, 雄安-智慧城市, 北斗导航, 雄安新区, 大数据, 高送转, 国产软件, 腾讯概念股, 国产芯片, 滴滴出行概念股, 共享经济, 国产操作系统, 智慧安防, 独角兽, 手势识别, ",225.71亿
52,002908.SZ,德生科技,元器件,18.96,0.6904,"高送转-预期, 数字中国, 移动支付, 高送转, 医疗信息化, ",14.52亿
53,002796.SZ,世嘉科技,专用机械,34.14,0.6783,"5G, 业绩预增, 高送转-填权, ",42.27亿
54,300177.SZ,中海达,通信设备,13.68,0.6623,"阿里巴巴概念股, 无人机, 物联网, 百度概念股, 无人驾驶, 北斗导航, 大数据, 高送转, 国产软件, VR&AR, 国产芯片, ",45.02亿
55,603260.SH,合盛硅业,化工原料,46.1,0.655,"养老金持股, 石墨电极, 高送转-预期, 有机硅, 业绩预增, ",120.25亿
56,000661.SZ,长春高新,生物制药,299.09,0.6021,"高价股, MSCI, 新进指数成份股, 高送转-预期, 社保重仓, 业绩预增, 医药, 创新药, 疫苗, ",508.48亿
57,002842.SZ,翔鹭钨业,小金属,17.67,0.5692,"社保重仓, 有色金属, 业绩预增, 有色-钨, 高送转, ",12.69亿
58,300469.SZ,信息发展,软件服务,21.29,0.5668,"阿里巴巴概念股, 新零售, 数字中国, 药品信息化追溯, 高送转, 区块链, 国产软件, 腾讯概念股, 国产芯片, ",20.67亿
59,002110.SZ,三钢闽光,普钢,16.76,0.5399,"MSCI, 钢铁, 社保重仓, 高送转, ",104.29亿
60,002792.SZ,通宇通讯,通信设备,29.89,0.5382,"5G, 光通信, 华为产业链, 高送转, ",67.32亿
61,300047.SZ,天源迪科,软件服务,14.82,0.4746,"养老金持股, 阿里巴巴概念股, 互联网金融, 大数据, 云计算, 高送转, 智慧城市, 国产软件, ",44.35亿
62,300393.SZ,中来股份,塑料,17.85,0.4502,"兜底式增持, 光伏, 定增破发, 高质押率, 高送转, 股权转让, ",21.56亿
63,300720.SZ,海川智能,电器仪表,24.64,0.4484,"高送转-预期, 工业自动化, 智能制造, 高送转, ",6.84亿
64,002940.SZ,昂利康,化学制药,35.04,0.4299,"高送转-预期, 医药, 化学药, ",7.88亿
65,002731.SZ,萃华珠宝,服饰,17.79,0.395,"业绩预增, 高送转, 黄金, ",22.88亿
66,002117.SZ,东港股份,广告包装,18.04,0.3895,"移动支付, 高送转, 区块链, 无人商店, 彩票, 电子发票, 包装印刷, 独角兽, 蚂蚁金服概念股, ",65.6亿
67,300536.SZ,农尚环境,建筑施工,18.71,0.3755,"园林, PPP, 高送转, ",11.43亿
68,300593.SZ,新雷能,电气设备,19.02,0.3694,"5G, 高送转-预期, 军工, 军民融合, ",12.73亿
69,002749.SZ,国光股份,农药化肥,19.5,0.3603,"阿里巴巴概念股, 农药, 高送转, ",27.14亿
70,603338.SH,浙江鼎力,专用机械,67.15,0.3437,"高送转-预期, 业绩预增, 军工, 军民融合, 人民币贬值受益, ",166.33亿
71,600309.SH,万华化学,化工原料,40.19,0.2995,"白马股, 环氧丙烷, 阿里巴巴概念股, 高送转-预期, 社保重仓, 新零售, 石油化工, 煤化工, 山东国企改革, 油品升级, 共享经济, 资产重组, ",572.21亿
72,300605.SZ,恒锋信息,软件服务,17.87,0.2806,"数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",8.73亿
73,300663.SZ,科蓝软件,软件服务,39.03,0.2569,"互联网金融, 移动支付, 举牌股, 高送转, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",48.06亿
74,300391.SZ,康跃科技,机械基件,7.9,0.2538,"大飞机, 光伏, 工业自动化, 智能制造, 高送转, ",15.84亿
75,300608.SZ,思特奇,软件服务,22.11,0.2267,"大数据, 云计算, 高送转, 人工智能, 区块链, 国产软件, ",15.31亿
76,002007.SZ,华兰生物,生物制药,42.24,0.2135,"MSCI, 血制品, 医药, 创新药, 疫苗, 流感, 高送转, ",339.04亿
77,002735.SZ,王子新材,塑料,23.65,0.2119,"无线充电, 高送转, 包装印刷, ",10.05亿
78,300365.SZ,恒华科技,软件服务,15.1,0.1991,"高送转-填权, 雄安新区, 大数据, 云计算, 国产软件, ",48.91亿
79,002935.SZ,天奥电子,元器件,47.39,0.1903,"高送转-预期, 军工, 军民融合, 北斗导航, 高送转, ",12.64亿
80,300595.SZ,欧普康视,医疗保健,58.42,0.1886,"基因测序, 医疗器械, 高送转, 眼科, ",80.52亿
81,300343.SZ,联创互联,互联网,7.69,0.1302,"定增破发, 高送转, VR&AR, 资产重组, ",32.76亿
82,300651.SZ,金陵体育,文教休闲,56.5,0.124,"高送转-预期, 社保重仓, 高送转, 足球, 体育产业, ",14.82亿
83,002713.SZ,东易日盛,装修装饰,17.28,0.1159,"装配式建筑, 智慧物流, 定增破发, 智能制造, 住房租赁, 高送转, 装修装饰, ",43.23亿
84,300736.SZ,百邦科技,通信设备,18.34,0.1092,"高送转, 苹果产业链, 国资入股, ",9.22亿
85,300657.SZ,弘信电子,元器件,21.32,0.0939,"PCB板, 高送转-预期, 华为产业链, 社保重仓, 高送转-填权, ",24.02亿
86,300644.SZ,南京聚隆,塑料,30.08,0.0665,"高送转-预期, 高铁轨交, ",10.09亿
87,002838.SZ,道恩股份,塑料,17.9,0.0559,"特斯拉, 蔚来汽车概念股, 社保重仓, 业绩预增, 高送转, 资产重组, ",13.37亿
88,300385.SZ,雪浪环境,环境保护,20.53,0.0487,"固废处理, 定增破发, 高质押率, 大气治理, 环保, 高送转, ",11.89亿
89,002718.SZ,友邦吊顶,家居用品,27.72,0.0361,"恒大概念股, 高送转, 装修装饰, ",12.7亿
90,300421.SZ,力星股份,机械基件,10.86,0.0,"回购, 高送转-填权, ",20.26亿
91,002885.SZ,京泉华,元器件,20.98,0.0,"5G, OLED, 华为产业链, 小米概念股, 无线充电, 新能源汽车, 高送转, 充电桩, ",9.47亿
92,300695.SZ,兆丰股份,汽车配件,54.61,-0.0183,"高送转-预期, 汽车零部件, ",9.11亿
93,300624.SZ,万兴科技,软件服务,48.6,-0.0206,"高送转-预期, 物联网, 西藏, 国产软件, 强势人气股, ",23.58亿
94,002902.SZ,铭普光磁,元器件,24.13,-0.0828,"5G, 光通信, 华为产业链, 高送转, ",17.44亿
95,300722.SZ,新余国科,专用机械,32.59,-0.092,"高送转-预期, 军工, 军民融合, ",6.52亿
96,002919.SZ,名臣健康,日用化工,21.7,-0.1381,"高送转, 化妆品, ",6.12亿
97,300637.SZ,扬帆新材,化工原料,13.65,-0.1463,"高送转-预期, 高送转-填权, ",16.83亿
98,300598.SZ,诚迈科技,软件服务,26.21,-0.1904,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, ",12.68亿
99,300523.SZ,辰安科技,软件服务,48.6,-0.2053,"物联网, 网络安全, 高送转, 智慧城市, 高校系, 智慧安防, ",49.85亿
100,300410.SZ,正业科技,电器仪表,18.95,-0.2632,"OLED, PCB板, 宁德时代概念股, 工业自动化, 锂电池, 智能制造, 新能源汽车, 高送转, 工业互联网, 股权转让, 国资入股, ",35.37亿
101,300680.SZ,隆盛科技,汽车配件,18.65,-0.2674,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, ",6.12亿
102,300516.SZ,久之洋,电器仪表,33.54,-0.2676,"军工研究所, 军工, 军民融合, 高送转, 智慧安防, ",15.8亿
103,002853.SZ,皮阿诺,家居用品,18.44,-0.2704,"高送转-预期, 家具家居, ",9.42亿
104,300689.SZ,澄天伟业,元器件,29.21,-0.2731,"高送转-预期, 移动支付, ",5.56亿
105,300414.SZ,中光防雷,元器件,20.4,-0.2933,"5G, 军工, 军民融合, 高送转, 资产重组, ",32.13亿
106,300684.SZ,中石科技,化工原料,30.35,-0.2957,"5G, 高送转-预期, 华为产业链, 高送转, ",18.61亿
107,300653.SZ,正海生物,医疗保健,54.85,-0.3271,"高送转-预期, 医疗器械, ",23.74亿
108,300607.SZ,拓斯达,专用机械,34.44,-0.376,"高送转-预期, 华为产业链, 工业自动化, 智能制造, 工业互联网, 机器人, ",19.75亿
109,300729.SZ,乐歌股份,家居用品,22.77,-0.3937,"高送转-预期, 家具家居, ",5.64亿
110,002536.SZ,西泵股份,汽车配件,9.97,-0.3996,"汽车零部件, 高送转, ",31.32亿
111,300628.SZ,亿联网络,通信设备,95.6,-0.4063,"高价股, MSCI, 社保重仓, 云计算, 高送转, ",71.39亿
112,002788.SZ,鹭燕医药,医药商业,15.77,-0.4419,"医药商业, 医药, 中药, 医疗器械, 高送转, ",29.48亿
113,600585.SH,海螺水泥,水泥,38.14,-0.4437,"AH溢价股, 高股息, 白马股, MSCI, 安徽国企改革, 高送转-预期, 业绩预增, 水泥, ",1525.49亿
114,300180.SZ,华峰超纤,化纤,13.4,-0.4458,"移动支付, 高送转, 工业互联网, ",91.66亿
115,002621.SZ,美吉姆,专用机械,21.41,-0.4649,"教育, 工业自动化, 智能制造, 高送转, 资产重组, ",68.36亿
116,300525.SZ,博思软件,软件服务,29.97,-0.465,"社保重仓, 数字中国, 高送转, 智慧城市, 国产软件, 资产重组, ",23.51亿
117,300683.SZ,海特生物,生物制药,29.06,-0.4795,"高送转-预期, 医药, 创新药, 化学药, ",13.82亿
118,300285.SZ,国瓷材料,陶瓷,15.72,-0.5063,"有色-锆, 被动元件, 有色金属, 业绩预增, 高送转-填权, 医疗器械, 年报季报, ",108.26亿
119,002843.SZ,泰嘉股份,钢加工,15.48,-0.5141,"高送转-预期, 高送转, ",13.0亿
120,300506.SZ,名家汇,建筑施工,17.26,-0.576,"业绩预增, 高送转, 装修装饰, ",29.0亿
121,300756.SZ,中山金马,专用机械,75.79,-0.6033,"主题公园, 高送转, ",7.58亿
122,002867.SZ,周大生,服饰,32.82,-0.6057,"社保重仓, 高送转, 创投, ",53.52亿
123,300472.SZ,新元科技,专用机械,21.23,-0.6086,"业绩预增, 工业自动化, 智能制造, 高送转, 机器人, 虹膜识别, 人脸识别, ",21.36亿
124,300733.SZ,西菱动力,汽车配件,13.06,-0.6088,"高送转-预期, 汽车零部件, ",8.88亿
125,002599.SZ,盛通股份,广告包装,9.72,-0.6135,"二胎, 教育, 回购, 高送转, 包装印刷, ",19.66亿
126,300747.SZ,锐科激光,元器件,134.46,-0.6208,"高价股, 新进指数成份股, 高送转-预期, 央企改革, 社保重仓, 3D打印, 智能制造, 高送转, ",43.03亿
127,300282.SZ,三盛教育,文教休闲,15.9,-0.625,"教育, 高送转, ",36.16亿
128,300669.SZ,沪宁股份,机械基件,20.67,-0.625,"高送转-预期, ",5.31亿
129,300619.SZ,金银河,专用机械,22.52,-0.7055,"高送转-预期, 有机硅, 锂电池, 新能源汽车, ",6.86亿
130,002458.SZ,益生股份,农业综合,23.01,-0.7334,"养猪, 业绩预增, 养鸡, 高送转-填权, 强势人气股, ",81.54亿
131,300530.SZ,达志科技,化工原料,38.56,-0.7465,"高送转, ",8.13亿
132,300636.SZ,同和药业,化学制药,18.3,-0.7592,"高送转-预期, 医药, 化学药, ",8.63亿
133,300631.SZ,久吾高科,环境保护,15.3,-0.7782,"高送转-预期, 社保重仓, 锂电池, 环保, 新能源汽车, 污水处理, 燃料乙醇, ",10.6亿
134,300600.SZ,瑞特股份,电气设备,18.85,-0.7895,"海工装备, 社保重仓, 航母, 军工, 军民融合, 高送转, ",12.45亿
135,002790.SZ,瑞尔特,家居用品,12.38,-0.8013,"业绩预增, 高送转, ",31.69亿
136,300575.SZ,中旗股份,农药化肥,29.93,-0.8284,"农药, 业绩预增, 高送转, ",19.36亿
137,300580.SZ,贝斯特,汽车配件,15.08,-0.8547,"高送转-预期, 通用航空, 汽车零部件, 燃料电池, ",9.97亿
138,002057.SZ,中钢天源,元器件,12.6,-0.8655,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",40.27亿
139,002717.SZ,岭南股份,环境保护,7.62,-0.9103,"主题公园, 业绩预增, 园林, 雄安-园林环保, 定增破发, PPP, 环保, 雄安新区, 高送转, 污水处理, VR&AR, ",52.04亿
140,002892.SZ,科力尔,电气设备,42.41,-0.9112,"高送转-预期, 白色家电, 家电, 智能制造, 高送转, 机器人, ",11.17亿
141,300712.SZ,永福股份,建筑施工,14.76,-0.9396,"高送转-预期, 风电, 光伏, 新能源汽车, 充电桩, ",8.91亿
142,300513.SZ,恒实科技,软件服务,24.27,-1.0196,"高送转, 国产软件, 资产重组, ",15.2亿
143,300579.SZ,数字认证,软件服务,37.61,-1.0263,"雄安-智慧城市, 网络安全, 雄安新区, 高送转, 区块链, 国产软件, 彩票, 知识产权, ",16.57亿
144,002038.SZ,双鹭药业,生物制药,22.97,-1.034,"MSCI, 民营医院, 医药, 化学药, 疫苗, 基因测序, 高送转, 互联网医疗, ",130.45亿
145,002931.SZ,锋龙股份,汽车配件,27.38,-1.0838,"高送转-预期, 汽车零部件, ",7.24亿
146,002891.SZ,中宠股份,饲料,32.6,-1.0922,"阿里巴巴概念股, 社保重仓, 新零售, 饲料, 高送转, ",17.56亿
147,300681.SZ,英搏尔,元器件,27.98,-1.0958,"高送转-预期, ",5.29亿
148,300606.SZ,金太阳,矿物制品,17.12,-1.0976,"高送转-预期, ",5.69亿
149,002414.SZ,高德红外,电器仪表,17.1,-1.0989,"业绩预增, 军工, 军民融合, 无人驾驶, 高送转, 智慧安防, ",122.12亿
150,603773.SH,沃格光电,元器件,33.14,-1.1041,"OLED, 高送转-预期, 3D玻璃, ",21.32亿
151,300572.SZ,安车检测,电器仪表,70.67,-1.1194,"业绩预增, 高送转, ",39.85亿
152,600511.SH,国药股份,医药商业,22.77,-1.129,"高股息, MSCI, 健康中国, 养老金持股, 医药商业, 高送转-预期, 央企改革, 社保重仓, 回购, 芬太尼概念, 医药, ",63.22亿
153,300456.SZ,耐威科技,元器件,26.88,-1.1401,"华为产业链, 军工, 军民融合, 物联网, 百度概念股, 无人驾驶, 北斗导航, 高送转, 半导体, 独角兽, 创投, ",36.8亿
154,300390.SZ,天华超净,元器件,9.33,-1.1653,"宁德时代概念股, 锂电池, 新能源汽车, 医疗器械, 高送转, 半导体, ",16.98亿
155,300751.SZ,迈为股份,专用机械,138.87,-1.1742,"高价股, 高送转-预期, 光伏, ",18.05亿
156,300569.SZ,天能重工,专用机械,18.37,-1.1834,"风电, 高送转, 资产重组, ",15.54亿
157,600230.SH,沧州大化,农药化肥,16.26,-1.2151,"高送转-预期, 央企改革, 石油化工, 煤化工, 京津冀, 股权转让, ",66.97亿
158,300602.SZ,飞荣达,元器件,24.9,-1.2297,"5G, 华为产业链, 高送转-填权, 无线充电, ",23.64亿
159,002320.SZ,海峡股份,水运,14.32,-1.2414,"航运, 海南自由贸易港, 高送转, 自贸区, 自由贸易港, 股权转让, 海南, ",79.96亿
160,300604.SZ,长川科技,专用机械,30.95,-1.2444,"高送转, 半导体, 资产重组, ",20.64亿
161,300738.SZ,奥飞数据,电信运营,26.13,-1.2472,"高送转-预期, 业绩预增, 网络安全, 大数据, 云计算, 高送转, ",15.75亿
162,300499.SZ,高澜股份,专用机械,14.7,-1.276,"新能源汽车, 高送转, 充电桩, ",11.87亿
163,002864.SZ,盘龙药业,中成药,28.86,-1.2996,"高送转-预期, 医药, 中药, 强势人气股, ",12.97亿
164,603225.SH,新凤鸣,化纤,12.82,-1.3087,"涤纶, 高送转-预期, ",21.36亿
165,002805.SZ,丰元股份,化工原料,23.69,-1.3328,"锂电池, 新能源汽车, 高送转, ",12.7亿
166,300721.SZ,怡达股份,化工原料,18.96,-1.3528,"环氧丙烷, 高送转-预期, 回购, ",7.9亿
167,002602.SZ,世纪华通,汽车配件,18.7,-1.3713,"回购, 汽车零部件, 高质押率, 高送转, 资产重组, 游戏, 手游, ",306.69亿
168,300125.SZ,易世达,电气设备,16.19,-1.4007,"回购, 光伏, 高送转-填权, 举牌股, 年报季报, ",42.71亿
169,300645.SZ,正元智慧,软件服务,16.17,-1.4024,"教育, 物联网, 高送转-填权, 移动支付, 无人商店, 智慧城市, 国产软件, ",13.95亿
170,002932.SZ,明德生物,医疗保健,39.37,-1.4025,"高送转-预期, 医疗器械, 体外诊断, ",6.55亿
171,002832.SZ,比音勒芬,服饰,44.78,-1.4308,"回购, 业绩预增, 纺织服装, 高送转, 体育产业, ",35.38亿
172,002923.SZ,润都股份,化学制药,27.18,-1.4503,"医药, 化学药, 高送转, 工业大麻, ",10.88亿
173,300691.SZ,联合光电,元器件,26.38,-1.4569,"华为产业链, 高送转, 智慧安防, ",16.04亿
174,002827.SZ,高争民爆,化工原料,14.88,-1.457,"高送转, 西藏, 民爆, ",9.4亿
175,300583.SZ,赛托生物,生物制药,32.42,-1.4889,"高送转-预期, 医药, 化学药, ",11.04亿
176,300449.SZ,汉邦高科,电脑设备,16.52,-1.4908,"无人驾驶, 京津冀, 高送转, 智慧城市, 股权转让, 国资入股, 智慧安防, 知识产权, 人脸识别, ",18.4亿
177,300510.SZ,金冠股份,电气设备,9.83,-1.503,"定增破发, 智能仪表, 锂电池, 新能源汽车, 高送转, 股权转让, 国资入股, 资产重组, 充电桩, ",20.95亿
178,300713.SZ,英可瑞,电气设备,19.3,-1.5306,"新能源汽车, 高送转, 国资入股, 充电桩, ",8.26亿
179,601869.SH,长飞光纤,通信设备,35.38,-1.5308,"5G, 光通信, 新进指数成份股, 高送转-预期, 工业互联网, ",26.81亿
180,300613.SZ,富瀚微,半导体,84.6,-1.5821,"高送转-预期, 半导体, 国产芯片, 智慧安防, ",10.95亿
181,002921.SZ,联诚精密,汽车配件,20.52,-1.677,"高送转-预期, 汽车零部件, 农机, ",9.91亿
182,300596.SZ,利安隆,化工原料,33.84,-1.6851,"高送转-预期, 社保重仓, 复牌股, 资产重组, ",41.45亿
183,002877.SZ,智能自控,电器仪表,15.49,-1.7132,"工业自动化, 智能制造, 高送转, ",8.05亿
184,002880.SZ,卫光生物,生物制药,42.39,-1.7157,"血制品, 高送转-预期, 医药, 疫苗, ",11.45亿
185,300587.SZ,天铁股份,橡胶,21.01,-1.7306,"高送转-预期, 高送转, 高铁轨交, ",8.86亿
186,002757.SZ,南兴装备,家居用品,38.58,-1.732,"业绩预增, 云计算, 高送转, ",37.86亿
187,002899.SZ,英派斯,文教休闲,13.42,-1.757,"高送转-预期, 体育产业, ",10.65亿
188,002125.SZ,湘潭电化,化工原料,5.91,-1.8272,"硅锰, 业绩预增, 湖南国企改革, 锂电池, 高送转-填权, 环保, 新能源汽车, 污水处理, ",32.68亿
189,300620.SZ,光库科技,元器件,35.0,-1.8508,"5G, 光通信, 高送转-预期, 量子通信, ",7.7亿
190,002889.SZ,东方嘉盛,仓储物流,24.58,-1.8762,"5G, 高送转-预期, 智慧物流, 智能制造, 快递物流, 大数据, 自贸区, 自由贸易港, 上海自由贸易港, ",9.14亿
191,002847.SZ,盐津铺子,食品,33.41,-1.8796,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, ",12.05亿
192,002913.SZ,奥士康,元器件,44.62,-1.8909,"PCB板, 高送转-预期, 小米概念股, ",16.07亿
193,300672.SZ,国科微,半导体,47.25,-1.971,"高送转-预期, 物联网, 北斗导航, 高送转, 半导体, 国产芯片, 智慧安防, ",32.48亿
194,300622.SZ,博士眼镜,其他商业,19.7,-1.99,"高送转-预期, 眼科, ",7.55亿
195,300745.SZ,欣锐科技,汽车配件,29.73,-2.0428,"北汽新能源, 高送转-预期, ",8.51亿
196,002928.SZ,华夏航空,空运,11.81,-2.073,"高送转-填权, 民航, ",24.11亿
197,002893.SZ,华通热力,供气供热,18.07,-2.1127,"高送转-预期, ",11.56亿
198,300731.SZ,科创新源,橡胶,24.47,-2.12,"高送转-预期, 华为产业链, 汽车零部件, 创投, ",14.37亿
199,300742.SZ,越博动力,汽车配件,30.0,-2.1845,"高送转-预期, 无人驾驶, 新能源汽车, ",11.81亿
200,002884.SZ,凌霄泵业,专用机械,28.4,-2.2039,"回购, 高送转, ",18.4亿
201,600486.SH,扬农化工,农药化肥,51.87,-2.2243,"草甘膦, 白马股, MSCI, 农药, 高送转-预期, 央企改革, 社保重仓, 业绩预增, ",160.75亿
202,002810.SZ,山东赫达,化工原料,26.8,-2.2255,"业绩预增, 高送转, ",16.45亿
203,300739.SZ,明阳电路,元器件,25.31,-2.2402,"PCB板, 人民币贬值受益, 高送转, ",11.69亿
204,002896.SZ,中大力德,机械基件,28.35,-2.2414,"高送转-预期, 智慧物流, 智能制造, 机器人, ",9.71亿
