,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_CURRENT_PRICE,circ_mv
2746,600730.SH,中国高科,综合类,2.58,28.0,0.0,7.61,446445.2175
937,002476.SZ,宝莫股份,化工原料,1.65,28.0,0.0,6.04,354128.1234
1056,002596.SZ,海南瑞泽,其他建材,2.16,28.0,0.0,10.59,913322.327
2053,300673.SZ,佩蒂股份,饲料,1.34,28.0,0.0,54.35,206975.67
2739,600723.SH,首商股份,百货,0.65,28.0,0.0,7.29,479732.7049
2741,600725.SH,ST云维,焦炭加工,0.95,28.0,0.0,2.94,362346.18
2268,600159.SH,大龙地产,区域地产,1.09,28.0,0.0,3.26,270581.0536
2070,300690.SZ,双一科技,电气设备,2.33,28.0,0.0,26.97,141011.4071
960,002499.SZ,科林环保,环境保护,1.5,28.0,0.0,9.06,171219.6626
2088,300709.SZ,精研科技,元器件,2.26,28.0,0.0,39.55,223779.2788
2374,600281.SH,太化股份,化工原料,1.31,28.0,0.0,4.87,250513.7862
2206,600088.SH,中视传媒,影视音像,5.8,28.0,0.0,22.4,890862.336
592,002130.SZ,沃尔核材,电气设备,1.88,28.0,0.0,5.33,504291.2102
2967,601028.SH,玉龙股份,钢加工,1.6,28.0,0.0,6.05,473730.5848
2931,600979.SH,广安爱众,水力发电,1.13,28.0,0.0,5.27,378329.1609
638,002176.SZ,江特电机,电气设备,1.49,28.0,0.0,6.6,969084.7709
643,002181.SZ,粤传媒,出版业,2.49,28.0,0.0,6.89,781624.0456
2923,600969.SH,郴电国际,水力发电,1.61,28.0,0.0,8.54,316023.1133
2208,600090.SH,同济堂,医药商业,0.58,28.0,0.0,6.42,451131.4605
2113,300737.SZ,科顺股份,其他建材,1.29,28.0,0.0,10.52,286742.3787
2214,600097.SH,开创国际,渔业,0.86,28.0,0.0,13.35,302074.4991
2880,600877.SH,ST嘉陵,摩托车,0.79,28.0,0.0,5.42,372506.8657
2873,600870.SH,*ST厦华,家用电器,0.86,28.0,0.0,3.91,204571.069
2257,600146.SH,商赢环球,服饰,2.78,28.0,0.0,9.28,185600.0
2868,600865.SH,百大集团,百货,0.85,28.0,0.0,7.25,272774.2291
2847,600841.SH,上柴股份,机械基件,1.01,28.0,0.0,9.9,516673.6047
2825,600817.SH,ST宏盛,多元金融,0.84,28.0,0.0,8.47,131860.1757
1067,002607.SZ,中公教育,文教休闲,1.76,28.0,0.0,12.29,1008192.8948
690,002228.SZ,合兴包装,广告包装,0.85,28.0,0.0,5.7,664302.3607
2049,300669.SZ,沪宁股份,机械基件,0.66,28.0,0.0,20.58,52890.6
1110,002650.SZ,加加食品,食品,1.39,28.0,0.0,4.15,393044.1179
1075,002615.SZ,哈尔斯,家居用品,0.86,28.0,0.0,6.46,148444.3742
2587,600555.SH,海航创新,旅游服务,1.18,28.0,0.0,3.59,349486.5
2568,600530.SH,交大昂立,医疗保健,2.48,28.0,0.0,6.8,530400.0
2554,600515.SH,海航基础,全国地产,1.64,28.0,0.0,6.61,1096133.2369
2549,600509.SH,天富能源,火力发电,1.89,28.0,0.0,5.56,503567.3018
1440,300049.SZ,福瑞股份,中成药,1.1,28.0,0.0,11.34,258514.2627
1474,300084.SZ,海默科技,石油开采,1.36,28.0,0.0,6.75,204841.5453
1493,300103.SZ,达刚路机,工程机械,2.08,28.0,0.0,12.79,321447.0731
2491,600423.SH,*ST柳化,农药化肥,1.18,28.0,0.0,4.28,341841.4711
1587,300198.SZ,纳川股份,塑料,3.2,28.0,0.0,4.78,357786.9167
1593,300204.SZ,舒泰神,生物制药,1.35,28.0,0.0,14.16,660847.6489
1607,300218.SZ,安利股份,塑料,1.12,28.0,0.0,8.09,174967.6027
1622,300233.SZ,金城医药,化学制药,1.63,28.0,0.0,20.45,726052.0904
2459,600381.SH,青海春天,医疗保健,1.18,28.0,0.0,7.17,420922.5513
1992,300610.SZ,晨化股份,化工原料,0.76,28.0,0.0,14.5,72125.2693
1721,300332.SZ,天壕环境,环境保护,3.08,28.0,0.0,6.85,486352.8332
2359,600262.SH,北方股份,汽车整车,0.79,28.0,0.0,20.76,352920.0
2390,600300.SH,维维股份,软饮料,0.89,28.0,0.0,3.52,588544.0
1351,002907.SZ,华森制药,化学制药,1.15,28.0,0.0,22.27,209471.62
2611,600581.SH,八一钢铁,普钢,1.45,28.0,0.0,5.26,806304.2796
1303,002856.SZ,美芝股份,装修装饰,1.57,28.0,0.0,25.81,78483.048
1295,002847.SZ,盐津铺子,食品,0.93,28.0,0.0,26.15,94319.2269
2728,600712.SH,南宁百货,百货,1.26,28.0,0.0,4.89,263062.1833
2371,600278.SH,东方创业,商贸代理,1.55,28.0,0.0,11.3,590133.1651
2713,600695.SH,绿庭投资,多元金融,3.54,28.0,0.0,8.72,319559.3565
1131,002671.SZ,龙泉股份,其他建材,1.59,28.0,0.0,6.02,203325.8726
2288,600182.SH,S佳通,汽车配件,0.74,28.0,0.0,17.8,302600.0
1164,002705.SZ,新宝股份,家用电器,0.64,28.0,0.0,11.89,946652.4198
2303,600198.SH,*ST大唐,通信设备,1.84,28.0,0.0,10.82,947102.4171
1188,002731.SZ,萃华珠宝,服饰,0.88,28.0,0.0,22.67,291535.8214
2285,600178.SH,东安动力,汽车配件,1.08,28.0,0.0,5.72,264309.76
1209,002753.SZ,永东股份,化工原料,0.74,28.0,0.0,10.77,215872.4056
1252,002800.SZ,天顺股份,仓储物流,1.32,28.0,0.0,21.67,75933.6303
2307,600202.SH,*ST哈空,电气设备,1.85,28.0,0.0,5.22,200103.8308
2312,600209.SH,*ST罗顿,综合类,1.36,28.0,0.0,4.75,208530.3053
1277,002827.SZ,高争民爆,化工原料,0.95,28.0,0.0,17.37,109685.4705
1278,002828.SZ,贝肯能源,石油开采,1.25,28.0,0.0,13.91,137379.6112
2648,600620.SH,天宸股份,综合类,1.55,28.0,0.0,8.04,552088.3989
1285,002836.SZ,新宏泽,广告包装,1.38,28.0,0.0,14.5,81733.6
2645,600617.SH,国新能源,供气供热,0.8,28.0,0.0,5.75,560575.7478
2658,600634.SH,*ST富控,互联网,0.99,28.0,0.0,3.12,179628.4093
1266,002816.SZ,和科达,专用机械,1.82,28.0,0.0,23.3,133415.9305
2203,600084.SH,中葡股份,红黄药酒,1.84,28.0,0.0,3.71,416902.6539
3370,603536.SH,惠发股份,食品,0.91,28.0,0.0,9.82,59169.4938
3174,603041.SH,美思德,化工原料,1.14,28.0,0.0,17.1,79557.75
110,000514.SZ,渝开发,区域地产,1.13,28.0,0.0,4.83,407541.3761
418,000950.SZ,重药控股,农药化肥,0.79,28.0,0.0,6.06,430871.6631
137,000546.SZ,金圆股份,水泥,0.99,28.0,0.0,10.51,694736.4531
139,000548.SZ,湖南投资,路桥,0.9,28.0,0.0,5.41,270067.7659
405,000928.SZ,中钢国际,建筑施工,2.06,28.0,0.0,6.68,496429.7204
401,000923.SZ,河北宣工,铜,0.98,28.0,0.0,16.35,323730.0
3199,603090.SH,宏盛股份,专用机械,2.48,28.0,0.0,20.23,82298.2699
392,000912.SZ,*ST天化,农药化肥,1.15,28.0,0.0,6.32,990976.0
3204,603101.SH,汇嘉时代,百货,0.68,28.0,0.0,14.2,102240.0
153,000565.SZ,渝三峡A,染料涂料,1.24,28.0,0.0,6.01,260588.9242
3236,603169.SH,兰石重装,专用机械,2.43,28.0,0.0,6.96,722767.4974
3242,603183.SH,建研院,建筑施工,1.02,28.0,0.0,18.48,136229.6905
3169,603036.SH,如通股份,专用机械,1.29,28.0,0.0,14.78,75141.52
352,000852.SZ,石化机械,化工机械,1.34,28.0,0.0,9.48,567053.4901
157,000570.SZ,苏常柴A,机械基件,1.92,28.0,0.0,6.28,258343.0767
3306,603331.SH,百达精工,专用机械,0.73,28.0,0.0,17.63,56086.8479
172,000593.SZ,大通燃气,供气供热,2.08,28.0,0.0,8.44,236144.7535
186,000610.SZ,西安旅游,旅游服务,1.43,28.0,0.0,10.12,238103.4804
189,000613.SZ,大东海A,旅游服务,1.25,28.0,0.0,8.2,217829.392
3362,603517.SH,绝味食品,食品,0.85,28.0,0.0,45.58,746155.5392
204,000632.SZ,三木集团,综合类,1.28,28.0,0.0,4.99,232277.1926
208,000637.SZ,茂化实华,石油加工,1.31,28.0,0.0,5.34,195708.3124
584,002122.SZ,*ST天马,机械基件,3.37,28.0,0.0,3.11,368301.9522
3436,603676.SH,卫信康,化学制药,1.62,28.0,0.0,14.38,95857.7702
3384,603580.SH,艾艾精工,化工原料,0.9,28.0,0.0,18.56,55982.528
221,000665.SZ,湖北广电,影视音像,1.52,28.0,0.0,10.1,642520.4112
3419,603638.SH,艾迪精密,专用机械,1.14,28.0,0.0,31.22,265312.602
3262,603226.SH,菲林格尔,家居用品,0.9,28.0,0.0,19.95,58487.0559
453,000995.SZ,*ST皇台,白酒,0.91,28.0,0.0,4.89,86751.2651
232,000678.SZ,襄阳轴承,机械基件,2.03,28.0,0.0,9.3,399044.2112
46,000061.SZ,农产品,农业综合,1.03,28.0,0.0,6.12,1037343.1053
3571,603960.SH,克来机电,专用机械,1.53,28.0,0.0,37.18,192615.0352
3556,603919.SH,金徽酒,白酒,1.37,28.0,0.0,16.0,582400.0
3051,601588.SH,北辰实业,区域地产,1.04,28.0,0.0,3.72,989520.0
548,002086.SZ,ST东海洋,渔业,1.39,28.0,0.0,4.99,237332.9828
15,000019.SZ,深粮控股,其他商业,0.83,28.0,0.0,8.7,361880.5333
3553,603916.SH,苏博特,化工原料,0.8,28.0,0.0,13.99,180401.05
3033,601366.SH,利群股份,百货,0.95,28.0,0.0,7.83,371947.0618
3126,601975.SH,ST长油,水运,1.86,28.0,0.0,3.06,580956.8988
2980,601107.SH,四川成渝,路桥,1.0,28.0,0.0,4.57,988372.18
2504,600449.SH,宁夏建材,水泥,1.04,29.0,0.0,10.07,481528.3093
2494,600428.SH,中远海特,水运,0.93,29.0,0.0,4.2,901593.3238
2493,600426.SH,华鲁恒升,农药化肥,0.77,29.0,0.0,15.14,2448769.1351
2487,600419.SH,天润乳业,乳制品,0.89,29.0,0.0,18.2,376948.2408
3452,603701.SH,德宏股份,汽车配件,1.11,29.0,0.0,13.5,96033.6
3558,603922.SH,金鸿顺,汽车配件,0.9,29.0,0.0,20.29,64928.0
2475,600399.SH,*ST抚钢,特种钢,1.79,29.0,0.0,4.09,806588.9
3460,603713.SH,密尔克卫,仓储物流,0.69,29.0,0.0,39.05,148858.6
3461,603716.SH,塞力斯,医药商业,0.91,29.0,0.0,20.87,200574.2822
2255,600143.SH,金发科技,塑料,0.73,29.0,0.0,5.69,1456640.0
3449,603698.SH,航天工程,专用机械,0.86,29.0,0.0,17.96,740490.8
2314,600211.SH,西藏药业,中成药,1.62,29.0,0.0,42.69,621519.441
2533,600490.SH,鹏欣资源,铜,1.95,29.0,0.0,6.51,970881.6773
2447,600368.SH,五洲交通,路桥,0.83,29.0,0.0,3.85,433368.3462
2545,600505.SH,西昌电力,水力发电,1.94,29.0,0.0,7.83,285456.3525
2546,600506.SH,香梨股份,种植业,0.96,29.0,0.0,12.3,181679.4538
2244,600129.SH,太极集团,中成药,1.51,29.0,0.0,11.74,638528.1162
2240,600125.SH,铁龙物流,铁路,0.66,29.0,0.0,8.47,1105777.0273
2222,600106.SH,重庆路桥,路桥,0.91,29.0,0.0,3.84,421773.2429
2218,600101.SH,明星电力,水力发电,1.04,29.0,0.0,8.96,290464.3634
3443,603686.SH,龙马环卫,专用机械,1.76,29.0,0.0,15.7,466128.2194
3565,603938.SH,三孚股份,化工原料,1.15,29.0,0.0,23.08,117215.4728
3423,603655.SH,朗博科技,汽车配件,0.97,29.0,0.0,17.08,58072.0
2573,600536.SH,中国软件,软件服务,5.07,29.0,0.0,51.4,2542052.6995
2577,600540.SH,新赛股份,种植业,1.16,29.0,0.0,5.2,244880.1228
2578,600543.SH,莫高股份,红黄药酒,0.82,29.0,0.0,7.22,231848.64
2513,600463.SH,空港股份,园区开发,1.76,29.0,0.0,10.07,302100.0
2543,600502.SH,安徽水利,建筑施工,1.54,29.0,0.0,5.39,490883.4824
2439,600359.SH,新农开发,农业综合,1.27,29.0,0.0,5.24,199912.7177
3464,603721.SH,中广天择,影视音像,1.84,29.0,0.0,26.06,123383.9314
3494,603801.SH,志邦家居,家居用品,0.96,29.0,0.0,30.42,253171.25
3499,603810.SH,丰山集团,农药化肥,0.52,29.0,0.0,43.52,87040.0
2302,600197.SH,伊力特,白酒,1.34,29.0,0.0,19.93,878913.0
2333,600232.SH,金鹰股份,纺织,1.12,29.0,0.0,6.77,246914.4543
2344,600243.SH,青海华鼎,机床制造,1.66,29.0,0.0,5.43,238295.55
2347,600248.SH,延长化建,建筑施工,0.86,29.0,0.0,4.83,293473.6787
3503,603817.SH,海峡环保,环境保护,1.15,29.0,0.0,7.96,143280.0
2350,600251.SH,冠农股份,农业综合,1.05,29.0,0.0,6.16,483462.6769
3476,603757.SH,大元泵业,专用机械,1.06,29.0,0.0,25.2,88200.0
2358,600261.SH,阳光照明,家用电器,0.94,29.0,0.0,4.04,586649.5837
2370,600277.SH,亿利洁能,综合类,0.51,29.0,0.0,6.92,1850411.5188
3511,603829.SH,洛凯股份,电气设备,1.73,29.0,0.0,14.03,101577.2
2274,600166.SH,福田汽车,汽车整车,1.46,29.0,0.0,2.42,1614171.7722
3473,603737.SH,三棵树,染料涂料,2.27,29.0,0.0,62.3,269334.0517
3515,603843.SH,正平股份,建筑施工,1.3,29.0,0.0,9.61,185315.716
3523,603866.SH,桃李面包,食品,0.55,29.0,0.0,56.95,2680215.07
2579,600545.SH,卓郎智能,纺织机械,0.61,29.0,0.0,8.7,587933.6269
3485,603779.SH,威龙股份,红黄药酒,0.61,29.0,0.0,14.67,135852.6353
2432,600351.SH,亚宝药业,中成药,1.63,29.0,0.0,8.31,639870.0191
2431,600350.SH,山东高速,路桥,0.56,29.0,0.0,5.04,2424827.5919
3467,603726.SH,朗迪集团,机械基件,1.08,29.0,0.0,21.24,70414.848
2267,600158.SH,中体产业,文教休闲,1.46,29.0,0.0,11.88,781104.5257
2417,600330.SH,天通股份,元器件,1.34,29.0,0.0,8.52,849074.002
2444,600365.SH,通葡股份,红黄药酒,1.25,29.0,0.0,4.81,192400.0
2413,600326.SH,西藏天路,建筑施工,1.41,29.0,0.0,9.1,787499.9041
3545,603899.SH,晨光文具,文教休闲,0.47,29.0,0.0,34.53,3176760.0
2404,600316.SH,洪都航空,航空,1.77,29.0,0.0,15.21,1090731.1728
2270,600161.SH,天坛生物,生物制药,0.72,29.0,0.0,23.94,2085506.7804
3468,603727.SH,博迈科,石油开采,0.94,29.0,0.0,14.98,142115.26
2388,600298.SH,安琪酵母,食品,0.59,29.0,0.0,29.23,2408788.5964
3532,603881.SH,数据港,电信运营,1.71,29.0,0.0,40.76,521094.4184
2409,600321.SH,*ST正源,其他建材,2.24,29.0,0.0,3.22,486397.1
2384,600292.SH,远达环保,环境保护,1.14,29.0,0.0,6.65,519243.2319
2969,601058.SH,赛轮轮胎,汽车配件,0.9,29.0,0.0,2.96,639110.522
2604,600573.SH,惠泉啤酒,啤酒,0.76,29.0,0.0,8.49,212250.0
3150,603015.SH,弘讯科技,电气设备,1.37,29.0,0.0,8.49,341213.949
2864,600861.SH,北京城乡,百货,0.9,29.0,0.0,8.37,265165.7423
2862,600859.SH,王府井,百货,0.6,29.0,0.0,16.82,662918.7327
2851,600846.SH,同济科技,综合类,1.79,29.0,0.0,10.5,655999.5918
2839,600831.SH,广电网络,影视音像,1.83,29.0,0.0,11.15,697274.8646
3176,603043.SH,广州酒家,食品,0.64,29.0,0.0,33.08,415177.897
3187,603069.SH,海汽集团,公路,1.04,29.0,0.0,8.24,143211.2
2870,600867.SH,通化东宝,生物制药,1.59,29.0,0.0,16.72,3266656.0756
3192,603080.SH,新疆火炬,供气供热,1.53,29.0,0.0,25.13,219221.555
3196,603086.SH,先达股份,农药化肥,1.0,29.0,0.0,30.59,221819.5398
2809,600798.SH,宁波海运,水运,0.97,29.0,0.0,4.39,452543.5662
2804,600793.SH,宜宾纸业,造纸,0.78,29.0,0.0,17.22,181326.6
2794,600781.SH,辅仁药业,中成药,0.91,29.0,0.0,14.97,560272.0433
2786,600773.SH,西藏城投,区域地产,1.35,29.0,0.0,8.31,620013.0007
2776,600761.SH,安徽合力,工程机械,0.67,29.0,0.0,11.19,828262.3174
2770,600755.SH,厦门国贸,商贸代理,1.16,29.0,0.0,9.33,1694582.2574
2821,600812.SH,华北制药,化学制药,0.78,29.0,0.0,4.98,812140.755
3072,601678.SH,滨化股份,化工原料,1.51,29.0,0.0,6.09,940539.6
2874,600871.SH,*ST油服,石油开采,1.26,29.0,0.0,2.58,3107006.5367
3058,601607.SH,上海医药,医药商业,0.97,29.0,0.0,21.4,4115080.9385
2977,601100.SH,恒立液压,工程机械,1.48,29.0,0.0,33.48,2952936.0
2961,601015.SH,陕西黑猫,焦炭加工,0.86,29.0,0.0,6.41,719269.4736
2956,601008.SH,连云港,港口,1.03,29.0,0.0,4.17,423344.6971
2945,600996.SH,贵广网络,影视音像,2.56,29.0,0.0,11.48,342089.4284
2944,600995.SH,文山电力,水力发电,0.88,29.0,0.0,8.41,402440.7024
2939,600987.SH,航民股份,纺织,0.6,29.0,0.0,9.81,623239.11
2978,601101.SH,昊华能源,煤炭开采,0.72,29.0,0.0,7.11,853198.7714
2994,601158.SH,重庆水务,水务,0.38,29.0,0.0,6.31,3028800.0
2924,600970.SH,中材国际,建筑施工,1.48,29.0,0.0,8.14,1413962.2946
3000,601177.SH,杭齿前进,机械基件,1.63,29.0,0.0,15.01,600490.06
2913,600939.SH,重庆建工,建筑施工,0.96,29.0,0.0,5.8,237553.8387
2912,600936.SH,广西广电,影视音像,1.54,29.0,0.0,5.36,641047.0611
2890,600888.SH,新疆众和,铝,1.09,29.0,0.0,5.94,495154.6186
3014,601226.SH,华电重工,专用机械,0.97,29.0,0.0,4.83,557865.0
3031,601339.SH,百隆东方,纺织,0.88,29.0,0.0,6.03,904500.0
2885,600883.SH,博闻科技,水泥,0.99,29.0,0.0,7.73,182496.024
2884,600882.SH,妙可蓝多,乳制品,0.9,29.0,0.0,9.34,377085.73
3234,603167.SH,渤海轮渡,水运,0.71,29.0,0.0,10.69,514616.6
2762,600746.SH,江苏索普,化工原料,1.23,29.0,0.0,8.16,248603.3066
2758,600742.SH,一汽富维,汽车配件,0.76,29.0,0.0,12.8,649799.8848
2747,600731.SH,湖南海利,农药化肥,0.93,29.0,0.0,5.57,181945.7862
2668,600644.SH,乐山电力,水力发电,1.74,29.0,0.0,6.92,372573.256
3333,603385.SH,惠达卫浴,家居用品,0.82,29.0,0.0,10.74,283242.7196
3335,603387.SH,基蛋生物,生物制药,1.51,29.0,0.0,38.09,350785.2347
2656,600630.SH,龙头股份,纺织,1.43,29.0,0.0,9.04,384074.8837
2652,600624.SH,复旦复华,综合类,6.05,29.0,0.0,14.63,1001733.6706
3354,603500.SH,祥和实业,运输设备,0.89,29.0,0.0,13.69,68997.6
2651,600623.SH,华谊集团,汽车配件,0.85,29.0,0.0,9.6,1799357.6765
3360,603515.SH,欧普照明,电气设备,1.03,29.0,0.0,34.28,436558.1962
2649,600621.SH,华鑫股份,证券,2.53,29.0,0.0,14.36,768619.0373
3363,603518.SH,维格娜丝,服饰,0.82,29.0,0.0,16.88,299545.3853
3382,603578.SH,三星新材,玻璃,0.92,29.0,0.0,23.41,74677.9
2644,600616.SH,金枫酒业,红黄药酒,1.27,29.0,0.0,6.16,317005.4223
2627,600598.SH,北大荒,种植业,0.62,29.0,0.0,9.72,1727904.8715
3390,603589.SH,口子窖,白酒,1.05,29.0,0.0,52.31,3138600.0
2626,600597.SH,光明乳业,乳制品,0.72,29.0,0.0,9.99,1223077.707
3413,603628.SH,清源股份,电气设备,1.03,29.0,0.0,9.35,83028.0
2621,600592.SH,龙溪股份,机械基件,1.67,29.0,0.0,8.53,340819.1961
3332,603383.SH,顶点软件,软件服务,6.24,29.0,0.0,87.99,510492.6389
3420,603639.SH,海利尔,农药化肥,0.53,29.0,0.0,32.15,174588.7907
2670,600647.SH,同达创业,综合类,0.71,29.0,0.0,14.96,208158.7508
2686,600665.SH,天地源,全国地产,0.94,29.0,0.0,4.64,400952.8497
3238,603178.SH,圣龙股份,汽车配件,1.79,29.0,0.0,12.81,65283.603
3251,603198.SH,迎驾贡酒,白酒,0.85,29.0,0.0,17.99,1439200.0
3254,603203.SH,快克股份,专用机械,0.84,29.0,0.0,26.02,140285.7502
2738,600722.SH,金牛化工,化工原料,1.43,29.0,0.0,6.42,436765.232
3263,603227.SH,雪峰科技,化工原料,1.18,29.0,0.0,5.08,334619.6
3265,603229.SH,奥翔药业,化学制药,1.09,29.0,0.0,14.53,78432.94
3276,603277.SH,银都股份,专用机械,0.9,29.0,0.0,11.25,175945.5
2723,600706.SH,曲江文旅,旅游服务,0.88,29.0,0.0,13.1,233060.3643
2719,600702.SH,舍得酒业,白酒,0.86,29.0,0.0,30.31,998772.089
3280,603288.SH,海天味业,食品,0.31,29.0,0.0,78.55,21211401.1657
3287,603303.SH,得邦照明,家用电器,0.77,29.0,0.0,15.04,153408.0
3308,603333.SH,尚纬股份,电气设备,1.35,29.0,0.0,7.89,402756.885
2709,600691.SH,阳煤化工,农药化肥,0.81,29.0,0.0,3.0,526917.2718
2704,600686.SH,金龙汽车,汽车整车,1.91,29.0,0.0,10.4,631008.0514
2697,600679.SH,上海凤凰,文教休闲,2.6,29.0,0.0,16.97,391326.4131
3313,603339.SH,四方科技,专用机械,0.84,29.0,0.0,18.8,108693.845
3319,603357.SH,设计总院,建筑施工,0.65,29.0,0.0,21.38,339243.6351
3321,603359.SH,东珠生态,建筑施工,1.34,29.0,0.0,19.9,304371.0572
5,000007.SZ,全新好,酒店餐饮,2.42,29.0,0.0,8.26,255191.0843
2019,300638.SZ,广和通,通信设备,4.67,29.0,0.0,61.34,244746.6
2194,600075.SH,新疆天业,化工原料,1.14,29.0,0.0,6.31,525244.1968
659,002197.SZ,证通电子,电器仪表,1.99,29.0,0.0,10.15,441086.8387
657,002195.SZ,二三四五,软件服务,2.42,29.0,0.0,5.92,2562852.0018
655,002193.SZ,如意集团,纺织,0.92,29.0,0.0,10.64,245162.6751
644,002182.SZ,云海金属,小金属,1.61,29.0,0.0,9.43,425239.5404
630,002168.SZ,惠程科技,电气设备,0.96,29.0,0.0,12.15,959964.9001
628,002166.SZ,莱茵生物,中成药,1.36,29.0,0.0,8.7,307952.809
627,002165.SZ,红宝丽,化工原料,1.11,29.0,0.0,4.85,255773.4058
620,002158.SZ,汉钟精机,工程机械,1.34,29.0,0.0,11.32,598983.7055
611,002149.SZ,西部材料,小金属,2.24,29.0,0.0,9.98,424488.5955
601,002139.SZ,拓邦股份,元器件,1.45,29.0,0.0,6.09,477550.4766
571,002109.SZ,兴化股份,化工原料,1.16,29.0,0.0,4.72,257234.5408
556,002094.SZ,青岛金王,日用化工,1.37,29.0,0.0,6.39,385233.1364
550,002088.SZ,鲁阳节能,矿物制品,0.83,29.0,0.0,11.31,351258.5244
546,002084.SZ,海鸥住工,家居用品,0.85,29.0,0.0,5.35,266384.4362
530,002068.SZ,黑猫股份,化工原料,0.89,29.0,0.0,7.0,424899.6297
515,002053.SZ,云南能投,食品,1.12,29.0,0.0,8.56,318177.0883
476,002014.SZ,永新股份,塑料,0.61,29.0,0.0,7.97,387489.1621
475,002013.SZ,中航机电,航空,0.54,29.0,0.0,7.86,2836193.9969
472,002010.SZ,传化智联,仓储物流,0.87,29.0,0.0,8.6,2737080.6056
456,000998.SZ,隆平高科,种植业,1.25,29.0,0.0,17.02,1642806.4637
451,000990.SZ,诚志股份,化工原料,3.42,29.0,0.0,23.01,892057.9939
660,002198.SZ,嘉应制药,中成药,1.54,29.0,0.0,6.7,311766.8535
428,000962.SZ,东方钽业,小金属,1.21,29.0,0.0,8.56,377351.3874
667,002205.SZ,国统股份,其他建材,0.74,29.0,0.0,17.36,201639.9032
697,002235.SZ,安妮股份,互联网,2.17,29.0,0.0,7.74,387252.0376
1022,002562.SZ,兄弟科技,化学制药,1.7,29.0,0.0,5.8,298521.5073
