,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_RECENT_HALF_PROBABILITY,COL_PROBABILITY_DIFFER,COL_CIRC_MV
102,601566.SH,601566,九牧王,服饰,22.98,1.5,2.45,0.95,100.56
103,300127.SZ,300127,银河磁体,元器件,17.52,1.5,2.37,0.86,44.41
104,300478.SZ,300478,杭州高新,橡胶,19.51,1.49,2.28,0.78,12.82
105,300055.SZ,300055,万邦达,环境保护,19.56,1.49,3.56,2.08,93.91
106,002518.SZ,002518,科士达,电气设备,17.23,1.48,2.35,0.87,90.8
107,600773.SH,600773,西藏城投,区域地产,21.62,1.48,3.88,2.4,127.58
108,002245.SZ,002245,蔚蓝锂芯,仓储物流,16.38,1.47,2.28,0.81,212.01
109,601866.SH,601866,中远海发,水运,15.15,1.44,2.31,0.87,331.56
110,300455.SZ,300455,康拓红外,运输设备,21.3,1.43,2.92,1.48,63.31
111,000045.SZ,000045,深纺织A,元器件,16.73,1.43,2.2,0.77,45.61
112,300205.SZ,300205,天喻信息,元器件,20.05,1.42,1.57,0.15,56.36
113,300257.SZ,300257,开山股份,机械基件,16.74,1.42,1.42,0.01,126.01
114,601865.SH,601865,福莱特,玻璃,14.14,1.42,1.98,0.56,194.22
115,600160.SH,600160,巨化股份,化工原料,19.69,1.42,2.69,1.27,270.78
116,002371.SZ,002371,北方华创,半导体,19.52,1.41,2.23,0.82,1416.39
117,002036.SZ,002036,联创电子,元器件,13.63,1.41,1.79,0.38,150.02
118,002741.SZ,002741,光华科技,化工原料,14.11,1.4,2.19,0.79,56.89
119,002455.SZ,002455,百川股份,化工原料,15.82,1.4,1.69,0.29,34.89
120,600444.SH,600444,国机通用,专用机械,16.72,1.39,2.83,1.44,16.36
121,300505.SZ,300505,川金诺,化工原料,25.47,1.39,3.11,1.72,21.55
122,002049.SZ,002049,紫光国微,元器件,15.95,1.39,2.15,0.76,1033.78
123,600673.SH,600673,东阳光,化学制药,14.7,1.38,2.85,1.47,126.63
124,600338.SH,600338,西藏珠峰,铅锌,18.61,1.36,2.65,1.29,146.82
125,300613.SZ,300613,富瀚微,半导体,22.71,1.36,2.17,0.82,195.83
126,300705.SZ,300705,九典制药,化学制药,14.16,1.35,1.68,0.33,55.01
127,603568.SH,603568,伟明环保,环境保护,13.74,1.35,1.91,0.55,309.86
128,601238.SH,601238,广汽集团,汽车整车,12.96,1.35,2.34,0.99,1034.97
129,600577.SH,600577,精达股份,电气设备,21.79,1.35,3.65,2.3,148.1
130,603303.SH,603303,得邦照明,家用电器,14.04,1.34,1.95,0.61,82.51
131,600309.SH,600309,万华化学,化工原料,14.38,1.32,1.88,0.56,1692.85
132,603505.SH,603505,金石资源,矿物制品,18.0,1.32,3.42,2.1,70.8
133,002411.SZ,002411,延安必康,化学制药,18.38,1.32,2.16,0.84,93.78
134,002538.SZ,002538,司尔特,农药化肥,15.65,1.32,2.23,0.91,53.27
135,605499.SH,605499,东鹏饮料,软饮料,21.28,1.3,2.68,1.38,114.03
136,002850.SZ,002850,科达利,机械基件,16.32,1.3,1.31,0.01,143.2
137,601677.SH,601677,明泰铝业,铝,16.37,1.29,3.06,1.77,150.08
138,600884.SH,600884,杉杉股份,综合类,17.73,1.28,1.49,0.2,406.51
139,000920.SZ,000920,南方汇通,环境保护,21.22,1.28,3.49,2.21,36.15
140,600582.SH,600582,天地科技,工程机械,26.15,1.28,4.84,3.57,203.62
141,002091.SZ,002091,江苏国泰,商贸代理,17.88,1.27,1.32,0.04,146.69
142,600055.SH,600055,万东医疗,医疗保健,17.7,1.27,1.63,0.36,97.83
143,300526.SZ,300526,中潜股份,专用机械,29.75,1.26,3.49,2.23,80.26
144,000803.SZ,000803,北清环能,环境保护,22.44,1.26,3.92,2.66,22.58
145,300275.SZ,300275,梅安森,软件服务,19.54,1.25,2.97,1.72,13.64
146,603317.SH,603317,天味食品,食品,10.51,1.25,1.52,0.27,58.23
147,300986.SZ,300986,志特新材,铝,17.98,1.25,2.9,1.65,12.8
148,000970.SZ,000970,中科三环,元器件,11.23,1.24,1.76,0.52,110.78
149,002760.SZ,002760,凤形股份,机械基件,27.61,1.24,3.11,1.87,22.12
150,000915.SZ,000915,华特达因,化学制药,14.1,1.23,1.94,0.71,68.61
151,002466.SZ,002466,天齐锂业,小金属,13.21,1.23,2.59,1.36,1033.84
152,300752.SZ,300752,隆利科技,元器件,26.12,1.23,3.86,2.63,11.21
153,002817.SZ,002817,黄山胶囊,化学制药,14.15,1.21,1.61,0.4,14.27
154,002201.SZ,002201,九鼎新材,玻璃,11.9,1.21,2.08,0.86,79.9
155,300586.SZ,300586,美联新材,化工原料,15.48,1.21,1.87,0.66,28.03
156,600426.SH,600426,华鲁恒升,农药化肥,15.58,1.2,2.39,1.18,730.83
157,002957.SZ,002957,科瑞技术,专用机械,13.26,1.2,1.46,0.26,41.92
158,000990.SZ,000990,诚志股份,化工原料,12.95,1.19,2.3,1.11,178.18
159,600980.SH,600980,北矿科技,元器件,17.03,1.19,2.12,0.92,25.53
160,002191.SZ,002191,劲嘉股份,广告包装,12.78,1.19,2.05,0.86,169.42
161,000633.SZ,000633,合金投资,综合类,19.43,1.18,3.47,2.29,29.11
162,600259.SH,600259,广晟有色,小金属,15.66,1.18,2.43,1.25,114.81
163,002056.SZ,002056,横店东磁,元器件,11.48,1.18,1.51,0.32,224.26
164,603300.SH,603300,华铁应急,多元金融,14.23,1.17,1.68,0.51,106.62
165,000155.SZ,000155,川能动力,新型电力,15.05,1.17,2.0,0.83,192.28
166,300438.SZ,300438,鹏辉能源,电气设备,18.47,1.16,2.2,1.05,80.11
167,600778.SH,600778,友好集团,百货,12.22,1.16,2.48,1.31,14.0
168,002319.SZ,002319,乐通股份,染料涂料,12.18,1.15,2.06,0.91,28.74
169,002675.SZ,002675,东诚药业,化学制药,9.16,1.15,1.27,0.11,165.39
170,002965.SZ,002965,祥鑫科技,汽车配件,13.21,1.15,2.02,0.87,20.62
171,300993.SZ,300993,玉马遮阳,化工原料,10.22,1.14,1.65,0.51,8.45
172,300391.SZ,300391,康跃科技,机械基件,10.14,1.14,2.02,0.88,69.65
173,301002.SZ,301002,崧盛股份,电气设备,22.05,1.13,2.38,1.24,20.47
174,300721.SZ,300721,怡达股份,化工原料,14.69,1.13,1.98,0.85,26.72
175,600596.SH,600596,新安股份,化工原料,14.46,1.12,1.18,0.06,137.33
176,002045.SZ,002045,国光电器,元器件,17.3,1.11,2.35,1.25,64.94
177,603633.SH,603633,徕木股份,元器件,10.1,1.11,1.96,0.85,30.17
178,603800.SH,603800,道森股份,专用机械,16.23,1.11,2.62,1.51,22.05
179,000893.SZ,000893,亚钾国际,农药化肥,17.92,1.1,2.42,1.32,75.63
180,600439.SH,600439,瑞贝卡,服饰,11.51,1.1,2.32,1.22,38.37
181,002223.SZ,002223,鱼跃医疗,医疗保健,12.98,1.09,1.78,0.69,348.42
182,605006.SH,605006,山东玻纤,玻璃,15.62,1.09,2.07,0.99,13.47
183,600836.SH,600836,上海易连,广告包装,13.93,1.09,2.11,1.02,45.53
184,300125.SZ,300125,聆达股份,电气设备,13.83,1.09,1.4,0.3,39.64
185,300171.SZ,300171,东富龙,医疗保健,21.51,1.09,2.87,1.78,197.68
186,603803.SH,603803,瑞斯康达,通信设备,10.32,1.09,1.41,0.32,39.16
187,300769.SZ,300769,德方纳米,化工原料,11.63,1.08,1.31,0.23,119.78
188,002627.SZ,002627,宜昌交运,公共交通,13.78,1.08,1.95,0.86,36.07
189,002497.SZ,002497,雅化集团,化工原料,21.34,1.08,3.18,2.09,247.82
190,002003.SZ,002003,伟星股份,服饰,12.38,1.07,2.32,1.26,45.2
191,300034.SZ,300034,钢研高纳,小金属,20.95,1.07,1.68,0.61,147.99
192,300294.SZ,300294,博雅生物,生物制药,13.8,1.07,1.92,0.85,171.86
193,300799.SZ,300799,左江科技,软件服务,14.65,1.06,1.98,0.92,19.64
194,300797.SZ,300797,钢研纳克,电器仪表,12.56,1.06,1.45,0.38,12.46
195,300213.SZ,300213,佳讯飞鸿,通信设备,12.44,1.06,1.46,0.4,37.01
196,603900.SH,603900,莱绅通灵,服饰,12.17,1.06,2.34,1.28,27.61
197,300169.SZ,300169,天晟新材,塑料,17.57,1.06,3.24,2.17,22.39
198,301005.SZ,301005,超捷股份,汽车配件,14.16,1.06,1.79,0.73,7.84
199,601636.SH,601636,旗滨集团,玻璃,12.15,1.05,1.76,0.72,542.88
200,300342.SZ,300342,天银机电,元器件,18.02,1.05,1.8,0.75,55.43
201,300014.SZ,300014,亿纬锂能,电气设备,18.31,1.05,2.26,1.21,2104.57
202,300001.SZ,300001,特锐德,电气设备,14.72,1.04,1.84,0.79,310.63
203,603038.SH,603038,华立股份,装修装饰,17.33,1.03,1.69,0.66,25.43
204,600711.SH,600711,盛屯矿业,小金属,13.75,1.03,2.03,1.0,194.06
205,002120.SZ,002120,韵达股份,仓储物流,11.5,1.02,1.42,0.39,406.05
206,300985.SZ,300985,致远新能,汽车配件,13.86,1.02,2.04,1.02,10.05
207,605300.SH,605300,佳禾食品,食品,16.16,1.01,1.61,0.6,11.91
208,600710.SH,600710,苏美达,工程机械,5.84,1.01,1.09,0.08,85.2
209,300068.SZ,300068,南都电源,电气设备,15.55,1.0,2.35,1.36,96.99
210,300835.SZ,300835,龙磁科技,元器件,13.71,1.0,1.86,0.86,19.22
211,002288.SZ,002288,超华科技,元器件,19.21,0.99,3.27,2.28,78.99
212,300510.SZ,300510,金冠股份,电气设备,11.84,0.98,1.7,0.72,53.61
213,300477.SZ,300477,合纵科技,电气设备,18.25,0.98,2.08,1.1,45.71
214,600366.SH,600366,宁波韵升,矿物制品,12.67,0.98,1.76,0.77,72.11
215,603496.SH,603496,恒为科技,IT设备,13.53,0.98,1.37,0.4,31.54
216,300619.SZ,300619,金银河,专用机械,20.26,0.97,2.68,1.71,15.09
217,002341.SZ,002341,新纶科技,化工原料,10.38,0.97,1.53,0.56,49.85
218,603656.SH,603656,泰禾智能,专用机械,10.4,0.96,1.66,0.7,23.87
219,603678.SH,603678,火炬电子,元器件,16.13,0.96,1.83,0.87,337.75
220,002779.SZ,002779,中坚科技,农用机械,10.66,0.96,1.84,0.88,13.77
221,002385.SZ,002385,大北农,饲料,10.96,0.95,1.71,0.76,214.9
222,002145.SZ,002145,中核钛白,化工原料,15.05,0.95,1.94,0.99,226.25
223,002636.SZ,002636,金安国纪,元器件,15.02,0.95,1.37,0.42,124.59
224,600367.SH,600367,红星发展,化工原料,15.55,0.94,1.94,0.99,28.57
225,002886.SZ,002886,沃特股份,塑料,9.94,0.94,1.45,0.51,27.81
226,600470.SH,600470,六国化工,农药化肥,14.6,0.94,1.86,0.92,27.02
227,600584.SH,600584,长电科技,半导体,12.37,0.94,1.48,0.54,551.01
228,300626.SZ,300626,华瑞股份,电气设备,12.27,0.93,1.98,1.05,11.97
229,603688.SH,603688,石英股份,矿物制品,9.87,0.93,1.31,0.38,88.38
230,605155.SH,605155,西大门,化工原料,9.29,0.92,1.77,0.85,5.76
231,603031.SH,603031,安德利,百货,11.96,0.92,2.31,1.39,30.52
232,300808.SZ,300808,久量股份,家用电器,14.6,0.92,2.29,1.37,7.83
233,002350.SZ,002350,北京科锐,电气设备,8.35,0.92,1.09,0.17,29.98
234,000625.SZ,000625,长安汽车,汽车整车,12.89,0.91,1.99,1.08,1193.31
235,002694.SZ,002694,顾地科技,塑料,9.64,0.91,1.33,0.42,14.47
236,300282.SZ,300282,三盛教育,文教休闲,12.33,0.91,2.16,1.25,18.38
237,600010.SH,600010,包钢股份,普钢,11.11,0.91,1.93,1.02,538.51
238,300691.SZ,300691,联合光电,元器件,18.65,0.91,2.5,1.59,32.49
239,002190.SZ,002190,成飞集成,汽车配件,15.38,0.9,1.3,0.4,98.76
240,601068.SH,601068,中铝国际,建筑工程,12.02,0.9,2.14,1.24,11.3
241,600715.SH,600715,文投控股,影视音像,17.06,0.88,2.57,1.69,63.62
242,300403.SZ,300403,汉宇集团,家用电器,10.45,0.88,1.1,0.22,27.77
243,002378.SZ,002378,章源钨业,小金属,17.68,0.87,2.26,1.39,95.61
244,002136.SZ,002136,安纳达,化工原料,19.48,0.87,2.31,1.44,34.3
245,002979.SZ,002979,雷赛智能,专用机械,13.24,0.87,2.1,1.23,49.96
246,300583.SZ,300583,赛托生物,生物制药,10.73,0.86,1.79,0.93,19.36
247,000703.SZ,000703,恒逸石化,化纤,8.52,0.86,1.65,0.8,427.71
248,002345.SZ,002345,潮宏基,服饰,9.56,0.85,1.02,0.17,48.66
249,002340.SZ,002340,格林美,小金属,14.11,0.85,2.11,1.26,492.87
250,300551.SZ,300551,古鳌科技,IT设备,12.81,0.84,2.3,1.46,40.35
251,300508.SZ,300508,维宏股份,软件服务,16.62,0.84,2.68,1.84,11.98
252,002920.SZ,002920,德赛西威,汽车配件,11.44,0.83,1.06,0.23,637.22
253,600399.SH,600399,抚顺特钢,特种钢,14.49,0.83,1.45,0.63,381.8
254,300053.SZ,300053,欧比特,半导体,19.18,0.82,2.73,1.9,66.39
255,600354.SH,600354,敦煌种业,种植业,21.19,0.82,3.09,2.26,37.74
256,603667.SH,603667,五洲新春,机械基件,9.83,0.82,0.9,0.08,26.16
257,603369.SH,603369,今世缘,白酒,12.34,0.82,1.55,0.73,729.99
258,002588.SZ,002588,史丹利,农药化肥,11.74,0.82,1.56,0.74,44.91
259,300052.SZ,300052,中青宝,互联网,16.83,0.81,2.36,1.54,24.29
260,603879.SH,603879,永悦科技,化工原料,10.21,0.81,1.25,0.44,27.06
261,600281.SH,600281,太化股份,综合类,12.21,0.81,1.73,0.93,25.05
262,300622.SZ,300622,博士眼镜,其他商业,11.93,0.81,0.98,0.17,22.55
263,002962.SZ,002962,五方光电,元器件,11.7,0.8,2.24,1.44,23.49
264,601838.SH,601838,成都银行,银行,8.39,0.8,1.64,0.84,493.16
265,300553.SZ,300553,集智股份,电器仪表,13.39,0.8,1.87,1.07,10.13
266,002469.SZ,002469,三维化学,化工原料,11.37,0.8,1.47,0.67,29.96
267,002875.SZ,002875,安奈儿,服饰,10.29,0.79,1.81,1.02,9.19
268,603912.SH,603912,佳力图,专用机械,10.75,0.79,1.9,1.11,36.87
269,603429.SH,603429,集友股份,广告包装,8.94,0.79,0.96,0.17,126.64
270,603332.SH,603332,苏州龙杰,化纤,7.5,0.79,1.17,0.38,5.33
271,600068.SH,600068,葛洲坝,建筑工程,6.69,0.79,1.28,0.49,367.0
272,002806.SZ,002806,华锋股份,元器件,12.33,0.78,1.96,1.18,12.65
273,300450.SZ,300450,先导智能,专用机械,13.09,0.78,1.12,0.35,917.81
274,002687.SZ,002687,乔治白,服饰,8.8,0.78,1.32,0.53,17.32
275,002216.SZ,002216,三全食品,食品,8.4,0.77,1.61,0.84,112.23
276,601500.SH,601500,通用股份,汽车配件,5.98,0.77,1.17,0.4,51.03
277,300099.SZ,300099,精准信息,电器仪表,12.63,0.77,1.36,0.59,43.02
278,300645.SZ,300645,正元智慧,软件服务,8.43,0.77,1.5,0.73,22.93
279,300428.SZ,300428,立中集团,铝,7.85,0.77,0.79,0.02,29.07
280,300681.SZ,300681,英搏尔,汽车配件,14.32,0.77,0.93,0.16,16.32
281,300927.SZ,300927,江天化学,化工原料,8.38,0.76,1.51,0.75,6.56
282,000960.SZ,000960,锡业股份,小金属,8.59,0.76,1.0,0.24,280.69
283,002199.SZ,002199,东晶电子,元器件,16.01,0.75,2.42,1.67,19.4
284,300878.SZ,300878,维康药业,中成药,7.64,0.75,1.03,0.28,9.77
285,601311.SH,601311,骆驼股份,电气设备,7.62,0.74,0.76,0.03,134.61
286,002041.SZ,002041,登海种业,种植业,10.62,0.74,1.75,1.01,144.85
287,300687.SZ,300687,赛意信息,软件服务,10.86,0.74,1.11,0.37,57.25
288,002346.SZ,002346,柘中股份,电气设备,22.76,0.74,2.13,1.39,78.53
289,002527.SZ,002527,新时达,电器仪表,9.47,0.73,0.98,0.25,39.0
290,601882.SH,601882,海天精工,机床制造,10.2,0.72,1.52,0.8,87.44
291,603090.SH,603090,宏盛股份,专用机械,9.67,0.72,0.97,0.25,14.51
292,603586.SH,603586,金麒麟,汽车配件,8.94,0.72,1.58,0.85,26.36
293,002590.SZ,002590,万安科技,汽车配件,8.98,0.72,0.85,0.13,36.49
294,002742.SZ,002742,三圣股份,其他建材,8.65,0.72,1.73,1.01,21.1
295,300890.SZ,300890,翔丰华,矿物制品,10.35,0.72,0.87,0.15,14.21
296,000790.SZ,000790,华神科技,中成药,9.6,0.71,1.4,0.69,35.19
297,600206.SH,600206,有研新材,半导体,10.07,0.7,0.86,0.16,125.43
298,603908.SH,603908,牧高笛,纺织,8.22,0.7,0.71,0.01,16.34
299,300416.SZ,300416,苏试试验,电器仪表,9.13,0.7,1.3,0.6,63.82
300,300576.SZ,300576,容大感光,染料涂料,11.06,0.7,1.9,1.2,39.62
301,000659.SZ,000659,珠海中富,广告包装,9.26,0.7,0.96,0.26,45.51
302,600186.SH,600186,莲花健康,食品,7.48,0.7,1.32,0.62,43.61
303,002110.SZ,002110,三钢闽光,普钢,7.62,0.7,1.35,0.65,176.51
304,601010.SH,601010,文峰股份,超市连锁,7.03,0.69,0.86,0.17,61.91
305,002402.SZ,002402,和而泰,元器件,13.51,0.69,1.57,0.88,206.86
306,002514.SZ,002514,宝馨科技,机械基件,8.45,0.69,1.09,0.39,18.21
307,000049.SZ,000049,德赛电池,电气设备,10.45,0.68,0.99,0.31,142.82
308,603323.SH,603323,苏农银行,银行,7.46,0.68,1.03,0.35,66.38
309,300114.SZ,300114,中航电测,电器仪表,12.37,0.68,1.54,0.87,96.59
310,300539.SZ,300539,横河精密,塑料,13.5,0.67,2.32,1.65,9.61
311,600749.SH,600749,西藏旅游,旅游景点,5.37,0.67,0.77,0.09,24.49
312,300602.SZ,300602,飞荣达,元器件,10.08,0.66,1.37,0.71,59.15
313,002409.SZ,002409,雅克科技,化工原料,9.88,0.66,0.79,0.13,248.1
314,300548.SZ,300548,博创科技,元器件,10.55,0.66,0.77,0.11,43.76
315,002866.SZ,002866,传艺科技,IT设备,7.78,0.65,1.12,0.47,25.15
316,600961.SH,600961,株冶集团,铅锌,9.33,0.65,1.69,1.04,34.6
317,300611.SZ,300611,美力科技,汽车配件,11.64,0.65,1.54,0.9,12.96
318,002403.SZ,002403,爱仕达,家用电器,7.04,0.65,1.46,0.81,23.99
319,300246.SZ,300246,宝莱特,医疗保健,9.4,0.65,0.91,0.26,22.18
320,300843.SZ,300843,胜蓝股份,元器件,10.16,0.65,1.18,0.53,10.05
321,000567.SZ,000567,海德股份,多元金融,6.35,0.64,0.71,0.07,70.7
322,000026.SZ,000026,飞亚达,其他商业,9.26,0.64,0.86,0.23,51.97
323,002360.SZ,002360,同德化工,化工原料,8.21,0.64,1.13,0.49,25.18
324,300412.SZ,300412,迦南科技,医疗保健,10.5,0.63,1.07,0.45,22.72
325,300041.SZ,300041,回天新材,化工原料,8.9,0.63,1.18,0.54,53.15
