,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
73,600928.SH,600928,西安银行,银行,1.0
74,600983.SH,600983,惠而浦,家用电器,1.0
75,600933.SH,600933,爱柯迪,汽车配件,1.0
76,000655.SZ,000655,金岭矿业,普钢,1.0
77,600895.SH,600895,张江高科,园区开发,1.0
78,600841.SH,600841,上柴股份,机械基件,1.0
79,600818.SH,600818,中路股份,文教休闲,1.0
80,600798.SH,600798,宁波海运,水运,1.0
81,600760.SH,600760,中航沈飞,航空,1.0
82,600746.SH,600746,江苏索普,化工原料,1.0
83,601001.SH,601001,大同煤业,煤炭开采,1.0
84,002407.SZ,002407,多氟多,化工原料,1.0
85,000619.SZ,000619,海螺型材,其他建材,1.0
86,601238.SH,601238,广汽集团,汽车整车,1.0
87,000691.SZ,000691,亚太实业,化工原料,1.0
88,601311.SH,601311,骆驼股份,电气设备,1.0
89,601360.SH,601360,三六零,互联网,1.0
90,601388.SH,601388,怡球资源,铝,1.0
91,000615.SZ,000615,奥园美谷,化纤,1.0
92,000609.SZ,000609,中迪投资,区域地产,1.0
93,601860.SH,601860,紫金银行,银行,1.0
94,601919.SH,601919,中远海控,水运,1.0
95,601965.SH,601965,中国汽研,汽车服务,1.0
96,603010.SH,603010,万盛股份,化工原料,1.0
97,603016.SH,603016,新宏泰,电气设备,1.0
98,600744.SH,600744,华银电力,火力发电,1.0
99,600731.SH,600731,湖南海利,农药化肥,1.0
100,600732.SH,600732,爱旭股份,电气设备,1.0
101,600460.SH,600460,士兰微,半导体,1.0
102,000861.SZ,000861,海印股份,房产服务,1.0
103,600257.SH,600257,大湖股份,渔业,1.0
104,600261.SH,600261,阳光照明,家用电器,1.0
105,600316.SH,600316,洪都航空,航空,1.0
106,600331.SH,600331,宏达股份,铅锌,1.0
107,600338.SH,600338,西藏珠峰,铅锌,1.0
108,600381.SH,600381,青海春天,医疗保健,1.0
109,600391.SH,600391,航发科技,航空,1.0
110,600397.SH,600397,安源煤业,煤炭开采,1.0
111,000851.SZ,000851,高鸿股份,软件服务,1.0
112,000816.SZ,000816,智慧农业,农用机械,1.0
113,600433.SH,600433,冠豪高新,造纸,1.0
114,600497.SH,600497,驰宏锌锗,铅锌,1.0
115,603025.SH,603025,大豪科技,IT设备,1.0
116,600511.SH,600511,国药股份,医药商业,1.0
117,600533.SH,600533,栖霞建设,区域地产,1.0
118,600543.SH,600543,莫高股份,红黄酒,1.0
119,000809.SZ,000809,铁岭新城,区域地产,1.0
120,000768.SZ,000768,中航西飞,航空,1.0
121,600573.SH,600573,惠泉啤酒,啤酒,1.0
122,600609.SH,600609,金杯汽车,汽车配件,1.0
123,000766.SZ,000766,通化金马,化学制药,1.0
124,600653.SH,600653,申华控股,汽车服务,1.0
125,000751.SZ,000751,锌业股份,铅锌,1.0
126,000700.SZ,000700,模塑科技,汽车配件,1.0
127,600722.SH,600722,金牛化工,化工原料,1.0
128,603021.SH,603021,山东华鹏,玻璃,1.0
129,603069.SH,603069,海汽集团,公路,1.0
130,603063.SH,603063,禾望电气,电气设备,1.0
131,600198.SH,600198,大唐电信,通信设备,1.0
132,603787.SH,603787,新日股份,摩托车,1.0
133,603790.SH,603790,雅运股份,染料涂料,1.0
134,603826.SH,603826,坤彩科技,染料涂料,1.0
135,603829.SH,603829,洛凯股份,电气设备,1.0
136,603879.SH,603879,永悦科技,化工原料,1.0
137,603915.SH,603915,国茂股份,机械基件,1.0
138,603936.SH,603936,博敏电子,元器件,1.0
139,000517.SZ,000517,荣安地产,区域地产,1.0
140,603960.SH,603960,克来机电,专用机械,1.0
141,603976.SH,603976,正川股份,医疗保健,1.0
142,603982.SH,603982,泉峰汽车,汽车配件,1.0
143,605007.SH,605007,五洲特纸,造纸,1.0
144,605008.SH,605008,长鸿高科,塑料,1.0
145,000488.SZ,000488,晨鸣纸业,造纸,1.0
146,605111.SH,605111,新洁能,半导体,1.0
147,000413.SZ,000413,东旭光电,元器件,1.0
148,605358.SH,605358,立昂微,半导体,1.0
149,605399.SH,605399,晨光新材,化工原料,1.0
150,688017.SH,688017,绿的谐波,机械基件,1.0
151,688133.SH,688133,泰坦科技,化工原料,1.0
152,688229.SH,688229,博睿数据,软件服务,1.0
153,688286.SH,688286,敏芯股份,元器件,1.0
154,688298.SH,688298,东方生物,医疗保健,1.0
155,000100.SZ,000100,TCL科技,元器件,1.0
156,688557.SH,688557,N兰剑,专用机械,1.0
157,688578.SH,688578,N艾力斯-U,化学制药,1.0
158,688599.SH,688599,天合光能,电气设备,1.0
159,000526.SZ,000526,紫光学大,文教休闲,1.0
160,603738.SH,603738,泰晶科技,元器件,1.0
161,603711.SH,603711,香飘飘,软饮料,1.0
162,603330.SH,603330,上海天洋,塑料,1.0
163,603083.SH,603083,剑桥科技,通信设备,1.0
164,603113.SH,603113,金能科技,化工原料,1.0
165,603115.SH,603115,海星股份,元器件,1.0
166,603131.SH,603131,上海沪工,专用机械,1.0
167,603161.SH,603161,科华控股,汽车配件,1.0
168,603179.SH,603179,新泉股份,汽车配件,1.0
169,000559.SZ,000559,万向钱潮,汽车配件,1.0
170,603198.SH,603198,迎驾贡酒,白酒,1.0
171,603220.SH,603220,中贝通信,通信设备,1.0
172,603232.SH,603232,格尔软件,软件服务,1.0
173,603299.SH,603299,苏盐井神,化工原料,1.0
174,603319.SH,603319,湘油泵,汽车配件,1.0
175,000558.SZ,000558,莱茵体育,文教休闲,1.0
176,603701.SH,603701,德宏股份,汽车配件,1.0
177,603348.SH,603348,文灿股份,汽车配件,1.0
178,603396.SH,603396,金辰股份,专用机械,1.0
179,603439.SH,603439,贵州三力,中成药,1.0
180,603518.SH,603518,锦泓集团,服饰,1.0
181,603527.SH,603527,众源新材,铜,1.0
182,603535.SH,603535,嘉诚国际,仓储物流,1.0
183,603559.SH,603559,中通国脉,通信设备,1.0
184,603602.SH,603602,纵横通信,通信设备,1.0
185,603612.SH,603612,索通发展,矿物制品,1.0
186,000545.SZ,000545,金浦钛业,化工原料,1.0
187,000540.SZ,000540,中天金融,多元金融,1.0
188,603679.SH,603679,华体科技,电气设备,1.0
189,600199.SH,600199,金种子酒,白酒,1.0
190,000869.SZ,000869,张裕A,红黄酒,1.0
191,600197.SH,600197,伊力特,白酒,1.0
192,002429.SZ,002429,兆驰股份,家用电器,1.0
193,002906.SZ,002906,华阳集团,汽车配件,1.0
194,002917.SZ,002917,金奥博,化工原料,1.0
195,002938.SZ,002938,鹏鼎控股,元器件,1.0
196,002945.SZ,002945,华林证券,证券,1.0
197,002232.SZ,002232,启明信息,软件服务,1.0
198,002977.SZ,002977,天箭科技,通信设备,1.0
199,002221.SZ,002221,东华能源,石油贸易,1.0
200,002997.SZ,002997,瑞鹄模具,汽车配件,1.0
201,002998.SZ,002998,优彩资源,化纤,1.0
202,003002.SZ,003002,壶化股份,化工原料,1.0
203,002193.SZ,002193,如意集团,纺织,1.0
204,003011.SZ,003011,海象新材,家居用品,1.0
205,003012.SZ,003012,东鹏控股,陶瓷,1.0
206,003015.SZ,003015,日久光电,元器件,1.0
207,002190.SZ,002190,成飞集成,汽车配件,1.0
208,300002.SZ,300002,神州泰岳,软件服务,1.0
209,002165.SZ,002165,红宝丽,化工原料,1.0
210,300065.SZ,300065,海兰信,软件服务,1.0
211,002149.SZ,002149,西部材料,小金属,1.0
212,300116.SZ,300116,保力新,电气设备,1.0
213,300139.SZ,300139,晓程科技,元器件,1.0
214,300185.SZ,300185,通裕重工,工程机械,1.0
215,300208.SZ,300208,青岛中程,电气设备,1.0
216,300219.SZ,300219,鸿利智汇,元器件,1.0
217,300220.SZ,300220,金运激光,元器件,1.0
218,300221.SZ,300221,银禧科技,塑料,1.0
219,300225.SZ,300225,金力泰,染料涂料,1.0
220,002870.SZ,002870,香山股份,电器仪表,1.0
221,002865.SZ,002865,钧达股份,汽车配件,1.0
222,002235.SZ,002235,安妮股份,互联网,1.0
223,002326.SZ,002326,永太科技,化工原料,1.0
224,002404.SZ,002404,嘉欣丝绸,纺织,1.0
225,002495.SZ,002495,佳隆股份,食品,1.0
226,002506.SZ,002506,协鑫集成,电气设备,1.0
227,002383.SZ,002383,合众思壮,通信设备,1.0
228,002514.SZ,002514,宝馨科技,机械基件,1.0
229,002363.SZ,002363,隆基机械,汽车配件,1.0
230,002612.SZ,002612,朗姿股份,服饰,1.0
231,002348.SZ,002348,高乐股份,文教休闲,1.0
232,002622.SZ,002622,融钰集团,综合类,1.0
233,002646.SZ,002646,青青稞酒,白酒,1.0
234,002651.SZ,002651,利君股份,专用机械,1.0
235,002674.SZ,002674,兴业科技,纺织,1.0
236,002724.SZ,002724,海洋王,半导体,1.0
237,002249.SZ,002249,大洋电机,电气设备,1.0
238,002750.SZ,002750,龙津药业,中成药,1.0
239,002752.SZ,002752,昇兴股份,广告包装,1.0
240,002756.SZ,002756,永兴材料,特种钢,1.0
241,002297.SZ,002297,博云新材,矿物制品,1.0
242,002283.SZ,002283,天润工业,汽车配件,1.0
243,002272.SZ,002272,川润股份,机械基件,1.0
244,002806.SZ,002806,华锋股份,元器件,1.0
245,002810.SZ,002810,山东赫达,化工原料,1.0
246,002813.SZ,002813,路畅科技,汽车配件,1.0
247,002258.SZ,002258,利尔化学,农药化肥,1.0
248,002824.SZ,002824,和胜股份,铝,1.0
249,002857.SZ,002857,三晖电气,电器仪表,1.0
250,300241.SZ,300241,瑞丰光电,半导体,1.0
251,300274.SZ,300274,阳光电源,电气设备,1.0
252,300283.SZ,300283,温州宏丰,电气设备,1.0
253,300908.SZ,300908,仲景食品,食品,1.0
254,300776.SZ,300776,帝尔激光,专用机械,1.0
255,000983.SZ,000983,西山煤电,煤炭开采,1.0
256,300816.SZ,300816,艾可蓝,环境保护,1.0
257,000966.SZ,000966,长源电力,火力发电,1.0
258,300821.SZ,300821,东岳硅材,化工原料,1.0
259,300822.SZ,300822,贝仕达克,元器件,1.0
260,300829.SZ,300829,金丹科技,食品,1.0
261,300852.SZ,300852,四会富仕,元器件,1.0
262,000957.SZ,000957,中通客车,汽车整车,1.0
263,000949.SZ,000949,新乡化纤,化纤,1.0
264,300898.SZ,300898,熊猫乳品,乳制品,1.0
265,300907.SZ,300907,康平科技,电气设备,1.0
266,300910.SZ,300910,C瑞丰,化工原料,1.0
267,300752.SZ,300752,隆利科技,元器件,1.0
268,300915.SZ,300915,N海融,食品,1.0
269,300916.SZ,300916,N朗特,元器件,1.0
270,600057.SH,600057,厦门象屿,仓储物流,1.0
271,000936.SZ,000936,华西股份,化纤,1.0
272,600075.SH,600075,新疆天业,化工原料,1.0
273,600095.SH,600095,湘财股份,证券,1.0
274,000929.SZ,000929,兰州黄河,啤酒,1.0
275,600155.SH,600155,华创阳安,证券,1.0
276,600158.SH,600158,中体产业,文教休闲,1.0
277,600169.SH,600169,太原重工,工程机械,1.0
278,000887.SZ,000887,中鼎股份,橡胶,1.0
279,600188.SH,600188,兖州煤业,煤炭开采,1.0
280,300769.SZ,300769,德方纳米,化工原料,1.0
281,300742.SZ,300742,越博动力,汽车配件,1.0
282,300301.SZ,300301,长方集团,半导体,1.0
283,300586.SZ,300586,美联新材,化工原料,1.0
284,300356.SZ,300356,光一科技,电气设备,1.0
285,300402.SZ,300402,宝色股份,专用机械,1.0
286,002101.SZ,002101,广东鸿图,汽车配件,1.0
287,300438.SZ,300438,鹏辉能源,电气设备,1.0
288,300444.SZ,300444,双杰电气,电气设备,1.0
289,300460.SZ,300460,惠伦晶体,元器件,1.0
290,300469.SZ,300469,信息发展,软件服务,1.0
291,300475.SZ,300475,聚隆科技,专用机械,1.0
292,300501.SZ,300501,海顺新材,广告包装,1.0
293,300526.SZ,300526,中潜股份,专用机械,1.0
294,300542.SZ,300542,新晨科技,软件服务,1.0
295,300549.SZ,300549,优德精密,专用机械,1.0
296,002096.SZ,002096,南岭民爆,化工原料,1.0
297,300733.SZ,300733,西菱动力,汽车配件,1.0
298,300643.SZ,300643,万通智控,汽车配件,1.0
299,300681.SZ,300681,英搏尔,汽车配件,1.0
300,300689.SZ,300689,澄天伟业,元器件,1.0
301,300711.SZ,300711,广哈通信,通信设备,1.0
302,300712.SZ,300712,永福股份,建筑工程,1.0
303,002069.SZ,002069,獐子岛,渔业,1.0
304,300717.SZ,300717,华信新材,塑料,1.0
305,300719.SZ,300719,安达维尔,航空,1.0
306,300720.SZ,300720,海川智能,电器仪表,1.0
307,300722.SZ,300722,新余国科,专用机械,1.0
308,000048.SZ,000048,京基智农,饲料,1.0
309,300730.SZ,300730,科创信息,软件服务,1.0
310,000004.SZ,000004,国华网安,互联网,1.0
