,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS,COL_MAXGAP,concept
24,600198.SH,600198,*ST大唐,通信设备,14.88,606.39,103.44,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
25,300378.SZ,300378,鼎捷软件,软件服务,19.19,604.5,105.35,"工业自动化, 智能制造, 人工智能, 工业互联网, 无人商店, 国产软件, 透明工厂, "
26,601008.SH,601008,连云港,港口,5.83,560.48,102.76,"一带一路, 港口, 回购, 中韩自贸区, 自贸区, "
27,002683.SZ,002683,宏大爆破,化工原料,14.44,543.43,67.72,"军工, 军民融合, 民爆, "
28,600620.SH,600620,天宸股份,综合类,10.3,531.66,74.44,
29,600375.SH,600375,华菱星马,汽车整车,6.39,493.27,81.49,"汽车整车, 安徽国企改革, 重卡, 机械, 强势人气股, "
30,300234.SZ,300234,开尔新材,陶瓷,11.66,487.62,88.79,"回购, 高质押率, 装修装饰, "
31,601975.SH,601975,长航油运,水运,4.06,469.21,118.88,"航运, 年报季报, ST摘帽, "
32,300110.SZ,300110,华仁药业,化学制药,6.74,457.27,126.04,"医药, 化学药, 工业大麻, "
33,600273.SH,600273,嘉化能源,化工原料,14.9,439.83,74.92,"烧碱, 煤化工, "
34,002175.SZ,002175,东方网络,电器仪表,5.12,439.83,123.69,"特色小镇, 广西, 股权转让, VR&AR, 影视, 强势人气股, 动漫, "
35,000723.SZ,000723,美锦能源,焦炭加工,18.29,428.86,292.76,"煤炭, 油服, 新能源整车, 新进指数成份股, 石墨电极, 业绩预增, 高质押率, 燃料电池, 智能制造, 新能源汽车, 资产重组, 机器人, "
36,000922.SZ,000922,佳电股份,电气设备,11.8,420.37,67.85,"电改, 央企改革, 核电, 业绩预增, 工业自动化, 智能制造, ST摘帽, "
37,603577.SH,603577,汇金通,钢加工,14.58,407.25,74.15,"特高压, "
38,600156.SH,600156,华升股份,纺织,6.66,389.87,67.4,"纺织服装, 湖南国企改革, 人民币贬值受益, 股权转让, 工业大麻, "
39,300414.SZ,300414,中光防雷,元器件,25.03,388.28,74.08,"5G, 军工, 军民融合, 高送转, 资产重组, "
40,002780.SZ,002780,三夫户外,其他商业,26.42,373.22,74.81,"主题公园, 纺织服装, 体育产业, "
41,000550.SZ,000550,江铃汽车,汽车整车,28.3,355.42,76.74,"高股息, 新能源整车, 汽车整车, 军工研究所, 重卡, 军工, 新能源汽车, "
42,600710.SH,600710,苏美达,工程机械,6.78,341.54,86.53,"央企改革, 智能制造, 机器人, "
43,600602.SH,600602,云赛智联,软件服务,10.7,339.4,83.77,"上海国企改革, 云计算, 智慧城市, 国产软件, "
44,000576.SZ,000576,广东甘化,造纸,11.71,335.49,67.72,"军工研究所, 军工, 军民融合, 食品, 白糖, 资产重组, "
45,603383.SH,603383,顶点软件,软件服务,103.81,325.71,123.1,"高价股, 数字中国, 互联网金融, 国产软件, 知识产权, 强势人气股, "
46,600866.SH,600866,星湖科技,食品,6.18,323.67,76.98,"医药, 化学药, "
47,002532.SZ,002532,新界泵业,农用机械,7.78,301.84,70.89,"有色-铝, 乡村振兴, 有色金属, 农机, 水利, 环保, 污水处理, "
48,000927.SZ,000927,一汽夏利,汽车整车,5.76,301.3,84.37,"汽车整车, 混改, 央企改革, 铁总混改, 复牌股, 资产重组, "
49,002958.SZ,002958,青农商行,银行,8.89,284.62,98.28,"银行, 次新股, "
50,000670.SZ,000670,ST盈方,元器件,4.1,276.89,75.46,"军工, 军民融合, 北斗导航, 半导体, VR&AR, 国产芯片, ST股, "
51,002189.SZ,002189,利达光电,元器件,26.01,276.53,75.32,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 智能制造, 3D感应, VR&AR, 机器视觉, 资产重组, 人脸识别, "
52,002356.SZ,002356,赫美集团,其他商业,10.82,261.93,179.04,"高质押率, 互联网金融, 移动支付, 跨境电商, 国资入股, "
53,002077.SZ,002077,大港股份,区域地产,6.2,258.15,77.52,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, "
54,600422.SH,600422,昆药集团,中成药,13.45,257.5,103.45,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, "
55,002440.SZ,002440,闰土股份,染料涂料,16.89,238.31,69.67,"高股息, 染料, "
56,002530.SZ,002530,金财互联,专用机械,12.48,228.33,74.97,"互联网金融, 云计算, 区块链, 电子发票, "
57,002617.SZ,002617,露笑科技,电气设备,6.44,225.76,75.89,"回购, 光伏, 股权转让, 资产重组, "
58,600794.SH,600794,保税科技,仓储物流,5.25,223.3,86.93,"军工, 军民融合, 快递物流, "
59,300043.SZ,300043,星辉娱乐,文教休闲,5.8,220.9,78.29,"二胎, 足球, 腾讯概念股, 游戏, 手游, 体育产业, 动漫, "
60,300538.SZ,300538,同益股份,批发业,33.91,220.23,70.58,"华为产业链, 小米概念股, 高送转, 国资入股, "
61,000037.SZ,000037,深南电A,火力发电,12.01,219.08,110.83,"火电, 电改, "
62,300663.SZ,300663,科蓝软件,软件服务,48.62,215.81,201.3,"互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, "
63,300536.SZ,300536,农尚环境,建筑施工,19.8,214.12,169.04,"园林, PPP, 高送转, "
64,603000.SH,603000,人民网,互联网,25.64,208.9,83.98,"业绩预增, 直播/短视频, 进口博览会, 区块链, 彩票, 腾讯概念股, 强势人气股, "
65,300033.SZ,300033,同花顺,软件服务,103.98,197.84,76.14,"高价股, MSCI, 创业板人气股, 互联网金融, 大数据, 人工智能, 国产软件, 彩票, "
66,300763.SZ,300763,锦浪科技,电气设备,56.36,196.13,105.86,"次新股, 光伏, "
67,000682.SZ,000682,东方电子,电气设备,6.05,194.07,78.61,"物联网, 智能仪表, 山东国企改革, 新能源汽车, 充电桩, "
68,002437.SZ,002437,誉衡药业,化学制药,4.84,192.4,74.71,"PD-1抑制剂, 民营医院, 高质押率, 医药, 万达系, 化学药, 基因测序, 移动支付, 京东金融概念股, 独角兽, 科创板概念股, "
69,002750.SZ,002750,龙津药业,中成药,17.24,186.08,219.17,"医药, 中药, 强势人气股, 工业大麻, "
70,000514.SZ,000514,渝开发,区域地产,6.04,183.34,75.06,"重庆国企改革, 债转股-AMC, 房地产, "
71,002210.SZ,002210,飞马国际,仓储物流,6.96,180.44,135.1,"粤港澳大湾区, 高质押率, 快递物流, 国资入股, 资产重组, "
72,603318.SH,603318,派思股份,专用机械,24.9,179.35,94.55,"天然气, 物联网, 股权转让, 国资入股, 资产重组, "
73,002191.SZ,002191,劲嘉股份,广告包装,14.56,177.44,68.51,"回购, 基因测序, 药品信息化追溯, 包装印刷, "
74,603956.SH,603956,威派格,专用机械,24.95,172.4,253.58,"次新股, "
75,600613.SH,600613,神奇制药,中成药,7.93,170.16,75.92,"医药, 中药, 强势人气股, "
76,300085.SZ,300085,银之杰,软件服务,18.35,159.06,77.09,"参股券商, 创业板人气股, 互联网金融, 大数据, 跨境电商, 国产软件, 智慧安防, 资产重组, 强势人气股, "
77,002464.SZ,002464,众应互联,互联网,15.3,157.82,67.9,"大数据, 股权转让, 游戏, 手游, "
78,300767.SZ,300767,震安科技,橡胶,45.17,155.57,117.92,
79,300765.SZ,300765,新诺威,食品,44.5,147.23,67.89,"次新股, 保健品, 食品, "
80,300638.SZ,300638,广和通,通信设备,58.73,143.46,75.72,"5G, 阿里巴巴概念股, 业绩预增, 物联网, 移动支付, "
81,603232.SH,603232,格尔软件,软件服务,42.39,142.35,70.12,"网络安全, 国产软件, "
82,600072.SH,600072,中船科技,船舶,14.7,132.25,110.12,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
83,000810.SZ,000810,创维数字,家用电器,11.08,131.72,69.62,"5G, OLED, 华为产业链, 业绩预增, 百度概念股, 高质押率, 家电, 半导体, 智能音箱, 黑色家电, 手游, 广电, 科创板概念股, "
84,300370.SZ,300370,安控科技,电器仪表,4.96,131.47,115.97,"油服, 油气改革, 天然气, 石油化工, 兜底式增持, 物联网, 工业自动化, 海南自由贸易港, 智能制造, 自贸区, 工业互联网, 智慧城市, 自由贸易港, 国产芯片, 智慧安防, 机器人, 创投, "
85,002950.SZ,002950,奥美医疗,医疗保健,29.9,126.14,156.18,"次新股, 医疗器械, "
86,000995.SZ,000995,*ST皇台,白酒,7.35,125.57,95.15,"教育, 白酒, 资产重组, ST股, 壳公司, "
87,600648.SH,600648,外高桥,园区开发,22.52,124.13,69.46,"MSCI, 参股券商, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, "
88,600651.SH,600651,飞乐音响,电器仪表,5.13,121.77,91.62,"上海国企改革, 智慧城市, LED, 强势人气股, "
89,300552.SZ,300552,万集科技,软件服务,25.9,119.34,87.57,"无人驾驶, 国产软件, 国资入股, 电子车牌, "
90,601890.SH,601890,亚星锚链,船舶,7.08,116.56,90.85,"海工装备, 航母, 强势人气股, "
91,603360.SH,603360,百傲化学,化工原料,28.54,116.45,90.42,"农药, 石油化工, "
92,300099.SZ,300099,精准信息,电器仪表,9.26,113.49,133.33,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, "
93,300762.SZ,300762,上海瀚讯,通信设备,72.1,112.58,346.86,"次新股, "
94,300194.SZ,300194,福安药业,化学制药,9.16,106.96,202.54,"医药, 化学药, 工业大麻, "
95,600094.SH,600094,大名城,区域地产,8.99,103.27,121.94,"福建自贸区, 房地产, 自贸区, "
96,300175.SZ,300175,朗源股份,食品,6.95,98.7,79.78,"土地流转, 大数据, 云计算, 农业种植, 股权转让, 强势人气股, 苹果期货, "
97,002949.SZ,002949,华阳国际,建筑施工,26.64,95.51,150.68,"次新股, 装配式建筑, 装修装饰, "
98,002265.SZ,002265,西仪股份,汽车配件,12.66,95.22,91.28,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, "
99,002118.SZ,002118,紫鑫药业,中成药,13.45,94.75,147.96,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, "
100,603222.SH,603222,济民制药,化学制药,30.31,92.7,95.06,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, "
101,300119.SZ,300119,瑞普生物,生物制药,19.2,91.86,110.82,"动物保健, "
102,300220.SZ,300220,金运激光,元器件,28.32,91.29,140.97,"3D打印, 智能制造, "
103,600088.SH,600088,中视传媒,影视音像,20.74,89.53,121.4,"旅游, 广电, 影视, 强势人气股, "
104,600081.SH,600081,东风科技,汽车配件,15.95,88.67,111.4,"央企改革, 汽车零部件, 无人驾驶, "
105,600517.SH,600517,置信电气,电气设备,9.58,88.14,184.47,"特高压, 券商, 国家队重仓, 央企改革, 信托, 碳交易, "
106,000811.SZ,000811,冰轮环境,工程机械,10.52,87.27,69.28,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
107,002017.SZ,002017,东信和平,通信设备,16.99,85.51,69.84,"5G, 央企改革, 物联网, 移动支付, 强势人气股, "
108,000990.SZ,000990,诚志股份,化工原料,24.93,85.36,161.69,"OLED, 民营医院, 甲醇, 回购, 雄安-智慧城市, 雄安新区, 半导体, 高校系, 强势人气股, 工业大麻, "
109,000677.SZ,000677,恒天海龙,化纤,4.24,84.51,79.31,"轮胎, 石墨烯, 粘胶短纤, 强势人气股, 工业大麻, "
110,600290.SH,600290,华仪电气,电气设备,6.85,83.29,67.9,"风电, 创投, "
111,600624.SH,600624,复旦复华,综合类,12.73,79.22,121.24,"健康中国, 脑科学, 高校系, 强势人气股, 创投, "
112,600278.SH,600278,东方创业,商贸代理,15.07,78.17,94.06,"业绩预增, 参股券商, 上海国企改革, 进口博览会, 自贸区, 自由贸易港, 独角兽, 上海自由贸易港, 强势人气股, 科创板概念股, "
113,002639.SZ,002639,雪人股份,专用机械,16.22,77.67,99.13,"福建自贸区, 燃料电池, 冷链, 自贸区, 体育产业, "
114,603026.SH,603026,石大胜华,化工原料,37.0,77.2,77.18,"社保重仓, 石油化工, 山东国企改革, 锂电池, 燃料电池, 新能源汽车, 高校系, "
115,300397.SZ,300397,天和防务,通信设备,23.29,74.82,71.0,"5G, 军工, 军民融合, 太赫兹, 智慧安防, "
116,601608.SH,601608,中信重工,专用机械,5.14,73.46,68.32,"业绩预增, 工业自动化, 智能制造, 工业互联网, 机器人, 强势人气股, "
117,300255.SZ,300255,常山药业,生物制药,8.45,71.26,80.45,"医药, 创新药, 化学药, "
118,600006.SH,600006,东风汽车,汽车整车,6.47,70.97,75.06,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
119,600860.SH,600860,京城股份,专用机械,9.58,70.18,82.87,"天然气, 燃料电池, "
120,601519.SH,601519,大智慧,软件服务,10.32,69.26,95.68,"互联网金融, 国产软件, 彩票, ST摘帽, 强势人气股, "
121,000958.SZ,000958,东方能源,火力发电,8.0,69.1,136.36,"火电, 电改, 央企改革, 风电, 光伏, 雄安-公共服务, 雄安新区, 京津冀, 复牌股, "
122,600536.SH,600536,中国软件,软件服务,57.89,66.58,120.14,"中字头, 央企改革, 军工研究所, 军工, 网络安全, 智慧城市, 国产软件, 腾讯概念股, 国产操作系统, "
123,002198.SZ,002198,嘉应制药,中成药,11.15,65.5,123.68,"医药, 中药, "
124,600155.SH,600155,华创阳安,证券,15.36,65.05,87.38,"券商, 雄安-建材, 雄安新区, 京津冀, "
125,300527.SZ,300527,中国应急,专用机械,13.81,64.69,115.8,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, "
126,001696.SZ,001696,宗申动力,摩托车,9.45,63.44,74.96,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
127,600202.SH,600202,哈空调,电气设备,5.74,63.21,67.57,"振兴东北, 核电, 复牌股, ST摘帽, "
128,300598.SZ,300598,诚迈科技,软件服务,32.27,54.14,93.47,"阿里巴巴概念股, 高送转-预期, 华为产业链, 蔚来汽车概念股, 无人驾驶, 国产软件, 国产操作系统, 强势人气股, "
129,600131.SH,600131,岷江水电,水力发电,20.33,53.25,91.84,"水电, 央企改革, 业绩预增, 云计算, 强势人气股, "
130,002952.SZ,002952,亚世光电,元器件,63.78,47.96,93.24,"次新股, "
131,002629.SZ,002629,仁智股份,石油开采,4.47,47.64,70.13,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 复牌股, 壳公司, "
132,300766.SZ,300766,每日互动,互联网,69.61,46.98,315.81,
133,002951.SZ,002951,金时科技,广告包装,29.5,45.51,177.97,"次新股, 包装印刷, "
134,600775.SH,600775,南京熊猫,通信设备,16.46,44.51,77.69,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
135,600268.SH,600268,国电南自,电气设备,7.78,41.36,79.2,"特高压, 电改, 央企改革, 新能源汽车, 充电桩, "
136,603300.SH,603300,华铁科技,钢加工,10.18,40.97,101.27,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, "
137,603998.SH,603998,方盛制药,中成药,11.71,39.7,149.39,"医药, 中药, 创新药, 工业大麻, "
138,000893.SZ,000893,*ST东凌,食品,8.54,39.61,87.96,"化肥, 股权转让, ST股, "
139,603032.SH,603032,德新交运,公路,36.4,38.68,68.02,"社保重仓, 业绩预增, 新疆, 资产重组, 强势人气股, "
140,300471.SZ,300471,厚普股份,专用机械,15.6,38.51,178.91,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
141,002194.SZ,002194,*ST凡谷,通信设备,18.6,37.61,132.29,"5G, 教育, 华为产业链, 回购, 股权转让, ST股, 壳公司, "
142,002783.SZ,002783,凯龙股份,化工原料,19.2,36.18,181.14,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
143,002124.SZ,002124,天邦股份,饲料,22.2,34.65,97.53,"饲料, 养猪, 动物保健, 强势人气股, "
144,002674.SZ,002674,兴业科技,纺织,17.22,34.62,75.24,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
145,600218.SH,600218,全柴动力,农用机械,21.35,34.43,107.23,"燃料电池, 强势人气股, "
146,002592.SZ,002592,八菱科技,汽车配件,23.75,34.15,68.34,"回购, 汽车零部件, 燃料电池, 广西, 股权转让, "
147,002565.SZ,002565,顺灏股份,造纸,18.42,33.65,161.03,"包装印刷, 强势人气股, 工业大麻, "
148,300710.SZ,300710,万隆光电,通信设备,33.6,33.07,76.3,"5G, 光通信, 阿里巴巴概念股, 高送转-预期, 物联网, 广电, 强势人气股, "
149,600150.SH,600150,中国船舶,船舶,25.46,31.78,112.01,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
150,300139.SZ,300139,晓程科技,元器件,13.9,31.09,87.21,"智能仪表, 半导体, 黄金, "
151,300540.SZ,300540,深冷股份,专用机械,23.72,30.39,116.89,"天然气, "
152,603079.SH,603079,圣达生物,食品,28.22,28.79,76.78,"维生素, "
153,603128.SH,603128,华贸物流,仓储物流,10.58,28.21,79.57,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
154,600975.SH,600975,新五丰,农业综合,15.53,25.37,136.16,"养猪, 湖南国企改革, "
155,601777.SH,601777,力帆股份,摩托车,7.86,25.12,99.56,"阿里巴巴概念股, 新能源整车, 汽车整车, 破净股, 无人驾驶, 锂电池, 新能源汽车, 共享经济, 独角兽, "
156,600421.SH,600421,ST仰帆,机械基件,15.88,24.56,104.98,"股权争夺, ST股, 壳公司, "
157,601865.SH,601865,福莱特,玻璃,13.24,23.67,210.87,"次新股, 光伏, "
158,002548.SZ,002548,金新农,饲料,15.28,22.7,86.02,"回购, 饲料, 养猪, 股权转让, 动物保健, "
159,300435.SZ,300435,中泰股份,机械基件,20.1,20.36,99.24,"天然气, 煤化工, 燃料电池, 资产重组, "
160,000610.SZ,000610,西安旅游,旅游服务,15.36,19.95,111.45,"旅游, 特色小镇, 强势人气股, 创投, "
161,300267.SZ,300267,尔康制药,化学制药,7.89,18.76,113.95,"高质押率, 医药, 化学药, 工业大麻, "
162,000982.SZ,000982,*ST中绒,纺织,2.38,18.42,86.92,"纺织服装, 低价股, ST股, 宁夏, "
163,600136.SH,600136,当代明诚,影视音像,14.68,17.75,70.5,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
164,600963.SH,600963,岳阳林纸,造纸,6.6,17.73,74.83,"人民币升值受益, 央企改革, 回购, 破净股, 雄安-园林环保, 特色小镇, 定增破发, 雄安新区, 造纸, "
165,603679.SH,603679,华体科技,电气设备,49.51,16.9,97.28,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
166,002122.SZ,002122,*ST天马,机械基件,3.47,14.69,85.57,"破净股, 智慧停车, 大数据, ST股, 创投, "
167,600759.SH,600759,洲际油气,石油开采,4.98,14.63,67.43,"油服, 油气改革, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, "
168,600748.SH,600748,上实发展,全国地产,12.14,14.6,81.06,"养老产业, 房地产, 土地流转, 上海国企改革, "
169,300006.SZ,300006,莱美药业,化学制药,8.16,14.53,97.29,"业绩预增, 医药, 化学药, "
170,002665.SZ,002665,首航节能,电气设备,5.9,13.97,100.0,"回购, 储能, 定增破发, 雄安-公共服务, 雄安新区, 股权转让, 资产重组, "
171,600868.SH,600868,梅雁吉祥,水力发电,5.5,13.42,71.34,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
172,002157.SZ,002157,正邦科技,饲料,23.05,12.15,91.2,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
173,002567.SZ,002567,唐人神,饲料,17.82,11.72,111.02,"回购, 饲料, 养猪, 股权转让, 国资入股, "
174,002057.SZ,002057,中钢天源,元器件,11.06,10.84,84.68,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, "
175,603681.SH,603681,永冠新材,化工原料,32.32,10.62,189.47,"次新股, "
176,300743.SZ,300743,天地数码,电脑设备,46.31,9.57,78.97,"高送转-预期, "
177,002418.SZ,002418,康盛股份,机械基件,6.59,8.83,72.43,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
178,002600.SZ,002600,领益智造,元器件,7.63,8.61,76.12,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
179,300145.SZ,300145,中金环境,专用机械,6.4,8.21,67.55,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
180,603363.SH,603363,傲农生物,饲料,26.75,7.35,142.09,"饲料, 养猪, 动物保健, "
181,600604.SH,600604,市北高新,园区开发,16.18,7.25,69.89,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
182,002274.SZ,002274,华昌化工,农药化肥,16.47,6.89,127.71,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
183,002100.SZ,002100,天康生物,饲料,12.49,6.77,73.69,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
184,300325.SZ,300325,德威新材,塑料,7.18,6.5,82.16,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
185,000159.SZ,000159,国际实业,石油贸易,12.0,5.74,205.23,"油气改革, 一带一路, 回购, 石油化工, 新疆, 壳公司, 强势人气股, "
186,002215.SZ,002215,诺普信,农药化肥,11.11,5.51,79.1,"农药, 回购, 供应链金融, "
187,600758.SH,600758,红阳能源,煤炭开采,7.21,5.24,105.38,"煤炭, 电改, 风电, 股权转让, "
188,300266.SZ,300266,兴源环境,环境保护,6.73,5.19,82.03,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
189,603519.SH,603519,立霸股份,家用电器,15.53,5.04,70.15,"白色家电, 家电, "
190,002385.SZ,002385,大北农,饲料,8.1,4.89,102.3,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
191,002547.SZ,002547,春兴精工,通信设备,13.97,4.82,84.36,"5G, 特斯拉, 华为产业链, 3D玻璃, "
192,300152.SZ,300152,科融环境,环境保护,4.71,4.33,89.92,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
193,300238.SZ,300238,冠昊生物,医疗保健,21.89,3.42,78.75,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
194,600213.SH,600213,亚星客车,汽车整车,13.04,2.79,78.41,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
195,603317.SH,603317,天味食品,食品,34.34,2.1,87.0,
196,300769.SZ,300769,德方纳米,化工原料,117.25,2.01,108.74,
197,300768.SZ,300768,迪普科技,软件服务,34.68,1.9,133.85,
198,300573.SZ,300573,兴齐眼药,化学制药,53.6,1.9,204.14,"医药, 化学药, 眼科, "
199,603068.SH,603068,博通集成,半导体,52.28,1.9,94.86,
