,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
20,600285.SH,600285,羚锐制药,中成药,True,10.53,True,True,0.28,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金",5.0
21,002173.SZ,002173,创新医疗,医疗保健,True,6.84,True,False,0.33,,0.0
22,600267.SH,600267,海正药业,化学制药,True,17.18,True,True,0.35,"上海融昌资产管理有限公司
中央汇金资产管理有限责任公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金",3.0
23,603896.SH,603896,寿仙谷,中成药,True,38.11,True,True,0.36,,0.0
24,002198.SZ,002198,嘉应制药,中成药,True,6.56,True,False,0.37,深圳市老虎汇资产管理有限公司,1.0
25,300142.SZ,300142,沃森生物,生物制药,True,64.65,True,False,0.38,"全国社保基金四零一组合
香港中央结算有限公司(陆股通)
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金",3.0
26,603259.SH,603259,药明康德,化学制药,True,109.51,True,False,0.38,香港中央结算有限公司(陆股通),1.0
27,000509.SZ,000509,*ST华塑,医疗保健,True,1.86,True,False,0.42,,0.0
28,600196.SH,600196,复星医药,化学制药,True,43.96,True,False,0.42,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一零组合
基本养老保险基金八零二组合
全国社保基金一一三组合",5.0
29,300759.SZ,300759,康龙化成,化学制药,True,108.64,True,False,0.43,香港中央结算有限公司(陆股通),1.0
30,600079.SH,600079,人福医药,化学制药,True,32.9,True,True,0.44,"全国社保基金一一三组合
基本养老保险基金八零二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司",4.0
31,600380.SH,600380,健康元,化学制药,True,20.51,True,False,0.45,"博时基金管理有限公司-社保基金四一九组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金一零八组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
基本养老保险基金一六零一一组合
全国社保基金五零二组合",7.0
32,603456.SH,603456,九洲药业,化学制药,True,34.87,True,True,0.45,"中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
全国社保基金六零二组合",2.0
33,603590.SH,603590,康辰药业,化学制药,True,51.01,True,True,0.47,香港中央结算有限公司(陆股通),1.0
34,300601.SZ,300601,康泰生物,生物制药,True,204.56,True,False,0.55,"中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金",6.0
35,300143.SZ,300143,盈康生命,医疗保健,True,20.6,True,False,0.57,"建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合
浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划",2.0
36,300573.SZ,300573,兴齐眼药,化学制药,True,187.37,True,False,0.58,"中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金",7.0
37,300122.SZ,300122,智飞生物,生物制药,True,136.72,True,True,0.61,"香港中央结算有限公司(陆股通)
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金",6.0
38,300030.SZ,300030,阳普医疗,医疗保健,True,13.8,True,True,0.63,"中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",3.0
39,300298.SZ,300298,三诺生物,医疗保健,True,40.43,True,True,0.64,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划",5.0
40,605199.SH,605199,葫芦娃,中成药,True,14.54,True,True,0.95,,0.0
41,300238.SZ,300238,冠昊生物,医疗保健,True,34.8,True,True,1.14,"华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划",4.0
