,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
65,603003.SH,603003,龙宇燃油,石油贸易,10.08,True,True,0.21,"财通基金-工商银行-投乐定增6号资产管理计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司
九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划",3.0
66,601798.SH,601798,蓝科高新,化工机械,6.89,True,True,0.21,,0.0
67,688128.SH,688128,中国电研,专用机械,23.0,True,True,0.21,,0.0
68,002423.SZ,002423,中粮资本,多元金融,10.25,True,True,0.22,"中央汇金资产管理有限责任公司
南方工业资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
69,300213.SZ,300213,佳讯飞鸿,通信设备,7.44,True,True,0.22,,0.0
70,300634.SZ,300634,彩讯股份,软件服务,26.17,True,True,0.22,中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,1.0
71,000153.SZ,000153,丰原药业,化学制药,9.0,True,True,0.22,,0.0
72,688027.SH,688027,国盾量子,通信设备,415.0,True,True,0.23,,0.0
73,002921.SZ,002921,联诚精密,汽车配件,23.2,True,True,0.24,,0.0
74,600620.SH,600620,天宸股份,综合类,7.25,True,True,0.24,深圳市诚和昌投资发展有限公司-诚和昌鸿基成长1号私募证券投资基金,1.0
75,603136.SH,603136,天目湖,旅游景点,29.1,True,True,0.24,"华夏基金华兴7号股票型养老金产品-中国工商银行股份有限公司
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧成长1号私募投资基金
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧阿尔法2号私募投资基金
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧阿尔法契约型私募投资基金
华夏基金华益3号股票型养老金产品-中国建设银行股份有限公司
华夏基金华兴8号股票型养老金产品-中国工商银行股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
基本养老保险基金三零四组合",8.0
76,688277.SH,688277,天智航-U,医疗保健,106.6,True,True,0.24,,0.0
77,603665.SH,603665,康隆达,纺织,19.13,True,True,0.24,华宝信托有限责任公司-辉煌1047号单一资金信托,1.0
78,300048.SZ,300048,合康新能,电气设备,4.65,True,True,0.24,,0.0
79,000759.SZ,000759,中百集团,超市连锁,7.85,True,True,0.25,"长江证券-工商银行-长江证券超越理财宝6号集合资产管理计划
全国社保基金一零三组合",2.0
80,601216.SH,601216,君正集团,化工原料,3.09,True,True,0.25,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中信信诚资产-招商银行-诚融聚荷1号资产管理计划",3.0
81,601199.SH,601199,江南水务,水务,4.76,True,True,0.25,,0.0
82,002730.SZ,002730,电光科技,电气设备,8.98,True,True,0.25,,0.0
83,600196.SH,600196,复星医药,化学制药,38.55,True,True,0.25,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
全国社保基金一一零组合
基本养老保险基金八零二组合
全国社保基金一一三组合",5.0
84,600676.SH,600676,交运股份,公共交通,6.41,True,True,0.25,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.0
85,002634.SZ,002634,棒杰股份,服饰,6.74,True,True,0.25,中央汇金资产管理有限责任公司,1.0
86,600127.SH,600127,金健米业,农业综合,11.44,True,True,0.26,湖南发展资产管理集团有限公司,1.0
87,688181.SH,688181,八亿时空,半导体,71.77,True,True,0.26,"汇添富基金-国新投资有限公司-汇添富基金-国新2号单一资产管理计划
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国工商银行股份有限公司-汇添富科技创新灵活配置混合型证券投资基金",3.0
88,603169.SH,603169,兰石重装,专用机械,5.28,True,True,0.27,光大兴陇信托有限责任公司,1.0
89,300159.SZ,300159,新研股份,航空,4.9,True,True,0.27,华澳国际信托有限公司-华澳·臻智28号证券投资集合资金信托计划,1.0
90,002662.SZ,002662,京威股份,汽车配件,4.15,True,True,0.27,,0.0
91,002059.SZ,002059,云南旅游,旅游景点,5.63,True,True,0.28,"中央汇金资产管理有限责任公司
上海博观投资管理有限公司-博观臻选三期证券投资基金",2.0
92,603617.SH,603617,君禾股份,专用机械,12.89,True,True,0.28,,0.0
93,002092.SZ,002092,中泰化学,化工原料,5.75,True,True,0.28,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金",4.0
94,300556.SZ,300556,丝路视觉,软件服务,21.11,True,True,0.28,中国文化产业投资基金(有限合伙),1.0
95,002232.SZ,002232,启明信息,软件服务,11.69,True,True,0.28,中央汇金资产管理有限责任公司,1.0
96,600551.SH,600551,时代出版,出版业,9.71,True,True,0.28,中央汇金资产管理有限责任公司,1.0
97,000690.SZ,000690,宝新能源,火力发电,6.07,True,True,0.29,"南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",10.0
98,002283.SZ,002283,天润工业,汽车配件,5.55,True,True,0.3,,0.0
99,603299.SH,603299,苏盐井神,化工原料,7.66,True,True,0.3,,0.0
100,300027.SZ,300027,华谊兄弟,影视音像,4.73,True,True,0.31,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-盛景28号单一资金信托
陕西省国际信托股份有限公司-陕国投·金元宝55号证券投资集合资金信托计划",3.0
101,002378.SZ,002378,章源钨业,小金属,5.26,True,True,0.31,香港中央结算有限公司(陆股通),1.0
102,002263.SZ,002263,大东南,塑料,2.88,True,True,0.31,,0.0
103,002705.SZ,002705,新宝股份,家用电器,41.99,True,True,0.31,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷价值中国精选私募证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一零七组合
香港中央结算有限公司(陆股通)
全国社保基金一零三组合
全国社保基金四零四组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合",8.0
104,603606.SH,603606,东方电缆,电气设备,17.16,True,True,0.31,"全国社保基金四一二组合
光大证券-光大银行-光大阳光集合资产管理计划
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托",3.0
105,300195.SZ,300195,长荣股份,轻工机械,7.5,True,True,0.32,"云南国际信托有限公司-云信智兴2017-234号单一资金信托
鹏华资产-浦发银行-云南国际信托-云信智兴2017-237号单一资金信托
华泰柏瑞基金-民生银行-华泰柏瑞价值精选集合资产管理计划",3.0
106,300168.SZ,300168,万达信息,软件服务,25.7,True,True,0.32,"交通银行-融通行业景气证券投资基金
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金",2.0
107,600370.SH,600370,三房巷,纺织,3.8,True,True,0.32,,0.0
108,300852.SZ,300852,四会富仕,元器件,63.37,True,True,0.33,,0.0
109,603378.SH,603378,亚士创能,染料涂料,54.77,True,True,0.33,"全国社保基金五零二组合
辽宁海通新能源低碳产业股权投资基金有限公司
大华资产管理有限公司-大华中国A股创新基金
中国银行股份有限公司-平安匠心优选混合型证券投资基金
平安银行股份有限公司-平安智慧中国灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
富达基金(香港)有限公司-客户资金",7.0
110,300850.SZ,300850,新强联,机械基件,37.68,True,True,0.33,,0.0
111,300086.SZ,300086,康芝药业,化学制药,6.37,True,True,0.34,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
112,002713.SZ,002713,东易日盛,装修装饰,9.25,True,True,0.34,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金",4.0
113,300008.SZ,300008,天海防务,船舶,4.14,True,True,0.34,,0.0
114,000601.SZ,000601,韶能股份,水力发电,7.08,True,True,0.35,深圳日昇创沅资产管理有限公司,1.0
115,000786.SZ,000786,北新建材,其他建材,28.53,True,True,0.35,"中国工商银行-汇添富成长焦点混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
全国社保基金五零三组合
全国社保基金一零一组合",6.0
116,603093.SH,603093,南华期货,多元金融,28.64,True,True,0.36,中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金,1.0
117,603991.SH,603991,至正股份,塑料,38.4,True,True,0.37,上海纳华资产管理有限公司,1.0
118,002896.SZ,002896,中大力德,机械基件,28.85,True,True,0.37,,0.0
119,002791.SZ,002791,坚朗五金,其他建材,110.85,True,True,0.37,"全国社保基金四一三组合
广发基金管理有限公司-社保基金四二零组合",2.0
120,002562.SZ,002562,兄弟科技,化学制药,7.07,True,True,0.37,"中央汇金资产管理有限责任公司
中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-华夏兴华混合型证券投资基金",3.0
121,002610.SZ,002610,爱康科技,电气设备,1.79,True,True,0.37,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,1.0
122,603590.SH,603590,康辰药业,化学制药,46.23,True,True,0.38,香港中央结算有限公司(陆股通),1.0
123,600754.SH,600754,锦江酒店,酒店餐饮,36.55,True,True,0.39,"弘毅(上海)股权投资基金中心(有限合伙)
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
上海国际集团资产管理有限公司
华安未来资产-工商银行-安信信托股份有限公司
中国长城资产管理股份有限公司
香港中央结算有限公司(陆股通)
中国银行-华夏大盘精选证券投资基金",8.0
124,002163.SZ,002163,海南发展,装修装饰,12.38,True,True,0.39,"华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划
中航基金-浙商银行-中航基金同达1号资产管理计划
中国对外经济贸易信托有限公司-鸿道3期",3.0
125,600784.SH,600784,鲁银投资,普钢,5.91,True,True,0.4,,0.0
126,600618.SH,600618,氯碱化工,化工原料,9.87,True,True,0.41,中央汇金资产管理有限责任公司,1.0
127,002905.SZ,002905,金逸影视,影视音像,13.58,True,True,0.41,"中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国银行股份有限公司-华安成长创新混合型证券投资基金",3.0
128,300705.SZ,300705,九典制药,化学制药,15.77,True,True,0.41,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
129,000566.SZ,000566,海南海药,化学制药,9.92,True,True,0.43,"泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽2号结构化集合资金信托计划
国通信托有限责任公司-国通信托·方泰1号集合资金信托计划
云南国际信托有限公司-聚利36号单一资金信托
金元顺安基金-农业银行-杭州通武投资管理合伙企业(有限合伙)",4.0
130,002959.SZ,002959,小熊电器,家用电器,139.45,True,True,0.43,"全国社保基金五零二组合
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
中国银行股份有限公司-华安汇智精选两年持有期混合型证券投资基金
中国银行股份有限公司-大成优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-南方现代教育股票型证券投资基金
中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-南方ESG主题股票型证券投资基金
中国建设银行-宝康消费品证券投资基金",9.0
131,300839.SZ,300839,博汇股份,石油加工,33.81,True,True,0.44,,0.0
132,600380.SH,600380,健康元,化学制药,19.22,True,True,0.45,"全国社保基金五零二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一六零一一组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
全国社保基金一零八组合
香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合",7.0
133,002105.SZ,002105,信隆健康,文教休闲,7.21,True,True,0.45,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",3.0
134,300849.SZ,300849,锦盛新材,塑料,29.51,True,True,0.46,,0.0
135,300536.SZ,300536,农尚环境,建筑工程,11.25,True,True,0.46,上海盈嘉信投资管理合伙企业(有限合伙)-盈嘉信1号私募证券投资基金,1.0
136,605199.SH,605199,葫芦娃,中成药,10.93,True,True,0.46,,0.0
137,002208.SZ,002208,合肥城建,区域地产,11.93,True,True,0.47,宁波梅山保税港区龙悦投资管理有限公司-佳然一号私募证券投资基金,1.0
138,600051.SH,600051,宁波联合,综合类,11.77,True,True,0.47,ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所),1.0
139,002548.SZ,002548,金新农,饲料,10.24,True,True,0.47,,0.0
140,603103.SH,603103,横店影视,影视音像,22.26,True,True,0.48,"中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国银行股份有限公司-华安成长创新混合型证券投资基金
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金
全国社保基金五零三组合
中国农业银行股份有限公司-长信双利优选混合型证券投资基金",8.0
141,300648.SZ,300648,星云股份,电器仪表,21.89,True,True,0.48,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金",2.0
142,000421.SZ,000421,南京公用,供气供热,6.13,True,True,0.49,,0.0
143,600298.SH,600298,安琪酵母,食品,58.75,True,True,0.49,"中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
汇添富基金管理股份有限公司-社保基金四二三组合
全国社保基金四零六组合",5.0
144,688126.SH,688126,沪硅产业-U,半导体,42.31,True,True,0.49,,0.0
145,300122.SZ,300122,智飞生物,生物制药,123.55,True,True,0.5,"尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划",6.0
146,600198.SH,600198,大唐电信,通信设备,16.97,True,True,0.51,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",2.0
147,603129.SH,603129,春风动力,摩托车,85.24,True,True,0.52,"基本养老保险基金一六零二一组合
中信信托有限责任公司-中信信托锐进52期泓澄投资集合资金信托计划
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
全国社保基金五零三组合
中国国际金融香港资产管理有限公司-客户资金",7.0
148,600283.SH,600283,钱江水利,水务,14.46,True,True,0.52,,0.0
149,601968.SH,601968,宝钢包装,广告包装,7.51,True,True,0.52,浙商证券资管-光大银行-浙商汇金灵活定增集合资产管理计划,1.0
150,603128.SH,603128,华贸物流,仓储物流,8.52,True,True,0.53,"香港中央结算有限公司(陆股通)
珠海回声资产管理有限公司-回声1号私募基金",2.0
