,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
47,600075.SH,600075,新疆天业,化工原料,1.0,5.24,"烧碱, PVC, 一带一路, 煤化工, 新疆, 农机, 新疆国企改革, ",50.96亿
48,600734.SH,600734,实达集团,电脑设备,1.0,10.13,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",51.3亿
49,603701.SH,603701,德宏股份,汽车配件,1.0,14.77,"汽车零部件, 稀土磁材, ",29.57亿
50,000408.SZ,000408,藏格控股,农药化肥,1.0,8.72,"有色-镁, 新进指数成份股, 社保重仓, 有色金属, 化肥, 高质押率, 锂电池, 新能源汽车, 资产重组, ",38.95亿
51,600006.SH,600006,东风汽车,汽车整车,1.0,5.49,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, ",109.8亿
52,300780.SZ,300780,德恩精工,机械基件,1.0,37.86,,13.88亿
53,000680.SZ,000680,山推股份,工程机械,1.0,4.27,"一带一路, 机械, 山东国企改革, ",45.13亿
54,002041.SZ,002041,登海种业,种植业,1.0,11.37,"转基因, 乡村振兴, 农业种植, 人造肉, ",99.36亿
55,002170.SZ,002170,芭田股份,农药化肥,1.0,3.93,"阿里巴巴概念股, 无人机, 化肥, 土地流转, 磷化工, 强势人气股, ",25.44亿
56,002172.SZ,002172,澳洋健康,化纤,1.0,4.55,"医药商业, 民营医院, 回购, 石油化工, 定增破发, 医药, 基因测序, 粘胶短纤, 工业大麻, ",35.18亿
57,002237.SZ,002237,恒邦股份,黄金,1.0,14.88,"股权转让, 黄金, ",126.73亿
58,002265.SZ,002265,西仪股份,汽车配件,1.0,11.68,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, ",35.51亿
59,002329.SZ,002329,皇氏集团,乳制品,1.0,4.94,"二胎, 教育, 食品, 乳业（奶粉）, 万达系, 广西, 影视, 知识产权, 动漫, ",25.69亿
60,002679.SZ,002679,福建金森,林业,1.0,19.07,"土地流转, 林业, ",44.96亿
61,002848.SZ,002848,高斯贝尔,通信设备,1.0,14.0,"5G, 被动元件, 家电, 黑色家电, ",12.26亿
62,002869.SZ,002869,金溢科技,通信设备,1.0,35.89,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, ",16.15亿
63,002902.SZ,002902,铭普光磁,元器件,1.0,26.71,"5G, 光通信, 华为产业链, 高送转, ",28.96亿
64,300168.SZ,300168,万达信息,软件服务,1.0,13.33,"新进指数成份股, 教育, 回购, 数字中国, 创业板人气股, 大数据, 云计算, 互联网医疗, 区块链, 智慧城市, 国产软件, 股权转让, 医疗信息化, 智慧安防, ",145.53亿
65,300238.SZ,300238,冠昊生物,医疗保健,1.0,21.75,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 眼科, 创投, ",53.32亿
66,300311.SZ,300311,任子行,软件服务,1.0,8.49,"网络安全, 创业板人气股, 大数据, 国产软件, 京东金融概念股, 独角兽, 游戏, 创投, ",39.01亿
67,000570.SZ,000570,苏常柴A,机械基件,1.0,5.64,"汽车零部件, 农机, 锂电池, 新能源汽车, 科创板概念股, ",23.2亿
68,300462.SZ,300462,华铭智能,专用机械,1.0,19.01,"移动支付, 大数据, 腾讯概念股, 高铁轨交, 独角兽, ",14.71亿
69,300536.SZ,300536,农尚环境,建筑施工,1.0,10.15,"园林, PPP, 高送转, ",10.85亿
70,300588.SZ,300588,熙菱信息,软件服务,1.0,13.62,"华为产业链, 新疆, 网络安全, 人工智能, 智慧城市, 国产软件, 智慧安防, 独角兽, ",10.71亿
71,300594.SZ,300594,朗进科技,运输设备,1.0,30.13,,6.7亿
72,300712.SZ,300712,永福股份,建筑施工,1.0,12.99,"高送转-预期, 风电, 光伏, 新能源汽车, 充电桩, ",10.2亿
73,300748.SZ,300748,金力永磁,元器件,1.0,70.06,"稀土磁材, ",29.14亿
74,603863.SH,603863,松炀资源,造纸,1.0,15.76,,8.11亿
