code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002245,澳洋顺昌,9.14,-22.035,0.086,-8.908,0.08,
600293,三峡新材,5.17,-21.804,0.079,-6.879,0.071,
600055,万东医疗,4.85,-21.774,0.089,3.886,0.1,
002622,融钰集团,8.4,-21.73,0.084,15.369,0.105,
601619,嘉泽新能,5.04,-21.707,0.079,-12.054,0.088,
000985,大庆华科,1.3,-21.6,0.063,-1.564,0.055,
002199,东晶电子,2.26,-20.902,0.04,12.484,0.076,
600139,西部资源,6.62,-20.547,0.057,-19.716,0.116,
600689,上海三毛,1.52,-20.337,0.07,28.153,0.2,
600850,华东电脑,4.23,-20.222,0.074,5.099,0.086,
002547,春兴精工,7.98,-19.919,0.061,-4.257,0.118,
002848,高斯贝尔,0.88,-19.822,0.078,8.529,0.11,
000953,ST河化,2.94,-19.623,0.075,-4.862,0.117,
600225,天津松江,9.32,-19.619,0.039,1.238,0.063,
002114,罗平锌电,3.23,-19.47,0.089,1.385,0.086,
002932,明德生物,0.17,-19.368,0.079,-29.618,0.131,
000752,西藏发展,2.64,-18.72,0.038,4.181,0.08,
000498,山东路桥,4.41,-18.71,0.065,17.938,0.106,
000546,金圆股份,6.61,-18.695,0.082,-22.755,0.098,
002522,浙江众成,8.48,-18.61,0.104,-6.498,0.061,
600197,伊力特,4.41,-18.035,0.059,-27.747,0.132,
600939,重庆建工,4.1,-17.693,0.047,-0.822,0.055,
600636,三爱富,4.47,-17.686,0.093,4.884,0.044,
000972,ST中基,7.71,-17.631,0.079,-9.034,0.08,
600538,国发股份,4.64,-17.61,0.083,24.025,0.089,
002827,高争民爆,0.63,-17.599,0.06,1.261,0.061,
600315,上海家化,6.71,-17.53,0.048,-10.282,0.062,
002226,江南化工,9.11,-17.492,0.083,12.231,0.114,
002906,华阳集团,2.02,-17.459,0.035,-20.018,0.111,
000810,创维数字,9.7,-17.235,0.028,-15.094,0.079,
002568,百润股份,4.59,-17.144,0.047,-17.467,0.12,
002345,潮宏基,8.78,-17.031,0.039,-19.837,0.08,
002211,宏达新材,4.32,-16.974,0.069,-0.957,0.073,
002336,人人乐,3.39,-16.832,0.042,-16.302,0.098,
600771,广誉远,3.02,-16.638,0.059,-18.903,0.086,
600071,凤凰光学,2.37,-16.612,0.039,-22.068,0.11,
600138,中青旅,7.24,-16.605,0.037,-6.246,0.065,
000150,宜华健康,5.76,-16.56,0.055,-6.071,0.11,
002584,西陇科学,3.64,-16.506,0.054,15.273,0.123,
600119,长江投资,3.07,-16.487,0.089,10.126,0.11,
601330,绿色动力,1.16,-16.412,0.056,-3.295,0.118,
002625,光启技术,4.27,-16.363,0.059,3.956,0.102,
002518,科士达,5.58,-16.268,0.03,-12.434,0.08,
600600,青岛啤酒,6.96,-16.268,0.043,-14.848,0.051,
600112,天成控股,5.09,-16.261,0.035,15.586,0.098,
000819,岳阳兴长,2.71,-16.225,0.031,-1.785,0.049,
002581,未名医药,4.01,-16.14,0.047,-6.639,0.068,
600853,龙建股份,5.37,-16.039,0.028,3.642,0.051,
000017,深中华A,3.03,-15.996,0.052,16.453,0.084,
002213,特 尔 佳,1.97,-15.944,0.057,-8.451,0.14,
600132,重庆啤酒,4.84,-15.793,0.04,1.574,0.042,
002433,太安堂,6.92,-15.764,0.052,-9.724,0.08,
002507,涪陵榨菜,7.8,-15.744,0.047,-13.451,0.069,
002895,川恒股份,0.89,-15.697,0.048,-27.645,0.082,
002628,成都路桥,7.25,-15.591,0.041,-21.804,0.08,
002524,光正集团,5.01,-15.569,0.052,-3.024,0.058,
002209,达 意 隆,1.54,-15.492,0.058,6.908,0.094,
002293,罗莱生活,7.0,-15.476,0.04,-19.028,0.09,
600679,上海凤凰,1.91,-15.467,0.045,-11.953,0.103,
600754,锦江股份,6.49,-15.442,0.039,-3.891,0.049,
601038,一拖股份,5.94,-15.342,0.055,-13.369,0.081,
002058,威 尔 泰,1.43,-15.317,0.042,27.081,0.15,
600818,中路股份,2.38,-15.306,0.074,-5.717,0.104,
002192,融捷股份,2.37,-15.102,0.044,21.277,0.164,
002121,科陆电子,9.06,-15.099,0.041,-10.948,0.091,
000418,小天鹅Ａ,4.39,-15.065,0.058,-22.176,0.098,
