,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
62,300458.SZ,全志科技,元器件,37.17,7.44,"香港中央结算有限公司(陆股通)
北京芯动能投资基金(有限合伙)
中央汇金资产管理有限责任公司"
63,002623.SZ,亚玛顿,玻璃,34.08,7.38,中央汇金资产管理有限责任公司
64,002045.SZ,国光电器,元器件,13.75,7.34,"华宝信托有限责任公司-“辉煌”73号单一资金信托
财通基金-浦发银行-海际证券有限责任公司
财通基金-浦发银行-海际证券有限责任公司
香港中央结算有限公司(陆股通)
财通基金-浦发银行-海际证券有限责任公司
中国国际金融香港资产管理有限公司-客户资金"
65,300661.SZ,圣邦股份,元器件,255.17,6.98,"全国社保基金四零六组合
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安成长混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
全国社保基金六零二组合"
66,300323.SZ,华灿光电,半导体,8.03,6.88,上海虎铂新能股权投资基金合伙企业(有限合伙)
67,603920.SH,世运电路,元器件,25.19,6.83,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金"
68,300173.SZ,智慧松德,轻工机械,6.74,6.65,"中央汇金资产管理有限责任公司
广州佑昌融资产管理有限公司"
69,000026.SZ,飞亚达,其他商业,12.03,6.29,"吉林日昇投资管理有限公司-日昇飞跃巅峰一期私募证券投资基金
全国社保基金一一四组合
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
70,002152.SZ,广电运通,IT设备,10.89,6.18,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四一一组合"
71,002320.SZ,海峡股份,水运,12.98,6.14,香港中央结算有限公司(陆股通)
72,000555.SZ,神州信息,软件服务,16.69,6.1,
73,300433.SZ,蓝思科技,元器件,17.81,6.04,"香港蓝思-中信证券-19蓝思EB担保及信托财产专户
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
华润深国投信托有限公司-锐进2期展博投资集合资金信托计划
中央汇金资产管理有限责任公司"
74,300036.SZ,超图软件,软件服务,27.27,5.9,"全国社保基金一零二组合
香港中央结算有限公司(陆股通)
中国光大银行股份有限公司-泓德优选成长混合型证券投资基金
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金"
75,300770.SZ,新媒股份,影视音像,158.2,5.84,"全国社保基金四零六组合
中国建设银行股份有限公司-嘉实新消费股票型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国建设银行股份有限公司-华宝服务优选混合型证券投资基金
中国农业银行股份有限公司-大成积极成长混合型证券投资基金
中国银行-嘉实服务增值行业证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国银行-嘉实增长开放式证券投资基金
中国银行-大成财富管理2020生命周期证券投资基金"
76,300432.SZ,富临精工,汽车配件,11.96,5.82,
77,603707.SH,健友股份,化学制药,49.6,5.63,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金
全国社保基金一零九组合
招商银行股份有限公司-兴全合润分级混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
全国社保基金六零二组合"
78,300035.SZ,中科电气,电气设备,8.5,5.61,
79,600143.SH,金发科技,塑料,9.09,5.59,"中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司"
80,002456.SZ,欧菲光,元器件,17.2,5.48,"四川信托有限公司-四川信托-价值成长2号证券投资单一资金信托
四川信托有限公司-四川信托-价值成长1号证券投资单一资金信托
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零一组合
云南国际信托有限公司-欧菲7号集合资金信托计划
中国工商银行-南方绩优成长股票型证券投资基金"
81,300785.SZ,值得买,互联网,148.16,5.44,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
全国社保基金六零二组合
中国建设银行股份有限公司-融通互联网传媒灵活配置混合型证券投资基金"
82,300223.SZ,北京君正,半导体,93.21,5.4,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-诺安成长混合型证券投资基金
全国社保基金六零二组合"
83,300207.SZ,欣旺达,元器件,23.27,5.36,"北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-招商银行-北信瑞丰基金-爱奇新能源资产管理计划
广发基金管理有限公司-社保基金四二零组合
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
陕西省国际信托股份有限公司-陕国投·欣旺达员工持股集合资金信托计划"
84,300113.SZ,顺网科技,互联网,30.99,5.35,"兴业国际信托有限公司-兴业信托·顺网科技1号员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
85,600614.SH,*ST鹏起,综合类,1.97,5.18,厦门国际信托有限公司-天勤十号单一资金信托
86,002216.SZ,三全食品,食品,15.35,5.14,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
上海明河投资管理有限公司-明河成长2号私募证券投资基金"
87,600070.SH,浙江富润,互联网,12.29,5.13,
88,002501.SZ,*ST利源,铝,2.13,5.13,"长城国泰(舟山)产业并购重组基金合伙企业(有限合伙)
安徽省铁路发展基金股份有限公司
北信瑞丰基金-工商银行-华融国际信托-华融·融汇54号权益投资集合资金信托计划
前海开源基金-浦发银行-渤海国际信托-前海利源1号单一资金信托"
89,601689.SH,拓普集团,汽车配件,21.71,5.1,"中信证券-青岛国信发展资产管理有限公司-中信证券久实价值2号单一资产管理计划
全国社保基金一一三组合
北信瑞丰基金-平安银行-长安国际信托-长安信托-定增长信汇智集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金四一八组合
全国社保基金四一三组合"
90,600654.SH,*ST中安,软件服务,2.32,5.09,"国金证券-浦发银行-国金中安消增持1号集合资产管理计划
云南国际信托有限公司-聚利11号单一资金信托"
91,600289.SH,*ST信通,软件服务,3.93,5.08,
92,600546.SH,山煤国际,煤炭开采,10.43,5.05,"全国社保基金一一二组合
中央汇金资产管理有限责任公司
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金"
93,600556.SH,ST慧球,软件服务,14.47,5.01,海南衍宏股权投资基金管理有限公司
