code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
600595,中孚实业,-2.158,1.455,0.02,-3.13989,
000923,河北宣工,-3.798,1.446,0.015,-5.491908,
600571,信雅达,-1.978,1.408,0.028,-2.785024,
300117,嘉寓股份,-2.194,1.367,0.021,-2.999198,
002498,汉缆股份,-0.001,1.35,0.009,-0.00135,
002364,中恒电气,-1.355,1.271,0.01,-1.7222049999999998,
002821,凯莱英,-0.401,1.266,0.024,-0.5076660000000001,
600310,桂东电力,-2.76,1.236,0.026,-3.4113599999999997,
300309,吉艾科技,-0.868,1.21,0.012,-1.0502799999999999,
002306,*ST云网,-2.33,1.177,0.016,-2.74241,
600732,ST新梅,-2.157,1.105,0.024,-2.383485,
300527,华舟应急,-5.288,1.074,0.019,-5.679312,
600787,中储股份,-1.145,1.064,0.007,-1.21828,
000738,航发控制,-5.218,1.036,0.027,-5.405848,
600482,中国动力,-3.3,0.985,0.013,-3.2504999999999997,
002507,涪陵榨菜,-2.005,0.983,0.028,-1.970915,
300404,博济医药,-5.268,0.925,0.029,-4.8729000000000005,
600501,航天晨光,-0.557,0.856,0.011,-0.47679200000000005,
002457,青龙管业,-2.13,0.807,0.014,-1.71891,
600118,中国卫星,-4.112,0.778,0.02,-3.199136,
002761,多喜爱,-2.732,0.763,0.008,-2.0845160000000003,
300323,华灿光电,-0.941,0.732,0.024,-0.688812,
000622,恒立实业,-0.665,0.676,0.016,-0.44954000000000005,
002569,步森股份,-2.797,0.619,0.026,-1.731343,
002114,罗平锌电,-0.663,0.522,0.009,-0.346086,
002711,欧浦智网,-2.063,0.485,0.009,-1.000555,
600712,南宁百货,-3.67,0.471,0.027,-1.72857,
600967,内蒙一机,-3.154,0.417,0.025,-1.315218,
002585,双星新材,-1.256,0.307,0.011,-0.385592,
600766,园城黄金,-2.002,0.294,0.027,-0.5885879999999999,
002255,海陆重工,-1.946,0.283,0.017,-0.5507179999999999,
002641,永高股份,-0.993,0.252,0.023,-0.250236,
300431,暴风集团,-3.91,0.232,0.027,-0.90712,
000715,中兴商业,-2.097,0.225,0.012,-0.471825,
002449,国星光电,-3.84,0.16,0.028,-0.6144,
000301,东方市场,-1.371,0.022,0.013,-0.030161999999999998,
000609,中迪投资,-0.879,0.003,0.023,-0.002637,
300270,中威电子,-0.133,0.002,0.004,-0.000266,
