,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
17,603676.SH,603676,卫信康,化学制药,True,13.16,0.0,1.0,55.67,银河资本-郭旭-银河资本-新兴一号单一资产管理计划,1.0
18,300016.SZ,300016,北陆药业,中成药,True,13.56,2.0,2.0,54.95,大业信托有限责任公司-大业信托·优悦3号单一资金信托,1.0
19,000153.SZ,000153,丰原药业,化学制药,True,13.8,0.0,2.0,43.05,,0.0
20,300358.SZ,300358,楚天科技,医疗保健,True,14.56,0.0,1.0,66.59,"西藏德传投资管理有限公司-德传附子证券投资基金
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
湖南省资产管理有限公司
中央汇金资产管理有限责任公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划",5.0
21,002020.SZ,002020,京新药业,化学制药,True,15.13,0.0,1.0,88.95,"上海国际集团资产管理有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",4.0
22,600299.SH,600299,安迪苏,化学制药,True,15.65,0.0,1.0,419.72,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
江苏聚合创意新兴产业投资基金(有限合伙)
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托",7.0
23,002793.SZ,002793,罗欣药业,化学制药,True,16.19,0.0,1.0,40.31,,0.0
24,300030.SZ,300030,阳普医疗,医疗保健,True,16.45,0.0,1.0,41.85,"华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划",3.0
25,002826.SZ,002826,易明医药,中成药,True,16.68,0.0,3.0,22.3,,0.0
26,603309.SH,603309,维力医疗,医疗保健,True,17.29,0.0,1.0,44.95,,0.0
27,600812.SH,600812,华北制药,化学制药,True,17.7,0.0,1.0,288.65,"华夏基金-农业银行-华夏中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",12.0
28,300009.SZ,300009,安科生物,生物制药,True,21.53,0.0,1.0,204.68,"香港中央结算有限公司(陆股通)
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-博时精选混合型证券投资基金
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)",5.0
29,603987.SH,603987,康德莱,医疗保健,True,22.21,0.0,2.0,96.93,"基本养老保险基金一六零四一组合
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
全国社保基金五零二组合
中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金
平安资管-邮储银行-如意10号资产管理产品",5.0
30,601607.SH,601607,上海医药,医药商业,True,22.55,0.0,1.0,433.62,"香港中央结算有限公司(陆股通)
全国社保基金六零四组合
中央汇金资产管理有限责任公司
全国社保基金四一二组合
银华基金-农业银行-银华中证金融资产管理计划",5.0
31,002923.SZ,002923,润都股份,化学制药,True,23.46,3.0,1.0,14.53,广东中科白云新兴产业创业投资基金有限公司,1.0
32,300453.SZ,300453,三鑫医疗,医疗保健,True,24.73,0.0,2.0,42.89,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托",2.0
33,000411.SZ,000411,英特集团,医药商业,True,24.94,0.0,5.0,51.71,"全国社保基金六零四组合
基本养老保险基金九零三组合",2.0
34,300146.SZ,300146,汤臣倍健,医疗保健,True,25.16,0.0,1.0,224.6,"易方达创业板交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一四组合
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
全国社保基金四零三组合
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金",7.0
35,002675.SZ,002675,东诚药业,化学制药,True,27.24,0.0,2.0,180.33,"交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
全国社保基金六零二组合
香港中央结算有限公司(陆股通)",3.0
36,300452.SZ,300452,山河药辅,化学制药,True,27.97,0.0,1.0,39.81,"中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金",2.0
37,002653.SZ,002653,海思科,化学制药,True,28.9,0.0,1.0,137.04,"陕西省国际信托股份有限公司-陕国投·易泓16号证券投资集合资金信托计划
中央汇金资产管理有限责任公司
全国社保基金六零二组合
香港中央结算有限公司(陆股通)",4.0
38,605199.SH,605199,葫芦娃,中成药,True,34.29,0.0,5.0,13.75,,0.0
39,603351.SH,603351,威尔药业,化学制药,True,37.44,0.0,1.0,22.34,"江苏人才创新创业投资二期基金(有限合伙)
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",3.0
40,300238.SZ,300238,冠昊生物,医疗保健,True,38.39,0.0,1.0,98.84,"云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托",4.0
41,603579.SH,603579,荣泰健康,医疗保健,True,39.39,0.0,1.0,55.15,香港中央结算有限公司(陆股通),1.0
42,000423.SZ,000423,东阿阿胶,中成药,True,40.82,2.0,1.0,266.91,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)",4.0
43,002287.SZ,002287,奇正藏药,中成药,True,41.12,0.0,5.0,217.07,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司",2.0
44,000403.SZ,000403,双林生物,生物制药,True,45.74,3.0,1.0,222.8,"中国信达资产管理股份有限公司
基本养老保险基金三零九组合
交通银行股份有限公司-易方达科讯混合型证券投资基金",3.0
45,002030.SZ,002030,达安基因,生物制药,True,47.67,0.0,2.0,408.24,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
46,600161.SH,600161,天坛生物,生物制药,True,50.12,0.0,1.0,628.73,"中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
47,603718.SH,603718,海利生物,生物制药,True,51.41,0.0,2.0,331.08,,0.0
48,600196.SH,600196,复星医药,化学制药,True,68.45,0.0,1.0,1376.5,"全国社保基金一一三组合
基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一零组合",5.0
49,002880.SZ,002880,卫光生物,生物制药,True,70.5,0.0,1.0,113.8,中国建设银行股份有限公司-华泰柏瑞医疗健康混合型证券投资基金,1.0
50,002007.SZ,002007,华兰生物,生物制药,True,71.42,0.0,1.0,1119.13,"中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
交通银行-易方达50指数证券投资基金",5.0
51,300813.SZ,300813,泰林生物,医疗保健,True,86.81,0.0,1.0,11.29,,0.0
52,300142.SZ,300142,沃森生物,生物制药,True,87.22,0.0,1.0,1268.61,"全国社保基金四零一组合
珠海横琴长乐汇资本管理有限公司-智汇3号私募证券投资基金
香港中央结算有限公司(陆股通)",3.0
53,000710.SZ,000710,贝瑞基因,医疗保健,True,90.95,0.0,2.0,128.7,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
基本养老保险基金八零二组合
招商银行股份有限公司-兴全合润分级混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
海通兴泰(安徽)新兴产业投资基金(有限合伙)",6.0
54,688139.SH,688139,海尔生物,医疗保健,True,93.98,0.0,1.0,71.52,"寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
寻常(上海)投资管理有限公司-琚玖1号私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金一一八组合
上海浦东发展银行股份有限公司-中海医药健康产业精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-中海医疗保健主题股票型证券投资基金",6.0
55,300791.SZ,300791,仙乐健康,医疗保健,True,98.94,1.0,1.0,29.68,"中国银行-易方达策略成长证券投资基金
中国银行-易方达策略成长二号混合型证券投资基金",2.0
56,603301.SH,603301,振德医疗,医疗保健,True,99.22,0.0,1.0,78.55,,0.0
57,603976.SH,603976,正川股份,医疗保健,True,102.17,0.0,3.0,39.13,,0.0
58,002932.SZ,002932,明德生物,医疗保健,True,109.69,0.0,1.0,32.93,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
武汉光谷生物城华岭基金合伙企业(有限合伙)
科华(宜都)科技创业投资基金(有限合伙)",3.0
59,688366.SH,688366,昊海生科,生物制药,True,158.27,0.0,1.0,24.29,"中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金",3.0
60,600211.SH,600211,西藏药业,中成药,True,171.29,0.0,4.0,424.69,,0.0
61,300122.SZ,300122,智飞生物,生物制药,True,190.1,0.0,1.0,1664.84,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划",6.0
62,688580.SH,688580,伟思医疗,医疗保健,True,206.73,0.0,1.0,32.41,,0.0
63,688298.SH,688298,东方生物,医疗保健,True,246.35,0.0,1.0,67.16,,0.0
64,688029.SH,688029,南微医学,医疗保健,True,276.01,0.0,1.0,118.27,"中国银行股份有限公司-易方达全球医药行业混合型发起式证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国建设银行股份有限公司-大成科创主题3年封闭运作灵活配置混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
基本养老保险基金一二零一组合
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金",10.0
65,603392.SH,603392,万泰生物,医疗保健,True,288.61,0.0,2.0,125.83,,0.0
66,688050.SH,688050,爱博医疗,医疗保健,True,293.18,0.0,2.0,63.03,,0.0
67,300841.SZ,300841,康华生物,生物制药,True,951.5,0.0,1.0,142.72,,0.0
