code,name,pe,past_p_change,past_average_turnover,stop_mark
000728,国元证券,27.38,-8.261,0.63,
600339,中油工程,35.68,-8.251,0.797,
300072,三聚环保,23.26,-8.229,0.873,
000761,本钢板材,11.07,-8.156,0.523,
002663,普邦股份,53.63,-8.121,1.69,
002018,华信国际,23.8,-8.11,2.187,
000407,胜利股份,50.46,-8.059,0.813,
601881,中国银河,23.35,-8.059,2.197,
600173,卧龙地产,13.26,-8.05,0.77,
000338,潍柴动力,10.8,-7.903,0.85,
600176,中国巨石,22.87,-7.863,0.623,
000671,阳 光 城,43.2,-7.859,1.63,
600123,兰花科创,9.86,-7.856,0.843,
600531,豫光金铅,35.36,-7.841,2.087,
000416,民生控股,83.62,-7.837,0.647,
601688,华泰证券,20.46,-7.776,0.733,
600621,华鑫股份,88.44,-7.774,2.58,
600031,三一重工,27.24,-7.628,1.223,
000059,华锦股份,9.34,-7.624,0.943,
600138,中青旅,24.37,-7.485,0.737,
002502,骅威文化,21.49,-7.277,0.917,
600409,三友化工,10.17,-7.237,1.117,
600115,东方航空,10.38,-7.222,0.51,
601878,浙商证券,42.9,-7.178,4.407,
600231,凌钢股份,8.73,-7.085,1.037,
000016,深康佳Ａ,88.44,-6.949,1.22,
600322,天房发展,26.09,-6.923,0.537,
002597,金禾实业,14.59,-6.911,1.98,
600025,华能水电,35.8,-6.909,5.563,
601318,中国平安,14.66,-6.821,0.543,
002207,*ST准油,33.02,-6.781,1.443,
601015,陕西黑猫,46.61,-6.78,0.803,
600720,祁连山,11.47,-6.772,3.757,
000789,万年青,21.29,-6.636,4.493,
000835,长城动漫,54.85,-6.605,1.073,
300471,厚普股份,42.38,-6.599,7.627,
600889,南京化纤,23.83,-6.544,2.25,
002071,长城影视,31.64,-6.525,1.617,
002648,卫星石化,18.71,-6.525,0.82,
300580,贝斯特,30.67,-6.511,3.94,
000751,锌业股份,41.77,-6.503,1.017,
600325,华发股份,15.38,-6.476,1.873,
002237,恒邦股份,22.76,-6.419,0.927,
000937,冀中能源,17.76,-6.328,0.647,
000858,五 粮 液,31.52,-6.297,0.813,
300382,斯莱克,53.94,-6.29,0.79,
600348,阳泉煤业,12.99,-6.245,1.647,
600155,宝硕股份,58.41,-6.244,1.327,
000039,中集集团,32.79,-6.239,1.05,
000723,美锦能源,21.21,-6.221,3.7,
600489,中金黄金,74.89,-6.207,0.597,
600917,重庆燃气,32.3,-6.202,0.613,
300237,美晨生态,24.06,-6.185,0.573,
600939,重庆建工,48.76,-6.171,1.117,
601168,西部矿业,41.74,-6.077,0.85,
000960,锡业股份,35.81,-6.035,3.347,
600919,江苏银行,7.13,-6.011,0.557,
000807,云铝股份,39.84,-5.964,4.967,
600657,信达地产,21.07,-5.956,0.683,
002586,围海股份,99.82,-5.877,0.54,
002706,良信电器,22.55,-5.81,1.227,
002101,广东鸿图,21.44,-5.706,1.637,
002504,*ST弘高,26.0,-5.705,1.127,
600684,珠江实业,12.34,-5.64,1.263,
300262,巴安水务,20.28,-5.628,1.837,
600559,老白干酒,73.72,-5.52,0.957,
600823,世茂股份,10.56,-5.51,0.66,
000581,威孚高科,9.81,-5.505,1.013,
000926,福星股份,9.57,-5.362,0.943,
601919,中远海控,18.09,-5.352,0.603,
002323,雅百特,19.79,-5.341,2.817,
002326,永太科技,42.55,-5.317,1.693,
002651,利君股份,67.93,-5.299,0.927,
002899,英派斯,36.17,-5.257,7.297,
000802,北京文化,27.73,-5.242,0.997,
600869,智慧能源,64.85,-5.218,1.037,
002048,宁波华翔,15.47,-5.202,1.543,
002492,恒基达鑫,39.17,-5.149,1.847,
002380,科远股份,43.87,-5.143,1.633,
001965,招商公路,17.51,-5.098,2.71,
601019,山东出版,17.74,-5.029,3.69,
600054,黄山旅游,21.74,-5.026,0.653,
601229,上海银行,7.7,-5.022,0.573,
600598,北大荒,18.83,-5.012,0.943,
600089,特变电工,13.71,-5.001,0.603,
600185,格力地产,21.26,-4.996,0.71,
000672,上峰水泥,16.44,-4.964,4.76,
000657,中钨高新,43.62,-4.862,1.18,
000423,东阿阿胶,24.13,-4.839,0.833,
600200,江苏吴中,56.48,-4.837,1.31,
002157,正邦科技,21.23,-4.819,0.697,
002556,辉隆股份,31.07,-4.77,1.48,
300055,万邦达,38.28,-4.745,1.417,
601933,永辉超市,53.15,-4.686,0.603,
300033,同花顺,39.33,-4.611,2.29,
002581,未名医药,27.56,-4.594,1.097,
000623,吉林敖东,13.59,-4.552,0.727,
000651,格力电器,15.48,-4.418,0.757,
002155,湖南黄金,31.18,-4.403,0.907,
601111,中国国航,16.9,-4.371,0.697,
002762,金发拉比,42.49,-4.338,2.19,
300284,苏交科,23.05,-4.316,0.957,
002124,天邦股份,25.2,-4.29,1.407,
002803,吉宏股份,93.06,-4.289,0.57,
300023,宝德股份,27.3,-4.254,1.65,
601877,正泰电器,19.65,-4.224,0.537,
601128,常熟银行,13.92,-4.219,2.007,
000709,河钢股份,14.04,-4.209,0.607,
300160,秀强股份,21.3,-4.207,1.11,
000975,银泰资源,67.73,-4.196,0.677,
002365,永安药业,36.64,-4.046,2.477,
300412,迦南科技,43.13,-4.039,1.217,
002385,大北农,23.69,-3.981,0.63,
601611,中国核建,37.13,-3.965,0.69,
002634,棒杰股份,54.51,-3.936,1.547,
002087,新野纺织,13.99,-3.896,0.837,
300027,华谊兄弟,34.15,-3.872,2.323,
002501,利源精制,18.53,-3.868,0.83,
000018,神州长城,18.59,-3.868,1.683,
600029,南方航空,12.13,-3.859,1.07,
002752,昇兴股份,75.95,-3.848,3.24,
600308,华泰股份,12.28,-3.847,0.82,
601369,陕鼓动力,37.99,-3.805,0.69,
601002,晋亿实业,38.25,-3.802,1.48,
002521,齐峰新材,25.96,-3.731,1.74,
300403,地尔汉宇,24.33,-3.703,0.837,
600428,中远海特,53.68,-3.702,0.513,
000702,正虹科技,74.99,-3.585,2.067,
002565,顺灏股份,78.02,-3.582,1.21,
000425,徐工机械,29.26,-3.578,1.297,
000012,南 玻Ａ,21.38,-3.559,1.05,
000553,沙隆达Ａ,16.9,-3.488,1.153,
002554,惠博普,43.3,-3.469,1.67,
600926,杭州银行,8.88,-3.433,1.007,
000921,海信科龙,8.07,-3.407,0.81,
600426,华鲁恒升,25.08,-3.378,1.187,
601155,新城控股,32.86,-3.363,2.137,
600996,贵广网络,21.99,-3.352,1.107,
600737,中粮糖业,22.39,-3.292,0.61,
600346,恒力股份,46.31,-3.279,2.037,
002233,塔牌集团,20.02,-3.27,1.11,
000785,武汉中商,51.31,-3.267,0.653,
000419,通程控股,24.38,-3.262,0.723,
601949,中国出版,62.39,-3.242,2.693,
002379,宏创控股,99.53,-3.242,0.81,
002471,中超控股,50.42,-3.162,0.68,
600727,鲁北化工,51.16,-3.135,1.44,
002318,久立特材,36.81,-3.066,0.593,
601020,华钰矿业,35.04,-3.055,0.853,
600120,浙江东方,19.25,-3.012,1.263,
600266,北京城建,29.22,-2.987,0.573,
002499,科林环保,60.17,-2.914,0.54,
000571,新大洲Ａ,46.91,-2.869,1.02,
000839,中信国安,93.7,-2.826,1.07,
601388,怡球资源,23.6,-2.822,1.48,
002533,金杯电工,22.54,-2.816,0.57,
002886,沃特股份,67.28,-2.809,7.357,
300522,世名科技,35.89,-2.803,3.337,
000800,一汽轿车,45.48,-2.8,0.91,
002375,亚厦股份,23.11,-2.8,0.627,
601012,隆基股份,24.46,-2.764,0.813,
000501,鄂武商Ａ,10.8,-2.721,0.623,
600118,中国卫星,74.87,-2.691,0.613,
000838,财信发展,30.46,-2.68,1.2,
600466,蓝光发展,30.95,-2.671,3.393,
000759,中百集团,32.1,-2.625,0.51,
002045,国光电器,45.42,-2.616,2.823,
300452,山河药辅,46.52,-2.607,1.317,
002218,拓日新能,32.66,-2.541,0.78,
600390,五矿资本,14.42,-2.516,1.23,
000885,同力水泥,9.81,-2.514,1.777,
600597,光明乳业,23.72,-2.511,0.883,
002424,贵州百灵,40.43,-2.504,1.623,
600690,青岛海尔,16.54,-2.496,0.743,
600908,无锡银行,14.22,-2.485,1.557,
600755,厦门国贸,8.4,-2.429,1.06,
600509,天富能源,18.79,-2.427,0.527,
000065,北方国际,17.79,-2.422,1.073,
601607,上海医药,18.46,-2.415,0.583,
000965,天保基建,26.05,-2.397,1.03,
601952,苏垦农发,25.98,-2.326,4.83,
600997,开滦股份,21.71,-2.323,0.677,
600833,第一医药,52.65,-2.321,0.527,
600543,莫高股份,87.32,-2.319,0.563,
600295,鄂尔多斯,26.67,-2.304,1.187,
600600,青岛啤酒,21.09,-2.281,0.86,
300281,金明精机,69.54,-2.237,0.573,
600533,栖霞建设,45.65,-2.234,0.937,
002697,红旗连锁,43.07,-2.202,0.927,
600153,建发股份,16.6,-2.131,0.51,
000055,方大集团,20.28,-2.116,2.99,
000732,泰禾集团,20.69,-2.009,3.857,
002165,红 宝 丽,44.16,-2.005,0.873,
002807,江阴银行,20.49,-1.988,2.073,
002797,第一创业,77.52,-1.975,3.307,
002469,三维工程,57.58,-1.948,0.66,
601375,中原证券,54.35,-1.939,1.113,
300482,万孚生物,57.5,-1.918,0.61,
300501,海顺新材,34.55,-1.88,2.003,
002344,海宁皮城,24.2,-1.85,0.57,
601900,南方传媒,15.81,-1.849,1.4,
600691,阳煤化工,47.33,-1.814,0.927,
600332,白云山,22.02,-1.805,0.677,
002892,科力尔,43.86,-1.797,8.557,
600697,欧亚集团,14.04,-1.776,0.513,
000933,神火股份,13.49,-1.747,6.363,
600706,曲江文旅,29.77,-1.73,0.58,
600687,刚泰控股,35.27,-1.727,0.577,
300362,天翔环境,45.8,-1.679,1.407,
600141,兴发集团,29.75,-1.631,1.667,
600125,铁龙物流,32.77,-1.598,1.66,
000429,粤高速Ａ,10.03,-1.579,0.74,
600059,古越龙山,51.06,-1.573,0.51,
000026,飞亚达Ａ,25.5,-1.551,0.787,
000822,山东海化,11.08,-1.538,1.77,
002175,东方网络,89.96,-1.516,3.093,
002757,南兴装备,38.11,-1.505,0.777,
600523,贵航股份,27.62,-1.504,0.89,
002187,广百股份,17.75,-1.496,0.6,
002531,天顺风能,24.84,-1.486,0.553,
000825,太钢不锈,13.05,-1.48,2.553,
601588,北辰实业,14.27,-1.456,0.51,
002016,世荣兆业,21.65,-1.423,4.027,
000932,华菱钢铁,6.62,-1.406,3.163,
601038,一拖股份,72.22,-1.356,0.97,
300651,金陵体育,99.89,-1.349,2.847,
300292,吴通控股,33.75,-1.347,1.827,
000498,山东路桥,13.33,-1.344,1.127,
600022,山东钢铁,16.68,-1.326,0.563,
000524,岭南控股,37.24,-1.323,0.53,
000711,京蓝科技,48.93,-1.313,0.923,
600758,红阳能源,14.29,-1.285,1.193,
600892,大晟文化,46.24,-1.284,0.657,
002617,露笑科技,36.74,-1.276,0.817,
000090,天健集团,16.86,-1.275,1.103,
600090,同济堂,20.22,-1.269,0.87,
600984,建设机械,36.58,-1.246,0.93,
300486,东杰智能,61.27,-1.224,2.43,
002810,山东赫达,42.1,-1.219,1.763,
600108,亚盛集团,90.47,-1.218,0.523,
002027,分众传媒,34.31,-1.214,0.713,
600626,申达股份,29.47,-1.202,1.003,
600838,上海九百,36.6,-1.193,1.6,
600219,南山铝业,19.46,-1.155,0.813,
600273,嘉化能源,14.46,-1.133,3.053,
601108,财通证券,36.67,-1.114,7.56,
002360,同德化工,28.56,-1.088,1.067,
600628,新世界,11.11,-1.027,0.597,
002109,兴化股份,28.08,-1.021,3.26,
002601,龙蟒佰利,14.51,-1.002,2.567,
002666,德联集团,38.79,-0.988,1.507,
600704,物产中大,14.79,-0.983,0.813,
002572,索菲亚,43.53,-0.981,0.617,
600328,兰太实业,17.2,-0.969,1.18,
000712,锦龙股份,50.88,-0.927,1.157,
002116,中国海诚,23.53,-0.878,0.703,
600966,博汇纸业,10.15,-0.802,1.98,
000708,大冶特钢,13.09,-0.783,1.323,
600017,日照港,26.4,-0.756,0.537,
002040,南 京 港,44.82,-0.751,1.28,
000729,燕京啤酒,25.94,-0.656,0.513,
600060,海信电器,25.97,-0.643,0.54,
002605,姚记扑克,66.68,-0.597,0.703,
002716,金贵银业,43.03,-0.59,2.573,
600502,安徽水利,16.82,-0.589,0.953,
300358,楚天科技,41.12,-0.586,1.393,
000920,南方汇通,29.45,-0.567,0.627,
000617,中油资本,19.11,-0.565,0.82,
300619,金银河,52.9,-0.545,7.143,
300053,欧比特,74.0,-0.538,3.23,
000888,峨眉山Ａ,26.85,-0.523,0.987,
002791,坚朗五金,22.22,-0.513,0.947,
300307,慈星股份,23.06,-0.505,0.947,
002675,东诚药业,40.95,-0.494,2.897,
000099,中信海直,45.25,-0.478,0.523,
600352,浙江龙盛,16.47,-0.455,1.963,
600581,八一钢铁,9.67,-0.435,4.24,
600776,东方通信,89.95,-0.42,0.77,
300247,乐金健康,65.04,-0.383,1.87,
002852,道道全,24.42,-0.373,2.987,
600909,华安证券,34.06,-0.354,0.677,
002742,三圣股份,53.18,-0.336,1.433,
002910,庄园牧场,50.27,-0.323,14.613,
002882,金龙羽,29.3,-0.313,2.993,
002386,天原集团,44.29,-0.279,1.313,
002838,道恩股份,66.76,-0.272,0.903,
600075,新疆天业,10.95,-0.251,0.727,
600616,金枫酒业,63.6,-0.248,0.81,
600361,华联综超,34.56,-0.226,0.56,
002750,龙津药业,84.41,-0.224,0.7,
300414,中光防雷,86.62,-0.203,1.58,
600793,宜宾纸业,25.58,-0.197,1.08,
300145,中金环境,22.84,-0.181,0.987,
002411,必康股份,48.59,-0.173,0.883,
002921,联诚精密,51.79,-0.148,18.423,
600459,贵研铂业,42.94,-0.146,1.03,
002039,黔源电力,10.36,-0.137,0.757,
600251,冠农股份,46.93,-0.117,0.703,
000731,四川美丰,24.85,-0.114,0.847,
601858,中国科传,36.81,-0.112,2.533,
002313,日海通讯,97.28,-0.034,1.25,
000510,金路集团,82.76,-0.018,0.517,
