,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
10,002563.SZ,002563,森马服饰,服饰,7.29,True,False,0.04,全国社保基金一一一组合,1.0
11,300681.SZ,300681,英搏尔,汽车配件,35.91,True,False,0.04,"万珑资产管理(北京)有限公司-万珑资产新时代6号私募证券投资基金
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金",3.0
12,603177.SH,603177,德创环保,环境保护,8.99,True,False,0.05,,0.0
13,002789.SZ,002789,建艺集团,装修装饰,14.88,True,False,0.06,"上海长富投资管理有限公司-长富山5号私募基金
上海景富投资管理有限公司-景富和1期私募证券投资基金",2.0
14,600232.SH,600232,金鹰股份,纺织,6.38,True,False,0.06,中央汇金资产管理有限责任公司,1.0
15,002622.SZ,002622,融钰集团,综合类,3.17,True,False,0.06,"创隆资产管理有限公司
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划",2.0
16,300796.SZ,300796,贝斯美,化工原料,21.09,True,False,0.06,,0.0
17,002955.SZ,002955,鸿合科技,IT设备,31.55,True,False,0.06,"建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
招商银行股份有限公司-富国清洁能源产业灵活配置混合型证券投资基金
建信基金公司-建行-中国建设银行股份有限公司
建信基金-招商银行-建信乾元安享特定多个客户资产管理计划
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
全国社保基金六零四组合
中国工商银行-广发聚富开放式证券投资基金
中国银行股份有限公司-海富通股票混合型证券投资基金",9.0
18,600033.SH,600033,福建高速,路桥,2.8,True,False,0.06,"杭州维引资产管理有限公司-维引万松私募证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
上海缤珩投资管理有限公司-缤珩5号私募证券投资基金",3.0
19,300626.SZ,300626,华瑞股份,电气设备,10.09,True,False,0.06,,0.0
20,300817.SZ,300817,双飞股份,机械基件,27.99,True,False,0.07,,0.0
21,300818.SZ,300818,耐普矿机,专用机械,34.39,True,False,0.07,,0.0
22,600202.SH,600202,哈空调,电气设备,4.39,True,False,0.07,成都海志股权投资基金管理有限公司-海志成长1号私募投资基金,1.0
23,300747.SZ,300747,锐科激光,元器件,106.59,True,False,0.07,"中国农业银行股份有限公司-中邮核心优选混合型证券投资基金
香港中央结算有限公司(陆股通)",2.0
24,688588.SH,688588,凌志软件,软件服务,46.4,True,False,0.07,,0.0
25,002554.SZ,002554,惠博普,石油开采,2.64,True,False,0.07,,0.0
26,002523.SZ,002523,天桥起重,工程机械,2.63,True,False,0.07,中央汇金资产管理有限责任公司,1.0
27,002346.SZ,002346,柘中股份,电气设备,10.44,True,False,0.07,,0.0
28,002336.SZ,002336,ST人乐,超市连锁,5.57,True,False,0.07,,0.0
29,002229.SZ,002229,鸿博股份,广告包装,7.72,True,False,0.07,,0.0
30,002141.SZ,002141,贤丰控股,元器件,3.28,True,False,0.07,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划",2.0
31,002094.SZ,002094,青岛金王,日用化工,4.35,True,False,0.07,"华夏基金-浦发银行-华夏基金-中植产投-定增1号资产管理计划
金鹰基金-浦发银行-金鹰中植产投定增8号资产管理计划
蓝色经济区产业投资基金(有限合伙)
佳和美资产管理有限公司",4.0
32,002042.SZ,002042,华孚时尚,纺织,5.99,True,False,0.07,"泰达宏利基金-招商银行-长安国际信托-长安信托·华孚色纺定增单一资金信托
上海景熙资产管理有限公司-景熙-长阳9号私募证券投资基金
金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣7号定向增发事务管理类单一资金信托
富荣基金-深圳市前海富银城投基金管理有限公司-富荣卓越1号单一资产管理计划
富安达基金-南京银行-厦门国际信托-财富共赢16号投资单一资金信托
金鹰基金-工商银行-万向信托-万向信托-星辰39号事务管理类单一资金信托",6.0
33,002003.SZ,002003,伟星股份,服饰,5.75,True,False,0.07,"全国社保基金一一五组合
云南国际信托有限公司-伟星股份第一期员工持股集合资金信托计划
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
汇添富基金管理股份有限公司-社保基金四二三组合
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划",5.0
34,300283.SZ,300283,温州宏丰,电气设备,4.36,True,False,0.07,中央汇金资产管理有限责任公司,1.0
35,600288.SH,600288,大恒科技,软件服务,12.1,True,False,0.07,,0.0
36,600035.SH,600035,楚天高速,路桥,3.21,True,False,0.07,,0.0
37,601188.SH,601188,龙江交通,路桥,2.77,True,False,0.07,中央汇金资产管理有限责任公司,1.0
38,600821.SH,600821,*ST劝业,百货,4.19,True,False,0.07,"长江证券资管-天津市万博咨询有限公司-长江资管万博红日1号单一资产管理计划
津联(天津)资产管理有限公司",2.0
39,603967.SH,603967,中创物流,仓储物流,15.34,True,False,0.07,,0.0
40,600962.SH,600962,国投中鲁,软饮料,9.32,True,False,0.07,"西藏神州牧基金管理有限公司-天路二号证券投资私募基金
中国工商银行股份有限公司-南方大数据100指数证券投资基金",2.0
41,603848.SH,603848,好太太,家居用品,14.28,True,False,0.07,中国工商银行股份有限公司-北信瑞丰健康生活主题灵活配置混合型证券投资基金,1.0
42,603790.SH,603790,雅运股份,染料涂料,14.15,True,False,0.07,,0.0
43,603773.SH,603773,沃格光电,元器件,34.3,True,False,0.07,"深圳市富海新材股权投资基金(有限合伙)
香港中央结算有限公司(陆股通)",2.0
44,601619.SH,601619,嘉泽新能,新型电力,3.12,True,False,0.07,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金",3.0
45,603110.SH,603110,东方材料,染料涂料,15.67,True,False,0.08,,0.0
46,603192.SH,603192,汇得科技,化工原料,27.67,True,False,0.08,,0.0
47,002598.SZ,002598,山东章鼓,机械基件,6.51,True,False,0.08,中央汇金资产管理有限责任公司,1.0
48,603319.SH,603319,湘油泵,汽车配件,22.65,True,False,0.08,湖南省资产管理有限公司,1.0
49,603390.SH,603390,通达电气,汽车配件,13.91,True,False,0.08,北京太禾华力投资管理有限公司-太华一号私募基金,1.0
50,002547.SZ,002547,春兴精工,通信设备,7.54,True,False,0.08,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",2.0
51,603556.SH,603556,海兴电力,电器仪表,15.27,True,False,0.08,"中国农业银行有限公司-中证500交易指数增强开放式指数证券投资基金
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",3.0
52,603683.SH,603683,晶华新材,化工原料,13.13,True,False,0.08,,0.0
53,600775.SH,600775,南京熊猫,通信设备,8.8,True,False,0.08,"中国华融资产管理股份有限公司
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",4.0
54,603721.SH,603721,中广天择,影视音像,25.6,True,False,0.08,"中国银行股份有限公司-海富通先进制造股票型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
天津天图兴盛股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-海富通科技创新混合型证券投资基金
中国银行股份有限公司-海富通股票混合型证券投资基金",6.0
55,002830.SZ,002830,名雕股份,装修装饰,12.67,True,False,0.08,,0.0
56,603778.SH,603778,乾景园林,建筑工程,3.67,True,False,0.08,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
57,603886.SH,603886,元祖股份,食品,17.71,True,False,0.08,"光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
民生通惠资产-工商银行-民生通惠通汇6号资产管理产品
四川海之翼股权投资基金管理有限公司-海之翼一期管理基金",3.0
58,002034.SZ,002034,旺能环境,环境保护,18.82,True,False,0.08,"长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
华泰资管-广州农商行-华泰资产定增全周期资产管理产品",2.0
59,688159.SH,688159,有方科技,通信设备,56.0,True,False,0.08,"浮石(北京)投资有限公司-浮石信安2号私募投资基金
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金",2.0
60,000998.SZ,000998,隆平高科,种植业,17.19,True,False,0.08,"挪威中央银行-自有资金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金",6.0
61,000950.SZ,000950,重药控股,医药商业,5.35,True,False,0.08,"重庆国际信托股份有限公司-兴国1号集合资金信托计划
重庆渝富资本股权投资基金管理有限公司-重庆战略性新兴产业医药专项股权投资基金合伙企业(有限合伙)
重庆国际信托股份有限公司-渝信创新优势拾贰号集合资金信托",3.0
62,000899.SZ,000899,赣能股份,火力发电,4.5,True,False,0.08,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
63,603689.SH,603689,皖天然气,供气供热,10.69,True,False,0.08,"全国社会保障基金理事会转持一户
申万菱信基金-安徽省皖能能源物资有限公司-申万菱信-皖能物资大股东增持单一资产管理计划",2.0
64,002872.SZ,002872,ST天圣,化学制药,5.7,True,False,0.08,,0.0
65,603083.SH,603083,剑桥科技,通信设备,38.55,True,False,0.08,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
全国社保基金一一六组合",4.0
66,002922.SZ,002922,伊戈尔,电气设备,13.79,True,False,0.08,兴业证券股份有限公司-博道久航混合型证券投资基金,1.0
67,600246.SH,600246,万通地产,区域地产,8.6,True,True,0.08,"华宝信托有限责任公司-华宝信托-万通地产员工持股一期集合资金信托
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金
上海富诚海富通资产-宁波银行-富诚海富通福瑞通达1号专项资产管理计划",3.0
68,600847.SH,600847,万里股份,电气设备,11.46,True,False,0.08,家天下资产管理有限公司,1.0
69,600151.SH,600151,航天机电,汽车配件,5.18,True,False,0.08,"中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
70,600103.SH,600103,青山纸业,造纸,2.04,True,False,0.08,中信建投基金-中信证券-中信建投基金定增10号资产管理计划,1.0
71,600091.SH,600091,ST明科,化工原料,3.76,True,False,0.08,,0.0
72,600936.SH,600936,广西广电,影视音像,4.16,True,False,0.08,,0.0
73,000797.SZ,000797,中国武夷,全国地产,4.14,True,False,0.08,"中国对外经济贸易信托有限公司-淡水泉精选1期
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
平安信托有限责任公司-投资精英之淡水泉",3.0
74,600012.SH,600012,皖通高速,路桥,5.59,True,False,0.08,"中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金",4.0
75,600969.SH,600969,郴电国际,水力发电,6.62,True,False,0.08,,0.0
76,601098.SH,601098,中南传媒,出版业,11.12,True,False,0.08,"全国社保基金一零三组合
全国社保基金一一五组合
中国工商银行股份有限公司-景顺长城沪港深精选股票型证券投资基金
全国社保基金四一三组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",6.0
77,002899.SZ,002899,英派斯,文教休闲,13.97,True,False,0.08,湖南文化旅游创业投资基金企业(有限合伙),1.0
78,300795.SZ,300795,米奥会展,综合类,22.83,True,False,0.08,,0.0
79,300706.SZ,300706,阿石创,元器件,35.25,True,False,0.08,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
80,300649.SZ,300649,杭州园林,建筑工程,18.17,True,False,0.08,,0.0
81,601816.SH,601816,京沪高铁,铁路,6.68,True,False,0.08,"重庆国际信托股份有限公司-渝信创新优势拾叁号集合资金信托
中国银行股份有限公司-招商3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
中国国际金融香港资产管理有限公司-客户资金",3.0
82,300538.SZ,300538,同益股份,批发业,28.11,True,False,0.08,浙江九章资产管理有限公司-九章幻方皓月18号私募基金,1.0
83,300329.SZ,300329,海伦钢琴,文教休闲,7.43,True,False,0.08,中央汇金资产管理有限责任公司,1.0
84,603036.SH,603036,如通股份,专用机械,9.51,True,False,0.08,,0.0
85,300150.SZ,300150,世纪瑞尔,软件服务,4.6,True,False,0.08,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
山东铁路发展基金有限公司",2.0
86,300137.SZ,300137,先河环保,环境保护,7.13,True,False,0.08,,0.0
87,300135.SZ,300135,宝利国际,化工原料,2.39,True,False,0.08,中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金,1.0
88,600537.SH,600537,亿晶光电,半导体,3.27,True,False,0.08,中央汇金资产管理有限责任公司,1.0
89,601200.SH,601200,上海环境,环境保护,12.88,True,False,0.08,"弘毅(上海)股权投资基金中心(有限合伙)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
易方达基金-工商银行-易方达基金臻选2号资产管理计划",7.0
90,000611.SZ,000611,*ST天首,纺织,3.74,True,False,0.08,,0.0
91,000004.SZ,000004,国农科技,生物制药,30.61,True,False,0.08,"中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
中科汇通(深圳)股权投资基金有限公司
交银施罗德基金-宁波银行-交银施罗德恒远一号集合资产管理计划
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金",6.0
92,603567.SH,603567,珍宝岛,中成药,13.06,True,False,0.09,,0.0
93,603126.SH,603126,中材节能,环境保护,4.35,True,False,0.09,,0.0
94,600008.SH,600008,首创股份,环境保护,3.29,True,False,0.09,"汇安基金-民生银行-汇安基金-汇盈7号资产管理计划
建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)
财通基金-农业银行-财通基金-玉泉878号资产管理计划
汇祥(天津)资产管理有限公司-汇祥资产鼎盛2号私募投资基金
华安财保资管-工商银行-华安财保资管稳定增利5号集合资产管理产品
北京京国瑞国企改革发展基金(有限合伙)
泰达宏利基金-民生银行-泰达宏利价值成长定向增发780号资产管理计划
昆仑信托有限责任公司",8.0
95,603053.SH,603053,成都燃气,供气供热,15.3,True,False,0.09,,0.0
96,300335.SZ,300335,迪森股份,供气供热,4.88,True,False,0.09,中央汇金资产管理有限责任公司,1.0
97,600602.SH,600602,云赛智联,软件服务,7.79,True,False,0.09,,0.0
98,002474.SZ,002474,榕基软件,软件服务,7.65,True,False,0.09,"上海般胜投资管理有限公司-般胜进取2号私募证券投资基金
上海迦亿资产管理有限公司-迦亿增盈1号私募证券投资基金",2.0
99,002631.SZ,002631,德尔未来,家居用品,8.0,True,False,0.09,,0.0
100,300355.SZ,300355,蒙草生态,环境保护,2.93,True,False,0.09,"农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划
内蒙古金融资产管理有限公司",2.0
101,603379.SH,603379,三美股份,化工原料,23.13,True,False,0.09,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1.0
102,600082.SH,600082,海泰发展,园区开发,3.62,True,False,0.09,,0.0
103,002455.SZ,002455,百川股份,化工原料,5.09,True,False,0.09,"广发证券资管-证券行业支持民企发展系列之广发资管-百川股份1号单一资产管理计划
江阴中江基金管理企业(有限合伙)",2.0
104,002767.SZ,002767,先锋电子,电器仪表,13.8,True,False,0.09,中央汇金资产管理有限责任公司,1.0
105,000692.SZ,000692,惠天热电,供气供热,2.78,True,False,0.09,,0.0
106,300597.SZ,300597,吉大通信,通信设备,11.97,True,False,0.09,全国社会保障基金理事会转持一户,1.0
107,603839.SH,603839,安正时尚,服饰,13.59,True,False,0.09,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",4.0
108,002279.SZ,002279,久其软件,软件服务,7.43,True,False,0.09,海通证券资管-工商银行-海通投融宝1号集合资产管理计划,1.0
109,000676.SZ,000676,智度股份,互联网,9.16,True,False,0.09,"香港中央结算有限公司(陆股通)
银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划",2.0
110,603667.SH,603667,五洲新春,机械基件,8.51,True,False,0.09,海通并购资本管理(上海)有限公司-上海并购股权投资基金二期合伙企业(有限合伙),1.0
111,002898.SZ,002898,赛隆药业,化学制药,14.36,True,False,0.09,,0.0
112,603662.SH,603662,柯力传感,电器仪表,32.86,True,False,0.09,,0.0
113,000788.SZ,000788,北大医药,化学制药,7.36,True,False,0.09,"建投中信资产管理有限责任公司
北京大学教育基金会
中央汇金资产管理有限责任公司",3.0
114,002580.SZ,002580,圣阳股份,电气设备,5.71,True,False,0.09,,0.0
115,600728.SH,600728,佳都科技,软件服务,9.89,True,False,0.09,"广东粤财信托有限公司-堆龙佳都可交换债投资(1期)集合资金信托计划
华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划",2.0
116,600717.SH,600717,天津港,港口,4.8,True,False,0.09,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",5.0
117,300279.SZ,300279,和晶科技,元器件,5.75,True,False,0.09,上银基金-浦发银行-上银基金和晶科技1号资产管理计划,1.0
118,002848.SZ,002848,高斯贝尔,通信设备,12.63,True,False,0.09,,0.0
119,603586.SH,603586,金麒麟,汽车配件,16.98,True,False,0.09,黄河三角洲产业投资基金管理有限公司,1.0
120,002133.SZ,002133,广宇集团,全国地产,3.29,True,False,0.09,,0.0
121,002196.SZ,002196,方正电机,纺织机械,5.28,True,False,0.09,"上海长风汇信股权投资基金管理有限公司-上海长风汇信股权投资中心(有限合伙)
红塔资产-浙商银行-红塔资产鑫瑞1号资产管理计划",2.0
122,000821.SZ,000821,京山轻机,轻工机械,6.32,True,False,0.09,"天风证券-光大银行-证券行业支持民企发展系列之天风证券1号集合资产管理计划
京山京源-华创证券-19京源E1担保及信托财产专户",2.0
123,600689.SH,600689,上海三毛,纺织,8.7,True,False,0.09,,0.0
124,300193.SZ,300193,佳士科技,专用机械,7.69,True,False,0.09,"华夏基金华益3号股票型养老金产品-中国建设银行股份有限公司
全国社保基金一零三组合
深圳前海厚润德财富管理有限公司-厚润德小市值三期私募投资基金
深圳前海厚润德财富管理有限公司-厚德致远价值投资私募基金(一期)",4.0
125,300805.SZ,300805,电声股份,广告包装,24.46,True,False,0.09,,0.0
126,002543.SZ,002543,万和电气,家用电器,8.56,True,False,0.09,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金,1.0
127,600863.SH,600863,内蒙华电,火力发电,2.67,True,False,0.09,"天津华人投资管理有限公司-华能结构调整1号证券投资私募基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国对外经济贸易信托有限公司-外贸信托·华资1号单一资金信托
香港中央结算有限公司(陆股通)",5.0
128,603217.SH,603217,元利科技,化工原料,29.76,True,False,0.09,,0.0
129,002527.SZ,002527,新时达,电器仪表,5.36,True,False,0.09,,0.0
130,600006.SH,600006,东风汽车,汽车整车,4.37,True,False,0.09,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金",6.0
131,300172.SZ,300172,中电环保,环境保护,5.12,True,False,0.09,中央汇金资产管理有限责任公司,1.0
132,002750.SZ,002750,龙津药业,中成药,9.81,True,False,0.09,中央汇金资产管理有限责任公司,1.0
133,600578.SH,600578,京能电力,火力发电,3.18,True,False,0.09,"哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司",2.0
134,300105.SZ,300105,龙源技术,电器仪表,4.28,True,False,0.09,"广东稳健投资基金管理有限公司
中央汇金资产管理有限责任公司",2.0
135,600351.SH,600351,亚宝药业,中成药,5.34,True,False,0.09,"山西省科技基金发展有限公司
中央汇金资产管理有限责任公司",2.0
136,601929.SH,601929,吉视传媒,影视音像,2.32,True,False,0.09,中央汇金资产管理有限责任公司,1.0
137,300421.SZ,300421,力星股份,机械基件,6.32,True,False,0.09,,0.0
138,300046.SZ,300046,台基股份,半导体,21.3,True,False,0.09,"中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
139,002031.SZ,002031,巨轮智能,汽车配件,2.02,True,False,0.09,中央汇金资产管理有限责任公司,1.0
140,601330.SH,601330,绿色动力,环境保护,10.11,True,False,0.09,"上海中汇金玖投资有限公司-保利龙马鸿利股权投资基金(天津)合伙企业(有限合伙)
易方达基金-工商银行-易方达基金臻选2号资产管理计划
安徽省江淮成长投资基金中心(有限合伙)",3.0
141,601339.SH,601339,百隆东方,纺织,3.64,True,False,0.09,香港中央结算有限公司(陆股通),1.0
142,600236.SH,600236,桂冠电力,水力发电,4.43,True,False,0.09,"摩根士丹利投资管理公司-摩根士丹利中国A股基金
香港中央结算有限公司(陆股通)",2.0
143,601158.SH,601158,重庆水务,水务,5.4,True,False,0.09,"中国农业银行股份有限公司-景顺长城能源基建混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
144,002376.SZ,002376,新北洋,IT设备,11.0,True,False,0.09,"基本养老保险基金一零零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
145,300074.SZ,300074,华平股份,通信设备,4.76,True,False,0.09,,0.0
146,002733.SZ,002733,雄韬股份,电气设备,22.63,True,False,0.09,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
盈科创新资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限公司",4.0
147,002357.SZ,002357,富临运业,公路,5.95,True,False,0.09,,0.0
148,002009.SZ,002009,天奇股份,工程机械,8.15,True,False,0.09,"创金合信基金-包商银行-华润深国投信托-天奇持股计划1期集合资金信托计划
云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划",2.0
149,000502.SZ,000502,绿景控股,综合类,7.01,True,False,0.09,"山东省国际信托股份有限公司-山东信托·德善齐家231号家族信托
上海庞增投资管理中心(有限合伙)-庞增添益11号私募投资基金",2.0
150,601869.SH,601869,长飞光纤,通信设备,32.9,True,False,0.09,"创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",4.0
151,002927.SZ,002927,泰永长征,电气设备,13.19,True,False,0.09,,0.0
152,600192.SH,600192,长城电工,电气设备,5.09,True,False,0.09,中央汇金资产管理有限责任公司,1.0
153,603963.SH,603963,大理药业,化学制药,9.05,True,False,0.09,,0.0
154,603956.SH,603956,威派格,专用机械,17.39,True,False,0.09,"上海金浦新兴产业股权投资基金合伙企业(有限合伙)
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
上海杉树资产管理有限公司-杉树桃源私募证券投资基金",3.0
155,300437.SZ,300437,清水源,化工原料,10.83,True,False,0.09,"中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国工商银行-广发聚富开放式证券投资基金",2.0
156,600461.SH,600461,洪城水业,水务,6.67,True,False,0.09,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
国泰君安证券资管-招商银行-国泰君安君享洪城集合资产管理计划
国泰君安证券资管-招商银行-国泰君安君享新发2号集合资产管理计划",3.0
