code,name,pe,p_change_01,past_average_turnover,stop_mark
002066,瑞泰科技,229.07,16.711,6.307,
600833,第一医药,59.54,16.669,4.343,
600196,复星医药,35.94,16.658,1.77,
300529,健帆生物,54.95,16.598,1.23,
000519,中兵红箭,376.44,16.546,6.753,
002523,天桥起重,53.26,16.497,2.983,
600299,安迪苏,28.37,16.478,0.803,
002898,赛隆药业,53.44,16.424,13.74,
300300,汉鼎宇佑,148.21,16.418,5.273,
300474,景嘉微,133.23,16.267,11.927,
600560,金自天正,137.58,16.15,11.017,
300711,广哈通信,80.81,16.138,22.097,
600594,益佰制药,20.9,16.053,5.473,
002896,中大力德,53.63,15.997,14.443,
002741,光华科技,69.66,15.936,0.9,
600372,中航电子,50.46,15.869,1.157,
600855,航天长峰,10754.2,15.866,5.133,
000045,深纺织Ａ,106.39,15.855,6.36,
300532,今天国际,54.71,15.854,11.407,
300003,乐普医疗,66.09,15.774,1.477,
300365,恒华科技,43.27,15.77,2.743,
300699,光威复材,76.04,15.677,8.973,
300517,海波重科,65.84,15.549,4.127,
002786,银宝山新,54.17,15.39,11.353,
002268,卫 士 通,0.0,15.367,2.06,
000565,渝三峡Ａ,38.27,15.296,4.947,
600555,海航创新,0.0,15.285,2.04,
300581,晨曦航空,99.1,15.275,16.053,
300357,我武生物,49.8,15.243,1.183,
300253,卫宁健康,97.27,15.054,5.233,
300609,汇纳科技,83.69,15.004,10.273,
000893,东凌国际,0.0,14.766,6.78,
300168,万达信息,124.64,14.656,5.157,
300602,飞荣达,69.41,14.654,5.467,
300114,中航电测,49.15,14.577,1.723,
000628,高新发展,112.73,14.521,5.53,
600838,上海九百,40.95,14.472,10.38,
300650,太龙照明,50.26,14.361,23.6,
300101,振芯科技,267.77,14.303,2.77,
600698,湖南天雁,0.0,14.137,7.753,
002824,和胜股份,47.39,14.134,9.29,
300421,力星股份,36.83,14.045,1.767,
000806,银河生物,2406.57,14.043,4.13,
600523,贵航股份,23.91,13.997,2.523,
600766,园城黄金,597.36,13.762,6.287,
002928,华夏航空,39.79,13.702,20.367,
600975,新五丰,85.31,13.597,6.737,
600315,上海家化,67.69,13.596,0.987,
600981,汇鸿集团,28.33,13.554,13.547,
002773,康弘药业,67.27,13.548,2.653,
600673,东阳光科,56.26,13.469,1.92,
300369,绿盟科技,0.0,13.398,3.023,
300707,威唐工业,41.59,13.38,24.81,
002749,国光股份,25.2,13.379,1.473,
300302,同有科技,99.08,13.271,5.343,
600053,九鼎投资,34.51,13.252,1.697,
300015,爱尔眼科,79.26,13.21,0.787,
600405,动力源,0.0,13.183,3.817,
300051,三五互联,56.81,13.142,15.24,
600363,联创光电,22.51,13.105,1.483,
300686,智动力,97.2,13.098,30.43,
002127,南极电商,79.17,13.065,1.07,
002830,名雕股份,103.14,13.001,14.627,
600360,华微电子,61.57,12.933,5.19,
002422,科伦药业,83.0,12.924,1.87,
300059,东方财富,105.52,12.902,4.993,
600250,南纺股份,0.0,12.84,0.987,
002861,瀛通通讯,39.68,12.756,11.79,
002134,*ST普林,0.0,12.689,0.977,
002812,创新股份,103.79,12.627,1.737,
002717,岭南股份,24.82,12.616,2.823,
002343,慈文传媒,67.82,12.534,1.393,
600967,内蒙一机,57.57,12.463,3.067,
000768,中航飞机,100.84,12.447,2.123,
600038,中直股份,58.9,12.437,3.137,
300542,新晨科技,247.68,12.409,24.453,
300316,晶盛机电,62.81,12.379,2.637,
600737,中粮糖业,24.28,12.112,2.21,
000661,长春高新,46.6,12.106,1.257,
600358,国旅联合,104.87,12.106,2.457,
300653,正海生物,55.62,11.968,6.93,
600988,赤峰黄金,44.03,11.927,8.077,
600501,航天晨光,0.0,11.898,2.293,
600436,片仔癀,57.89,11.879,1.163,
600771,广誉远,115.76,11.877,1.03,
300666,江丰电子,284.64,11.872,18.497,
000989,九 芝 堂,29.21,11.869,2.49,
600763,通策医疗,56.35,11.818,1.977,
600213,亚星客车,66.84,11.817,7.103,
002410,广联达,70.98,11.804,1.64,
000950,*ST建峰,0.0,11.796,,
300012,华测检测,57.66,11.745,1.88,
002038,双鹭药业,43.08,11.737,1.69,
002358,森源电气,28.21,11.698,0.933,
300685,艾德生物,99.67,11.573,7.347,
000963,华东医药,32.03,11.566,0.773,
600716,凤凰股份,0.0,11.558,3.43,
300642,透景生命,61.02,11.523,7.043,
000020,深华发Ａ,8957.01,11.452,4.797,
600099,林海股份,1039.37,11.445,8.703,
000695,滨海能源,236.55,11.362,2.913,
002568,百润股份,57.01,11.361,1.167,
002829,星网宇达,87.21,11.332,3.037,
300527,华舟应急,75.92,11.325,2.197,
002873,新天药业,36.31,11.307,18.317,
002746,仙坛股份,46.93,11.182,2.15,
002227,奥 特 迅,1791.98,11.092,1.857,
300485,赛升药业,24.95,11.077,3.45,
002311,海大集团,24.58,11.031,0.463,
002278,神开股份,0.0,10.982,1.95,
600218,全柴动力,28.04,10.959,3.33,
002364,中恒电气,53.43,10.932,1.507,
601369,陕鼓动力,36.96,10.909,0.543,
002367,康力电梯,20.21,10.864,7.663,
300616,尚品宅配,81.07,10.849,1.053,
600867,通化东宝,50.54,10.838,0.773,
600062,华润双鹤,24.75,10.834,1.15,
002923,润都股份,42.57,10.818,27.42,
300461,田中精机,123.4,10.796,2.577,
002013,中航机电,47.12,10.747,1.02,
000065,北方国际,18.78,10.526,3.74,
600536,中国软件,0.0,10.515,4.383,
002424,贵州百灵,43.6,10.502,3.49,
300620,光库科技,56.99,10.481,11.513,
002788,鹭燕医药,30.67,10.469,5.723,
002900,哈三联,34.49,10.462,9.027,
300398,飞凯材料,112.88,10.455,1.403,
600562,国睿科技,62.27,10.442,1.823,
600759,洲际油气,0.0,10.411,1.32,
300188,美亚柏科,49.04,10.314,5.39,
600613,神奇制药,41.76,10.277,1.287,
000979,中弘股份,131.67,10.194,2.937,
002596,海南瑞泽,85.94,10.086,2.8,
300383,光环新网,54.65,10.085,8.623,
002446,盛路通信,46.4,10.068,3.747,
002215,诺 普 信,20.07,10.046,2.107,
300430,诚益通,69.15,10.039,2.037,
600865,百大集团,38.59,10.026,4.28,
600322,天房发展,30.06,10.024,0.657,
002715,登云股份,223.93,10.016,4.977,
300706,阿石创,119.43,10.013,18.727,
300034,钢研高纳,81.27,10.012,2.497,
300651,金陵体育,104.68,9.989,6.887,
601877,正泰电器,20.77,9.98,0.59,
002825,纳尔股份,68.34,9.975,5.48,
002840,华统股份,58.71,9.917,1.567,
002828,贝肯能源,44.45,9.888,6.08,
300687,赛意信息,50.82,9.862,19.39,
002901,大博医疗,47.7,9.804,6.607,
300678,中科信息,345.48,9.748,19.803,
600262,北方股份,220.74,9.721,3.773,
300608,思特奇,284.08,9.715,4.223,
600647,同达创业,152.22,9.682,2.287,
300122,智飞生物,124.14,9.677,1.283,
600821,津劝业,0.0,9.663,1.93,
600677,航天通信,671.96,9.638,4.527,
000922,*ST佳电,32.35,9.628,1.347,
002286,保龄宝,82.23,9.616,0.833,
600590,泰豪科技,28.72,9.612,1.703,
600764,中国海防,243.8,9.554,0.87,
000016,深康佳Ａ,90.83,9.464,1.507,
600187,国中水务,298.64,9.45,8.917,
600468,百利电气,77.6,9.44,0.503,
600288,大恒科技,532.98,9.406,3.237,
601117,中国化学,20.67,9.383,0.613,
600986,科达股份,25.54,9.378,1.703,
600556,ST慧球,736.27,9.348,1.267,
000004,国农科技,0.0,9.297,0.823,
300645,正元智慧,934.43,9.293,14.35,
300099,精准信息,144.36,9.29,6.29,
002395,双象股份,192.16,9.284,0.79,
002880,卫光生物,40.67,9.273,4.017,
300019,硅宝科技,72.44,9.263,3.063,
002852,道道全,26.08,9.176,4.383,
002317,众生药业,22.31,9.172,1.07,
002651,利君股份,75.23,9.145,3.35,
600600,青岛啤酒,21.79,9.118,0.85,
601086,国芳集团,56.92,9.05,37.963,
300595,欧普康视,47.96,9.018,1.273,
600385,山东金泰,0.0,8.996,1.533,
002178,延华智能,0.0,8.994,5.373,
600270,外运发展,12.83,8.98,1.607,
600547,山东黄金,47.37,8.961,4.04,
000636,风华高科,51.06,8.94,7.383,
002734,利民股份,29.4,8.937,2.583,
600767,*ST运盛,401.88,8.894,1.23,
300727,润禾材料,67.91,8.887,19.003,
600119,长江投资,116.16,8.887,6.71,
002432,九安医疗,0.0,8.855,3.5,
000869,张 裕Ａ,24.44,8.849,0.757,
600136,当代明诚,62.47,8.804,2.607,
002870,香山股份,42.28,8.801,24.18,
002044,美年健康,234.5,8.761,0.86,
300109,新开源,67.67,8.723,4.857,
002822,中装建设,30.49,8.675,10.67,
300560,中富通,70.35,8.651,5.91,
300023,宝德股份,28.48,8.584,2.343,
000503,海虹控股,0.0,8.552,1.607,
002674,兴业科技,66.86,8.405,0.747,
300725,药石科技,106.15,8.403,14.25,
000721,西安饮食,0.0,8.365,3.277,
300701,森霸股份,49.5,8.332,19.687,
600903,贵州燃气,190.03,8.268,29.95,
601808,中海油服,0.0,8.259,0.597,
300424,航新科技,109.61,8.233,5.473,
600543,莫高股份,92.89,8.214,2.11,
600483,福能股份,14.09,8.175,0.417,
002190,成飞集成,10927.27,8.141,5.083,
000554,泰山石油,1581.79,8.139,6.373,
000886,海南高速,46.43,8.099,5.807,
002480,新筑股份,0.0,8.084,1.08,
300675,建科院,1217.16,8.058,16.08,
300457,赢合科技,45.65,8.042,3.28,
600819,耀皮玻璃,102.17,8.04,1.617,
002837,英维克,50.9,8.037,16.747,
300420,五洋停车,43.1,8.033,3.12,
002179,中航光电,39.2,7.998,1.037,
600476,湘邮科技,733.06,7.964,2.597,
000713,丰乐种业,0.0,7.962,7.107,
600080,金花股份,77.63,7.936,3.833,
600302,标准股份,0.0,7.935,2.007,
300554,三超新材,80.56,7.923,6.98,
000971,高升控股,42.24,7.917,1.863,
002603,以岭药业,31.14,7.87,0.69,
300121,阳谷华泰,28.96,7.859,1.317,
000786,北新建材,18.72,7.853,1.99,
600775,南京熊猫,102.69,7.837,2.1,
600518,康美药业,26.85,7.735,0.407,
002727,一心堂,35.55,7.734,2.457,
002679,福建金森,0.0,7.72,1.943,
300254,仟源医药,61.82,7.718,1.633,
600311,荣华实业,524.09,7.715,9.06,
002266,浙富控股,83.4,7.703,2.413,
300667,必创科技,210.66,7.671,10.077,
000061,农 产 品,3400.55,7.659,0.797,
000611,天首发展,0.0,7.604,0.993,
601607,上海医药,19.18,7.558,0.61,
002585,双星新材,43.65,7.544,1.263,
300087,荃银高科,0.0,7.485,1.39,
300160,秀强股份,21.67,7.414,1.37,
600285,羚锐制药,21.96,7.408,1.343,
600096,云天化,48.31,7.405,1.957,
002875,安奈儿,40.74,7.302,5.513,
600152,维科精华,55.54,7.265,2.5,
300174,元力股份,167.52,7.264,0.23,
300389,艾比森,63.95,7.225,2.167,
300313,天山生物,260.07,7.219,2.153,
000655,金岭矿业,26.27,7.203,1.743,
300669,沪宁股份,44.63,7.196,5.837,
600521,华海药业,46.95,7.17,0.923,
002380,科远股份,44.38,7.125,1.247,
600710,ST常林,25.07,7.112,1.97,
600021,上海电力,42.67,7.088,0.553,
300604,长川科技,118.54,7.056,9.31,
300175,朗源股份,44.31,6.989,6.487,
300119,瑞普生物,31.75,6.976,0.823,
000972,*ST中基,83.88,6.975,1.07,
600826,兰生股份,19.08,6.965,1.163,
002049,紫光国芯,108.31,6.956,8.93,
300501,海顺新材,34.63,6.947,2.623,
600760,中航沈飞,0.0,6.908,5.063,
600202,哈空调,0.0,6.903,2.513,
600192,长城电工,137.57,6.894,4.28,
600727,鲁北化工,41.03,6.891,2.95,
300698,万马科技,82.64,6.838,14.107,
600860,*ST京城,0.0,6.819,0.317,
002120,韵达股份,36.89,6.802,1.1,
002294,信立泰,29.89,6.73,0.797,
002458,益生股份,0.0,6.717,4.827,
000712,锦龙股份,66.64,6.717,0.807,
300605,恒锋信息,56.46,6.65,3.217,
002231,奥维通信,0.0,6.629,0.857,
000153,丰原药业,31.13,6.621,1.227,
600883,博闻科技,35.02,6.565,1.45,
600085,同仁堂,42.72,6.561,0.577,
600203,福日电子,54.39,6.549,2.197,
600422,昆药集团,20.66,6.47,4.043,
002010,传化智联,172.14,6.448,0.78,
600635,大众公用,30.62,6.439,3.517,
002581,未名医药,27.71,6.412,1.487,
601212,白银有色,143.92,6.395,2.78,
300063,天龙集团,23.08,6.386,3.523,
002531,天顺风能,27.42,6.359,0.577,
300483,沃施股份,353.18,6.359,1.157,
002841,视源股份,40.95,6.333,1.527,
000662,天夏智慧,37.6,6.329,1.237,
600976,健民集团,35.6,6.27,0.463,
002070,*ST众和,0.0,6.268,2.367,
002748,世龙实业,17.91,6.256,4.19,
000977,浪潮信息,86.65,6.253,4.81,
300096,易联众,0.0,6.223,2.94,
000518,四环生物,134.82,6.181,0.443,
600083,博信股份,0.0,6.107,0.477,
600391,航发科技,205.01,6.095,3.003,
300268,佳沃股份,0.0,6.087,3.383,
600869,智慧能源,62.57,6.055,0.73,
002332,仙琚制药,41.39,6.008,0.97,
600691,阳煤化工,50.17,6.0,1.983,
002808,苏州恒久,87.68,5.986,1.477,
002506,协鑫集成,345.61,5.974,1.597,
600779,水井坊,66.38,5.963,1.34,
002913,奥士康,37.82,5.843,11.08,
002390,信邦制药,45.32,5.81,2.06,
002737,葵花药业,27.04,5.788,3.37,
600346,恒力股份,40.1,5.781,1.563,
600726,华电能源,0.0,5.78,1.27,
000538,云南白药,30.71,5.776,0.303,
002205,国统股份,515.55,5.768,4.067,
000409,山东地矿,0.0,5.753,2.467,
600354,敦煌种业,24.96,5.692,14.457,
300689,澄天伟业,47.49,5.685,10.283,
300274,阳光电源,25.89,5.685,2.11,
000739,普洛药业,26.5,5.678,0.653,
300716,国立科技,50.93,5.647,12.95,
600267,海正药业,2064.5,5.631,1.023,
002024,苏宁易购,140.65,5.605,2.723,
002025,航天电器,34.9,5.561,2.393,
002631,德尔未来,34.83,5.547,1.53,
002537,海联金汇,37.83,5.542,1.017,
300404,博济医药,0.0,5.489,4.49,
600540,*ST新赛,199.48,5.454,0.98,
600184,光电股份,325.39,5.452,0.5,
600489,中金黄金,79.07,5.449,2.76,
300575,中旗股份,30.42,5.442,3.09,
300478,杭州高新,112.5,5.421,4.497,
300589,江龙船艇,77.82,5.418,14.197,
300324,旋极信息,55.26,5.406,3.7,
002223,鱼跃医疗,33.07,5.398,2.42,
002095,生 意 宝,436.61,5.396,1.823,
300308,中际旭创,214.07,5.389,1.117,
000620,新华联,37.66,5.379,0.587,
300446,乐凯新材,25.04,5.356,3.433,
000999,华润三九,20.15,5.343,0.64,
002419,天虹股份,22.6,5.332,1.483,
002338,奥普光电,65.78,5.324,1.5,
002129,中环股份,41.58,5.317,3.347,
600768,宁波富邦,14.24,5.294,1.753,
300649,杭州园林,172.76,5.214,9.75,
002908,德生科技,78.56,5.2,23.643,
300511,雪榕生物,41.45,5.163,2.263,
600598,北大荒,19.78,5.107,6.417,
002318,久立特材,37.4,5.076,0.903,
002798,帝王洁具,153.57,5.07,1.93,
002522,浙江众成,104.37,5.068,1.477,
601028,玉龙股份,61.21,5.044,1.22,
300234,开尔新材,942.9,4.958,4.227,
000665,湖北广电,19.56,4.94,1.93,
000759,中百集团,33.56,4.93,3.317,
002360,同德化工,29.08,4.919,2.493,
000998,隆平高科,150.05,4.918,1.657,
002454,松芝股份,26.08,4.9,1.033,
000659,*ST中富,50.49,4.837,1.157,
600998,九州通,26.28,4.835,0.227,
300463,迈克生物,33.54,4.817,0.877,
002234,民和股份,0.0,4.804,2.893,
600873,梅花生物,13.82,4.801,1.403,
002351,漫步者,37.84,4.798,3.253,
002917,金奥博,46.83,4.787,18.25,
300124,汇川技术,58.14,4.783,1.27,
600736,苏州高新,12.88,4.776,1.323,
000430,张家界,35.98,4.756,2.413,
300379,东方通,69.05,4.729,2.037,
600094,大名城,12.82,4.728,0.347,
002417,深南股份,273.16,4.708,2.627,
000925,众合科技,119.55,4.706,2.823,
600719,大连热电,662.94,4.678,0.987,
000799,酒鬼酒,41.59,4.667,1.967,
002716,金贵银业,44.85,4.657,10.547,
600714,金瑞矿业,195.33,4.651,0.843,
600480,凌云股份,17.2,4.646,3.873,
002131,利欧股份,27.57,4.636,5.7,
002371,北方华创,163.61,4.636,4.293,
300349,金卡智能,39.44,4.627,1.663,
600011,华能国际,57.47,4.618,0.207,
300176,鸿特精密,39.16,4.599,1.037,
002155,湖南黄金,32.7,4.591,3.983,
300497,富祥股份,28.26,4.58,1.91,
002457,青龙管业,0.0,4.574,6.12,
600809,山西汾酒,45.77,4.571,0.497,
601801,皖新传媒,14.58,4.565,0.577,
300516,久之洋,135.09,4.504,3.61,
601798,蓝科高新,561.57,4.467,0.723,
300414,中光防雷,82.98,4.458,1.71,
600207,安彩高科,826.21,4.441,5.073,
300584,海辰药业,53.78,4.438,2.77,
600525,长园集团,27.31,4.425,2.58,
600139,西部资源,0.0,4.396,2.117,
000543,皖能电力,64.94,4.37,1.15,
600995,文山电力,26.54,4.332,2.21,
002409,雅克科技,112.85,4.319,3.43,
000702,正虹科技,75.8,4.294,4.497,
002255,海陆重工,48.82,4.286,1.05,
600597,光明乳业,23.27,4.283,0.727,
600435,北方导航,2981.38,4.267,2.51,
600329,中新药业,22.87,4.261,0.74,
600195,中牧股份,26.68,4.242,0.997,
002683,宏大爆破,35.56,4.215,0.63,
601127,小康股份,26.54,4.21,1.813,
600580,卧龙电气,11.99,4.205,1.527,
600028,中国石化,15.71,4.191,0.247,
002243,通产丽星,62.38,4.182,1.643,
300237,美晨生态,24.65,4.175,0.433,
600517,置信电气,69.09,4.168,2.66,
000018,神州长城,18.65,4.164,2.993,
002262,恩华药业,35.95,4.163,0.647,
002772,众兴菌业,26.9,4.162,3.923,
300328,宜安科技,142.4,4.12,1.943,
002116,中国海诚,23.84,4.066,1.85,
600438,通威股份,19.81,4.041,1.277,
300125,易世达,1488.49,4.032,0.583,
600980,北矿科技,49.47,4.017,3.18,
000673,当代东方,320.87,4.006,5.483,
002738,中矿资源,127.05,3.999,7.563,
002341,新纶科技,72.25,3.992,2.2,
300670,大烨智能,49.62,3.984,6.337,
300733,西菱动力,43.75,3.967,26.88,
002505,大康农业,446.92,3.967,2.93,
002323,雅百特,19.6,3.943,8.843,
002046,轴研科技,0.0,3.933,2.477,
300319,麦捷科技,48.87,3.924,1.117,
300629,新劲刚,181.84,3.923,15.547,
600176,中国巨石,21.69,3.862,1.103,
300294,博雅生物,45.35,3.842,0.54,
600114,东睦股份,23.19,3.842,1.037,
002123,梦网集团,33.01,3.824,1.62,
600161,天坛生物,13.23,3.806,0.97,
002867,周大生,29.3,3.795,2.85,
300258,精锻科技,26.22,3.752,0.947,
300569,天能重工,37.45,3.74,3.18,
600608,*ST沪科,0.0,3.724,0.387,
002630,华西能源,61.1,3.723,1.783,
000831,五矿稀土,222.79,3.7,2.053,
300162,雷曼股份,79.93,3.698,5.223,
002907,华森制药,124.06,3.695,43.573,
600387,海越股份,0.0,3.684,1.47,
300579,数字认证,57.67,3.678,5.313,
600297,广汇汽车,15.29,3.644,0.573,
000735,罗 牛 山,53.23,3.629,5.623,
600561,江西长运,133.69,3.592,1.813,
000688,建新矿业,24.21,3.592,1.637,
600488,天药股份,40.5,3.586,0.637,
002237,恒邦股份,23.43,3.585,3.587,
002202,金风科技,20.8,3.584,1.477,
600830,香溢融通,36.44,3.579,2.693,
300718,长盛轴承,32.1,3.543,8.88,
000017,深中华A,0.0,3.534,2.177,
300053,欧比特,70.91,3.461,3.883,
300637,扬帆新材,36.69,3.443,2.757,
002571,*ST德力,56.11,3.44,1.64,
600557,康缘药业,20.08,3.425,1.043,
300630,普利制药,109.74,3.421,3.463,
002582,好想你,57.33,3.413,2.37,
300265,通光线缆,27.49,3.377,0.447,
002890,弘宇股份,38.09,3.365,4.18,
600630,龙头股份,28.93,3.352,4.67,
000801,四川九洲,0.0,3.348,2.253,
000513,丽珠集团,9.13,3.346,1.773,
000752,西藏发展,284.76,3.325,0.77,
600381,青海春天,25.57,3.325,3.517,
000687,华讯方舟,112.95,3.311,1.677,
300568,星源材质,46.84,3.291,2.463,
002810,山东赫达,41.87,3.285,4.353,
000523,广州浪奇,127.56,3.261,0.757,
300309,吉艾科技,80.4,3.251,0.687,
600621,华鑫股份,88.44,3.248,4.15,
002529,海源机械,99.5,3.23,1.41,
002766,索菱股份,40.71,3.199,2.807,
000418,小天鹅Ａ,28.6,3.194,0.357,
600284,浦东建设,16.72,3.166,0.69,
002007,华兰生物,32.25,3.148,0.783,
002194,武汉凡谷,0.0,3.136,3.487,
300047,天源迪科,128.71,3.131,3.89,
002869,金溢科技,44.51,3.088,15.267,
002863,今飞凯达,56.47,3.058,16.74,
300541,先进数通,110.29,3.054,5.137,
300367,东方网力,68.96,3.046,7.2,
600008,首创股份,44.01,3.044,1.363,
300373,扬杰科技,46.01,3.038,2.717,
002349,精华制药,35.86,3.02,0.57,
000078,海王生物,28.06,3.02,1.173,
300065,海兰信,59.3,3.016,3.833,
600652,游久游戏,99.88,3.007,2.51,
300507,苏奥传感,30.65,3.006,3.673,
300623,捷捷微电,40.4,2.989,7.693,
600131,岷江水电,37.67,2.983,1.303,
002761,多喜爱,186.24,2.982,1.46,
002320,海峡股份,48.42,2.973,5.913,
600240,华业资本,9.66,2.932,0.997,
002801,微光股份,32.62,2.928,2.537,
002015,霞客环保,0.0,2.927,0.977,
300671,富满电子,80.82,2.915,6.503,
300330,华虹计通,0.0,2.903,1.007,
600432,*ST吉恩,0.0,2.893,,
002443,金洲管道,31.49,2.874,1.253,
300246,宝莱特,35.08,2.867,2.837,
600298,安琪酵母,30.18,2.839,0.787,
300366,创意信息,56.06,2.813,3.463,
002485,希努尔,2670.34,2.8,0.723,
300191,潜能恒信,0.0,2.791,1.623,
000404,华意压缩,24.1,2.791,0.977,
300142,沃森生物,0.0,2.784,1.327,
600744,华银电力,0.0,2.783,0.717,
002686,亿利达,32.97,2.738,0.387,
002359,北讯集团,148.91,2.725,0.937,
002587,奥拓电子,34.36,2.697,3.0,
002711,欧浦智网,28.94,2.695,1.407,
300073,当升科技,37.75,2.681,4.127,
601611,中国核建,37.21,2.651,1.56,
600601,方正科技,0.0,2.643,0.61,
600138,中青旅,24.47,2.633,0.763,
600712,南宁百货,0.0,2.63,0.4,
002397,梦洁股份,50.05,2.617,1.05,
600992,贵绳股份,131.43,2.611,1.063,
600351,亚宝药业,30.18,2.609,1.177,
