,ts_code,name,industry,COL_LASTPRICE,COL_LAST_PCT_CHG,concept,circ_mv
12,002453.SZ,华软科技,化工原料,6.11,2.1739,"供应链金融, 保健品, 食品, 互联网金融, 移动支付, 区块链, 苹果产业链, ",33.89亿
13,000889.SZ,中嘉博创,通信设备,10.82,1.4058,"回购, 定增破发, 高质押率, 区块链, 资产重组, ",67.26亿
14,002131.SZ,利欧股份,互联网,2.24,1.3575,"农机, 大数据, 低价股, 区块链, 资产重组, 独角兽, ",107.42亿
15,002063.SZ,远光软件,软件服务,9.11,1.2222,"国家队重仓, 工业自动化, 智能制造, 大数据, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 创投, ",69.35亿
16,300099.SZ,精准信息,电器仪表,8.3,1.0962,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, 强势人气股, ",32.51亿
17,300352.SZ,北信源,软件服务,5.09,0.9921,"网络安全, 人工智能, 区块链, 智慧城市, 国产软件, 国产操作系统, ",55.66亿
18,300202.SZ,聚龙股份,专用机械,7.22,0.979,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, ",29.71亿
19,300541.SZ,先进数通,软件服务,15.42,0.8502,"大数据, 云计算, 区块链, 国产软件, 无人银行, ",11.67亿
20,600588.SH,用友网络,软件服务,24.22,0.8326,"MSCI, 阿里巴巴概念股, 金改, 混改, 海底捞概念股, 回购, 数字中国, 互联网金融, 移动支付, 大数据, 云计算, 区块链, 工业互联网, 智慧城市, 国产软件, 滴滴出行概念股, 独角兽, ",597.38亿
21,002235.SZ,安妮股份,互联网,9.43,0.6403,"教育, 大数据, 造纸, 区块链, 彩票, 体育产业, 知识产权, 动漫, ",47.18亿
22,300051.SZ,三五互联,互联网,6.63,0.607,"数字中国, 云计算, 区块链, 国产软件, 腾讯概念股, 游戏, 手游, 动漫, ",16.84亿
23,002177.SZ,御银股份,电脑设备,5.49,0.5495,"业绩预增, 互联网金融, 区块链, 腾讯概念股, 国产操作系统, 虹膜识别, 人脸识别, 无人银行, ",41.79亿
24,002509.SZ,天广中茂,专用机械,2.5,0.4016,"园林, 特色小镇, PPP, 低价股, 区块链, ",52.93亿
25,300052.SZ,中青宝,互联网,10.16,0.3953,"创业板人气股, 云计算, 区块链, 彩票, 游戏, 手游, ",26.42亿
26,300386.SZ,飞天诚信,软件服务,11.52,0.3484,"谷歌概念股, 网络安全, 区块链, 国产软件, 国产操作系统, 虹膜识别, ",24.57亿
27,000021.SZ,深科技,电脑设备,8.14,0.2463,"央企改革, 华为产业链, 军工研究所, 军工, 物联网, 工业自动化, 智能制造, 区块链, 半导体, 3D感应, LED, ",119.61亿
28,000040.SZ,东旭蓝天,新型电力,7.42,0.135,"雄安-地产, 业绩预增, 破净股, 粤港澳大湾区, 光伏, 定增破发, 房地产, 环保, 智能制造, 雄安新区, 污水处理, 区块链, 机器人, ",78.68亿
29,002117.SZ,东港股份,广告包装,17.97,0.1114,"移动支付, 高送转, 区块链, 无人商店, 彩票, 电子发票, 包装印刷, 独角兽, 蚂蚁金服概念股, ",65.35亿
30,000607.SZ,华媒控股,广告包装,5.07,0.0,"阿里巴巴概念股, 教育, 浙江国企改革, 房地产, 区块链, 知识产权, ",44.86亿
31,002537.SZ,海联金汇,汽车整车,9.63,-0.1037,"回购, 互联网金融, 移动支付, 区块链, ",115.07亿
32,300562.SZ,乐心医疗,医疗保健,11.59,-0.1723,"医疗器械, 区块链, ",9.86亿
33,300096.SZ,易联众,软件服务,10.0,-0.1996,"数字中国, 大数据, 药品信息化追溯, 举牌股, 互联网医疗, 区块链, 国产软件, 腾讯概念股, 医疗信息化, 独角兽, 蚂蚁金服概念股, ",37.65亿
34,002400.SZ,省广集团,广告包装,3.38,-0.295,"谷歌概念股, 大数据, 区块链, ",56.61亿
35,300350.SZ,华鹏飞,仓储物流,6.51,-0.3063,"物联网, 智慧物流, 智能制造, 快递物流, 区块链, 股权转让, 国资入股, ",20.36亿
36,300268.SZ,佳沃股份,农业综合,15.1,-0.33,"海底捞概念股, 食品, 区块链, 独角兽, ",14.86亿
37,002123.SZ,梦网集团,互联网,10.43,-0.382,"物联网, 直播/短视频, 云计算, 区块链, 国资入股, 独角兽, ",64.98亿
38,002369.SZ,卓翼科技,通信设备,8.07,-0.4932,"华为产业链, 回购, 业绩预增, 物联网, 工业自动化, 小米概念股, 智能制造, 区块链, 苹果产业链, 资产重组, LED, 科创板概念股, 创投, ",32.27亿
39,000711.SZ,京蓝科技,软件服务,5.62,-0.7067,"阿里巴巴概念股, 固废处理, 回购, 园林, 物联网, 雄安-园林环保, 海绵城市, PPP, 环保, 雄安新区, 大数据, 区块链, 智慧城市, ",22.83亿
40,300248.SZ,新开普,软件服务,7.66,-0.9056,"教育, 区块链, 无人商店, 智慧安防, 独角兽, 蚂蚁金服概念股, 人脸识别, ",24.25亿
41,002610.SZ,爱康科技,电气设备,1.97,-1.005,"业绩预增, 光伏, 互联网金融, 新能源汽车, 低价股, 区块链, 充电桩, ",86.33亿
42,002139.SZ,拓邦股份,元器件,5.75,-1.0327,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, ",46.04亿
43,603106.SH,恒银金融,电脑设备,11.37,-1.0444,"雄安-金融, 雄安新区, 互联网金融, 区块链, 国产操作系统, 无人银行, ",14.82亿
44,600633.SH,浙数文化,互联网,10.23,-1.0638,"阿里巴巴概念股, 回购, 浙江国企改革, 直播/短视频, 大数据, 云计算, 区块链, 电竞, 独角兽, 游戏, 手游, 体育产业, ",132.0亿
45,300168.SZ,万达信息,软件服务,13.77,-1.0776,"新进指数成份股, 教育, 回购, 数字中国, 创业板人气股, 大数据, 云计算, 互联网医疗, 区块链, 智慧城市, 国产软件, 股权转让, 医疗信息化, 智慧安防, ",150.34亿
46,002152.SZ,广电运通,电脑设备,6.6,-1.1976,"MSCI, 回购, 移动支付, 大数据, 人工智能, 区块链, 腾讯概念股, 高铁轨交, 智慧安防, 虹膜识别, 人脸识别, 无人银行, ",157.96亿
47,002010.SZ,传化智联,仓储物流,7.36,-1.2081,"MSCI, 新能源整车, 供应链金融, 染料, 智慧物流, 智能制造, 互联网金融, 新能源汽车, 快递物流, 移动支付, 区块链, 工业互联网, ",234.24亿
48,601800.SH,中国交建,建筑施工,11.4,-1.2132,"安邦系, 高股息, MSCI, 中字头, 一带一路, 央企改革, 参股券商, 大基建, 区块链, 高铁轨交, ",1339.18亿
49,300379.SZ,东方通,软件服务,21.41,-1.2909,"5G, 华为产业链, 回购, 网络安全, 大数据, 人工智能, 区块链, 国产软件, ",42.71亿
50,002012.SZ,凯恩股份,造纸,5.21,-1.3258,"造纸, 区块链, 资产重组, 壳公司, ",24.33亿
51,600570.SH,恒生电子,软件服务,82.38,-1.3295,"MSCI, 阿里巴巴概念股, 金改, 社保重仓, 互联网金融, 大数据, 人工智能, 互联网医疗, 区块链, 国产软件, 医疗信息化, 独角兽, 蚂蚁金服概念股, ",508.95亿
52,002104.SZ,恒宝股份,元器件,6.47,-1.372,"回购, 物联网, 互联网金融, 移动支付, 区块链, 国产操作系统, ",39.02亿
53,000066.SZ,中国长城,电脑设备,9.2,-1.3934,"MSCI, 海工装备, 央企改革, 军工研究所, 航母, 军工, 军民融合, 百度概念股, 网络安全, 数字中国, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 国产操作系统, ",229.15亿
54,000961.SZ,中南建设,建筑施工,8.46,-1.3986,"MSCI, 业绩预增, 房地产, 区块链, ",313.01亿
55,300468.SZ,四方精创,软件服务,16.39,-1.4432,"区块链, 国产软件, 国资入股, ",30.53亿
56,002065.SZ,东华软件,软件服务,7.48,-1.4493,"MSCI, 阿里巴巴概念股, 兜底式增持, 雄安-智慧城市, 海南自由贸易港, 雄安新区, 大数据, 云计算, 自贸区, 人工智能, 互联网医疗, 区块链, 智慧城市, 国产软件, 自由贸易港, 京东金融概念股, 腾讯概念股, 医疗信息化, 独角兽, ",210.01亿
57,600797.SH,浙大网新,软件服务,9.37,-1.4721,"阿里巴巴概念股, 社保重仓, 回购, 物联网, 智慧物流, 谷歌概念股, 定增破发, 网络安全, 智能制造, 移动支付, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, 国产软件, 高校系, 国产操作系统, 独角兽, 蚂蚁金服概念股, 人脸识别, ",95.13亿
58,300612.SZ,宣亚国际,广告包装,19.02,-1.5018,"回购, 网络安全, 直播/短视频, 区块链, ",8.62亿
59,000606.SZ,顺利办,互联网,6.52,-1.5106,"业绩预增, 大数据, 区块链, 创投, ",33.85亿
60,002663.SZ,普邦股份,建筑施工,3.13,-1.5723,"园林, 定增破发, PPP, 区块链, 独角兽, ",39.12亿
61,300383.SZ,光环新网,电信运营,16.09,-1.6504,"数字中国, 云计算, 区块链, 工业互联网, ",228.83亿
62,002587.SZ,奥拓电子,元器件,5.82,-1.6892,"雄安-金融, 雄安新区, 区块链, 足球, LED, 体育产业, 无人银行, ",23.25亿
63,300465.SZ,高伟达,软件服务,7.94,-1.7327,"供应链金融, 物联网, 大数据, 区块链, 国产软件, 独角兽, 蚂蚁金服概念股, 无人银行, ",33.98亿
64,600208.SH,新湖中宝,全国地产,3.34,-1.7647,"MSCI, 破净股, 环杭州湾大湾区, 房地产, 区块链, 期货概念, 独角兽, 科创板概念股, ",287.18亿
65,300020.SZ,银江股份,软件服务,8.27,-1.7815,"阿里巴巴概念股, 教育, 华为产业链, 物联网, 无人驾驶, 雄安-智慧城市, 智慧停车, 数字中国, 智能制造, 雄安新区, 云计算, 人工智能, 互联网医疗, 区块链, 智慧城市, VR&AR, 医疗信息化, 智慧安防, 机器人, 人脸识别, 创投, ",51.0亿
66,300297.SZ,蓝盾股份,软件服务,6.56,-1.7964,"教育, 工业自动化, 网络安全, 量子通信, 数字中国, 智能制造, 大数据, 云计算, 区块链, 国产软件, 智慧安防, ",55.88亿
67,600271.SH,航天信息,电脑设备,23.78,-1.8167,"MSCI, 央企改革, 军工研究所, 军工, 物联网, 谷歌概念股, 网络安全, 数字中国, 移动支付, 大数据, 区块链, 半导体, 无人商店, 智慧城市, 腾讯概念股, 电子发票, 人脸识别, ",440.6亿
68,002797.SZ,第一创业,证券,6.4,-1.8405,"MSCI, 券商, 区块链, ",224.15亿
69,300377.SZ,赢时胜,软件服务,12.16,-1.8563,"互联网金融, 人工智能, 区块链, 国产软件, ",64.36亿
70,600839.SH,四川长虹,家用电器,3.12,-1.8868,"军工, 军民融合, 物联网, 工业自动化, 家电, 智能制造, 人工智能, 区块链, 工业互联网, 黑色家电, ",143.97亿
71,300130.SZ,新国都,电脑设备,17.66,-1.8889,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, ",59.16亿
72,300271.SZ,华宇软件,软件服务,19.18,-1.8926,"阿里巴巴概念股, 教育, 数字中国, 大数据, 云计算, 人工智能, 区块链, 国产软件, 腾讯概念股, ",109.26亿
73,601619.SH,嘉泽新能,新型电力,4.56,-1.9355,"业绩预增, 风电, 光伏, 区块链, 资产重组, 宁夏, ",22.97亿
74,300170.SZ,汉得信息,软件服务,14.56,-1.9529,"社保重仓, 供应链金融, 百度概念股, 工业自动化, 智能制造, 大数据, 云计算, 区块链, 工业互联网, 国产软件, 股权转让, 滴滴出行概念股, 独角兽, ",101.93亿
75,002649.SZ,博彦科技,软件服务,8.79,-2.0067,"大数据, 人工智能, 区块链, 知识产权, ",37.52亿
76,600718.SH,东软集团,软件服务,12.52,-2.111,"阿里巴巴概念股, 回购, 汽车零部件, 物联网, 无人驾驶, 网络安全, 医疗器械, 大数据, 云计算, 互联网医疗, 区块链, 工业互联网, 智慧城市, 国产软件, 高校系, 共享经济, 医疗信息化, ",155.54亿
77,600986.SH,科达股份,互联网,4.58,-2.1368,"破净股, 小米概念股, 区块链, 共享经济, 独角兽, 手游, ",58.87亿
78,002530.SZ,金财互联,专用机械,10.84,-2.1661,"互联网金融, 云计算, 区块链, 电子发票, ",40.51亿
79,002657.SZ,中科金财,软件服务,17.65,-2.3243,"业绩预增, 债转股-AMC, 互联网金融, 移动支付, 大数据, 区块链, 国产软件, 期货概念, ",49.86亿
80,300002.SZ,神州泰岳,软件服务,4.18,-2.3364,"教育, 核电, 物联网, 网络安全, 大数据, 云计算, 人工智能, 区块链, 工业互联网, 智慧安防, 游戏, 手游, ",58.9亿
81,300478.SZ,杭州高新,橡胶,13.85,-2.4648,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, ",17.41亿
82,002642.SZ,*ST荣联,软件服务,5.01,-2.5292,"空铁WiFi, 物联网, 无人驾驶, 智慧物流, 定增破发, 智能制造, 基因测序, 大数据, 云计算, 区块链, 智慧城市, 复牌股, 独角兽, ST股, ",25.84亿
83,002195.SZ,二三四五,软件服务,5.36,-2.5455,"MSCI, 业绩预增, 百度概念股, 网络安全, 互联网金融, 区块链, 国产软件, ",230.06亿
84,300339.SZ,润和软件,软件服务,11.35,-2.5751,"阿里巴巴概念股, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 独角兽, 蚂蚁金服概念股, 无人银行, ",84.34亿
85,300219.SZ,鸿利智汇,元器件,7.53,-2.5873,"汽车零部件, 物联网, 无人驾驶, 定增破发, 举牌股, 区块链, LED, 虹膜识别, 创投, ",43.33亿
86,300079.SZ,数码科技,通信设备,5.97,-2.6101,"5G, 业绩预增, 谷歌概念股, 网络安全, 互联网金融, 移动支付, 区块链, 彩票, VR&AR, 广电, 影视, 知识产权, ",72.19亿
87,002279.SZ,久其软件,软件服务,7.25,-2.6846,"回购, 供应链金融, 雄安-智慧城市, 数字中国, 雄安新区, 互联网金融, 大数据, 云计算, 区块链, 国产软件, 股权转让, ",43.78亿
88,300608.SZ,思特奇,软件服务,22.06,-2.7766,"大数据, 云计算, 高送转, 人工智能, 区块链, 国产软件, ",15.27亿
89,002268.SZ,卫士通,软件服务,25.69,-2.8366,"MSCI, 央企改革, 军工研究所, 社保重仓, 军工, 网络安全, 数字中国, 互联网金融, 移动支付, 云计算, 区块链, 国产操作系统, ",208.06亿
90,300287.SZ,飞利信,软件服务,4.41,-2.8634,"教育, 物联网, 雄安-智慧城市, 雄安新区, 京津冀, 大数据, 药品信息化追溯, 云计算, 人工智能, 区块链, 智慧城市, 国产芯片, 国资入股, 智慧安防, ",49.58亿
91,002517.SZ,恺英网络,互联网,3.6,-2.965,"回购, 直播/短视频, 区块链, 电竞, VR&AR, 游戏, 手游, 动漫, ",76.3亿
92,603888.SH,新华网,互联网,21.5,-2.9783,"阿里巴巴概念股, 教育, 雄安-公共服务, 雄安新区, 大数据, 区块链, 知识产权, ",37.94亿
93,300007.SZ,汉威科技,电器仪表,12.5,-3.0256,"阿里巴巴概念股, 华为产业链, 物联网, 智能仪表, 云计算, 区块链, 工业互联网, 智慧城市, 独角兽, ",28.36亿
94,002668.SZ,奥马电器,家用电器,5.95,-3.0945,"供应链金融, 白色家电, 家电, 互联网金融, 区块链, 股权转让, 国资入股, ",38.93亿
95,002024.SZ,苏宁易购,电器连锁,11.25,-3.2674,"MSCI, 阿里巴巴概念股, 大消费, 金改, 混改, 回购, 新零售, 业绩预增, 参股券商, 供应链金融, 物联网, 无人驾驶, 恒大概念股, 智慧物流, 万达系, 智能制造, 直播/短视频, 互联网金融, 快递物流, 移动支付, 进口博览会, 区块链, 足球, 无人商店, 电竞, 独角兽, ",656.57亿
96,300682.SZ,朗新科技,软件服务,17.97,-3.2831,"云计算, 区块链, 工业互联网, 国产软件, 资产重组, 独角兽, 蚂蚁金服概念股, ",29.51亿
97,601318.SH,中国平安,保险,78.65,-3.3546,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, ",8519.89亿
98,002670.SZ,国盛金控,证券,10.88,-3.3748,"券商, 互联网金融, 区块链, ",68.33亿
99,002095.SZ,生意宝,互联网,25.7,-3.4198,"供应链金融, 互联网金融, 区块链, ",64.67亿
100,300072.SZ,三聚环保,环境保护,8.39,-3.5632,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, ",178.71亿
101,300418.SZ,昆仑万维,互联网,16.4,-3.6428,"教育, 回购, 无人驾驶, 直播/短视频, 互联网金融, 人工智能, 区块链, 电竞, VR&AR, 独角兽, 游戏, 手游, 动漫, ",102.25亿
102,603000.SH,人民网,互联网,19.42,-3.8614,"业绩预增, 直播/短视频, 进口博览会, 区块链, 彩票, 腾讯概念股, 知识产权, 强势人气股, ",214.72亿
103,300579.SZ,数字认证,软件服务,38.0,-3.9434,"雄安-智慧城市, 网络安全, 雄安新区, 高送转, 区块链, 国产软件, 彩票, 知识产权, ",16.74亿
104,300166.SZ,东方国信,软件服务,12.25,-4.2969,"业绩预增, 数字中国, 大数据, 人工智能, 区块链, 工业互联网, 智慧城市, 国产软件, ",99.31亿
105,300089.SZ,文化长城,陶瓷,4.78,-4.4,"教育, 定增破发, 区块链, ",13.22亿
106,300431.SZ,暴风集团,互联网,7.61,-4.5169,"家电, 创业板人气股, 直播/短视频, 大数据, 云计算, 人工智能, 区块链, 足球, VR&AR, 黑色家电, 手势识别, 体育产业, ",18.5亿
107,002118.SZ,紫鑫药业,中成药,10.41,-4.6703,"保健品, 食品, 高质押率, 医药, 中药, 基因测序, 区块链, 股权转让, 国资入股, 工业大麻, ",133.3亿
108,600652.SH,*ST游久,互联网,2.57,-4.8148,"信托, 区块链, 电竞, 复牌股, ST股, 游戏, 手游, ",21.4亿
109,002711.SZ,*ST欧浦,仓储物流,3.13,-4.8632,"供应链金融, 智慧物流, 高质押率, 智能制造, 快递物流, 区块链, 股权转让, 复牌股, ST股, ",32.96亿
110,600209.SH,ST罗顿,综合类,3.87,-4.914,"土地流转, 海南自由贸易港, 快递物流, 自贸区, 区块链, 自由贸易港, 复牌股, ST股, 装修装饰, 海南, ",16.99亿
111,000971.SZ,*ST高升,互联网,2.83,-5.0336,"定增破发, 大数据, 云计算, 区块链, 复牌股, ST股, 强势人气股, ",16.74亿
112,300663.SZ,科蓝软件,软件服务,38.93,-5.0719,"互联网金融, 移动支付, 举牌股, 高送转, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",47.94亿
113,603636.SH,南威软件,软件服务,10.56,-5.2065,"业绩预增, 网络安全, 数字中国, 大数据, 云计算, 区块链, 智慧城市, 国产软件, 股权转让, 共享经济, 智慧安防, 独角兽, 蚂蚁金服概念股, ",55.4亿
114,300469.SZ,信息发展,软件服务,21.17,-5.4489,"阿里巴巴概念股, 新零售, 数字中国, 药品信息化追溯, 高送转, 区块链, 国产软件, 腾讯概念股, 国产芯片, ",20.56亿
115,600446.SH,金证股份,软件服务,20.3,-6.4947,"阿里巴巴概念股, 互联网金融, 人工智能, 区块链, 国产软件, 腾讯概念股, 独角兽, ",173.2亿
116,300104.SZ,乐视网,,1.69,-7.6503,"低价股, 区块链, VR&AR, 腾讯概念股, 影视, ",
