,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
968,002507.SZ,涪陵榨菜,食品,3.0,-1.557,-4.607,1.291,1897186.0813
118,000524.SZ,岭南控股,酒店餐饮,2.0,-2.323,-4.593,1.788,201553.7393
1595,300209.SZ,天泽信息,软件服务,1.0,-4.586,-4.586,1.938,346845.1469
1442,300054.SZ,鼎龙股份,化工原料,2.0,-2.31,-4.567,0.882,548020.1756
2286,600185.SH,格力地产,区域地产,2.0,-2.302,-4.555,0.217,951776.4315
145,000555.SZ,神州信息,软件服务,2.0,-2.303,-4.554,2.994,1029340.6784
953,002492.SZ,恒基达鑫,仓储物流,2.0,-2.302,-4.553,1.533,237286.5182
3023,601333.SH,广深铁路,铁路,2.0,-2.28,-4.521,1.393,2057414.268
1397,300009.SZ,安科生物,生物制药,3.0,-1.525,-4.507,2.876,950978.8489
1346,002901.SZ,大博医疗,医疗保健,3.0,-1.521,-4.495,1.358,128668.7058
1313,002866.SZ,传艺科技,电脑设备,3.0,-1.512,-4.473,1.087,97476.0965
2475,600406.SH,国电南瑞,软件服务,3.0,-1.492,-4.428,1.77,4991516.428
3026,601360.SH,三六零,互联网,2.0,-2.234,-4.421,3.172,930201.2815
2844,600844.SH,丹化科技,化工原料,2.0,-2.235,-4.42,1.156,287955.7219
1381,002940.SZ,昂利康,化学制药,3.0,-1.494,-4.419,0.976,88447.5
718,002256.SZ,兆新股份,染料涂料,1.0,-4.412,-4.412,0.615,407775.318
3137,603007.SH,花王股份,建筑施工,3.0,-1.478,-4.397,1.177,183866.452
3089,601860.SH,紫金银行,银行,2.0,-2.217,-4.394,9.926,218921.1556
2940,600997.SH,开滦股份,煤炭开采,3.0,-1.465,-4.348,0.325,763007.52
1424,300036.SZ,超图软件,软件服务,2.0,-2.16,-4.274,2.806,535667.8902
1637,300251.SZ,光线传媒,影视音像,2.0,-2.154,-4.265,2.475,2278706.4037
170,000591.SZ,太阳能,新型电力,2.0,-2.149,-4.255,1.389,743541.1091
671,002209.SZ,达意隆,轻工机械,2.0,-2.123,-4.241,2.429,110236.5366
2509,600466.SH,蓝光发展,区域地产,6.0,-0.698,-4.237,0.885,1700941.58
60,000100.SZ,TCL集团,家用电器,3.0,-1.423,-4.23,0.631,4079301.8353
1821,300437.SZ,清水源,化工原料,3.0,-1.415,-4.221,1.879,187000.4957
1041,002581.SZ,未名医药,生物制药,2.0,-2.133,-4.221,0.912,266124.3847
1904,300520.SZ,科大国创,软件服务,2.0,-2.126,-4.208,2.775,203894.5627
1459,300072.SZ,三聚环保,环境保护,2.0,-2.126,-4.207,2.59,1939724.9899
9,000011.SZ,深物业A,区域地产,2.0,-2.124,-4.207,1.397,178676.428
16,000020.SZ,深华发A,元器件,2.0,-2.122,-4.204,2.496,215767.9807
2010,300632.SZ,光莆股份,半导体,2.0,-2.115,-4.198,2.161,82219.736
3016,601298.SH,青岛港,港口,2.0,-2.119,-4.196,1.752,316700.072
2134,600004.SH,白云机场,机场,2.0,-2.115,-4.186,1.649,2551472.1938
1835,300451.SZ,创业慧康,软件服务,2.0,-2.114,-4.184,4.526,680543.3421
1251,002799.SZ,环球印务,广告包装,3.0,-1.408,-4.17,4.114,101167.5
3310,603351.SH,威尔药业,化学制药,2.0,-2.106,-4.169,0.35,100350.2007
1383,002942.SZ,新农股份,农药化肥,1.0,-4.168,-4.168,0.184,98130.0
672,002210.SZ,飞马国际,仓储物流,1.0,-4.167,-4.167,3.727,544432.9766
3281,603303.SH,得邦照明,家用电器,3.0,-1.407,-4.164,1.738,131376.0
787,002326.SZ,永太科技,化工原料,3.0,-1.396,-4.148,4.094,479220.3443
1652,300266.SZ,兴源环境,环境保护,2.0,-2.087,-4.132,2.299,520472.0182
57,000090.SZ,天健集团,建筑施工,2.0,-2.084,-4.124,2.33,820670.2993
496,002034.SZ,旺能环境,环境保护,2.0,-2.072,-4.103,3.118,310054.5068
1316,002869.SZ,金溢科技,通信设备,2.0,-2.065,-4.1,1.04,79499.5322
1484,300097.SZ,智云股份,电器仪表,2.0,-2.04,-4.08,4.602,302766.063
3321,603368.SH,柳药股份,医药商业,3.0,-1.362,-4.077,0.981,720224.166
522,002060.SZ,粤水电,建筑施工,1.0,-4.046,-4.046,1.205,403778.5436
396,000918.SZ,嘉凯城,全国地产,3.0,-1.365,-4.04,2.857,1234066.986
2404,600321.SH,*ST正源,其他建材,1.0,-4.036,-4.036,3.271,333831.55
3172,603050.SH,科林电气,电气设备,2.0,-2.038,-4.036,4.128,107380.4865
1042,002582.SZ,好想你,食品,3.0,-1.356,-4.017,1.471,234443.7412
1688,300302.SZ,同有科技,软件服务,2.0,-2.017,-3.995,3.448,214582.8082
1639,300253.SZ,卫宁健康,软件服务,2.0,-2.016,-3.993,3.982,1537870.4372
3006,601222.SH,林洋能源,电器仪表,2.0,-2.009,-3.978,5.838,982865.2362
3363,603535.SH,嘉诚国际,仓储物流,2.0,-2.006,-3.977,0.96,132093.92
2883,600886.SH,国投电力,水力发电,6.0,-0.668,-3.967,0.486,5612041.308
761,002300.SZ,太阳电缆,电气设备,1.0,-3.928,-3.927,2.201,352727.9002
2358,600268.SH,国电南自,电气设备,2.0,-1.979,-3.922,3.265,321434.6956
1553,300166.SZ,东方国信,软件服务,1.0,-3.913,-3.913,5.279,1131696.1925
1755,300370.SZ,安控科技,电器仪表,2.0,-1.961,-3.883,0.673,213473.9907
317,000799.SZ,酒鬼酒,白酒,3.0,-1.298,-3.856,0.78,587796.5248
161,000576.SZ,广东甘化,造纸,2.0,-1.946,-3.856,0.415,316235.717
2210,600098.SH,广州发展,火力发电,2.0,-1.933,-3.84,0.832,1652075.1141
1794,300410.SZ,正业科技,电器仪表,2.0,-1.929,-3.825,1.581,396198.4917
1417,300029.SZ,天龙光电,专用机械,2.0,-1.924,-3.824,1.789,102400.0
2357,600267.SH,海正药业,化学制药,2.0,-1.927,-3.817,1.701,866082.0623
1129,002669.SZ,康达新材,化工原料,1.0,-3.814,-3.814,1.586,292754.894
916,002455.SZ,百川股份,化工原料,2.0,-1.918,-3.8,0.179,194603.6902
174,000596.SZ,古井贡酒,白酒,2.0,-1.912,-3.788,1.33,2892727.6
2305,600207.SH,安彩高科,元器件,4.0,-0.95,-3.785,1.449,338100.0
1250,002798.SZ,帝欧家居,家居用品,2.0,-1.901,-3.767,1.136,252076.6817
2120,300748.SZ,金力永磁,元器件,1.0,-3.759,-3.759,0.163,102419.2
2314,600217.SH,中再资环,环境保护,1.0,-3.734,-3.734,0.862,617250.2432
198,000626.SZ,远大控股,商贸代理,3.0,-1.249,-3.733,2.216,298591.11
2870,600872.SH,中炬高新,食品,2.0,-1.88,-3.725,2.295,2485508.0453
1556,300169.SZ,天晟新材,塑料,4.0,-0.936,-3.724,1.934,135716.6373
1141,002681.SZ,奋达科技,家用电器,2.0,-1.875,-3.72,2.046,496085.8137
1084,002624.SZ,完美世界,影视音像,2.0,-1.871,-3.713,1.946,1378960.1556
3106,601908.SH,京运通,电气设备,2.0,-1.852,-3.713,1.542,787241.9919
632,002170.SZ,芭田股份,农药化肥,1.0,-3.712,-3.712,3.855,282145.6446
2127,300756.SZ,中山金马,专用机械,2.0,-1.856,-3.683,0.334,90000.0
2038,300661.SZ,圣邦股份,元器件,2.0,-1.855,-3.677,3.049,347942.201
2469,600398.SH,海澜之家,服饰,3.0,-1.237,-3.669,0.653,4155801.0797
3559,603938.SH,三孚股份,化工原料,3.0,-1.229,-3.653,0.105,96545.3266
91,000422.SZ,*ST宜化,农药化肥,3.0,-1.218,-3.641,1.163,312438.9184
2267,600163.SH,中闽能源,新型电力,2.0,-1.835,-3.636,0.0,370801.6003
3397,603608.SH,天创时尚,服饰,3.0,-1.224,-3.635,0.774,133960.8746
2719,600707.SH,彩虹股份,元器件,1.0,-3.634,-3.634,1.147,794675.312
2183,600069.SH,银鸽投资,造纸,3.0,-1.207,-3.606,2.721,490397.8209
1121,002661.SZ,克明面业,食品,3.0,-1.213,-3.6,0.762,432763.3655
3382,603587.SH,地素时尚,服饰,3.0,-1.214,-3.6,0.608,141337.0
1378,002937.SZ,兴瑞科技,元器件,2.0,-1.815,-3.598,0.29,127328.0
2855,600857.SH,宁波中百,百货,2.0,-1.803,-3.591,0.677,200093.3677
1478,300091.SZ,金通灵,机械基件,1.0,-3.587,-3.587,1.628,461313.7667
1758,300374.SZ,恒通科技,其他建材,3.0,-1.206,-3.579,0.619,160634.9327
829,002368.SZ,太极股份,软件服务,2.0,-1.803,-3.574,3.861,1077241.4135
3358,603519.SH,立霸股份,家用电器,2.0,-1.796,-3.56,0.577,193531.5632
1243,002790.SZ,瑞尔特,家居用品,2.0,-1.796,-3.559,1.67,74048.0
3123,601989.SH,中国重工,船舶,1.0,-3.549,-3.549,2.164,8666705.9112
2558,600525.SH,长园集团,电气设备,1.0,-3.548,-3.548,1.672,793911.2924
1208,002752.SZ,昇兴股份,广告包装,3.0,-1.192,-3.542,0.989,121721.2532
707,002245.SZ,澳洋顺昌,仓储物流,2.0,-1.78,-3.532,7.094,427941.5068
1144,002684.SZ,猛狮科技,电气设备,2.0,-1.773,-3.519,2.128,262137.6092
3361,603528.SH,多伦科技,软件服务,1.0,-3.514,-3.514,2.276,126435.66
650,002188.SZ,*ST巴士,广告包装,2.0,-1.772,-3.514,0.56,79161.7362
570,002108.SZ,沧州明珠,塑料,2.0,-1.76,-3.498,0.0,665006.4493
3200,603105.SH,芯能科技,电气设备,2.0,-1.763,-3.497,1.515,135608.0
1228,002774.SZ,快意电梯,运输设备,3.0,-1.169,-3.486,1.135,82009.732
1949,300568.SZ,星源材质,化工原料,2.0,-1.753,-3.48,1.632,344683.5804
2586,600559.SH,老白干酒,白酒,3.0,-1.17,-3.469,1.128,880062.8873
1012,002552.SZ,*ST宝鼎,机械基件,1.0,-3.448,-3.448,5.0,147109.4738
3339,603444.SH,吉比特,互联网,2.0,-1.706,-3.429,1.064,627014.0402
766,002305.SZ,南国置业,区域地产,1.0,-3.427,-3.427,0.323,504847.0253
2212,600100.SH,同方股份,电脑设备,3.0,-1.154,-3.424,2.503,2913512.6688
890,002429.SZ,兆驰股份,家用电器,1.0,-3.422,-3.422,0.394,1013097.5677
935,002474.SZ,榕基软件,软件服务,2.0,-1.725,-3.421,2.589,352982.5073
3297,603328.SH,依顿电子,元器件,3.0,-1.147,-3.42,6.058,1129313.5982
779,002318.SZ,久立特材,特种钢,2.0,-1.722,-3.415,1.556,589314.329
1516,300129.SZ,泰胜风能,电气设备,2.0,-1.721,-3.412,3.261,203509.342
2542,600507.SH,方大特钢,特种钢,1.0,-3.411,-3.411,6.661,1762377.5771
667,002205.SZ,国统股份,其他建材,3.0,-1.138,-3.404,0.415,168768.8822
581,002119.SZ,康强电子,半导体,2.0,-1.716,-3.403,1.036,275627.625
3266,603260.SH,合盛硅业,化工原料,1.0,-3.395,-3.395,5.45,1463583.3679
1788,300404.SZ,博济医药,医疗保健,1.0,-3.374,-3.373,2.327,104446.5955
3505,603829.SH,洛凯股份,电气设备,2.0,-1.695,-3.362,1.392,73848.0
3052,601607.SH,上海医药,医药商业,3.0,-1.131,-3.357,0.854,3405517.9169
3322,603369.SH,今世缘,白酒,2.0,-1.689,-3.351,1.138,2342151.5
205,000633.SZ,合金投资,综合类,2.0,-1.687,-3.346,4.888,198329.7821
925,002464.SZ,众应互联,互联网,3.0,-1.118,-3.345,3.806,254871.6669
999,002539.SZ,云图控股,农药化肥,1.0,-3.34,-3.34,2.032,303985.9308
3420,603658.SH,安图生物,医疗保健,2.0,-1.68,-3.333,1.47,763382.8398
880,002419.SZ,天虹股份,百货,3.0,-1.118,-3.32,3.352,1516668.5238
3555,603929.SH,亚翔集成,装修装饰,2.0,-1.672,-3.318,2.083,160868.96
2083,300707.SZ,威唐工业,专用机械,1.0,-3.317,-3.317,1.06,125054.5748
2941,600998.SH,九州通,医药商业,3.0,-1.114,-3.31,0.671,2490059.4945
675,002213.SZ,特尔佳,汽车配件,2.0,-1.662,-3.307,0.905,197500.9296
1866,300482.SZ,万孚生物,生物制药,2.0,-1.661,-3.296,1.17,653513.4831
486,002024.SZ,苏宁易购,电器连锁,3.0,-1.109,-3.293,4.122,6793921.8256
2242,600132.SH,重庆啤酒,啤酒,3.0,-1.105,-3.291,3.616,1650341.7852
1861,300477.SZ,合纵科技,电气设备,3.0,-1.097,-3.284,0.767,291646.843
55,000088.SZ,盐田港,港口,1.0,-3.276,-3.276,1.774,1225528.2
1710,300324.SZ,旋极信息,软件服务,1.0,-3.276,-3.276,10.0,707153.2137
1615,300229.SZ,拓尔思,软件服务,2.0,-1.651,-3.275,4.127,458086.073
1128,002668.SZ,奥马电器,家用电器,1.0,-3.268,-3.268,9.91,319299.0573
2766,600756.SH,浪潮软件,软件服务,2.0,-1.644,-3.26,3.039,604444.1743
1676,300290.SZ,荣科科技,软件服务,2.0,-1.641,-3.256,3.086,235741.9177
945,002484.SZ,江海股份,元器件,2.0,-1.629,-3.253,1.023,527680.1661
4,000006.SZ,深振业A,区域地产,2.0,-1.638,-3.253,1.239,771232.16
3319,603366.SH,日出东方,家用电器,2.0,-1.634,-3.241,4.306,348800.0
438,000973.SZ,佛塑科技,塑料,1.0,-3.233,-3.233,0.445,436297.3856
2967,601086.SH,国芳集团,百货,1.0,-3.226,-3.226,1.579,96114.0
1908,300525.SZ,博思软件,软件服务,2.0,-1.614,-3.223,4.229,218436.2086
252,000703.SZ,恒逸石化,化纤,5.0,-0.646,-3.221,1.815,3060259.6857
538,002076.SZ,雪莱特,家用电器,2.0,-1.62,-3.216,2.115,150536.1629
1580,300194.SZ,福安药业,化学制药,1.0,-3.188,-3.188,2.695,205127.6233
1091,002631.SZ,德尔未来,家居用品,1.0,-3.185,-3.185,0.921,496016.5384
2912,600962.SH,国投中鲁,软饮料,1.0,-3.184,-3.184,2.071,212868.76
155,000567.SZ,海德股份,多元金融,2.0,-1.595,-3.175,5.0,192609.9302
269,000723.SZ,美锦能源,焦炭加工,1.0,-3.175,-3.175,0.205,528727.0676
2389,600305.SH,恒顺醋业,食品,3.0,-1.065,-3.169,0.258,912063.1416
3506,603833.SH,欧派家居,家居用品,2.0,-1.593,-3.162,0.783,841499.9944
2131,300760.SZ,迈瑞医疗,医疗保健,2.0,-1.588,-3.159,1.756,1388307.2
1125,002665.SZ,首航节能,电气设备,2.0,-1.59,-3.158,5.797,658884.4115
1100,002640.SZ,跨境通,服饰,2.0,-1.583,-3.154,3.961,1204477.9411
95,000428.SZ,华天酒店,酒店餐饮,1.0,-3.147,-3.147,1.444,286306.5305
1428,300040.SZ,九洲电气,电气设备,1.0,-3.145,-3.145,0.974,146027.4476
3245,603198.SH,迎驾贡酒,白酒,2.0,-1.582,-3.143,1.324,1224000.0
1671,300285.SZ,国瓷材料,陶瓷,2.0,-1.581,-3.139,0.568,722977.4429
173,000595.SZ,宝塔实业,机械基件,1.0,-3.134,-3.134,2.059,261737.9881
3418,603656.SH,泰禾光电,专用机械,2.0,-1.578,-3.133,2.6,102469.7651
735,002274.SZ,华昌化工,农药化肥,1.0,-3.13,-3.13,1.077,410843.6187
10,000012.SZ,南玻A,玻璃,2.0,-1.572,-3.125,1.72,839623.4333
2248,600139.SH,西部资源,汽车整车,1.0,-3.109,-3.109,0.535,248870.831
2711,600698.SH,湖南天雁,汽车配件,1.0,-3.101,-3.101,1.867,281577.4941
1240,002787.SZ,华源控股,广告包装,2.0,-1.561,-3.1,1.808,113633.4167
1045,002585.SZ,双星新材,塑料,3.0,-1.042,-3.1,1.347,513019.7116
1750,300365.SZ,恒华科技,软件服务,2.0,-1.561,-3.099,0.376,466440.1426
1719,300333.SZ,兆日科技,元器件,1.0,-3.096,-3.096,2.604,286886.0231
2411,600329.SH,中新药业,中成药,3.0,-1.042,-3.094,1.234,789385.966
3009,601228.SH,广州港,港口,1.0,-3.093,-3.093,0.425,681180.96
1212,002757.SZ,南兴装备,家居用品,3.0,-1.037,-3.09,0.309,287129.0384
690,002228.SZ,合兴包装,广告包装,3.0,-1.035,-3.089,1.195,592044.9109
874,002413.SZ,雷科防务,通信设备,1.0,-3.079,-3.079,3.344,615090.0537
1832,300448.SZ,浩云科技,软件服务,2.0,-1.545,-3.067,5.561,267221.0896
1836,300452.SZ,山河药辅,化学制药,3.0,-1.03,-3.061,2.5,167569.8222
844,002383.SZ,合众思壮,通信设备,1.0,-3.06,-3.06,2.605,631952.6564
2866,600868.SH,梅雁吉祥,水力发电,2.0,-1.539,-3.058,0.631,605509.4286
500,002038.SZ,双鹭药业,生物制药,2.0,-1.534,-3.057,1.188,1400963.1218
2587,600560.SH,金自天正,电气设备,2.0,-1.538,-3.053,2.25,203293.7595
2927,600981.SH,汇鸿集团,商贸代理,3.0,-1.025,-3.052,4.116,314266.4378
2604,600579.SH,天华院,化工机械,2.0,-1.532,-3.041,2.904,363823.5173
3012,601233.SH,桐昆股份,化纤,1.0,-3.038,-3.038,1.402,2194770.1283
2301,600201.SH,生物股份,生物制药,2.0,-1.529,-3.036,2.885,1887578.6439
2307,600209.SH,*ST罗顿,综合类,1.0,-3.03,-3.03,1.042,170336.3336
1085,002625.SZ,光启技术,汽车配件,2.0,-1.524,-3.025,2.079,461182.9738
1773,300389.SZ,艾比森,半导体,2.0,-1.523,-3.023,2.412,285845.9005
1184,002727.SZ,一心堂,医药商业,2.0,-1.52,-3.022,1.841,645634.7779
3586,603998.SH,方盛制药,中成药,2.0,-1.518,-3.02,1.099,234708.5894
131,000539.SZ,粤电力A,火力发电,2.0,-1.516,-3.009,1.193,1082856.585
3425,603665.SH,康隆达,纺织,3.0,-1.011,-3.006,0.712,89636.3558
2841,600839.SH,四川长虹,家用电器,3.0,-1.006,-2.996,1.93,1218172.7052
2207,600095.SH,哈高科,区域地产,1.0,-2.995,-2.995,1.425,154259.5423
3110,601929.SH,吉视传媒,影视音像,1.0,-2.992,-2.992,2.203,721730.7117
1711,300325.SZ,德威新材,塑料,2.0,-1.506,-2.992,2.057,315523.3986
1533,300146.SZ,汤臣倍健,食品,2.0,-1.504,-2.989,1.111,1760595.5027
2958,601019.SH,山东出版,出版业,3.0,-1.006,-2.989,2.133,367987.8
3414,603639.SH,海利尔,农药化肥,3.0,-1.006,-2.988,1.54,157537.1949
1479,300092.SZ,科新机电,专用机械,2.0,-1.5,-2.987,1.76,116158.9079
914,002453.SZ,华软科技,化工原料,2.0,-1.504,-2.985,4.038,300103.4237
1466,300079.SZ,数码科技,通信设备,3.0,-1.003,-2.985,2.564,483635.6864
1483,300096.SZ,易联众,软件服务,1.0,-2.979,-2.979,1.316,434883.0012
2574,600545.SH,卓郎智能,纺织机械,3.0,-0.997,-2.976,0.4,508866.6908
2209,600097.SH,开创国际,渔业,1.0,-2.964,-2.964,1.309,262702.9913
1076,002616.SZ,长青集团,环境保护,2.0,-1.482,-2.957,0.97,334907.7351
1230,002776.SZ,柏堡龙,服饰,3.0,-0.988,-2.941,9.587,409143.3844
1467,300080.SZ,易成新能,半导体,1.0,-2.924,-2.924,6.928,356410.5002
106,000507.SZ,珠海港,港口,1.0,-2.922,-2.922,0.655,593778.5653
1194,002737.SZ,葵花药业,中成药,2.0,-1.472,-2.921,1.755,838731.9048
2608,600583.SH,海油工程,石油开采,2.0,-1.468,-2.921,1.77,2542279.01
415,000939.SZ,*ST凯迪,新型电力,1.0,-2.913,-2.913,0.0,303780.7076
1168,002709.SZ,天赐材料,化工原料,2.0,-1.459,-2.905,0.855,959265.3655
1684,300298.SZ,三诺生物,医疗保健,2.0,-1.463,-2.904,5.726,502272.5735
786,002325.SZ,洪涛股份,装修装饰,2.0,-1.46,-2.899,1.194,312060.8128
3189,603085.SH,天成自控,汽车配件,2.0,-1.455,-2.899,1.244,120054.8405
2594,600568.SH,中珠医疗,区域地产,1.0,-2.893,-2.893,2.553,377152.5374
711,002249.SZ,大洋电机,电气设备,1.0,-2.889,-2.889,0.229,1004605.6318
1944,300562.SZ,乐心医疗,医疗保健,2.0,-1.454,-2.888,2.509,93846.1872
1760,300376.SZ,易事特,电气设备,2.0,-1.453,-2.887,6.157,1149709.7405
2092,300717.SZ,华信新材,塑料,2.0,-1.45,-2.88,0.943,63659.008
12,000016.SZ,深康佳A,家用电器,2.0,-1.436,-2.872,1.882,605101.6597
