code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600796,钱江生化,3.01,-18.781,0.05,5.654,0.089,
002094,青岛金王,6.01,-18.746,0.034,26.702,0.078,
000799,酒鬼酒,3.25,-18.681,0.052,4.308,0.014,
002121,科陆电子,9.06,-18.655,0.045,9.745,0.027,
002829,星网宇达,0.61,-18.57,0.031,12.916,0.038,
002895,川恒股份,0.89,-18.567,0.081,1.823,0.04,
002387,维信诺,4.69,-18.5,0.032,0.241,0.036,
002247,聚力文化,5.4,-18.476,0.036,21.58,0.069,
600768,宁波富邦,1.34,-18.472,0.066,15.857,0.067,
002012,凯恩股份,4.67,-18.403,0.052,22.314,0.086,
002460,赣锋锂业,7.86,-18.32,0.038,4.459,0.026,
600661,昂立教育,2.59,-18.292,0.054,14.701,0.044,
002158,汉钟精机,5.29,-18.257,0.034,13.553,0.049,
601606,长城军工,1.48,-18.165,0.036,-0.929,0.039,
002476,宝莫股份,5.86,-18.164,0.047,12.348,0.036,
002922,伊戈尔,0.33,-18.12,0.035,-3.593,0.038,
600721,百花村,3.05,-17.858,0.047,15.671,0.063,
000554,泰山石油,3.63,-17.732,0.047,2.003,0.031,
002307,北新路桥,8.92,-17.684,0.056,4.655,0.025,
002222,福晶科技,4.23,-17.676,0.031,6.536,0.033,
000011,深物业A,1.76,-17.663,0.038,10.562,0.06,
002432,九安医疗,4.33,-17.658,0.042,22.642,0.067,
002288,超华科技,8.0,-17.558,0.058,53.785,0.11,
002378,章源钨业,9.23,-17.499,0.046,1.584,0.031,
600851,海欣股份,7.38,-17.425,0.036,18.738,0.061,
002161,远 望 谷,6.99,-17.418,0.031,10.335,0.048,
002931,锋龙股份,0.22,-17.408,0.087,-11.123,0.071,
600083,博信股份,2.28,-17.385,0.071,17.258,0.045,
002220,天宝食品,5.45,-17.377,0.042,19.018,0.065,
002864,盘龙药业,0.45,-17.196,0.037,4.681,0.044,
000410,沈阳机床,7.4,-17.145,0.035,5.534,0.026,
002734,利民股份,2.05,-17.067,0.031,-0.29,0.025,
002898,赛隆药业,0.6,-17.056,0.067,-0.042,0.028,
600648,外高桥,9.35,-17.045,0.043,12.133,0.057,
002041,登海种业,8.74,-17.027,0.04,3.021,0.033,
600387,海越能源,3.86,-17.025,0.048,5.589,0.056,
002911,佛燃股份,2.71,-16.994,0.054,-2.515,0.026,
002548,金新农,3.12,-16.99,0.065,13.424,0.043,
000697,炼石航空,4.54,-16.973,0.066,-8.919,0.045,
002008,大族激光,9.93,-16.967,0.073,5.574,0.029,
600233,圆通速递,7.83,-16.933,0.073,-3.351,0.028,
600333,长春燃气,5.3,-16.912,0.053,4.272,0.042,
002480,新筑股份,6.39,-16.872,0.048,14.801,0.043,
000553,沙隆达Ａ,2.44,-16.794,0.066,-0.894,0.025,
600139,西部资源,6.62,-16.701,0.058,2.667,0.044,
600303,曙光股份,6.2,-16.629,0.031,1.63,0.035,
002778,高科石化,0.56,-16.62,0.032,10.857,0.037,
002043,兔 宝 宝,6.94,-16.564,0.036,1.804,0.031,
000860,顺鑫农业,5.71,-16.518,0.078,-1.813,0.025,
002167,东方锆业,5.86,-16.482,0.043,11.018,0.055,
600929,湖南盐业,1.5,-16.477,0.033,-3.775,0.034,
002207,ST准油,2.37,-16.446,0.06,7.971,0.034,
002216,三全食品,5.72,-16.4,0.052,8.876,0.023,
600354,敦煌种业,5.28,-16.383,0.035,9.247,0.033,
002910,庄园牧场,0.74,-16.288,0.033,1.424,0.03,
600562,国睿科技,6.02,-16.288,0.033,21.336,0.046,
002917,金奥博,0.28,-16.214,0.058,0.419,0.056,
601619,嘉泽新能,5.04,-16.18,0.04,10.791,0.042,
002034,旺能环境,1.43,-16.147,0.1,19.68,0.071,
600486,扬农化工,3.1,-16.133,0.059,5.304,0.038,
002151,北斗星通,2.73,-16.13,0.023,10.848,0.039,
002529,海源复材,2.0,-15.964,0.033,14.756,0.04,
600141,兴发集团,6.01,-15.947,0.059,1.768,0.033,
600666,奥瑞德,7.95,-15.931,0.032,16.944,0.074,
600872,中炬高新,7.97,-15.914,0.084,13.784,0.039,
002582,好想你,2.61,-15.83,0.046,3.602,0.025,
002765,蓝黛传动,2.55,-15.83,0.067,10.745,0.059,
002740,爱迪尔,1.64,-15.826,0.043,9.241,0.048,
000928,中钢国际,7.43,-15.806,0.034,8.776,0.056,
600818,中路股份,2.38,-15.804,0.057,14.647,0.05,
002138,顺络电子,6.99,-15.773,0.052,2.685,0.033,
000673,当代东方,7.87,-15.724,0.037,15.514,0.084,
000055,方大集团,6.78,-15.719,0.035,11.768,0.045,
600305,恒顺醋业,7.84,-15.669,0.05,2.666,0.023,
002492,恒基达鑫,3.98,-15.649,0.068,16.938,0.074,
002534,杭锅股份,7.27,-15.592,0.054,19.041,0.079,
000571,新大洲Ａ,8.06,-15.542,0.034,33.823,0.109,
002114,罗平锌电,3.23,-15.462,0.036,15.514,0.069,
600238,*ST椰岛,4.45,-15.461,0.062,19.715,0.045,
002346,柘中股份,3.92,-15.354,0.023,31.822,0.17,
002313,日海智能,3.12,-15.325,0.032,13.415,0.036,
600262,北方股份,1.7,-15.307,0.039,23.795,0.073,
601500,通用股份,1.75,-15.3,0.029,14.78,0.051,
600617,国新能源,8.98,-15.277,0.072,1.483,0.027,
002255,海陆重工,5.37,-15.251,0.026,14.751,0.038,
002045,国光电器,4.16,-15.249,0.027,21.486,0.083,
600436,片仔癀,6.03,-15.207,0.062,5.045,0.017,
002382,蓝帆医疗,4.86,-15.139,0.043,1.729,0.028,
002930,宏川智慧,0.61,-15.128,0.036,0.986,0.039,
002753,永东股份,1.99,-15.055,0.03,2.502,0.035,
002685,华东重机,6.2,-15.029,0.03,1.065,0.026,
