,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,last_p_change,circ_mv
1188,002731.SZ,萃华珠宝,服饰,3.0,0.106,0.319,0.106,243053.6844
3092,601872.SH,招商轮船,水运,3.0,-0.237,-0.718,0.964,1978066.238
1085,002625.SZ,光启技术,汽车配件,3.0,-0.021,-0.099,3.066,444956.1654
2449,600377.SH,宁沪高速,路桥,3.0,-0.805,-2.4,0.103,3710627.7838
2970,601100.SH,恒立液压,工程机械,3.0,-1.045,-3.105,2.996,2182950.0
140,000550.SZ,江铃汽车,汽车整车,3.0,-0.452,-1.377,0.121,854886.3868
2446,600373.SH,中文传媒,出版业,3.0,-0.92,-2.75,1.786,1885021.9542
2976,601113.SH,华鼎股份,化纤,3.0,-0.596,-1.793,1.685,603128.2
255,000708.SZ,大冶特钢,特种钢,3.0,-0.237,-0.723,1.769,439521.4934
3355,603517.SH,绝味食品,食品,3.0,-0.463,-1.393,5.81,649898.528
2125,300753.SZ,爱朋医疗,医疗保健,3.0,-1.215,-3.613,2.628,96232.8
391,000911.SZ,南宁糖业,食品,3.0,-0.589,-1.761,2.688,185698.3769
3539,603900.SH,莱绅通灵,服饰,3.0,-0.631,-1.887,2.965,109377.2211
3538,603899.SH,晨光文具,文教休闲,3.0,-1.263,-3.762,3.274,2843720.0
2079,300702.SZ,天宇股份,化学制药,3.0,-0.967,-2.889,3.125,143128.2938
3526,603882.SH,金域医学,医疗保健,3.0,-0.961,-2.886,1.274,600385.7231
513,002051.SZ,中工国际,建筑施工,3.0,-1.387,-4.114,3.065,1307914.5321
2739,600729.SH,重庆百货,百货,3.0,-0.489,-1.465,2.662,1206680.1746
2199,600086.SH,东方金钰,服饰,3.0,-1.845,-5.46,2.736,357213.6154
3394,603606.SH,东方电缆,电气设备,3.0,-0.414,-1.252,1.756,512549.1763
2760,600750.SH,江中药业,中成药,3.0,-0.076,-0.229,1.894,745500.0
685,002223.SZ,鱼跃医疗,医疗保健,3.0,-1.034,-3.088,2.999,1879523.6474
1400,300012.SZ,华测检测,电器仪表,3.0,-1.019,-3.038,2.725,1134517.9009
1929,300547.SZ,川环科技,橡胶,3.0,-1.774,-5.263,2.051,149441.5033
1479,300092.SZ,科新机电,专用机械,3.0,-1.683,-4.993,3.066,118167.4193
1867,300483.SZ,沃施股份,专用机械,3.0,0.033,0.097,1.066,192372.0
2311,600215.SH,长春经开,园区开发,3.0,-1.162,-3.466,2.394,358075.3176
3304,603337.SH,杰克股份,纺织机械,3.0,-0.707,-2.107,2.697,320996.016
3305,603338.SH,浙江鼎力,专用机械,3.0,-0.926,-2.768,2.213,1636284.5323
2606,600582.SH,天地科技,工程机械,3.0,0.005,-0.0,3.672,1518862.1234
704,002242.SZ,九阳股份,家用电器,3.0,-0.927,-2.758,1.448,1280852.3057
1595,300209.SZ,天泽信息,软件服务,2.0,-0.959,-1.909,2.792,320469.0901
1609,300223.SZ,北京君正,半导体,2.0,-1.81,-3.591,3.486,259862.3212
1634,300248.SZ,新开普,软件服务,2.0,-0.689,-1.379,2.797,232726.9484
1563,300176.SZ,鸿特科技,汽车配件,2.0,-0.96,-1.911,2.078,1467378.6015
1574,300188.SZ,美亚柏科,软件服务,2.0,-1.553,-3.083,5.471,875377.5246
1590,300204.SZ,舒泰神,生物制药,2.0,-0.233,-0.466,1.873,507769.9449
1589,300203.SZ,聚光科技,环境保护,2.0,-0.441,-0.88,4.035,1164374.0662
1637,300251.SZ,光线传媒,影视音像,2.0,-0.55,-1.098,2.096,2278706.4037
1603,300217.SZ,东方电热,电器仪表,2.0,-0.744,-1.487,3.019,241749.1121
0,000001.SZ,平安银行,银行,2.0,-1.905,-3.779,3.744,19505400.3341
1638,300252.SZ,金信诺,电气设备,2.0,-1.464,-2.909,3.938,474819.4421
1922,300539.SZ,横河模具,塑料,2.0,-1.113,-2.214,3.695,52951.7809
2108,300735.SZ,光弘科技,通信设备,2.0,-1.388,-2.765,3.516,218532.314
2076,300699.SZ,光威复材,化工原料,2.0,-0.902,-1.807,3.294,979957.0483
2062,300685.SZ,艾德生物,生物制药,2.0,-0.81,-1.622,2.612,436558.8672
2061,300684.SZ,中石科技,化工原料,2.0,-1.88,-3.793,2.481,227948.7792
2039,300662.SZ,科锐国际,综合类,2.0,-2.572,-5.08,3.944,267474.0042
1978,300599.SZ,雄塑科技,塑料,2.0,-0.845,-1.69,2.805,102929.552
1962,300582.SZ,英飞特,半导体,2.0,-0.88,-2.037,2.664,188625.2079
1,000002.SZ,万科A,全国地产,2.0,-2.216,-4.393,2.448,26425262.517
1948,300567.SZ,精测电子,电器仪表,2.0,-2.787,-5.498,6.116,537252.885
1941,300559.SZ,佳发教育,软件服务,2.0,-2.349,-4.644,2.462,288923.5705
1860,300476.SZ,胜宏科技,元器件,2.0,-1.173,-2.344,3.76,985232.3423
1658,300272.SZ,开能健康,环境保护,2.0,-1.096,-2.18,3.064,197219.3062
1856,300472.SZ,新元科技,专用机械,2.0,-0.539,-1.085,3.907,124207.7932
1848,300464.SZ,星徽精密,机械基件,2.0,-0.409,-0.823,2.905,68292.9177
1827,300443.SZ,金雷风电,专用机械,2.0,-2.19,-4.339,1.559,228493.5452
1804,300420.SZ,五洋停车,机械基件,2.0,-1.525,-3.046,2.269,267158.6986
1792,300408.SZ,三环集团,元器件,2.0,-1.136,-2.272,4.054,3178496.7272
1775,300391.SZ,康跃科技,机械基件,2.0,-2.189,-4.331,2.506,169545.4542
1770,300386.SZ,飞天诚信,软件服务,2.0,-0.866,-1.726,3.775,253764.6438
1767,300383.SZ,光环新网,电信运营,2.0,-1.369,-2.72,5.593,2168504.172
1738,300352.SZ,北信源,软件服务,2.0,-0.658,-1.316,4.0,511788.5604
1670,300284.SZ,苏交科,建筑施工,2.0,-1.479,-2.936,2.741,591505.2049
1523,300136.SZ,信维通信,通信设备,2.0,-0.66,-1.375,6.519,2104511.6225
1349,002905.SZ,金逸影视,影视音像,2.0,0.115,0.22,4.396,95760.0
1510,300123.SZ,亚光科技,船舶,2.0,-1.193,-2.372,4.555,317304.9107
972,002511.SZ,中顺洁柔,造纸,2.0,-3.474,-6.832,1.896,1013533.3307
936,002475.SZ,立讯精密,元器件,2.0,-1.233,-2.453,6.725,7501648.2869
935,002474.SZ,榕基软件,软件服务,2.0,-1.826,-3.619,3.199,347826.0563
907,002446.SZ,盛路通信,通信设备,2.0,-1.432,-2.843,7.379,383591.5983
895,002434.SZ,万里扬,汽车配件,2.0,-1.366,-2.716,3.448,642018.069
881,002420.SZ,毅昌股份,塑料,2.0,-0.746,-1.488,2.115,132400.4954
877,002416.SZ,爱施德,电器连锁,2.0,-0.746,-1.487,4.717,651111.4701
867,002406.SZ,远东传动,汽车配件,2.0,-1.744,-3.465,2.222,248589.6632
865,002404.SZ,嘉欣丝绸,纺织,2.0,-1.386,-2.755,2.0,244107.3941
864,002403.SZ,爱仕达,家用电器,2.0,0.358,0.702,2.439,258452.7908
843,002382.SZ,蓝帆医疗,医疗保健,2.0,-0.306,-0.611,2.461,728157.0716
840,002379.SZ,宏创控股,铝,2.0,-0.931,-1.858,1.893,299100.0036
837,002376.SZ,新北洋,电脑设备,2.0,-0.144,-0.29,4.709,1035934.8974
825,002364.SZ,中恒电气,电气设备,2.0,-1.758,-3.502,3.842,501426.1537
785,002324.SZ,普利特,塑料,2.0,-1.25,-2.486,1.961,244136.0106
738,002277.SZ,友阿股份,百货,2.0,-0.982,-1.955,2.564,509977.872
736,002275.SZ,桂林三金,中成药,2.0,-0.295,-0.589,1.926,733946.2224
654,002192.SZ,融捷股份,专用机械,2.0,-1.103,-2.195,1.87,516405.0102
649,002187.SZ,广百股份,百货,2.0,-0.862,-1.716,2.677,302016.705
630,002168.SZ,惠程科技,电气设备,2.0,-1.562,-3.113,2.008,802736.0811
616,002154.SZ,报喜鸟,服饰,2.0,-0.767,-1.529,2.485,365448.2294
608,002146.SZ,荣盛发展,全国地产,2.0,-2.582,-5.123,2.025,3531456.2471
604,002142.SZ,宁波银行,银行,2.0,-1.06,-2.112,3.237,8418471.6977
600,002138.SZ,顺络电子,元器件,2.0,-0.477,-0.955,2.108,1184914.0394
588,002126.SZ,银轮股份,汽车配件,2.0,-0.618,-1.232,2.244,628410.8483
587,002125.SZ,湘潭电化,化工原料,2.0,-1.235,-2.458,2.387,266803.1884
943,002482.SZ,广田集团,装修装饰,2.0,-0.923,-1.838,3.184,842642.0111
977,002516.SZ,旷达科技,纺织,2.0,-0.164,-0.329,2.31,292244.2171
1491,300104.SZ,乐视网,互联网,2.0,-0.377,-0.755,4.943,848210.2154
1018,002558.SZ,巨人网络,互联网,2.0,-1.367,-2.716,1.574,854645.8294
1489,300102.SZ,乾照光电,半导体,2.0,-1.423,-2.826,4.039,455630.5223
1435,300047.SZ,天源迪科,软件服务,2.0,-0.539,-1.075,3.183,403422.1337
1419,300031.SZ,宝通科技,互联网,2.0,-0.822,-1.639,3.968,336281.8156
1391,300003.SZ,乐普医疗,医疗保健,2.0,-1.215,-2.417,4.277,3509395.6272
1370,002928.SZ,华夏航空,空运,2.0,-1.095,-2.182,3.591,77112.0
1359,002916.SZ,深南电路,元器件,2.0,-0.947,-1.903,8.553,887504.4959
1353,002909.SZ,集泰股份,化工原料,2.0,-0.691,-1.377,3.19,82142.7926
2134,600006.SH,东风汽车,汽车整车,2.0,-0.89,-1.772,2.32,794000.0
1346,002901.SZ,大博医疗,医疗保健,2.0,-0.862,-1.717,3.4,132918.903
1329,002883.SZ,中设股份,建筑施工,2.0,-1.685,-3.343,2.747,67277.3479
1322,002876.SZ,三利谱,元器件,2.0,-1.953,-3.869,3.927,233032.8969
1288,002839.SZ,张家港行,银行,2.0,-0.844,-1.681,4.273,520594.7333
1286,002837.SZ,英维克,专用机械,2.0,-1.971,-3.906,4.011,131387.7508
1284,002835.SZ,同为股份,元器件,2.0,-0.89,-1.774,3.056,62682.0572
1269,002819.SZ,东方中科,电器仪表,2.0,-0.898,-1.788,3.199,92928.8339
1239,002786.SZ,银宝山新,专用机械,2.0,-1.777,-3.524,2.626,342734.76
1227,002773.SZ,康弘药业,中成药,2.0,-1.618,-3.21,3.741,1982426.8131
1154,002694.SZ,顾地科技,塑料,2.0,-0.482,-0.962,4.126,213907.6394
1134,002674.SZ,兴业科技,纺织,2.0,-1.599,-3.175,3.934,228642.3443
1126,002666.SZ,德联集团,化工原料,2.0,-2.684,-5.297,2.685,203212.2089
1121,002661.SZ,克明面业,食品,2.0,-0.185,-0.371,1.265,445530.2122
1107,002647.SZ,仁东控股,多元金融,2.0,-1.53,-3.037,1.894,783351.3734
1059,002599.SZ,盛通股份,广告包装,2.0,-0.316,-0.63,5.391,194609.5795
1055,002595.SZ,豪迈科技,专用机械,2.0,-0.932,-1.86,0.0,946967.8048
1036,002576.SZ,通达动力,电气设备,2.0,-1.099,-2.187,3.846,167876.5504
2128,300757.SZ,罗博特科,专用机械,2.0,-2.6,-5.133,1.804,146760.0
2292,600192.SH,长城电工,电气设备,2.0,-0.671,-1.56,4.596,291553.68
2144,600018.SH,上港集团,港口,2.0,-0.628,-1.252,1.993,13046778.828
3078,601799.SH,星宇股份,汽车配件,2.0,-1.354,-2.7,3.813,1518853.776
3137,603008.SH,喜临门,家居用品,2.0,-0.321,-0.642,3.879,308055.84
3132,603002.SH,宏昌电子,化工原料,2.0,-1.009,-2.031,5.181,247750.6151
3128,601998.SH,中信银行,银行,2.0,-1.221,-2.431,1.779,18249753.8406
3121,601988.SH,中国银行,银行,2.0,-0.944,-1.882,1.37,77983240.493
3117,601968.SH,宝钢包装,广告包装,2.0,-0.756,-1.509,1.969,388333.3178
3115,601965.SH,中国汽研,汽车服务,2.0,-0.661,-1.319,1.458,802585.1889
3114,601958.SH,金钼股份,小金属,2.0,-0.226,-0.456,1.374,2142465.3216
3111,601939.SH,建设银行,银行,2.0,-1.914,-3.797,1.901,6686779.3514
3110,601933.SH,永辉超市,超市连锁,2.0,-0.865,-1.722,3.271,7043969.5233
3106,601918.SH,新集能源,煤炭开采,2.0,-0.652,-1.299,1.974,803067.958
3091,601869.SH,长飞光纤,通信设备,2.0,-1.248,-2.481,4.021,325444.4499
3090,601866.SH,中远海发,水运,2.0,-0.609,-1.215,2.869,1990963.375
3066,601688.SH,华泰证券,证券,2.0,-3.307,-6.528,6.085,10914664.8556
2954,601015.SH,陕西黑猫,焦炭加工,2.0,-0.992,-1.975,2.381,627256.842
3059,601633.SH,长城汽车,汽车整车,2.0,-2.442,-4.826,3.662,4436408.544
3052,601608.SH,中信重工,专用机械,2.0,-0.701,-1.399,3.901,1271449.8528
3046,601598.SH,中国外运,仓储物流,2.0,-1.358,-2.703,2.315,597423.6561
3037,601519.SH,大智慧,软件服务,2.0,-0.816,-1.626,6.061,765264.5
3033,601398.SH,工商银行,银行,2.0,-1.764,-3.503,1.633,150982839.0218
3022,601333.SH,广深铁路,铁路,2.0,-0.822,-1.648,1.397,2051762.031
3018,601319.SH,中国人保,保险,2.0,-1.62,-3.215,2.622,593597.88
3014,601288.SH,农业银行,银行,2.0,-1.474,-2.926,1.37,108800458.7445
3009,601229.SH,上海银行,银行,2.0,-1.163,-2.314,1.491,6011283.09
3004,601218.SH,吉鑫科技,机械基件,2.0,-1.85,-3.667,1.038,289593.92
2996,601188.SH,龙江交通,路桥,2.0,-0.473,-0.949,2.236,421081.1427
2975,601111.SH,中国国航,空运,2.0,-1.401,-2.791,2.392,8088046.9706
3149,603021.SH,山东华鹏,玻璃,2.0,-0.913,-1.818,3.872,194710.3143
3175,603059.SH,倍加洁,家居用品,2.0,-1.432,-2.847,2.749,68020.0
3189,603086.SH,先达股份,农药化肥,2.0,-0.334,-0.675,2.159,185272.6134
3257,603228.SH,景旺电子,元器件,2.0,-0.462,-0.925,4.095,443227.0189
3573,603980.SH,吉华集团,染料涂料,2.0,-0.232,-0.465,3.427,326200.7409
3556,603936.SH,博敏电子,元器件,2.0,-1.22,-2.428,3.762,286168.5
3532,603889.SH,新澳股份,纺织,2.0,-0.11,-0.22,2.313,365701.8422
3502,603826.SH,坤彩科技,染料涂料,2.0,-1.069,-2.129,1.919,301805.9122
3499,603822.SH,嘉澳环保,环境保护,2.0,-7.735,-14.922,1.725,129286.113
3488,603803.SH,瑞斯康达,通信设备,2.0,-1.389,-2.761,4.029,249683.2031
3457,603721.SH,中广天择,影视音像,2.0,-1.891,-3.746,1.828,81766.7112
3454,603716.SH,塞力斯,医药商业,2.0,-0.15,-0.3,3.012,164342.1287
3450,603709.SH,中源家居,家居用品,2.0,-0.299,-0.598,0.46,56780.0
3392,603603.SH,博天环境,环境保护,2.0,-1.999,-3.998,2.776,452047.7789
3364,603538.SH,美诺华,化学制药,2.0,-1.096,-2.184,6.038,186971.4
3353,603515.SH,欧普照明,电气设备,2.0,-1.521,-3.023,2.414,389056.3854
3352,603508.SH,思维列控,软件服务,2.0,-2.921,-5.776,2.99,661280.0
3351,603507.SH,振江股份,钢加工,2.0,-1.244,-2.476,2.891,211713.176
3338,603444.SH,吉比特,互联网,2.0,-1.454,-2.888,3.084,654815.3338
3317,603365.SH,水星家纺,纺织,2.0,-1.479,-2.941,2.306,137570.952
3315,603360.SH,百傲化学,化工原料,2.0,-0.549,-1.099,2.222,122632.1952
3312,603357.SH,设计总院,建筑施工,2.0,-0.899,-1.79,3.11,305128.8636
3307,603345.SH,安井食品,食品,2.0,-1.117,-2.239,1.48,446434.7196
3299,603331.SH,百达精工,专用机械,2.0,-0.295,-0.592,1.853,48960.6687
3296,603328.SH,依顿电子,元器件,2.0,-1.322,-2.627,3.349,1102519.6903
3287,603315.SH,福鞍股份,机械基件,2.0,-0.201,-0.401,1.853,278017.9389
3286,603313.SH,梦百合,家居用品,2.0,-0.644,-1.288,1.26,185363.1915
3270,603278.SH,大业股份,钢加工,2.0,-1.1,-2.19,2.367,138453.12
3267,603268.SH,松发股份,陶瓷,2.0,-1.425,-2.832,2.971,228098.0856
2972,601106.SH,中国一重,工程机械,2.0,-1.342,-2.676,2.749,1954862.0
2947,601006.SH,大秦铁路,铁路,2.0,-1.387,-2.759,1.182,12725973.5163
2147,600021.SH,上海电力,火力发电,2.0,-0.953,-1.897,1.707,765127.0079
2280,600179.SH,安通控股,仓储物流,2.0,1.36,2.665,2.595,452685.6976
2459,600388.SH,龙净环保,环境保护,2.0,-0.521,-1.043,2.812,1250788.5
2428,600353.SH,旭光股份,元器件,2.0,-1.246,-2.479,4.237,267510.24
2427,600352.SH,浙江龙盛,染料涂料,2.0,-1.265,-2.515,3.373,3389971.7981
2417,600337.SH,美克家居,家居用品,2.0,-3.152,-6.21,2.511,776011.7279
2408,600327.SH,大东方,百货,2.0,-0.991,-1.974,2.013,336216.2168
2403,600321.SH,*ST正源,其他建材,2.0,-0.465,-0.93,2.817,330810.45
2397,600315.SH,上海家化,日用化工,2.0,-1.437,-2.855,3.623,2035225.3338
2383,600299.SH,安迪苏,化学制药,2.0,-1.815,-3.597,1.729,2998365.6232
2377,600291.SH,西水股份,保险,2.0,-1.575,-3.125,5.376,1285443.7085
2361,600273.SH,嘉化能源,化工原料,2.0,-0.438,-0.874,1.764,1304875.2184
2339,600246.SH,万通地产,区域地产,2.0,-0.676,-1.351,8.767,483069.6
2323,600228.SH,ST昌九,化工原料,2.0,-0.766,-1.531,0.777,187746.96
2275,600173.SH,卧龙地产,全国地产,2.0,-1.649,-3.271,2.174,295672.0272
2946,601005.SH,重庆钢铁,普钢,2.0,-1.209,-2.404,1.97,1734758.3389
2271,600169.SH,太原重工,工程机械,2.0,-0.809,-1.613,2.869,643552.705
2263,600160.SH,巨化股份,化工原料,2.0,-1.344,-2.67,3.704,2009765.5631
2254,600150.SH,*ST船舶,船舶,2.0,-1.795,-3.561,1.923,1826005.8174
2207,600096.SH,云天化,农药化肥,2.0,-1.735,-3.448,3.061,800755.7576
2206,600095.SH,哈高科,区域地产,2.0,-0.959,-1.909,2.19,151730.6973
2183,600070.SH,浙江富润,纺织,2.0,-0.674,-1.345,2.576,271827.7591
2180,600067.SH,冠城大通,全国地产,2.0,-0.629,-1.263,2.813,599828.5115
2177,600063.SH,皖维高新,化纤,2.0,-0.73,-1.46,3.333,537324.6191
2171,600057.SH,厦门象屿,仓储物流,2.0,-0.228,-0.458,1.839,955752.1597
2157,600033.SH,福建高速,路桥,2.0,-0.316,-0.633,1.274,872719.2
2154,600029.SH,南方航空,空运,2.0,-1.427,-2.834,2.083,5161647.75
2152,600027.SH,华电国际,火力发电,2.0,-0.208,-0.448,1.126,3141088.6308
2467,600397.SH,*ST安煤,煤炭开采,2.0,-0.889,-1.77,2.252,224720.8932
2475,600408.SH,*ST安泰,焦炭加工,2.0,-0.838,-1.672,1.361,300026.4
2478,600415.SH,小商品城,商品城,2.0,-0.523,-1.044,2.111,2106523.8861
2482,600420.SH,现代制药,化学制药,2.0,-0.332,-0.663,3.226,534033.1941
2887,600891.SH,秋林集团,百货,2.0,-0.78,-1.563,0.529,218911.3791
2882,600886.SH,国投电力,水力发电,2.0,-0.937,-1.867,0.476,5734189.7282
2878,600882.SH,广泽股份,乳制品,2.0,-0.726,-1.451,1.74,306836.3542
2858,600861.SH,北京城乡,百货,2.0,-0.287,-0.574,3.03,226198.7336
2840,600839.SH,四川长虹,家用电器,2.0,-1.492,-2.974,2.299,1232015.5769
2770,600761.SH,安徽合力,工程机械,2.0,-0.817,-1.628,2.275,732038.8132
2766,600757.SH,长江传媒,出版业,2.0,-0.662,-1.323,3.279,840953.4924
2762,600753.SH,东方银星,批发业,2.0,-0.572,-1.141,3.846,207360.0
2751,600741.SH,华域汽车,汽车配件,2.0,-3.826,-7.557,4.319,6396876.9635
2750,600740.SH,山西焦化,焦炭加工,2.0,-1.317,-2.617,2.687,577355.9943
2705,600693.SH,东百集团,百货,2.0,-0.093,-0.187,0.936,483616.4532
2703,600691.SH,阳煤化工,农药化肥,2.0,-0.775,-1.544,2.353,458418.0265
2686,600674.SH,川投能源,水力发电,2.0,-1.023,-2.052,0.882,4027958.5392
2684,600671.SH,天目药业,中成药,2.0,-0.733,-1.466,1.716,216419.1077
2652,600634.SH,*ST富控,互联网,2.0,-0.38,-0.763,1.538,151993.2694
2640,600618.SH,氯碱化工,化工原料,2.0,-0.628,-1.252,2.676,546633.3425
2610,600586.SH,金晶科技,玻璃,2.0,-0.641,-1.295,4.59,460679.2883
2595,600570.SH,恒生电子,软件服务,2.0,-1.018,-2.029,5.811,4387034.5832
2589,600563.SH,法拉电子,元器件,2.0,-1.308,-2.605,2.674,1071225.0
2576,600548.SH,深高速,路桥,2.0,-0.74,-1.475,0.749,1350140.6471
2574,600546.SH,山煤国际,煤炭开采,2.0,-0.58,-1.156,2.047,691877.1929
2560,600528.SH,中铁工业,建筑施工,2.0,-1.475,-2.931,2.745,2063792.0091
2508,600466.SH,蓝光发展,区域地产,2.0,-2.046,-4.068,2.827,1736750.8764
2503,600459.SH,贵研铂业,小金属,2.0,-1.522,-3.032,0.208,489228.8757
2489,600429.SH,三元股份,乳制品,2.0,-0.48,-0.958,2.128,467280.0
578,002116.SZ,中国海诚,建筑施工,2.0,-1.816,-3.614,4.25,346290.1065
1951,300570.SZ,太辰光,元器件,2.0,-1.342,-2.667,4.158,202971.2084
271,000726.SZ,鲁泰A,纺织,2.0,-0.692,-1.386,1.406,566573.3431
396,000918.SZ,嘉凯城,全国地产,2.0,-1.436,-2.861,2.062,1250304.7095
12,000016.SZ,深康佳A,家用电器,2.0,-1.368,-2.717,3.073,589135.9167
415,000939.SZ,*ST凯迪,新型电力,2.0,-0.495,-0.99,2.0,309856.3218
282,000739.SZ,普洛药业,化学制药,2.0,-1.007,-2.012,3.985,987415.52
417,000949.SZ,新乡化纤,化纤,2.0,0.174,0.347,2.422,361185.0519
261,000715.SZ,中兴商业,百货,2.0,0.08,0.156,5.313,187753.2104
504,002042.SZ,华孚时尚,纺织,2.0,-0.422,-0.846,2.218,909111.3179
501,002039.SZ,黔源电力,水力发电,2.0,-0.504,-1.006,1.307,425991.9005
130,000538.SZ,云南白药,中成药,2.0,-1.618,-3.215,2.947,8876829.0733
420,000952.SZ,广济药业,化学制药,2.0,-0.346,-0.691,2.982,260756.2717
236,000682.SZ,东方电子,电气设备,2.0,-1.015,-2.025,3.101,390228.8309
165,000585.SZ,*ST东电,电气设备,2.0,-0.925,-1.843,2.347,132853.7732
496,002034.SZ,旺能环境,环境保护,2.0,-1.096,-2.182,3.669,314197.2885
232,000678.SZ,襄阳轴承,机械基件,2.0,-1.474,-2.936,2.185,260880.5166
37,000046.SZ,泛海控股,全国地产,2.0,-0.407,-0.813,2.869,2597954.5832
228,000672.SZ,上峰水泥,水泥,2.0,-0.986,-1.963,2.002,746076.7671
443,000980.SZ,众泰汽车,汽车配件,2.0,-0.998,-1.987,3.604,573134.568
188,000612.SZ,焦作万方,铝,2.0,-0.609,-1.214,2.703,497191.0418
357,000861.SZ,海印股份,房产服务,2.0,-0.974,-1.938,2.371,511665.8028
476,002014.SZ,永新股份,塑料,2.0,-0.857,-1.707,2.316,343732.544
96,000429.SZ,粤高速A,路桥,2.0,-0.281,-0.563,0.793,417280.9705
455,000997.SZ,新大陆,软件服务,2.0,-1.253,-2.491,3.448,1627249.9147
325,000810.SZ,创维数字,家用电器,2.0,-1.232,-2.456,3.357,717153.3561
209,000638.SZ,万方发展,批发业,2.0,-0.285,-0.569,3.053,167076.0
469,002007.SZ,华兰生物,生物制药,2.0,-1.029,-2.048,2.732,2957732.7888
203,000631.SZ,顺发恒业,区域地产,2.0,-0.473,-0.946,2.229,780838.6529
76,000403.SZ,振兴生化,生物制药,2.0,-0.77,-1.536,1.103,704872.0068
78,000407.SZ,胜利股份,供气供热,2.0,-0.123,-0.251,2.513,304217.898
509,002047.SZ,宝鹰股份,装修装饰,2.0,-0.904,-1.808,1.133,901827.0605
197,000625.SZ,长安汽车,汽车整车,2.0,-3.077,-6.061,1.613,3080161.5931
404,000927.SZ,一汽夏利,汽车整车,2.0,0.004,0.0,1.749,556714.665
410,000933.SZ,神火股份,煤炭开采,2.0,-0.594,-1.185,3.357,819101.9882
159,000572.SZ,海马汽车,汽车整车,2.0,-0.917,-1.826,2.791,362915.1995
264,000718.SZ,苏宁环球,区域地产,2.0,-0.301,-0.602,1.515,766922.6968
266,000720.SZ,*ST新能,火力发电,2.0,-0.256,-0.513,2.577,343657.08
399,000921.SZ,海信家电,家用电器,2.0,-2.427,-4.865,7.614,854227.2066
2872,600875.SH,东方电气,电气设备,1.0,-1.66,-1.66,2.743,1944980.9584
2682,600667.SH,太极实业,半导体,1.0,0.167,0.167,7.679,768371.9054
189,000613.SZ,大东海A,旅游服务,1.0,-0.314,-0.314,2.524,172669.64
2685,600673.SH,东阳光科,铝,1.0,-1.443,-1.443,1.802,2222869.3363
190,000615.SZ,京汉股份,全国地产,1.0,0.193,0.193,2.5,343108.5894
2677,600662.SH,强生控股,公共交通,1.0,-0.673,-0.673,2.257,477173.0725
2678,600663.SH,陆家嘴,园区开发,1.0,-1.791,-1.791,2.699,3441928.0896
2676,600661.SH,昂立教育,文教休闲,1.0,-0.346,-0.346,1.041,527997.96
2675,600660.SH,福耀玻璃,汽车配件,1.0,-2.449,-2.449,2.016,4965403.117
2674,600658.SH,电子城,园区开发,1.0,-1.721,-1.721,2.335,588375.7337
