,ts_code,symbol,name,industry,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
28,300781.SZ,300781,因赛集团,广告包装,0.0,7.64,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
安徽科讯创业投资基金合伙企业(有限合伙)
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中信里昂资产管理有限公司-客户资金",4.0
29,300902.SZ,300902,国安达,专用机械,0.0,7.65,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金",2.0
30,300988.SZ,300988,津荣天宇,机械基件,0.0,7.66,,0.0
31,300881.SZ,300881,盛德鑫泰,钢加工,0.0,7.68,"中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
上海复熙资产管理有限公司-复熙出奇五号私募证券投资基金
浙江九章资产管理有限公司-幻方星月石私募基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金",8.0
32,300906.SZ,300906,日月明,专用机械,0.0,7.68,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金",2.0
33,300938.SZ,300938,信测标准,综合类,0.0,7.81,,0.0
34,300749.SZ,300749,顶固集创,家居用品,0.0,7.86,,0.0
35,300989.SZ,300989,蕾奥规划,建筑工程,0.0,7.88,,0.0
36,300789.SZ,300789,唐源电气,软件服务,0.0,7.95,,0.0
37,300640.SZ,300640,德艺文创,文教休闲,0.0,7.95,,0.0
38,300926.SZ,300926,博俊科技,汽车配件,0.0,8.0,"中国国际金融香港资产管理有限公司-客户资金2
浙江盈阳资产管理股份有限公司-盈阳二十七号私募证券投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中信里昂资产管理有限公司-客户资金",4.0
39,300921.SZ,300921,南凌科技,互联网,0.0,8.16,九坤投资(北京)有限公司-九坤私享33号私募证券投资基金,1.0
40,300978.SZ,300978,东箭科技,汽车配件,0.0,8.17,,0.0
41,300969.SZ,300969,恒帅股份,汽车配件,0.0,8.22,,0.0
42,300967.SZ,300967,晓鸣股份,农业综合,0.0,8.27,广州谢诺辰途股权投资管理有限公司-辰途第一产业股权投资基金,1.0
43,300882.SZ,300882,万胜智能,电器仪表,0.0,8.28,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中信里昂资产管理有限公司-客户资金",3.0
44,300949.SZ,300949,奥雅设计,建筑工程,0.0,8.31,,0.0
45,300840.SZ,300840,酷特智能,服饰,0.0,8.5,"中信里昂资产管理有限公司-客户资金
浙江盈阳资产管理股份有限公司-盈阳十六号私募证券投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",4.0
46,300975.SZ,300975,商络电子,元器件,0.0,8.53,,0.0
47,300936.SZ,300936,中英科技,元器件,0.0,8.54,,0.0
48,300885.SZ,300885,海昌新材,机械基件,0.0,8.55,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金",2.0
49,300977.SZ,300977,深圳瑞捷,建筑工程,0.0,8.59,,0.0
50,300956.SZ,300956,英力股份,IT设备,0.0,8.69,,0.0
51,300931.SZ,300931,通用电梯,运输设备,0.0,8.7,"中国国际金融香港资产管理有限公司-客户资金2
上海掌赢投资管理有限责任公司-掌廷一号私募投资基金
上海明汯投资管理有限公司-明汯中性添利13号私募证券投资基金",3.0
52,300819.SZ,300819,聚杰微纤,化纤,0.0,8.71,上海金浦新兴产业股权投资基金合伙企业(有限合伙),1.0
53,300539.SZ,300539,横河精密,塑料,0.0,8.78,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长2期私募证券投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中国国际金融香港资产管理有限公司-CICCFT5(QFII)",5.0
54,300553.SZ,300553,集智股份,电器仪表,0.0,8.8,,0.0
55,300893.SZ,300893,松原股份,汽车配件,0.0,8.88,,0.0
56,300928.SZ,300928,华安鑫创,汽车服务,0.0,8.91,中国国际金融香港资产管理有限公司-CICCFT9(QFII),1.0
57,300889.SZ,300889,爱克股份,电气设备,0.0,8.93,"中信里昂资产管理有限公司-客户资金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
58,300920.SZ,300920,润阳科技,塑料,0.0,8.94,"中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国建设银行股份有限公司-东方创新科技混合型证券投资基金
杭州亘曦资产管理有限公司-亘曦1号私募证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
交银施罗德基金-宁波银行-交银施罗德恒远一号集合资产管理计划
中国工商银行股份有限公司-圆信永丰双红利灵活配置混合型证券投资基金
中信期货-光大信托·浦汇集合资金信托计划-中信期货价值精粹1号单一资产管理计划
青岛鸿竹资产管理有限公司-鸿竹成长价值3号私募证券投资基金
青岛鸿竹资产管理有限公司-鸿竹成长价值2号私募证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
兴业银行股份有限公司-圆信永丰优加生活股票型证券投资基金",12.0
59,300752.SZ,300752,隆利科技,元器件,0.0,8.97,"中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
中信里昂资产管理有限公司-客户资金",4.0
60,300818.SZ,300818,耐普矿机,专用机械,0.0,8.99,"陕西省国际信托股份有限公司-陕国投·金元宝69号证券投资集合资金信托计划
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
61,300817.SZ,300817,双飞股份,机械基件,0.0,9.03,浙江九章资产管理有限公司-九章幻方青溪2号私募基金,1.0
62,300970.SZ,300970,华绿生物,种植业,0.0,9.06,,0.0
63,300823.SZ,300823,建科机械,专用机械,0.0,9.06,"深圳前海银湖资本有限公司-银湖麒麟1号私募证券投资基金
天津创业投资管理有限公司-天津天创海河先进装备制造产业基金合伙企业(有限合伙)
重庆上创新微股权投资基金管理有限公司-重庆上创科微股权投资基金合伙企业(有限合伙)
交通银行股份有限公司-同泰慧利混合型证券投资基金",4.0
64,300895.SZ,300895,铜牛信息,软件服务,0.0,9.08,,0.0
65,300780.SZ,300780,德恩精工,机械基件,0.0,9.13,"中国国际金融香港资产管理有限公司-CICCFT5(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
66,300843.SZ,300843,胜蓝股份,元器件,0.0,9.18,"中信里昂资产管理有限公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
67,300880.SZ,300880,迦南智能,电器仪表,0.0,9.29,,0.0
68,300963.SZ,300963,中洲特材,小金属,0.0,9.34,,0.0
69,300948.SZ,300948,冠中生态,环境保护,0.0,9.35,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
珠海纽达投资管理有限公司-纽达投资畲江一号私募证券投资基金
九坤投资(北京)有限公司-九坤私享34号私募证券投资基金
广东英蓝资产管理有限公司-英蓝精英1号私募证券投资基金
北京源晖投资管理有限公司-源晖量化一号私募证券投资基金",5.0
70,300700.SZ,300700,岱勒新材,矿物制品,0.0,9.51,,0.0
71,300922.SZ,300922,天秦装备,机械基件,0.0,9.53,九坤投资(北京)有限公司-九坤私享33号私募证券投资基金,1.0
72,300846.SZ,300846,首都在线,软件服务,0.0,9.54,"中国工商银行股份有限公司-易方达中证人工智能主题交易型开放式指数证券投资基金
华安财保资管-浦发银行-华安财保资管安源11号定向资产管理产品",2.0
73,300918.SZ,300918,南山智尚,纺织,0.0,9.57,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
广东尚伟投资管理有限责任公司-尚泰1号证券投资基金",2.0
74,300917.SZ,300917,特发服务,房产服务,0.0,9.58,"中国农业银行股份有限公司-工银瑞信优质成长混合型证券投资基金
西藏中睿合银投资管理有限公司-中睿合银昊天1期对冲基金
兴业银行股份有限公司-天弘永利债券型证券投资基金
上海孝庸资产管理有限公司-孝庸金貔貅十六号私募证券投资基金
兴业银行股份有限公司-工银瑞信金融地产行业混合型证券投资基金
中国工商银行股份有限公司-天弘周期策略混合型证券投资基金
中国建设银行-工银瑞信精选平衡混合型证券投资基金
上海阿杏投资管理有限公司-阿杏兴杏1号私募证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-工银瑞信美丽城镇主题股票型证券投资基金",10.0
75,300878.SZ,300878,维康药业,中成药,0.0,9.67,,0.0
76,300354.SZ,300354,东华测试,电器仪表,0.0,9.68,"宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘乐享成长三期私募基金
宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘乐享成长八期私募证券投资基金
中央汇金资产管理有限责任公司
宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘乐享成长六期私募证券投资基金
宁波乾弘久盛资产管理合伙企业(有限合伙)-乾弘锐享成长一期私募证券投资基金",5.0
77,300868.SZ,300868,杰美特,通信设备,0.0,9.72,,0.0
78,300879.SZ,300879,大叶股份,农用机械,0.0,9.74,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
浙江九章资产管理有限公司-九章幻方青溪2号私募基金
中信里昂资产管理有限公司-客户资金",3.0
79,300916.SZ,300916,朗特智能,元器件,0.0,9.77,,0.0
80,300901.SZ,300901,中胤时尚,服饰,0.0,9.8,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯信仪中证500指数增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长2期私募证券投资基金
北京汐合精英投资有限公司-汐合量化1号私募证券投资基金",5.0
81,300606.SZ,300606,金太阳,矿物制品,0.0,9.82,,0.0
82,300615.SZ,300615,欣天科技,元器件,0.0,9.84,"建信信托有限责任公司-建信信托-私人银行家族信托单一信托6888号
广东盈瀚投资有限公司-盈瀚-金纵价值精选3号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中信里昂资产管理有限公司-客户资金",4.0
83,300742.SZ,300742,越博动力,汽车配件,0.0,9.85,"上海汉王歌石股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
伊犁苏新投资基金合伙企业(有限合伙)
交通银行股份有限公司-工银瑞信新能源汽车主题混合型证券投资基金",5.0
84,300665.SZ,300665,飞鹿股份,染料涂料,0.0,9.86,,0.0
85,300508.SZ,300508,维宏股份,软件服务,0.0,9.98,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
86,300932.SZ,300932,三友联众,元器件,0.0,10.01,,0.0
87,300912.SZ,300912,凯龙高科,环境保护,0.0,10.01,"中国农业银行股份有限公司-交银施罗德先锋混合型证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
华宝信托有限责任公司-“辉煌”85号单一资金信托",3.0
88,300933.SZ,300933,中辰股份,电气设备,0.0,10.05,珠海纽达投资管理有限公司-纽达投资畲江一号私募证券投资基金,1.0
89,300809.SZ,300809,华辰装备,机床制造,0.0,10.1,"招商银行股份有限公司-中泰玉衡价值优选灵活配置混合型证券投资基金
中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中小企业发展基金(江苏有限合伙)
上海明汯投资管理有限公司-明汯价值成长2期私募证券投资基金
宁波银行股份有限公司-中泰星元价值优选灵活配置混合型证券投资基金
中国建设银行股份有限公司-中泰开阳价值优选灵活配置混合型证券投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)",8.0
90,300890.SZ,300890,翔丰华,矿物制品,0.0,10.12,"中信里昂资产管理有限公司-客户资金
东海基金-东海证券股份有限公司-东海基金-金龙139号单一资产管理计划
杭州亘曦资产管理有限公司-亘曦1号私募证券投资基金
上海南土资产管理有限公司-南土资产诚品七号私募证券投资基金
中国建设银行股份有限公司-前海开源公用事业行业股票型证券投资基金
上海南土资产管理有限公司-东方赢家沃土二号私募证券投资基金",6.0
91,300650.SZ,300650,太龙照明,电气设备,0.0,10.2,,0.0
92,300952.SZ,300952,恒辉安防,纺织,0.0,10.23,,0.0
93,300950.SZ,300950,德固特,专用机械,0.0,10.25,"九坤投资(北京)有限公司-九坤私享33号私募证券投资基金
北京源晖投资管理有限公司-源晖量化一号私募证券投资基金",2.0
94,300270.SZ,300270,中威电子,通信设备,0.0,10.28,"宁波宁聚资产管理中心(有限合伙)-融通5号证券投资基金
株洲市国投创新创业投资有限公司-株洲市国投创盈私募股权基金合伙企业(有限合伙)
北京海厚泰资本管理有限公司-新乡市新投产业并购投资基金壹号合伙企业(有限合伙)",3.0
95,300626.SZ,300626,华瑞股份,电气设备,0.0,10.35,上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金,1.0
96,300946.SZ,300946,恒而达,机械基件,0.0,10.36,"中国国际金融香港资产管理有限公司-客户资金2
燧石投资管理(武汉)有限公司-燧石果壳1号私募证券投资基金",2.0
97,300958.SZ,300958,建工修复,环境保护,0.0,10.41,深圳前海鹰眼资本投资管理有限公司-福照1号鹰眼私募证券投资基金,1.0
98,300990.SZ,300990,同飞股份,专用机械,0.0,10.47,,0.0
99,300509.SZ,300509,新美星,专用机械,0.0,10.51,"上海胤狮投资管理有限公司-胤狮15号私募证券投资基金
上海胤狮投资管理有限公司-胤狮9号私募证券投资基金
上海胤狮投资管理有限公司-胤狮17号私募证券投资基金
上海胤狮投资管理有限公司-胤狮10号私募证券投资基金",4.0
100,300942.SZ,300942,易瑞生物,生物制药,0.0,10.54,上海紫阁投资管理有限公司-紫阁骏益1号私募证券投资基金,1.0
101,300935.SZ,300935,盈建科,软件服务,0.0,10.54,"泰康资产管理有限责任公司-积极配置投资产品
招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金
基本养老保险基金一二零四组合
上海申九资产管理有限公司-申九全天候7号私募证券投资基金",4.0
102,300909.SZ,300909,汇创达,元器件,0.0,10.54,"西藏博弈道资产管理有限公司
中信里昂资产管理有限公司-客户资金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",4.0
103,300847.SZ,300847,中船汉光,化工原料,0.0,10.55,"中国对外经济贸易信托有限公司-外贸信托·华资1号单一资金信托
中信里昂资产管理有限公司-客户资金",2.0
104,300985.SZ,300985,致远新能,汽车配件,0.0,10.56,,0.0
105,300822.SZ,300822,贝仕达克,元器件,0.0,10.56,"中国工商银行股份有限公司-海富通中小盘混合型证券投资基金
上海睿亿投资发展中心(有限合伙)-睿亿投资攀山二期证券私募投资基金
中信里昂资产管理有限公司-客户资金
东方资管-工行-东方红6号集合资产管理计划",4.0
106,300852.SZ,300852,四会富仕,元器件,0.0,10.61,,0.0
107,300833.SZ,300833,浩洋股份,专用机械,0.0,10.66,"大成基金-“农银私行·安心快线天天利”开放式人民币理财产品-大成基金定增主题168号单一资产管理计划
基本养老保险基金八零二组合
深圳市前海宏泰恒信基金管理有限公司-宏泰熙琪1号私募证券投资基金
深圳市前海宏泰恒信基金管理有限公司-宏泰牛刀1号私募证券投资基金
上海宽远资产管理有限公司-宽远沪港深优选私募证券投资基金
中国民生银行股份有限公司-天弘创新成长混合型发起式证券投资基金
中国工商银行股份有限公司-中欧价值智选回报混合型证券投资基金",7.0
108,300826.SZ,300826,测绘股份,建筑工程,0.0,10.7,,0.0
109,300905.SZ,300905,宝丽迪,塑料,0.0,10.76,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中信里昂资产管理有限公司-客户资金",3.0
110,300778.SZ,300778,新城市,建筑工程,0.0,10.79,"中国国际金融香港资产管理有限公司-CICCFT5(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
111,300275.SZ,300275,梅安森,软件服务,0.0,10.82,国融翰泽金融信息服务(北京)有限公司-国融CTA多策略1号私募投资基金,1.0
112,300837.SZ,300837,浙矿股份,专用机械,0.0,10.89,"中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
中国农业银行-大成精选增值混合型证券投资基金
中国银行股份有限公司-工银瑞信战略新兴产业混合型证券投资基金
基本养老保险基金一二零一组合
中国农业银行股份有限公司-富国创业板两年定期开放混合型证券投资基金",5.0
113,300797.SZ,300797,钢研纳克,电器仪表,0.0,10.91,浙江九章资产管理有限公司-九章幻方青溪3号私募基金,1.0
114,300915.SZ,300915,海融科技,食品,0.0,10.91,上海宽德投资管理中心(有限合伙)-宽德小众山6号私募证券投资基金,1.0
115,300619.SZ,300619,金银河,专用机械,0.0,10.98,,0.0
116,300756.SZ,300756,金马游乐,专用机械,0.0,11.03,"光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
中金公司-建设银行-中金新锐股票型集合资产管理计划
华融证券-工商银行-华融分级固利38号集合资产管理计划",3.0
117,300535.SZ,300535,达威股份,化工原料,0.0,11.07,中国国际金融香港资产管理有限公司-CICCFT5(QFII),1.0
118,300743.SZ,300743,天地数码,IT设备,0.0,11.08,"中国国际金融香港资产管理有限公司-CICCFT9(QFII)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
119,300884.SZ,300884,狄耐克,通信设备,0.0,11.14,"中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
120,300842.SZ,300842,帝科股份,半导体,0.0,11.23,中国工商银行股份有限公司-广发改革先锋灵活配置混合型证券投资基金,1.0
121,300779.SZ,300779,惠城环保,环境保护,0.0,11.24,,0.0
122,300883.SZ,300883,龙利得,造纸,0.0,11.27,"中信里昂资产管理有限公司-客户资金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金
中国国际金融香港资产管理有限公司-CICCFT9(QFII)
中国国际金融香港资产管理有限公司-客户资金2",6.0
123,300877.SZ,300877,金春股份,纺织,0.0,11.3,,0.0
124,300611.SZ,300611,美力科技,机械基件,0.0,11.3,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
125,300417.SZ,300417,南华仪器,电器仪表,0.0,11.33,"中央汇金资产管理有限责任公司
民生证券-中信证券-民生证券财富1号集合资产管理计划",2.0
126,300478.SZ,300478,杭州高新,橡胶,0.0,11.37,,0.0
127,300505.SZ,300505,川金诺,化工原料,0.0,11.38,"上海极灏资产管理有限公司-极灏泽信精选4号私募证券投资基金
上海极灏资产管理有限公司-极灏泽信精选1号私募证券投资基金
共青城胜恒投资管理有限公司-颐和精选定增私募投资基金
上海含德股权投资基金管理有限公司-含德盛世3号定增投资私募基金",4.0
128,300939.SZ,300939,秋田微,元器件,0.0,11.43,,0.0
129,300405.SZ,300405,科隆股份,化工原料,0.0,11.43,中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划,1.0
130,300863.SZ,300863,卡倍亿,汽车配件,0.0,11.61,,0.0
131,300862.SZ,300862,蓝盾光电,电器仪表,0.0,11.66,,0.0
132,300796.SZ,300796,贝斯美,化工原料,0.0,11.68,嘉兴保航股权投资基金合伙企业(有限合伙),1.0
133,300786.SZ,300786,国林科技,环境保护,0.0,11.7,"贵州贵安创业投资基金(有限合伙)
上海一村投资管理有限公司-一村斡元1号私募证券投资基金",2.0
134,300864.SZ,300864,南大环境,环境保护,0.0,11.72,"深圳市允泰投资管理有限公司-允泰铭汇私募证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
深圳坤钰资产管理有限公司-坤钰进化者私募证券投资基金",5.0
135,300605.SZ,300605,恒锋信息,软件服务,0.0,11.73,,0.0
136,300925.SZ,300925,法本信息,软件服务,0.0,11.73,,0.0
137,300437.SZ,300437,清水源,化工原料,0.0,11.81,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
138,300828.SZ,300828,锐新科技,铝,0.0,11.95,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
浙江九章资产管理有限公司-幻方星月石私募基金
中信里昂资产管理有限公司-客户资金",3.0
139,300965.SZ,300965,恒宇信通,元器件,0.0,12.03,,0.0
140,300820.SZ,300820,英杰电气,电气设备,0.0,12.07,,0.0
141,300961.SZ,300961,深水海纳,环境保护,0.0,12.08,浙江盈阳资产管理股份有限公司-盈阳资产三十六号私募证券投资基金,1.0
142,300986.SZ,300986,志特新材,铝,0.0,12.18,,0.0
143,300853.SZ,300853,申昊科技,机械基件,0.0,12.25,"上海循理资产管理有限公司——盛源1号私募证券投资基金
上海循理资产管理有限公司——循理盛源2号私募证券投资基金
上海循理资产管理有限公司——循理盛源5号私募证券投资基金
上海循理资产管理有限公司-盛源1号私募证券投资基金
上海永拓投资管理有限公司-永拓投资久盈1号私募证券投资基金
上海循理资产管理有限公司-循理盛源5号私募证券投资基金
上海永拓投资管理有限公司——永拓投资久盈1号私募证券投资基金",7.0
144,300461.SZ,300461,田中精机,专用机械,0.0,12.37,,0.0
145,300694.SZ,300694,蠡湖股份,汽车配件,0.0,12.38,,0.0
146,300898.SZ,300898,熊猫乳品,乳制品,0.0,12.48,"上海一村投资管理有限公司-一村滦海扬帆1号私募证券投资基金
中泰证券资管-中泰资管6008号FOF单一资产管理计划-中泰资管9511号单一资产管理计划
上海孝庸资产管理有限公司-孝庸金貔貅十八号私募证券投资基金
兴证证券资管-中信银行-兴证资管玉麒麟科睿创享7号集合资产管理计划
上海孝庸资产管理有限公司-孝庸资产-招享股票中性2号私募证券投资基金
兴证证券资管-中信银行-兴证资管玉麒麟科睿创享6号集合资产管理计划
上海阿杏投资管理有限公司-阿杏兴杏1号私募证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
鹏华基金-农业银行-鹏华基金农银量化2号集合资产管理计划
鹏华基金-光大银行-鹏华基金阳光1号集合资产管理计划
深圳市博益安盈资产管理有限公司-博益安盈精选1号私募投资基金
浮石(北京)投资有限公司-浮石投资-招享股票中性1号私募证券投资基金",12.0
147,300892.SZ,300892,品渥食品,乳制品,0.0,12.68,"中国建设银行股份有限公司-万家消费成长股票型证券投资基金
广发银行股份有限公司-中欧盛世成长分级股票型证券投资基金
广州天盈资产管理有限公司-天盈精选私募证券投资基金
广州天盈资产管理有限公司-天盈能胜一号私募证券投资基金
招商银行股份有限公司-东方红睿满沪港深灵活配置混合型证券投资基金(LOF)
宁波银行股份有限公司-东方红智远三年持有期混合型证券投资基金",6.0
148,300584.SZ,300584,海辰药业,化学制药,0.0,12.78,"中国银行股份有限公司-富国积极成长一年定期开放混合型证券投资基金
西藏信托有限公司-西藏信托-智臻33号集合资金信托计划",2.0
149,300411.SZ,300411,金盾股份,专用机械,0.0,12.81,,0.0
150,300389.SZ,300389,艾比森,半导体,0.0,12.85,中央汇金资产管理有限责任公司,1.0
