,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
18,300152.SZ,300152,科融环境,环境保护,8.01,5.0,0.0,4.28,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
19,000038.SZ,000038,深大通,广告包装,7.88,5.0,1.0,14.9,"高质押率, 国资入股, "
20,300317.SZ,300317,珈伟新能,半导体,7.88,5.0,1.0,6.78,"光伏, 高质押率, 锂电池, 新能源汽车, 石墨烯, 共享经济, LED, "
21,000836.SZ,000836,富通鑫茂,通信设备,7.87,5.0,1.0,5.37,"5G, 光通信, 无人驾驶, 股权转让, 智慧安防, 独角兽, "
22,600213.SH,600213,亚星客车,汽车整车,7.55,5.0,0.0,11.85,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
23,300265.SZ,300265,通光线缆,电气设备,7.23,5.0,1.0,11.21,"5G, 特高压, 光通信, 军工, 军民融合, "
24,300128.SZ,300128,锦富技术,元器件,7.2,5.0,1.0,5.46,"OLED, 新零售, 石油化工, 物联网, 光伏, 大数据, 云计算, 石墨烯, 股权转让, VR&AR, 苹果产业链, "
25,002517.SZ,002517,恺英网络,互联网,7.19,2.0,1.0,4.32,"回购, 直播/短视频, 区块链, 电竞, VR&AR, 游戏, 手游, 动漫, "
26,000800.SZ,000800,一汽轿车,汽车整车,7.16,8.0,1.0,11.61,"新能源整车, 汽车整车, 混改, 央企改革, 百度概念股, 无人驾驶, 铁总混改, 新能源汽车, 共享经济, "
27,600775.SH,600775,南京熊猫,通信设备,6.99,7.0,1.0,15.55,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
28,600759.SH,600759,洲际油气,石油开采,6.94,7.0,0.0,5.09,"油服, 油气改革, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, "
29,002498.SZ,002498,汉缆股份,电气设备,6.94,5.0,1.0,3.5,"特高压, "
30,603363.SH,603363,傲农生物,饲料,6.88,9.0,1.0,26.45,"饲料, 养猪, 动物保健, "
31,002385.SZ,002385,大北农,饲料,6.82,5.0,0.0,7.84,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
32,002662.SZ,002662,京威股份,汽车配件,6.7,5.0,1.0,5.83,"高股息, 新能源整车, 汽车零部件, 无人驾驶, 燃料电池, 新能源汽车, "
33,002631.SZ,002631,德尔未来,家居用品,6.69,5.0,1.0,10.52,"石墨烯, 家具家居, "
34,002668.SZ,002668,奥马电器,家用电器,6.69,5.0,1.0,7.11,"供应链金融, 白色家电, 家电, 互联网金融, 区块链, 股权转让, 国资入股, "
35,603519.SH,603519,立霸股份,家用电器,6.59,5.0,1.0,14.47,"白色家电, 家电, "
36,300561.SZ,300561,汇金科技,软件服务,6.59,6.0,1.0,17.67,"物联网, 互联网金融, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, "
37,600503.SH,600503,华丽家族,区域地产,6.54,5.0,1.0,5.17,"华为产业链, 恒大概念股, 房地产, 智能制造, 石墨烯, 期货概念, 机器人, "
38,300578.SZ,300578,会畅通讯,通信设备,6.41,3.0,1.0,23.53,"业绩预增, 大数据, 资产重组, "
39,300145.SZ,300145,中金环境,专用机械,6.35,7.0,0.0,6.29,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
40,300492.SZ,300492,山鼎设计,建筑施工,6.24,7.0,0.0,34.51,"新零售, 跨境电商, 复牌股, 年报季报, 装修装饰, 体育产业, "
41,002210.SZ,002210,飞马国际,仓储物流,6.16,7.0,1.0,6.92,"粤港澳大湾区, 高质押率, 快递物流, 国资入股, 资产重组, "
42,000650.SZ,000650,仁和药业,中成药,6.16,5.0,0.0,8.83,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
43,000996.SZ,000996,中国中期,汽车服务,6.11,5.0,1.0,17.35,"汽车销售, 期货概念, "
44,000680.SZ,000680,山推股份,工程机械,6.09,5.0,1.0,4.74,"一带一路, 机械, 山东国企改革, "
45,601865.SH,601865,福莱特,玻璃,6.06,2.0,0.0,14.1,"次新股, 光伏, "
46,000413.SZ,000413,东旭光电,元器件,5.79,5.0,1.0,6.78,"OLED, MSCI, 新能源整车, 汽车整车, 华为产业链, 定增破发, 燃料电池, 智能制造, 新能源汽车, 石墨烯, 智慧城市, 3D玻璃, 机器人, "
47,300238.SZ,300238,冠昊生物,医疗保健,5.75,5.0,0.0,19.9,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
48,002100.SZ,002100,天康生物,饲料,5.72,5.0,0.0,11.54,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
49,603399.SH,603399,吉翔股份,小金属,5.64,1.0,0.0,12.8,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, "
50,300023.SZ,300023,宝德股份,专用机械,5.62,5.0,0.0,8.07,"油服, 页岩气, 工业自动化, 智能制造, 强势人气股, "
51,300325.SZ,300325,德威新材,塑料,5.59,8.0,1.0,6.53,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, "
52,000637.SZ,000637,茂化实华,石油加工,5.46,5.0,1.0,6.34,"油气改革, 石油化工, 燃料电池, "
53,300292.SZ,300292,吴通控股,软件服务,5.42,8.0,1.0,5.9,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
54,300461.SZ,300461,田中精机,专用机械,5.41,1.0,0.0,28.39,"工业自动化, 智能制造, 无线充电, 3D玻璃, "
55,300176.SZ,300176,派生科技,汽车配件,5.41,7.0,1.0,25.88,"特斯拉, 供应链金融, 汽车零部件, 宁德时代概念股, 互联网金融, 举牌股, 高送转, 股权转让, "
56,601011.SH,601011,宝泰隆,焦炭加工,5.41,5.0,1.0,7.4,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
57,300138.SZ,300138,晨光生物,食品,5.24,5.0,0.0,8.59,"海底捞概念股, 回购, 独角兽, "
58,000504.SZ,000504,南华生物,环境保护,5.23,1.0,0.0,14.83,"湖南国企改革, 智慧城市, "
59,002418.SZ,002418,康盛股份,机械基件,5.22,7.0,1.0,6.22,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
60,000070.SZ,000070,特发信息,通信设备,5.21,7.0,0.0,19.2,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, "
61,603168.SH,603168,莎普爱思,化学制药,5.16,5.0,1.0,10.1,"医药, 化学药, 眼科, 股权转让, "
62,002166.SZ,002166,莱茵生物,中成药,5.16,9.0,1.0,11.47,"广西, "
63,300022.SZ,300022,吉峰科技,农用机械,5.11,6.0,0.0,6.32,"乡村振兴, 农机, "
64,300409.SZ,300409,道氏技术,陶瓷,5.09,5.0,1.0,18.45,"有色金属, 供应链金融, 有色-钴, 定增破发, 锂电池, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
65,600438.SH,600438,通威股份,饲料,5.08,5.0,1.0,14.54,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
66,300194.SZ,300194,福安药业,化学制药,5.07,9.0,1.0,9.33,"医药, 化学药, 工业大麻, "
67,300528.SZ,300528,幸福蓝海,影视音像,5.05,5.0,1.0,10.48,"影视, "
68,002274.SZ,002274,华昌化工,农药化肥,5.03,5.0,0.0,14.97,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
69,002692.SZ,002692,远程股份,电气设备,5.02,5.0,1.0,4.88,"特高压, 军工, 军民融合, "
70,601519.SH,601519,大智慧,软件服务,5.01,1.0,0.0,10.48,"互联网金融, 国产软件, 彩票, ST摘帽, 强势人气股, "
71,000702.SZ,000702,正虹科技,饲料,5.0,5.0,0.0,8.34,"饲料, 业绩预增, 湖南国企改革, 农垦, "
72,000995.SZ,000995,*ST皇台,白酒,4.96,9.0,1.0,7.74,"教育, 白酒, 资产重组, ST股, 壳公司, "
73,002828.SZ,002828,贝肯能源,石油开采,4.91,5.0,0.0,15.52,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, "
74,603533.SH,603533,掌阅科技,互联网,4.88,2.0,0.0,23.5,"独角兽, "
75,300471.SZ,300471,厚普股份,专用机械,4.85,8.0,1.0,15.37,"油服, 油气改革, 页岩气, 天然气, 燃料电池, 股权转让, 强势人气股, "
76,002600.SZ,002600,领益智造,元器件,4.8,5.0,0.0,6.94,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
77,002665.SZ,002665,首航节能,电气设备,4.77,7.0,1.0,5.68,"回购, 储能, 定增破发, 雄安-公共服务, 雄安新区, 股权转让, 资产重组, "
78,000982.SZ,000982,*ST中绒,纺织,4.72,9.0,0.0,2.44,"纺织服装, 低价股, ST股, 宁夏, "
79,300266.SZ,300266,兴源环境,环境保护,4.68,5.0,0.0,6.99,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
80,300198.SZ,300198,纳川股份,塑料,4.66,7.0,0.0,5.18,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 共享经济, "
81,002952.SZ,002952,亚世光电,元器件,4.61,1.0,0.0,66.29,"次新股, "
82,300305.SZ,300305,裕兴股份,塑料,4.6,2.0,1.0,8.74,"OLED, 回购, "
83,603906.SH,603906,龙蟠科技,化工原料,4.59,7.0,1.0,11.38,"社保重仓, 石油化工, "
84,002825.SZ,002825,纳尔股份,化工原料,4.55,2.0,1.0,17.9,"业绩预增, 煤化工, "
85,600478.SH,600478,科力远,元器件,4.53,5.0,1.0,6.57,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
86,300622.SZ,300622,博士眼镜,其他商业,4.46,5.0,1.0,21.66,"高送转-预期, 眼科, "
87,300116.SZ,300116,坚瑞沃能,电气设备,4.44,5.0,0.0,2.34,"锂电池, 新能源汽车, 低价股, "
88,001696.SZ,001696,宗申动力,摩托车,4.44,9.0,1.0,9.35,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
89,600120.SH,600120,浙江东方,商贸代理,4.41,2.0,1.0,17.63,"浙江国企改革, 信托, 债转股-AMC, 量子通信, 期货概念, 独角兽, 科创板概念股, 创投, "
90,002713.SZ,002713,东易日盛,装修装饰,4.35,2.0,1.0,18.82,"装配式建筑, 智慧物流, 智能制造, 住房租赁, 装修装饰, "
91,002847.SZ,002847,盐津铺子,食品,4.3,5.0,1.0,30.8,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
92,603160.SH,603160,汇顶科技,元器件,4.29,9.0,1.0,127.3,"高价股, 华为产业链, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, "
93,600604.SH,600604,市北高新,园区开发,4.28,5.0,0.0,17.58,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
94,603012.SH,603012,创力集团,专用机械,4.23,2.0,0.0,9.2,"新能源汽车, 充电桩, "
95,300508.SZ,300508,维宏股份,软件服务,4.16,5.0,0.0,34.08,"工业自动化, 智能制造, 工业互联网, "
96,600150.SH,600150,中国船舶,船舶,4.15,5.0,1.0,26.91,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
97,300427.SZ,300427,红相股份,电气设备,4.13,8.0,1.0,16.75,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
98,600107.SH,600107,美尔雅,服饰,4.11,5.0,1.0,8.61,"金改, 纺织服装, 期货概念, 壳公司, "
99,300006.SZ,300006,莱美药业,化学制药,4.11,4.0,0.0,7.93,"业绩预增, 医药, 化学药, "
100,002758.SZ,002758,华通医药,医药商业,4.09,8.0,0.0,12.85,"医药商业, 医药, 中药, "
101,600128.SH,600128,弘业股份,商贸代理,4.02,5.0,1.0,9.8,"期货概念, 强势人气股, 创投, "
102,300567.SZ,300567,精测电子,电器仪表,3.98,2.0,1.0,77.0,"OLED, 业绩预增, 工业自动化, 智能制造, 苹果产业链, "
103,000409.SZ,000409,*ST地矿,综合类,3.94,2.0,0.0,7.13,"山东国企改革, 雄安新区, 雄安-工程基建, 股权转让, 国资入股, 资产重组, ST股, "
104,300430.SZ,300430,诚益通,电器仪表,3.93,7.0,0.0,13.38,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
105,600157.SH,600157,永泰能源,煤炭开采,3.9,5.0,1.0,2.4,"火电, 煤炭, 二胎, 民营医院, 页岩气, 高质押率, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, "
106,600165.SH,600165,新日恒力,钢加工,3.87,5.0,1.0,6.43,"壳公司, 宁夏, "
107,002638.SZ,002638,勤上股份,半导体,3.85,5.0,1.0,3.35,"教育, 破净股, LED, "
108,300134.SZ,300134,大富科技,通信设备,3.84,7.0,1.0,16.48,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
109,000595.SZ,000595,宝塔实业,机械基件,3.83,5.0,1.0,3.99,"军工, 高铁轨交, ST摘帽, 宁夏, "
110,002548.SZ,002548,金新农,饲料,3.82,9.0,0.0,15.33,"回购, 饲料, 养猪, 股权转让, 动物保健, "
111,002088.SZ,002088,鲁阳节能,矿物制品,3.76,5.0,1.0,14.3,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
112,002115.SZ,002115,三维通信,通信设备,3.76,7.0,1.0,14.21,"5G, 业绩预增, "
113,300262.SZ,300262,巴安水务,环境保护,3.75,3.0,0.0,10.02,"水务, 社保重仓, 兜底式增持, PPP, "
114,300254.SZ,300254,仟源医药,化学制药,3.74,5.0,1.0,10.1,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
115,603681.SH,603681,永冠新材,化工原料,3.74,6.0,0.0,34.93,"次新股, "
116,300766.SZ,300766,每日互动,互联网,3.73,9.0,0.0,68.61,
117,600303.SH,600303,曙光股份,汽车整车,3.7,5.0,1.0,5.39,"新能源整车, 振兴东北, 汽车整车, 汽车零部件, 新能源汽车, 股权转让, "
118,600773.SH,600773,西藏城投,区域地产,3.69,5.0,1.0,8.14,"定增破发, 房地产, 锂电池, 上海国企改革, 新能源汽车, 石墨烯, 西藏, "
119,300489.SZ,300489,中飞股份,铝,3.68,7.0,1.0,18.66,"有色-铝, 核电, 有色金属, 军工, 军民融合, "
120,300072.SZ,300072,三聚环保,环境保护,3.66,6.0,1.0,11.48,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, "
121,300540.SZ,300540,深冷股份,专用机械,3.66,9.0,0.0,24.7,"天然气, "
122,000510.SZ,000510,金路集团,化工原料,3.6,5.0,1.0,5.75,"烧碱, PVC, 教育, 石墨烯, 年报季报, "
123,300241.SZ,300241,瑞丰光电,半导体,3.59,5.0,1.0,8.02,"汽车零部件, 举牌股, LED, 虹膜识别, "
124,603079.SH,603079,圣达生物,食品,3.59,1.0,0.0,26.84,"维生素, "
125,603113.SH,603113,金能科技,化工原料,3.59,5.0,1.0,16.4,"煤炭, 甲醇, 业绩预增, 石油化工, 炭黑, 燃料电池, "
126,300679.SZ,300679,电连技术,元器件,3.57,9.0,1.0,43.82,"5G, 华为产业链, 小米概念股, "
127,601028.SH,601028,玉龙股份,钢加工,3.57,5.0,1.0,6.0,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, "
128,002139.SZ,002139,拓邦股份,元器件,3.56,5.0,1.0,6.77,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, "
129,000063.SZ,000063,中兴通讯,通信设备,3.56,7.0,1.0,35.53,"5G, 光通信, 白马股, MSCI, 物联网, 百度概念股, 互联网金融, 移动支付, 大数据, 云计算, 人工智能, 智慧城市, "
130,002471.SZ,002471,中超控股,电气设备,3.55,6.0,1.0,3.89,"新能源汽车, 石墨烯, 充电桩, 科创板概念股, "
131,002567.SZ,002567,唐人神,饲料,3.52,9.0,0.0,17.37,"回购, 饲料, 养猪, 股权转让, 国资入股, "
132,002549.SZ,002549,凯美特气,环境保护,3.52,5.0,1.0,7.46,"业绩预增, 碳交易, "
133,600777.SH,600777,新潮能源,综合类,3.51,5.0,0.0,3.02,"MSCI, 油服, 油气改革, 可燃冰, 赛马, 业绩预增, 天然气, 低价股, "
134,300048.SZ,300048,合康新能,电气设备,3.5,8.0,1.0,3.68,"新能源整车, 新能源汽车, 共享经济, 充电桩, "
135,300421.SZ,300421,力星股份,机械基件,3.49,5.0,1.0,20.86,"回购, 高送转, "
136,600868.SH,600868,梅雁吉祥,水力发电,3.47,9.0,0.0,5.91,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
137,000622.SZ,000622,恒立实业,汽车配件,3.44,2.0,0.0,7.02,"汽车零部件, 壳公司, 强势人气股, "
138,300680.SZ,300680,隆盛科技,汽车配件,3.43,5.0,1.0,20.44,"高送转-预期, 汽车零部件, 定增破发, 燃料电池, "
139,300228.SZ,300228,富瑞特装,化工机械,3.43,5.0,1.0,8.17,"海工装备, 新能源整车, 油气改革, 可燃冰, 页岩气, 天然气, 燃料电池, 新能源汽车, "
140,002211.SZ,002211,宏达新材,橡胶,3.42,5.0,0.0,7.54,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, "
141,600583.SH,600583,海油工程,石油开采,3.41,2.0,1.0,6.23,"MSCI, 油服, 海工装备, 油气改革, 可燃冰, 央企改革, 天然气, "
142,603679.SH,603679,华体科技,电气设备,3.39,9.0,1.0,48.39,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
143,002788.SZ,002788,鹭燕医药,医药商业,3.38,5.0,1.0,16.72,"医药商业, 医药, 中药, 医疗器械, "
144,603110.SH,603110,东方材料,染料涂料,3.37,5.0,1.0,15.62,"回购, 石墨烯, "
145,300217.SZ,300217,东方电热,电器仪表,3.36,5.0,1.0,3.52,"5G, 油服, 业绩预增, 光伏, 3D玻璃, "
146,600166.SH,600166,福田汽车,汽车整车,3.35,9.0,1.0,2.88,"新能源整车, 汽车整车, 回购, 破净股, 重卡, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 低价股, "
147,600523.SH,600523,贵航股份,汽车配件,3.34,9.0,1.0,15.01,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, "
148,600235.SH,600235,民丰特纸,造纸,3.32,2.0,0.0,7.81,"浙江国企改革, 造纸, 强势人气股, 创投, "
149,300157.SZ,300157,恒泰艾普,石油开采,3.32,5.0,0.0,6.17,"油服, 油气改革, 可燃冰, 回购, 页岩气, 天然气, 雄安-公共服务, 雄安新区, 大数据, 地热, 创投, "
150,300310.SZ,300310,宜通世纪,通信设备,3.31,7.0,1.0,6.81,"混改, 华为产业链, 物联网, 定增破发, 互联网医疗, 工业互联网, "
151,300267.SZ,300267,尔康制药,化学制药,3.29,7.0,0.0,8.41,"高质押率, 医药, 化学药, 工业大麻, "
152,603042.SH,603042,华脉科技,通信设备,3.28,7.0,1.0,16.84,"5G, 光通信, "
153,300404.SZ,300404,博济医药,医疗保健,3.27,9.0,0.0,19.85,"医药, 创新药, "
154,600831.SH,600831,广电网络,影视音像,3.26,2.0,0.0,12.43,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
155,603829.SH,603829,洛凯股份,电气设备,3.25,4.0,0.0,14.27,
156,300032.SZ,300032,金龙机电,元器件,3.24,5.0,1.0,4.05,"小米概念股, 智能制造, 共享经济, 机器人, "
157,603186.SH,603186,华正新材,元器件,3.23,7.0,1.0,32.8,"5G, 锂电池, 新能源汽车, "
158,002089.SZ,002089,新海宜,通信设备,3.22,7.0,1.0,5.74,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
159,000831.SZ,000831,五矿稀土,小金属,3.22,2.0,1.0,12.49,"央企改革, 业绩预增, 稀土磁材, "
160,603966.SH,603966,法兰泰克,机械基件,3.22,5.0,0.0,14.55,"机械, "
161,300208.SZ,300208,青岛中程,电气设备,3.2,7.0,1.0,8.68,"有色金属, 有色-镍, 举牌股, "
162,002865.SZ,002865,钧达股份,汽车配件,3.19,2.0,0.0,22.82,"高送转-预期, 汽车零部件, 海南自由贸易港, 自贸区, 自由贸易港, 海南, "
163,603606.SH,603606,东方电缆,电气设备,3.19,7.0,1.0,13.25,"业绩预增, 风电, "
164,002554.SZ,002554,惠博普,石油开采,3.18,5.0,0.0,3.93,"油服, 油气改革, 可燃冰, 页岩气, 天然气, "
165,603368.SH,603368,柳药股份,医药商业,3.18,3.0,0.0,36.77,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
166,603711.SH,603711,香飘飘,软饮料,3.18,5.0,0.0,33.67,"大消费, 饮料, "
167,300509.SZ,300509,新美星,专用机械,3.16,1.0,0.0,17.76,"工业自动化, 智能制造, 包装印刷, "
168,603618.SH,603618,杭电股份,电气设备,3.15,7.0,1.0,7.48,"5G, 特高压, 光通信, 石墨烯, "
169,600805.SH,600805,悦达投资,综合类,3.14,5.0,1.0,7.28,"汽车整车, 社保重仓, 破净股, 农机, 石墨烯, "
170,002897.SZ,002897,意华股份,元器件,3.1,2.0,1.0,26.06,"5G, 光通信, 华为产业链, 汽车零部件, 小米概念股, 智能制造, "
171,002249.SZ,002249,大洋电机,电气设备,3.08,8.0,1.0,6.66,"北汽新能源, 燃料电池, 新能源汽车, 共享经济, "
172,600853.SH,600853,龙建股份,建筑施工,3.08,5.0,1.0,5.33,"振兴东北, 大基建, PPP, "
173,300139.SZ,300139,晓程科技,元器件,3.07,2.0,0.0,13.47,"智能仪表, 半导体, 黄金, "
174,603520.SH,603520,司太立,化学制药,3.07,2.0,0.0,31.77,"回购, 医药, 化学药, 资产重组, "
175,603637.SH,603637,镇海股份,建筑施工,3.05,5.0,1.0,17.8,"大气治理, 环保, 举牌股, 股权争夺, "
176,002592.SZ,002592,八菱科技,汽车配件,3.05,8.0,1.0,25.72,"回购, 汽车零部件, 燃料电池, 广西, 股权转让, "
177,000823.SZ,000823,超声电子,元器件,3.03,7.0,0.0,12.3,"PCB板, 小米概念股, 苹果产业链, "
178,002288.SZ,002288,超华科技,元器件,3.02,7.0,1.0,5.59,"PCB板, 半导体, 智慧城市, 智慧安防, 独角兽, "
179,601066.SH,601066,中信建投,证券,2.99,3.0,0.0,27.18,"券商, 新进指数成份股, 强势人气股, "
180,002278.SZ,002278,神开股份,化工机械,2.99,2.0,0.0,8.57,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
181,000551.SZ,000551,创元科技,专用机械,2.99,5.0,0.0,8.61,"大气治理, 北斗导航, 环保, "
182,002157.SZ,002157,正邦科技,饲料,2.98,5.0,0.0,20.95,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
183,300090.SZ,300090,盛运环保,环境保护,2.97,5.0,1.0,2.61,"固废处理, 环保, 低价股, 股权转让, "
184,300587.SZ,300587,天铁股份,橡胶,2.96,5.0,1.0,24.4,"高送转-预期, 高铁轨交, "
185,300369.SZ,300369,绿盟科技,软件服务,2.96,5.0,0.0,14.19,"社保重仓, 网络安全, 云计算, 工业互联网, 国产软件, 国产操作系统, 独角兽, "
186,300025.SZ,300025,华星创业,通信设备,2.95,7.0,1.0,6.37,"5G, 华为产业链, 物联网, 云计算, 股权转让, "
187,002524.SZ,002524,光正集团,医疗保健,2.94,8.0,1.0,5.88,"一带一路, 民营医院, 装配式建筑, 新疆, 眼科, 壳公司, 创投, "
188,300035.SZ,300035,中科电气,电气设备,2.93,5.0,1.0,6.17,"超级高铁, 锂电池, 新能源汽车, 石墨烯, "
189,002892.SZ,002892,科力尔,电气设备,2.93,2.0,0.0,49.98,"高送转-预期, 白色家电, 家电, 智能制造, 机器人, "
190,300435.SZ,300435,中泰股份,机械基件,2.92,9.0,1.0,20.1,"天然气, 煤化工, 燃料电池, 资产重组, "
191,002739.SZ,002739,万达电影,影视音像,2.92,7.0,0.0,26.42,"阿里巴巴概念股, 大消费, 资产重组, 影视, "
192,002045.SZ,002045,国光电器,元器件,2.92,5.0,0.0,7.0,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
193,002611.SZ,002611,东方精工,轻工机械,2.92,5.0,0.0,5.32,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
194,603083.SH,603083,剑桥科技,通信设备,2.92,7.0,1.0,35.81,"5G, 光通信, 工业互联网, "
195,603505.SH,603505,金石资源,矿物制品,2.9,5.0,0.0,19.66,"业绩预增, "
196,600691.SH,600691,阳煤化工,农药化肥,2.9,5.0,1.0,3.3,"甲醇, 煤化工, 化肥, 山西国企改革, "
197,000610.SZ,000610,西安旅游,旅游服务,2.9,7.0,0.0,16.26,"旅游, 特色小镇, 强势人气股, 创投, "
198,603738.SH,603738,泰晶科技,元器件,2.89,7.0,1.0,17.49,"被动元件, "
