,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_LIMIT,COL_FLOAT_HOLDERS
39,600517.SH,600517,国网英大,电气设备,7.79,True,True,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
40,000736.SZ,000736,中交地产,全国地产,7.81,True,True,
41,603767.SH,603767,中马传动,汽车配件,7.88,True,True,
42,603012.SH,603012,创力集团,专用机械,7.93,True,True,"中煤机械集团-财通证券-19中02EB担保及信托财产专户
中煤机械集团-财通证券-19中01EB担保及信托财产专户"
43,600606.SH,600606,绿地控股,全国地产,7.96,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
全国社保基金四一二组合"
44,002500.SZ,002500,山西证券,证券,7.99,True,True,"山西省科技基金发展有限公司
中吉金投资产管理有限公司-中吉金投-稳赢2号投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
45,002640.SZ,002640,跨境通,互联网,8.1,True,True,"珠海横琴安赐文化互联叁号股权投资基金企业(有限合伙)
广州开发区新兴产业投资基金管理有限公司
上海中平国瑀资产管理有限公司-上海中平国璟并购股权投资基金合伙企业(有限合伙)"
46,600909.SH,600909,华安证券,证券,8.13,True,True,东方创业-安信证券-19东创EB担保及信托财产专户
47,002403.SZ,002403,爱仕达,家用电器,8.18,True,True,
48,300364.SZ,300364,中文在线,出版业,8.19,True,True,
49,000426.SZ,000426,兴业矿业,铅锌,8.2,True,True,"北信瑞丰基金-民生银行-四川信托-辰星2号证券投资集合资金信托计划
上海中汇金锐投资管理有限公司-中汇金锐定增2期私募投资基金"
50,002797.SZ,002797,第一创业,证券,8.28,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
51,002707.SZ,002707,众信旅游,旅游服务,8.44,True,True,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金"
52,603318.SH,603318,派思股份,专用机械,8.55,True,True,"中意资管-招商银行-中意资产-招商银行-定增精选48号资产管理产品
太平资管-招商银行-粤财信托-定增宝1号基金集合资金信托计划"
53,002457.SZ,002457,青龙管业,塑料,8.61,True,True,中央汇金资产管理有限责任公司
54,002740.SZ,002740,爱迪尔,服饰,8.64,True,True,
55,002769.SZ,002769,普路通,仓储物流,8.79,True,True,
56,000851.SZ,000851,高鸿股份,软件服务,8.91,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金"
57,000656.SZ,000656,金科股份,区域地产,9.15,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
58,601020.SH,601020,华钰矿业,铅锌,9.28,True,True,"海通证券资管-海通证券股份有限公司-证券行业支持民企发展系列之海通证券资管1号FOF单一资产管理计划
交通银行股份有限公司-前海开源多元策略灵活配置混合型证券投资基金"
59,002128.SZ,002128,露天煤业,煤炭开采,9.34,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
60,600551.SH,600551,时代出版,出版业,9.6,True,True,中央汇金资产管理有限责任公司
61,300017.SZ,300017,网宿科技,电信运营,9.72,True,True,"香港中央结算有限公司(陆股通)
九泰基金-中证金融-九泰基金-泰增战略3号资产管理计划
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
九泰基金-中证金融-陈宝珍
博时基金-招商银行-江苏毅达并购成长股权投资基金(有限合伙)
博时基金-招商银行-西藏信托-晋泽1号单一资金信托
博时基金-招商银行-长城国融投资管理有限公司"
62,601519.SH,601519,大智慧,软件服务,9.77,True,True,
63,600604.SH,600604,市北高新,园区开发,10.0,True,True,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
64,300351.SZ,300351,永贵电器,元器件,10.02,True,True,
65,300224.SZ,300224,正海磁材,元器件,10.08,True,True,"中国长城资产管理股份有限公司
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
上汽颀臻(上海)资产管理有限公司-上汽投资-颀瑞1号
基本养老保险基金一二零四组合
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金"
66,600223.SH,600223,鲁商发展,区域地产,10.86,True,True,
67,600338.SH,600338,西藏珠峰,铅锌,11.5,True,True,"西藏信托有限公司-西藏信托-鼎证48号集合资金信托计划
香港中央结算有限公司(陆股通)"
68,603058.SH,603058,永吉股份,广告包装,11.66,True,True,
69,000800.SZ,000800,一汽解放,汽车整车,12.23,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划"
70,300460.SZ,300460,惠伦晶体,元器件,12.45,True,True,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金"
71,600546.SH,600546,山煤国际,煤炭开采,12.87,True,True,"全国社保基金一一二组合
全国社保基金一零七组合
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
中央汇金资产管理有限责任公司
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
全国社保基金四零三组合"
72,002428.SZ,002428,云南锗业,小金属,13.13,True,True,中央汇金资产管理有限责任公司
73,601878.SH,601878,浙商证券,证券,13.19,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
74,600559.SH,600559,老白干酒,白酒,13.43,True,True,"北京航天产业投资基金(有限合伙)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划"
75,600318.SH,600318,新力金融,多元金融,13.45,True,True,"华泰证券资管-招商银行-华泰家园3号集合资产管理计划
浙江九章资产管理有限公司-幻方星月石私募基金
青岛祝融富田投资管理有限公司-青岛祝融富田投资管理有限公司帛汇3号私募证券投资基金"
76,601881.SH,601881,中国银河,证券,13.75,True,True,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
全国社保基金四一二组合"
77,000987.SZ,000987,越秀金控,多元金融,13.87,True,True,
78,000796.SZ,000796,凯撒旅业,旅游服务,13.89,True,True,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金
79,600109.SH,600109,国金证券,证券,13.95,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
80,603113.SH,603113,金能科技,化工原料,14.24,True,True,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
国投创新(北京)投资基金有限公司
北京国投协力股权投资基金(有限合伙)
上海复星创富股权投资基金合伙企业(有限合伙)
国投创新(北京)投资基金有限公司
北京国投协力股权投资基金(有限合伙)
上海复星创富股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实研究精选混合型证券投资基金
上海复星创富股权投资基金合伙企业(有限合伙)
北京国投协力股权投资基金(有限合伙)
国投创新(北京)投资基金有限公司"
81,600185.SH,600185,格力地产,区域地产,14.5,True,True,"广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划"
82,002827.SZ,002827,高争民爆,化工原料,14.5,True,True,全国社会保障基金理事会转持一户
83,300565.SZ,300565,科信技术,通信设备,14.7,True,True,
84,002930.SZ,002930,宏川智慧,仓储物流,15.57,True,True,广东中科白云新兴产业创业投资基金有限公司
85,002669.SZ,002669,康达新材,化工原料,16.06,True,True,"金鹰基金-工商银行-万向信托-万向信托-星辰18号事务管理类单一资金信托
上海联一投资管理有限公司-上海军民融合产业股权投资基金合伙企业(有限合伙)
金鹰基金-工商银行-万向信托-万向信托-星辰18号事务管理类单一资金信托
上海联一投资管理有限公司-上海军民融合产业股权投资基金合伙企业(有限合伙)
兴业银行股份有限公司-太平灵活配置混合型发起式证券投资基金"
86,600383.SH,600383,金地集团,全国地产,16.22,True,True,香港中央结算有限公司(陆股通)
87,000501.SZ,000501,鄂武商A,百货,16.73,True,True,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中央汇金资产管理有限责任公司"
88,002577.SZ,002577,雷柏科技,IT设备,16.78,True,True,香港中央结算有限公司(陆股通)
89,603633.SH,603633,徕木股份,元器件,16.94,True,True,上海久奕一期股权投资基金合伙企业(有限合伙)
90,601990.SH,601990,南京证券,证券,17.03,True,True,中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
91,603906.SH,603906,龙蟠科技,化工原料,17.12,True,True,
92,600697.SH,600697,欧亚集团,百货,17.15,True,True,
93,600535.SH,600535,天士力,中成药,17.18,True,True,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
94,600129.SH,600129,太极集团,中成药,17.26,True,True,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司
重庆市供销合作发展股权投资基金有限公司"
95,300209.SZ,300209,天泽信息,软件服务,17.53,True,True,中国工商银行股份有限公司-南方大数据100指数证券投资基金
96,300464.SZ,300464,星徽精密,机械基件,17.53,True,True,"深圳市前海九派明家移动互联网产业基金合伙企业(有限合伙)
深圳狄道投资基金管理有限公司-狄道三号私募证券投资基金
深圳宝丰股权投资基金管理有限公司-深圳宝丰一号股权投资基金合伙企业(有限合伙)"
97,600827.SH,600827,百联股份,超市连锁,18.01,True,True,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
98,300085.SZ,300085,银之杰,软件服务,18.14,True,True,"香港中央结算有限公司(陆股通)
深圳市明达资产管理有限公司-明达12期私募投资基金
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划"
99,603069.SH,603069,海汽集团,公路,18.46,True,True,
100,002949.SZ,002949,华阳国际,建筑工程,18.59,True,True,"深圳市华阳中天资产管理企业(有限合伙)
深圳市华阳旭日资产管理企业(有限合伙)"
101,002951.SZ,002951,金时科技,广告包装,19.69,True,True,香港中央结算有限公司(陆股通)
102,002558.SZ,002558,巨人网络,互联网,19.86,True,True,"弘毅创领(上海)股权投资基金合伙企业(有限合伙)
国寿安保基金-渤海银行-民生信托-中国民生信托·至信170号世纪游轮定向增发集合资金信托计划"
103,300758.SZ,300758,七彩化学,染料涂料,20.19,True,True,
104,300735.SZ,300735,光弘科技,通信设备,20.85,True,True,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
招商银行股份有限公司-兴全合泰混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
招商银行股份有限公司-兴全合泰混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
兴全基金-农业银行-中国太平洋人寿保险-中国太平洋人寿股票主动管理型产品(个分红)委托投资"
105,601788.SH,601788,光大证券,证券,21.03,True,True,"平安大华基金-平安银行-平安银行股份有限公司
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
106,603718.SH,603718,海利生物,生物制药,21.22,True,True,
107,300293.SZ,300293,蓝英装备,专用机械,21.6,True,True,"滨海天地(天津)投资管理有限公司-滨海叶盛1号契约型私募投资基金
财通基金-湖南轻盐创业投资管理有限公司-财通基金安吉83号单一资产管理计划
滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金"
108,603198.SH,603198,迎驾贡酒,白酒,23.57,True,True,"安徽六安市迎驾慈善基金会
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金
基本养老保险基金一二零四组合"
109,000739.SZ,000739,普洛药业,化学制药,24.71,True,True,"香港中央结算有限公司(陆股通)
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)"
110,600993.SH,600993,马应龙,中成药,25.11,True,True,"中国农业银行股份有限公司-大成睿享混合型证券投资基金
中央汇金资产管理有限责任公司
全国社保基金五零三组合
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
摩根士丹利投资管理公司-摩根士丹利中国A股基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金"
111,601696.SH,601696,中银证券,证券,25.49,True,True,"广东英蓝资产管理有限公司-英蓝精英1号私募证券投资基金
中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金
上海申九资产管理有限公司-申九全天候2号私募证券投资基金"
112,688108.SH,688108,赛诺医疗,医疗保健,25.79,True,True,深圳前海汇富雪球基金管理有限公司-汇富雪球医药医疗大健康一号基金
113,603189.SH,603189,网达软件,软件服务,26.29,True,True,中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
114,600999.SH,600999,招商证券,证券,26.57,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
115,002216.SZ,002216,三全食品,食品,27.26,True,True,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
上海明河投资管理有限公司-明河成长2号私募证券投资基金"
116,600030.SH,600030,中信证券,证券,28.67,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划"
117,002960.SZ,002960,青鸟消防,专用机械,29.15,True,True,
118,601628.SH,601628,中国人寿,保险,33.04,True,True,"交通银行股份有限公司-永赢科技驱动混合型证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
汇添富基金-工商银行-汇添富-添富牛53号资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
119,600584.SH,600584,长电科技,半导体,34.1,True,True,"中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
120,300762.SZ,300762,上海瀚讯,通信设备,36.9,True,True,
121,603429.SH,603429,集友股份,广告包装,36.93,True,True,
122,300003.SZ,300003,乐普医疗,医疗保健,40.57,True,True,"中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
鼎晖投资咨询新加坡有限公司-鼎晖稳健成长A股基金
全国社保基金一零四组合
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
全国社保基金五零三组合
中国信达资产管理股份有限公司
挪威中央银行-自有资金
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
海通证券资管-工商银行-海通投融宝1号集合资产管理计划"
123,603019.SH,603019,中科曙光,IT设备,41.25,True,True,"北京中科算源资产管理有限公司
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-诺安成长股票型证券投资基金
中国银行股份有限公司-海富通股票混合型证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
全国社保基金一一一组合"
124,300741.SZ,300741,华宝股份,食品,44.49,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
中国农业银行股份有限公司-国泰国证食品饮料行业指数分级证券投资基金"
125,300294.SZ,300294,博雅生物,生物制药,45.54,True,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-渤海银行-北信瑞丰基金宏瑞2号资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中意资管-招商银行-中意资产-招商银行-定增精选87号资产管理产品"
126,601066.SH,601066,中信建投,证券,47.7,True,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国工商银行-上证50交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
