,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_FLOAT_HOLDERS
24,002044.SZ,002044,美年健康,医疗保健,True,14.74,True,"上海天亿资产管理有限公司
云南国际信托有限公司-云南信托-云起3号集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金一一七组合
上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)"
25,002737.SZ,002737,葵花药业,中成药,True,15.0,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
26,300381.SZ,300381,溢多利,生物制药,True,15.85,True,深圳菁英时代基金管理股份有限公司-菁英时代久盈1号基金
27,300314.SZ,300314,戴维医疗,医疗保健,True,17.0,True,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金
28,300171.SZ,300171,东富龙,医疗保健,True,17.09,True,汇添富基金管理股份有限公司-社保基金一五零二组合
29,600129.SH,600129,太极集团,中成药,True,17.38,True,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司
重庆市供销合作发展股权投资基金有限公司"
30,600535.SH,600535,天士力,中成药,True,17.94,True,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
31,000623.SZ,000623,吉林敖东,化学制药,True,18.31,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
32,603880.SH,603880,南卫股份,医疗保健,True,18.39,True,
33,300439.SZ,300439,美康生物,医疗保健,True,18.74,True,广东金百合财富管理有限公司-金百合八号证券投资基金
34,300143.SZ,300143,盈康生命,医疗保健,True,18.86,True,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合"
35,600976.SH,600976,健民集团,中成药,True,18.94,True,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品"
36,300238.SZ,300238,冠昊生物,医疗保健,True,18.95,True,"广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托"
37,600216.SH,600216,浙江医药,化学制药,True,20.05,True,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金"
38,002022.SZ,002022,科华生物,医疗保健,True,21.08,True,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
39,300562.SZ,300562,乐心医疗,医疗保健,True,22.09,True,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金"
40,300206.SZ,300206,理邦仪器,医疗保健,True,22.43,True,"云南国际信托有限公司-理邦仪器1号员工持股集合资金信托计划
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金"
41,300453.SZ,300453,三鑫医疗,医疗保健,True,22.5,True,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托"
42,688098.SH,688098,申联生物,生物制药,True,23.33,True,
43,002019.SZ,002019,亿帆医药,化学制药,True,24.23,True,"香港中央结算有限公司(陆股通)
深圳国调招商并购股权投资基金合伙企业(有限合伙)
江苏一带一路投资基金(有限合伙)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
44,603718.SH,603718,海利生物,生物制药,True,24.99,True,
45,000963.SZ,000963,华东医药,化学制药,True,26.5,True,"香港中央结算有限公司(陆股通)
全国社保基金一零六组合
泰康资产管理有限责任公司-积极配置投资产品
基本养老保险基金一五零四一组合
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划"
46,600566.SH,600566,济川药业,中成药,True,26.55,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金一一六组合
中央汇金资产管理有限责任公司
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金"
47,002399.SZ,002399,海普瑞,化学制药,True,26.7,True,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金"
48,600079.SH,600079,人福医药,化学制药,True,27.23,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合"
49,688108.SH,688108,赛诺医疗,医疗保健,True,27.48,True,深圳前海汇富雪球基金管理有限公司-汇富雪球医药医疗大健康一号基金
50,002393.SZ,002393,力生制药,化学制药,True,27.57,True,中央汇金资产管理有限责任公司
51,300396.SZ,300396,迪瑞医疗,医疗保健,True,27.98,True,"中央汇金资产管理有限责任公司
上海仟榕资产管理有限公司-仟晟4号私募基金
上海仟榕资产管理有限公司-仟晟3号私募基金"
52,600085.SH,600085,同仁堂,中成药,True,28.37,True,"全国社保基金一零三组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
53,603858.SH,603858,步长制药,中成药,True,29.2,True,"香港中央结算有限公司(陆股通)
蓝色经济区产业投资基金(有限合伙)"
54,600645.SH,600645,中源协和,生物制药,True,29.2,True,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
55,002001.SZ,002001,新和成,化学制药,True,29.36,True,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
财通基金-浦发银行-粤财信托-粤财信托·陕投富盈5号单一资金信托计划
香港中央结算有限公司(陆股通)
上海重阳战略投资有限公司-重阳战略汇智基金
挪威中央银行-自有资金
中央汇金资产管理有限责任公司"
56,002030.SZ,002030,达安基因,生物制药,True,29.88,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
57,002950.SZ,002950,奥美医疗,医疗保健,True,29.9,True,"长江经济带(湖北)产业并购基金合伙企业(有限合伙)
宁波星邻星投资管理有限公司-常州五星钛信绿色股权投资基金合伙企业(有限合伙)"
58,002382.SZ,002382,蓝帆医疗,医疗保健,True,30.6,True,"中泰证券资管-证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理计划
富安达基金-南京银行-富安达-富享14号股票型资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金"
59,002294.SZ,002294,信立泰,化学制药,True,30.62,True,"香港中央结算有限公司(陆股通)
北京市中国人民大学教育基金会
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
60,300436.SZ,300436,广生堂,化学制药,True,32.57,True,"奥华集团-华福证券-19奥华E1担保及信托财产专户
奥华集团-华福证券-19奥华E2担保及信托财产专户"
61,600332.SH,600332,白云山,中成药,True,34.4,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
62,300363.SZ,300363,博腾股份,化学制药,True,36.48,True,"重庆慧林股权投资基金合伙企业(有限合伙)
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金二号(有限合伙)
中国工商银行-广发聚丰混合型证券投资基金
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金三号(有限合伙)
中央汇金资产管理有限责任公司"
63,300233.SZ,300233,金城医药,化学制药,True,39.85,True,"香港中央结算有限公司(陆股通)
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
香港中央结算有限公司(陆股通)
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
海通证券资管-工商银行-海通投融宝1号集合资产管理计划
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
香港中央结算有限公司(陆股通)"
64,300246.SZ,300246,宝莱特,医疗保健,True,39.91,True,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
65,688310.SH,688310,迈得医疗,医疗保健,True,40.39,True,
66,300003.SZ,300003,乐普医疗,医疗保健,True,42.08,True,"中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
鼎晖投资咨询新加坡有限公司-鼎晖稳健成长A股基金
全国社保基金一零四组合
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
全国社保基金五零三组合
中国信达资产管理股份有限公司
挪威中央银行-自有资金
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
海通证券资管-工商银行-海通投融宝1号集合资产管理计划"
67,603976.SH,603976,正川股份,医疗保健,True,47.92,True,
68,300294.SZ,300294,博雅生物,生物制药,True,49.59,True,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-渤海银行-北信瑞丰基金宏瑞2号资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中意资管-招商银行-中意资产-招商银行-定增精选87号资产管理产品"
69,688321.SH,688321,微芯生物,化学制药,True,64.9,True,
70,603301.SH,603301,振德医疗,医疗保健,True,71.01,True,
71,600211.SH,600211,西藏药业,中成药,True,71.8,True,
72,002932.SZ,002932,明德生物,医疗保健,True,73.75,True,"武汉光谷生物城华岭基金合伙企业(有限合伙)
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
科华(宜都)科技创业投资基金(有限合伙)"
73,300653.SZ,300653,正海生物,医疗保健,True,75.0,True,蓝色经济区产业投资基金(有限合伙)
74,300791.SZ,300791,仙乐健康,医疗保健,True,78.84,True,"中国银行-易方达策略成长证券投资基金
中国银行-易方达策略成长二号混合型证券投资基金"
75,688266.SH,688266,泽璟制药-U,化学制药,True,88.29,True,"中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
上海乘安资产管理有限公司-乘安99传承1号私募证券投资基金"
76,600276.SH,600276,恒瑞医药,化学制药,True,97.29,True,"香港中央结算有限公司(陆股通)
奥本海默基金公司-中国基金
中央汇金资产管理有限责任公司"
77,688366.SH,688366,昊海生科,生物制药,True,98.41,True,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金"
78,300759.SZ,300759,康龙化成,化学制药,True,100.08,True,香港中央结算有限公司(陆股通)
79,000538.SZ,000538,云南白药,中成药,True,108.73,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一二组合
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一二组合
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV"
80,300725.SZ,300725,药石科技,化学制药,True,120.36,True,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
中信银行股份有限公司-农银汇理创新医疗混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金"
81,300677.SZ,300677,英科医疗,医疗保健,True,132.2,True,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金"
82,300558.SZ,300558,贝达药业,化学制药,True,143.42,True,香港中央结算有限公司(陆股通)
83,300676.SZ,300676,华大基因,医疗保健,True,167.51,True,"香港中央结算有限公司(陆股通)
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
招商银行股份有限公司-万家经济新动能混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
招商银行股份有限公司-万家经济新动能混合型证券投资基金"
84,600436.SH,600436,片仔癀,中成药,True,178.52,True,"香港中央结算有限公司(陆股通)
深圳市林园投资管理有限责任公司-林园投资21号私募投资基金
中央汇金资产管理有限责任公司
深圳市林园投资管理有限责任公司-林园投资29号私募投资基金
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
深圳市林园投资管理有限责任公司-林园投资36号私募投资基金"
85,688298.SH,688298,东方生物,医疗保健,True,193.0,True,
86,688399.SH,688399,硕世生物,医疗保健,True,319.0,True,
87,000661.SZ,000661,长春高新,生物制药,True,447.93,True,"招商银行股份有限公司-鹏华价值成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一八组合
全国社保基金一零一组合
全国社保基金一零四组合
全国社保基金一一六组合
交通银行-易方达50指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金"
