,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
49,300048.SZ,300048,合康新能,电气设备,4.42,5.0,0.0,1.0,47.97,,0.0
50,000510.SZ,000510,新金路,化工原料,4.43,8.0,0.0,1.0,24.34,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展,1.0
51,000928.SZ,000928,中钢国际,建筑工程,4.43,3.0,1.0,1.0,55.67,"红土创新基金-银河证券-深圳市创新投资集团有限公司
中航证券-宁波银行-中航祥瑞集合资产管理计划
中钢资产管理有限责任公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
香港中央结算有限公司(陆股通)",5.0
52,601199.SH,601199,江南水务,水务,4.55,5.0,0.0,1.0,42.55,,0.0
53,300267.SZ,300267,尔康制药,化学制药,4.6,2.0,0.0,1.0,65.33,,0.0
54,300264.SZ,300264,佳创视讯,通信设备,4.62,9.0,0.0,1.0,14.9,中央汇金资产管理有限责任公司,1.0
55,002721.SZ,002721,金一文化,服饰,4.65,9.0,0.0,1.0,29.59,"北京海鑫资产管理有限公司
云南国际信托有限公司-云信智兴2017-2057号单一资金信托
泰达宏利基金-平安银行-泰达宏利价值成长定向增发699号资产管理计划",3.0
56,300008.SZ,300008,天海防务,船舶,4.68,1.0,0.0,1.0,36.97,,0.0
57,002069.SZ,002069,獐子岛,渔业,4.69,0.0,2.0,2.0,32.3,北京吉融元通资产管理有限公司-和岛一号证券投资基金,1.0
58,600617.SH,600617,国新能源,供气供热,4.72,5.0,0.0,1.0,46.02,中央汇金资产管理有限责任公司,1.0
59,002068.SZ,002068,黑猫股份,化工原料,4.75,2.0,0.0,1.0,28.83,"中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国工商银行股份有限公司-中欧匠心两年持有期混合型证券投资基金
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中央汇金资产管理有限责任公司
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金",6.0
60,000978.SZ,000978,桂林旅游,旅游景点,4.82,8.0,0.0,1.0,17.35,"华夏基金-中国银行-中银国际证券有限责任公司
华夏基金华兴8号股票型养老金产品
华夏基金华兴2号股票型养老金产品
华夏基金华益3号股票型养老金产品",4.0
61,300159.SZ,300159,新研股份,航空,4.85,9.0,0.0,1.0,67.76,华澳国际信托有限公司-华澳·臻智28号证券投资集合资金信托计划,1.0
62,601003.SH,601003,柳钢股份,普钢,4.86,4.0,0.0,1.0,124.55,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
建信基金公司-建行-中国建设银行股份有限公司
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国农业银行股份有限公司-汇添富中证国企一带一路交易型开放式指数证券投资基金",8.0
63,000570.SZ,000570,苏常柴A,机械基件,4.88,5.0,0.0,1.0,20.08,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.0
64,000589.SZ,000589,贵州轮胎,汽车配件,4.89,2.0,0.0,1.0,37.92,深圳抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金,1.0
65,601989.SH,601989,中国重工,船舶,4.9,2.0,0.0,1.0,895.91,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
66,002164.SZ,002164,宁波东力,电气设备,4.9,8.0,1.0,3.0,21.37,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划,1.0
67,002177.SZ,002177,御银股份,IT设备,4.93,3.0,1.0,1.0,37.53,中央汇金资产管理有限责任公司,1.0
68,000430.SZ,000430,张家界,旅游景点,4.99,8.0,0.0,1.0,16.55,诺德基金-兴业银行-上海建工集团投资有限公司,1.0
69,000599.SZ,000599,青岛双星,汽车配件,5.02,5.0,0.0,2.0,38.54,"华能贵诚信托有限公司
济南国惠兴鲁股权投资基金合伙企业(有限合伙)
招商财富-招商银行-国信金控1号专项资产管理计划",3.0
70,600778.SH,600778,友好集团,百货,5.02,5.0,0.0,2.0,15.62,,0.0
71,002245.SZ,002245,澳洋顺昌,仓储物流,5.04,0.0,1.0,1.0,46.1,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划,1.0
72,002277.SZ,002277,友阿股份,百货,5.05,9.0,0.0,1.0,70.41,中央汇金资产管理有限责任公司,1.0
73,002378.SZ,002378,章源钨业,小金属,5.05,5.0,0.0,1.0,46.62,香港中央结算有限公司(陆股通),1.0
74,601216.SH,601216,君正集团,化工原料,5.1,0.0,4.0,5.0,430.34,"香港中央结算有限公司(陆股通)
中信信诚资产-招商银行-诚融聚荷1号资产管理计划
中央汇金资产管理有限责任公司",3.0
75,300239.SZ,300239,东宝生物,生物制药,5.12,2.0,1.0,1.0,25.86,"中科先行(北京)资产管理有限公司
内蒙古金融资产管理有限公司
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司",4.0
76,603169.SH,603169,兰石重装,专用机械,5.15,8.0,0.0,1.0,54.15,光大兴陇信托有限责任公司,1.0
77,600784.SH,600784,鲁银投资,普钢,5.17,6.0,0.0,3.0,29.37,,0.0
78,002266.SZ,002266,浙富控股,电气设备,5.25,3.0,0.0,1.0,85.97,"西藏信托有限公司-西藏信托-智昂6号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
79,000488.SZ,000488,晨鸣纸业,造纸,5.31,4.0,0.0,1.0,88.11,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
80,600676.SH,600676,交运股份,公共交通,5.41,7.0,0.0,1.0,55.64,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,1.0
81,002469.SZ,002469,三维工程,建筑工程,5.41,2.0,3.0,4.0,25.07,中央汇金资产管理有限责任公司,1.0
82,000498.SZ,000498,山东路桥,建筑工程,5.41,8.0,0.0,1.0,60.6,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)",4.0
83,002239.SZ,002239,奥特佳,汽车配件,5.43,9.0,0.0,2.0,170.03,,0.0
84,000750.SZ,000750,国海证券,证券,5.46,4.0,0.0,1.0,297.27,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
85,600791.SH,600791,京能置业,全国地产,5.51,1.0,3.0,3.0,24.92,哈尔滨市道里区慈善基金会,1.0
86,300102.SZ,300102,乾照光电,半导体,5.53,3.0,2.0,2.0,39.12,"深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金
国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划
国通信托有限责任公司-国通信托·紫金6号集合资金信托计划
深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金
山西黄河股权投资管理有限公司-太行产业并购私募基金",5.0
87,002029.SZ,002029,七匹狼,服饰,5.67,4.0,1.0,1.0,41.67,"华夏基金-农业银行-华夏中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
基本养老保险基金一零零三组合",13.0
88,002366.SZ,002366,台海核电,专用机械,5.68,2.0,1.0,2.0,28.39,"香港中央结算有限公司(陆股通)
华润深国投信托有限公司-睿宏1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金",4.0
89,002092.SZ,002092,中泰化学,化工原料,5.75,8.0,0.0,1.0,123.41,"香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
90,300307.SZ,300307,慈星股份,纺织机械,5.78,0.0,1.0,1.0,45.85,"上海竹润投资有限公司-竹润乐其1号私募证券投资基金
杭州秉怀资产管理有限公司-秉怀善世德博1号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
91,000012.SZ,000012,南玻A,玻璃,5.79,3.0,0.0,1.0,113.31,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
92,002059.SZ,002059,云南旅游,旅游景点,5.79,5.0,0.0,2.0,42.31,"上海博观投资管理有限公司-博观臻选三期证券投资基金
中央汇金资产管理有限责任公司",2.0
93,000159.SZ,000159,国际实业,石油贸易,5.8,3.0,0.0,1.0,27.88,中央汇金资产管理有限责任公司,1.0
94,002064.SZ,002064,华峰氨纶,化纤,5.86,3.0,0.0,1.0,91.19,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
95,000516.SZ,000516,国际医学,医疗保健,5.92,9.0,1.0,1.0,114.2,"广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划
泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划",2.0
96,000691.SZ,000691,亚太实业,区域地产,5.94,1.0,2.0,2.0,17.25,芜湖长元股权投资基金(有限合伙),1.0
97,002349.SZ,002349,精华制药,中成药,5.96,2.0,1.0,1.0,48.95,,0.0
98,000690.SZ,000690,宝新能源,火力发电,5.97,5.0,0.0,1.0,124.42,"工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
南方基金-农业银行-南方中证金融资产管理计划",10.0
99,600409.SH,600409,三友化工,化工原料,5.97,0.0,0.0,2.0,123.24,"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
100,300310.SZ,300310,宜通世纪,通信设备,6.04,9.0,1.0,1.0,41.07,汇银富通资产管理有限公司,1.0
101,000559.SZ,000559,万向钱潮,汽车配件,6.1,0.0,0.0,1.0,167.94,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
国机资产管理有限公司
中央汇金资产管理有限责任公司",4.0
102,300291.SZ,300291,华录百纳,影视音像,6.11,3.0,0.0,1.0,46.04,"博时基金-招商银行-博时基金-三新跃升1号资产管理计划
中央汇金资产管理有限责任公司",2.0
103,600165.SH,600165,新日恒力,钢加工,6.12,2.0,2.0,3.0,41.91,"华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划",3.0
104,600250.SH,600250,南纺股份,商贸代理,6.17,3.0,0.0,1.0,15.96,"北京博达富通基金管理有限公司-博达鑫泰私募证券投资基金
中国证券投资者保护基金有限责任公司",2.0
105,600531.SH,600531,豫光金铅,铅锌,6.17,0.0,2.0,2.0,67.27,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
北京大观投资管理有限公司-大观良兴号私募投资基金
中国黄金集团资产管理有限公司
香港中央结算有限公司(陆股通)
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金",5.0
106,600526.SH,600526,菲达环保,环境保护,6.24,0.0,1.0,1.0,34.16,,0.0
107,002361.SZ,002361,神剑股份,化工原料,6.28,0.0,2.0,3.0,39.23,,0.0
108,002360.SZ,002360,同德化工,化工原料,6.35,1.0,0.0,1.0,18.95,,0.0
109,002429.SZ,002429,兆驰股份,家用电器,6.41,4.0,1.0,1.0,288.21,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金",2.0
110,300261.SZ,300261,雅本化学,农药化肥,6.42,8.0,0.0,2.0,59.86,"华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
中央汇金资产管理有限责任公司",4.0
111,000639.SZ,000639,西王食品,食品,6.44,2.0,2.0,2.0,69.32,"泰达宏利基金-工商银行-泰达宏利价值成长定向增发726号
巨能资本管理有限公司-山东聚赢产业基金合伙企业(有限合伙)
山东高速嵩信(天津)投资管理有限公司-山高嵩成私募股权投资基金
深圳市九派资本管理有限公司-九派定增1号私募股权投资基金",4.0
112,002691.SZ,002691,冀凯股份,专用机械,6.44,0.0,2.0,2.0,21.84,中央汇金资产管理有限责任公司,1.0
113,000807.SZ,000807,云铝股份,铝,6.52,9.0,0.0,1.0,169.96,"中国工商银行股份有限公司-富国沪深300增强证券投资基金
全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划",7.0
114,002316.SZ,002316,亚联发展,软件服务,6.66,4.0,1.0,1.0,19.54,国通信托有限责任公司-国通信托·恒升318号证券投资集合资金信托计划,1.0
115,000601.SZ,000601,韶能股份,水力发电,6.69,6.0,0.0,1.0,72.24,深圳日昇创沅资产管理有限公司,1.0
116,002531.SZ,002531,天顺风能,电气设备,6.72,2.0,0.0,1.0,118.11,"全国社保基金四一八组合
中国建设银行股份有限公司-华安核心优选混合型证券投资基金
基本养老保险基金一二零八组合
鹏华资产-浦发银行-华宝信托-华宝-银河6号集合资金信托
全国社保基金一一三组合",5.0
117,300195.SZ,300195,长荣股份,轻工机械,6.77,8.0,0.0,1.0,20.49,"云南国际信托有限公司-云信智兴2017-234号单一资金信托
鹏华资产-浦发银行-云南国际信托-云信智兴2017-237号单一资金信托
华泰柏瑞基金-民生银行-华泰柏瑞价值精选集合资产管理计划",3.0
118,000821.SZ,000821,京山轻机,轻工机械,6.78,1.0,1.0,1.0,30.99,"天风证券-光大银行-证券行业支持民企发展系列之天风证券1号集合资产管理计划
京山京源-华创证券-19京源E1担保及信托财产专户",2.0
119,601369.SH,601369,陕鼓动力,机械基件,6.9,5.0,0.0,1.0,113.08,中央汇金资产管理有限责任公司,1.0
120,002562.SZ,002562,兄弟科技,化学制药,6.92,8.0,0.0,1.0,37.31,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏兴华混合型证券投资基金",3.0
121,300385.SZ,300385,雪浪环境,环境保护,6.94,4.0,0.0,1.0,15.62,"中信银行股份有限公司-建信中证500指数增强型证券投资基金
中央汇金资产管理有限责任公司",2.0
122,601999.SH,601999,出版传媒,出版业,6.97,3.0,1.0,1.0,38.4,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司",2.0
123,002283.SZ,002283,天润工业,汽车配件,6.98,3.0,1.0,3.0,66.71,,0.0
124,000088.SZ,000088,盐田港,港口,7.01,9.0,1.0,1.0,136.15,"广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划",9.0
125,300155.SZ,300155,安居宝,元器件,7.01,0.0,1.0,1.0,19.48,青岛法盛资产管理中心(有限合伙),1.0
126,002105.SZ,002105,信隆健康,文教休闲,7.02,5.0,0.0,2.0,25.87,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",3.0
127,300040.SZ,300040,九洲集团,电气设备,7.06,1.0,0.0,1.0,17.54,中央汇金资产管理有限责任公司,1.0
128,600458.SH,600458,时代新材,塑料,7.13,4.0,1.0,1.0,57.24,中央汇金资产管理有限责任公司,1.0
129,601222.SH,601222,林洋能源,电器仪表,7.14,2.0,0.0,1.0,124.87,"中国长城资产管理股份有限公司
全国社保基金四一三组合
基本养老保险基金一六零三一组合",3.0
130,300528.SZ,300528,幸福蓝海,影视音像,7.15,9.0,0.0,1.0,15.45,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
江苏紫金文化产业发展基金(有限合伙)
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国银行股份有限公司-华安成长创新混合型证券投资基金",4.0
131,603299.SH,603299,苏盐井神,化工原料,7.2,2.0,0.0,1.0,40.28,,0.0
132,000759.SZ,000759,中百集团,超市连锁,7.25,1.0,1.0,2.0,49.34,"全国社保基金一零三组合
长江证券-工商银行-长江证券超越理财宝6号集合资产管理计划",2.0
133,600712.SH,600712,南宁百货,百货,7.26,1.0,2.0,3.0,39.09,浙江九章资产管理有限公司-幻方星月石7号私募基金,1.0
134,601798.SH,601798,蓝科高新,化工机械,7.32,3.0,0.0,3.0,25.95,,0.0
135,600336.SH,600336,澳柯玛,家用电器,7.34,0.0,1.0,1.0,57.01,,0.0
