,ts_code,name,industry,continuous_fall,average_p_change,accumulate_p_change,circ_mv
3350,603505.SH,金石资源,矿物制品,1.0,-2.304,-4.628,163906.5905
2293,600192.SH,长城电工,电气设备,1.0,-2.308,-4.572,285810.956
1039,002579.SZ,中京电子,元器件,2.0,-1.493,-4.557,377784.3322
2847,600847.SH,万里股份,电气设备,3.0,-1.154,-4.556,189463.2264
808,002347.SZ,泰尔股份,机械基件,2.0,-1.508,-4.545,134024.4717
3296,603326.SH,我乐家居,家居用品,3.0,-1.138,-4.499,72412.2
3504,603828.SH,柯利达,装修装饰,4.0,-0.899,-4.462,351702.0
3435,603683.SH,晶华新材,化工原料,2.0,-1.48,-4.457,65771.13
96,000429.SZ,粤高速A,路桥,2.0,-1.499,-4.442,413530.1303
1513,300126.SZ,锐奇股份,轻工机械,2.0,-1.479,-4.44,113345.0486
3540,603900.SH,莱绅通灵,服饰,2.0,-1.483,-4.389,103844.5212
468,002006.SZ,精功科技,专用机械,2.0,-1.455,-4.363,259441.2
36,000045.SZ,深纺织A,纺织,2.0,-1.436,-4.354,301173.9387
2286,600185.SH,格力地产,区域地产,2.0,-1.463,-4.348,951776.4315
1560,300173.SZ,智慧松德,轻工机械,2.0,-1.439,-4.348,204529.3948
325,000810.SZ,创维数字,家用电器,3.0,-1.078,-4.33,686099.3542
2368,600280.SH,中央商场,百货,3.0,-1.083,-4.318,483448.9811
1060,002600.SZ,领益智造,元器件,2.0,-1.408,-4.289,630865.7933
1850,300466.SZ,赛摩电气,电器仪表,2.0,-1.422,-4.272,177601.5948
1841,300457.SZ,赢合科技,专用机械,5.0,-0.702,-4.255,520860.0113
2153,600027.SH,华电国际,火力发电,3.0,-1.068,-4.232,3008169.5128
1282,002832.SZ,比音勒芬,服饰,2.0,-1.413,-4.209,285894.8477
3144,603015.SH,弘讯科技,电气设备,2.0,-1.392,-4.196,275302.185
1369,002927.SZ,泰永长征,电气设备,1.0,-2.11,-4.191,106636.53
1680,300294.SZ,博雅生物,生物制药,2.0,-1.41,-4.171,1133444.17
113,000518.SZ,四环生物,生物制药,2.0,-1.378,-4.138,429316.384
2940,600997.SH,开滦股份,煤炭开采,3.0,-1.018,-4.037,763007.52
1075,002615.SZ,哈尔斯,家居用品,3.0,-1.014,-4.027,131439.9103
1183,002726.SZ,龙大肉食,食品,3.0,-1.0,-4.014,627896.0506
1383,002942.SZ,新农股份,农药化肥,1.0,-1.992,-3.992,98130.0
3496,603816.SH,顾家家居,家居用品,3.0,-1.001,-3.984,448796.7
972,002511.SZ,中顺洁柔,造纸,2.0,-1.338,-3.975,972036.3085
2445,600371.SH,万向德农,种植业,1.0,-1.977,-3.932,164968.98
636,002174.SZ,游族网络,互联网,2.0,-1.308,-3.914,1182403.7142
678,002216.SZ,三全食品,食品,2.0,-1.291,-3.836,416403.8285
3310,603351.SH,威尔药业,化学制药,2.0,-1.288,-3.833,100350.2007
718,002256.SZ,兆新股份,染料涂料,1.0,-1.898,-3.824,407775.318
1227,002773.SZ,康弘药业,中成药,1.0,-1.925,-3.815,1862337.4966
38,000048.SZ,*ST康达,饲料,1.0,-1.924,-3.812,748817.1748
793,002332.SZ,仙琚制药,生物制药,3.0,-0.949,-3.796,595725.2524
1442,300054.SZ,鼎龙股份,化工原料,2.0,-1.246,-3.726,548020.1756
493,002031.SZ,巨轮智能,汽车配件,2.0,-1.193,-3.704,442404.1026
2873,600875.SH,东方电气,电气设备,3.0,-0.926,-3.696,1873092.5452
2121,300749.SZ,顶固集创,家居用品,2.0,-1.215,-3.689,100462.5
903,002442.SZ,龙星化工,化工原料,3.0,-0.923,-3.68,363980.1578
911,002450.SZ,ST康得新,化工原料,1.0,-1.805,-3.676,1694493.5422
1432,300044.SZ,赛为智能,软件服务,2.0,-1.203,-3.648,406924.8572
2267,600163.SH,中闽能源,新型电力,2.0,-1.223,-3.636,370801.6003
916,002455.SZ,百川股份,化工原料,2.0,-1.219,-3.627,194603.6902
60,000100.SZ,TCL集团,家用电器,3.0,-0.909,-3.625,4079301.8353
2120,300748.SZ,金力永磁,元器件,1.0,-1.798,-3.602,102419.2
973,002512.SZ,达华智能,元器件,2.0,-1.184,-3.586,427495.4219
1190,002733.SZ,雄韬股份,电气设备,1.0,-1.7,-3.57,698326.5279
3343,603477.SH,振静股份,纺织,1.0,-1.79,-3.559,95340.0
1354,002910.SZ,庄园牧场,乳制品,1.0,-1.787,-3.552,90572.0738
3559,603938.SH,三孚股份,化工原料,3.0,-0.896,-3.552,96545.3266
2638,600615.SH,丰华股份,小金属,3.0,-0.895,-3.538,194378.9903
2063,300686.SZ,智动力,元器件,2.0,-1.174,-3.525,98817.0555
509,002047.SZ,宝鹰股份,装修装饰,3.0,-0.881,-3.501,870250.4828
2883,600886.SH,国投电力,水力发电,6.0,-0.503,-3.501,5612041.308
570,002108.SZ,沧州明珠,塑料,2.0,-1.173,-3.498,665006.4493
1077,002617.SZ,露笑科技,电气设备,2.0,-1.149,-3.497,433298.4303
1381,002940.SZ,昂利康,化学制药,3.0,-0.877,-3.486,88447.5
161,000576.SZ,广东甘化,造纸,2.0,-1.159,-3.457,316235.717
872,002411.SZ,延安必康,化学制药,2.0,-1.162,-3.453,2374334.0809
3338,603429.SH,集友股份,广告包装,1.0,-1.731,-3.438,243950.0
1313,002866.SZ,传艺科技,电脑设备,3.0,-0.862,-3.434,97476.0965
3344,603486.SH,科沃斯,家用电器,3.0,-0.827,-3.403,221953.5
1335,002889.SZ,东方嘉盛,仓储物流,2.0,-1.125,-3.394,94232.4862
2509,600466.SH,蓝光发展,区域地产,6.0,-0.472,-3.39,1700941.58
1126,002666.SZ,德联集团,化工原料,6.0,-0.468,-3.39,201884.0245
968,002507.SZ,涪陵榨菜,食品,3.0,-0.845,-3.376,1897186.0813
2127,300756.SZ,中山金马,专用机械,2.0,-1.126,-3.361,90000.0
1041,002581.SZ,未名医药,生物制药,2.0,-1.118,-3.348,266124.3847
2749,600738.SH,兰州民百,百货,3.0,-0.843,-3.345,340798.0076
1378,002937.SZ,兴瑞科技,元器件,2.0,-1.113,-3.318,127328.0
2844,600844.SH,丹化科技,化工原料,2.0,-1.104,-3.315,287955.7219
1879,300495.SZ,美尚生态,环境保护,2.0,-1.109,-3.296,399612.3367
2414,600332.SH,白云山,中成药,2.0,-1.097,-3.26,3782333.9318
1346,002901.SZ,大博医疗,医疗保健,3.0,-0.801,-3.198,128668.7058
3527,603882.SH,金域医学,医疗保健,1.0,-1.608,-3.191,636179.5622
3023,601333.SH,广深铁路,铁路,2.0,-1.056,-3.191,2057414.268
1348,002903.SZ,宇环数控,机床制造,3.0,-0.788,-3.156,117480.0
2170,600055.SH,万东医疗,医疗保健,2.0,-1.056,-3.155,597601.8999
3321,603368.SH,柳药股份,医药商业,3.0,-0.776,-3.136,720224.166
766,002305.SZ,南国置业,区域地产,1.0,-1.552,-3.115,504847.0253
2384,600299.SH,安迪苏,化学制药,2.0,-1.042,-3.114,2837451.5468
317,000799.SZ,酒鬼酒,白酒,3.0,-0.779,-3.107,587796.5248
1316,002869.SZ,金溢科技,通信设备,2.0,-1.03,-3.102,79499.5322
953,002492.SZ,恒基达鑫,仓储物流,2.0,-1.024,-3.089,237286.5182
1975,300596.SZ,利安隆,化工原料,3.0,-0.768,-3.081,354455.5862
3363,603535.SH,嘉诚国际,仓储物流,2.0,-1.018,-3.055,132093.92
1337,002891.SZ,中宠股份,饲料,3.0,-0.752,-3.049,198676.6875
890,002429.SZ,兆驰股份,家用电器,1.0,-1.514,-3.042,1013097.5677
2469,600398.SH,海澜之家,服饰,3.0,-0.764,-3.04,4155801.0797
2210,600098.SH,广州发展,火力发电,2.0,-1.011,-3.04,1652075.1141
2888,600891.SH,秋林集团,百货,2.0,-0.998,-3.03,208925.9477
3382,603587.SH,地素时尚,服饰,3.0,-0.758,-3.014,141337.0
667,002205.SZ,国统股份,其他建材,3.0,-0.75,-3.004,168768.8822
3358,603519.SH,立霸股份,家用电器,2.0,-1.005,-3.003,193531.5632
1758,300374.SZ,恒通科技,其他建材,3.0,-0.749,-2.982,160634.9327
269,000723.SZ,美锦能源,焦炭加工,1.0,-1.485,-2.976,528727.0676
650,002188.SZ,*ST巴士,广告包装,2.0,-0.994,-2.973,79161.7362
2624,600600.SH,青岛啤酒,啤酒,3.0,-0.74,-2.944,2638208.522
2855,600857.SH,宁波中百,百货,2.0,-0.976,-2.938,200093.3677
170,000591.SZ,太阳能,新型电力,2.0,-0.97,-2.925,743541.1091
2389,600305.SH,恒顺醋业,食品,3.0,-0.734,-2.919,912063.1416
415,000939.SZ,*ST凯迪,新型电力,1.0,-1.456,-2.913,303780.7076
2314,600217.SH,中再资环,环境保护,1.0,-1.436,-2.904,617250.2432
522,002060.SZ,粤水电,建筑施工,1.0,-1.421,-2.89,403778.5436
118,000524.SZ,岭南控股,酒店餐饮,2.0,-0.953,-2.887,201553.7393
714,002252.SZ,上海莱士,生物制药,1.0,-1.453,-2.886,4351015.4616
1137,002677.SZ,浙江美大,家用电器,1.0,-1.45,-2.881,327698.0307
3369,603558.SH,健盛集团,纺织,2.0,-0.965,-2.878,324516.9938
9,000011.SZ,深物业A,区域地产,2.0,-0.95,-2.868,178676.428
1121,002661.SZ,克明面业,食品,3.0,-0.719,-2.866,432763.3655
1950,300569.SZ,天能重工,专用机械,2.0,-0.945,-2.809,146346.3225
1957,300577.SZ,开润股份,纺织,2.0,-0.941,-2.803,215722.0395
438,000973.SZ,佛塑科技,塑料,1.0,-1.394,-2.802,436297.3856
1212,002757.SZ,南兴装备,家居用品,3.0,-0.701,-2.791,287129.0384
3432,603678.SH,火炬电子,元器件,2.0,-0.899,-2.742,848586.786
1750,300365.SZ,恒华科技,软件服务,2.0,-0.915,-2.735,466440.1426
1827,300443.SZ,金雷股份,专用机械,1.0,-1.362,-2.705,217969.7672
3009,601228.SH,广州港,港口,1.0,-1.334,-2.68,681180.96
1250,002798.SZ,帝欧家居,家居用品,2.0,-0.889,-2.673,252076.6817
711,002249.SZ,大洋电机,电气设备,1.0,-1.33,-2.667,1004605.6318
2941,600998.SH,九州通,医药商业,3.0,-0.668,-2.661,2490059.4945
3441,603693.SH,江苏新能,新型电力,1.0,-1.311,-2.628,179242.0
2134,600004.SH,白云机场,机场,2.0,-0.86,-2.607,2551472.1938
1042,002582.SZ,好想你,食品,3.0,-0.65,-2.606,234443.7412
2248,600139.SH,西部资源,汽车整车,1.0,-1.287,-2.591,248870.831
1208,002752.SZ,昇兴股份,广告包装,3.0,-0.647,-2.589,121721.2532
1671,300285.SZ,国瓷材料,陶瓷,2.0,-0.865,-2.588,722977.4429
2574,600545.SH,卓郎智能,纺织机械,3.0,-0.648,-2.587,508866.6908
3268,603268.SH,松发股份,陶瓷,2.0,-0.857,-2.56,222137.9832
3235,603181.SH,皇马科技,化工原料,2.0,-0.856,-2.553,185130.0
1861,300477.SZ,合纵科技,电气设备,3.0,-0.631,-2.542,291646.843
3052,601607.SH,上海医药,医药商业,3.0,-0.635,-2.532,3405517.9169
91,000422.SZ,*ST宜化,农药化肥,3.0,-0.623,-2.521,312438.9184
174,000596.SZ,古井贡酒,白酒,2.0,-0.831,-2.508,2892727.6
3371,603566.SH,普莱柯,生物制药,2.0,-0.804,-2.459,420838.264
2031,300654.SZ,世纪天鸿,出版业,1.0,-1.233,-2.455,118403.2463
957,002496.SZ,辉丰股份,农药化肥,1.0,-1.228,-2.448,269541.4154
2866,600868.SH,梅雁吉祥,水力发电,2.0,-0.816,-2.447,605509.4286
675,002213.SZ,特尔佳,汽车配件,2.0,-0.806,-2.432,197500.9296
1493,300106.SZ,西部牧业,农业综合,1.0,-1.211,-2.431,127122.5147
1252,002800.SZ,天顺股份,仓储物流,3.0,-0.606,-2.424,62057.4339
1821,300437.SZ,清水源,化工原料,3.0,-0.592,-2.422,187000.4957
710,002248.SZ,华东数控,机床制造,2.0,-0.809,-2.411,276153.7581
473,002011.SZ,盾安环境,工程机械,2.0,-0.784,-2.407,443257.0439
3506,603833.SH,欧派家居,家居用品,2.0,-0.801,-2.404,841499.9944
581,002119.SZ,康强电子,半导体,2.0,-0.799,-2.402,275627.625
3339,603444.SH,吉比特,互联网,2.0,-0.783,-2.401,627014.0402
1228,002774.SZ,快意电梯,运输设备,3.0,-0.593,-2.39,82009.732
2305,600207.SH,安彩高科,元器件,4.0,-0.47,-2.39,338100.0
1,000002.SZ,万科A,全国地产,1.0,-1.193,-2.389,26201813.606
465,002003.SZ,伟星股份,服饰,2.0,-0.798,-2.387,463513.2077
76,000403.SZ,振兴生化,生物制药,2.0,-0.8,-2.386,694525.7485
2586,600559.SH,老白干酒,白酒,3.0,-0.596,-2.381,880062.8873
1139,002679.SZ,福建金森,林业,1.0,-1.193,-2.38,473869.56
3412,603637.SH,镇海股份,建筑施工,1.0,-1.178,-2.357,66262.3108
582,002120.SZ,韵达股份,仓储物流,1.0,-1.185,-2.357,1061123.628
2373,600285.SH,羚锐制药,中成药,2.0,-0.781,-2.334,421002.5166
3389,603599.SH,广信股份,农药化肥,1.0,-1.156,-2.319,665420.5213
3425,603665.SH,康隆达,纺织,3.0,-0.581,-2.315,89636.3558
1794,300410.SZ,正业科技,电器仪表,2.0,-0.759,-2.304,396198.4917
2140,600011.SH,华能国际,火力发电,2.0,-0.755,-2.299,7140000.0
1091,002631.SZ,德尔未来,家居用品,1.0,-1.132,-2.293,496016.5384
2083,300707.SZ,威唐工业,专用机械,1.0,-1.128,-2.292,125054.5748
215,000656.SZ,金科股份,区域地产,3.0,-0.573,-2.291,3142770.3386
1129,002669.SZ,康达新材,化工原料,1.0,-1.114,-2.288,292754.894
106,000507.SZ,珠海港,港口,1.0,-1.134,-2.287,593778.5653
2858,600860.SH,京城股份,专用机械,1.0,-1.13,-2.277,165830.0
945,002484.SZ,江海股份,元器件,2.0,-0.745,-2.263,527680.1661
3322,603369.SH,今世缘,白酒,2.0,-0.747,-2.251,2342151.5
3106,601908.SH,京运通,电气设备,2.0,-0.72,-2.228,787241.9919
3109,601928.SH,凤凰传媒,出版业,2.0,-0.737,-2.206,2030830.2
1428,300040.SZ,九洲电气,电气设备,1.0,-1.085,-2.201,146027.4476
356,000860.SZ,顺鑫农业,白酒,2.0,-0.738,-2.2,2359389.6169
92,000423.SZ,东阿阿胶,中成药,2.0,-0.734,-2.188,2893362.86
2357,600267.SH,海正药业,化学制药,2.0,-0.718,-2.181,866082.0623
3156,603028.SH,赛福天,钢加工,2.0,-0.726,-2.174,93610.617
22,000028.SZ,国药一致,医药商业,2.0,-0.728,-2.169,1304836.0652
1866,300482.SZ,万孚生物,生物制药,2.0,-0.717,-2.164,653513.4831
2887,600890.SH,中房股份,区域地产,2.0,-0.72,-2.16,445980.0923
3101,601890.SH,亚星锚链,船舶,1.0,-1.058,-2.138,395272.8
189,000613.SZ,大东海A,旅游服务,1.0,-1.063,-2.137,182498.5272
2010,300632.SZ,光莆股份,半导体,2.0,-0.69,-2.128,82219.736
2148,600021.SH,上海电力,火力发电,6.0,-0.301,-2.121,750577.6129
2577,600548.SH,深高速,路桥,2.0,-0.696,-2.116,1325775.0516
3005,601218.SH,吉鑫科技,机械基件,2.0,-0.695,-2.091,278684.56
735,002274.SZ,华昌化工,农药化肥,1.0,-1.026,-2.087,410843.6187
497,002035.SZ,华帝股份,家用电器,2.0,-0.697,-2.085,808709.3833
3162,603035.SH,常熟汽饰,汽车配件,2.0,-0.695,-2.085,218367.8972
1218,002763.SZ,汇洁股份,服饰,2.0,-0.692,-2.076,154276.9349
1168,002709.SZ,天赐材料,化工原料,2.0,-0.688,-2.075,959265.3655
584,002122.SZ,*ST天马,机械基件,1.0,-1.029,-2.073,223823.3729
2227,600116.SH,三峡水利,水力发电,3.0,-0.516,-2.056,804334.4566
4,000006.SZ,深振业A,区域地产,2.0,-0.679,-2.055,771232.16
1115,002655.SZ,共达电声,元器件,1.0,-1.011,-2.041,259200.0
194,000620.SZ,新华联,全国地产,1.0,-1.015,-2.041,819366.0494
3200,603105.SH,芯能科技,电气设备,2.0,-0.67,-2.034,135608.0
2307,600209.SH,*ST罗顿,综合类,1.0,-0.994,-2.02,170336.3336
1478,300091.SZ,金通灵,机械基件,1.0,-0.98,-2.018,461313.7667
3505,603829.SH,洛凯股份,电气设备,2.0,-0.666,-2.017,73848.0
1076,002616.SZ,长青集团,环境保护,2.0,-0.665,-2.016,334907.7351
364,000877.SZ,天山股份,水泥,3.0,-0.499,-2.014,727838.068
503,002041.SZ,登海种业,种植业,1.0,-0.988,-1.993,515578.6644
1462,300075.SZ,数字政通,软件服务,2.0,-0.637,-1.993,340436.1076
2398,600315.SH,上海家化,日用化工,2.0,-0.664,-1.988,1952661.773
2092,300717.SZ,华信新材,塑料,2.0,-0.652,-1.963,63659.008
3586,603998.SH,方盛制药,中成药,2.0,-0.646,-1.954,234708.5894
112,000517.SZ,荣安地产,区域地产,1.0,-0.966,-1.953,761971.9488
1243,002790.SZ,瑞尔特,家居用品,2.0,-0.64,-1.949,74048.0
52,000069.SZ,华侨城A,旅游景点,1.0,-0.977,-1.946,4583389.021
2558,600525.SH,长园集团,电气设备,1.0,-0.938,-1.936,793911.2924
2811,600807.SH,*ST天业,区域地产,2.0,-0.644,-1.932,319529.4964
2430,600354.SH,敦煌种业,种植业,1.0,-0.956,-1.932,214287.6445
690,002228.SZ,合兴包装,广告包装,3.0,-0.477,-1.931,592044.9109
1652,300266.SZ,兴源环境,环境保护,2.0,-0.625,-1.928,520472.0182
3570,603970.SH,中农立华,其他商业,1.0,-0.957,-1.927,125608.9262
1561,300174.SZ,元力股份,化工原料,1.0,-0.958,-1.925,270392.5625
3454,603713.SH,密尔克卫,仓储物流,1.0,-0.949,-1.92,130484.76
1582,300196.SZ,长海股份,玻璃,2.0,-0.642,-1.919,253744.2174
3428,603668.SH,天马科技,饲料,2.0,-0.638,-1.916,152316.1679
671,002209.SZ,达意隆,轻工机械,2.0,-0.606,-1.915,110236.5366
779,002318.SZ,久立特材,特种钢,2.0,-0.629,-1.913,589314.329
3420,603658.SH,安图生物,医疗保健,2.0,-0.63,-1.912,763382.8398
1533,300146.SZ,汤臣倍健,食品,2.0,-0.633,-1.911,1760595.5027
500,002038.SZ,双鹭药业,生物制药,2.0,-0.627,-1.906,1400963.1218
1949,300568.SZ,星源材质,化工原料,2.0,-0.625,-1.905,344683.5804
2685,600671.SH,天目药业,中成药,2.0,-0.637,-1.905,213132.6533
2164,600048.SH,保利地产,全国地产,1.0,-0.949,-1.903,15175305.4501
2411,600329.SH,中新药业,中成药,3.0,-0.473,-1.899,789385.966
2329,600233.SH,圆通速递,仓储物流,1.0,-0.936,-1.893,1015244.766
2553,600519.SH,贵州茅台,白酒,3.0,-0.473,-1.891,91201216.4778
57,000090.SZ,天健集团,建筑施工,2.0,-0.613,-1.89,820670.2993
3245,603198.SH,迎驾贡酒,白酒,2.0,-0.613,-1.86,1224000.0
131,000539.SZ,粤电力A,火力发电,2.0,-0.613,-1.852,1082856.585
1477,300090.SZ,盛运环保,环境保护,1.0,-0.913,-1.852,242107.6949
1084,002624.SZ,完美世界,影视音像,2.0,-0.598,-1.839,1378960.1556
2059,300682.SZ,朗新科技,软件服务,2.0,-0.608,-1.83,273085.5871
2951,601009.SH,南京银行,银行,2.0,-0.603,-1.823,5937545.5468
2482,600419.SH,天润乳业,乳制品,1.0,-0.908,-1.818,313157.0
761,002300.SZ,太阳电缆,电气设备,1.0,-0.863,-1.813,352727.9002
1364,002921.SZ,联诚精密,汽车配件,2.0,-0.601,-1.811,119347.2
3491,603808.SH,歌力思,服饰,2.0,-0.601,-1.796,540958.8626
2434,600359.SH,新农开发,农业综合,1.0,-0.884,-1.794,167102.6152
2407,600325.SH,华发股份,区域地产,2.0,-0.592,-1.791,1500353.1487
2498,600448.SH,华纺股份,纺织,2.0,-0.594,-1.783,283598.2861
1550,300163.SZ,先锋新材,其他建材,1.0,-0.888,-1.781,127213.2831
260,000713.SZ,丰乐种业,种植业,1.0,-0.886,-1.779,164979.5343
29,000036.SZ,华联控股,全国地产,2.0,-0.573,-1.754,699987.5726
719,002258.SZ,利尔化学,农药化肥,2.0,-0.588,-1.754,849827.7459
95,000428.SZ,华天酒店,酒店餐饮,1.0,-0.851,-1.748,286306.5305
1980,300601.SZ,康泰生物,生物制药,1.0,-0.877,-1.746,910120.746
3493,603810.SH,丰山集团,农药化肥,1.0,-0.867,-1.741,79000.0
2867,600869.SH,智慧能源,电气设备,2.0,-0.578,-1.741,1127431.195
3431,603677.SH,奇精机械,机械基件,2.0,-0.581,-1.74,77361.5949
786,002325.SZ,洪涛股份,装修装饰,2.0,-0.575,-1.739,312060.8128
3120,601975.SH,ST长油,水运,2.0,-0.58,-1.739,429072.7423
1016,002556.SZ,辉隆股份,其他商业,1.0,-0.855,-1.727,397865.5383
1459,300072.SZ,三聚环保,环境保护,2.0,-0.554,-1.726,1939724.9899
781,002320.SZ,海峡股份,水运,1.0,-0.854,-1.721,797342.274
3584,603996.SH,中新科技,家用电器,1.0,-0.846,-1.712,292946.4
1483,300096.SZ,易联众,软件服务,1.0,-0.831,-1.702,434883.0012
2967,601086.SH,国芳集团,百货,1.0,-0.823,-1.698,96114.0
2209,600097.SH,开创国际,渔业,1.0,-0.827,-1.693,262702.9913
3394,603605.SH,珀莱雅,日用化工,2.0,-0.564,-1.692,292141.919
3189,603085.SH,天成自控,汽车配件,2.0,-0.556,-1.691,120054.8405
457,000999.SZ,华润三九,中成药,2.0,-0.56,-1.687,2338364.7861
354,000858.SZ,五粮液,白酒,2.0,-0.559,-1.679,26001030.7883
3012,601233.SH,桐昆股份,化纤,1.0,-0.818,-1.679,2194770.1283
459,001872.SZ,招商港口,港口,1.0,-0.832,-1.677,790260.81
2247,600138.SH,中青旅,旅游服务,3.0,-0.404,-1.635,1045224.96
1531,300144.SZ,宋城演艺,旅游景点,2.0,-0.54,-1.632,2496545.497
3063,601668.SH,中国建筑,建筑施工,3.0,-0.407,-1.631,24808068.2515
1911,300528.SZ,幸福蓝海,影视音像,3.0,-0.406,-1.63,140112.4362
341,000830.SZ,鲁西化工,农药化肥,1.0,-0.803,-1.622,1865107.7516
14,000018.SZ,神州长城,装修装饰,2.0,-0.533,-1.613,242922.67
1619,300233.SZ,金城医药,化学制药,2.0,-0.534,-1.605,522260.4523
154,000566.SZ,海南海药,化学制药,2.0,-0.532,-1.605,676258.8372
3472,603766.SH,隆鑫通用,摩托车,2.0,-0.531,-1.603,998770.6697
2431,600355.SH,精伦电子,元器件,2.0,-0.484,-1.598,212090.4452
2071,300694.SZ,蠡湖股份,汽车配件,1.0,-0.797,-1.592,116488.12
2524,600486.SH,扬农化工,农药化肥,2.0,-0.526,-1.589,1420266.6908
