,ts_code,symbol,name,industry,COL_MA_5,COL_MA_10,COL_MA_20,COL_MA_5_SLOPE,COL_MA_10_SLOPE,COL_MA_20_SLOPE,COL_LASTPRICE,COL_MA_CLOSE_GAP,concept
14,300212.SZ,300212,易华录,软件服务,34.59,33.9,33.13,-0.23,0.24,0.61,33.5,1.12,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
15,002475.SZ,002475,立讯精密,元器件,26.47,26.41,25.79,-0.38,0.0,0.08,26.09,1.16,"5G, 白马股, MSCI, 华为产业链, 蔚来汽车概念股, 业绩预增, 无线充电, 苹果产业链, "
16,300488.SZ,300488,恒锋工具,机械基件,27.39,27.06,26.78,0.37,0.41,0.11,27.1,1.19,
17,002124.SZ,002124,天邦股份,饲料,20.83,20.78,19.91,-0.9,0.1,0.25,20.15,1.21,"饲料, 养猪, 动物保健, 强势人气股, "
18,002515.SZ,002515,金字火腿,食品,6.79,6.58,6.38,-0.73,0.61,0.16,6.46,1.25,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
19,002788.SZ,002788,鹭燕医药,医药商业,17.01,16.88,16.51,0.06,0.36,0.3,16.73,1.33,"医药商业, 医药, 中药, 医疗器械, "
20,300498.SZ,300498,温氏股份,农业综合,41.2,40.68,40.6,0.17,0.82,-0.22,41.21,1.5,"MSCI, 养猪, 养鸡, 创业板人气股, "
21,002678.SZ,002678,珠江钢琴,文教休闲,7.86,7.69,7.61,-0.51,0.39,0.13,7.73,1.58,"二胎, 教育, "
22,300622.SZ,300622,博士眼镜,其他商业,22.92,22.51,21.75,0.39,0.72,0.28,22.1,1.61,"高送转-预期, 眼科, "
23,000566.SZ,000566,海南海药,化学制药,8.4,8.07,7.97,0.72,0.5,0.5,8.12,1.88,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
24,002179.SZ,002179,中航光电,元器件,41.46,40.98,40.77,0.85,0.15,0.02,41.6,2.04,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 社保重仓, 大飞机, 回购, 军工, 军民融合, 新能源汽车, "
25,603811.SH,603811,诚意药业,化学制药,21.26,21.03,20.56,0.19,0.53,0.39,21.0,2.14,"医药, 化学药, "
26,300532.SZ,300532,今天国际,软件服务,15.52,15.38,15.27,-0.51,0.46,0.2,15.6,2.16,"宁德时代概念股, 智慧物流, 智能制造, 快递物流, 国资入股, "
27,603568.SH,603568,伟明环保,环境保护,27.91,27.6,27.18,0.58,0.18,0.41,27.78,2.21,"固废处理, 环保, "
28,000868.SZ,000868,*ST安凯,汽车整车,3.95,3.9,3.82,0.25,0.26,0.79,3.91,2.36,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
29,002729.SZ,002729,好利来,元器件,35.42,34.52,33.17,-1.17,0.2,0.82,34.0,2.5,
30,002545.SZ,002545,东方铁塔,钢加工,7.88,7.73,7.72,1.29,0.26,0.13,7.92,2.59,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
31,600845.SH,600845,宝信软件,软件服务,34.46,34.37,33.56,0.76,-0.43,0.09,34.43,2.59,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, "
32,300529.SZ,300529,健帆生物,医疗保健,61.18,60.9,59.93,0.38,0.38,-0.17,61.5,2.62,"新进指数成份股, 社保重仓, 医疗器械, "
33,002089.SZ,002089,新海宜,通信设备,6.21,6.08,5.7,-0.8,1.0,0.35,5.85,2.63,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
34,002776.SZ,002776,柏堡龙,服饰,26.6,26.31,25.82,0.42,0.11,0.51,26.51,2.67,"社保重仓, 纺织服装, 特色小镇, "
35,002602.SZ,002602,世纪华通,汽车配件,19.15,19.05,19.02,0.31,0.37,-0.05,19.55,2.79,"回购, 汽车零部件, 高质押率, 资产重组, 游戏, 手游, "
36,600265.SH,600265,ST景谷,林业,28.05,27.8,27.5,0.68,-0.04,0.11,28.3,2.91,"林业, 股权转让, ST股, "
37,300021.SZ,300021,大禹节水,农业综合,8.41,8.28,7.85,-0.36,0.12,1.03,8.08,2.93,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
38,603899.SH,603899,晨光文具,文教休闲,37.69,36.85,36.34,0.27,0.66,0.03,37.41,2.94,"MSCI, "
39,601888.SH,601888,中国国旅,旅游服务,78.58,78.14,75.24,0.01,0.37,0.51,77.49,2.99,"MSCI, 中字头, 人民币升值受益, 阿里巴巴概念股, 大消费, 央企改革, 旅游, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, 股权转让, "
40,300369.SZ,300369,绿盟科技,软件服务,14.24,13.98,13.76,0.0,0.79,0.0,14.18,3.05,"社保重仓, 网络安全, 云计算, 工业互联网, 国产软件, 国产操作系统, 独角兽, "
41,002241.SZ,002241,歌尔股份,元器件,10.74,10.47,10.33,0.75,0.58,-0.1,10.66,3.19,"白马股, MSCI, 回购, 小米概念股, 智能制造, 工业互联网, 3D感应, 智能音箱, VR&AR, 苹果产业链, 独角兽, 机器人, "
42,600863.SH,600863,内蒙华电,火力发电,3.23,3.22,3.08,-0.92,0.63,0.33,3.18,3.25,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
43,002411.SZ,002411,延安必康,化学制药,19.98,19.74,19.67,0.91,0.41,-0.05,20.31,3.25,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, "
44,603288.SH,603288,海天味业,食品,87.09,86.74,86.42,0.53,0.41,0.16,89.28,3.31,"白马股, MSCI, 大消费, 调味品, 食品, "
45,002511.SZ,002511,中顺洁柔,造纸,10.7,10.64,10.21,-0.47,0.66,0.39,10.55,3.33,"社保重仓, 回购, 造纸, "
46,603959.SH,603959,百利科技,建筑施工,23.79,23.56,22.11,-0.46,0.86,0.87,22.85,3.35,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
47,002467.SZ,002467,二六三,电信运营,10.45,9.68,9.24,1.46,0.52,1.32,9.55,3.35,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
48,000403.SZ,000403,振兴生化,生物制药,29.02,28.99,28.55,0.55,0.52,0.07,29.51,3.36,"血制品, 业绩预增, 股权争夺, ST摘帽, "
49,603886.SH,603886,元祖股份,食品,25.17,24.2,23.49,0.08,0.83,-0.04,24.3,3.45,"食品, 休闲食品, "
50,300459.SZ,300459,金科文化,化工原料,9.11,9.06,8.84,0.33,0.44,0.34,9.15,3.51,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
51,600731.SH,600731,湖南海利,农药化肥,7.27,7.18,6.81,-0.68,-0.14,0.89,7.05,3.52,"农药, 湖南国企改革, "
52,002459.SZ,002459,天业通联,工程机械,13.15,13.1,12.77,-0.15,-0.15,0.47,13.22,3.52,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, "
53,000755.SZ,000755,山西路桥,公路,5.72,5.56,5.35,-0.35,0.72,0.56,5.54,3.55,"高速公路, 山西国企改革, ST摘帽, "
54,002791.SZ,002791,坚朗五金,其他建材,16.29,15.77,15.31,-0.37,0.77,0.2,15.87,3.66,"社保重仓, 回购, "
55,002255.SZ,002255,海陆重工,专用机械,5.13,5.1,5.08,1.58,0.39,0.4,5.27,3.74,"核电, 业绩预增, 光伏, "
56,002158.SZ,002158,汉钟精机,工程机械,12.07,11.77,11.24,1.0,0.51,0.27,11.67,3.83,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
57,002347.SZ,002347,泰尔股份,机械基件,5.98,5.84,5.82,1.87,0.34,1.04,6.05,3.95,"回购, 锂电池, 新能源汽车, 透明工厂, "
58,603583.SH,603583,捷昌驱动,电气设备,69.37,69.0,67.76,0.77,0.47,-0.12,70.44,3.96,"业绩预增, "
59,603711.SH,603711,香飘飘,软饮料,31.64,31.32,30.78,-1.03,1.0,0.07,32.0,3.96,"大消费, 饮料, "
60,300595.SZ,300595,欧普康视,医疗保健,57.21,55.67,55.53,0.99,0.89,-0.25,57.81,4.11,"基因测序, 医疗器械, 高送转, 眼科, "
61,000963.SZ,000963,华东医药,化学制药,33.6,33.59,33.48,0.06,0.51,0.15,34.9,4.24,"MSCI, 健康中国, 医药商业, 社保重仓, 医药, 中药, 创新药, 化学药, 医疗器械, "
62,603708.SH,603708,家家悦,超市连锁,26.1,26.04,25.77,0.93,0.19,0.47,26.9,4.38,"社保重仓, 新零售, 快递物流, "
63,601789.SH,601789,宁波建工,建筑施工,4.88,4.85,4.78,1.46,0.41,0.21,4.99,4.39,"装配式建筑, 环杭州湾大湾区, 云计算, "
64,300125.SZ,300125,易世达,电气设备,16.36,15.72,15.59,0.62,0.83,-0.19,16.29,4.49,"回购, 光伏, 高送转-填权, 举牌股, 年报季报, "
65,002810.SZ,002810,山东赫达,化工原料,27.03,26.45,25.73,-0.18,0.88,0.23,26.9,4.55,"业绩预增, 高送转, "
66,300357.SZ,300357,我武生物,生物制药,47.04,45.99,45.8,1.16,0.77,-0.02,47.92,4.63,"社保重仓, 高送转, "
67,002311.SZ,002311,海大集团,饲料,30.97,30.62,29.29,0.1,0.62,0.34,30.66,4.68,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
68,603848.SH,603848,好太太,家居用品,21.81,21.73,20.96,0.55,0.51,0.34,21.95,4.72,"家具家居, "
69,600519.SH,600519,贵州茅台,白酒,962.67,958.75,929.32,-0.02,0.36,0.62,974.0,4.81,"高价股, 白马股, MSCI, 大消费, 白酒, 大数据, "
70,603499.SH,603499,翔港科技,广告包装,33.5,33.44,31.86,-1.15,0.39,0.41,33.4,4.83,"包装印刷, 化妆品, "
71,603368.SH,603368,柳药股份,医药商业,36.1,35.47,34.81,-0.14,0.74,0.61,36.52,4.91,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
72,300268.SZ,300268,佳沃股份,农业综合,17.49,17.34,16.62,0.52,0.52,0.48,17.49,5.23,"海底捞概念股, 食品, 区块链, 独角兽, "
73,002250.SZ,002250,联化科技,化工原料,11.15,10.91,10.5,0.09,0.83,0.1,11.05,5.24,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
74,603028.SH,603028,赛福天,钢加工,10.01,9.95,9.67,0.2,0.61,0.62,10.18,5.27,"壳公司, "
75,603806.SH,603806,福斯特,塑料,36.36,36.04,34.84,0.47,0.81,0.11,36.68,5.28,"光伏, "
76,600004.SH,600004,白云机场,机场,14.71,14.47,14.46,1.45,0.7,0.07,15.24,5.39,"机场, MSCI, 新进指数成份股, 粤港澳大湾区, "
77,300463.SZ,300463,迈克生物,医疗保健,22.09,21.8,21.52,1.61,0.79,0.56,22.69,5.44,"基因测序, 医疗器械, 体外诊断, "
78,300022.SZ,300022,吉峰科技,农用机械,6.18,5.81,5.28,-2.37,1.4,0.76,5.57,5.49,"乡村振兴, 农机, "
79,603096.SH,603096,新经典,出版业,61.45,60.94,60.23,0.92,0.94,0.22,63.6,5.6,
80,000688.SZ,000688,国城矿业,铅锌,13.35,12.99,12.79,0.83,0.78,0.39,13.52,5.71,"有色-锌, 回购, 有色金属, 高质押率, "
81,603505.SH,603505,金石资源,矿物制品,19.86,19.67,18.96,0.4,0.92,0.53,20.05,5.75,"业绩预增, "
82,600261.SH,600261,阳光照明,家用电器,4.44,4.27,4.14,0.91,0.95,0.24,4.38,5.8,"LED, "
83,002127.SZ,002127,南极电商,互联网,11.61,11.33,11.3,0.96,1.07,0.0,11.96,5.84,"MSCI, 回购, 新零售, 业绩预增, "
84,603699.SH,603699,纽威股份,专用机械,13.83,13.51,13.3,1.62,0.6,0.53,14.08,5.86,"核电, 回购, "
85,300130.SZ,300130,新国都,电脑设备,18.74,18.34,17.73,0.54,0.88,0.17,18.78,5.92,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
86,601933.SH,601933,永辉超市,超市连锁,9.37,9.24,9.21,1.96,0.76,0.55,9.77,6.08,"白马股, MSCI, 大消费, 金改, 海底捞概念股, 新零售, 腾讯概念股, "
87,603320.SH,603320,迪贝电气,机械基件,22.44,22.06,21.14,0.0,0.78,0.57,22.47,6.29,
88,002559.SZ,002559,亚威股份,机床制造,8.89,8.67,8.56,1.14,0.81,0.12,9.1,6.31,"回购, 工业自动化, 燃料电池, 智能制造, 工业互联网, 机器人, "
89,002727.SZ,002727,一心堂,医药商业,28.51,28.36,27.32,0.6,0.39,0.55,29.05,6.33,"医药商业, 医药, 医疗信息化, "
90,002140.SZ,002140,东华科技,建筑施工,11.55,10.6,9.76,0.7,1.24,0.83,10.39,6.45,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
91,300056.SZ,300056,三维丝,环境保护,7.16,7.12,6.96,1.7,0.85,0.29,7.41,6.47,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
92,000713.SZ,000713,丰乐种业,种植业,6.92,6.88,6.59,0.58,0.73,0.61,7.02,6.53,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
93,603718.SH,603718,海利生物,生物制药,14.03,14.01,13.82,1.59,0.36,0.58,14.74,6.66,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, "
94,300152.SZ,300152,科融环境,环境保护,4.29,4.0,3.53,-2.28,2.04,1.44,3.77,6.8,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
95,300145.SZ,300145,中金环境,专用机械,6.14,5.82,5.06,-2.85,1.75,1.2,5.41,6.92,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
96,603520.SH,603520,司太立,化学制药,31.93,31.23,31.13,0.95,1.0,0.45,33.29,6.94,"回购, 医药, 化学药, 资产重组, "
97,002895.SZ,002895,川恒股份,化工原料,14.67,14.34,14.32,1.52,0.91,0.35,15.32,6.98,"高质押率, 磷化工, "
98,603012.SH,603012,创力集团,专用机械,9.75,9.37,9.19,1.46,0.97,0.55,9.86,7.29,"新能源汽车, 充电桩, "
99,300760.SZ,300760,迈瑞医疗,医疗保健,136.71,132.53,131.13,1.45,1.12,0.2,140.84,7.4,"高价股, MSCI, 新进指数成份股, 医疗器械, "
100,002522.SZ,002522,浙江众成,塑料,6.81,6.78,6.76,1.95,0.3,0.9,7.27,7.54,"定增破发, 新能源汽车, 包装印刷, 充电桩, "
101,300366.SZ,300366,创意信息,软件服务,9.7,9.57,9.38,2.21,0.63,0.43,10.09,7.57,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
102,300659.SZ,300659,中孚信息,软件服务,34.97,34.1,33.68,1.63,0.92,0.36,36.24,7.6,"网络安全, 国产软件, 资产重组, "
103,000596.SZ,000596,古井贡酒,白酒,113.62,111.86,109.17,1.2,1.28,0.4,117.55,7.68,"高价股, MSCI, 安徽国企改革, 白酒, "
104,600529.SH,600529,山东药玻,医疗保健,27.24,26.31,25.94,1.08,1.27,0.31,28.0,7.94,"社保重仓, 山东国企改革, 医疗器械, 玻璃, "
105,002203.SZ,002203,海亮股份,铜,10.69,10.24,9.77,1.14,0.99,0.62,10.55,7.98,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
106,300338.SZ,300338,开元股份,文教休闲,11.68,11.58,11.41,2.28,0.35,0.97,12.33,8.06,"教育, 社保重仓, 智能仪表, "
107,603878.SH,603878,武进不锈,钢加工,15.84,15.44,15.28,2.33,0.85,0.59,16.52,8.12,"钢铁, 业绩预增, "
108,000702.SZ,000702,正虹科技,饲料,8.69,7.99,7.49,-0.57,1.78,0.81,8.1,8.14,"饲料, 业绩预增, 湖南国企改革, 农垦, "
109,600277.SH,600277,亿利洁能,综合类,8.85,8.68,8.32,0.45,1.05,0.85,9.0,8.17,"烧碱, PVC, 内蒙古, 光伏, "
110,601799.SH,601799,星宇股份,汽车配件,72.6,71.86,69.09,0.64,1.24,0.93,74.74,8.18,"汽车零部件, 无人驾驶, "
111,300578.SZ,300578,会畅通讯,通信设备,25.92,25.25,25.08,2.86,1.0,0.04,27.15,8.25,"业绩预增, 大数据, 资产重组, "
112,603777.SH,603777,来伊份,食品,12.88,12.53,12.46,1.66,1.29,0.56,13.49,8.27,"大消费, 回购, 新零售, 食品, 休闲食品, 进口博览会, "
113,002695.SZ,002695,煌上煌,食品,13.69,13.21,13.12,2.16,1.07,0.46,14.21,8.31,"食品, 休闲食品, "
114,002726.SZ,002726,龙大肉食,食品,11.31,11.26,10.52,-0.96,1.17,1.06,11.42,8.56,"养猪, 股权转让, "
115,002723.SZ,002723,金莱特,家用电器,13.76,13.56,12.98,2.15,0.22,0.93,14.1,8.63,"小家电, 家电, 资产重组, "
116,300015.SZ,300015,爱尔眼科,医疗保健,36.23,35.1,34.36,1.8,1.15,0.44,37.33,8.64,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
117,300628.SZ,300628,亿联网络,通信设备,105.1,103.39,99.73,1.7,1.07,0.43,108.39,8.68,"MSCI, 云计算, "
118,600332.SH,600332,白云山,中成药,42.88,42.4,41.83,1.93,0.59,0.72,45.49,8.75,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
119,300012.SZ,300012,华测检测,电器仪表,9.59,9.29,9.14,1.91,1.09,0.55,9.97,9.08,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
120,002548.SZ,002548,金新农,饲料,14.8,14.76,13.47,-0.87,1.51,1.2,14.72,9.28,"回购, 饲料, 养猪, 股权转让, 动物保健, "
121,002567.SZ,002567,唐人神,饲料,16.75,16.51,15.23,-0.89,1.54,0.73,16.65,9.32,"回购, 饲料, 养猪, 股权转让, 国资入股, "
122,002847.SZ,002847,盐津铺子,食品,30.57,30.41,29.18,0.72,1.23,0.55,31.9,9.32,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
123,600009.SH,600009,上海机场,机场,68.71,67.29,64.55,0.41,1.22,0.69,70.63,9.42,"机场, 白马股, MSCI, 大消费, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, "
124,002088.SZ,002088,鲁阳节能,矿物制品,14.14,13.92,13.42,0.57,1.31,0.98,14.7,9.54,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
125,600289.SH,600289,*ST信通,软件服务,3.38,3.35,3.24,2.74,0.9,0.62,3.55,9.57,"5G, 网络安全, 大数据, 智慧城市, ST股, "
126,300069.SZ,300069,金利华电,电气设备,14.32,14.21,13.71,2.07,0.57,0.81,15.03,9.63,"特高压, 燃料电池, 影视, "
127,601588.SH,601588,北辰实业,区域地产,3.85,3.77,3.72,2.67,0.8,0.81,4.08,9.68,"北京城市规划, 破净股, 房地产, 京津冀, "
128,603345.SH,603345,安井食品,食品,43.71,41.89,41.38,1.82,1.63,0.34,45.46,9.86,"海底捞概念股, 社保重仓, 独角兽, "
129,300508.SZ,300508,维宏股份,软件服务,33.63,32.57,31.44,0.3,1.56,0.7,34.56,9.92,"工业自动化, 智能制造, 工业互联网, "
130,300282.SZ,300282,三盛教育,文教休闲,15.72,15.43,14.94,1.35,0.59,0.81,16.48,10.31,"教育, 定增破发, "
131,002547.SZ,002547,春兴精工,通信设备,13.26,12.81,10.56,-1.49,1.59,1.64,11.66,10.42,"5G, 特斯拉, 华为产业链, 3D玻璃, "
132,000568.SZ,000568,泸州老窖,白酒,74.38,72.22,70.49,1.49,1.25,0.76,77.88,10.48,"MSCI, 白酒, "
133,600794.SH,600794,保税科技,仓储物流,5.75,5.68,5.07,0.0,0.35,2.01,5.62,10.85,"军工, 军民融合, 快递物流, "
134,002679.SZ,002679,福建金森,林业,26.23,25.52,25.02,2.18,1.35,0.6,27.77,10.99,"土地流转, 林业, "
135,601116.SH,601116,三江购物,超市连锁,14.12,13.96,13.82,2.99,1.45,0.66,15.38,11.29,"阿里巴巴概念股, 新零售, "
136,300566.SZ,300566,激智科技,元器件,18.5,18.1,17.89,3.24,1.34,0.39,19.91,11.29,"OLED, 华为产业链, 小米概念股, LED, "
137,603589.SH,603589,口子窖,白酒,63.17,61.48,58.24,0.75,1.87,0.69,64.99,11.59,"MSCI, 白酒, "
138,002157.SZ,002157,正邦科技,饲料,22.06,20.92,20.0,1.29,1.85,1.11,22.33,11.65,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
139,600073.SH,600073,上海梅林,食品,10.81,10.14,9.58,0.28,1.91,0.84,10.7,11.69,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
140,600763.SH,600763,通策医疗,医疗保健,72.93,70.34,69.12,2.5,1.5,0.41,77.28,11.81,"健康中国, 二胎, 民营医院, 业绩预增, "
141,603617.SH,603617,君禾股份,专用机械,22.83,21.74,20.83,1.38,1.64,0.77,23.3,11.86,
142,600393.SH,600393,粤泰股份,全国地产,4.04,3.91,3.52,0.25,0.77,1.44,3.94,11.93,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
143,600626.SH,600626,申达股份,纺织,6.88,6.81,6.77,2.84,1.19,0.89,7.6,12.26,"汽车零部件, 上海国企改革, 进口博览会, "
144,600410.SH,600410,华胜天成,软件服务,9.61,9.36,9.29,3.56,0.97,0.54,10.43,12.27,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
145,000715.SZ,000715,中兴商业,百货,10.37,9.92,9.6,1.97,1.54,0.84,10.79,12.4,"新零售, 股权转让, "
146,300430.SZ,300430,诚益通,电器仪表,13.45,12.64,11.45,-0.74,1.28,1.42,12.88,12.49,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
147,002757.SZ,002757,南兴装备,家居用品,37.8,36.56,34.82,1.78,1.64,0.81,39.18,12.52,"云计算, 高送转, "
148,603679.SH,603679,华体科技,电气设备,48.31,48.11,44.64,0.81,0.59,1.45,50.35,12.79,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
149,600213.SH,600213,亚星客车,汽车整车,12.85,11.48,9.89,-1.0,2.5,1.64,11.22,13.45,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
150,600175.SH,600175,美都能源,综合类,4.29,3.87,3.32,-1.61,2.65,1.84,3.77,13.55,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
151,300238.SZ,300238,冠昊生物,医疗保健,21.34,19.78,18.28,0.85,2.22,0.83,20.8,13.79,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
152,002054.SZ,002054,德美化工,化工原料,10.36,9.04,8.28,1.37,2.38,1.22,9.44,14.01,"半导体, 国资入股, 壳公司, 创投, "
153,000043.SZ,000043,中航善达,房产服务,10.08,9.71,9.24,2.44,1.68,0.87,10.54,14.07,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
154,603637.SH,603637,镇海股份,建筑施工,19.18,18.69,17.96,3.01,1.85,0.96,20.59,14.64,"大气治理, 环保, 举牌股, 股权争夺, "
155,002746.SZ,002746,仙坛股份,农业综合,27.94,26.57,25.41,1.45,1.72,0.95,29.19,14.88,"业绩预增, 养鸡, 高送转, "
156,002330.SZ,002330,得利斯,食品,8.1,7.47,6.85,0.62,1.77,1.33,7.91,15.47,"养猪, 食品, "
157,000650.SZ,000650,仁和药业,中成药,8.61,8.42,7.77,0.35,2.18,1.44,8.98,15.57,"医药, 中药, 互联网金融, 互联网医疗, 眼科, "
158,603508.SH,603508,思维列控,软件服务,48.49,47.56,46.54,3.83,1.8,0.89,54.0,16.03,"回购, 无人机, 高铁轨交, 资产重组, "
159,002385.SZ,002385,大北农,饲料,7.52,7.28,6.57,-0.53,2.54,1.55,7.63,16.13,"MSCI, 新进指数成份股, 转基因, 回购, 饲料, 养猪, 互联网金融, 农业种植, 国资入股, "
160,000876.SZ,000876,新希望,饲料,16.01,15.18,14.89,3.62,2.15,0.95,17.31,16.25,"MSCI, 东盟博览会, 金改, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, "
161,002135.SZ,002135,东南网架,建筑施工,7.06,6.89,6.64,3.07,1.77,1.07,7.72,16.27,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
162,000995.SZ,000995,*ST皇台,白酒,7.85,7.61,6.42,-1.51,1.47,2.39,7.47,16.36,"教育, 白酒, 资产重组, ST股, 壳公司, "
163,000004.SZ,000004,国农科技,生物制药,22.69,21.99,21.7,4.18,1.95,1.31,25.28,16.5,"网络安全, 资产重组, 游戏, 壳公司, "
