,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_FLOAT_HOLDERS
13,601618.SH,601618,中国中冶,建筑工程,2.71,True,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
14,601216.SH,601216,君正集团,化工原料,2.77,True,"中信信诚资产-招商银行-诚融聚荷1号资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
15,600256.SH,600256,广汇能源,石油开采,2.79,True,"中央汇金资产管理有限责任公司
华龙证券-浦发银行-华龙证券金智汇31号集合资产管理计划
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
16,601588.SH,601588,北辰实业,区域地产,2.82,True,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
17,000571.SZ,000571,*ST大洲,综合类,2.88,True,富立财富投资管理有限公司-富立澜沧江十四号私募投资基金
18,000573.SZ,000573,粤宏远A,区域地产,2.88,True,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
19,000667.SZ,000667,美好置业,全国地产,2.89,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
上海世祖资产管理有限公司-世祖元朔一号私募投资基金"
20,600481.SH,600481,双良节能,环境保护,2.98,True,中央汇金资产管理有限责任公司
21,601600.SH,601600,中国铝业,铝,2.99,True,"中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
22,600578.SH,600578,京能电力,火力发电,3.0,True,"中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会"
23,600708.SH,600708,光明地产,全国地产,3.02,True,"上海信达汇融股权投资基金管理有限公司-宁波沁融股权投资合伙企业(有限合伙)
邦信资产管理有限公司
广西铁路发展投资基金(有限合伙)
华宝信托有限责任公司"
24,002431.SZ,002431,棕榈股份,建筑工程,3.09,True,中央汇金资产管理有限责任公司
25,600077.SH,600077,宋都股份,全国地产,3.11,True,云南国际信托有限公司-苍穹1号单一资金信托
26,600881.SH,600881,亚泰集团,水泥,3.14,True,华安基金-兴业银行-北京世纪融商信息技术有限公司
27,002067.SZ,002067,景兴纸业,造纸,3.19,True,
28,601599.SH,601599,鹿港文化,影视音像,3.19,True,
29,600190.SH,600190,锦州港,港口,3.22,True,辽宁联合资产管理有限公司
30,000415.SZ,000415,渤海租赁,多元金融,3.23,True,"天津燕山股权投资基金有限公司
香港中央结算有限公司(陆股通)"
31,002133.SZ,002133,广宇集团,全国地产,3.23,True,
32,600537.SH,600537,亿晶光电,半导体,3.24,True,中央汇金资产管理有限责任公司
33,000937.SZ,000937,冀中能源,煤炭开采,3.26,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
34,600979.SH,600979,广安爱众,水力发电,3.27,True,北京风炎投资管理有限公司-风炎投资.安瑞1号私募基金
35,000718.SZ,000718,苏宁环球,区域地产,3.3,True,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)"
36,002285.SZ,002285,世联行,房产服务,3.32,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
37,600428.SH,600428,中远海特,水运,3.32,True,"前海开源基金-包商银行-前海开源定增11号资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
38,600751.SH,600751,海航科技,水运,3.33,True,"上银基金-浦发银行-上银基金财富15号资产管理计划
方正富邦基金-华夏银行-天海定增2号资产管理计划
上银瑞金资产-上海银行-慧富9号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
39,000965.SZ,000965,天保基建,区域地产,3.44,True,"长江证券资管-天津市万博咨询有限公司-长江资管万博红日1号单一资产管理计划
中信建投证券-天津市万博咨询有限公司-中信建投万博咨询单一资产管理计划
国投大成投资基金(北京)有限公司"
40,601288.SH,601288,农业银行,银行,3.51,True,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
41,600586.SH,600586,金晶科技,玻璃,3.51,True,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)"
42,000540.SZ,000540,中天金融,多元金融,3.56,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
43,000778.SZ,000778,新兴铸管,钢加工,3.56,True,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
安徽高新毅达皖江产业发展创业投资基金(有限合伙)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
44,600023.SH,600023,浙能电力,火力发电,3.63,True,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
45,601988.SH,601988,中国银行,银行,3.63,True,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
46,600665.SH,600665,天地源,全国地产,3.63,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
47,002108.SZ,002108,沧州明珠,塑料,3.64,True,"中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划"
48,002936.SZ,002936,郑州银行,银行,3.65,True,
49,600791.SH,600791,京能置业,全国地产,3.65,True,哈尔滨市道里区慈善基金会
50,601598.SH,601598,中国外运,仓储物流,3.67,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
51,600261.SH,600261,阳光照明,家用电器,3.67,True,"香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划"
52,000407.SZ,000407,胜利股份,供气供热,3.68,True,"平安资产-工商银行-平安资产鑫享7号保险资产管理产品
平安资产-工商银行-鑫享3号资产管理产品"
53,600497.SH,600497,驰宏锌锗,铅锌,3.7,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金"
54,300117.SZ,300117,嘉寓股份,装修装饰,3.7,True,中央汇金资产管理有限责任公司
55,601018.SH,601018,宁波港,港口,3.73,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
56,603117.SH,603117,万林物流,仓储物流,3.75,True,红土创新基金-银河证券-深圳市创新投资集团有限公司
57,600684.SH,600684,珠江实业,全国地产,3.77,True,香港中央结算有限公司(陆股通)
58,300089.SZ,300089,文化长城,文教休闲,3.81,True,
59,600025.SH,600025,华能水电,水力发电,3.86,True,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
60,601099.SH,601099,太平洋,证券,3.87,True,"陕西省国际信托股份有限公司-陕国投·财富72号单一资金信托
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
61,601608.SH,601608,中信重工,专用机械,3.89,True,"中国黄金集团资产管理有限公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
62,000900.SZ,000900,现代投资,路桥,3.92,True,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
63,002681.SZ,002681,*ST奋达,家用电器,3.94,True,"金元顺安基金-浙商银行-华润信托-华润信托·增利42号单一资金信托
建信基金-杭州银行-华润深国投信托-华润信托·增利33号单一资金信托
中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝5号私募投资基金
香港中央结算有限公司(陆股通)"
64,000056.SZ,000056,皇庭国际,房产服务,3.96,True,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
65,600611.SH,600611,大众交通,公共交通,3.98,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
66,601919.SH,601919,中远海控,水运,4.01,True,中国国有企业结构调整基金股份有限公司
67,601818.SH,601818,光大银行,银行,4.02,True,"中央汇金投资有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
68,603993.SH,603993,洛阳钼业,小金属,4.07,True,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
建信基金-工商银行-陕西省国际信托-陕国投·金玉6号定向投资集合资金信托计划
中国国有企业结构调整基金股份有限公司
民生加银基金-宁波银行-嘉兴民琉投资合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
全国社保基金一零八组合"
69,000060.SZ,000060,中金岭南,铅锌,4.07,True,"中信保诚基金-浦发银行-云南国际信托-云信智兴2017-510号单一资金信托
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
70,601101.SH,601101,昊华能源,煤炭开采,4.09,True,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
71,000717.SZ,000717,韶钢松山,普钢,4.11,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
72,601898.SH,601898,中煤能源,煤炭开采,4.13,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金"
73,000752.SZ,000752,*ST西发,啤酒,4.13,True,
74,600310.SH,600310,桂东电力,水力发电,4.13,True,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)"
75,000983.SZ,000983,西山煤电,煤炭开采,4.14,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
76,002517.SZ,002517,恺英网络,互联网,4.14,True,深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
77,600854.SH,600854,春兰股份,家用电器,4.15,True,
78,000563.SZ,000563,陕国投A,多元金融,4.15,True,"华宝信托有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
79,000589.SZ,000589,贵州轮胎,汽车配件,4.17,True,深圳抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金
80,002314.SZ,002314,南山控股,区域地产,4.19,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
81,002807.SZ,002807,江阴银行,银行,4.2,True,
82,002392.SZ,002392,北京利尔,其他建材,4.2,True,
83,601916.SH,601916,浙商银行,银行,4.21,True,
84,600716.SH,600716,凤凰股份,区域地产,4.21,True,建信基金-工商银行-上海国鑫投资发展有限公司
85,000543.SZ,000543,皖能电力,火力发电,4.21,True,"全国社保基金一零三组合
全国社保基金四一二组合
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
86,000046.SZ,000046,泛海控股,多元金融,4.23,True,"德邦创新资本-渤海银行-中融国际信托有限公司
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资52号结构化集合资金信托计划
香港中央结算有限公司(陆股通)"
87,300148.SZ,300148,天舟文化,出版业,4.24,True,国金证券-浦发银行-国金天舟文化1号集合资产管理计划
88,601666.SH,601666,平煤股份,煤炭开采,4.26,True,"中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国工商银行-广发聚富开放式证券投资基金"
89,002239.SZ,002239,奥特佳,汽车配件,4.31,True,
90,002266.SZ,002266,浙富控股,电气设备,4.36,True,"中央汇金资产管理有限责任公司
西藏信托有限公司-西藏信托-智昂6号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
91,600210.SH,600210,紫江企业,广告包装,4.43,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金"
92,000933.SZ,000933,神火股份,煤炭开采,4.45,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
富国中证500指数增强型证券投资基金
全国社保基金四一二组合
国泰国证有色金属行业指数分级证券投资基金"
93,000419.SZ,000419,通程控股,百货,4.47,True,
94,600011.SH,600011,华能国际,火力发电,4.47,True,
95,600705.SH,600705,中航资本,多元金融,4.47,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
96,600018.SH,600018,上港集团,港口,4.48,True,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
97,300032.SZ,300032,金龙机电,元器件,4.53,True,"前海开源基金-广发银行-方正东亚信托有限责任公司
中国长城资产管理股份有限公司
兴全基金-兴业银行-兴全-可交换私募债56期分级特定多客户资产管理计划"
98,000958.SZ,000958,东方能源,火力发电,4.55,True,香港中央结算有限公司(陆股通)
99,002540.SZ,002540,亚太科技,铝,4.56,True,"湖北省国有资本运营有限公司-湖北国资运营东湖定增1号私募投资基金
兴银基金-浦发银行-爱建信托-爱建信托云溪16号事务管理类集合资金信托计划
中央汇金资产管理有限责任公司"
100,600348.SH,600348,阳泉煤业,煤炭开采,4.6,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
101,000510.SZ,000510,新金路,化工原料,4.61,True,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展
102,600503.SH,600503,华丽家族,区域地产,4.61,True,
103,600717.SH,600717,天津港,港口,4.62,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
104,002701.SZ,002701,奥瑞金,广告包装,4.62,True,"中泰证券资管-招商银行-证券行业支持民企发展系列之中泰资管5号集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
105,002611.SZ,002611,东方精工,轻工机械,4.67,True,"华融证券-招商证券-华融优智1号集合资产管理计划
华融证券-招商证券-华融优智1号集合资产管理计划
华融证券-招商证券-华融优智1号集合资产管理计划
华融证券-招商证券-华融优智1号集合资产管理计划
华融证券-招商证券-华融优智1号集合资产管理计划
盛稷股权投资基金(上海)有限公司
香港中央结算有限公司(陆股通)"
106,603323.SH,603323,苏农银行,银行,4.68,True,
107,600873.SH,600873,梅花生物,食品,4.68,True,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金"
108,601001.SH,601001,大同煤业,煤炭开采,4.7,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金"
109,600823.SH,600823,世茂股份,全国地产,4.73,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划"
110,600635.SH,600635,大众公用,供气供热,4.75,True,中央汇金资产管理有限责任公司
111,601899.SH,601899,紫金矿业,黄金,4.75,True,"中非发展基金有限公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
112,600105.SH,600105,永鼎股份,通信设备,4.76,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
天津道可明资产管理有限公司"
113,000036.SZ,000036,华联控股,全国地产,4.76,True,"香港中央结算有限公司(陆股通)
中国工商银行-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金"
114,600308.SH,600308,华泰股份,造纸,4.79,True,华泰证券股份有限公司-中庚价值领航混合型证券投资基金
115,601860.SH,601860,紫金银行,银行,4.8,True,
116,600811.SH,600811,东方集团,综合类,4.8,True,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
117,000725.SZ,000725,京东方A,元器件,4.8,True,"中意资管-招商银行-中意资产-股票精选18号资产管理产品
中意资管-招商银行-中意资产-丝路1号资产管理产品
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
118,600019.SH,600019,宝钢股份,普钢,4.81,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
119,600740.SH,600740,山西焦化,焦炭加工,4.82,True,"华鑫国际信托有限公司
建信基金公司-民生-华鑫信托·慧智投资1号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资2号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资3号结构化集合资金信托计划"
120,002244.SZ,002244,滨江集团,区域地产,4.84,True,"华鑫国际信托有限公司-华鑫信托·慧智投资97号集合资金信托计划
香港中央结算有限公司(陆股通)
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资99号集合资金信托计划
北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资98号集合资金信托计划
中央汇金资产管理有限责任公司
全国社保基金四一八组合
华鑫国际信托有限公司"
121,002145.SZ,002145,中核钛白,化工原料,4.85,True,"华信信托股份有限公司-华信信托·盈泰66号集合资金信托计划
珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
荷瑞股权投资基金管理(上海)有限公司-荷瑞星2号私募基金"
122,600807.SH,600807,济南高新,区域地产,4.86,True,国通信托有限责任公司
123,600657.SH,600657,信达地产,全国地产,4.9,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
124,000027.SZ,000027,深圳能源,火力发电,4.91,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中证500交易型开放式指数证券投资基金"
125,600179.SH,600179,*ST安通,仓储物流,4.91,True,"北京宏图昌历投资基金管理中心(有限合伙)
平安信托有限责任公司-平安信托*汇安990号集合资金信托
国通信托有限责任公司-国通信托·聚赢88号证券投资单一资金信托
红塔红土基金-中信证券-万向信托-万向信托-星辰82号事务管理类单一资金信托
中航信托股份有限公司-中航信托·天翼系列债券投资集合资金信托计划"
126,000807.SZ,000807,云铝股份,铝,4.92,True,"全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金"
127,002574.SZ,002574,明牌珠宝,服饰,4.92,True,
128,600173.SH,600173,卧龙地产,全国地产,5.01,True,
129,002340.SZ,002340,格林美,小金属,5.06,True,"中国对外经济贸易信托有限公司
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金"
130,600235.SH,600235,民丰特纸,造纸,5.08,True,
131,000012.SZ,000012,南玻A,玻璃,5.08,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
132,600971.SH,600971,恒源煤电,煤炭开采,5.09,True,"中央汇金资产管理有限责任公司
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
安信证券-梁日文-安信证券创赢1号单一资产管理计划
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
香港中央结算有限公司(陆股通)"
133,600997.SH,600997,开滦股份,煤炭开采,5.09,True,"中央汇金资产管理有限责任公司
中国信达资产管理股份有限公司
国联安德盛小盘精选证券投资基金
中融中证煤炭指数分级证券投资基金"
134,002775.SZ,002775,文科园林,建筑工程,5.1,True,
135,002284.SZ,002284,亚太股份,汽车配件,5.1,True,宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金
136,000619.SZ,000619,海螺型材,其他建材,5.12,True,安徽省铁路发展基金股份有限公司
137,600693.SH,600693,东百集团,百货,5.12,True,"国通信托有限责任公司-国通信托·紫金16号集合资金信托计划
香港中央结算有限公司(陆股通)"
138,600292.SH,600292,远达环保,环境保护,5.14,True,中央汇金资产管理有限责任公司
139,600711.SH,600711,盛屯矿业,小金属,5.14,True,香港中央结算有限公司(陆股通)
140,000691.SZ,000691,亚太实业,区域地产,5.14,True,芜湖长元股权投资基金(有限合伙)
141,000750.SZ,000750,国海证券,证券,5.14,True,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
142,601169.SH,601169,北京银行,银行,5.14,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
143,002360.SZ,002360,同德化工,化工原料,5.15,True,
144,002092.SZ,002092,中泰化学,化工原料,5.16,True,"中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
145,601398.SH,601398,工商银行,银行,5.16,True,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
146,002026.SZ,002026,山东威达,机械基件,5.16,True,中央汇金资产管理有限责任公司
147,603843.SH,603843,正平股份,建筑工程,5.16,True,国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
148,002613.SZ,002613,北玻股份,专用机械,5.16,True,
149,002334.SZ,002334,英威腾,电气设备,5.18,True,中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
150,601077.SH,601077,渝农商行,银行,5.19,True,香港中央结算有限公司(陆股通)
