code,name,p_change_01,p_change_02,past_average_turnover,normalizing_std,next_day_to_ma5,close_to_ma5,stop_mark
600520,文一科技,4.434,-8.03,8.277,0.041,21.578,,
000856,冀东装备,1.506,-8.028,8.477,0.029,18.875,★,
000600,建投能源,1.52,-8.007,1.53,0.015,6.645,★,
601166,兴业银行,0.7,-7.789,0.24,0.003,16.155,★,
600654,*ST中安,4.334,-7.748,1.817,0.011,3.112,★,
002673,西部证券,0.001,-7.701,0.45,0.011,9.428,★,
601288,农业银行,0.281,-7.622,0.1,0.004,3.762,★,
601388,怡球资源,1.166,-7.617,2.427,0.023,3.505,,
000633,合金投资,3.251,-7.61,0.777,0.017,8.185,★,
002333,罗普斯金,8.163,-7.603,0.467,0.024,14.998,,
600389,江山股份,2.178,-7.603,0.447,0.01,17.908,★,
000752,西藏发展,0.295,-7.442,0.637,0.01,13.78,,
000651,格力电器,7.644,-7.422,1.227,0.035,47.63,,
601101,昊华能源,1.655,-7.39,0.56,0.013,6.72,★,
002508,老板电器,2.101,-7.383,1.143,0.017,33.402,,
002192,融捷股份,8.335,-7.353,4.423,0.04,26.718,,
600123,兰花科创,0.261,-7.313,0.743,0.008,7.638,★,
002326,永太科技,3.107,-7.258,0.837,0.021,8.842,,
600237,铜峰电子,7.008,-7.217,3.923,0.035,4.53,,
600603,广汇物流,2.486,-7.185,1.22,0.014,6.938,,
002457,青龙管业,0.98,-7.164,6.26,0.019,11.055,,
002542,中化岩土,4.504,-7.075,2.337,0.031,7.567,,
002734,利民股份,4.451,-6.978,2.763,0.033,24.56,,
601001,大同煤业,0.194,-6.903,0.4,0.01,5.308,★,
601009,南京银行,0.002,-6.808,0.463,0.006,7.958,★,
600405,动力源,1.332,-6.757,1.493,0.016,5.958,,
002282,博深工具,2.089,-6.725,1.913,0.016,11.65,★,
000158,常山北明,2.389,-6.721,1.087,0.017,7.595,★,
002339,积成电子,0.601,-6.634,2.067,0.016,8.342,★,
601872,招商轮船,2.688,-6.583,0.263,0.018,3.73,,
000521,美菱电器,1.947,-6.572,0.523,0.014,4.19,★,
002892,科力尔,2.189,-6.478,4.757,0.018,33.5,,
600595,中孚实业,1.962,-6.451,1.663,0.024,4.205,,
601226,华电重工,4.232,-6.444,0.663,0.029,4.97,★,
300139,晓程科技,11.255,-6.43,8.0,0.054,6.703,,
000878,云南铜业,0.98,-6.401,1.28,0.015,11.418,★,
600239,云南城投,3.074,-6.392,0.527,0.011,4.345,★,
600303,曙光股份,9.125,-6.279,2.227,0.039,7.625,,
002524,光正集团,7.221,-6.263,4.497,0.037,6.262,,
601857,中国石油,0.528,-6.203,0.02,0.009,7.652,★,
600370,三房巷,1.356,-6.201,1.19,0.012,2.96,,
600888,新疆众和,3.031,-6.189,1.697,0.02,5.755,★,
600229,城市传媒,5.769,-6.186,0.817,0.014,8.74,★,
002637,赞宇科技,0.579,-6.186,0.99,0.009,8.64,,
000728,国元证券,4.596,-6.137,0.823,0.02,8.982,,
000893,东凌国际,4.776,-6.087,2.383,0.013,5.582,,
000960,锡业股份,4.62,-6.03,1.877,0.024,14.06,★,
600782,新钢股份,1.556,-6.009,1.723,0.02,5.967,★,
600837,海通证券,0.271,-5.963,0.297,0.01,11.288,★,
600601,方正科技,0.673,-5.947,0.567,0.014,3.075,,
000751,锌业股份,0.233,-5.942,0.903,0.013,4.502,,
002106,莱宝高科,0.894,-5.935,1.327,0.021,7.998,,
600188,兖州煤业,11.279,-5.833,1.277,0.036,13.84,,
600686,金龙汽车,8.55,-5.832,2.18,0.026,12.915,,
000858,五 粮 液,2.532,-5.764,0.787,0.024,69.005,★,
600019,宝钢股份,7.035,-5.75,0.387,0.031,9.015,,
601699,潞安环能,5.487,-5.734,1.533,0.022,10.418,,
600628,新世界,0.436,-5.715,0.357,0.011,8.987,,
002706,良信电器,0.107,-5.648,0.427,0.008,10.335,★,
600000,浦发银行,0.266,-5.626,0.063,0.007,11.678,★,
600247,ST成城,0.128,-5.598,0.253,0.009,7.425,★,
300612,宣亚国际,2.554,-5.583,18.293,0.041,46.252,,
002547,春兴精工,2.781,-5.5,1.847,0.01,8.698,,
600552,凯盛科技,0.424,-5.441,1.387,0.035,6.998,,
300657,弘信电子,8.916,-5.356,16.69,0.069,39.315,,
600839,四川长虹,0.326,-5.348,0.403,0.007,3.02,★,
600365,通葡股份,1.685,-5.328,0.987,0.005,7.182,★,
600333,长春燃气,2.013,-5.303,1.187,0.015,5.46,,
000726,鲁 泰Ａ,0.88,-5.303,0.33,0.007,10.34,★,
000058,深 赛 格,1.551,-5.299,1.033,0.023,6.592,★,
600982,宁波热电,0.011,-5.281,0.497,0.004,3.74,★,
000898,鞍钢股份,3.47,-5.184,0.43,0.019,6.235,★,
601233,桐昆股份,0.892,-5.183,1.337,0.026,23.148,,
000046,泛海控股,1.688,-5.18,0.06,0.01,7.17,★,
002553,南方轴承,4.076,-5.071,1.39,0.022,7.902,,
601225,陕西煤业,5.358,-5.071,0.703,0.024,7.748,,
002670,国盛金控,0.927,-5.055,1.343,0.026,16.502,,
000717,韶钢松山,5.442,-5.024,2.56,0.029,6.735,★,
601880,大连港,0.416,-5.008,0.337,0.007,2.482,★,
002851,麦格米特,2.359,-4.96,4.45,0.036,35.868,,
600452,涪陵电力,0.519,-4.96,0.327,0.012,33.545,,
002298,中电鑫龙,1.475,-4.897,1.537,0.02,8.298,★,
600062,华润双鹤,3.874,-4.892,0.947,0.014,23.365,,
300156,神雾环保,0.309,-4.892,7.477,0.048,12.737,,
002549,凯美特气,0.612,-4.85,0.493,0.018,6.348,,
002463,沪电股份,3.64,-4.841,1.413,0.018,4.325,,
002498,汉缆股份,1.015,-4.818,0.42,0.005,3.012,★,
000001,平安银行,4.235,-4.802,0.567,0.011,11.472,★,
601886,江河集团,2.267,-4.755,0.37,0.009,8.52,★,
002140,东华科技,4.395,-4.735,1.19,0.02,9.078,★,
600803,新奥股份,2.2,-4.61,0.913,0.014,11.588,★,
600182,S佳通,1.718,-4.6,1.073,0.01,25.908,★,
002391,长青股份,2.594,-4.592,1.113,0.015,13.683,★,
600578,京能电力,0.002,-4.586,0.063,0.005,3.305,★,
002267,陕天然气,6.051,-4.541,0.567,0.015,7.32,★,
601016,节能风电,0.013,-4.441,0.223,0.006,3.05,★,
002218,拓日新能,3.829,-4.403,1.573,0.022,3.997,,
601518,吉林高速,10.111,-4.398,0.87,0.042,3.36,,
300419,浩丰科技,7.556,-4.329,7.493,0.044,8.062,,
000876,新 希 望,0.14,-4.266,0.31,0.005,7.145,★,
600291,西水股份,0.915,-4.088,0.79,0.013,18.848,★,
600606,绿地控股,0.134,-4.082,1.547,0.004,7.082,★,
601566,九牧王,1.47,-4.036,0.22,0.006,14.518,★,
000932,华菱钢铁,9.378,-3.946,1.87,0.036,8.182,,
300274,阳光电源,4.637,-3.909,1.92,0.032,17.87,★,
000060,中金岭南,0.209,-3.872,1.1,0.014,9.49,★,
601168,西部矿业,2.47,-3.855,1.17,0.013,7.05,★,
600841,上柴股份,4.555,-3.833,0.26,0.022,12.262,,
600900,长江电力,1.898,-3.832,0.1,0.004,16.04,★,
600747,*ST大控,2.527,-3.821,0.997,0.011,2.02,★,
600804,鹏博士,0.563,-3.814,0.57,0.006,14.147,,
002021,中捷资源,3.429,-3.812,0.697,0.011,3.867,,
600872,中炬高新,0.327,-3.803,0.723,0.016,23.378,,
601211,国泰君安,2.409,-3.794,0.367,0.013,17.432,★,
600190,锦州港,0.545,-3.767,0.317,0.01,3.75,,
000797,中国武夷,2.034,-3.716,0.377,0.016,8.78,,
002429,兆驰股份,6.729,-3.702,1.453,0.021,3.262,,
601229,上海银行,2.605,-3.696,0.477,0.01,14.775,,
000677,恒天海龙,3.147,-3.629,0.777,0.027,3.242,,
002560,通达股份,0.574,-3.573,1.32,0.004,7.115,★,
600317,营口港,0.321,-3.567,0.09,0.009,2.945,,
600362,江西铜业,1.993,-3.556,1.547,0.014,17.25,★,
600325,华发股份,0.944,-3.472,1.61,0.013,7.642,,
601328,交通银行,0.157,-3.464,0.17,0.002,6.095,★,
600468,百利电气,12.231,-3.449,1.93,0.065,6.128,,
002735,王子新材,1.033,-3.445,0.543,0.003,32.3,★,
002015,霞客环保,1.696,-3.444,0.597,0.007,5.977,★,
002120,韵达股份,4.455,-3.43,1.06,0.036,47.385,,
000528,柳 工,3.065,-3.406,1.623,0.022,9.055,★,
600461,洪城水业,2.832,-3.351,0.83,0.016,6.092,,
600422,昆药集团,1.602,-3.32,1.547,0.017,9.173,,
000611,天首发展,1.115,-3.319,0.52,0.01,7.25,★,
600008,首创股份,0.627,-3.307,0.797,0.008,4.928,★,
600332,白云山,9.352,-3.29,2.0,0.045,29.662,,
300180,华峰超纤,0.263,-3.27,0.35,0.01,22.925,,
600275,*ST昌鱼,1.106,-3.215,0.477,0.016,4.448,,
600846,同济科技,4.936,-3.178,3.673,0.028,8.782,,
002319,乐通股份,0.529,-3.154,0.527,0.011,15.222,★,
300091,金通灵,4.16,-3.119,0.667,0.016,14.922,★,
300483,沃施股份,2.223,-3.058,1.08,0.018,34.368,★,
600219,南山铝业,1.266,-3.037,2.01,0.023,3.245,,
600198,大唐电信,10.247,-3.026,7.467,0.061,9.045,,
002222,福晶科技,7.45,-3.021,5.143,0.04,17.025,★,
002230,科大讯飞,2.036,-2.977,2.973,0.022,57.375,,
000936,华西股份,7.464,-2.891,4.62,0.037,7.703,,
000837,秦川机床,2.015,-2.829,1.537,0.015,5.572,★,
002712,思美传媒,1.349,-2.823,0.483,0.003,20.342,★,
002418,康盛股份,0.691,-2.778,3.027,0.018,8.902,,
600276,恒瑞医药,1.088,-2.763,0.387,0.015,83.33,,
002216,三全食品,2.29,-2.739,0.473,0.011,7.532,★,
002097,山河智能,1.446,-2.672,0.837,0.014,6.998,★,
600438,通威股份,8.945,-2.619,2.067,0.057,11.47,★,
600776,东方通信,5.682,-2.502,1.553,0.024,6.315,,
600048,保利地产,2.328,-2.494,0.63,0.01,13.465,★,
002565,顺灏股份,3.255,-2.464,0.597,0.013,5.675,★,
601208,东材科技,4.176,-2.456,0.567,0.019,5.585,,
000410,沈阳机床,6.73,-2.398,4.337,0.034,11.078,,
600376,首开股份,2.241,-2.39,0.237,0.012,8.802,,
002158,汉钟精机,8.276,-2.39,3.45,0.025,11.845,,
002193,如意集团,0.814,-2.366,0.45,0.007,16.337,★,
002412,汉森制药,1.495,-2.315,0.21,0.006,16.115,★,
600683,京投发展,0.17,-2.243,0.23,0.016,5.758,★,
601519,*ST智慧,5.075,-2.237,0.52,0.017,4.1,,
600478,科力远,3.657,-2.222,0.93,0.022,5.955,★,
600811,东方集团,0.217,-2.206,0.267,0.002,4.422,★,
600288,大恒科技,5.755,-2.202,2.107,0.035,8.565,,
600112,*ST天成,2.445,-2.197,1.08,0.013,4.592,★,
000821,京山轻机,0.242,-2.183,2.24,0.019,12.065,★,
002115,三维通信,0.496,-2.17,1.44,0.007,8.118,★,
600887,伊利股份,1.011,-2.156,1.123,0.015,28.283,★,
002006,精功科技,5.15,-2.133,1.15,0.026,6.51,,
002402,和而泰,3.923,-2.133,2.513,0.032,9.532,★,
300420,五洋停车,1.095,-2.127,2.193,0.018,7.453,,
300338,开元股份,4.354,-2.118,0.867,0.015,19.295,★,
600853,龙建股份,7.366,-2.114,1.57,0.033,4.685,,
600426,华鲁恒升,2.401,-2.112,1.343,0.024,16.315,,
600028,中国石化,1.945,-1.882,0.14,0.014,6.853,★,
600030,中信证券,0.546,-1.87,0.973,0.014,18.643,★,
002171,楚江新材,2.026,-1.845,1.297,0.027,7.042,★,
002806,华锋股份,61.095,-1.827,18.75,0.135,24.575,,
300117,嘉寓股份,2.329,-1.767,1.617,0.026,5.81,,
600585,海螺水泥,2.274,-1.767,0.777,0.01,32.535,★,
002071,长城影视,0.822,-1.729,1.423,0.001,8.602,★,
002436,兴森科技,11.539,-1.728,5.72,0.046,5.653,★,
002500,山西证券,3.966,-1.677,1.36,0.015,7.852,★,
600077,宋都股份,2.623,-1.669,0.25,0.01,3.492,★,
601908,京运通,3.147,-1.648,0.407,0.019,4.838,,
002148,北纬科技,0.842,-1.635,4.57,0.018,8.312,,
002579,中京电子,11.668,-1.631,2.62,0.049,8.9,,
002698,博实股份,1.72,-1.61,1.173,0.028,11.09,★,
600599,熊猫金控,0.335,-1.602,0.273,0.003,18.242,★,
600530,交大昂立,3.413,-1.597,0.777,0.016,5.638,,
300281,金明精机,0.274,-1.564,2.577,0.019,10.882,,
600829,人民同泰,2.68,-1.53,0.38,0.014,11.042,★,
600881,亚泰集团,1.263,-1.497,0.817,0.012,4.7,,
300069,金利华电,0.422,-1.461,1.267,0.004,28.788,★,
002559,亚威股份,6.874,-1.461,1.663,0.032,8.328,,
600460,士兰微,3.604,-1.421,9.45,0.028,16.302,,
300613,富瀚微,10.754,-1.404,17.6,0.038,182.882,,
300388,国祯环保,5.893,-1.39,1.443,0.023,21.128,,
002459,天业通联,0.972,-1.36,0.313,0.008,12.3,★,
000043,中航地产,6.907,-1.302,0.76,0.024,9.475,,
002214,大立科技,3.925,-1.284,5.0,0.035,7.205,★,
600965,福成股份,0.202,-1.264,0.197,0.005,10.118,★,
300395,菲利华,9.291,-1.246,1.98,0.032,14.98,,
002370,亚太药业,2.259,-1.153,1.097,0.014,19.222,★,
002304,洋河股份,1.068,-1.143,0.253,0.019,110.125,★,
000789,万年青,2.035,-1.063,6.52,0.021,12.11,★,
002119,康强电子,5.377,-0.966,2.677,0.02,18.723,,
002314,南山控股,0.343,-0.832,0.817,0.01,5.802,,
601258,庞大集团,0.005,-0.829,0.353,0.007,2.285,★,
000687,华讯方舟,12.012,-0.797,5.75,0.061,10.535,,
002049,紫光国芯,22.008,-0.727,15.857,0.063,56.24,,
601688,华泰证券,2.956,-0.704,0.683,0.016,17.707,★,
300498,温氏股份,2.953,-0.666,0.303,0.01,21.205,★,
002094,青岛金王,0.926,-0.653,0.96,0.009,21.547,★,
002483,润邦股份,2.309,-0.629,0.43,0.008,4.852,★,
600459,贵研铂业,5.391,-0.607,4.333,0.043,19.425,★,
002495,佳隆股份,0.282,-0.571,1.06,0.018,3.597,,
300077,国民技术,36.738,-0.456,21.737,0.111,10.715,,
002445,中南文化,0.328,-0.416,0.36,0.007,12.34,,
002435,长江润发,2.03,-0.236,0.343,0.003,17.08,★,
600425,*ST青松,3.534,-0.211,0.99,0.013,3.778,★,
002529,海源机械,0.598,-0.125,1.79,0.004,16.735,★,
002792,通宇通讯,1.066,-0.092,5.323,0.016,29.042,,
300155,安居宝,2.251,-0.008,2.707,0.035,5.808,,
