,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
1317,002870.SZ,香山股份,电器仪表,7.56,23.59,94643.08
1239,002786.SZ,银宝山新,专用机械,7.42,9.8,373615.2
2021,300641.SZ,正丹股份,化工原料,7.28,5.81,129783.78
151,000563.SZ,陕国投A,多元金融,7.27,5.02,1989934.4487
2625,600599.SH,熊猫金控,多元金融,7.17,12.8,212480.0
3329,603383.SH,顶点软件,软件服务,7.16,73.4,425845.6608
128,000536.SZ,华映科技,元器件,7.16,3.66,733223.7441
2821,600816.SH,安信信托,多元金融,7.15,7.31,3415604.1865
272,000727.SZ,华东科技,元器件,7.14,2.78,814722.078
1468,300079.SZ,数码科技,通信设备,7.05,6.31,762935.2953
1060,002600.SZ,领益智造,元器件,7.03,6.46,961177.6002
325,000810.SZ,创维数字,家用电器,7.02,10.12,982082.8097
1783,300397.SZ,天和防务,通信设备,6.98,20.33,315252.2783
2088,300710.SZ,万隆光电,通信设备,6.91,32.78,109891.672
1407,300017.SZ,网宿科技,电信运营,6.91,14.2,3076270.125
1413,300023.SZ,宝德股份,专用机械,6.9,7.13,102963.5058
1666,300278.SZ,华昌达,专用机械,6.85,8.49,227582.9791
2499,600446.SH,金证股份,软件服务,6.8,21.02,1793448.4374
1969,300587.SZ,天铁股份,橡胶,6.71,23.4,98663.4698
1027,002567.SZ,唐人神,饲料,6.57,14.0,1060085.7974
3104,601890.SH,亚星锚链,船舶,6.51,6.23,597706.2
1638,300250.SZ,初灵信息,软件服务,6.48,15.51,215580.212
2489,600425.SH,青松建化,水泥,6.32,4.89,674228.3521
2635,600610.SH,*ST毅达,建筑施工,6.28,3.54,132953.4049
2018,300638.SZ,广和通,通信设备,6.27,58.27,232497.3
586,002124.SZ,天邦股份,饲料,6.26,16.76,1774031.6333
1843,300457.SZ,赢合科技,专用机械,6.21,28.06,532434.6782
1599,300211.SZ,亿通科技,通信设备,6.17,6.6,122564.6928
2570,600536.SH,中国软件,软件服务,6.12,50.39,2492101.8585
2924,600975.SH,新五丰,农业综合,6.03,9.3,606988.2931
1878,300492.SZ,山鼎设计,建筑施工,6.01,24.0,70433.7
1054,002594.SZ,比亚迪,汽车整车,6.0,54.57,6230800.1662
1838,300452.SZ,山河药辅,化学制药,5.99,16.7,179615.9198
1398,300008.SZ,天海防务,船舶,5.94,3.91,235542.4234
1923,300538.SZ,同益股份,批发业,5.94,32.85,78828.6569
2246,600135.SH,乐凯胶片,化工原料,5.87,7.93,295782.4459
3164,603033.SH,三维股份,橡胶,5.87,24.24,134047.2
2843,600839.SH,四川长虹,家用电器,5.86,3.53,1628844.5642
2638,600613.SH,神奇制药,中成药,5.83,9.39,450081.4593
53,000070.SZ,特发信息,通信设备,5.82,15.1,906463.0098
2286,600183.SH,生益科技,元器件,5.79,11.52,2439349.5283
2710,600695.SH,绿庭投资,多元金融,5.78,5.95,218047.9554
1710,300322.SZ,硕贝德,通信设备,5.77,13.37,491366.079
2202,600086.SH,东方金钰,服饰,5.76,5.85,618254.3344
1433,300043.SZ,星辉娱乐,文教休闲,5.68,6.57,593077.499
30,000037.SZ,深南电A,火力发电,5.66,10.22,346349.6803
375,000890.SZ,法尔胜,钢加工,5.63,6.17,234227.9167
2639,600614.SH,鹏起科技,综合类,5.59,5.83,881197.3046
2699,600684.SH,珠江实业,全国地产,5.56,4.83,412221.5292
2132,300759.SZ,康龙化成,化学制药,5.55,37.27,244603.01
1025,002565.SZ,顺灏股份,造纸,5.55,12.45,852622.0189
654,002192.SZ,融捷股份,专用机械,5.54,29.02,687750.0411
436,000971.SZ,高升控股,互联网,5.53,5.09,301111.6989
1385,002945.SZ,华林证券,证券,5.53,14.36,387720.0
3346,603477.SH,振静股份,纺织,5.49,8.29,94091.5
3467,603729.SH,龙韵股份,广告包装,5.46,26.86,250705.868
2671,600651.SH,飞乐音响,电器仪表,5.46,6.23,613792.0612
2536,600498.SH,烽火通信,通信设备,5.38,31.94,3520984.4468
2450,600375.SH,华菱星马,汽车整车,5.33,6.36,353451.0197
1514,300125.SZ,易世达,电气设备,5.33,15.35,404898.1432
1564,300175.SZ,朗源股份,食品,5.3,6.63,306047.6156
85,000416.SZ,民生控股,多元金融,5.26,5.04,267947.1134
1519,300130.SZ,新国都,电脑设备,5.26,15.66,524575.9113
2415,600331.SH,宏达股份,铅锌,5.25,3.46,703072.0
1128,002668.SZ,奥马电器,家用电器,5.25,6.12,400432.4244
1716,300328.SZ,宜安科技,铝,5.21,9.54,391409.4096
2664,600643.SH,爱建集团,多元金融,5.18,11.46,1643431.1281
3077,601766.SH,中国中车,运输设备,5.1,9.16,20992606.1404
3163,603032.SH,德新交运,公路,5.09,36.82,288698.256
226,000670.SZ,盈方微,元器件,5.08,6.2,371762.2523
2973,601099.SH,太平洋,证券,5.05,3.95,2559132.4662
986,002526.SZ,山东矿机,工程机械,5.01,2.85,463111.5278
1667,300279.SZ,和晶科技,元器件,4.99,6.63,207231.795
464,002002.SZ,鸿达兴业,化工原料,4.96,5.07,1292422.236
1749,300362.SZ,天翔环境,环境保护,4.95,5.5,172617.813
328,000813.SZ,德展健康,化学制药,4.95,10.4,1123793.2035
2864,600864.SH,哈投股份,证券,4.93,7.17,1131653.5421
2700,600685.SH,中船防务,船舶,4.93,16.13,1324974.947
1149,002689.SZ,远大智能,运输设备,4.91,5.1,530818.4596
3020,601311.SH,骆驼股份,电气设备,4.9,14.32,1214905.6095
949,002488.SZ,金固股份,汽车配件,4.83,10.92,839538.7062
2203,600088.SH,中视传媒,影视音像,4.83,16.69,663771.9816
898,002437.SZ,誉衡药业,化学制药,4.75,5.46,1183223.7663
1832,300446.SZ,乐凯新材,化工原料,4.72,27.2,322024.627
3127,601990.SH,南京证券,证券,4.71,13.36,367426.72
3320,603363.SH,傲农生物,饲料,4.71,13.4,246550.545
1765,300379.SZ,东方通,软件服务,4.7,23.2,446044.4366
2600,600572.SH,康恩贝,中成药,4.69,8.91,2370575.3072
1447,300057.SZ,万顺股份,广告包装,4.67,7.77,282501.451
1559,300170.SZ,汉得信息,软件服务,4.67,17.98,1258727.4602
2599,600571.SH,信雅达,软件服务,4.65,10.46,450942.219
1309,002862.SZ,实丰文化,文教休闲,4.64,30.67,95567.72
2546,600509.SH,天富能源,火力发电,4.61,4.74,429300.1818
2247,600136.SH,当代明诚,影视音像,4.61,12.96,581355.1103
3436,603679.SH,华体科技,电气设备,4.6,36.38,146193.6084
1449,300059.SZ,东方财富,证券,4.59,19.41,8061971.5863
1528,300139.SZ,晓程科技,元器件,4.56,13.43,285267.4371
794,002333.SZ,罗普斯金,铝,4.55,7.61,369061.9569
2070,300691.SZ,联合光电,元器件,4.51,30.78,184193.1835
2768,600756.SH,浪潮软件,软件服务,4.5,26.5,858861.6955
1755,300368.SZ,汇金股份,专用机械,4.5,8.68,403549.9446
2317,600218.SH,全柴动力,农用机械,4.49,13.61,501875.555
539,002077.SZ,大港股份,区域地产,4.47,6.96,370074.2852
1112,002652.SZ,扬子新材,其他建材,4.46,4.82,245591.8212
1867,300481.SZ,濮阳惠成,化工原料,4.45,19.06,484781.7606
1744,300356.SZ,光一科技,电气设备,4.44,10.76,396798.9647
2338,600240.SH,华业资本,全国地产,4.43,3.27,465730.9272
1190,002733.SZ,雄韬股份,电气设备,4.41,22.41,733341.0258
585,002123.SZ,梦网集团,互联网,4.4,12.08,779689.2103
557,002095.SZ,生意宝,互联网,4.37,28.46,716162.007
3050,601598.SH,中国外运,仓储物流,4.37,5.97,806927.4269
593,002131.SZ,利欧股份,互联网,4.34,2.28,909010.8124
478,002016.SZ,世荣兆业,区域地产,4.33,10.02,688219.3233
222,000666.SZ,经纬纺机,纺织机械,4.33,13.32,390966.9963
161,000576.SZ,广东甘化,造纸,4.32,9.09,377383.1016
2207,600093.SH,易见股份,仓储物流,4.31,12.56,1409794.06
3278,603289.SH,泰瑞机器,专用机械,4.31,11.35,154103.0156
1752,300365.SZ,恒华科技,软件服务,4.3,28.8,629497.4746
938,002477.SZ,雏鹰农牧,农业综合,4.3,2.82,555730.8018
3191,603083.SH,剑桥科技,通信设备,4.28,32.36,178792.5305
1035,002575.SZ,群兴玩具,文教休闲,4.25,8.95,526904.4
832,002371.SZ,北方华创,专用机械,4.23,69.1,2483013.3562
3070,601688.SH,华泰证券,证券,4.23,21.93,11938084.8022
911,002450.SZ,ST康得新,化工原料,4.22,6.37,2059909.1344
907,002446.SZ,盛路通信,通信设备,4.22,9.27,501108.2704
423,000957.SZ,中通客车,汽车整车,4.2,7.84,464827.8799
3017,601258.SH,庞大集团,汽车服务,4.19,1.79,1170387.634
714,002252.SZ,上海莱士,生物制药,4.19,9.39,4669261.164
2978,601108.SH,财通证券,证券,4.19,12.95,3116666.9766
980,002519.SZ,银河电子,通信设备,4.19,4.84,402469.157
1541,300152.SZ,科融环境,环境保护,4.18,2.67,190297.3147
1785,300399.SZ,京天利,互联网,4.18,13.0,174271.8419
1130,002670.SZ,国盛金控,证券,4.17,12.71,797776.1299
348,000839.SZ,中信国安,综合类,4.16,6.09,2386675.386
1924,300539.SZ,横河模具,塑料,4.16,14.05,85514.083
2692,600677.SH,航天通信,通信设备,4.11,17.23,717505.5922
1117,002657.SZ,中科金财,软件服务,4.11,19.69,556184.7945
2566,600531.SH,豫光金铅,铅锌,4.11,5.42,590911.5076
2063,300684.SZ,中石科技,化工原料,4.09,37.98,232916.186
3006,601212.SH,白银有色,铜,4.05,4.54,891962.4886
881,002420.SZ,毅昌股份,塑料,4.04,4.26,166871.6303
400,000922.SZ,佳电股份,电气设备,4.03,8.78,426095.9629
2764,600751.SH,海航科技,水运,4.03,3.8,977811.8398
1675,300287.SZ,飞利信,软件服务,4.02,5.25,587423.3405
1116,002656.SZ,摩登大道,服饰,4.02,6.93,326895.4922
1560,300171.SZ,东富龙,医疗保健,4.01,9.22,307604.0673
1423,300033.SZ,同花顺,软件服务,4.01,82.9,2191066.5147
990,002530.SZ,金财互联,专用机械,3.99,10.43,389765.2472
258,000711.SZ,京蓝科技,软件服务,3.99,7.25,294552.3801
1123,002663.SZ,普邦股份,建筑施工,3.98,3.22,402451.993
2684,600666.SH,奥瑞德,元器件,3.98,3.85,309407.3798
3190,603081.SH,大丰实业,专用机械,3.98,16.93,131590.5413
2349,600255.SH,梦舟股份,铜,3.96,2.5,442398.3888
1900,300514.SZ,友讯达,通信设备,3.96,18.38,166008.16
2178,600061.SH,国投资本,证券,3.96,13.22,5517805.8062
3080,601789.SH,宁波建工,建筑施工,3.95,4.5,439236.0
580,002118.SZ,紫鑫药业,中成药,3.95,7.32,750469.3614
2697,600682.SH,南京新百,百货,3.95,13.68,1370868.3554
605,002143.SZ,印纪传媒,影视音像,3.93,3.92,381856.5653
2884,600885.SH,宏发股份,电气设备,3.88,28.1,2092779.9611
3071,601689.SH,拓普集团,汽车配件,3.88,21.1,516224.4385
1741,300353.SZ,东土科技,通信设备,3.88,12.35,433600.2811
2377,600288.SH,大恒科技,软件服务,3.87,9.79,427627.2
3507,603828.SH,柯利达,装修装饰,3.86,10.34,428255.0164
3452,603707.SH,健友股份,化学制药,3.85,33.98,967084.5959
804,002343.SZ,慈文传媒,影视音像,3.85,10.98,441592.8703
3256,603222.SH,济民制药,化学制药,3.85,23.35,747200.0
3299,603326.SH,我乐家居,家居用品,3.84,11.04,71060.5056
322,000806.SZ,银河生物,生物制药,3.84,6.02,420465.8772
2208,600094.SH,大名城,区域地产,3.83,6.33,1441090.9409
646,002184.SZ,海得控制,软件服务,3.83,12.15,165078.6845
651,002189.SZ,利达光电,元器件,3.82,23.0,452403.284
1517,300128.SZ,锦富技术,元器件,3.82,5.0,532858.341
1810,300424.SZ,航新科技,航空,3.82,18.85,297336.7803
2992,601162.SH,天风证券,证券,3.81,11.07,573426.0
2649,600624.SH,复旦复华,综合类,3.8,9.99,684027.298
583,002121.SZ,科陆电子,电器仪表,3.8,6.67,604046.7805
1380,002939.SZ,长城证券,证券,3.79,14.26,442545.6043
1294,002846.SZ,英联股份,广告包装,3.79,11.8,62493.1776
2656,600635.SH,大众公用,供气供热,3.79,7.02,1697991.7559
2150,600021.SH,上海电力,火力发电,3.78,8.88,759991.9273
1643,300255.SZ,常山药业,生物制药,3.77,6.16,398048.6639
574,002112.SZ,三变科技,电气设备,3.73,8.37,153842.7436
2840,600836.SH,界龙实业,广告包装,3.73,5.63,373129.9795
1698,300310.SZ,宜通世纪,通信设备,3.72,6.62,450901.7829
2968,601068.SH,中铝国际,建筑施工,3.7,7.09,209797.8269
416,000948.SZ,南天信息,软件服务,3.7,15.76,388487.858
3340,603421.SH,鼎信通讯,通信设备,3.7,26.99,149781.9793
672,002210.SZ,飞马国际,仓储物流,3.7,4.01,653645.5797
2507,600460.SH,士兰微,半导体,3.7,15.24,1999581.8997
1012,002552.SZ,宝鼎科技,机械基件,3.7,7.0,140104.2608
1357,002913.SZ,奥士康,元器件,3.7,53.16,191445.108
1505,300116.SZ,坚瑞沃能,电气设备,3.69,2.05,265295.2144
1008,002548.SZ,金新农,饲料,3.69,10.05,314125.3276
1321,002875.SZ,安奈儿,服饰,3.68,20.38,79230.307
1193,002736.SZ,国信证券,证券,3.68,13.14,10774800.0
2046,300667.SZ,必创科技,电器仪表,3.67,32.56,223543.8318
2477,600406.SH,国电南瑞,软件服务,3.67,21.15,5400029.2814
3181,603063.SH,禾望电气,电气设备,3.66,10.47,267299.1
3019,601298.SH,青岛港,港口,3.66,8.4,381675.84
391,000911.SZ,南宁糖业,食品,3.63,8.85,286811.6292
123,000530.SZ,大冷股份,机械基件,3.63,5.14,307242.4602
2038,300659.SZ,中孚信息,软件服务,3.63,28.89,187672.7595
782,002321.SZ,华英农业,农业综合,3.62,8.15,432805.4762
347,000838.SZ,财信发展,区域地产,3.62,3.91,247179.123
2240,600128.SH,弘业股份,商贸代理,3.61,9.62,237390.335
2945,600999.SH,招商证券,证券,3.6,17.33,8498111.2456
1219,002765.SZ,蓝黛传动,汽车配件,3.6,10.25,261266.0938
40,000050.SZ,深天马A,元器件,3.6,17.02,3097397.6505
1858,300472.SZ,新元科技,专用机械,3.6,20.39,167057.8432
2254,600146.SH,商赢环球,服饰,3.6,8.21,164200.0
54,000078.SZ,海王生物,生物制药,3.59,4.31,800218.1705
2646,600621.SH,华鑫股份,证券,3.59,12.39,663174.7822
2785,600775.SH,南京熊猫,通信设备,3.58,10.87,730288.481
2061,300682.SZ,朗新科技,软件服务,3.57,22.2,364552.0164
106,000507.SZ,珠海港,港口,3.56,7.5,579107.8335
993,002533.SZ,金杯电工,电气设备,3.56,6.3,326247.5129
973,002512.SZ,达华智能,元器件,3.55,6.2,547618.1025
1264,002813.SZ,路畅科技,汽车配件,3.55,33.34,100020.0
412,000936.SZ,华西股份,化纤,3.54,9.81,868552.5209
1479,300090.SZ,盛运环保,环境保护,3.54,2.46,280936.2875
1067,002607.SZ,中公教育,汽车服务,3.53,11.55,947488.0338
494,002032.SZ,苏泊尔,家用电器,3.53,61.83,3367409.7839
631,002169.SZ,智光电气,电气设备,3.53,5.61,421237.5337
820,002359.SZ,北讯集团,通信设备,3.53,10.86,768960.9944
2616,600589.SH,广东榕泰,塑料,3.53,5.93,392314.6356
3062,601628.SH,中国人寿,保险,3.52,28.38,59097178.14
3066,601668.SH,中国建筑,建筑施工,3.51,6.07,24972632.5517
1806,300420.SZ,五洋停车,机械基件,3.51,6.06,284332.619
363,000876.SZ,新希望,饲料,3.51,12.05,5031386.7647
2561,600526.SH,菲达环保,环境保护,3.5,5.29,289577.0715
1817,300431.SZ,暴风集团,互联网,3.49,10.61,265917.7414
1392,300002.SZ,神州泰岳,软件服务,3.48,4.86,683587.2789
1512,300123.SZ,亚光科技,船舶,3.47,12.7,390103.8109
1851,300465.SZ,高伟达,软件服务,3.47,8.25,352017.6
3352,603501.SH,韦尔股份,半导体,3.47,48.59,682861.4794
218,000661.SZ,长春高新,生物制药,3.47,280.0,4760219.688
1006,002546.SZ,新联电子,电气设备,3.46,6.02,469630.8229
562,002100.SZ,天康生物,饲料,3.46,8.55,823711.2827
112,000517.SZ,荣安地产,区域地产,3.46,2.96,898580.4655
1065,002605.SZ,姚记扑克,文教休闲,3.45,9.84,263084.4294
1547,300158.SZ,振东制药,中成药,3.44,5.47,465294.2156
1727,300339.SZ,润和软件,软件服务,3.44,13.5,963407.1461
166,000586.SZ,汇源通信,通信设备,3.44,10.76,208141.44
656,002194.SZ,*ST凡谷,通信设备,3.44,10.89,577565.3495
2942,600996.SH,贵广网络,影视音像,3.44,10.12,301563.1547
1943,300559.SZ,佳发教育,软件服务,3.43,40.56,312916.9565
1225,002771.SZ,真视通,软件服务,3.42,15.57,142482.2845
2058,300679.SZ,电连技术,元器件,3.42,35.02,353768.8777
231,000677.SZ,恒天海龙,化纤,3.41,3.38,292024.5464
525,002063.SZ,远光软件,软件服务,3.41,10.46,796467.4314
1979,300598.SZ,诚迈科技,软件服务,3.4,29.78,144035.2583
3033,601375.SH,中原证券,证券,3.4,5.87,1058209.952
890,002429.SZ,兆驰股份,家用电器,3.4,3.07,1219690.0129
2672,600652.SH,游久游戏,互联网,3.4,4.87,405526.6035
2235,600122.SH,宏图高科,其他商业,3.38,4.51,522374.5159
552,002090.SZ,金智科技,软件服务,3.38,22.86,529133.6717
1081,002621.SZ,三垒股份,专用机械,3.38,22.8,617129.009
12,000016.SZ,深康佳A,家用电器,3.38,4.67,745600.1981
358,000862.SZ,银星能源,新型电力,3.37,7.05,353453.7875
1626,300238.SZ,冠昊生物,医疗保健,3.37,13.2,324710.2478
846,002385.SZ,大北农,饲料,3.36,5.13,1372488.5203
1637,300249.SZ,依米康,软件服务,3.36,8.07,245716.167
1972,300590.SZ,移为通信,通信设备,3.36,43.13,418361.0
3098,601878.SH,浙商证券,证券,3.35,10.98,1326942.0486
636,002174.SZ,游族网络,互联网,3.35,23.17,1488120.2639
978,002517.SZ,恺英网络,互联网,3.34,4.76,576325.5747
1207,002751.SZ,易尚展示,家居用品,3.34,27.4,239609.575
351,000851.SZ,高鸿股份,软件服务,3.33,6.47,554370.5149
60,000100.SZ,TCL集团,家用电器,3.32,3.75,4795417.518
2647,600622.SH,光大嘉宝,区域地产,3.32,7.72,890582.4084
2478,600408.SH,*ST安泰,焦炭加工,3.32,3.87,389631.6
700,002238.SZ,天威视讯,影视音像,3.32,9.82,606240.8424
1770,300384.SZ,三联虹普,纺织机械,3.31,16.5,300086.2623
2868,600868.SH,梅雁吉祥,水力发电,3.31,4.0,759259.4716
2731,600718.SH,东软集团,软件服务,3.31,14.79,1837465.6663
887,002426.SZ,胜利精密,元器件,3.29,3.74,807010.7032
1855,300469.SZ,信息发展,软件服务,3.29,24.63,239182.063
1102,002642.SZ,荣之联,软件服务,3.28,7.9,407418.2359
2902,600909.SH,华安证券,证券,3.27,6.72,1815744.0
2955,601010.SH,文峰股份,超市连锁,3.26,4.14,765072.0
1299,002851.SZ,麦格米特,电气设备,3.26,31.35,532474.6243
1961,300579.SZ,数字认证,软件服务,3.26,41.75,200508.2035
979,002518.SZ,科士达,电器仪表,3.25,11.32,631600.5614
1248,002796.SZ,世嘉科技,专用机械,3.24,46.12,168457.2617
3535,603888.SH,新华网,互联网,3.24,22.28,393175.1154
2445,600369.SH,西南证券,证券,3.24,5.18,2924166.5262
364,000877.SZ,天山股份,水泥,3.23,10.41,916178.2694
1403,300013.SZ,新宁物流,仓储物流,3.23,14.12,385035.6466
441,000977.SZ,浪潮信息,电脑设备,3.23,24.36,3140618.2886
1968,300586.SZ,美联新材,化工原料,3.22,14.43,88203.375
1047,002587.SZ,奥拓电子,元器件,3.22,6.44,257099.0227
1719,300331.SZ,苏大维格,元器件,3.21,18.01,239676.4064
2188,600072.SH,中船科技,船舶,3.21,11.85,711922.8425
1733,300345.SZ,红宇新材,钢加工,3.2,4.85,178789.1128
1736,300348.SZ,长亮科技,软件服务,3.2,25.22,557002.8546
2324,600226.SH,瀚叶股份,农药化肥,3.2,4.2,837004.9825
3353,603505.SH,金石资源,矿物制品,3.2,16.57,185641.2991
1289,002840.SZ,华统股份,食品,3.2,19.68,288776.6015
2177,600060.SH,海信电器,家用电器,3.19,10.6,1386990.0953
1508,300119.SZ,瑞普生物,生物制药,3.18,12.11,247944.4717
1523,300134.SZ,大富科技,通信设备,3.18,16.98,1209683.2272
1739,300351.SZ,永贵电器,元器件,3.18,10.71,256440.134
3569,603963.SH,大理药业,化学制药,3.17,14.07,107459.625
587,002125.SZ,湘潭电化,化工原料,3.17,11.12,384307.1833
2823,600818.SH,中路股份,文教休闲,3.17,17.59,418567.9637
3567,603959.SH,百利科技,建筑施工,3.15,18.69,278406.24
1615,300227.SZ,光韵达,元器件,3.14,12.76,193673.3458
1960,300578.SZ,会畅通讯,通信设备,3.14,21.31,128925.4574
1167,002708.SZ,光洋股份,汽车配件,3.14,9.46,352194.0111
1888,300502.SZ,新易盛,通信设备,3.14,28.95,456251.8292
2976,601106.SH,中国一重,工程机械,3.13,3.74,2445212.0
537,002075.SZ,沙钢股份,特种钢,3.13,10.23,2257526.4486
1823,300437.SZ,清水源,化工原料,3.12,15.94,211403.3972
2554,600518.SH,康美药业,中成药,3.12,9.71,4275499.399
270,000725.SZ,京东方A,元器件,3.12,3.81,12900564.0391
74,000401.SZ,冀东水泥,水泥,3.12,16.32,2198657.86
2894,600895.SH,张江高科,园区开发,3.11,24.1,3732341.8155
51,000068.SZ,华控赛格,元器件,3.11,6.82,686549.9384
1585,300197.SZ,铁汉生态,环境保护,3.11,4.51,744645.0943
1296,002848.SZ,高斯贝尔,通信设备,3.11,17.07,149614.0265
1504,300115.SZ,长盈精密,元器件,3.09,13.17,1192659.1352
2911,600958.SH,东方证券,证券,3.09,11.6,6585738.2264
2611,600584.SH,长电科技,半导体,3.09,14.04,1454424.3946
444,000981.SZ,银亿股份,汽车配件,3.09,5.07,1305178.0092
195,000622.SZ,恒立实业,汽车配件,3.09,7.53,320195.178
3350,603499.SH,翔港科技,广告包装,3.08,30.04,75100.0
1786,300400.SZ,劲拓股份,专用机械,3.08,19.22,306218.2121
1763,300377.SZ,赢时胜,软件服务,3.08,15.11,774670.2111
2486,600421.SH,ST仰帆,机械基件,3.07,11.03,215746.8
1604,300216.SZ,千山药机,医疗保健,3.07,4.36,122790.101
2569,600535.SH,天士力,中成药,3.07,23.04,3485182.9916
2041,300662.SZ,科锐国际,综合类,3.07,34.8,315314.883
1502,300113.SZ,顺网科技,互联网,3.06,16.99,796680.9069
1406,300016.SZ,北陆药业,中成药,3.06,10.86,434062.6352
3282,603300.SH,华铁科技,钢加工,3.06,6.78,308182.4239
2761,600748.SH,上实发展,全国地产,3.06,9.0,1660106.6028
1681,300293.SZ,蓝英装备,专用机械,3.05,9.7,261900.0
312,000793.SZ,华闻传媒,出版业,3.04,4.19,812432.1419
1338,002892.SZ,科力尔,电气设备,3.04,44.59,117432.224
2380,600291.SH,西水股份,保险,3.03,14.08,1539034.6442
2777,600766.SH,园城黄金,黄金,3.03,9.59,214750.857
1497,300108.SZ,吉药控股,中成药,3.03,7.79,354542.3516
3034,601377.SH,兴业证券,证券,3.03,6.67,4466680.0066
753,002292.SZ,奥飞娱乐,影视音像,3.02,7.93,645068.2956
760,002299.SZ,圣农发展,农业综合,3.02,27.09,3009428.1
3336,603396.SH,金辰股份,专用机械,3.01,44.9,141745.5868
467,002005.SZ,德豪润达,家用电器,3.01,2.88,463367.5776
1586,300198.SZ,纳川股份,塑料,3.01,4.36,326349.5726
1809,300423.SZ,鲁亿通,电气设备,3.01,28.7,312534.2982
2158,600030.SH,中信证券,证券,3.01,23.37,22936864.3929
2621,600595.SH,中孚实业,铝,3.01,2.78,484148.232
2181,600064.SH,南京高科,园区开发,3.0,12.62,1559777.5927
1257,002806.SZ,华锋股份,元器件,3.0,21.2,122306.245
236,000682.SZ,东方电子,电气设备,3.0,6.43,628865.0082
3116,601949.SH,中国出版,出版业,2.99,5.48,219751.0365
1848,300462.SZ,华铭智能,专用机械,2.99,18.34,141900.9816
1201,002745.SZ,木林森,半导体,2.99,13.96,725739.6173
1740,300352.SZ,北信源,软件服务,2.99,5.52,603648.0456
2496,600438.SH,通威股份,饲料,2.99,12.49,3696378.7682
1202,002746.SZ,仙坛股份,农业综合,2.98,28.02,678983.1366
2434,600356.SH,恒丰纸业,造纸,2.98,8.59,256610.2537
652,002190.SZ,成飞集成,汽车配件,2.98,19.23,663797.2586
1052,002592.SZ,八菱科技,汽车配件,2.98,24.63,605228.0763
1766,300380.SZ,安硕信息,软件服务,2.98,23.48,289560.582
2487,600422.SH,昆药集团,中成药,2.98,9.21,698756.2456
2957,601012.SH,隆基股份,半导体,2.97,27.15,7552397.1563
1387,002947.SZ,恒铭达,元器件,2.97,46.45,141105.8239
1611,300223.SZ,北京君正,半导体,2.97,27.75,332772.4694
1860,300474.SZ,景嘉微,元器件,2.96,46.78,318051.2789
1378,002937.SZ,兴瑞科技,元器件,2.96,32.55,149730.0
2560,600525.SH,长园集团,电气设备,2.96,6.79,886621.3282
1658,300270.SZ,中威电子,通信设备,2.96,8.6,129715.317
2979,601111.SH,中国国航,空运,2.96,9.6,9070706.8829
132,000540.SZ,中天金融,多元金融,2.95,4.63,3012060.6849
331,000818.SZ,航锦科技,化工原料,2.95,13.08,876880.6089
1159,002699.SZ,美盛文化,服饰,2.94,7.06,558147.7115
2069,300690.SZ,双一科技,电气设备,2.94,24.66,128933.6781
1015,002555.SZ,三七互娱,互联网,2.94,14.38,2289614.3933
1069,002609.SZ,捷顺科技,软件服务,2.94,8.68,329276.0196
