,ts_code,name,industry,biggest_jump,last_daily_p_change,circ_mv
499,002036.SZ,联创电子,元器件,-0.166,0.004,466433.6783
3168,603076.SH,乐惠国际,专用机械,-0.166,0.017,66317.5215
573,002110.SZ,三钢闽光,普钢,-0.166,0.008,830107.9105
819,002357.SZ,富临运业,公路,-0.166,0.021,182929.8287
3151,603038.SH,华立股份,装修装饰,-0.166,0.016,65568.4355
341,000829.SZ,天音控股,其他商业,-0.165,0.005,518875.1794
2360,600280.SH,中央商场,百货,-0.165,0.006,395027.196
893,002431.SZ,棕榈股份,建筑施工,-0.165,0.005,508858.4387
1313,002865.SZ,钧达股份,汽车配件,-0.165,0.043,80276.7
3342,603527.SH,众源新材,铜,-0.164,0.02,117204.1597
2754,600751.SH,海航科技,水运,-0.164,0.003,748798.0141
3356,603569.SH,长久物流,仓储物流,-0.164,0.009,90060.9929
3224,603188.SH,亚邦股份,染料涂料,-0.164,0.008,438336.0
852,002390.SZ,信邦制药,中成药,-0.164,0.009,492790.1981
260,000712.SZ,锦龙股份,证券,-0.164,0.027,854462.3511
2643,600630.SH,龙头股份,纺织,-0.164,0.048,317371.613
68,000158.SZ,常山北明,纺织,-0.164,0.002,825086.9188
1268,002817.SZ,黄山胶囊,化学制药,-0.164,0.011,70119.52
2667,600658.SH,电子城,园区开发,-0.163,0.042,636474.8906
770,002308.SZ,威创股份,电脑设备,-0.163,0.008,443677.7984
3094,601918.SH,新集能源,煤炭开采,-0.163,0.007,784934.1654
2705,600701.SH,*ST工新,综合类,-0.163,0.019,211814.8395
1368,002925.SZ,盈趣科技,元器件,-0.163,0.004,315146.0
2450,600386.SH,北巴传媒,公共交通,-0.163,0.017,282240.0
1376,002933.SZ,新兴装备,航空,-0.163,0.01,119601.25
2434,600368.SH,五洲交通,路桥,-0.162,0.006,355699.7335
2224,600122.SH,宏图高科,其他商业,-0.162,0.037,491013.3484
624,002161.SZ,远望谷,通信设备,-0.162,0.031,400988.9168
703,002240.SZ,威华股份,家居用品,-0.162,0.012,385640.289
990,002529.SZ,海源复材,专用机械,-0.162,0.008,144200.0
2661,600651.SH,飞乐音响,电器仪表,-0.162,0.006,331033.9207
3171,603079.SH,圣达生物,食品,-0.162,0.007,59842.4468
549,002086.SZ,东方海洋,渔业,-0.162,0.011,213552.1228
798,002336.SZ,人人乐,超市连锁,-0.161,0.018,227297.5
828,002366.SZ,台海核电,专用机械,-0.161,0.001,500319.0335
850,002388.SZ,新亚制程,元器件,-0.161,0.01,210189.6
940,002478.SZ,常宝股份,钢加工,-0.161,0.002,287900.7312
231,000676.SZ,智度股份,互联网,-0.161,0.013,303424.4046
2816,600821.SH,津劝业,百货,-0.161,0.019,177330.2639
3269,603309.SH,维力医疗,医疗保健,-0.16,0.003,195200.0
894,002432.SZ,九安医疗,医疗保健,-0.16,0.022,240207.2862
3370,603598.SH,引力传媒,影视音像,-0.16,0.019,232237.1343
1114,002653.SZ,海思科,化学制药,-0.16,0.019,504954.6184
539,002076.SZ,雪莱特,家用电器,-0.16,0.042,166124.2271
3400,603657.SH,春光科技,塑料,-0.16,0.03,72696.0
346,000836.SZ,富通鑫茂,通信设备,-0.16,0.019,461627.1478
577,002114.SZ,罗平锌电,铅锌,-0.16,0.014,229274.6418
1260,002808.SZ,恒久科技,元器件,-0.16,0.002,106796.7858
3303,603368.SH,柳药股份,医药商业,-0.16,0.016,534602.25
691,002228.SZ,合兴包装,广告包装,-0.159,0.018,524449.2321
293,000760.SZ,斯太尔,汽车配件,-0.159,0.019,241489.9349
2636,600621.SH,华鑫股份,证券,-0.159,0.014,495106.2741
844,002382.SZ,蓝帆医疗,医疗保健,-0.159,0.007,739214.725
1128,002667.SZ,鞍重股份,工程机械,-0.159,0.003,104105.6306
3041,601606.SH,长城军工,专用机械,-0.159,0.009,176268.0
897,002435.SZ,长江润发,化学制药,-0.159,0.01,165228.3985
3225,603189.SH,网达软件,软件服务,-0.159,0.028,125844.3
2212,600110.SH,诺德股份,电气设备,-0.159,0.005,473928.584
804,002342.SZ,巨力索具,机械基件,-0.159,0.009,311922.0113
907,002445.SZ,ST中南,影视音像,-0.158,0.004,299541.1783
663,002200.SZ,云投生态,环境保护,-0.158,0.005,76601.7365
1358,002913.SZ,奥士康,元器件,-0.158,0.015,148625.651
1349,002903.SZ,宇环数控,机床制造,-0.158,0.006,114906.0
2377,600300.SH,维维股份,软饮料,-0.158,0.007,473176.0
3413,603678.SH,火炬电子,元器件,-0.158,0.044,724458.3998
3215,603169.SH,兰石重装,专用机械,-0.158,0.01,419537.4554
2610,600594.SH,益佰制药,中成药,-0.158,0.005,444271.2714
1103,002642.SZ,荣之联,软件服务,-0.157,0.015,344500.483
723,002261.SZ,拓维信息,互联网,-0.157,0.028,421854.3924
542,002079.SZ,苏州固锝,半导体,-0.157,0.019,347948.5209
1359,002915.SZ,中欣氟材,化工原料,-0.157,0.01,75829.035
2279,600187.SH,国中水务,水务,-0.157,0.019,390107.2931
3404,603661.SH,恒林股份,家居用品,-0.156,0.009,89642.5
1373,002930.SZ,宏川智慧,仓储物流,-0.156,0.016,162355.27
961,002499.SZ,科林环保,环境保护,-0.156,0.006,148163.5932
965,002503.SZ,搜于特,服饰,-0.156,0.008,476824.7961
2830,600836.SH,界龙实业,广告包装,-0.155,0.016,257148.1919
682,002219.SZ,恒康医疗,中成药,-0.155,0.025,693859.1635
3564,603998.SH,方盛制药,中成药,-0.155,0.002,208346.3928
3167,603069.SH,海汽集团,公路,-0.155,0.009,117488.8
2538,600511.SH,国药股份,医药商业,-0.154,0.006,644410.3917
258,000710.SZ,贝瑞基因,医疗保健,-0.154,0.007,199033.6
1289,002839.SZ,张家港行,银行,-0.154,0.013,476723.6218
493,002030.SZ,达安基因,生物制药,-0.154,0.004,854704.5325
530,002067.SZ,景兴纸业,造纸,-0.154,0.006,349006.2882
3398,603655.SH,朗博科技,汽车配件,-0.153,0.008,42108.5
205,000632.SZ,三木集团,综合类,-0.153,0.005,183401.2303
1106,002645.SZ,华宏科技,专用机械,-0.153,0.016,228214.2503
478,002015.SZ,霞客环保,化纤,-0.153,0.01,196745.5781
1365,002921.SZ,联诚精密,汽车配件,-0.153,0.003,53180.0
508,002045.SZ,国光电器,元器件,-0.153,0.034,214078.1741
1361,002917.SZ,金奥博,化工原料,-0.153,0.025,78352.04
1336,002889.SZ,东方嘉盛,仓储物流,-0.153,0.019,91591.1492
3320,603429.SH,集友股份,广告包装,-0.152,0.013,228337.2
3317,603399.SH,吉翔股份,小金属,-0.152,0.024,483664.2178
1146,002685.SZ,华东重机,工程机械,-0.152,0.004,368995.9104
1232,002777.SZ,久远银海,软件服务,-0.152,0.014,134789.8
3464,603798.SH,康普顿,石油加工,-0.152,0.005,92659.0
406,000928.SZ,中钢国际,建筑施工,-0.152,0.005,315842.2622
753,002291.SZ,星期六,服饰,-0.151,0.004,187252.5286
3513,603890.SH,春秋电子,机械基件,-0.151,0.004,120106.462
3013,601330.SH,绿色动力,环境保护,-0.151,0.014,155127.0
2838,600846.SH,同济科技,综合类,-0.151,0.016,471070.1831
2511,600480.SH,凌云股份,汽车配件,-0.151,0.01,353532.3861
1113,002652.SZ,扬子新材,其他建材,-0.151,0.015,211963.0656
595,002132.SZ,恒星科技,钢加工,-0.151,0.004,344871.5149
308,000788.SZ,北大医药,化学制药,-0.151,0.012,311700.383
2268,600175.SH,美都能源,综合类,-0.151,0.009,551483.4395
2821,600826.SH,兰生股份,商贸代理,-0.15,0.018,414332.6537
2784,600784.SH,鲁银投资,普钢,-0.15,0.007,306247.859
1012,002551.SZ,尚荣医疗,医疗保健,-0.15,0.015,191769.3182
3282,603329.SH,上海雅仕,仓储物流,-0.15,0.047,66759.0
966,002504.SZ,弘高创意,装修装饰,-0.15,0.026,145092.1399
1203,002746.SZ,仙坛股份,农业综合,-0.15,0.01,332706.5833
211,000639.SZ,西王食品,食品,-0.15,0.012,366476.2348
2715,600712.SH,南宁百货,百货,-0.15,0.014,201734.8031
570,002107.SZ,沃华医药,中成药,-0.15,0.051,236078.13
2394,600319.SH,亚星化学,化工原料,-0.15,0.02,146120.022
304,000782.SZ,美达股份,化纤,-0.15,0.007,197718.4177
875,002413.SZ,雷科防务,通信设备,-0.149,0.019,522527.9582
752,002290.SZ,中科新材,家用电器,-0.149,0.014,198330.9349
415,000938.SZ,紫光股份,软件服务,-0.149,0.008,940837.632
423,000955.SZ,欣龙控股,纺织,-0.149,0.007,229893.0638
3438,603721.SH,中广天择,影视音像,-0.149,0.021,69740.8024
456,000996.SZ,中国中期,汽车服务,-0.149,0.018,324300.0
2520,600490.SH,鹏欣资源,铜,-0.149,0.013,697961.0215
2474,600419.SH,天润乳业,乳制品,-0.149,0.002,281261.3796
2737,600734.SH,实达集团,电脑设备,-0.149,0.02,215293.2117
44,000058.SZ,深赛格,元器件,-0.149,0.032,328724.2359
3311,603387.SH,基蛋生物,生物制药,-0.149,0.005,253994.6645
2332,600247.SH,*ST成城,商贸代理,-0.149,0.019,181005.5808
2733,600730.SH,中国高科,综合类,-0.149,0.021,288634.753
864,002402.SZ,和而泰,元器件,-0.149,0.007,433980.5419
3444,603729.SH,龙韵股份,广告包装,-0.148,0.022,143460.506
1115,002654.SZ,万润科技,半导体,-0.148,0.019,241562.9572
3505,603881.SH,数据港,电信运营,-0.148,0.014,318332.9494
1091,002630.SZ,华西能源,专用机械,-0.148,0.039,306655.1734
1066,002605.SZ,姚记扑克,文教休闲,-0.148,0.017,202125.8421
1034,002573.SZ,清新环境,环境保护,-0.148,0.001,845653.3092
