,ts_code,name,industry,COL_EIGEN_SLOPE_0,COL_EIGEN_SLOPE_1,COL_EIGEN_SLOPE_DIFF,COL_DAILY_LIMIT_COUNT,circ_mv
435,000970.SZ,中科三环,元器件,3.35,1.16,2.19,0.0,1070526.0
2018,300637.SZ,扬帆新材,化工原料,2.77,0.59,2.18,0.0,222902.646
3197,603088.SH,宁波精达,专用机械,4.02,1.85,2.17,0.0,161280.0
3559,603926.SH,铁流股份,汽车配件,6.28,4.12,2.16,0.0,112935.5257
3255,603208.SH,江山欧派,家居用品,3.28,1.12,2.16,0.0,107116.628
3105,601886.SH,江河集团,装修装饰,3.95,1.82,2.13,0.0,1070958.4
2932,600980.SH,北矿科技,元器件,2.94,0.82,2.12,0.0,189501.3006
2438,600358.SH,国旅联合,旅游服务,3.7,1.6,2.1,0.0,245399.2168
2409,600321.SH,*ST正源,其他建材,4.43,2.39,2.04,0.0,486397.1
2302,600197.SH,伊力特,白酒,3.64,1.62,2.02,0.0,878913.0
3125,601969.SH,海南矿业,普钢,5.23,3.22,2.01,0.0,1120054.7399
1094,002634.SZ,棒杰股份,服饰,4.35,2.39,1.96,0.0,152654.9081
2730,600714.SH,金瑞矿业,煤炭开采,3.93,1.98,1.95,0.0,210368.6793
198,000626.SZ,远大控股,商贸代理,3.38,1.43,1.95,0.0,357257.385
2139,600004.SH,白云机场,机场,3.31,1.39,1.92,0.0,2911533.9632
1192,002735.SZ,王子新材,塑料,3.96,2.07,1.89,0.0,114960.56
2865,600862.SH,中航高科,航空,7.35,5.47,1.88,0.0,1256530.2945
865,002404.SZ,嘉欣丝绸,纺织,2.49,0.65,1.84,0.0,304819.6587
3033,601366.SH,利群股份,百货,2.52,0.73,1.79,0.0,371947.0618
2391,600301.SH,ST南化,化工原料,3.02,1.29,1.73,0.0,173069.031
1256,002805.SZ,丰元股份,化工原料,3.4,1.71,1.69,0.0,105799.0669
2530,600487.SH,亨通光电,通信设备,3.37,1.68,1.69,0.0,4072252.2765
845,002384.SZ,东山精密,通信设备,4.27,2.59,1.68,0.0,1922462.5172
1580,300191.SZ,潜能恒信,石油开采,4.06,2.39,1.67,0.0,377810.1313
2177,600057.SH,厦门象屿,仓储物流,2.27,0.61,1.66,0.0,1087356.8588
2221,600105.SH,永鼎股份,通信设备,5.42,3.77,1.65,0.0,721914.2201
3031,601339.SH,百隆东方,纺织,3.74,2.09,1.65,0.0,904500.0
2378,600285.SH,羚锐制药,中成药,3.12,1.49,1.63,0.0,470251.8676
1363,002920.SZ,德赛西威,汽车配件,3.39,1.8,1.59,0.0,356015.3
664,002202.SZ,金风科技,电气设备,5.83,4.25,1.58,0.0,4581965.2719
1904,300517.SZ,海波重科,建筑施工,3.12,1.55,1.57,0.0,67650.625
2198,600079.SH,人福医药,化学制药,2.0,0.44,1.56,0.0,1477670.3722
2622,600593.SH,大连圣亚,旅游服务,2.72,1.16,1.56,0.0,484416.8
3477,603758.SH,秦安股份,汽车配件,3.24,1.69,1.55,0.0,94650.7059
2870,600867.SH,通化东宝,生物制药,3.3,1.76,1.54,0.0,3266656.0756
663,002201.SZ,九鼎新材,玻璃,2.77,1.24,1.53,0.0,188999.7355
2189,600070.SH,浙江富润,纺织,3.75,2.22,1.53,0.0,364578.4421
342,000831.SZ,五矿稀土,小金属,4.84,3.31,1.53,0.0,1315372.1235
402,000925.SZ,众合科技,专用机械,5.44,3.93,1.51,0.0,380174.8905
3153,603018.SH,中设集团,建筑施工,2.43,0.94,1.49,0.0,661314.6728
2212,600095.SH,哈高科,区域地产,5.04,3.56,1.48,0.0,184966.9453
513,002051.SZ,中工国际,建筑施工,4.38,2.92,1.46,0.0,1743515.6337
140,000550.SZ,江铃汽车,汽车整车,1.81,0.35,1.46,0.0,1086623.3274
3542,603896.SH,寿仙谷,中成药,3.45,2.01,1.44,0.0,251858.0625
250,000701.SZ,厦门信达,综合类,2.54,1.1,1.44,0.0,340741.7409
2260,600150.SH,*ST船舶,船舶,2.93,1.51,1.42,0.0,2523333.3219
1953,300569.SZ,天能重工,专用机械,4.55,3.14,1.41,0.0,191519.118
1957,300573.SZ,兴齐眼药,化学制药,2.5,1.09,1.41,0.0,101146.7535
3425,603657.SH,春光科技,塑料,3.71,2.31,1.4,0.0,82416.0
1081,002621.SZ,三垒股份,专用机械,1.99,0.59,1.4,0.0,638241.3172
2267,600158.SH,中体产业,文教休闲,3.51,2.12,1.39,0.0,781104.5257
2012,300631.SZ,久吾高科,环境保护,2.5,1.12,1.38,0.0,126271.888
1519,300129.SZ,泰胜风能,电气设备,2.82,1.44,1.38,0.0,245817.8631
936,002475.SZ,立讯精密,元器件,3.84,2.47,1.37,0.0,9651435.7138
2816,600807.SH,*ST天业,区域地产,3.09,1.74,1.35,0.0,439943.3214
2487,600419.SH,天润乳业,乳制品,2.62,1.29,1.33,0.0,376948.2408
683,002221.SZ,东华能源,石油贸易,2.1,0.78,1.32,0.0,1486733.502
2171,600051.SH,宁波联合,综合类,2.11,0.79,1.32,0.0,216061.6
312,000793.SZ,华闻传媒,出版业,4.05,2.73,1.32,0.0,973367.3872
2342,600241.SH,时代万恒,商贸代理,3.04,1.72,1.32,0.0,179115.7553
3426,603658.SH,安图生物,医疗保健,2.55,1.23,1.32,0.0,893230.2876
189,000613.SZ,大东海A,旅游服务,2.75,1.44,1.31,0.0,217829.392
1087,002627.SZ,宜昌交运,公共交通,2.1,0.8,1.3,0.0,221019.4684
1135,002675.SZ,东诚药业,化学制药,2.81,1.52,1.29,0.0,813057.5996
3433,603667.SH,五洲新春,机械基件,3.48,2.19,1.29,0.0,115643.197
779,002318.SZ,久立特材,特种钢,4.99,3.72,1.27,0.0,686165.4305
3220,603129.SH,春风动力,摩托车,3.5,2.26,1.24,0.0,154013.8512
1250,002798.SZ,帝欧家居,家居用品,4.52,3.3,1.22,0.0,350893.2585
2312,600209.SH,*ST罗顿,综合类,2.91,1.69,1.22,0.0,208530.3053
1113,002653.SZ,海思科,化学制药,2.42,1.2,1.22,0.0,572675.8048
165,000585.SZ,*ST东电,电气设备,4.33,3.11,1.22,0.0,185873.3983
1260,002809.SZ,红墙股份,化工原料,2.36,1.16,1.2,0.0,118647.9768
1283,002833.SZ,弘亚数控,专用机械,2.59,1.41,1.18,0.0,272261.6804
1292,002843.SZ,泰嘉股份,钢加工,2.24,1.09,1.15,0.0,136080.0
1815,300428.SZ,四通新材,铝,2.56,1.41,1.15,0.0,172561.5
3238,603178.SH,圣龙股份,汽车配件,3.47,2.35,1.12,0.0,65283.603
3588,603991.SH,至正股份,塑料,2.19,1.08,1.11,0.0,90784.4088
1808,300421.SZ,力星股份,机械基件,2.47,1.38,1.09,0.0,193159.8573
1984,300602.SZ,飞荣达,元器件,4.23,3.15,1.08,0.0,285262.0
429,000963.SZ,华东医药,化学制药,2.76,1.7,1.06,0.0,4922797.5306
2648,600620.SH,天宸股份,综合类,3.03,1.97,1.06,0.0,552088.3989
3545,603899.SH,晨光文具,文教休闲,2.28,1.22,1.06,0.0,3176760.0
1824,300437.SZ,清水源,化工原料,2.38,1.33,1.05,0.0,234480.0541
3054,601599.SH,鹿港文化,影视音像,2.37,1.32,1.05,0.0,354411.8107
2372,600279.SH,重庆港九,港口,1.89,0.84,1.05,0.0,318760.9431
95,000428.SZ,华天酒店,酒店餐饮,1.89,0.89,1.0,0.0,341326.2908
821,002360.SZ,同德化工,化工原料,1.55,0.55,1.0,0.0,188921.1205
371,000886.SZ,海南高速,路桥,2.1,1.1,1.0,0.0,482309.4881
3523,603866.SH,桃李面包,食品,2.36,1.37,0.99,0.0,2680215.07
2898,600896.SH,*ST海投,水运,3.5,2.52,0.98,0.0,467575.3024
3338,603393.SH,新天然气,供气供热,4.59,3.62,0.97,0.0,388508.7552
3453,603703.SH,盛洋科技,通信设备,3.14,2.17,0.97,0.0,134008.5
781,002320.SZ,海峡股份,水运,2.94,1.97,0.97,0.0,985510.5838
922,002461.SZ,珠江啤酒,啤酒,3.24,2.29,0.95,0.0,825716.3864
2330,600229.SH,城市传媒,出版业,4.11,3.17,0.94,0.0,617844.4888
3234,603167.SH,渤海轮渡,水运,2.27,1.33,0.94,0.0,514616.6
394,000915.SZ,山大华特,化学制药,3.01,2.08,0.93,0.0,496744.2685
153,000565.SZ,渝三峡A,染料涂料,2.08,1.16,0.92,0.0,260588.9242
2270,600161.SH,天坛生物,生物制药,2.07,1.16,0.91,0.0,2085506.7804
1110,002650.SZ,加加食品,食品,2.69,1.78,0.91,0.0,393044.1179
1395,300004.SZ,南风股份,电气设备,2.45,1.54,0.91,0.0,212666.4351
1482,300092.SZ,科新机电,专用机械,2.96,2.05,0.91,0.0,127540.4724
2934,600982.SH,宁波热电,供气供热,3.29,2.39,0.9,0.0,298772.0
3473,603737.SH,三棵树,染料涂料,2.72,1.83,0.89,0.0,269334.0517
2350,600251.SH,冠农股份,农业综合,1.55,0.69,0.86,0.0,483462.6769
303,000782.SZ,美达股份,化纤,1.36,0.51,0.85,0.0,233423.7753
3241,603181.SH,皇马科技,化工原料,2.24,1.39,0.85,0.0,216414.0
3227,603157.SH,拉夏贝尔,服饰,2.88,2.03,0.85,0.0,136909.0424
3539,603889.SH,新澳股份,纺织,2.3,1.46,0.84,0.0,434590.7791
2411,600323.SH,瀚蓝环境,水务,3.11,2.27,0.84,0.0,1307246.4147
2303,600198.SH,*ST大唐,通信设备,3.8,2.97,0.83,0.0,947102.4171
1179,002722.SZ,金轮股份,纺织机械,2.06,1.25,0.81,0.0,305549.435
3575,603969.SH,银龙股份,其他建材,3.24,2.43,0.81,0.0,469278.0
3457,603709.SH,中源家居,家居用品,2.03,1.23,0.8,0.0,59020.0
2831,600823.SH,世茂股份,全国地产,1.77,0.98,0.79,0.0,1808063.1018
2827,600819.SH,耀皮玻璃,玻璃,2.92,2.17,0.75,0.0,404352.0922
117,000523.SZ,广州浪奇,日用化工,2.08,1.33,0.75,0.0,349222.1374
1246,002793.SZ,东音股份,专用机械,3.11,2.37,0.74,0.0,82512.6687
3308,603333.SH,尚纬股份,电气设备,2.61,1.87,0.74,0.0,402756.885
1872,300485.SZ,赛升药业,生物制药,2.21,1.48,0.73,0.0,303465.6
1079,002619.SZ,艾格拉斯,互联网,2.44,1.72,0.72,0.0,642492.6334
2597,600566.SH,济川药业,中成药,2.41,1.69,0.72,0.0,2935786.9265
3225,603139.SH,康惠制药,中成药,1.38,0.69,0.69,0.0,96641.26
3174,603041.SH,美思德,化工原料,2.59,1.91,0.68,0.0,79557.75
2307,600202.SH,*ST哈空,电气设备,3.26,2.59,0.67,0.0,200103.8308
288,000756.SZ,新华制药,化学制药,2.95,2.29,0.66,0.0,306812.2184
869,002408.SZ,齐翔腾达,化工原料,1.84,1.19,0.65,0.0,1494652.27
1951,300567.SZ,精测电子,电器仪表,2.39,1.74,0.65,0.0,619263.45
1412,300021.SZ,大禹节水,农业综合,1.77,1.13,0.64,0.0,396108.1252
3465,603722.SH,阿科力,化工原料,2.47,1.84,0.63,0.0,107730.85
2729,600713.SH,南京医药,医药商业,1.43,0.81,0.62,0.0,452302.5014
1919,300533.SZ,冰川网络,软件服务,2.68,2.06,0.62,0.0,153167.6639
7,000009.SZ,中国宝安,综合类,2.15,1.54,0.61,0.0,1458414.8774
1415,300024.SZ,机器人,专用机械,1.52,0.92,0.6,0.0,3184686.6619
1421,300030.SZ,阳普医疗,医疗保健,2.56,1.97,0.59,0.0,161525.6974
685,002223.SZ,鱼跃医疗,医疗保健,1.83,1.24,0.59,0.0,2034297.8877
3556,603919.SH,金徽酒,白酒,2.76,2.18,0.58,0.0,582400.0
793,002332.SZ,仙琚制药,生物制药,2.55,1.99,0.56,0.0,767482.1537
1302,002855.SZ,捷荣技术,塑料,1.42,0.87,0.55,0.0,87903.6
1736,300347.SZ,泰格医药,医疗保健,3.37,2.82,0.55,0.0,2309172.654
1118,002658.SZ,雪迪龙,环境保护,2.39,1.85,0.54,0.0,270272.6786
2855,600851.SH,海欣股份,纺织,2.98,2.44,0.54,0.0,633380.8424
1343,002898.SZ,赛隆药业,化学制药,2.22,1.69,0.53,0.0,100588.9841
1892,300505.SZ,川金诺,化工原料,1.42,0.9,0.52,0.0,153766.2854
3419,603638.SH,艾迪精密,专用机械,2.35,1.84,0.51,0.0,265312.602
2254,600141.SH,兴发集团,化工原料,1.25,0.74,0.51,0.0,854949.0976
2770,600755.SH,厦门国贸,商贸代理,1.61,1.1,0.51,0.0,1694582.2574
488,002026.SZ,山东威达,机械基件,1.83,1.33,0.5,0.0,251642.345
2786,600773.SH,西藏城投,区域地产,3.18,2.68,0.5,0.0,620013.0007
1241,002788.SZ,鹭燕医药,医药商业,2.3,1.81,0.49,0.0,286422.003
1792,300405.SZ,科隆股份,化工原料,1.69,1.2,0.49,0.0,120931.2
397,000919.SZ,金陵药业,化学制药,2.82,2.33,0.49,0.0,390343.9864
3336,603388.SH,元成股份,建筑施工,2.31,1.83,0.48,0.0,102326.4
2216,600099.SH,林海股份,摩托车,1.35,0.88,0.47,0.0,158642.88
2157,600026.SH,中远海能,水运,2.65,2.18,0.47,0.0,1696340.3738
1894,300507.SZ,苏奥传感,汽车配件,1.6,1.13,0.47,0.0,120573.2051
3196,603086.SH,先达股份,农药化肥,2.41,1.94,0.47,0.0,221819.5398
1673,300284.SZ,苏交科,建筑施工,3.04,2.58,0.46,0.0,723736.8193
406,000929.SZ,兰州黄河,啤酒,1.53,1.07,0.46,0.0,151575.446
2459,600381.SH,青海春天,医疗保健,1.32,0.87,0.45,0.0,420922.5513
790,002329.SZ,皇氏集团,乳制品,1.58,1.16,0.42,0.0,225085.0389
2808,600797.SH,浙大网新,软件服务,4.19,3.78,0.41,0.0,1132008.268
3217,603126.SH,中材节能,环境保护,1.87,1.47,0.4,0.0,419413.5
3346,603456.SH,九洲药业,化学制药,3.98,3.59,0.39,0.0,807361.1996
2587,600555.SH,海航创新,旅游服务,1.68,1.29,0.39,0.0,349486.5
1108,002648.SZ,卫星石化,化工原料,3.27,2.89,0.38,0.0,1441172.6411
653,002191.SZ,劲嘉股份,广告包装,2.84,2.46,0.38,0.0,1333355.6033
248,000698.SZ,沈阳化工,化工原料,1.54,1.16,0.38,0.0,356699.9635
2232,600116.SH,三峡水利,水力发电,3.99,3.62,0.37,0.0,989033.48
739,002278.SZ,神开股份,化工机械,2.07,1.7,0.37,0.0,268645.256
2501,600444.SH,国机通用,塑料,1.99,1.63,0.36,0.0,169556.5973
606,002144.SZ,宏达高科,纺织,1.16,0.82,0.34,0.0,165983.1691
193,000619.SZ,海螺型材,其他建材,1.43,1.1,0.33,0.0,227520.0
2682,600661.SH,昂立教育,文教休闲,0.78,0.45,0.33,0.0,582663.107
1053,002593.SZ,日上集团,汽车配件,1.37,1.04,0.33,0.0,189899.4357
3391,603590.SH,康辰药业,化学制药,1.58,1.26,0.32,0.0,148440.0
2885,600883.SH,博闻科技,水泥,1.16,0.84,0.32,0.0,182496.024
2778,600764.SH,中国海防,通信设备,3.84,3.53,0.31,0.0,1048762.6755
815,002354.SZ,天神娱乐,互联网,2.06,1.76,0.3,0.0,413134.1592
2617,600587.SH,新华医疗,医疗保健,1.12,0.82,0.3,0.0,610041.602
1992,300610.SZ,晨化股份,化工原料,1.23,0.94,0.29,0.0,72125.2693
3571,603960.SH,克来机电,专用机械,2.38,2.1,0.28,0.0,192615.0352
1075,002615.SZ,哈尔斯,家居用品,1.51,1.23,0.28,0.0,148444.3742
3091,601828.SH,美凯龙,其他商业,1.59,1.31,0.28,0.0,537480.3715
3252,603199.SH,九华旅游,旅游景点,1.83,1.55,0.28,0.0,242389.2
2066,300686.SZ,智动力,元器件,5.7,5.42,0.28,0.0,135102.8192
2049,300669.SZ,沪宁股份,机械基件,1.02,0.74,0.28,0.0,52890.6
1106,002646.SZ,青青稞酒,白酒,1.81,1.53,0.28,0.0,580050.0
2455,600377.SH,宁沪高速,路桥,0.89,0.62,0.27,0.0,3760001.5415
64,000155.SZ,川能动力,农药化肥,2.18,1.92,0.26,0.0,440484.0
3509,603826.SH,坤彩科技,染料涂料,1.88,1.62,0.26,0.0,345760.0689
2065,300685.SZ,艾德生物,生物制药,2.82,2.58,0.24,0.0,503154.1368
1413,300022.SZ,吉峰科技,农用机械,4.19,3.95,0.24,0.0,161106.7231
2654,600628.SH,新世界,百货,1.94,1.7,0.24,0.0,414271.6313
855,002394.SZ,联发股份,纺织,0.98,0.74,0.24,0.0,368694.3
3263,603227.SH,雪峰科技,化工原料,2.28,2.04,0.24,0.0,334619.6
2856,600853.SH,龙建股份,建筑施工,1.18,0.94,0.24,0.0,237268.9848
1345,002900.SZ,哈三联,化学制药,1.12,0.88,0.24,0.0,202945.4276
2306,600201.SH,生物股份,生物制药,1.61,1.38,0.23,0.0,1952900.5779
3370,603536.SH,惠发股份,食品,1.2,0.97,0.23,0.0,59169.4938
896,002435.SZ,长江润发,化学制药,2.72,2.49,0.23,0.0,220768.6872
1979,300597.SZ,吉大通信,通信设备,1.47,1.24,0.23,0.0,217771.2808
842,002381.SZ,双箭股份,橡胶,2.02,1.8,0.22,0.0,313577.5628
1145,002685.SZ,华东重机,工程机械,2.44,2.22,0.22,0.0,501207.9037
2179,600059.SH,古越龙山,红黄药酒,1.36,1.14,0.22,0.0,658138.6703
561,002099.SZ,海翔药业,化学制药,2.62,2.41,0.21,0.0,1010757.5372
2878,600875.SH,东方电气,电气设备,2.99,2.79,0.2,0.0,2158649.2978
2986,601118.SH,海南橡胶,橡胶,1.16,0.96,0.2,0.0,2426435.5609
2162,600031.SH,三一重工,工程机械,3.05,2.85,0.2,0.0,10551024.8818
2213,600096.SH,云天化,农药化肥,1.17,0.98,0.19,0.0,923644.0175
2723,600706.SH,曲江文旅,旅游服务,2.72,2.53,0.19,0.0,233060.3643
1541,300151.SZ,昌红科技,机械基件,2.51,2.35,0.16,0.0,190496.1831
578,002116.SZ,中国海诚,建筑施工,2.39,2.23,0.16,0.0,417707.2507
469,002007.SZ,华兰生物,生物制药,2.45,2.29,0.16,0.0,3511555.2106
2384,600292.SH,远达环保,环境保护,1.33,1.18,0.15,0.0,519243.2319
2928,600976.SH,健民集团,中成药,1.41,1.26,0.15,0.0,267506.057
3580,603979.SH,金诚信,建筑施工,2.06,1.92,0.14,0.0,527984.631
2020,300639.SZ,凯普生物,医疗保健,1.52,1.39,0.13,0.0,162014.7471
17,000021.SZ,深科技,电脑设备,2.53,2.41,0.12,0.0,1222480.1172
253,000705.SZ,浙江震元,医药商业,1.28,1.16,0.12,0.0,214589.5493
2218,600101.SH,明星电力,水力发电,3.12,3.0,0.12,0.0,290464.3634
905,002444.SZ,巨星科技,轻工机械,1.43,1.32,0.11,0.0,1242558.7063
3017,601231.SH,环旭电子,元器件,2.67,2.58,0.09,0.0,3159441.0382
1783,300396.SZ,迪瑞医疗,医疗保健,1.71,1.62,0.09,0.0,399564.5485
1867,300480.SZ,光力科技,电器仪表,3.78,3.69,0.09,0.0,144815.3573
2422,600336.SH,澳柯玛,家用电器,1.45,1.37,0.08,0.0,329551.6613
1336,002890.SZ,弘宇股份,农用机械,2.81,2.73,0.08,0.0,105219.2603
1791,300404.SZ,博济医药,医疗保健,1.78,1.7,0.08,0.0,124725.0165
427,000961.SZ,中南建设,建筑施工,4.08,4.01,0.07,0.0,3511146.4993
2993,601155.SH,新城控股,区域地产,3.56,3.5,0.06,0.0,9547678.7747
137,000546.SZ,金圆股份,水泥,1.9,1.84,0.06,0.0,694736.4531
1155,002695.SZ,煌上煌,食品,2.15,2.1,0.05,0.0,591714.572
375,000890.SZ,法尔胜,钢加工,3.77,3.72,0.05,0.0,258523.8432
710,002248.SZ,华东数控,机床制造,2.15,2.11,0.04,0.0,320350.2242
120,000526.SZ,紫光学大,文教休闲,1.59,1.55,0.04,0.0,234908.4513
3176,603043.SH,广州酒家,食品,1.27,1.24,0.03,0.0,415177.897
3165,603031.SH,安德利,百货,1.77,1.74,0.03,0.0,75301.9221
3342,603416.SH,信捷电气,电气设备,2.24,2.22,0.02,0.0,101203.2
2331,600230.SH,沧州大化,农药化肥,2.9,2.88,0.02,0.0,880564.1673
214,000655.SZ,*ST金岭,普钢,5.23,5.22,0.01,0.0,311362.9403
805,002344.SZ,海宁皮城,商品城,0.98,0.97,0.01,0.0,710416.3943
1308,002861.SZ,瀛通通讯,通信设备,2.78,2.77,0.01,0.0,129530.3855
937,002476.SZ,宝莫股份,化工原料,2.05,2.04,0.01,0.0,354128.1234
1582,300193.SZ,佳士科技,专用机械,1.78,1.78,0.0,0.0,381200.5846
2106,300729.SZ,乐歌股份,家居用品,1.42,1.42,0.0,0.0,65479.8067
1021,002561.SZ,徐家汇,百货,3.08,3.08,0.0,0.0,380200.024
658,002196.SZ,方正电机,纺织机械,2.04,2.05,-0.01,0.0,245054.0301
79,000408.SZ,藏格控股,农药化肥,1.1,1.11,-0.01,0.0,574369.7821
3476,603757.SH,大元泵业,专用机械,1.6,1.62,-0.02,0.0,88200.0
1154,002694.SZ,顾地科技,塑料,1.79,1.81,-0.02,0.0,258783.3679
2644,600616.SH,金枫酒业,红黄药酒,1.92,1.94,-0.02,0.0,317005.4223
883,002422.SZ,科伦药业,化学制药,1.4,1.43,-0.03,0.0,2614647.8517
3382,603578.SH,三星新材,玻璃,1.44,1.47,-0.03,0.0,74677.9
1933,300548.SZ,博创科技,元器件,2.39,2.42,-0.03,0.0,163728.0
549,002087.SZ,新野纺织,纺织,1.25,1.28,-0.03,0.0,382534.5231
3411,603619.SH,中曼石油,石油开采,1.39,1.42,-0.03,0.0,275034.1773
3350,603486.SH,科沃斯,家用电器,2.96,3.01,-0.05,0.0,245732.8
2255,600143.SH,金发科技,塑料,1.43,1.48,-0.05,0.0,1456640.0
1716,300327.SZ,中颖电子,半导体,1.9,1.96,-0.06,0.0,572798.5992
3226,603156.SH,养元饮品,软饮料,1.99,2.05,-0.06,0.0,2270487.6518
2347,600248.SH,延长化建,建筑施工,1.71,1.77,-0.06,0.0,293473.6787
1793,300406.SZ,九强生物,生物制药,2.49,2.55,-0.06,0.0,487952.7129
2030,300650.SZ,太龙照明,电气设备,1.2,1.26,-0.06,0.0,64972.2575
3230,603160.SH,汇顶科技,元器件,2.61,2.67,-0.06,0.0,2331704.3296
1857,300470.SZ,日机密封,机械基件,2.07,2.14,-0.07,0.0,456147.8874
1732,300343.SZ,联创互联,互联网,2.07,2.16,-0.09,0.0,334554.543
1496,300106.SZ,西部牧业,农业综合,2.38,2.48,-0.1,0.0,154151.8866
286,000753.SZ,漳州发展,汽车服务,2.15,2.25,-0.1,0.0,331554.9544
1055,002595.SZ,豪迈科技,专用机械,2.19,2.3,-0.11,0.0,1116936.3851
1909,300522.SZ,世名科技,染料涂料,0.99,1.1,-0.11,0.0,98989.6433
627,002165.SZ,红宝丽,化工原料,1.02,1.14,-0.12,0.0,255773.4058
998,002538.SZ,司尔特,农药化肥,0.78,0.91,-0.13,0.0,417682.8073
3525,603869.SH,新智认知,软件服务,1.43,1.56,-0.13,0.0,547739.3567
2417,600330.SH,天通股份,元器件,2.98,3.11,-0.13,0.0,849074.002
668,002206.SZ,海利得,化纤,2.04,2.18,-0.14,0.0,428433.2803
2002,300621.SZ,维业股份,装修装饰,0.93,1.08,-0.15,0.0,72325.1188
991,002531.SZ,天顺风能,电气设备,3.87,4.03,-0.16,0.0,1234750.527
682,002220.SZ,天宝食品,食品,1.23,1.4,-0.17,0.0,222800.3561
1988,300606.SZ,金太阳,矿物制品,1.39,1.56,-0.17,0.0,67222.3537
1614,300225.SZ,金力泰,染料涂料,1.68,1.86,-0.18,0.0,290536.1422
960,002499.SZ,科林环保,环境保护,2.13,2.31,-0.18,0.0,171219.6626
3400,603605.SH,珀莱雅,日用化工,3.87,4.05,-0.18,0.0,366838.3544
644,002182.SZ,云海金属,小金属,2.26,2.45,-0.19,0.0,425239.5404
3356,603505.SH,金石资源,矿物制品,2.92,3.11,-0.19,0.0,192139.3047
588,002126.SZ,银轮股份,汽车配件,2.58,2.78,-0.2,0.0,716541.638
1723,300334.SZ,津膜科技,专用机械,1.36,1.58,-0.22,0.0,262228.0063
2929,600977.SH,中国电影,影视音像,2.76,2.98,-0.22,0.0,1007395.0
1601,300212.SZ,易华录,软件服务,2.41,2.63,-0.22,0.0,1222820.3479
3417,603636.SH,南威软件,软件服务,2.59,2.81,-0.22,0.0,764939.2568
1017,002557.SZ,洽洽食品,食品,2.66,2.89,-0.23,0.0,1282710.0
774,002313.SZ,日海智能,通信设备,1.87,2.11,-0.24,0.0,821184.0
