,ts_code,symbol,name,industry,COL_CONTINUOUS_POSITIVE_COUNT,COL_ALL_POSITIVE,COL_CONTINUOUS_POSITIVE_AVERAGE_CHG,COL_MAX_RETRACEMENT,COL_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
43,603486.SH,603486,科沃斯,家用电器,8.0,False,16.8,14.6,0.0,126.29,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国工商银行-上投摩根内需动力股票型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",5.0
44,605116.SH,605116,奥锐特,化学制药,3.0,True,36.0,28.88,0.0,7.4,"上海聚鸣投资管理有限公司-聚鸣医药创新3号私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣多策略8号私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣医药创新私募证券投资基金
上海聚鸣投资管理有限公司-聚鸣医药创新6号私募证券投资基金",4.0
45,605058.SH,605058,澳弘电子,元器件,2.0,True,25.03,23.69,0.0,9.24,,0.0
46,600809.SH,600809,山西汾酒,白酒,9.0,False,12.32,14.76,0.0,2860.24,"中央汇金资产管理有限责任公司
交通银行股份有限公司-汇添富中盘价值精选混合型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)",7.0
47,603155.SH,603155,新亚强,化工原料,3.0,True,8.03,24.24,0.0,15.01,"中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
杭州庄贤投资管理合伙企业(有限合伙)-庄贤锐进专享私募证券投资基金",6.0
48,300722.SZ,300722,新余国科,专用机械,6.0,False,41.58,24.53,0.0,78.06,"交通银行股份有限公司-前海开源中证军工指数型证券投资基金
中国工商银行股份有限公司-广发中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
49,003006.SZ,003006,百亚股份,造纸,3.0,True,64.13,14.19,0.0,11.25,杭州优益增投资管理有限公司-优益增3号私募基金,1.0
50,003013.SZ,003013,地铁设计,建筑工程,2.0,True,26.89,21.52,0.0,7.91,,0.0
51,003016.SZ,003016,欣贺股份,服饰,2.0,True,9.96,24.28,0.0,10.78,,0.0
52,300258.SZ,300258,精锻科技,汽车配件,7.0,False,8.2,20.0,0.0,64.8,"中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司
杭州弘则投资有限公司-弘则横舟1号私募证券投资基金
全国社保基金四一三组合",4.0
53,300402.SZ,300402,宝色股份,专用机械,5.0,False,20.14,26.4,0.0,41.17,中央汇金资产管理有限责任公司,1.0
54,300581.SZ,300581,晨曦航空,航空,5.0,False,30.1,21.61,0.0,71.66,"中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",2.0
55,300890.SZ,300890,翔丰华,矿物制品,3.0,True,85.47,22.85,0.0,13.78,"上海通怡投资管理有限公司-通怡方圆8号私募证券投资基金
银华基金-光大银行-银华基金-光大银行-滴水3号集合资产管理计划
新湖期货-国金证券盈享1号单一资产管理计划-新湖期货致义单一资产管理计划",3.0
56,601568.SH,601568,北元集团,化工原料,2.0,True,2.83,16.67,0.0,36.62,,0.0
57,300891.SZ,300891,惠云钛业,化工原料,3.0,True,152.13,18.64,0.0,18.94,深圳前海鹰眼资本投资管理有限公司-福照1号鹰眼私募证券投资基金,1.0
58,300896.SZ,300896,爱美客,医疗保健,3.0,True,76.83,23.55,0.0,163.58,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金
全国社保基金六零二组合
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划",7.0
59,003001.SZ,003001,中岩大地,建筑工程,2.0,True,14.24,23.82,0.0,8.14,招商银行股份有限公司-睿远成长价值混合型证券投资基金,1.0
60,600006.SH,600006,东风汽车,汽车整车,7.0,False,7.46,14.8,0.0,178.0,"平安资产-工商银行-平安资产创赢18号资产管理产品
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一三零一组合
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
平安资管-农业银行-平安资产如意35号资产管理产品",6.0
61,003005.SZ,003005,竞业达,软件服务,3.0,True,19.92,22.08,0.0,14.12,,0.0
62,002984.SZ,002984,森麒麟,汽车配件,3.0,True,10.51,22.34,0.0,16.81,"招商银行股份有限公司-中信建投行业轮换混合型证券投资基金
基本养老保险基金一零零三组合
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金",3.0
63,300892.SZ,300892,品渥食品,乳制品,3.0,True,38.63,19.26,0.0,17.56,"嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划
萍乡皓熙汇达新能源产业投资基金(有限合伙)
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",3.0
