code,name,pe,past_p_change,past_average_turnover,stop_mark
000581,威孚高科,10.02,-4.362,1.373,
000623,吉林敖东,13.66,-4.352,0.863,
601111,中国国航,17.46,-4.324,0.8,
002651,利君股份,68.83,-4.317,0.93,
300412,迦南科技,43.93,-4.246,0.997,
002101,广东鸿图,21.79,-4.226,1.9,
600339,中油工程,36.24,-4.224,1.03,
600346,恒力股份,41.32,-4.206,2.1,
600256,广汇能源,70.89,-4.202,0.51,
001965,招商公路,17.69,-4.197,2.95,
300027,华谊兄弟,34.77,-4.174,2.663,
002778,高科石化,62.16,-4.147,1.597,
000751,锌业股份,42.12,-4.087,1.17,
002514,宝馨科技,67.21,-4.083,1.73,
002597,金禾实业,15.2,-4.047,2.36,
600966,博汇纸业,10.25,-3.979,1.933,
600089,特变电工,13.83,-3.963,0.717,
300471,厚普股份,43.62,-3.958,9.703,
600908,无锡银行,14.39,-3.871,1.53,
600489,中金黄金,75.32,-3.826,0.58,
000718,苏宁环球,18.42,-3.756,0.523,
002833,弘亚数控,30.0,-3.629,2.343,
002502,骅威文化,22.02,-3.443,1.223,
000971,高升控股,39.39,-3.407,2.547,
002807,江阴银行,20.75,-3.381,2.023,
000018,神州长城,18.8,-3.362,2.033,
002492,恒基达鑫,40.42,-3.294,2.083,
601952,苏垦农发,26.32,-3.251,5.273,
300055,万邦达,38.28,-3.216,1.563,
000012,南 玻Ａ,21.49,-3.203,1.07,
002617,露笑科技,36.74,-3.136,0.86,
600176,中国巨石,23.83,-3.069,0.86,
600121,*ST郑煤,7.03,-3.031,0.53,
601019,山东出版,17.84,-2.985,4.15,
600684,珠江实业,12.55,-2.984,1.683,
002157,正邦科技,21.23,-2.956,0.683,
000708,大冶特钢,13.1,-2.955,1.29,
600266,北京城建,29.03,-2.919,0.637,
600352,浙江龙盛,16.63,-2.915,2.103,
000835,长城动漫,56.27,-2.913,1.593,
000423,东阿阿胶,24.19,-2.912,0.827,
002237,恒邦股份,22.96,-2.876,0.84,
600398,海澜之家,16.32,-2.84,0.67,
002002,鸿达兴业,15.53,-2.836,0.507,
002501,利源精制,18.65,-2.835,0.923,
002087,新野纺织,14.22,-2.816,1.037,
000756,新华制药,26.48,-2.804,1.607,
300033,同花顺,39.47,-2.79,3.017,
000885,同力水泥,9.93,-2.783,2.03,
000961,中南建设,48.44,-2.757,0.55,
002016,世荣兆业,21.25,-2.702,4.103,
000026,飞亚达Ａ,32.89,-2.658,0.85,
600976,健民集团,35.21,-2.637,0.567,
002048,宁波华翔,15.5,-2.637,1.673,
000488,晨鸣纸业,10.14,-2.617,3.37,
002078,太阳纸业,16.95,-2.518,1.163,
601838,成都银行,12.58,-2.42,15.687,
000416,民生控股,85.25,-2.369,0.533,
600691,阳煤化工,48.82,-2.363,1.073,
601828,美凯龙,19.01,-2.348,11.58,
601369,陕鼓动力,38.28,-2.332,0.797,
600428,中远海特,54.28,-2.281,0.547,
002565,顺灏股份,78.71,-2.235,1.557,
000858,五 粮 液,31.13,-2.208,0.777,
600022,山东钢铁,16.61,-2.196,0.557,
002706,良信电器,22.96,-2.178,1.447,
002424,贵州百灵,40.92,-2.117,1.857,
600909,华安证券,34.47,-2.113,0.813,
600737,中粮糖业,22.69,-2.096,0.627,
002080,中材科技,22.7,-2.083,3.083,
600892,大晟文化,46.02,-2.041,0.867,
601388,怡球资源,23.91,-2.029,1.377,
002155,湖南黄金,31.47,-2.015,0.847,
600533,栖霞建设,45.86,-2.01,1.007,
002471,中超控股,51.18,-1.945,0.763,
000657,中钨高新,44.26,-1.934,1.33,
600883,博闻科技,34.58,-1.915,0.84,
601611,中国核建,37.36,-1.9,0.853,
600621,华鑫股份,95.52,-1.849,4.4,
300292,吴通控股,34.34,-1.819,2.03,
002634,棒杰股份,55.63,-1.81,1.853,
600138,中青旅,24.92,-1.776,0.74,
600889,南京化纤,24.33,-1.772,2.583,
000928,中钢国际,17.86,-1.768,1.29,
002207,*ST准油,33.06,-1.767,1.607,
600075,新疆天业,11.02,-1.764,0.923,
000090,天健集团,16.81,-1.748,0.81,
000932,华菱钢铁,6.71,-1.706,3.283,
000888,峨眉山Ａ,26.83,-1.694,1.017,
002375,亚厦股份,23.31,-1.689,0.637,
600727,鲁北化工,52.77,-1.686,1.947,
600155,宝硕股份,58.87,-1.658,1.473,
000759,中百集团,32.93,-1.637,0.68,
002499,科林环保,60.51,-1.573,0.617,
300403,地尔汉宇,24.61,-1.562,0.987,
000419,通程控股,24.64,-1.558,0.91,
000571,新大洲Ａ,47.09,-1.535,0.9,
002326,永太科技,43.5,-1.522,1.887,
600597,光明乳业,23.79,-1.449,0.96,
600755,厦门国贸,8.61,-1.418,1.253,
600758,红阳能源,14.43,-1.412,1.207,
002797,第一创业,78.49,-1.41,3.927,
000651,格力电器,15.55,-1.405,0.933,
601108,财通证券,37.43,-1.376,9.043,
000965,天保基建,26.09,-1.373,1.143,
000785,武汉中商,51.8,-1.342,0.813,
000429,粤高速Ａ,10.02,-1.342,0.677,
002601,龙蟒佰利,14.94,-1.337,3.203,
002803,吉宏股份,93.03,-1.318,0.76,
000825,太钢不锈,13.31,-1.306,2.29,
601375,中原证券,56.17,-1.3,1.457,
000501,鄂武商Ａ,10.85,-1.246,0.53,
600331,宏达股份,33.06,-1.23,0.553,
000498,山东路桥,13.47,-1.188,1.387,
002554,惠博普,43.51,-1.177,1.707,
002697,红旗连锁,43.6,-1.176,1.02,
601002,晋亿实业,38.61,-1.151,1.63,
000778,新兴铸管,19.59,-1.13,1.267,
600984,建设机械,36.74,-1.098,1.047,
002572,索菲亚,43.05,-1.071,0.74,
600697,欧亚集团,14.17,-1.06,0.557,
600017,日照港,26.26,-1.015,0.597,
600757,长江传媒,12.14,-1.008,0.503,
600125,铁龙物流,32.84,-0.975,1.68,
000807,云铝股份,40.95,-0.871,4.623,
600502,安徽水利,16.97,-0.864,1.033,
600361,华联综超,35.05,-0.813,0.6,
000839,中信国安,94.65,-0.743,1.12,
002810,山东赫达,42.46,-0.737,1.88,
000838,财信发展,30.69,-0.708,1.283,
600108,亚盛集团,90.94,-0.704,0.553,
300326,凯利泰,30.62,-0.701,1.123,
000568,泸州老窖,32.48,-0.685,0.507,
002910,庄园牧场,50.37,-0.67,15.28,
002533,金杯电工,22.85,-0.67,0.633,
000065,北方国际,17.91,-0.615,1.15,
600513,联环药业,35.4,-0.613,0.653,
000822,山东海化,11.34,-0.596,1.693,
002630,华西能源,58.9,-0.592,0.777,
300208,恒顺众昇,21.98,-0.586,1.217,
000921,海信科龙,8.1,-0.584,0.93,
000800,一汽轿车,46.31,-0.564,1.197,
600869,智慧能源,64.96,-0.532,0.64,
002233,塔牌集团,20.64,-0.53,1.563,
300023,宝德股份,27.62,-0.527,1.567,
300522,世名科技,35.98,-0.521,3.72,
002411,必康股份,48.46,-0.483,1.137,
000802,北京文化,28.34,-0.469,1.26,
601588,北辰实业,14.15,-0.411,0.533,
600068,葛洲坝,12.56,-0.409,1.25,
600251,冠农股份,47.51,-0.383,0.79,
002175,东方网络,91.46,-0.38,4.227,
601933,永辉超市,55.06,-0.363,0.803,
600790,轻纺城,14.9,-0.356,2.41,
600273,嘉化能源,14.77,-0.343,2.117,
000877,天山股份,28.02,-0.291,2.537,
002477,雏鹰农牧,14.14,-0.247,1.67,
002648,卫星石化,19.86,-0.226,1.107,
601607,上海医药,18.74,-0.203,0.677,
600332,白云山,22.18,-0.189,0.713,
600390,五矿资本,14.7,-0.176,1.507,
002109,兴化股份,28.28,-0.169,3.717,
000702,正虹科技,76.27,-0.159,2.083,
300482,万孚生物,57.48,-0.15,0.827,
000731,四川美丰,25.27,-0.114,1.06,
000553,沙隆达Ａ,17.23,-0.017,1.42,
