,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
17,600027.SH,600027,华电国际,火力发电,4.28,0.0,1.0,348.64,"中央汇金资产管理有限责任公司
全国社保基金一零三组合
财通基金-宁波银行-信达国萃股权投资基金(上海)合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",4.0
18,600310.SH,600310,桂东电力,水力发电,4.48,0.0,1.0,37.08,香港中央结算有限公司(陆股通),1.0
19,300157.SZ,300157,恒泰艾普,石油开采,4.79,2.0,1.0,33.87,,0.0
20,002662.SZ,002662,京威股份,汽车配件,5.16,0.0,2.0,77.4,,0.0
21,002506.SZ,002506,协鑫集成,电气设备,5.44,1.0,1.0,276.02,"天津融境股权投资基金中心(有限合伙)
长城(德阳)超日项目基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",3.0
22,002510.SZ,002510,天汽模,汽车配件,5.56,0.0,1.0,42.32,"招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
23,600011.SH,600011,华能国际,火力发电,5.59,0.0,1.0,614.77,,0.0
24,300350.SZ,300350,华鹏飞,仓储物流,5.94,0.0,2.0,18.29,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)",2.0
25,300189.SZ,300189,神农科技,种植业,6.03,0.0,1.0,58.07,湖南省财信产业基金管理有限公司,1.0
26,300312.SZ,300312,邦讯技术,通信设备,6.13,1.0,1.0,12.35,基本养老保险基金一三零一组合,1.0
27,300021.SZ,300021,大禹节水,农业综合,6.16,0.0,2.0,39.94,中信建投基金-广发银行-方信1号资产管理计划,1.0
28,002177.SZ,002177,御银股份,IT设备,6.36,1.0,2.0,48.41,中央汇金资产管理有限责任公司,1.0
29,300313.SZ,300313,天山生物,农业综合,6.41,0.0,1.0,11.8,,0.0
30,600313.SH,600313,农发种业,种植业,6.42,0.0,2.0,65.45,现代种业发展基金有限公司,1.0
31,002027.SZ,002027,分众传媒,影视音像,6.48,2.0,1.0,951.13,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",2.0
32,002386.SZ,002386,天原集团,化工原料,6.65,4.0,1.0,51.91,"中央汇金资产管理有限责任公司
中国东方资产管理股份有限公司",2.0
33,002108.SZ,002108,沧州明珠,塑料,6.7,0.0,3.0,95.0,"深圳福星资本管理有限公司-福星高照1号私募投资基金
中央汇金资产管理有限责任公司
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划",3.0
34,300278.SZ,300278,华昌达,专用机械,6.8,1.0,1.0,20.53,"厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托
陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划",2.0
35,002488.SZ,002488,金固股份,汽车配件,6.88,1.0,2.0,56.71,"金元顺安基金-宁波银行-杭州乾瞳投资管理合伙企业(有限合伙)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
杭州东方嘉富资产管理有限公司-东方嘉富-兴瑞1号专项私募基金
天弘基金-宁波银行-天津信托-天津信托-弘盈3号集合资金信托计划",4.0
36,600770.SH,600770,综艺股份,综合类,6.94,1.0,1.0,90.22,"易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划",3.0
37,600496.SH,600496,精工钢构,钢加工,7.1,1.0,1.0,107.24,"中国建设银行-上投摩根阿尔法股票型证券投资基金
全国社保基金六零三组合
中国银行股份有限公司-华泰紫金泰盈混合型证券投资基金
中央汇金资产管理有限责任公司
长安国际信托股份有限公司-银帆3期(长安投资78号)集合资金信托计划
交通银行-中海优质成长证券投资基金",6.0
38,002708.SZ,002708,光洋股份,汽车配件,7.22,1.0,1.0,28.4,,0.0
39,000993.SZ,000993,闽东电力,水力发电,7.47,0.0,1.0,27.86,中央汇金资产管理有限责任公司,1.0
40,601717.SH,601717,郑煤机,汽车配件,7.59,1.0,1.0,113.03,"香港中央结算有限公司(陆股通)
百瑞信托有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
河南资产管理有限公司",5.0
41,002283.SZ,002283,天润工业,汽车配件,7.95,0.0,1.0,76.13,,0.0
42,603166.SH,603166,福达股份,汽车配件,7.96,0.0,1.0,47.12,,0.0
43,600678.SH,600678,四川金顶,水泥,8.2,0.0,1.0,28.62,中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金,1.0
44,002748.SZ,002748,世龙实业,化工原料,8.29,4.0,1.0,19.9,中央汇金资产管理有限责任公司,1.0
45,605333.SH,605333,N沪光,汽车配件,8.39,0.0,2.0,3.36,,0.0
46,002570.SZ,002570,贝因美,乳制品,8.43,1.0,1.0,86.19,长城(德阳)长弘投资基金合伙企业(有限合伙),1.0
47,600151.SH,600151,航天机电,汽车配件,8.5,0.0,1.0,121.91,"中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金",3.0
48,002054.SZ,002054,德美化工,化工原料,8.75,0.0,1.0,27.18,中央汇金资产管理有限责任公司,1.0
49,000962.SZ,000962,东方钽业,小金属,9.14,0.0,1.0,40.29,中央汇金资产管理有限责任公司,1.0
50,600251.SH,600251,冠农股份,农业综合,9.24,0.0,1.0,71.96,"中央汇金资产管理有限责任公司
新疆铁门关市金汇源资产管理有限公司
深圳抱朴容易资产管理有限公司-抱朴容易3号私募证券投资基金",3.0
51,601611.SH,601611,中国核建,建筑工程,9.36,1.0,1.0,245.7,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国信达资产管理股份有限公司",3.0
52,002288.SZ,002288,超华科技,元器件,9.46,0.0,2.0,75.71,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
53,603758.SH,603758,秦安股份,汽车配件,9.51,1.0,1.0,41.73,上海兰丞秦安股权投资基金合伙企业(有限合伙),1.0
54,000798.SZ,000798,中水渔业,渔业,9.65,0.0,1.0,30.82,,0.0
55,002769.SZ,002769,普路通,仓储物流,9.68,0.0,1.0,25.14,,0.0
56,002651.SZ,002651,利君股份,专用机械,9.9,1.0,1.0,52.19,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
57,600615.SH,600615,丰华股份,小金属,10.01,1.0,2.0,18.78,"重庆国际信托股份有限公司-兴国1号集合资金信托计划
重庆国际信托股份有限公司-鸿睿一号集合资金信托计划",2.0
58,002424.SZ,002424,贵州百灵,中成药,10.14,0.0,1.0,73.8,"香港中央结算有限公司(陆股通)
华创证券-工商银行-华创证券有限责任公司支持民企发展1号集合资产管理计划
华创证券有限责任公司支持民企发展14号单一资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
申万宏源证券-证券行业支持民企发展之申万宏源2号单一资产管理计划
中央汇金资产管理有限责任公司",6.0
59,002585.SZ,002585,双星新材,塑料,10.24,1.0,1.0,90.09,"中央汇金资产管理有限责任公司
鹏华基金-招商银行-中山证券有限责任公司
皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金",3.0
60,300225.SZ,300225,金力泰,染料涂料,10.54,2.0,1.0,49.25,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
宁夏华锦资产管理有限公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方15号私募投资基金",4.0
61,002451.SZ,002451,摩恩电气,电气设备,10.7,0.0,2.0,45.29,上海丰煜投资有限公司-丰煜稳盈7号私募投资基金,1.0
62,603838.SH,603838,四通股份,陶瓷,10.72,0.0,1.0,28.59,,0.0
63,603318.SH,603318,派思股份,专用机械,10.76,1.0,1.0,43.27,"中意资管-招商银行-中意资产-招商银行-定增精选48号资产管理产品
太平资管-招商银行-粤财信托-定增宝1号基金集合资金信托计划",2.0
64,603959.SH,603959,百利科技,建筑工程,10.86,1.0,1.0,47.68,"国通信托有限责任公司-国通信托·百华1号证券投资单一资金信托
香港中央结算有限公司(陆股通)
盈科创新资产管理有限公司
上海淮矿资产管理有限公司
吉林成朴丰祥股权投资基金合伙企业(有限合伙)
陕西金资基金管理有限公司-陕西铜川金锂产业发展基金(有限合伙)
吉林雨田股权投资基金合伙企业(有限合伙)",7.0
65,601838.SH,601838,成都银行,银行,11.06,1.0,1.0,209.5,"香港中央结算有限公司(陆股通)
成都市协成资产管理有限责任公司",2.0
66,002438.SZ,002438,江苏神通,机械基件,11.12,1.0,1.0,50.53,中国工商银行股份有限公司-诺安先锋混合型证券投资基金,1.0
67,603818.SH,603818,曲美家居,家居用品,11.31,0.0,1.0,54.75,民生证券-招商银行-民生证券曲美家居1号集合资产管理计划,1.0
68,002882.SZ,002882,金龙羽,电气设备,11.37,0.0,1.0,48.73,"中国农业银行股份有限公司-景顺长城中小板创业板精选股票型证券投资基金
中国农业银行股份有限公司-景顺长城低碳科技主题灵活配置混合型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
69,600543.SH,600543,莫高股份,红黄酒,11.61,0.0,2.0,37.28,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
70,300323.SZ,300323,华灿光电,半导体,11.7,1.0,1.0,97.43,上海虎铂新能股权投资基金合伙企业(有限合伙),1.0
71,603066.SH,603066,音飞储存,仓储物流,11.76,1.0,1.0,35.36,,0.0
72,300222.SZ,300222,科大智能,电气设备,11.82,0.0,1.0,64.24,,0.0
73,300368.SZ,300368,汇金股份,IT设备,11.9,1.0,1.0,56.83,中央汇金资产管理有限责任公司,1.0
74,000887.SZ,000887,中鼎股份,橡胶,12.0,1.0,1.0,146.17,"挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
中融基金-北京银行-中融国际信托-中融-融琨89号单一资金信托
深圳平安大华汇通财富-包商银行-安徽高新致远智慧城市产业基金(有限合伙)
安徽省铁路发展基金股份有限公司
鹏华资产-平安银行-四川信托-四川信托-平安恒盈1号单一资金信托",6.0
75,002066.SZ,002066,瑞泰科技,其他建材,12.23,0.0,1.0,28.25,中央汇金资产管理有限责任公司,1.0
76,600230.SH,600230,沧州大化,农药化肥,12.31,1.0,1.0,50.7,"中央汇金资产管理有限责任公司
北京磐沣投资管理合伙企业(有限合伙)-磐沣嘉利私募证券投资基金
香港中央结算有限公司(陆股通)",3.0
77,002702.SZ,002702,海欣食品,食品,12.44,0.0,1.0,39.66,"上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
北京衍航投资管理有限公司-衍航6号事件驱动策略私募证券投资基金",2.0
78,000505.SZ,000505,京粮控股,食品,12.56,0.0,3.0,51.01,"招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划
鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)",2.0
79,300733.SZ,300733,西菱动力,汽车配件,12.72,1.0,2.0,8.63,,0.0
80,002009.SZ,002009,天奇股份,工程机械,12.82,0.0,1.0,47.5,"创金合信基金-包商银行-华润深国投信托-天奇持股计划1期集合资金信托计划
云南国际信托有限公司-云南信托-招信智赢19号集合资金信托计划",2.0
81,002084.SZ,002084,海鸥住工,家居用品,12.85,0.0,1.0,69.42,"金元顺安基金-民生银行-天津信托-天津信托·美克优选定增10号集合资金信托计划
泰达宏利基金-民生银行-天津信托-天津信托·优选定增3号集合资金信托计划
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
上海齐泓股权投资基金合伙企业(有限合伙)",4.0
82,000524.SZ,000524,岭南控股,酒店餐饮,12.91,4.0,1.0,86.52,,0.0
83,600158.SH,600158,中体产业,文教休闲,13.0,1.0,2.0,85.47,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
84,600761.SH,600761,安徽合力,工程机械,13.19,1.0,1.0,97.63,"首域投资管理(英国)有限公司-首域中国A股基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划
全国社保基金一一三组合
基本养老保险基金一零零三组合
嘉实基金-农业银行-嘉实中证金融资产管理计划",7.0
85,002117.SZ,002117,东港股份,广告包装,13.31,1.0,1.0,72.6,中央汇金资产管理有限责任公司,1.0
86,688055.SH,688055,龙腾光电,元器件,13.53,0.0,2.0,36.45,,0.0
87,000534.SZ,000534,万泽股份,生物制药,13.88,1.0,1.0,68.22,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划
华润深国投信托有限公司-润之信13期集合资金信托计划",3.0
88,603819.SH,603819,神力股份,电气设备,14.88,1.0,1.0,32.28,,0.0
89,603017.SH,603017,中衡设计,建筑工程,15.01,1.0,1.0,40.97,,0.0
90,601882.SH,601882,海天精工,机床制造,15.64,0.0,1.0,81.64,,0.0
91,603035.SH,603035,常熟汽饰,汽车配件,15.88,2.0,1.0,49.56,深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金,1.0
92,300798.SZ,300798,锦鸡股份,染料涂料,15.95,1.0,1.0,6.66,深圳前海南方天赋资产管理有限公司-天赋一号证券投资私募基金,1.0
93,603056.SH,603056,德邦股份,仓储物流,15.95,1.0,1.0,34.72,"中国工商银行股份有限公司—东方红启元三年持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金
中国建设银行股份有限公司-东方红恒元五年定期开放灵活配置混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中金佳泰(天津)股权投资基金合伙企业(有限合伙)
南方基金-中国农业银行“安心·灵动·30天”人民币理财产品-南方基金666号单一资产管理计划
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
天津瑞荣股权投资基金合伙企业(有限合伙)",10.0
94,300746.SZ,300746,汉嘉设计,建筑工程,15.99,1.0,1.0,10.83,,0.0
95,002254.SZ,002254,泰和新材,化纤,16.17,2.0,1.0,98.77,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方38号私募投资基金
基本养老保险基金三零三组合",3.0
96,603298.SH,603298,杭叉集团,专用机械,16.18,1.0,1.0,140.18,"全国社保基金一零二组合
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",3.0
97,300120.SZ,300120,经纬辉开,元器件,16.78,1.0,1.0,39.76,"华夏基金-农业银行-华夏中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",11.0
98,603167.SH,603167,渤海轮渡,水运,17.0,0.0,2.0,79.17,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金",3.0
99,605366.SH,605366,宏柏新材,化工原料,17.08,2.0,1.0,14.18,,0.0
100,601456.SH,601456,国联证券,证券,17.13,2.0,1.0,81.49,,0.0
101,300401.SZ,300401,花园生物,食品,17.79,0.0,1.0,81.66,"香港中央结算有限公司(陆股通)
基本养老保险基金三零三组合
中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金
中科先行(北京)资产管理有限公司
九泰基金-浦发银行-粤财信托-粤财信托-菁英162期单一资金信托计划
中国信达资产管理股份有限公司",6.0
102,300719.SZ,300719,安达维尔,航空,17.9,0.0,1.0,23.77,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1.0
103,603080.SH,603080,新疆火炬,供气供热,18.04,0.0,1.0,15.74,香港中央结算有限公司(陆股通),1.0
104,600095.SH,600095,哈高科,证券,18.3,0.0,2.0,66.11,,0.0
105,603161.SH,603161,科华控股,汽车配件,18.35,0.0,2.0,12.73,"扬州尚颀股权投资基金中心(有限合伙)
上海尚颀股权投资基金一期合伙企业(有限合伙)
上海翎巧资产管理有限公司-速赢二号私募证券投资基金
上海翎巧资产管理有限公司-翎巧2号私募证券投资基金",4.0
106,300455.SZ,300455,康拓红外,运输设备,18.43,0.0,1.0,92.22,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)",3.0
107,603728.SH,603728,鸣志电器,电气设备,18.5,0.0,1.0,76.96,"安徽中珏投资管理有限公司-中珏投资尊享1号私募基金
香港中央结算有限公司(陆股通)",2.0
108,603856.SH,603856,东宏股份,塑料,19.71,0.0,3.0,18.02,,0.0
109,002643.SZ,002643,万润股份,化工原料,20.6,0.0,2.0,184.24,"兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
全国社保基金四一三组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
华夏成长证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",7.0
110,605388.SH,605388,N均瑶,乳制品,21.27,0.0,2.0,14.89,,0.0
111,002286.SZ,002286,保龄宝,食品,21.68,4.0,1.0,80.05,"中央汇金资产管理有限责任公司
宁波趵朴富通资产管理中心(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金",3.0
112,603877.SH,603877,太平鸟,服饰,22.17,1.0,1.0,105.69,香港中央结算有限公司(陆股通),1.0
113,600988.SH,600988,赤峰黄金,黄金,22.57,1.0,2.0,321.93,"中国银行股份有限公司-银华优质增长混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-华夏经典配置混合型证券投资基金
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
华夏成长证券投资基金
中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-华宝行业精选混合型证券投资基金",7.0
114,002163.SZ,002163,海南发展,装修装饰,22.63,1.0,2.0,181.82,"中国对外经济贸易信托有限公司-鸿道3期
中航基金-浙商银行-中航基金同达1号资产管理计划
华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划",3.0
115,600389.SH,600389,江山股份,农药化肥,23.01,0.0,1.0,68.34,中央汇金资产管理有限责任公司,1.0
116,603697.SH,603697,有友食品,食品,24.15,0.0,1.0,21.71,苏州格外投资管理有限公司-格外投资新三板1号基金,1.0
117,300859.SZ,300859,西域旅游,旅游服务,24.43,0.0,3.0,9.47,,0.0
118,600363.SH,600363,联创光电,元器件,24.5,0.0,1.0,108.65,,0.0
119,000025.SZ,000025,特力A,汽车服务,24.97,0.0,1.0,98.08,"汇添富基金管理股份有限公司-社保基金一五零二组合
香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
基本养老保险基金一三零一组合",6.0
120,300481.SZ,300481,濮阳惠成,化工原料,25.27,1.0,1.0,64.8,"华润深国投信托有限公司-华润信托·淡水泉平衡5期集合资金信托计划
民权中证国投创业投资基金(有限合伙)
中国对外经济贸易信托有限公司-淡水泉精选1期
全国社保基金四一三组合
中国对外经济贸易信托有限公司-外贸信托-淡水泉平衡3期证券投资集合资金信托计划
财通基金-宁波银行-湖北鼎锋长江产业投资基金合伙企业(有限合伙)
北京芯动能投资基金(有限合伙)
中国对外经济贸易信托有限公司-外贸信托-华夏未来领时对冲1号集合资金信托计划
全国社保基金五零二组合",9.0
121,002041.SZ,002041,登海种业,种植业,25.31,0.0,2.0,222.73,"华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",6.0
122,300531.SZ,300531,优博讯,软件服务,25.43,0.0,1.0,71.2,,0.0
123,002800.SZ,002800,天顺股份,仓储物流,25.64,1.0,1.0,18.36,浙江桥睿资产管理有限公司-桥睿331私募投资基金,1.0
124,000739.SZ,000739,普洛药业,化学制药,27.09,0.0,1.0,310.67,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)",5.0
125,605088.SH,605088,冠盛股份,汽车配件,27.13,0.0,3.0,10.85,,0.0
126,300416.SZ,300416,苏试试验,电器仪表,29.32,1.0,1.0,59.18,"中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金
招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金
中央汇金资产管理有限责任公司",5.0
127,300680.SZ,300680,隆盛科技,汽车配件,29.6,2.0,1.0,25.87,,0.0
128,603313.SH,603313,梦百合,家居用品,30.0,0.0,1.0,102.71,"中信信托有限责任公司-中信信托锐进58期源乐晟投资集合资金信托计划
红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划
平安银行股份有限公司-长信可转债债券型证券投资基金
全国社保基金一一一组合
中国银行股份有限公司-平安匠心优选混合型证券投资基金
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金",6.0
129,002335.SZ,002335,科华恒盛,电气设备,30.2,1.0,1.0,68.02,"中融鼎(深圳)投资有限公司-中融鼎秋天对冲私募基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金
中国工商银行-富国中证红利指数增强型证券投资基金",3.0
130,603931.SH,603931,格林达,化工原料,30.79,0.0,1.0,7.84,,0.0
131,002190.SZ,002190,成飞集成,汽车配件,34.36,0.0,1.0,118.61,,0.0
132,603319.SH,603319,湘油泵,汽车配件,35.05,0.0,2.0,36.77,"湖南省财信资产管理有限公司
湖南省资产管理有限公司",2.0
133,603655.SH,603655,朗博科技,汽车配件,36.58,1.0,1.0,12.44,,0.0
134,603700.SH,603700,宁水集团,电器仪表,36.87,1.0,1.0,38.1,"中国农业银行-长城安心回报混合型证券投资基金
中国工商银行-上投摩根内需动力股票型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
全国社保基金一一三组合
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金五零二组合",6.0
