,ts_code,symbol,name,industry,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
46,603345.SH,603345,安井食品,食品,0.0,1.9651,19.46697566628042,0.10094531547619047,569.92,,0.0
47,002702.SZ,002702,海欣食品,食品,0.0,0.8174,9.051724137931028,0.09030323809523816,23.13,,0.0
48,603755.SH,603755,日辰股份,食品,0.0,1.3827,15.91198979591837,0.08689673747494989,22.57,,0.0
49,605179.SH,605179,一鸣食品,乳制品,1.0,1.5767,20.76502732240437,0.07593055263157894,12.97,,0.0
50,600419.SH,600419,天润乳业,乳制品,0.0,-0.2809,12.886597938144329,0.07149288000000001,38.14,"上海少薮派投资管理有限公司-少数派63号私募证券投资基金
全国社保基金四零四组合
全国社保基金六零四组合
十二师国资公司-中信建投-20国资EB担保及信托财产专户",4.0
51,600866.SH,600866,星湖科技,食品,0.0,0.489,8.010335917312661,0.06104612903225807,29.69,,0.0
52,002732.SZ,002732,燕塘乳业,乳制品,0.0,-0.6791,17.155643958229728,0.057467968115942056,36.47,,0.0
53,600305.SH,600305,恒顺醋业,食品,0.0,0.1043,7.734806629834257,0.05414485714285713,192.57,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-诺德价值优势混合型证券投资基金
中信银行股份有限公司-农银汇理策略精选混合型证券投资基金
全国社保基金一零五组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金六零三组合",6.0
54,002820.SZ,002820,桂发祥,食品,0.0,-0.3802,5.346534653465351,0.05349259259259254,21.21,,0.0
55,605388.SH,605388,均瑶健康,软饮料,1.0,0.375,39.00750144258514,0.053430748520710024,16.86,,0.0
56,002762.SZ,002762,金发拉比,服饰,4.0,9.9711,189.3536121673004,0.052895214859437746,29.32,,0.0
57,002216.SZ,002216,三全食品,食品,0.0,0.4792,11.356013416387146,0.042197907172995826,118.55,,0.0
58,002495.SZ,002495,佳隆股份,食品,0.0,0.4274,11.009174311926584,0.03882216666666674,16.78,,0.0
59,002507.SZ,002507,涪陵榨菜,食品,0.0,-0.1276,12.486910994764377,0.0369426834381552,304.5,,0.0
60,600429.SH,600429,三元股份,乳制品,0.0,-0.3906,16.778523489932894,0.035128239999999984,76.38,,0.0
61,603517.SH,603517,绝味食品,食品,0.0,-0.3329,10.550708833151567,0.026955534883720964,491.96,,0.0
62,002946.SZ,002946,新乳业,乳制品,0.0,0.3867,17.910447761194035,0.021590749999999992,28.95,,0.0
63,300146.SZ,300146,汤臣倍健,医疗保健,0.0,-1.9581,14.98941034717598,0.02068793853911826,254.75,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中央汇金资产管理有限责任公司
全国社保基金四零三组合",5.0
64,002840.SZ,002840,华统股份,食品,0.0,0.2854,14.51135241855872,0.019667360544217707,45.92,,0.0
65,002481.SZ,002481,双塔食品,食品,0.0,0.1646,13.528336380255945,0.012189229729729726,133.81,香港中央结算有限公司(陆股通),1.0
66,002661.SZ,002661,克明面业,食品,0.0,0.0,5.81625908790484,0.0,50.42,,0.0
67,600359.SH,600359,新农开发,农业综合,0.0,0.0,20.44270833333335,0.0,29.72,,0.0
68,002597.SZ,002597,金禾实业,食品,0.0,-0.0303,27.333545715195907,-0.0011085279720279726,184.68,,0.0
69,603288.SH,603288,海天味业,食品,0.0,-2.532,18.585626394429045,-0.003524228810476537,5301.36,香港中央结算有限公司(陆股通),1.0
70,603043.SH,603043,广州酒家,食品,0.0,-0.6104,17.643758765778394,-0.03459580286168523,164.47,,0.0
71,605077.SH,605077,华康股份,食品,0.0,-1.0376,11.904761904761907,-0.0364896,24.46,,0.0
72,600872.SH,600872,中炬高新,食品,0.0,-0.8052,16.538461538461547,-0.04144883720930231,412.18,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-兴全合丰三年持有期混合型证券投资基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
挪威中央银行-自有资金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
全国社保基金一零六组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
全国社保基金一零一组合",8.0
73,600127.SH,600127,金健米业,农业综合,0.0,-0.3326,7.683741648106901,-0.043286202898550744,57.7,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
74,002458.SZ,002458,益生股份,农业综合,0.0,-0.4888,6.588003933136677,-0.04438370149253731,68.79,香港中央结算有限公司(陆股通),1.0
75,600073.SH,600073,上海梅林,食品,0.0,-0.3593,7.654921020656125,-0.04693712698412705,78.02,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国文体健康股票型证券投资基金
信达国萃股权投资基金(上海)合伙企业(有限合伙)
中央汇金资产管理有限责任公司",4.0
76,605337.SH,605337,李子园,乳制品,2.0,-2.7877,56.68539325842696,-0.0491784539147671,20.11,,0.0
77,300498.SZ,300498,温氏股份,农业综合,0.0,-2.8205,14.116094986807393,-0.06301317757009343,733.71,,0.0
