,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
25,002386.SZ,002386,天原股份,化工原料,True,-1.4881,26.315789473684205,51.67,"中国东方资产管理股份有限公司
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金",4.0
26,300630.SZ,300630,普利制药,化学制药,True,-0.832,26.55367231638419,157.03,"上海盘京投资管理中心(有限合伙)-盘世2期私募证券投资基金
香港中央结算有限公司(陆股通)
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
基本养老保险基金一六零六一组合",4.0
27,600618.SH,600618,氯碱化工,化工原料,True,-1.8454,26.56934306569343,63.81,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
28,601011.SH,601011,宝泰隆,焦炭加工,True,-1.3363,26.836158192090398,71.09,,0.0
29,601163.SH,601163,三角轮胎,汽车配件,True,9.9829,26.925608953258727,154.24,,0.0
30,002203.SZ,002203,海亮股份,铜,True,-1.86,27.121001390820588,165.71,"长安国际信托股份有限公司-长安信托-长安投资1152号证券投资集合资金信托计划
浙江海亮慈善基金会
陕西省国际信托股份有限公司-陕国投·财富87号单一资金信托
汇安基金-国泰君安证券-汇安基金-汇鑫22号资产管理计划",4.0
31,600933.SH,600933,爱柯迪,汽车配件,True,-4.2484,27.146814404432142,150.19,"香港中央结算有限公司(陆股通)
大家资产-民生银行-大家资产-盛世精选2号集合资产管理产品(第二期)
中国工商银行股份有限公司-圆信永丰研究精选混合型证券投资基金
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)",5.0
32,000498.SZ,000498,山东路桥,建筑工程,True,-1.7036,27.60869565217392,64.63,"光大永明资管-光大银行-光大永明资产永聚固收58号集合资产管理产品
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",2.0
33,300409.SZ,300409,道氏技术,陶瓷,True,-2.0159,27.890624999999993,52.28,"中央汇金资产管理有限责任公司
广发期货有限公司-广发期慧1期资产管理计划",2.0
34,300920.SZ,300920,润阳科技,塑料,True,5.1409,28.092243186582834,11.59,,0.0
35,600054.SH,600054,黄山旅游,旅游景点,True,-0.6494,28.180737217598086,54.97,,0.0
36,600010.SH,600010,包钢股份,普钢,True,9.8485,28.31858407079646,459.32,"香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)
上海嘉恳资产管理有限公司-嘉恳水滴3号私募投资基金",4.0
37,000932.SZ,000932,华菱钢铁,普钢,True,-1.8456,29.00432900432901,246.97,"华菱集团-华泰联合证券-华菱EB担保及信托财产专户
华菱集团-华泰联合-华菱EB担保及信托财产专户
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金",5.0
38,600737.SH,600737,中粮糖业,食品,True,2.4793,29.767441860465116,235.6,"中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
中泰创展(珠海横琴)资产管理有限公司
中国华融资产管理股份有限公司
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
陕西省国际信托股份有限公司-陕国投·富兰克林证券投资集合资金信托计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司",7.0
39,600063.SH,600063,皖维高新,化纤,True,-1.5317,29.82954545454546,86.67,"鹏华基金-招商银行-中山证券有限责任公司
安徽中安资本管理有限公司-中安定增利1号私募投资基金
鹏华基金-邮储银行-建信资本管理有限公司",3.0
40,600740.SH,600740,山西焦化,焦炭加工,True,-2.8369,29.834254143646422,65.96,"建信基金公司-民生-华鑫信托·慧智投资2号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资1号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资3号结构化集合资金信托计划
华鑫国际信托有限公司",4.0
41,600567.SH,600567,山鹰国际,造纸,True,1.3021,30.100334448160538,178.77,"香港中央结算有限公司(陆股通)
新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划",3.0
42,000059.SZ,000059,华锦股份,石油加工,True,0.4785,30.434782608695656,100.76,香港中央结算有限公司(陆股通),1.0
43,000420.SZ,000420,吉林化纤,化纤,True,0.4274,30.555555555555557,46.29,,0.0
44,601003.SH,601003,柳钢股份,普钢,True,-4.1602,30.58350100603622,159.41,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金",6.0
45,002698.SZ,002698,博实股份,化工机械,True,-2.4735,30.776340110905732,114.16,"香港中央结算有限公司(陆股通)
国海证券-浦发银行-国海证券虑远1058号集合资产管理计划",2.0
46,603885.SH,603885,吉祥航空,空运,True,7.7376,31.384615384615387,230.2,"招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
基本养老保险基金一零零三组合
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)",4.0
47,601601.SH,601601,中国太保,保险,True,4.9742,31.7820324005891,2812.67,中央汇金资产管理有限责任公司,1.0
48,002469.SZ,002469,三维工程,建筑工程,True,6.9841,31.89823874755382,32.0,中央汇金资产管理有限责任公司,1.0
49,601838.SH,601838,成都银行,银行,True,7.2386,32.15859030837005,431.97,"成都市协成资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
50,002299.SZ,002299,圣农发展,农业综合,True,-0.1508,32.34589587991057,366.66,"中国建设银行股份有限公司-银华同力精选混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
全国社保基金一零一组合
深圳市凯丰投资管理有限公司-凯丰金选宏观策略16号证券投资私募基金
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",6.0
51,600366.SH,600366,宁波韵升,矿物制品,True,10.0709,32.42320819112627,76.76,香港中央结算有限公司(陆股通),1.0
52,002015.SZ,002015,协鑫能科,新型电力,True,4.9419,32.965009208103126,28.93,,0.0
53,000712.SZ,000712,锦龙股份,证券,True,4.5784,34.16905444126075,149.09,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金",3.0
54,601677.SH,601677,明泰铝业,铝,True,-3.0682,34.351145038167964,109.27,"中科沃土基金-浦发银行-云南信托-云信智兴2017-514号单一资金信托
金鹰基金-浦发银行-云南国际信托-云信富春12号单一资金信托
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",3.0
55,000589.SZ,000589,贵州轮胎,汽车配件,True,3.2953,34.71074380165291,63.2,"国泰基金-工商银行-国泰基金格物1号资产管理计划
易方达资产-工商银行-易方达资产华瑞3号资产管理计划
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
国泰基金-浦发银行-国泰-禾盈1号资产管理计划
国泰基金-上海银行-国泰基金格物2号集合资产管理计划
中国工商银行-华安安信消费服务股票型证券投资基金
陕西抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金",7.0
56,000425.SZ,000425,徐工机械,工程机械,True,2.7616,35.18164435946463,494.55,"中国银行-华夏大盘精选证券投资基金
香港中央结算有限公司(陆股通)
华鑫国际信托有限公司-华鑫信托·279号证券投资集合信托计划
华鑫国际信托有限公司-华鑫信托·280号证券投资集合信托计划
中国银行股份有限公司-广发聚鑫债券型证券投资基金
中央汇金资产管理有限责任公司",6.0
57,603299.SH,603299,苏盐井神,化工原料,True,7.1765,35.767511177347245,50.96,,0.0
58,600019.SH,600019,宝钢股份,普钢,True,-0.75,36.05442176870748,1763.66,"香港中央结算有限公司(陆股通)
北京首钢基金有限公司
中央汇金资产管理有限责任公司",3.0
59,601618.SH,601618,中国中冶,建筑工程,True,-1.6901,36.53846153846152,623.06,"易方达基金-农业银行-易方达中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划",13.0
60,601600.SH,601600,中国铝业,铝,True,0.4587,36.87499999999999,572.85,"香港中央结算有限公司(陆股通)
香港中央结算有限公司(陆股通)(A股)
中央汇金资产管理有限责任公司",3.0
61,600160.SH,600160,巨化股份,化工原料,True,3.9501,36.98630136986301,269.97,"香港中央结算有限公司(陆股通)
汇添富基金-俞红-汇添富-添富牛190号单一资产管理计划",2.0
62,600141.SH,600141,兴发集团,化工原料,True,0.8242,37.19626168224299,125.53,"全国社保基金一零七组合
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
63,002534.SZ,002534,杭锅股份,专用机械,True,6.7748,37.3006134969325,82.45,中央汇金资产管理有限责任公司,1.0
64,600328.SH,600328,中盐化工,化工原料,True,10.0515,37.74193548387095,47.79,财通基金-宁波银行-财通基金-至尊宝2号资产管理计划,1.0
65,601218.SH,601218,吉鑫科技,机械基件,True,6.0465,37.76435045317219,44.57,,0.0
66,600352.SH,600352,浙江龙盛,染料涂料,True,-0.9155,38.893044128646224,598.61,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
国泰君安君得鑫两年持有期混合型集合资产管理计划",3.0
67,000528.SZ,000528,柳工,工程机械,True,2.4169,39.3150684931507,148.75,"易方达基金-农业银行-易方达中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划",8.0
68,002001.SZ,002001,新和成,化学制药,True,-0.7722,39.51204055766795,926.88,"全国社保基金一零五组合
上海重阳战略投资有限公司-重阳战略汇智基金
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
中央汇金资产管理有限责任公司
兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划",7.0
69,300442.SZ,300442,普丽盛,轻工机械,True,2.3652,39.826032929481215,44.65,,0.0
70,600259.SH,600259,广晟有色,小金属,True,-4.1893,40.51246537396123,117.34,"上海珺容投资管理有限公司-珺容战略资源1号基金
中国东方资产管理股份有限公司海南省分公司
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金",4.0
71,600531.SH,600531,豫光金铅,铅锌,True,10.0156,40.600000000000016,76.64,"香港中央结算有限公司(陆股通)
中国黄金集团资产管理有限公司
北京大观投资管理有限公司-大观良兴号私募投资基金
信诚基金-中信证券-厦门建发集团有限公司",4.0
72,600691.SH,600691,阳煤化工,农药化肥,True,8.5106,41.01382488479264,53.75,,0.0
73,000878.SZ,000878,云南铜业,铜,True,-3.7607,41.077170418006446,277.31,"香港中央结算有限公司(陆股通)
国新央企运营投资基金管理(广州)有限公司-国新央企运营(广州)投资基金(有限合伙)
中国长城资产管理股份有限公司
中央企业贫困地区产业投资基金股份有限公司
博时基金管理有限公司-社保基金四一九组合",5.0
74,600792.SH,600792,云煤能源,焦炭加工,True,-2.2075,41.12149532710281,43.85,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
中央汇金资产管理有限责任公司",2.0
75,603979.SH,603979,金诚信,建筑工程,True,3.4983,41.13411341134115,91.48,"陕西省国际信托股份有限公司-陕国投·金诚信第一期员工持股集合资金信托计划
中意资管-工商银行-中意资产-向日葵精选3号资产管理产品",2.0
76,002484.SZ,002484,江海股份,元器件,True,1.3453,41.25000000000001,103.96,"招商银行股份有限公司-信达澳银研究优选混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中央汇金资产管理有限责任公司
南通招商江海产业发展基金合伙企业(有限合伙)",4.0
77,002723.SZ,002723,金莱特,家用电器,True,0.0596,41.568296795952776,29.6,"中央汇金资产管理有限责任公司
华宝信托有限责任公司-“辉煌”22号单一资金信托",2.0
78,002221.SZ,002221,东华能源,石油贸易,True,0.0,41.981613891726276,212.91,"天津祎童源资产管理有限公司-祎童源汇财一号私募投资基金
深圳亿库资本管理有限公司-亿库创赢一号私募投资基金
金鹰基金-浦发银行-渤海信托-渤海信托科闻1号单一资金信托",3.0
79,600075.SH,600075,新疆天业,化工原料,True,2.2819,42.164179104477604,74.11,"北京成阳资产管理有限公司-成阳淳丰3号私募证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
上海银叶投资有限公司-银叶攻玉5号私募证券投资基金
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划
万家共赢-中信银行-万家共赢安泰1号专项资产管理计划",5.0
80,000830.SZ,000830,鲁西化工,农药化肥,True,-0.1777,42.2072451558551,246.69,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
基本养老保险基金三零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
基本养老保险基金一二零二组合
全国社保基金一一七组合
中央汇金资产管理有限责任公司",8.0
81,600963.SH,600963,岳阳林纸,造纸,True,1.8282,42.45524296675192,100.54,"宁波宁聚资产管理中心(有限合伙)-宁聚量化多策略证券投资基金
宁波宁聚资产管理中心(有限合伙)-宁聚多策略3号私募证券投资基金",2.0
82,600163.SH,600163,中闽能源,新型电力,True,10.0,42.77286135693215,48.37,海峡产业投资基金(福建)有限合伙企业,1.0
83,000630.SZ,000630,铜陵有色,铜,True,5.2632,43.49775784753365,336.84,香港中央结算有限公司(陆股通),1.0
84,601636.SH,601636,旗滨集团,玻璃,True,10.0277,43.98190045248869,427.38,"全国社保基金四一八组合
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一一四组合
中信证券股份有限公司-社保基金1106组合
中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划",7.0
85,002206.SZ,002206,海利得,化纤,True,-1.2797,44.32717678100262,52.02,"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
基本养老保险基金一零零三组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)
西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金",5.0
86,002967.SZ,002967,广电计量,综合类,True,10.0084,44.530386740331494,74.35,"汇添富基金管理股份有限公司-社保基金四二三组合
中国工商银行-广发稳健增长证券投资基金
全国社保基金五零一组合
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金
基本养老保险基金一二零五组合
招商银行股份有限公司-广发新经济混合型发起式证券投资基金
富达管理及研究公司有限责任公司-富达新兴亚洲基金(交易所)",8.0
87,003038.SZ,003038,鑫铂股份,铝,True,10.0144,46.390168970814116,10.14,,0.0
88,600497.SH,600497,驰宏锌锗,铅锌,True,-4.7468,47.31934731934733,306.5,"中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金",4.0
89,601949.SH,601949,中国出版,出版业,True,2.7344,47.4766355140187,143.8,"香港中央结算有限公司(陆股通)
全国社会保障基金理事会转持一户
中信证券股份有限公司-社保基金17051组合
中国文化产业投资基金(有限合伙)",4.0
90,000683.SZ,000683,远兴能源,化工原料,True,9.9631,47.524752475247524,101.36,"中国农业银行股份有限公司-大成新锐产业混合型证券投资基金
香港中央结算有限公司(陆股通)
北京中稷弘立资产管理有限公司
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国信达资产管理股份有限公司
广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金",7.0
91,000933.SZ,000933,神火股份,铝,True,-2.3555,48.019017432646606,173.33,"香港中央结算有限公司(陆股通)
国泰国证有色金属行业指数分级证券投资基金
南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
92,600966.SH,600966,博汇纸业,造纸,True,2.9162,48.39449541284404,259.48,"平安资产-工商银行-平安资产如意28号保险资产管理产品
中国银行-华夏大盘精选证券投资基金
兴业国际信托有限公司-兴业信托·兴享进取彤源1号证券投资集合资金信托计划
中国工商银行-广发策略优选混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
全国社保基金一零二组合
上海彤源投资发展有限公司-彤源同祥私募证券投资基金",7.0
93,600623.SH,600623,华谊集团,汽车配件,True,4.1505,48.42883548983363,149.53,"平安基金-平安银行-深圳平安大华汇通财富管理有限公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
94,600970.SH,600970,中材国际,建筑工程,True,-3.4965,49.180327868852444,167.86,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝先进成长混合型证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",6.0
95,002928.SZ,002928,华夏航空,空运,True,3.0075,49.31880108991826,68.84,"全国社保基金四一三组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
中国工商银行-广发聚富开放式证券投资基金
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金",6.0
96,002138.SZ,002138,顺络电子,元器件,True,4.106,49.581589958159,253.25,"中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
全国社保基金四零六组合",6.0
97,000963.SZ,000963,华东医药,化学制药,True,10.0,49.6,654.42,"基本养老保险基金一五零四一组合
香港中央结算有限公司(陆股通)
基本养老保险基金八零七组合
嘉实基金-建设银行-中国人寿-中国人寿委托嘉实基金股票型组合
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
全国社保基金一零六组合",6.0
98,600873.SH,600873,梅花生物,食品,True,-2.5899,49.784482758620705,208.99,"北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金",2.0
