,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_CURRENT_PRICE,circ_mv
1625,300236.SZ,上海新阳,半导体,2.42,17.0,0.0,37.49,713129.3964
1143,002683.SZ,宏大爆破,化工原料,2.39,20.0,0.0,13.0,777288.3248
719,002258.SZ,利尔化学,农药化肥,2.39,4.0,0.0,16.73,874881.9376
395,000917.SZ,电广传媒,影视音像,2.39,20.0,0.0,10.21,1321827.39
342,000831.SZ,五矿稀土,小金属,2.38,20.0,0.0,13.51,1325181.0133
2327,600227.SH,圣济堂,农药化肥,2.36,15.0,0.0,4.22,525559.1566
2264,600156.SH,华升股份,纺织,2.35,20.0,0.0,6.74,271022.6131
1917,300531.SZ,优博讯,软件服务,2.33,20.0,0.0,23.86,291082.456
464,002002.SZ,鸿达兴业,化工原料,2.32,20.0,0.0,5.58,1422429.2065
3472,603737.SH,三棵树,染料涂料,2.25,20.0,0.0,56.4,243827.2956
2338,600238.SH,*ST椰岛,红黄药酒,2.24,20.0,0.0,9.95,442776.5721
477,002015.SZ,霞客环保,化纤,2.18,20.0,0.0,6.96,278889.8622
3345,603456.SH,九洲药业,化学制药,2.14,20.0,0.0,10.05,804958.3389
639,002177.SZ,御银股份,电脑设备,2.11,20.0,0.0,4.78,308080.2608
2745,600730.SH,中国高科,综合类,2.1,20.0,0.0,7.18,421219.0094
3218,603128.SH,华贸物流,仓储物流,2.09,20.0,0.0,7.84,748566.7304
2366,600273.SH,嘉化能源,化工原料,2.06,15.0,0.0,12.34,1744546.0667
2703,600686.SH,金龙汽车,汽车整车,2.06,20.0,0.0,10.07,610985.6806
2103,300725.SZ,药石科技,化工原料,2.06,20.0,0.0,94.98,625102.3313
1077,002617.SZ,露笑科技,电气设备,2.05,20.0,0.0,5.47,572498.1676
2028,300648.SZ,星云股份,电器仪表,2.03,20.0,0.0,23.41,140556.7723
1702,300313.SZ,天山生物,农业综合,2.02,20.0,0.0,7.88,143537.1282
886,002425.SZ,凯撒文化,互联网,2.02,20.0,0.0,9.12,733596.0511
3457,603711.SH,香飘飘,软饮料,2.02,15.0,0.0,26.16,121114.9402
2982,601113.SH,华鼎股份,化纤,1.98,20.0,0.0,10.46,871370.3
1893,300506.SZ,名家汇,建筑施工,1.97,20.0,0.0,22.12,296343.2503
158,000571.SZ,新大洲A,综合类,1.92,20.0,0.0,4.04,325812.4959
330,000816.SZ,*ST慧业,农用机械,1.9,15.0,0.0,2.37,316697.7609
2858,600856.SH,中天能源,供气供热,1.9,20.0,0.0,4.96,666337.3403
2976,601100.SH,恒立液压,工程机械,1.88,20.0,0.0,33.01,2911482.0
2187,600069.SH,银鸽投资,造纸,1.88,20.0,0.0,4.02,652781.2053
313,000795.SZ,英洛华,矿物制品,1.87,20.0,0.0,5.64,499913.649
3532,603882.SH,金域医学,医疗保健,1.86,19.0,0.0,29.0,810954.1672
1250,002798.SZ,帝欧家居,家居用品,1.85,15.0,0.0,20.88,328549.3829
1977,300595.SZ,欧普康视,医疗保健,1.84,15.0,0.0,51.51,709912.6641
1726,300337.SZ,银邦股份,铝,1.84,20.0,0.0,4.8,336335.797
1144,002684.SZ,猛狮科技,电气设备,1.84,20.0,0.0,8.43,340180.0539
1347,002902.SZ,铭普光磁,元器件,1.83,20.0,0.0,30.46,220149.65
1439,300048.SZ,合康新能,电气设备,1.82,20.0,0.0,3.36,339534.6488
2034,300654.SZ,世纪天鸿,出版业,1.82,20.0,0.0,25.28,156960.36
1819,300432.SZ,富临精工,汽车配件,1.81,20.0,0.0,7.54,289547.1494
225,000669.SZ,金鸿控股,供气供热,1.81,20.0,0.0,6.82,456896.7012
1214,002759.SZ,天际股份,家用电器,1.81,20.0,0.0,9.59,180391.1299
452,000993.SZ,闽东电力,水力发电,1.79,20.0,0.0,7.12,265576.0
661,002199.SZ,东晶电子,元器件,1.79,19.0,0.0,14.01,316817.074
904,002443.SZ,金洲管道,钢加工,1.79,20.0,0.0,7.51,381115.2195
1059,002599.SZ,盛通股份,广告包装,1.76,20.0,0.0,12.58,254460.8115
2992,601155.SH,新城控股,区域地产,1.75,20.0,0.0,41.91,9412919.7235
1044,002584.SZ,西陇科学,化工原料,1.74,20.0,0.0,8.22,313270.9905
2642,600615.SH,丰华股份,小金属,1.74,15.0,0.0,13.64,255919.8289
2376,600284.SH,浦东建设,建筑施工,1.74,20.0,0.0,7.25,703435.6
334,000821.SZ,京山轻机,轻工机械,1.73,20.0,0.0,10.76,497217.5233
1259,002808.SZ,恒久科技,元器件,1.73,20.0,0.0,16.8,147064.4263
2724,600708.SH,光明地产,全国地产,1.73,19.0,0.0,5.21,1159369.7187
1461,300071.SZ,华谊嘉信,广告包装,1.71,20.0,0.0,4.49,187234.9922
3463,603721.SH,中广天择,影视音像,1.7,20.0,0.0,23.71,112257.5984
2149,600018.SH,上港集团,港口,1.7,20.0,0.0,7.42,17194866.5903
808,002347.SZ,泰尔股份,机械基件,1.7,20.0,0.0,5.06,161467.5778
2694,600677.SH,航天通信,通信设备,1.7,20.0,0.0,17.05,710009.8866
1633,300244.SZ,迪安诊断,医疗保健,1.7,20.0,0.0,22.1,922932.9844
2234,600119.SH,长江投资,仓储物流,1.68,20.0,0.0,8.35,256679.0
3295,603318.SH,派思股份,专用机械,1.66,17.0,0.0,15.72,632199.0994
768,002307.SZ,北新路桥,建筑施工,1.66,17.0,0.0,6.84,609930.2016
711,002249.SZ,大洋电机,电气设备,1.65,20.0,0.0,5.23,1199563.3458
321,000803.SZ,金宇车城,纺织,1.64,20.0,0.0,15.25,194789.6118
2468,600392.SH,盛和资源,小金属,1.64,20.0,0.0,12.6,1807183.1635
1736,300347.SZ,泰格医药,医疗保健,1.64,20.0,0.0,62.56,2257921.8698
2559,600521.SH,华海药业,化学制药,1.64,20.0,0.0,16.2,2003087.7099
2092,300713.SZ,英可瑞,电气设备,1.64,20.0,0.0,26.47,113333.51
2053,300673.SZ,佩蒂股份,饲料,1.64,11.0,0.0,49.5,188505.9
780,002319.SZ,乐通股份,染料涂料,1.63,20.0,0.0,13.51,270148.7039
469,002007.SZ,华兰生物,生物制药,1.61,15.0,0.0,44.02,3533226.5228
1568,300178.SZ,腾邦国际,旅游服务,1.61,20.0,0.0,11.12,650985.9536
3281,603297.SH,永新光学,电器仪表,1.61,17.0,0.0,61.33,128793.0
704,002242.SZ,九阳股份,家用电器,1.6,17.0,0.0,21.48,1636686.9439
3256,603218.SH,日月股份,工程机械,1.6,15.0,0.0,24.66,245192.0373
1017,002557.SZ,洽洽食品,食品,1.59,12.0,0.0,24.33,1233531.0
1512,300122.SZ,智飞生物,生物制药,1.59,15.0,0.0,48.99,4258059.0535
74,000401.SZ,冀东水泥,水泥,1.59,15.0,0.0,17.26,2325296.2417
61,000150.SZ,宜华健康,医疗保健,1.59,20.0,0.0,14.3,823261.4619
126,000533.SZ,顺钠股份,电气设备,1.58,20.0,0.0,4.09,280125.0816
3410,603619.SH,中曼石油,石油开采,1.58,20.0,0.0,18.96,271737.7801
2038,300658.SZ,延江股份,纺织,1.56,20.0,0.0,15.7,65940.0
42,000056.SZ,皇庭国际,房产服务,1.56,20.0,0.0,6.47,584715.3856
504,002042.SZ,华孚时尚,纺织,1.54,20.0,0.0,7.74,1174711.4526
1549,300159.SZ,新研股份,农用机械,1.54,20.0,0.0,6.48,677014.6841
921,002460.SZ,赣锋锂业,小金属,1.53,20.0,0.0,31.03,2484136.0447
3590,603997.SH,继峰股份,汽车配件,1.52,20.0,0.0,9.9,623700.0
1379,002938.SZ,鹏鼎控股,元器件,1.51,20.0,0.0,27.06,625473.1799
2553,600515.SH,海航基础,全国地产,1.51,20.0,0.0,6.23,1033118.013
2826,600819.SH,耀皮玻璃,玻璃,1.51,20.0,0.0,5.59,417805.5815
1481,300091.SZ,金通灵,机械基件,1.5,20.0,0.0,5.64,595379.7812
3237,603178.SH,圣龙股份,汽车配件,1.5,20.0,0.0,12.5,63703.75
1479,300089.SZ,文化长城,陶瓷,1.49,20.0,0.0,7.13,197590.6006
2659,600636.SH,三爱富,化工原料,1.49,20.0,0.0,16.72,747278.4717
384,000902.SZ,新洋丰,农药化肥,1.49,12.0,0.0,10.91,1279627.0813
3533,603883.SH,老百姓,医药商业,1.49,20.0,0.0,64.1,1711470.0
2567,600530.SH,交大昂立,医疗保健,1.48,20.0,0.0,6.4,499200.0
2715,600698.SH,湖南天雁,汽车配件,1.48,19.0,0.0,4.57,336861.0336
1896,300509.SZ,新美星,专用机械,1.48,20.0,0.0,14.24,71157.28
932,002471.SZ,中超控股,电气设备,1.48,19.0,0.0,3.73,468843.522
184,000608.SZ,阳光股份,区域地产,1.47,20.0,0.0,6.81,510615.066
1958,300575.SZ,中旗股份,农药化肥,1.47,16.0,0.0,62.68,215562.9447
149,000560.SZ,我爱我家,房产服务,1.45,20.0,0.0,6.46,1103371.5394
3217,603127.SH,昭衍新药,医疗保健,1.45,20.0,0.0,73.3,409083.3418
519,002057.SZ,中钢天源,元器件,1.44,20.0,0.0,8.49,271376.6837
1184,002727.SZ,一心堂,医药商业,1.44,20.0,0.0,26.65,778892.9221
326,000811.SZ,冰轮环境,工程机械,1.43,20.0,0.0,7.74,505452.4352
2031,300651.SZ,金陵体育,文教休闲,1.42,15.0,0.0,55.11,137060.7744
3190,603079.SH,圣达生物,食品,1.41,20.0,0.0,21.23,77514.0419
793,002332.SZ,仙琚制药,生物制药,1.4,15.0,0.0,7.97,720475.0017
2513,600466.SH,蓝光发展,区域地产,1.4,15.0,0.0,6.91,2062018.6522
1234,002780.SZ,三夫户外,其他商业,1.4,20.0,0.0,18.78,151316.9147
49,000065.SZ,北方国际,建筑施工,1.39,20.0,0.0,10.53,662277.6182
2408,600321.SH,*ST正源,其他建材,1.38,20.0,0.0,2.78,419932.9
2692,600675.SH,中华企业,区域地产,1.38,15.0,0.0,6.84,1277068.6282
3016,601231.SH,环旭电子,元器件,1.37,20.0,0.0,14.64,3185552.1211
1622,300233.SZ,金城医药,化学制药,1.37,15.0,0.0,17.96,637647.7038
936,002475.SZ,立讯精密,元器件,1.37,20.0,0.0,22.45,9228055.0159
3080,601777.SH,力帆股份,摩托车,1.36,20.0,0.0,5.41,683875.3836
2528,600486.SH,扬农化工,农药化肥,1.36,20.0,0.0,53.76,1666016.524
1751,300363.SZ,博腾股份,化学制药,1.36,20.0,0.0,11.23,347993.2018
2857,600855.SH,航天长峰,专用机械,1.36,20.0,0.0,14.74,486662.3625
2495,600433.SH,冠豪高新,造纸,1.35,20.0,0.0,4.54,577177.2111
888,002427.SZ,*ST尤夫,化纤,1.35,20.0,0.0,16.52,635450.0996
2329,600229.SH,城市传媒,出版业,1.35,20.0,0.0,8.99,631184.313
1256,002805.SZ,丰元股份,化工原料,1.35,20.0,0.0,18.56,99525.1232
513,002051.SZ,中工国际,建筑施工,1.35,19.0,0.0,14.67,1630170.4491
781,002320.SZ,海峡股份,水运,1.34,20.0,0.0,17.85,996677.8425
2161,600031.SH,三一重工,工程机械,1.32,20.0,0.0,12.38,9971121.2241
2542,600502.SH,安徽水利,建筑施工,1.32,20.0,0.0,4.89,445346.9812
2621,600593.SH,大连圣亚,旅游服务,1.32,20.0,0.0,34.48,444102.4
727,002266.SZ,浙富控股,电气设备,1.31,20.0,0.0,5.2,841566.0406
422,000955.SZ,欣龙控股,纺织,1.31,20.0,0.0,5.91,318189.2288
2828,600821.SH,津劝业,百货,1.31,20.0,0.0,5.17,215210.6723
2815,600807.SH,*ST天业,区域地产,1.31,20.0,0.0,5.11,402166.4351
1066,002606.SZ,大连电瓷,电气设备,1.3,20.0,0.0,8.5,343287.3189
1127,002667.SZ,鞍重股份,工程机械,1.3,20.0,0.0,8.4,137714.535
1266,002816.SZ,和科达,专用机械,1.29,20.0,0.0,21.45,122822.8201
1009,002549.SZ,凯美特气,环境保护,1.29,20.0,0.0,6.83,423620.4538
262,000716.SZ,黑芝麻,食品,1.29,20.0,0.0,3.93,243599.3377
2185,600067.SH,冠城大通,全国地产,1.29,20.0,0.0,4.99,744563.2518
3104,601886.SH,江河集团,装修装饰,1.28,20.0,0.0,9.74,1124044.7
282,000739.SZ,普洛药业,化学制药,1.26,20.0,0.0,10.37,1189256.5554
3310,603337.SH,杰克股份,纺织机械,1.25,15.0,0.0,45.76,370928.7296
2134,300760.SZ,迈瑞医疗,医疗保健,1.25,16.0,0.0,135.3,1645248.0
2011,300630.SZ,普利制药,化学制药,1.25,20.0,0.0,67.17,664825.1169
307,000788.SZ,北大医药,化学制药,1.23,20.0,0.0,6.9,411229.9508
1915,300529.SZ,健帆生物,医疗保健,1.23,20.0,0.0,56.39,604722.3563
174,000596.SZ,古井贡酒,白酒,1.23,20.0,0.0,91.48,3509172.8
2854,600851.SH,海欣股份,纺织,1.22,20.0,0.0,9.0,664385.499
1091,002631.SZ,德尔未来,家居用品,1.22,20.0,0.0,8.39,542578.7167
2672,600650.SH,锦江投资,公共交通,1.2,20.0,0.0,12.85,501869.6964
1271,002821.SZ,凯莱英,生物制药,1.2,20.0,0.0,94.5,1142866.557
1617,300228.SZ,富瑞特装,化工机械,1.2,20.0,0.0,7.13,289551.2194
2533,600491.SH,龙元建设,建筑施工,1.2,20.0,0.0,8.64,1090454.4
310,000791.SZ,甘肃电投,水力发电,1.19,20.0,0.0,6.42,623441.3529
2920,600966.SH,博汇纸业,造纸,1.18,20.0,0.0,3.7,494632.3866
560,002098.SZ,浔兴股份,服饰,1.18,20.0,0.0,10.92,390936.0
3432,603667.SH,五洲新春,机械基件,1.17,20.0,0.0,10.9,123700.7701
1922,300536.SZ,农尚环境,建筑施工,1.17,20.0,0.0,11.03,67365.5254
991,002531.SZ,天顺风能,电气设备,1.17,15.0,0.0,6.13,1084386.9241
108,000510.SZ,金路集团,化工原料,1.17,20.0,0.0,5.49,301664.0572
3387,603587.SH,地素时尚,服饰,1.16,15.0,0.0,27.81,169641.0
2735,600720.SH,祁连山,水泥,1.16,20.0,0.0,8.44,655081.3078
2696,600679.SH,上海凤凰,文教休闲,1.16,20.0,0.0,12.75,294013.6574
2862,600860.SH,京城股份,专用机械,1.15,20.0,0.0,6.6,212520.0
2670,600648.SH,外高桥,园区开发,1.14,20.0,0.0,17.61,1646168.0499
257,000710.SZ,贝瑞基因,医疗保健,1.14,20.0,0.0,45.8,284866.84
3311,603338.SH,浙江鼎力,专用机械,1.14,20.0,0.0,81.38,2015755.9074
1979,300597.SZ,吉大通信,通信设备,1.13,20.0,0.0,16.78,227676.1428
2156,600026.SH,中远海能,水运,1.13,17.0,0.0,6.15,1682660.2095
405,000928.SZ,中钢国际,建筑施工,1.12,20.0,0.0,5.48,407250.7287
1953,300569.SZ,天能重工,专用机械,1.11,15.0,0.0,20.11,170117.0258
440,000976.SZ,华铁股份,运输设备,1.1,20.0,0.0,5.35,853002.7839
1260,002809.SZ,红墙股份,化工原料,1.1,20.0,0.0,19.39,117857.8007
2523,600480.SH,凌云股份,汽车配件,1.09,20.0,0.0,10.46,471677.1376
2883,600882.SH,妙可蓝多,乳制品,1.09,20.0,0.0,8.94,360936.4482
2230,600115.SH,东方航空,空运,1.08,19.0,0.0,6.23,6110686.5799
353,000856.SZ,冀东装备,机械基件,1.08,20.0,0.0,17.05,387035.0
2799,600789.SH,鲁抗医药,化学制药,1.07,20.0,0.0,10.36,602512.1921
3558,603926.SH,铁流股份,汽车配件,1.07,20.0,0.0,18.63,121267.3685
269,000723.SZ,美锦能源,焦炭加工,1.06,20.0,0.0,6.13,662801.007
2603,600573.SH,惠泉啤酒,啤酒,1.06,16.0,0.0,8.26,206500.0
3555,603919.SH,金徽酒,白酒,1.06,20.0,0.0,14.31,520884.0
1984,300602.SZ,飞荣达,元器件,1.05,20.0,0.0,44.85,278070.0
2590,600559.SH,老白干酒,白酒,1.04,15.0,0.0,16.99,1041969.9272
2588,600557.SH,康缘药业,中成药,1.04,20.0,0.0,13.86,829564.2917
243,000691.SZ,亚太实业,区域地产,1.04,20.0,0.0,5.36,155700.6568
702,002240.SZ,威华股份,家居用品,1.03,20.0,0.0,10.37,508807.5499
3314,603348.SH,文灿股份,汽车配件,1.03,20.0,0.0,26.36,144980.0
356,000860.SZ,顺鑫农业,白酒,1.03,20.0,0.0,49.72,2836973.4402
2624,600596.SH,新安股份,农药化肥,1.03,20.0,0.0,13.51,917578.4392
129,000537.SZ,广宇发展,区域地产,1.03,20.0,0.0,8.97,364133.3952
419,000951.SZ,中国重汽,汽车整车,1.03,20.0,0.0,15.96,1070760.1666
308,000789.SZ,万年青,水泥,1.02,20.0,0.0,14.12,866049.9515
873,002412.SZ,汉森制药,中成药,1.02,20.0,0.0,17.38,500239.85
1074,002614.SZ,奥佳华,医疗保健,1.01,16.0,0.0,20.06,668478.8021
1246,002793.SZ,东音股份,专用机械,1.01,20.0,0.0,12.9,83092.383
332,000819.SZ,岳阳兴长,石油加工,1.0,20.0,0.0,11.2,303878.8626
228,000672.SZ,上峰水泥,水泥,1.0,20.0,0.0,10.83,881135.3749
208,000637.SZ,茂化实华,石油加工,0.99,20.0,0.0,5.05,185079.9583
1087,002627.SZ,宜昌交运,公共交通,0.99,20.0,0.0,8.09,224347.2396
2298,600193.SH,*ST创兴,装修装饰,0.99,20.0,0.0,4.23,179932.779
2729,600714.SH,金瑞矿业,煤炭开采,0.99,20.0,0.0,7.43,214114.9708
2737,600722.SH,金牛化工,化工原料,0.98,20.0,0.0,5.83,396626.3711
1869,300482.SZ,万孚生物,生物制药,0.98,20.0,0.0,35.4,787151.3202
2713,600696.SH,ST岩石,区域地产,0.98,16.0,0.0,6.43,218983.6487
2424,600339.SH,中油工程,石油加工,0.97,20.0,0.0,4.84,751255.4404
3337,603393.SH,新天然气,供气供热,0.97,20.0,0.0,38.47,367945.1455
2682,600662.SH,强生控股,公共交通,0.97,20.0,0.0,5.49,578295.8429
3221,603133.SH,碳元科技,元器件,0.97,18.0,0.0,20.88,233816.1088
1370,002928.SZ,华夏航空,空运,0.97,20.0,0.0,22.19,302061.7744
2608,600579.SH,天华院,化工机械,0.97,16.0,0.0,10.29,422544.4687
144,000554.SZ,泰山石油,石油贸易,0.96,20.0,0.0,6.45,233909.0636
818,002357.SZ,富临运业,公路,0.96,20.0,0.0,6.83,213940.1935
3426,603659.SH,璞泰来,化工原料,0.96,17.0,0.0,56.49,1090930.1744
3437,603678.SH,火炬电子,元器件,0.96,20.0,0.0,21.36,966894.4692
2546,600507.SH,方大特钢,特种钢,0.96,20.0,0.0,14.5,1922834.8283
1795,300408.SZ,三环集团,元器件,0.94,20.0,0.0,22.51,3716777.2119
3453,603706.SH,东方环宇,供气供热,0.94,20.0,0.0,28.55,114200.0
3307,603333.SH,尚纬股份,电气设备,0.92,20.0,0.0,7.32,373660.38
93,000425.SZ,徐工机械,工程机械,0.91,20.0,0.0,4.27,2986251.3831
2086,300707.SZ,威唐工业,专用机械,0.91,20.0,0.0,19.1,147440.8876
1003,002543.SZ,万和电气,家用电器,0.91,20.0,0.0,16.84,817179.6503
3071,601678.SH,滨化股份,化工原料,0.9,20.0,0.0,5.6,864864.0
992,002532.SZ,新界泵业,农用机械,0.9,20.0,0.0,6.06,228991.3192
1171,002713.SZ,东易日盛,装修装饰,0.9,20.0,0.0,18.65,466579.4205
3425,603658.SH,安图生物,医疗保健,0.89,15.0,0.0,64.1,875207.298
2810,600801.SH,华新水泥,水泥,0.89,15.0,0.0,20.8,2023364.356
2207,600090.SH,同济堂,医药商业,0.89,15.0,0.0,6.2,435672.127
3160,603027.SH,千禾味业,食品,0.89,15.0,0.0,21.33,686350.085
352,000852.SZ,石化机械,化工机械,0.89,20.0,0.0,9.0,538341.921
3159,603026.SH,石大胜华,化工原料,0.88,20.0,0.0,25.37,514199.16
1204,002748.SZ,世龙实业,化工原料,0.87,20.0,0.0,8.69,208560.0
2776,600763.SH,通策医疗,医疗保健,0.87,20.0,0.0,68.6,2199590.4
1057,002597.SZ,金禾实业,化工原料,0.87,10.0,0.0,18.25,1011141.8066
1330,002884.SZ,凌霄泵业,专用机械,0.86,20.0,0.0,26.39,171017.3602
293,000761.SZ,本钢板材,普钢,0.85,20.0,0.0,4.1,1121760.0
1582,300193.SZ,佳士科技,专用机械,0.85,20.0,0.0,8.35,382059.5197
3292,603313.SH,梦百合,家居用品,0.85,19.0,0.0,26.14,215255.1678
2503,600449.SH,宁夏建材,水泥,0.84,20.0,0.0,9.42,450446.5416
2060,300680.SZ,隆盛科技,汽车配件,0.84,20.0,0.0,19.4,66589.724
3219,603129.SH,春风动力,摩托车,0.84,20.0,0.0,20.91,136285.6381
595,002133.SZ,广宇集团,全国地产,0.82,20.0,0.0,4.52,287000.6291
3326,603368.SH,柳药股份,医药商业,0.82,15.0,0.0,30.85,799241.5655
2635,600608.SH,ST沪科,钢加工,0.81,20.0,0.0,4.94,157275.4919
3574,603969.SH,银龙股份,其他建材,0.81,20.0,0.0,5.43,456663.0
2653,600628.SH,新世界,百货,0.8,20.0,0.0,7.89,419589.624
3385,603585.SH,苏利股份,化工原料,0.8,20.0,0.0,25.2,136080.0
3328,603377.SH,东方时尚,汽车服务,0.8,12.0,0.0,16.05,943740.0
1092,002632.SZ,道明光学,化工原料,0.8,20.0,0.0,9.14,522579.3501
3023,601318.SH,中国平安,保险,0.79,20.0,0.0,73.85,79999227.3177
1021,002561.SZ,徐家汇,百货,0.79,20.0,0.0,9.81,389327.9995
2811,600802.SH,福建水泥,水泥,0.78,20.0,0.0,8.85,337958.1944
242,000690.SZ,宝新能源,火力发电,0.78,20.0,0.0,8.05,1641551.488
883,002422.SZ,科伦药业,化学制药,0.78,15.0,0.0,25.25,2599207.018
2784,600771.SH,广誉远,中成药,0.78,20.0,0.0,31.67,957400.4734
370,000885.SZ,城发环境,公路,0.77,20.0,0.0,9.15,410269.5144
3250,603198.SH,迎驾贡酒,白酒,0.77,15.0,0.0,17.11,1368800.0
2301,600197.SH,伊力特,白酒,0.76,20.0,0.0,18.72,825552.0
2979,601107.SH,四川成渝,路桥,0.76,20.0,0.0,4.39,949442.86
3147,603012.SH,创力集团,专用机械,0.76,19.0,0.0,9.13,581179.28
2465,600389.SH,江山股份,农药化肥,0.75,15.0,0.0,18.95,562815.0
1158,002698.SZ,博实股份,化工机械,0.74,16.0,0.0,11.85,645150.3084
175,000597.SZ,东北制药,化学制药,0.74,15.0,0.0,12.93,612078.1703
431,000966.SZ,长源电力,火力发电,0.74,20.0,0.0,4.53,502052.6882
162,000581.SZ,威孚高科,汽车配件,0.72,20.0,0.0,22.23,1859517.25
3417,603637.SH,镇海股份,建筑施工,0.72,20.0,0.0,17.55,75858.027
814,002353.SZ,杰瑞股份,化工机械,0.72,20.0,0.0,21.6,1453701.8592
2411,600325.SH,华发股份,区域地产,0.71,20.0,0.0,8.1,1704468.514
457,000999.SZ,华润三九,中成药,0.71,20.0,0.0,26.96,2637753.7504
1099,002639.SZ,雪人股份,专用机械,0.69,20.0,0.0,9.41,485748.8909
3305,603331.SH,百达精工,专用机械,0.69,20.0,0.0,17.07,54305.3031
2946,600998.SH,九州通,医药商业,0.68,15.0,0.0,16.28,2702544.5714
2240,600126.SH,杭钢股份,普钢,0.68,15.0,0.0,5.21,627847.6048
2274,600167.SH,联美控股,供气供热,0.68,17.0,0.0,13.26,1089698.0325
2928,600977.SH,中国电影,影视音像,0.67,16.0,0.0,17.2,971800.0
3225,603156.SH,养元饮品,软饮料,0.66,11.0,0.0,48.99,2237601.8922
2229,600114.SH,东睦股份,机械基件,0.66,20.0,0.0,8.11,514497.2005
2830,600823.SH,世茂股份,全国地产,0.65,20.0,0.0,4.62,1733039.7366
2428,600346.SH,恒力股份,化纤,0.64,16.0,0.0,15.91,1462700.3949
1104,002644.SZ,佛慈制药,中成药,0.64,17.0,0.0,8.92,455506.044
2522,600479.SH,千金药业,中成药,0.62,15.0,0.0,9.88,413485.0316
735,002274.SZ,华昌化工,农药化肥,0.61,15.0,0.0,7.23,452115.5804
728,002267.SZ,陕天然气,供气供热,0.59,20.0,0.0,8.64,960833.1845
2492,600426.SH,华鲁恒升,农药化肥,0.58,20.0,0.0,14.84,2400246.6291
547,002085.SZ,万丰奥威,汽车配件,0.57,20.0,0.0,8.35,1764967.4792
1194,002737.SZ,葵花药业,中成药,0.57,20.0,0.0,17.46,902295.6905
2797,600785.SH,新华百货,百货,0.55,20.0,0.0,18.68,421479.231
3313,603345.SH,安井食品,食品,0.54,14.0,0.0,37.39,459333.9066
3175,603043.SH,广州酒家,食品,0.53,17.0,0.0,32.58,408902.5358
