,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
10,688116.SH,688116,天奈科技,化工原料,64.99,True,True,"中国银行股份有限公司-景顺长城优选混合型证券投资基金
广州惠泰私募证券投资基金管理有限公司-德合精选1号私募基金
中国国际金融香港资产管理有限公司-客户资金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行股份有限公司-招商移动互联网产业股票型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国农业银行股份有限公司-交银施罗德数据产业灵活配置混合型证券投资基金",8.0
11,300012.SZ,300012,华测检测,电器仪表,23.89,True,True,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国邮政储蓄银行股份有限公司-中欧中小盘股票型证券投资基金(LOF)
中国国际金融香港资产管理有限公司-客户资金
全国社保基金四零六组合
中国工商银行-广发聚丰混合型证券投资基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)",8.0
12,600118.SH,600118,中国卫星,航空,37.1,True,True,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
香港中央结算有限公司(陆股通)",8.0
13,603103.SH,603103,横店影视,影视音像,20.5,True,True,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
全国社保基金五零三组合
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
中国银行股份有限公司-华安成长创新混合型证券投资基金
中国农业银行股份有限公司-长信双利优选混合型证券投资基金
中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",8.0
14,601689.SH,601689,拓普集团,汽车配件,34.96,True,True,"中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
全国社保基金四一三组合
全国社保基金四一八组合
平安资产-工商银行-鑫享3号资产管理产品
基本养老保险基金一二零六组合
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金",8.0
15,600522.SH,600522,中天科技,通信设备,13.74,True,True,"中融国际信托有限公司-中融信托-融耀定增32号单一资金信托
平安基金-浦发银行-云南国际信托-云信智兴2017-213号单一资金信托
长城国泰(舟山)产业并购重组基金合伙企业(有限合伙)
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国创新科技混合型证券投资基金",8.0
16,600779.SH,600779,水井坊,白酒,72.63,True,True,"中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
中国光大银行股份有限公司-泓德优选成长混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金
交通银行-鹏华中国50开放式证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托",8.0
17,600760.SH,600760,中航沈飞,航空,51.56,True,True,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国华融资产管理股份有限公司
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
香港中央结算有限公司(陆股通)",8.0
18,002850.SZ,002850,科达利,机械基件,83.82,True,True,"中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中国建设银行股份有限公司-易方达信息产业混合型证券投资基金
交通银行股份有限公司-农银汇理行业成长混合型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰互联网+股票型证券投资基金
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金",8.0
19,000066.SZ,000066,中国长城,IT设备,17.67,True,True,"上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
香港中央结算有限公司(陆股通)",7.0
20,002925.SZ,002925,盈趣科技,元器件,79.57,True,True,"中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
中国银行股份有限公司-嘉实价值优势混合型证券投资基金
中国银行股份有限公司-嘉实沪港深精选股票型证券投资基金
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
全国社保基金一零二组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金",7.0
21,002869.SZ,002869,金溢科技,通信设备,56.83,True,True,"中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国建设银行股份有限公司-博时回报灵活配置混合型证券投资基金
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-博时互联网主题灵活配置混合型证券投资基金
招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金",7.0
22,300773.SZ,300773,拉卡拉,软件服务,42.35,True,True,"中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
基本养老保险基金一二零五组合
创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金
香港中央结算有限公司(陆股通)",7.0
23,000807.SZ,000807,云铝股份,铝,6.85,True,True,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
全国社保基金四一二组合
基本养老保险基金九零二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国沪深300增强证券投资基金
华泰资产管理有限公司-策略投资产品",7.0
24,300014.SZ,300014,亿纬锂能,电气设备,60.0,True,True,"上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",7.0
25,603713.SH,603713,密尔克卫,仓储物流,104.42,True,True,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
鹏华基金-民生银行-鹏华基金-汇利1号资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
全国社保基金四零四组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
香港中央结算有限公司(陆股通)",7.0
26,300433.SZ,300433,蓝思科技,元器件,33.14,True,True,"全国社保基金六零一组合
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
全国社保基金一一四组合
中国工商银行股份有限公司-财通成长优选混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-财通价值动量混合型证券投资基金",7.0
27,300059.SZ,300059,东方财富,证券,27.16,True,True,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
杭州阿特夏木投资管理有限公司-阿特夏木精选一期私募投资基金",7.0
28,688006.SH,688006,杭可科技,电气设备,60.8,True,True,"中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
中国农业银行股份有限公司-万家社会责任18个月定期开放混合型证券投资基金(LOF)
中国农业银行股份有限公司-新华优选分红混合型证券投资基金
中国建设银行股份有限公司-万家新兴蓝筹灵活配置混合型证券投资基金
兴业银行股份有限公司-万家和谐增长混合型证券投资基金
中国农业银行股份有限公司-新华策略精选股票型证券投资基金",7.0
29,002600.SZ,002600,领益智造,元器件,13.03,True,True,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
全国社保基金五零一组合
招商银行股份有限公司-兴全合润分级混合型证券投资基金
全国社保基金一零一组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",7.0
30,600638.SH,600638,新黄浦,区域地产,7.36,True,True,"深圳市千榕资产管理有限公司-千榕稳健1号私募证券投资基金
北京禾晟源投资管理有限公司-禾晟源稳进三期私募证券投资基金
西藏信托有限公司-安坤8号集合资金信托计划
北京禾晟源投资管理有限公司-禾晟源稳进二期私募证券投资基金
上海盛誉莲花股权投资基金合伙企业(有限合伙)
西藏信托有限公司-安坤5号集合资金信托计划
西藏信托有限公司-丹泽1号集合资金信托计划",7.0
31,300443.SZ,300443,金雷股份,专用机械,23.38,True,True,"天津达晨盛世股权投资基金合伙企业(有限合伙)
全国社保基金四一三组合
天津达晨创世股权投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
陕西省国际信托股份有限公司",6.0
32,601099.SH,601099,太平洋,证券,4.81,True,True,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
陕西省国际信托股份有限公司-陕国投·财富72号单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",6.0
33,300601.SZ,300601,康泰生物,生物制药,177.4,True,True,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
香港中央结算有限公司(陆股通)",6.0
34,300379.SZ,300379,东方通,软件服务,56.88,True,True,"基本养老保险基金一二零二组合
北京和聚投资管理有限公司-和聚平台证券投资基金
中国银行股份有限公司-海富通股票混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
兴业全球基金-招商银行-沈惠中",6.0
35,002049.SZ,002049,紫光国微,元器件,132.66,True,True,"国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
中国工商银行股份有限公司-广发国证半导体芯片交易型开放式指数证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",6.0
36,601016.SH,601016,节能风电,新型电力,2.66,True,True,"全国社会保障基金理事会
华宝信托有限责任公司
全国社会保障基金理事会转持二户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
香港中央结算有限公司(陆股通)",6.0
37,002292.SZ,002292,奥飞娱乐,影视音像,10.75,True,True,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
全国社保基金一零六组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金",6.0
38,300331.SZ,300331,苏大维格,元器件,38.3,True,True,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
江苏沿海产业投资基金(有限合伙)
广发基金-中国银行-中银国际证券有限责任公司
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
东吴证券-招商银行-东吴苏大维格1号集合资产管理计划
上海集元资产管理有限公司-集元烨熠3号私募证券投资基金",6.0
39,600765.SH,600765,中航重机,机械基件,12.53,True,True,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中国华融资产管理股份有限公司
基本养老保险基金一二零四组合
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中央汇金资产管理有限责任公司",6.0
40,002609.SZ,002609,捷顺科技,软件服务,16.26,True,True,"中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
深圳市远致富海投资管理有限公司-深圳远致富海并购股权投资基金合伙企业(有限合伙)
云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划
申万菱信基金-工商银行-陕国投-陕国投·新毅创赢定向投资集合资金信托计划
全国社保基金六零二组合
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金",6.0
41,600515.SH,600515,海航基础,全国地产,7.21,True,True,"长江财富资产-浦发银行-兴业信托-兴津浦鑫7号集合资金信托计划
大业信托有限责任公司-大业信托·海航基础定增项目投资集合资金信托计划
广东粤财信托有限公司-粤财信托·海航基础定增集合资金信托计划
泰达宏利基金-浦发银行-兴业国际信托-兴业信托·锦馨八号集合资金信托计划
长信基金-浦发银行-兴业国际信托-兴业信托·兴津浦鑫6号集合资金信托计划
重庆信三威投资咨询中心(有限合伙)-润泽京渝1号私募基金",6.0
42,000686.SZ,000686,东北证券,证券,11.74,True,True,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
华信信托股份有限公司
吉林省信托有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
广州一本投资管理有限公司-一本平顺1号私募证券投资基金",6.0
43,603019.SH,603019,中科曙光,IT设备,51.04,True,True,"北京中科算源资产管理有限公司
中国银行股份有限公司-海富通股票混合型证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
全国社保基金一一一组合
中国工商银行股份有限公司-诺安成长股票型证券投资基金
香港中央结算有限公司(陆股通)",6.0
44,601788.SH,601788,光大证券,证券,30.03,True,True,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国长城资产管理股份有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
平安大华基金-平安银行-平安银行股份有限公司",6.0
45,603444.SH,603444,吉比特,互联网,623.33,True,True,"中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
全国社保基金四零六组合
基本养老保险基金一二零一组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
湖南文化旅游创业投资基金企业(有限合伙)",6.0
46,000576.SZ,000576,广东甘化,综合类,10.49,True,True,"国通信托有限责任公司-国通信托·慧赢13号单一资金信托
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·民鑫20号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏24号集合资金信托计划
国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划",6.0
47,603005.SH,603005,晶方科技,半导体,93.67,True,True,"国家集成电路产业投资基金股份有限公司
中国银行股份有限公司-海富通股票混合型证券投资基金
招商银行股份有限公司-银河创新成长混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-诺安成长股票型证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金",6.0
48,300236.SZ,300236,上海新阳,半导体,80.11,True,True,"中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
上海新晖资产管理有限公司
中国工商银行股份有限公司-广发国证半导体芯片交易型开放式指数证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",6.0
49,601899.SH,601899,紫金矿业,黄金,6.14,True,True,"中非发展基金有限公司
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
香港中央结算有限公司(陆股通)",6.0
50,002460.SZ,002460,赣锋锂业,小金属,64.68,True,True,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
全国社保基金一零七组合
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",5.0
51,600038.SH,600038,中直股份,航空,53.86,True,True,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
全国社保基金一零二组合
香港中央结算有限公司(陆股通)
全国社保基金一一八组合",5.0
52,000030.SZ,000030,富奥股份,汽车配件,7.52,True,True,"南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",5.0
53,603308.SH,603308,应流股份,专用机械,23.76,True,True,"大成价值增长证券投资基金
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
全国社保基金六零二组合
安徽省铁路发展基金股份有限公司",5.0
54,300298.SZ,300298,三诺生物,医疗保健,34.43,True,True,"湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远成长价值混合型证券投资基金
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
广东省铁路发展基金有限责任公司
香港中央结算有限公司(陆股通)",5.0
55,000738.SZ,000738,航发控制,航空,16.78,True,True,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国华融资产管理股份有限公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中央汇金资产管理有限责任公司
中国信达资产管理股份有限公司",5.0
56,600150.SH,600150,中国船舶,船舶,21.98,True,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划",5.0
57,300178.SZ,300178,腾邦国际,旅游服务,4.43,True,True,"中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
建信基金管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中央汇金资产管理有限责任公司
创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托",5.0
58,601989.SH,601989,中国重工,船舶,5.05,True,True,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
59,002607.SZ,002607,中公教育,文教休闲,29.2,True,True,"中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
全国社保基金四一四组合
全国社保基金一零二组合
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
香港中央结算有限公司(陆股通)",5.0
60,300224.SZ,300224,正海磁材,元器件,12.12,True,True,"上汽颀臻(上海)资产管理有限公司-上汽投资-颀瑞1号
中国长城资产管理股份有限公司
基本养老保险基金一二零四组合
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金",5.0
61,300206.SZ,300206,理邦仪器,医疗保健,27.14,True,True,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
云南国际信托有限公司-理邦仪器1号员工持股集合资金信托计划
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)",5.0
