,ts_code,symbol,name,industry,COL_LASTPRICE,concept
22,300057.SZ,300057,万顺股份,广告包装,7.49,"OLED, 包装印刷, "
23,600330.SH,600330,天通股份,元器件,7.51,"OLED, 特斯拉, 军工研究所, 业绩预增, 军工, 稀土磁材, 无线充电, 新能源汽车, 半导体, 充电桩, "
24,300305.SZ,300305,裕兴股份,塑料,8.31,"OLED, 回购, "
25,600206.SH,600206,有研新材,半导体,8.49,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, "
26,002326.SZ,002326,永太科技,化工原料,9.01,"OLED, 农药, 业绩预增, 医药, 化学药, 锂电池, 新能源汽车, 半导体, 股权转让, "
27,002341.SZ,002341,新纶科技,化工原料,9.25,"OLED, 华为产业链, 社保重仓, 业绩预增, 宁德时代概念股, 锂电池, 无线充电, 新能源汽车, 石墨烯, 半导体, 股权转让, 苹果产业链, "
28,000810.SZ,000810,创维数字,家用电器,10.3,"5G, OLED, 华为产业链, 业绩预增, 百度概念股, 高质押率, 家电, 半导体, 智能音箱, 黑色家电, 手游, 广电, 科创板概念股, "
29,600458.SH,600458,时代新材,塑料,10.4,"OLED, 央企改革, 风电, 高铁轨交, "
30,002643.SZ,002643,万润股份,化工原料,10.95,"OLED, 央企改革, 业绩预增, 股权转让, 体外诊断, "
31,002387.SZ,002387,维信诺,元器件,11.9,"OLED, 定增破发, 小米概念股, 资产重组, "
32,002456.SZ,002456,欧菲光,元器件,12.07,"白马股, OLED, MSCI, 北汽新能源, 华为产业链, 回购, 业绩预增, 汽车零部件, 无人驾驶, 小米概念股, 指纹识别, 3D感应, 3D玻璃, VR&AR, 苹果产业链, 虹膜识别, 人脸识别, "
33,300346.SZ,300346,南大光电,元器件,12.61,"OLED, 回购, 业绩预增, 高送转, 半导体, LED, "
34,300097.SZ,300097,智云股份,电器仪表,12.73,"OLED, 华为产业链, 回购, 定增破发, 工业自动化, 智能制造, "
35,002036.SZ,002036,联创电子,元器件,13.21,"OLED, 特斯拉, 华为产业链, 回购, 无人驾驶, 无线充电, 3D感应, 3D玻璃, VR&AR, 国产芯片, 虹膜识别, 创投, "
36,000050.SZ,000050,深天马A,元器件,14.06,"OLED, MSCI, 央企改革, 华为产业链, 军工研究所, 军工, 汽车零部件, 小米概念股, VR&AR, "
37,600460.SH,600460,士兰微,半导体,14.56,"OLED, MSCI, 半导体, 国产芯片, 智慧安防, LED, "
38,002618.SZ,002618,丹邦科技,元器件,14.69,"OLED, PCB板, 石墨烯, "
39,300481.SZ,300481,濮阳惠成,化工原料,14.81,"OLED, 石油化工, 资产重组, "
40,002635.SZ,002635,安洁科技,电脑设备,15.1,"OLED, 特斯拉, 回购, 定增破发, 小米概念股, 无线充电, 苹果产业链, "
41,300134.SZ,300134,大富科技,通信设备,15.17,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
42,300686.SZ,300686,智动力,元器件,16.75,"OLED, 小米概念股, "
43,002845.SZ,002845,同兴达,元器件,17.27,"OLED, 华为产业链, 小米概念股, 国资入股, "
44,002384.SZ,002384,东山精密,通信设备,17.88,"5G, OLED, PCB板, 特斯拉, 华为产业链, 业绩预增, 股权转让, 苹果产业链, 资产重组, LED, "
45,300395.SZ,300395,菲利华,玻璃,18.36,"5G, 光通信, OLED, 军工, 军民融合, 半导体, "
46,300410.SZ,300410,正业科技,电器仪表,19.22,"OLED, PCB板, 宁德时代概念股, 工业自动化, 锂电池, 智能制造, 新能源汽车, 高送转, 工业互联网, 股权转让, 国资入股, "
47,002870.SZ,002870,香山股份,电器仪表,19.36,"OLED, 物联网, 强势人气股, "
48,300400.SZ,300400,劲拓股份,专用机械,19.53,"OLED, 工业自动化, 智能制造, 举牌股, 3D玻璃, 苹果产业链, 机器视觉, "
49,300566.SZ,300566,激智科技,元器件,19.91,"OLED, 华为产业链, 小米概念股, LED, "
50,002885.SZ,002885,京泉华,元器件,21.83,"5G, OLED, 华为产业链, 小米概念股, 无线充电, 新能源汽车, 充电桩, "
51,000990.SZ,000990,诚志股份,化工原料,22.59,"OLED, 民营医院, 甲醇, 回购, 雄安-智慧城市, 雄安新区, 半导体, 高校系, 强势人气股, 工业大麻, "
52,300327.SZ,300327,中颖电子,半导体,22.8,"OLED, 半导体, 国产芯片, "
53,300037.SZ,300037,新宙邦,化工原料,24.1,"OLED, 特斯拉, 社保重仓, 锂电池, 新能源汽车, 年报季报, 科创板概念股, "
54,300429.SZ,300429,强力新材,化工原料,24.68,"OLED, 高送转, 半导体, "
55,300545.SZ,300545,联得装备,专用机械,25.21,"OLED, 华为产业链, 工业自动化, 智能制造, 强势人气股, "
56,603773.SH,603773,沃格光电,元器件,35.98,"OLED, 高送转-预期, 3D玻璃, "
57,002876.SZ,002876,三利谱,元器件,38.19,"OLED, "
58,300666.SZ,300666,江丰电子,元器件,38.49,"OLED, 华为产业链, 半导体, "
59,002008.SZ,002008,大族激光,电器仪表,39.1,"白马股, OLED, MSCI, 社保重仓, 大飞机, 回购, 宁德时代概念股, 无人驾驶, 3D打印, 智能制造, 半导体, 机器视觉, 机器人, LED, "
60,300567.SZ,300567,精测电子,电器仪表,75.5,"OLED, 业绩预增, 工业自动化, 智能制造, 苹果产业链, "
