,ts_code,name,industry,COL_DEEP_INDEX,COL_FALL_P_CHANGE,COL_CURRENT_PRICE,circ_mv
917,002456.SZ,欧菲科技,元器件,5.0,-8.29,14.11,3764397.1034
1367,002925.SZ,盈趣科技,元器件,0.0,-8.24,52.13,868071.7053
112,000517.SZ,荣安地产,区域地产,5.0,-8.23,2.81,853044.2933
912,002451.SZ,摩恩电气,电气设备,0.0,-8.23,13.03,542568.8091
1378,002937.SZ,兴瑞科技,元器件,5.0,-8.22,32.7,150420.0
2323,600226.SH,瀚叶股份,农药化肥,5.0,-8.22,3.66,729390.0562
151,000563.SZ,陕国投A,多元金融,5.0,-8.13,5.42,2148494.9625
586,002124.SZ,天邦股份,饲料,5.0,-8.07,17.89,1893641.1647
2383,600297.SH,广汇汽车,汽车服务,5.0,-8.05,4.94,4006489.0645
647,002185.SZ,华天科技,半导体,5.0,-8.05,6.25,1331524.3225
3284,603305.SH,旭升股份,汽车配件,0.0,-8.01,32.06,202822.7682
3240,603186.SH,华正新材,元器件,4.0,-8.01,26.07,192179.6011
37,000046.SZ,泛海控股,全国地产,5.0,-7.94,6.75,3493265.6248
502,002040.SZ,南京港,港口,5.0,-7.91,10.02,307362.2435
910,002449.SZ,国星光电,半导体,5.0,-7.91,12.96,787329.3623
1,000002.SZ,万科A,全国地产,0.0,-7.9,27.4,26619565.9178
2216,600104.SH,上汽集团,汽车整车,0.0,-7.89,26.49,30472593.6382
1529,300141.SZ,和顺电气,电气设备,5.0,-7.87,8.88,145609.5061
3326,603378.SH,亚士创能,染料涂料,0.0,-7.85,15.18,104711.64
1996,300617.SZ,安靠智电,电气设备,5.0,-7.82,24.3,89193.15
1167,002708.SZ,光洋股份,汽车配件,5.0,-7.81,9.8,364852.1468
3408,603626.SH,科森科技,专用机械,5.0,-7.8,10.72,169490.4167
3026,601336.SH,新华保险,保险,0.0,-7.79,49.15,10249934.3561
1652,300265.SZ,通光线缆,电气设备,0.0,-7.77,8.88,299042.5914
3006,601216.SH,君正集团,化工原料,0.0,-7.77,3.67,3096752.3821
672,002210.SZ,飞马国际,仓储物流,5.0,-7.77,4.15,676466.1236
2402,600318.SH,新力金融,多元金融,0.0,-7.75,8.87,429308.0
2351,600258.SH,首旅酒店,酒店餐饮,0.0,-7.74,17.88,1116801.5071
207,000636.SZ,风华高科,元器件,5.0,-7.71,15.32,1371451.1661
312,000793.SZ,华闻传媒,出版业,5.0,-7.69,4.19,812432.1419
914,002453.SZ,华软科技,化工原料,5.0,-7.67,6.1,338379.0914
849,002388.SZ,新亚制程,元器件,5.0,-7.65,5.83,232966.8
632,002170.SZ,芭田股份,农药化肥,5.0,-7.64,4.43,290001.2078
2278,600175.SH,美都能源,综合类,5.0,-7.64,2.75,674035.315
156,000568.SZ,泸州老窖,白酒,0.0,-7.6,49.88,7283005.2115
209,000638.SZ,万方发展,批发业,0.0,-7.58,5.92,183164.8
698,002236.SZ,大华股份,电器仪表,5.0,-7.54,16.65,3054124.7348
1801,300416.SZ,苏试试验,电器仪表,0.0,-7.52,19.97,152960.215
1210,002755.SZ,东方新星,建筑施工,0.0,-7.5,15.01,258589.278
2566,600532.SH,宏达矿业,普钢,0.0,-7.49,5.49,283320.0803
2414,600331.SH,宏达股份,铅锌,5.0,-7.47,3.72,755904.0
1057,002597.SZ,金禾实业,化工原料,5.0,-7.44,17.0,941885.5185
60,000100.SZ,TCL集团,家用电器,5.0,-7.43,3.63,4641964.1574
2279,600176.SH,中国巨石,玻璃,0.0,-7.42,10.41,3645901.4298
1288,002839.SZ,张家港行,银行,0.0,-7.41,6.89,588016.0184
3102,601888.SH,中国国旅,旅游服务,0.0,-7.41,59.55,11626991.8645
1073,002613.SZ,北玻股份,专用机械,5.0,-7.41,3.26,205246.4649
197,000625.SZ,长安汽车,汽车整车,0.0,-7.37,7.87,2959813.3989
2934,600986.SH,科达股份,互联网,5.0,-7.36,6.08,773283.5171
1625,300238.SZ,冠昊生物,医疗保健,0.0,-7.36,13.31,327416.1666
3293,603319.SH,湘油泵,汽车配件,5.0,-7.33,23.27,131895.0209
3189,603081.SH,大丰实业,专用机械,5.0,-7.28,16.9,131357.3625
1715,300328.SZ,宜安科技,铝,0.0,-7.28,9.55,391819.692
2054,300676.SZ,华大基因,医疗保健,0.0,-7.24,75.49,1861175.9729
2394,600309.SH,万华化学,化工原料,0.0,-7.21,37.49,5337662.8186
1051,002591.SZ,恒大高新,化工原料,5.0,-7.2,7.95,144603.4809
765,002304.SZ,洋河股份,白酒,0.0,-7.19,111.26,13841320.5048
3319,603363.SH,傲农生物,饲料,5.0,-7.18,15.32,281877.1902
3491,603803.SH,瑞斯康达,通信设备,5.0,-7.18,13.07,287267.5585
3354,603507.SH,振江股份,钢加工,0.0,-7.14,24.12,193869.4687
2009,300630.SZ,普利制药,化学制药,0.0,-7.13,55.6,550309.3122
1942,300559.SZ,佳发教育,软件服务,0.0,-7.12,41.73,321943.4071
2161,600036.SH,招商银行,银行,0.0,-7.12,30.78,63495890.9525
3503,603823.SH,百合花,染料涂料,5.0,-7.09,17.87,125703.268
2553,600518.SH,康美药业,中成药,0.0,-7.03,10.18,4482449.4214
222,000666.SZ,经纬纺机,纺织机械,0.0,-7.01,13.68,401533.6719
2814,600809.SH,山西汾酒,白酒,0.0,-6.97,51.2,4433143.1219
2655,600635.SH,大众公用,供气供热,5.0,-6.97,6.51,1574633.3804
2993,601166.SH,兴业银行,银行,0.0,-6.97,17.9,34103682.7843
81,000410.SZ,沈阳机床,机床制造,0.0,-6.93,7.76,574511.122
2123,300750.SZ,宁德时代,电气设备,0.0,-6.92,84.97,1845919.9993
2390,600305.SH,恒顺醋业,食品,0.0,-6.92,11.18,876019.4092
472,002010.SZ,传化智联,仓储物流,0.0,-6.86,7.71,2453824.5895
1834,300449.SZ,汉邦高科,电脑设备,5.0,-6.86,19.62,218542.7302
3061,601628.SH,中国人寿,保险,0.0,-6.86,28.16,58639060.48
1248,002796.SZ,世嘉科技,专用机械,0.0,-6.86,45.89,167617.167
2091,300715.SZ,凯伦股份,其他建材,0.0,-6.85,24.6,95202.0
1503,300115.SZ,长盈精密,元器件,5.0,-6.84,13.17,1192659.1352
2312,600213.SH,亚星客车,汽车整车,0.0,-6.82,7.23,159060.0
809,002348.SZ,高乐股份,文教休闲,0.0,-6.82,3.82,283860.5821
224,000668.SZ,荣丰控股,区域地产,0.0,-6.81,11.89,174412.4993
1391,300002.SZ,神州泰岳,软件服务,5.0,-6.79,5.23,735629.9318
3069,601688.SH,华泰证券,证券,0.0,-6.73,22.01,11981634.5871
1534,300146.SZ,汤臣倍健,食品,0.0,-6.72,19.87,1751224.2352
1533,300145.SZ,中金环境,专用机械,5.0,-6.7,3.9,576823.6715
871,002410.SZ,广联达,软件服务,5.0,-6.65,28.62,2536913.2476
1390,300001.SZ,特锐德,电气设备,0.0,-6.65,23.86,2206384.5374
3009,601225.SH,陕西煤业,煤炭开采,0.0,-6.64,8.63,8630000.0
560,002098.SZ,浔兴股份,服饰,0.0,-6.64,9.42,337236.0
2663,600643.SH,爱建集团,多元金融,0.0,-6.63,11.64,1669244.1825
233,000679.SZ,大连友谊,百货,5.0,-6.61,4.64,165346.6886
1082,002622.SZ,融钰集团,电气设备,5.0,-6.6,4.35,365381.2733
2716,600703.SH,三安光电,半导体,5.0,-6.6,15.51,6325637.0633
976,002515.SZ,金字火腿,食品,5.0,-6.59,5.53,469734.1856
2810,600804.SH,鹏博士,电信运营,5.0,-6.59,11.42,1635752.675
2217,600105.SH,永鼎股份,通信设备,5.0,-6.58,5.19,642664.6316
1638,300251.SZ,光线传媒,影视音像,0.0,-6.56,8.59,2364020.2908
423,000957.SZ,中通客车,汽车整车,0.0,-6.56,7.55,447633.9915
2243,600132.SH,重庆啤酒,啤酒,0.0,-6.55,31.75,1536608.5537
820,002359.SZ,北讯集团,通信设备,5.0,-6.54,13.0,920487.3782
3573,603976.SH,正川股份,医疗保健,0.0,-6.53,17.14,65646.0937
2086,300709.SZ,精研科技,元器件,5.0,-6.52,31.0,175402.216
845,002384.SZ,东山精密,通信设备,5.0,-6.49,16.45,1913158.4034
2648,600624.SH,复旦复华,综合类,5.0,-6.48,6.82,466973.5908
3406,603618.SH,杭电股份,电气设备,5.0,-6.46,6.31,433425.6913
269,000723.SZ,美锦能源,焦炭加工,0.0,-6.45,5.06,547108.1722
920,002459.SZ,天业通联,工程机械,5.0,-6.44,12.25,474056.5699
1449,300061.SZ,康旗股份,医疗保健,5.0,-6.44,8.87,243487.3498
2056,300678.SZ,中科信息,软件服务,5.0,-6.43,27.05,225379.9238
2646,600622.SH,光大嘉宝,区域地产,0.0,-6.43,7.92,913654.4916
3086,601818.SH,光大银行,银行,0.0,-6.42,4.17,16600995.3906
85,000416.SZ,民生控股,多元金融,0.0,-6.42,5.19,275921.7299
2763,600751.SH,海航科技,水运,5.0,-6.42,3.95,1016409.6755
121,000528.SZ,柳工,工程机械,0.0,-6.41,7.15,1045788.2993
1296,002848.SZ,高斯贝尔,通信设备,5.0,-6.41,16.21,142076.3544
354,000858.SZ,五粮液,白酒,0.0,-6.4,71.44,27116987.4382
2947,601002.SH,晋亿实业,机械基件,0.0,-6.38,6.82,540614.58
929,002468.SZ,申通快递,仓储物流,0.0,-6.37,20.44,678150.144
2501,600452.SH,涪陵电力,水力发电,0.0,-6.37,20.45,458080.0
199,000627.SZ,天茂集团,保险,0.0,-6.34,6.81,3364563.4049
1479,300091.SZ,金通灵,机械基件,0.0,-6.34,4.52,477148.3353
14,000018.SZ,神州长城,装修装饰,5.0,-6.34,2.87,285732.8126
2871,600872.SH,中炬高新,食品,2.0,-6.32,31.33,2495864.3288
3556,603928.SH,兴业股份,化工原料,5.0,-6.32,14.66,92023.019
2066,300688.SZ,创业黑马,综合类,5.0,-6.32,45.65,166799.0057
828,002367.SZ,康力电梯,运输设备,5.0,-6.3,8.9,466578.0794
2148,600020.SH,中原高速,路桥,5.0,-6.26,5.63,1265270.3414
3156,603026.SH,石大胜华,化工原料,0.0,-6.25,22.01,446098.68
1769,300384.SZ,三联虹普,纺织机械,0.0,-6.25,15.61,283899.7912
1088,002628.SZ,成都路桥,建筑施工,0.0,-6.23,5.35,387111.2677
2352,600259.SH,广晟有色,小金属,5.0,-6.23,30.0,786367.938
43,000058.SZ,深赛格,元器件,0.0,-6.22,7.54,405659.6953
1008,002548.SZ,金新农,饲料,5.0,-6.22,10.68,333816.766
3211,603121.SH,华培动力,汽车配件,5.0,-6.22,32.63,146835.0
2375,600287.SH,江苏舜天,商贸代理,5.0,-6.19,6.07,265135.2169
1706,300319.SZ,麦捷科技,元器件,0.0,-6.17,7.92,505593.7999
1035,002575.SZ,群兴玩具,文教休闲,0.0,-6.16,9.09,535146.48
3113,601933.SH,永辉超市,超市连锁,0.0,-6.16,8.26,6581808.627
2668,600649.SH,城投控股,区域地产,5.0,-6.15,7.62,1844643.6732
1043,002583.SZ,海能达,通信设备,0.0,-6.15,10.93,1147252.6715
2956,601012.SH,隆基股份,半导体,0.0,-6.15,25.31,7040558.8224
2476,600406.SH,国电南瑞,软件服务,5.0,-6.14,18.94,4835770.9026
2855,600856.SH,中天能源,供气供热,4.0,-6.14,4.87,654246.5418
2100,300724.SZ,捷佳伟创,专用机械,0.0,-6.13,34.86,278880.0
771,002310.SZ,东方园林,建筑施工,0.0,-6.12,8.07,1240919.8295
1062,002602.SZ,世纪华通,汽车配件,0.0,-6.12,19.04,3122717.3028
1404,300015.SZ,爱尔眼科,医疗保健,0.0,-6.11,30.69,5848714.2002
1661,300274.SZ,阳光电源,电气设备,0.0,-6.11,10.88,1159729.8283
1861,300476.SZ,胜宏科技,元器件,5.0,-6.09,14.6,1109051.0561
2683,600666.SH,奥瑞德,元器件,5.0,-6.08,4.07,327087.8015
3053,601606.SH,长城军工,专用机械,5.0,-6.07,16.79,248492.0
2330,600233.SH,圆通速递,仓储物流,0.0,-6.06,12.38,969809.4293
2845,600844.SH,丹化科技,化工原料,5.0,-6.05,3.9,320864.9473
2573,600540.SH,新赛股份,种植业,5.0,-6.04,4.5,211915.4909
2554,600519.SH,贵州茅台,白酒,0.0,-6.03,737.5,92644587.75
2132,300760.SZ,迈瑞医疗,医疗保健,0.0,-6.03,125.81,1529849.6
3020,601318.SH,中国平安,保险,0.0,-6.03,68.7,74420405.1013
1402,300013.SZ,新宁物流,仓储物流,0.0,-6.02,13.67,372764.6805
3454,603711.SH,香飘飘,软饮料,0.0,-6.02,21.79,100882.819
514,002052.SZ,同洲电子,通信设备,5.0,-6.02,5.1,380436.1397
2177,600061.SH,国投资本,证券,5.0,-6.0,14.16,5910146.0072
1201,002745.SZ,木林森,半导体,5.0,-6.0,14.52,754852.3813
3197,603098.SH,森特股份,装修装饰,0.0,-5.99,14.09,105691.908
927,002466.SZ,天齐锂业,小金属,0.0,-5.98,35.36,4016754.5918
1984,300604.SZ,长川科技,专用机械,5.0,-5.97,39.05,260416.8157
3125,601989.SH,中国重工,船舶,0.0,-5.96,5.1,9364449.1837
948,002487.SZ,大金重工,钢加工,0.0,-5.95,4.57,246780.0
1392,300003.SZ,乐普医疗,医疗保健,0.0,-5.95,24.42,3700321.296
270,000725.SZ,京东方A,元器件,0.0,-5.94,4.02,13611618.7499
3453,603709.SH,中源家居,家居用品,4.0,-5.94,28.7,57400.0
1492,300104.SZ,乐视网,互联网,5.0,-5.94,2.92,897381.8221
2548,600512.SH,腾达建设,建筑施工,5.0,-5.94,2.75,422784.8391
2297,600196.SH,复星医药,化学制药,0.0,-5.93,27.58,5269217.9219
426,000960.SZ,锡业股份,小金属,0.0,-5.92,11.99,1685965.5457
1023,002563.SZ,森马服饰,服饰,0.0,-5.92,10.19,1873782.4395
347,000838.SZ,财信发展,区域地产,5.0,-5.91,3.95,249707.8097
1916,300532.SZ,今天国际,软件服务,4.0,-5.89,14.27,170704.8921
1524,300136.SZ,信维通信,通信设备,0.0,-5.89,29.32,2375068.5439
620,002158.SZ,汉钟精机,工程机械,0.0,-5.88,9.32,493156.1957
1993,300613.SZ,富瀚微,半导体,5.0,-5.86,121.11,156770.8395
1754,300368.SZ,汇金股份,专用机械,5.0,-5.85,9.03,419822.1198
1878,300493.SZ,润欣科技,通信设备,5.0,-5.84,12.11,363300.0
1758,300373.SZ,扬杰科技,半导体,5.0,-5.83,20.6,603698.4006
334,000821.SZ,京山轻机,轻工机械,0.0,-5.82,9.37,413053.1187
593,002131.SZ,利欧股份,互联网,5.0,-5.82,2.41,960840.3762
619,002157.SZ,正邦科技,饲料,5.0,-5.82,17.58,3812050.5226
2156,600029.SH,南方航空,空运,0.0,-5.81,7.81,5484689.65
2313,600215.SH,长春经开,园区开发,5.0,-5.81,8.25,383652.126
2413,600330.SH,天通股份,元器件,5.0,-5.81,7.77,774331.5722
113,000518.SZ,四环生物,生物制药,0.0,-5.8,4.51,464320.5975
181,000605.SZ,渤海股份,水务,0.0,-5.78,9.77,266708.7797
3338,603416.SH,信捷电气,电气设备,3.0,-5.78,28.31,99481.34
1970,300589.SZ,江龙船艇,船舶,0.0,-5.77,12.64,75875.0482
1066,002606.SZ,大连电瓷,电气设备,0.0,-5.75,6.6,266552.5064
833,002372.SZ,伟星新材,其他建材,0.0,-5.74,16.16,1893245.6836
3529,603882.SH,金域医学,医疗保健,0.0,-5.74,24.92,696861.3051
306,000786.SZ,北新建材,其他建材,0.0,-5.74,18.44,2607382.0556
966,002505.SZ,大康农业,农业综合,5.0,-5.74,2.33,1278091.7226
132,000540.SZ,中天金融,多元金融,0.0,-5.73,4.59,2986038.5624
2691,600677.SH,航天通信,通信设备,0.0,-5.71,13.9,578835.0395
2885,600887.SH,伊利股份,乳制品,0.0,-5.7,26.35,15914857.6169
1103,002643.SZ,万润股份,化工原料,5.0,-5.69,11.05,985802.6113
2942,600997.SH,开滦股份,煤炭开采,0.0,-5.69,6.47,798812.08
3062,601633.SH,长城汽车,汽车整车,0.0,-5.67,7.38,4448464.002
2991,601162.SH,天风证券,证券,5.0,-5.67,11.19,579642.0
831,002370.SZ,亚太药业,化学制药,5.0,-5.67,12.01,489089.7767
3321,603366.SH,日出东方,家用电器,5.0,-5.65,4.66,372800.0
462,001979.SZ,招商蛇口,全国地产,0.0,-5.65,20.73,4980039.2838
1197,002740.SZ,爱迪尔,服饰,5.0,-5.64,6.92,113427.0265
2880,600882.SH,广泽股份,乳制品,5.0,-5.64,8.28,334290.1333
1388,002948.SZ,青岛银行,银行,5.0,-5.63,8.2,369800.9358
3295,603321.SH,梅轮电梯,运输设备,0.0,-5.63,8.36,97059.6
1366,002923.SZ,润都股份,化学制药,0.0,-5.61,23.72,94909.65
1618,300231.SZ,银信科技,软件服务,5.0,-5.61,8.61,291032.1988
1623,300236.SZ,上海新阳,半导体,5.0,-5.6,33.21,631715.851
1958,300577.SZ,开润股份,纺织,0.0,-5.6,31.4,201417.5451
2948,601003.SH,柳钢股份,普钢,0.0,-5.6,7.61,1950285.6252
706,002244.SZ,滨江集团,区域地产,0.0,-5.59,4.46,1205495.1349
1380,002939.SZ,长城证券,证券,5.0,-5.59,15.7,487234.6415
2470,600398.SH,海澜之家,服饰,0.0,-5.57,9.63,4326525.8808
2093,300717.SZ,华信新材,塑料,5.0,-5.57,15.86,67398.656
886,002425.SZ,凯撒文化,互联网,5.0,-5.57,7.3,587198.5936
71,000333.SZ,美的集团,家用电器,0.0,-5.55,45.8,29510827.3081
779,002318.SZ,久立特材,特种钢,0.0,-5.55,7.45,611475.1743
3196,603096.SH,新经典,出版业,0.0,-5.54,59.48,320704.264
958,002497.SZ,雅化集团,化工原料,5.0,-5.54,7.96,648619.6233
2439,600363.SH,联创光电,元器件,5.0,-5.54,12.1,536606.8675
125,000532.SZ,华金资本,元器件,5.0,-5.54,12.0,412180.1352
339,000828.SZ,东莞控股,路桥,0.0,-5.54,9.3,966749.5471
921,002460.SZ,赣锋锂业,小金属,0.0,-5.54,25.94,2076651.273
498,002036.SZ,联创电子,元器件,5.0,-5.52,13.33,733202.9401
2080,300702.SZ,天宇股份,化学制药,0.0,-5.51,26.05,136126.0334
3090,601858.SH,中国科传,出版业,5.0,-5.49,10.48,199644.0
2516,600476.SH,湘邮科技,软件服务,5.0,-5.48,15.48,249336.36
1426,300037.SZ,新宙邦,化工原料,0.0,-5.48,27.51,685398.9651
76,000403.SZ,振兴生化,生物制药,0.0,-5.47,26.8,727294.8463
2978,601111.SH,中国国航,空运,0.0,-5.47,9.15,8645517.4977
2819,600815.SH,厦工股份,工程机械,5.0,-5.46,3.38,324131.8563
1478,300090.SZ,盛运环保,环境保护,5.0,-5.45,2.76,315196.8104
575,002113.SZ,天润数娱,互联网,5.0,-5.45,4.03,332401.2881
1005,002545.SZ,东方铁塔,钢加工,0.0,-5.45,7.21,556003.135
171,000592.SZ,平潭发展,林业,0.0,-5.44,3.88,742607.5234
618,002156.SZ,通富微电,半导体,5.0,-5.43,10.64,1227328.5826
1798,300413.SZ,芒果超媒,影视音像,1.0,-5.42,40.76,838345.8432
2345,600250.SH,南纺股份,商贸代理,0.0,-5.42,7.98,206436.5831
2605,600579.SH,天华院,化工机械,0.0,-5.41,8.86,363823.5173
1408,300019.SZ,硅宝科技,化工原料,0.0,-5.41,7.0,189852.1072
2293,600191.SH,华资实业,食品,5.0,-5.41,5.28,256044.096
589,002127.SZ,南极电商,互联网,0.0,-5.4,10.19,1907128.8477
513,002051.SZ,中工国际,建筑施工,0.0,-5.39,13.0,1444595.49
2292,600190.SH,锦州港,港口,5.0,-5.38,3.24,576552.9877
2778,600768.SH,宁波富邦,铝,0.0,-5.38,10.9,145784.448
701,002239.SZ,奥特佳,汽车配件,5.0,-5.38,2.87,868388.5731
1676,300289.SZ,利德曼,生物制药,0.0,-5.36,7.18,299613.5451
2062,300684.SZ,中石科技,化工原料,0.0,-5.35,41.01,251497.967
2614,600588.SH,用友网络,软件服务,5.0,-5.35,36.96,7028771.6638
956,002495.SZ,佳隆股份,食品,5.0,-5.35,3.56,242810.6733
3381,603583.SH,捷昌驱动,电气设备,0.0,-5.34,66.1,199622.0
3157,603027.SH,千禾味业,食品,0.0,-5.33,18.59,598183.2199
968,002507.SZ,涪陵榨菜,食品,0.0,-5.32,25.41,1981401.4931
3392,603600.SH,永艺股份,家居用品,0.0,-5.32,9.62,241534.1885
3085,601811.SH,新华文轩,出版业,5.0,-5.32,14.03,279329.4081
1738,300351.SZ,永贵电器,元器件,0.0,-5.31,11.0,263383.8911
1517,300129.SZ,泰胜风能,电气设备,5.0,-5.31,4.11,220111.4199
327,000812.SZ,陕西金叶,广告包装,5.0,-5.31,4.56,305179.2827
733,002272.SZ,川润股份,机械基件,0.0,-5.3,4.87,156153.817
2718,600705.SH,中航资本,多元金融,0.0,-5.3,5.72,5134458.3382
684,002222.SZ,福晶科技,元器件,5.0,-5.3,14.18,599707.6486
3057,601615.SH,明阳智能,机械基件,5.0,-5.29,14.75,406952.5
3100,601882.SH,海天精工,机床制造,5.0,-5.28,8.45,106419.3
1842,300457.SZ,赢合科技,专用机械,0.0,-5.27,27.08,513839.3117
1067,002607.SZ,中公教育,汽车服务,0.0,-5.26,11.57,949128.7057
1009,002549.SZ,凯美特气,环境保护,0.0,-5.26,5.89,365318.3708
643,002181.SZ,粤传媒,出版业,5.0,-5.26,5.68,644357.7037
1049,002589.SZ,瑞康医药,医药商业,5.0,-5.25,7.53,816749.9589
2598,600571.SH,信雅达,软件服务,5.0,-5.25,10.93,471204.441
1712,300325.SZ,德威新材,塑料,5.0,-5.24,4.02,319497.2449
1217,002762.SZ,金发拉比,服饰,0.0,-5.23,6.8,129247.4334
1232,002778.SZ,高科石化,石油加工,0.0,-5.23,19.62,174832.839
1137,002677.SZ,浙江美大,家用电器,0.0,-5.23,12.01,343425.2486
320,000802.SZ,北京文化,影视音像,0.0,-5.23,12.64,487636.487
2933,600985.SH,淮北矿业,煤炭开采,0.0,-5.23,11.51,302545.8103
3379,603579.SH,荣泰健康,医疗保健,5.0,-5.22,33.99,174776.58
1412,300023.SZ,宝德股份,专用机械,0.0,-5.22,7.35,106140.5003
1684,300297.SZ,蓝盾股份,软件服务,5.0,-5.22,7.83,620604.7359
175,000597.SZ,东北制药,化学制药,0.0,-5.2,12.0,568053.9864
494,002032.SZ,苏泊尔,家用电器,0.0,-5.2,62.66,3412613.5704
1628,300241.SZ,瑞丰光电,半导体,5.0,-5.18,5.82,246052.3908
1730,300343.SZ,联创互联,互联网,5.0,-5.17,7.85,314145.1151
