code,name,outstanding,p_change_range0,p_change_range1,normalizing_std1,stop_mark
600020,中原高速,22.47,-1.7,14.776,0.085,
600870,*ST厦华,5.23,-0.34,14.77,0.044,
000851,高鸿股份,8.35,2.82,14.762,0.065,
600155,华创阳安,11.28,1.4,14.757,0.06,
000836,富通鑫茂,12.08,0.0,14.739,0.062,
002909,集泰股份,0.79,-3.02,14.704,0.064,
601012,隆基股份,27.66,7.31,14.658,0.031,
002492,恒基达鑫,3.98,-1.51,14.655,0.06,
002825,纳尔股份,0.41,-1.03,14.654,0.053,
600804,鹏博士,14.32,5.95,14.607,0.039,
000632,三木集团,4.65,-1.13,14.594,0.043,
600936,广西广电,11.96,9.95,14.567,0.039,
002148,北纬科技,4.43,0.33,14.538,0.066,
002351,漫步者,2.99,10.04,14.514,0.042,
002079,苏州固锝,7.26,1.9,14.503,0.047,
000835,长城动漫,3.03,1.08,14.47,0.09,
600775,南京熊猫,6.72,5.2,14.433,0.036,
600819,耀皮玻璃,7.47,1.16,14.43,0.044,
002522,浙江众成,8.48,8.19,14.429,0.047,
002067,景兴纸业,9.75,0.54,14.375,0.059,
002417,深南股份,2.23,-3.32,14.373,0.07,
002875,安奈儿,0.39,1.86,14.354,0.097,
600637,东方明珠,34.15,9.18,14.316,0.041,
002913,奥士康,0.36,0.22,14.206,0.064,
000678,襄阳轴承,4.29,1.44,14.155,0.047,
600568,中珠医疗,15.65,2.54,14.106,0.047,
000622,恒立实业,4.25,-8.07,14.069,0.103,
000728,国元证券,29.46,5.93,14.04,0.049,
002655,共达电声,3.6,0.28,14.033,0.111,
600734,实达集团,3.55,3.92,13.934,0.037,
600666,奥瑞德,7.95,-0.56,13.925,0.042,
002565,顺灏股份,6.85,0.23,13.907,0.034,
600262,北方股份,1.7,-1.28,13.852,0.068,
000070,特发信息,5.42,-0.66,13.799,0.059,
002117,东港股份,3.64,2.3,13.792,0.058,
600225,天津松江,9.32,-2.08,13.791,0.048,
600226,瀚叶股份,19.93,0.59,13.787,0.078,
600843,上工申贝,3.05,-2.14,13.736,0.083,
002534,杭锅股份,7.27,-1.13,13.733,0.067,
002367,康力电梯,5.24,-4.98,13.723,0.092,
002358,森源电气,9.1,1.43,13.649,0.042,
000667,美好置业,25.4,2.04,13.642,0.037,
600890,中房股份,5.79,0.43,13.628,0.06,
600640,号百控股,5.89,9.98,13.607,0.039,
600418,江淮汽车,18.93,-1.31,13.595,0.046,
002134,天津普林,2.46,2.69,13.594,0.034,
002500,山西证券,28.29,3.4,13.588,0.049,
600658,电子城,11.19,-1.9,13.571,0.075,
000790,泰合健康,5.6,1.43,13.482,0.04,
002076,雪 莱 特,4.45,1.09,13.477,0.06,
600210,紫江企业,15.17,-1.63,13.45,0.073,
002817,黄山胶囊,0.42,-0.31,13.448,0.058,
000966,长源电力,11.08,-1.23,13.438,0.092,
002295,精艺股份,2.5,0.69,13.433,0.073,
600265,ST景谷,1.3,4.98,13.332,0.018,
000582,北部湾港,2.63,1.55,13.316,0.031,
002458,益生股份,1.79,0.53,13.265,0.051,
002290,中科新材,2.1,0.89,13.252,0.051,
000009,中国宝安,21.2,-0.81,13.218,0.074,
600340,华夏幸福,29.55,0.27,13.212,0.058,
000955,欣龙控股,5.38,4.75,13.199,0.055,
600105,永鼎股份,12.38,0.0,13.177,0.039,
002400,省广集团,16.57,5.8,13.147,0.042,
000973,佛塑科技,9.67,3.93,13.14,0.055,
002017,东信和平,3.45,0.98,13.126,0.034,
000922,佳电股份,4.85,0.42,13.107,0.066,
600979,广安爱众,7.18,3.41,13.056,0.037,
002306,*ST云网,7.94,0.0,13.048,0.041,
000679,大连友谊,3.56,-0.91,13.046,0.03,
600229,城市传媒,7.02,1.73,13.029,0.079,
600768,宁波富邦,1.34,-0.29,12.977,0.05,
600306,商业城,1.77,2.78,12.971,0.052,
000626,远大控股,4.05,1.39,12.96,0.048,
002920,德赛西威,1.0,2.35,12.951,0.047,
002584,西陇科学,3.64,-2.53,12.944,0.084,
002077,大港股份,5.32,-0.64,12.933,0.034,
601500,通用股份,1.75,-1.88,12.845,0.045,
000707,*ST双环,4.64,4.91,12.829,0.029,
002205,国统股份,1.16,0.0,12.804,0.052,
002760,凤形股份,0.72,0.57,12.76,0.067,
600198,*ST大唐,8.75,-0.57,12.703,0.032,
002404,嘉欣丝绸,3.99,2.9,12.684,0.038,
002799,环球印务,0.77,-3.47,12.679,0.056,
600371,万向德农,2.25,6.98,12.666,0.033,
002260,*ST德奥,2.65,1.86,12.658,0.072,
002915,中欣氟材,0.28,-0.73,12.654,0.023,
002341,新纶科技,6.25,5.81,12.643,0.029,
000403,振兴生化,2.65,-0.27,12.625,0.056,
600186,莲花健康,10.62,0.94,12.59,0.033,
600438,通威股份,27.82,6.38,12.565,0.027,
600318,新力金融,4.84,-3.69,12.564,0.053,
600753,东方银星,1.28,-1.24,12.544,0.07,
002047,宝鹰股份,12.58,4.32,12.525,0.039,
002425,凯撒文化,8.04,2.37,12.485,0.049,
600165,新日恒力,6.85,-1.98,12.466,0.102,
000509,华塑控股,8.25,0.0,12.454,0.043,
000969,安泰科技,9.05,-1.5,12.442,0.041,
600868,梅雁吉祥,18.98,1.01,12.401,0.04,
600716,凤凰股份,9.1,5.23,12.359,0.035,
600468,百利电气,7.98,1.93,12.339,0.031,
600109,国金证券,30.24,3.75,12.326,0.052,
000401,冀东水泥,13.47,-0.09,12.296,0.053,
002556,辉隆股份,6.99,1.44,12.289,0.035,
600620,天宸股份,6.87,0.93,12.269,0.046,
002577,雷柏科技,2.81,6.21,12.246,0.037,
000628,高新发展,1.88,-3.72,12.233,0.057,
600360,华微电子,7.38,3.7,12.215,0.03,
002213,特 尔 佳,1.97,-4.42,12.196,0.062,
600767,ST运盛,3.41,1.06,12.192,0.045,
002608,江苏国信,5.39,6.0,12.144,0.052,
002285,世联行,20.1,5.66,12.003,0.036,
600550,保变电气,15.35,0.25,11.999,0.055,
600678,四川金顶,3.49,-3.36,11.998,0.05,
000673,当代东方,7.87,0.17,11.991,0.062,
600847,万里股份,1.53,1.54,11.965,0.021,
000586,汇源通信,1.93,-2.49,11.887,0.039,
600649,城投控股,24.21,-0.32,11.871,0.096,
000607,华媒控股,8.85,-3.75,11.803,0.056,
600061,国投资本,41.74,3.54,11.798,0.054,
600824,益民集团,10.54,-1.86,11.791,0.067,
002552,*ST宝鼎,2.0,0.64,11.768,0.035,
600851,海欣股份,7.38,0.53,11.76,0.045,
000976,华铁股份,5.87,0.0,11.758,0.033,
002480,新筑股份,6.39,-1.81,11.727,0.04,
002491,通鼎互联,11.76,1.11,11.708,0.038,
000078,海王生物,18.57,2.68,11.665,0.038,
600275,ST昌鱼,5.09,0.0,11.637,0.045,
002312,三泰控股,10.14,0.58,11.636,0.044,
002381,双箭股份,2.32,3.89,11.619,0.032,
002718,友邦吊顶,0.26,2.18,11.618,0.056,
600506,香梨股份,1.48,0.39,11.616,0.041,
600683,京投发展,7.41,2.03,11.598,0.053,
601066,中信建投,4.0,7.78,11.585,0.062,
002270,华明装备,4.31,-0.46,11.569,0.037,
000687,华讯方舟,7.53,1.68,11.557,0.041,
000958,东方能源,10.99,-1.14,11.554,0.046,
600978,宜华生活,14.83,6.77,11.532,0.037,
600573,惠泉啤酒,2.5,5.51,11.48,0.031,
002935,天奥电子,0.27,-0.72,11.443,0.05,
600696,ST岩石,3.41,1.7,11.416,0.042,
002086,东方海洋,4.76,-1.17,11.4,0.028,
002453,华软科技,5.55,-0.37,11.313,0.068,
002676,顺威股份,7.2,0.3,11.298,0.052,
600187,国中水务,14.56,-2.64,11.295,0.055,
600455,博通股份,0.62,0.84,11.291,0.036,
002052,同洲电子,7.46,5.62,11.263,0.034,
002877,智能自控,0.52,-0.67,11.26,0.056,
600076,康欣新材,10.34,1.56,11.245,0.029,
002551,尚荣医疗,4.08,-2.86,11.235,0.041,
002021,中捷资源,6.87,-1.85,11.209,0.039,
600846,同济科技,6.25,-2.23,11.205,0.068,
002633,申科股份,1.49,-2.59,11.201,0.037,
600860,京城股份,3.22,0.0,11.196,0.034,
002255,海陆重工,5.37,-1.48,11.192,0.031,
000935,四川双马,7.63,-2.19,11.154,0.084,
002797,第一创业,19.18,3.65,11.144,0.05,
002170,芭田股份,6.55,-0.64,11.1,0.037,
600378,天科股份,2.97,0.69,11.099,0.04,
002354,天神娱乐,6.47,5.09,11.097,0.062,
600055,万东医疗,4.85,2.3,11.077,0.039,
600735,新华锦,3.76,4.88,10.947,0.047,
002157,正邦科技,21.6,5.98,10.946,0.024,
600483,福能股份,12.58,9.99,10.923,0.034,
600621,华鑫股份,5.35,2.08,10.884,0.079,
000829,天音控股,9.3,0.16,10.87,0.043,
002722,金轮股份,1.11,-2.43,10.862,0.059,
600880,博瑞传播,7.32,-0.23,10.853,0.043,
002622,融钰集团,8.4,2.43,10.846,0.051,
600150,*ST船舶,13.78,-0.3,10.838,0.035,
002652,扬子新材,5.1,-1.92,10.832,0.041,
600493,凤竹纺织,2.72,-0.33,10.825,0.048,
600576,祥源文化,4.8,2.82,10.76,0.034,
002477,雏鹰农牧,19.71,-0.57,10.753,0.044,
002045,国光电器,4.16,1.35,10.752,0.072,
600996,贵广网络,2.98,10.08,10.746,0.034,
600633,浙数文化,12.9,2.54,10.738,0.032,
002118,紫鑫药业,10.25,0.4,10.728,0.051,
002202,金风科技,28.55,6.02,10.608,0.043,
000566,海南海药,11.03,2.53,10.574,0.076,
600652,游久游戏,8.33,3.29,10.558,0.055,
600794,保税科技,11.92,1.03,10.555,0.036,
600184,光电股份,4.19,3.83,10.525,0.033,
002114,罗平锌电,3.23,0.13,10.509,0.056,
002266,浙富控股,16.18,0.0,10.468,0.037,
000543,皖能电力,17.9,0.89,10.424,0.034,
600969,郴电国际,3.7,2.58,10.411,0.035,
002299,圣农发展,11.11,0.63,10.397,0.038,
000611,天首发展,3.19,1.17,10.395,0.029,
600761,安徽合力,7.4,-0.43,10.392,0.063,
002158,汉钟精机,5.29,1.68,10.38,0.041,
000404,长虹华意,6.93,1.63,10.369,0.03,
600667,太极实业,11.91,0.16,10.346,0.034,
600721,百花村,3.05,1.23,10.346,0.05,
600728,佳都科技,13.84,-2.95,10.335,0.064,
600163,中闽能源,9.99,0.61,10.334,0.072,
600388,龙净环保,10.69,0.7,10.272,0.045,
000523,广州浪奇,5.35,1.62,10.262,0.041,
600223,鲁商置业,10.01,0.62,10.242,0.036,
002234,民和股份,1.91,-0.31,10.22,0.044,
000686,东北证券,23.4,3.08,10.203,0.046,
600774,汉商集团,2.27,9.97,10.151,0.027,
000997,新 大 陆,10.04,2.44,10.125,0.039,
600336,澳柯玛,7.32,1.93,10.122,0.045,
000631,顺发恒业,24.33,1.61,10.116,0.051,
600854,春兰股份,5.19,3.07,10.101,0.028,
002220,天宝食品,5.45,1.03,10.096,0.026,
002329,皇氏集团,5.19,2.69,10.096,0.036,
600517,置信电气,12.45,0.27,10.092,0.035,
000909,数源科技,3.11,4.79,10.061,0.034,
600053,九鼎投资,4.34,-1.36,10.035,0.103,
002746,仙坛股份,2.42,5.03,10.033,0.045,
000796,凯撒旅游,8.03,1.63,10.022,0.041,
600416,湘电股份,8.81,0.33,10.017,0.049,
600959,江苏有线,38.85,10.0,10.0,0.033,
002780,三夫户外,0.64,-0.7,9.994,0.057,
002758,华通医药,1.79,2.38,9.984,0.039,
601155,新城控股,7.19,1.53,9.983,0.036,
002694,顾地科技,4.99,2.37,9.974,0.032,
002779,中坚科技,0.4,3.58,9.974,0.056,
000818,航锦科技,6.7,2.61,9.955,0.039,
002538,司尔特,6.98,1.63,9.925,0.03,
600891,秋林集团,3.84,1.94,9.917,0.04,
000797,中国武夷,12.99,0.0,9.907,0.024,
000783,长江证券,55.29,6.07,9.904,0.047,
600769,祥龙电业,3.75,-0.44,9.878,0.034,
000530,大冷股份,5.98,2.88,9.863,0.043,
600661,昂立教育,2.59,0.49,9.862,0.04,
002568,百润股份,4.59,4.85,9.815,0.036,
002723,金莱特,1.74,0.55,9.797,0.058,
002548,金新农,3.12,0.9,9.738,0.037,
002171,楚江新材,10.28,-0.55,9.737,0.05,
002259,ST升达,7.24,-0.37,9.735,0.032,
000547,航天发展,9.71,1.56,9.734,0.036,
000732,泰禾集团,12.43,2.82,9.73,0.038,
000536,华映科技,20.03,1.8,9.704,0.048,
000584,哈工智能,6.11,-0.81,9.693,0.042,
600037,歌华有线,11.68,10.03,9.68,0.029,
600217,中再资环,13.19,-0.83,9.616,0.036,
002688,金河生物,5.33,3.43,9.613,0.032,
600685,中船防务,8.21,0.09,9.571,0.032,
002765,蓝黛传动,2.55,-0.64,9.562,0.051,
601558,ST锐电,57.07,0.0,9.526,0.031,
000919,金陵药业,5.03,4.22,9.524,0.028,
600222,太龙药业,5.67,1.29,9.514,0.042,
600345,长江通信,1.98,-0.83,9.455,0.034,
000573,粤宏远Ａ,6.22,1.51,9.455,0.054,
000600,建投能源,10.9,2.05,9.448,0.05,
600712,南宁百货,5.38,0.94,9.431,0.029,
000876,新 希 望,41.75,8.4,9.404,0.027,
002663,普邦股份,12.5,0.36,9.388,0.04,
002360,同德化工,2.97,1.6,9.387,0.025,
600151,航天机电,13.89,1.89,9.376,0.04,
600626,申达股份,7.1,0.0,9.373,0.047,
002331,皖通科技,2.95,4.07,9.364,0.036,
002316,亚联发展,2.93,2.48,9.337,0.023,
002104,恒宝股份,6.03,0.85,9.251,0.029,
600202,*ST哈空,3.83,2.16,9.241,0.038,
600773,西藏城投,7.29,1.63,9.24,0.045,
002519,银河电子,8.32,5.41,9.235,0.036,
600523,贵航股份,4.04,1.34,9.233,0.032,
000961,中南建设,37.0,4.24,9.231,0.029,
000812,陕西金叶,6.69,-1.04,9.227,0.064,
002656,摩登大道,4.72,-1.45,9.22,0.029,
000572,海马汽车,16.42,3.32,9.216,0.038,
002026,山东威达,3.7,-1.86,9.212,0.071,
002748,世龙实业,2.4,-0.63,9.208,0.031,
600220,江苏阳光,17.83,2.26,9.191,0.037,
002482,广田集团,15.29,2.55,9.173,0.02,
600060,海信电器,13.08,2.72,9.172,0.039,
002167,东方锆业,5.86,1.04,9.154,0.051,
002292,奥飞娱乐,7.63,4.11,9.143,0.04,
600861,北京城乡,3.17,0.54,9.142,0.025,
000663,永安林业,2.23,-2.39,9.137,0.035,
000801,四川九洲,10.23,5.52,9.112,0.031,
600833,第一医药,2.23,-0.55,9.101,0.034,
600571,信雅达,4.31,3.77,9.097,0.038,
600178,东安动力,4.62,3.22,9.081,0.03,
002399,海普瑞,12.47,3.03,9.078,0.025,
002264,新 华 都,6.02,-1.27,9.062,0.047,
002210,飞马国际,13.89,-1.63,9.029,0.053,
600012,皖通高速,11.66,2.07,9.028,0.037,
000032,深桑达Ａ,2.79,1.91,9.027,0.045,
002810,山东赫达,0.61,4.5,9.024,0.034,
002005,德豪润达,16.09,3.1,9.018,0.051,
000908,景峰医药,7.07,0.68,9.01,0.043,
600894,广日股份,8.6,1.85,8.987,0.042,
000096,广聚能源,5.11,-1.7,8.986,0.036,
000671,阳 光 城,32.41,2.4,8.962,0.027,
002146,荣盛发展,38.94,2.78,8.96,0.035,
002317,众生药业,7.79,2.77,8.925,0.028,
600592,龙溪股份,4.0,1.41,8.899,0.037,
000682,东方电子,9.78,3.5,8.889,0.023,
000948,南天信息,2.47,-5.74,8.885,0.05,
000558,莱茵体育,12.88,0.63,8.88,0.032,
000529,广弘控股,5.7,0.8,8.869,0.033,
600358,国旅联合,4.32,-0.73,8.868,0.036,
002593,日上集团,4.66,-1.48,8.859,0.027,
002728,特一药业,1.19,-1.02,8.852,0.03,
000701,厦门信达,3.78,2.79,8.845,0.034,
002880,卫光生物,0.27,1.54,8.812,0.039,
002298,中电兴发,5.19,2.83,8.811,0.027,
000925,众合科技,4.57,3.11,8.809,0.03,
000518,四环生物,10.3,0.54,8.806,0.03,
002883,中设股份,0.31,-0.91,8.804,0.048,
600199,金种子酒,5.56,3.26,8.798,0.026,
002520,日发精机,4.97,5.01,8.788,0.026,
000021,深科技,14.69,0.98,8.762,0.031,
002674,兴业科技,2.4,-5.5,8.76,0.043,
000792,盐湖股份,27.5,-0.23,8.75,0.036,
002658,雪迪龙,3.05,0.9,8.744,0.042,
002090,金智科技,2.31,2.44,8.738,0.029,
601555,东吴证券,28.91,1.38,8.718,0.037,
000010,美丽生态,5.22,3.73,8.715,0.028,
600433,冠豪高新,12.71,-1.06,8.712,0.037,
000931,中 关 村,7.02,-3.35,8.712,0.074,
002253,川大智胜,2.07,0.8,8.712,0.052,
002284,亚太股份,6.86,2.97,8.707,0.031,
002543,万和电气,4.85,1.22,8.696,0.051,
002638,勤上股份,9.79,1.01,8.69,0.042,
002787,华源控股,1.02,0.94,8.689,0.032,
600159,大龙地产,8.3,1.54,8.66,0.034,
000995,*ST皇台,1.77,2.73,8.656,0.04,
002634,棒杰股份,2.7,-1.09,8.649,0.039,
600651,飞乐音响,9.85,2.16,8.624,0.034,
000011,深物业A,1.76,-0.3,8.618,0.056,
002261,拓维信息,9.72,3.32,8.617,0.062,
002533,金杯电工,5.18,4.36,8.607,0.026,
600038,中直股份,5.89,3.09,8.597,0.032,
002190,成飞集成,3.45,0.85,8.596,0.037,
002169,智光电气,7.51,1.03,8.57,0.031,
600260,凯乐科技,6.28,2.35,8.559,0.039,
600850,华东电脑,4.23,0.89,8.54,0.051,
600704,物产中大,43.07,2.62,8.53,0.031,
000002,万 科Ａ,97.15,3.73,8.521,0.033,
600410,华胜天成,10.95,4.09,8.499,0.039,
002084,海鸥住工,4.98,1.17,8.498,0.042,
002332,仙琚制药,9.04,-1.99,8.493,0.055,
600664,哈药股份,24.93,1.05,8.491,0.039,
600638,新黄浦,6.73,0.21,8.479,0.044,
002597,金禾实业,5.54,3.16,8.475,0.029,
002486,嘉麟杰,8.19,-0.54,8.464,0.032,
000880,潍柴重机,1.35,0.0,8.457,0.029,
600421,ST仰帆,1.96,5.04,8.445,0.04,
000716,黑芝麻,5.81,1.91,8.443,0.038,
000690,宝新能源,20.39,0.28,8.428,0.052,
000755,山西路桥,4.69,0.92,8.413,0.058,
002705,新宝股份,4.59,3.6,8.404,0.03,
000727,华东科技,29.31,0.0,8.393,0.048,
600529,山东药玻,3.6,2.71,8.391,0.026,
600469,风神股份,5.62,2.82,8.39,0.03,
600366,宁波韵升,9.88,-3.14,8.38,0.059,
002321,华英农业,4.23,3.65,8.359,0.019,
000987,越秀金控,5.38,1.93,8.356,0.049,
600100,同方股份,29.64,0.98,8.345,0.041,
600218,全柴动力,3.69,3.18,8.344,0.029,
600862,中航高科,7.91,-1.13,8.333,0.059,
002666,德联集团,4.43,0.0,8.323,0.056,
600575,皖江物流,31.25,1.64,8.296,0.03,
