,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
13,000756.SZ,000756,新华制药,化学制药,True,12.16,3.0,0.0,1.0,48.58,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国工商银行-浦银安盛价值成长混合型证券投资基金
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城消费增值混合型证券投资基金",7.0
14,300358.SZ,300358,楚天科技,医疗保健,True,12.45,1.0,0.0,1.0,56.94,"西藏德传投资管理有限公司-德传附子证券投资基金
湖南省资产管理有限公司
中央汇金资产管理有限责任公司
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划",5.0
15,000153.SZ,000153,丰原药业,化学制药,True,12.49,0.0,2.0,4.0,38.97,,0.0
16,000503.SZ,000503,国新健康,医疗保健,True,13.02,7.0,0.0,1.0,117.03,香港中央结算有限公司(陆股通),1.0
17,300030.SZ,300030,阳普医疗,医疗保健,True,13.71,5.0,0.0,1.0,34.88,"华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划",3.0
18,002826.SZ,002826,易明医药,中成药,True,13.78,0.0,1.0,1.0,18.43,,0.0
19,300016.SZ,300016,北陆药业,中成药,True,14.08,0.0,2.0,2.0,57.06,大业信托有限责任公司-大业信托·优悦3号单一资金信托,1.0
20,002020.SZ,002020,京新药业,化学制药,True,15.1,0.0,1.0,1.0,88.77,"芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
上海国际集团资产管理有限公司
香港中央结算有限公司(陆股通)",4.0
21,600056.SH,600056,中国医药,医药商业,True,15.8,3.0,0.0,1.0,168.76,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
22,600812.SH,600812,华北制药,化学制药,True,16.04,0.0,1.0,1.0,261.58,"嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)",12.0
23,600587.SH,600587,新华医疗,医疗保健,True,18.3,4.0,0.0,1.0,73.83,"嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算有限公司(陆股通)
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划",12.0
24,600267.SH,600267,海正药业,化学制药,True,19.3,5.0,0.0,3.0,186.35,"中央汇金资产管理有限责任公司
上海融昌资产管理有限公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金",3.0
25,000411.SZ,000411,英特集团,医药商业,True,20.61,0.0,5.0,5.0,42.73,"全国社保基金六零四组合
基本养老保险基金九零三组合",2.0
26,300009.SZ,300009,安科生物,生物制药,True,21.37,0.0,1.0,1.0,203.15,"中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-博时精选混合型证券投资基金",5.0
27,002923.SZ,002923,润都股份,化学制药,True,23.15,1.0,1.0,1.0,14.34,广东中科白云新兴产业创业投资基金有限公司,1.0
28,300146.SZ,300146,汤臣倍健,医疗保健,True,23.69,0.0,1.0,1.0,211.48,"易方达创业板交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
香港中央结算有限公司(陆股通)",4.0
29,300171.SZ,300171,东富龙,医疗保健,True,24.31,1.0,0.0,1.0,101.93,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
30,002675.SZ,002675,东诚药业,化学制药,True,24.9,1.0,1.0,1.0,164.84,"全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",3.0
31,605199.SH,605199,葫芦娃,中成药,True,28.34,0.0,5.0,10.0,11.36,,0.0
32,600079.SH,600079,人福医药,化学制药,True,32.8,5.0,0.0,1.0,421.82,"全国社保基金一一三组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司
基本养老保险基金八零二组合",4.0
33,300584.SZ,300584,海辰药业,化学制药,True,33.18,4.0,0.0,2.0,21.02,"中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
西藏信托有限公司-西藏信托-智臻33号集合资金信托计划",2.0
34,603456.SH,603456,九洲药业,化学制药,True,33.4,5.0,0.0,1.0,268.3,"中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
全国社保基金六零二组合",2.0
35,300238.SZ,300238,冠昊生物,医疗保健,True,33.7,5.0,0.0,2.0,86.76,"广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托
云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划",4.0
36,002287.SZ,002287,奇正藏药,中成药,True,33.98,0.0,4.0,4.0,179.38,"中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",2.0
37,603351.SH,603351,威尔药业,化学制药,True,34.11,4.0,1.0,3.0,20.35,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金",3.0
38,300233.SZ,300233,金城医药,化学制药,True,36.84,5.0,0.0,1.0,134.7,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
香港中央结算有限公司(陆股通)
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
海通证券资管-工商银行-海通投融宝1号集合资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",5.0
39,603896.SH,603896,寿仙谷,中成药,True,38.58,2.0,0.0,1.0,54.81,,0.0
40,002030.SZ,002030,达安基因,生物制药,True,40.83,0.0,1.0,1.0,349.66,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
41,000423.SZ,000423,东阿阿胶,中成药,True,40.84,0.0,1.0,1.0,267.04,"瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
香港中央结算有限公司(陆股通)",4.0
42,688488.SH,688488,艾迪药业,生物制药,True,41.9,0.0,1.0,3.0,21.57,,0.0
43,300298.SZ,300298,三诺生物,医疗保健,True,43.96,5.0,0.0,3.0,193.32,"招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远成长价值混合型证券投资基金
广东省铁路发展基金有限责任公司",5.0
44,603718.SH,603718,海利生物,生物制药,True,44.65,3.0,1.0,3.0,287.55,,0.0
45,000403.SZ,000403,双林生物,生物制药,True,45.89,1.0,1.0,1.0,223.53,"基本养老保险基金三零九组合
中国信达资产管理股份有限公司
交通银行股份有限公司-易方达科讯混合型证券投资基金",3.0
46,688336.SH,688336,三生国健,生物制药,True,46.67,6.0,0.0,1.0,26.24,,0.0
47,600161.SH,600161,天坛生物,生物制药,True,49.0,0.0,1.0,2.0,614.68,"中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
48,603590.SH,603590,康辰药业,化学制药,True,52.5,6.0,0.0,2.0,43.77,香港中央结算有限公司(陆股通),1.0
49,600196.SH,600196,复星医药,化学制药,True,59.0,0.0,1.0,2.0,1186.47,"全国社保基金一一零组合
基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一三组合",5.0
50,002940.SZ,002940,昂利康,化学制药,True,61.6,5.0,0.0,1.0,26.8,"中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金
深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",5.0
51,300683.SZ,300683,海特生物,生物制药,True,66.53,5.0,0.0,1.0,31.21,"山东省国际信托股份有限公司-山东信托·柒伍玖单一证券投资信托
德同新能(上海)股权投资基金企业(有限合伙)
上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金
山西恒天成投资管理有限公司-恒立7号私募证券投资基金",4.0
52,002880.SZ,002880,卫光生物,生物制药,True,69.6,0.0,1.0,1.0,112.34,中国建设银行股份有限公司-华泰柏瑞医疗健康混合型证券投资基金,1.0
53,603520.SH,603520,司太立,化学制药,True,73.78,5.0,0.0,1.0,173.35,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
上海睿亿投资发展中心(有限合伙)-睿亿投资攀山七期私募证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)",4.0
54,603976.SH,603976,正川股份,医疗保健,True,84.44,0.0,2.0,3.0,32.34,,0.0
55,000710.SZ,000710,贝瑞基因,医疗保健,True,90.78,0.0,2.0,4.0,128.46,"基本养老保险基金八零二组合
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
海通兴泰(安徽)新兴产业投资基金(有限合伙)",6.0
56,300791.SZ,300791,仙乐健康,医疗保健,True,97.9,0.0,1.0,1.0,29.37,"中国银行-易方达策略成长证券投资基金
中国银行-易方达策略成长二号混合型证券投资基金",2.0
57,600211.SH,600211,西藏药业,中成药,True,141.56,0.0,3.0,5.0,350.98,,0.0
58,300122.SZ,300122,智飞生物,生物制药,True,182.03,0.0,1.0,2.0,1594.16,"香港中央结算有限公司(陆股通)
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划",6.0
59,688580.SH,688580,伟思医疗,医疗保健,True,185.0,0.0,0.0,1.0,29.0,,0.0
60,300573.SZ,300573,兴齐眼药,化学制药,True,189.52,5.0,0.0,1.0,114.7,"中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金",7.0
61,688050.SH,688050,N爱博,医疗保健,True,240.65,0.0,1.0,1.0,51.73,,0.0
62,603392.SH,603392,万泰生物,医疗保健,True,243.1,0.0,1.0,2.0,105.99,,0.0
63,300841.SZ,300841,康华生物,生物制药,True,797.1,0.0,1.0,2.0,119.56,,0.0
