,ts_code,symbol,name,industry,COL_MA,COL_LASTPRICE,COL_MA_CLOSE_GAP,COL_MA_10,COL_MA_20,COL_MA_GAP,concept
40,000538.SZ,000538,云南白药,中成药,88.96,89.4,0.49,90.45,88.96,1.67,"白马股, MSCI, 健康中国, 大消费, 医药, 中药, 资产重组, "
41,300116.SZ,300116,坚瑞沃能,电气设备,2.01,2.02,0.5,2.06,2.01,2.49,"锂电池, 新能源汽车, 低价股, "
42,002166.SZ,002166,莱茵生物,中成药,9.68,9.73,0.52,10.58,9.68,9.3,"广西, "
43,002828.SZ,002828,贝肯能源,石油开采,13.54,13.61,0.52,13.82,13.54,2.07,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, "
44,000059.SZ,000059,华锦股份,石油加工,7.49,7.53,0.53,7.57,7.49,1.07,"油气改革, 石墨电极, 混改, 军工混改, 央企改革, 军工研究所, 破净股, 军工, 石油化工, 煤化工, 化肥, 油品升级, "
45,300492.SZ,300492,山鼎设计,建筑施工,28.5,28.65,0.53,31.0,28.5,8.77,"新零售, 跨境电商, 复牌股, 年报季报, 装修装饰, 体育产业, "
46,000973.SZ,000973,佛塑科技,塑料,5.31,5.34,0.56,5.37,5.31,1.13,"OLED, 煤化工, 锂电池, 新能源汽车, 快递物流, 石墨烯, "
47,000035.SZ,000035,中国天楹,环境保护,5.3,5.33,0.57,5.32,5.3,0.38,"固废处理, 环保, 资产重组, "
48,000536.SZ,000536,华映科技,元器件,3.44,3.46,0.58,3.47,3.44,0.87,"OLED, 破净股, 债转股-AMC, 3D玻璃, 强势人气股, "
49,603187.SH,603187,海容冷链,机械基件,49.64,49.93,0.58,50.73,49.64,2.2,"冷链, "
50,600600.SH,600600,青岛啤酒,啤酒,47.81,48.09,0.59,48.86,47.81,2.2,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, "
51,600488.SH,600488,天药股份,化学制药,4.96,4.99,0.6,5.01,4.96,1.01,"医药, 化学药, 天津国企改革, "
52,002886.SZ,002886,沃特股份,塑料,23.06,23.2,0.61,23.3,23.06,1.04,"5G, 国资入股, "
53,600725.SH,600725,ST云维,焦炭加工,3.22,3.24,0.62,3.46,3.22,7.45,"甲醇, ST股, "
54,603619.SH,603619,中曼石油,石油开采,19.17,19.29,0.63,19.29,19.17,0.63,"油服, 海工装备, 油气改革, 可燃冰, 天然气, "
55,002390.SZ,002390,信邦制药,中成药,6.23,6.27,0.64,6.32,6.23,1.44,"民营医院, 回购, 医药, 中药, 互联网医疗, 工业大麻, "
56,603558.SH,603558,健盛集团,纺织,10.98,11.05,0.64,11.2,10.98,2.0,"东盟博览会, 回购, 业绩预增, 纺织服装, 人民币贬值受益, "
57,300134.SZ,300134,大富科技,通信设备,15.69,15.79,0.64,16.07,15.69,2.42,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
58,600778.SH,600778,*ST友好,百货,6.25,6.29,0.64,6.52,6.25,4.32,"转基因, 新疆, 举牌股, ST股, 壳公司, "
59,601628.SH,601628,中国人寿,保险,29.3,29.49,0.65,29.82,29.3,1.77,"保险, MSCI, 中字头, 金改, 混改, 滴滴出行概念股, 独角兽, 蚂蚁金服概念股, "
60,600395.SH,600395,盘江股份,煤炭开采,5.97,6.01,0.67,6.07,5.97,1.68,"煤炭, "
61,002742.SZ,002742,三圣股份,其他建材,8.8,8.86,0.68,9.33,8.8,6.02,"高质押率, 医药, 化学药, "
62,002481.SZ,002481,双塔食品,食品,4.42,4.45,0.68,4.63,4.42,4.75,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, "
63,300376.SZ,300376,易事特,电气设备,5.79,5.83,0.69,5.91,5.79,2.07,"光伏, 储能, 工业自动化, 高质押率, 燃料电池, 智能制造, 新能源汽车, 股权转让, 充电桩, "
64,600099.SH,600099,林海股份,摩托车,8.13,8.19,0.74,8.66,8.13,6.52,"央企改革, 乡村振兴, "
65,603778.SH,603778,乾景园林,建筑施工,5.25,5.29,0.76,5.39,5.25,2.67,"园林, 雄安-园林环保, PPP, 雄安新区, 国资入股, "
66,603698.SH,603698,航天工程,专用机械,19.72,19.87,0.76,20.51,19.72,4.01,"国家队重仓, 央企改革, 军工研究所, 军工, 煤化工, "
67,603712.SH,603712,七一二,通信设备,21.07,21.23,0.76,21.4,21.07,1.57,"新进指数成份股, 军工, 军民融合, 北斗导航, 天津国企改革, 高铁轨交, "
68,002849.SZ,002849,威星智能,电器仪表,16.89,17.02,0.77,17.06,16.89,1.01,"物联网, 智能仪表, "
69,600668.SH,600668,尖峰集团,水泥,15.33,15.45,0.78,15.36,15.33,0.2,"业绩预增, 浙江国企改革, 水泥, 医药, 创新药, 化学药, "
70,300090.SZ,300090,盛运环保,环境保护,2.56,2.58,0.78,2.63,2.56,2.73,"固废处理, 环保, 低价股, 股权转让, "
71,600557.SH,600557,康缘药业,中成药,14.11,14.22,0.78,14.26,14.11,1.06,"国家队重仓, 回购, 医药, 中药, 流感, 科创板概念股, "
72,000895.SZ,000895,双汇发展,食品,26.55,26.76,0.79,26.79,26.55,0.9,"高股息, 白马股, MSCI, 大消费, 食品, "
73,000720.SZ,000720,新能泰山,火力发电,6.26,6.31,0.8,6.53,6.26,4.31,"火电, 电改, 央企改革, 回购, 供应链金融, ST股, "
74,000987.SZ,000987,越秀金控,多元金融,11.22,11.31,0.8,11.38,11.22,1.43,"券商, 金改, 新零售, 粤港澳大湾区, 宁德时代概念股, 资产重组, 独角兽, "
75,300056.SZ,300056,三维丝,环境保护,6.88,6.94,0.87,6.95,6.88,1.02,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
76,000576.SZ,000576,广东甘化,造纸,11.18,11.28,0.89,11.73,11.18,4.92,"军工研究所, 军工, 军民融合, 食品, 白糖, 资产重组, "
77,600011.SH,600011,华能国际,火力发电,6.61,6.67,0.91,6.63,6.61,0.3,"火电, 高股息, 白马股, MSCI, 电改, 央企改革, 风电, "
78,002645.SZ,002645,华宏科技,专用机械,9.89,9.98,0.91,10.47,9.89,5.86,
79,002790.SZ,002790,瑞尔特,家居用品,13.06,13.18,0.92,13.33,13.06,2.07,"业绩预增, 高送转, "
80,600887.SH,600887,伊利股份,乳制品,30.17,30.45,0.93,30.63,30.17,1.52,"高股息, 白马股, MSCI, 健康中国, 内蒙古, 大消费, 二胎, 饮料, 食品, 乳业（奶粉）, "
81,603444.SH,603444,吉比特,互联网,216.46,218.5,0.94,221.31,216.46,2.24,"高价股, 教育, 游戏, 手游, "
82,600792.SH,600792,云煤能源,焦炭加工,4.22,4.26,0.95,4.47,4.22,5.92,"煤炭, 石墨电极, 甲醇, "
83,600597.SH,600597,光明乳业,乳制品,10.58,10.68,0.95,10.84,10.58,2.46,"大消费, 二胎, 转基因, 新零售, 食品, 乳业（奶粉）, 万达系, 上海国企改革, 进口博览会, "
84,300274.SZ,300274,阳光电源,电气设备,12.27,12.39,0.98,12.68,12.27,3.34,"阿里巴巴概念股, 光伏, 储能, 新能源汽车, 充电桩, "
85,000836.SZ,000836,富通鑫茂,通信设备,4.96,5.01,1.01,5.12,4.96,3.23,"5G, 光通信, 无人驾驶, 股权转让, 智慧安防, 独角兽, "
86,002597.SZ,002597,金禾实业,化工原料,20.54,20.75,1.02,21.06,20.54,2.53,"白马股, 调味品, 煤化工, 食品, "
87,300225.SZ,300225,金力泰,染料涂料,6.79,6.86,1.03,7.04,6.79,3.68,"半导体, 股权转让, "
88,002328.SZ,002328,新朋股份,汽车配件,8.46,8.55,1.06,8.66,8.46,2.36,"汽车零部件, 独角兽, 蚂蚁金服概念股, "
89,300540.SZ,300540,深冷股份,专用机械,21.12,21.35,1.09,23.4,21.12,10.8,"天然气, "
90,600036.SH,600036,招商银行,银行,35.04,35.43,1.11,35.42,35.04,1.08,"AH溢价股, 银行, 安邦系, 白马股, MSCI, 央企改革, "
91,600767.SH,600767,ST运盛,医疗保健,6.33,6.4,1.11,6.71,6.33,6.0,"互联网医疗, 医疗信息化, ST股, "
92,600390.SH,600390,五矿资本,多元金融,10.75,10.87,1.12,10.91,10.75,1.49,"券商, 金改, 央企改革, 信托, 期货概念, "
93,600976.SH,600976,健民集团,中成药,19.49,19.71,1.13,20.0,19.49,2.62,"医药, 中药, "
94,603117.SH,603117,万林物流,仓储物流,5.32,5.38,1.13,5.7,5.32,7.14,"快递物流, "
95,600738.SH,600738,兰州民百,百货,8.74,8.84,1.14,9.22,8.74,5.49,"回购, 业绩预增, "
96,002247.SZ,002247,聚力文化,软件服务,5.12,5.18,1.17,5.2,5.12,1.56,"破净股, 游戏, 手游, 创投, "
97,600479.SH,600479,千金药业,中成药,11.07,11.2,1.17,11.23,11.07,1.45,"湖南国企改革, 医药, 中药, 化学药, "
98,000875.SZ,000875,吉电股份,火力发电,3.4,3.44,1.18,3.57,3.4,5.0,"火电, 电改, 央企改革, 破净股, 风电, 光伏, "
99,603606.SH,603606,东方电缆,电气设备,12.65,12.8,1.19,13.3,12.65,5.14,"业绩预增, 风电, "
100,300392.SZ,300392,腾信股份,互联网,9.08,9.19,1.21,9.59,9.08,5.62,"股权转让, 国资入股, 独角兽, "
101,601866.SH,601866,中远海发,水运,3.29,3.33,1.22,3.3,3.29,0.3,"MSCI, 阿里巴巴概念股, 新进指数成份股, 航运, 央企改革, "
102,002498.SZ,002498,汉缆股份,电气设备,3.28,3.32,1.22,3.41,3.28,3.96,"特高压, "
103,600710.SH,600710,苏美达,工程机械,6.4,6.48,1.25,7.25,6.4,13.28,"央企改革, 智能制造, 机器人, "
104,300590.SZ,300590,移为通信,通信设备,40.16,40.66,1.25,40.96,40.16,1.99,"高送转-预期, 业绩预增, 物联网, 智慧物流, 北斗导航, 智能制造, "
105,600960.SH,600960,渤海汽车,汽车配件,4.76,4.82,1.26,5.1,4.76,7.14,"北汽新能源, 破净股, 汽车零部件, "
106,000683.SZ,000683,远兴能源,化工原料,3.17,3.21,1.26,3.24,3.17,2.21,"内蒙古, 石墨电极, 甲醇, 纯碱, 回购, 业绩预增, 化肥, "
107,600609.SH,600609,金杯汽车,汽车配件,4.74,4.8,1.27,5.05,4.74,6.54,"汽车整车, 汽车零部件, "
108,300138.SZ,300138,晨光生物,食品,7.78,7.88,1.29,7.92,7.78,1.8,"海底捞概念股, 回购, 独角兽, "
109,600246.SH,600246,万通地产,区域地产,4.64,4.7,1.29,4.76,4.64,2.59,"高质押率, 房地产, 锂电池, 新能源汽车, 京津冀, "
110,002758.SZ,002758,华通医药,医药商业,11.33,11.48,1.32,11.97,11.33,5.65,"医药商业, 医药, 中药, "
111,300264.SZ,300264,佳创视讯,通信设备,6.75,6.84,1.33,6.76,6.75,0.15,"教育, VR&AR, 游戏, 广电, "
112,600006.SH,600006,东风汽车,汽车整车,6.02,6.1,1.33,6.81,6.02,13.12,"新能源整车, 汽车整车, 国家队重仓, 央企改革, 华为产业链, 业绩预增, 无人驾驶, 燃料电池, 新能源汽车, "
113,300207.SZ,300207,欣旺达,元器件,13.43,13.61,1.34,13.87,13.43,3.28,"华为产业链, 回购, 业绩预增, 锂电池, 小米概念股, 无线充电, 新能源汽车, 石墨烯, VR&AR, 苹果产业链, 国资入股, "
114,002395.SZ,002395,双象股份,塑料,16.26,16.48,1.35,16.61,16.26,2.15,"煤化工, 足球, 体育产业, "
115,603333.SH,603333,尚纬股份,电气设备,8.91,9.03,1.35,9.13,8.91,2.47,"核电, 业绩预增, "
116,601666.SH,601666,平煤股份,煤炭开采,4.46,4.52,1.35,4.51,4.46,1.12,"煤炭, 回购, 破净股, 债转股-AMC, "
117,600150.SH,600150,中国船舶,船舶,24.81,25.15,1.37,27.53,24.81,10.96,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, 复牌股, ST摘帽, "
118,002319.SZ,002319,乐通股份,染料涂料,12.95,13.13,1.39,13.12,12.95,1.31,"石墨烯, 资产重组, "
119,600604.SH,600604,市北高新,园区开发,14.99,15.2,1.4,15.17,14.99,1.2,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
120,603708.SH,603708,家家悦,超市连锁,25.47,25.83,1.41,26.03,25.47,2.2,"社保重仓, 新零售, 快递物流, "
121,600736.SH,600736,苏州高新,园区开发,8.49,8.61,1.41,8.93,8.49,5.18,"特色小镇, 房地产, 独角兽, 创投, "
122,601336.SH,601336,新华保险,保险,59.02,59.86,1.42,61.22,59.02,3.73,"保险, MSCI, 业绩预增, 养老产业, 独角兽, 蚂蚁金服概念股, "
123,300718.SZ,300718,长盛轴承,机械基件,19.42,19.7,1.44,20.27,19.42,4.38,"特斯拉, "
124,002792.SZ,002792,通宇通讯,通信设备,33.22,33.7,1.44,34.19,33.22,2.92,"5G, 光通信, 华为产业链, "
125,300012.SZ,300012,华测检测,电器仪表,8.97,9.1,1.45,9.05,8.97,0.89,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
126,600804.SH,600804,鹏博士,电信运营,11.06,11.22,1.45,11.53,11.06,4.25,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
127,002138.SZ,002138,顺络电子,元器件,19.1,19.38,1.47,19.5,19.1,2.09,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
128,002148.SZ,002148,北纬科技,互联网,7.43,7.54,1.48,7.53,7.43,1.35,"回购, 物联网, 游戏, 手游, 创投, "
129,000506.SZ,000506,中润资源,区域地产,4.0,4.06,1.5,4.19,4.0,4.75,"房地产, 资产重组, 手游, 黄金, "
130,300723.SZ,300723,一品红,化学制药,44.58,45.25,1.5,46.35,44.58,3.97,"高送转-预期, 医药, 化学药, "
131,002207.SZ,002207,ST准油,石油开采,7.29,7.4,1.51,7.5,7.29,2.88,"油气改革, 一带一路, 可燃冰, 页岩气, 新疆, ST股, 壳公司, "
132,300461.SZ,300461,田中精机,专用机械,27.48,27.9,1.53,28.25,27.48,2.8,"工业自动化, 智能制造, 无线充电, 3D玻璃, "
133,000423.SZ,000423,东阿阿胶,中成药,49.28,50.04,1.54,49.54,49.28,0.53,"安邦系, MSCI, 健康中国, 大消费, 央企改革, 保健品, 食品, 医药, 中药, "
134,002122.SZ,002122,*ST天马,机械基件,3.25,3.3,1.54,3.3,3.25,1.54,"破净股, 智慧停车, 大数据, ST股, 创投, "
135,300161.SZ,300161,华中数控,机床制造,15.16,15.4,1.58,15.54,15.16,2.51,"阿里巴巴概念股, 工业自动化, 智能制造, 高校系, 机器人, "
136,300384.SZ,300384,三联虹普,纺织机械,17.53,17.81,1.6,18.03,17.53,2.85,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, "
137,000885.SZ,000885,城发环境,公路,9.76,9.92,1.64,10.03,9.76,2.77,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, "
138,601588.SH,601588,北辰实业,区域地产,3.65,3.71,1.64,3.69,3.65,1.1,"北京城市规划, 破净股, 房地产, 京津冀, "
139,002847.SZ,002847,盐津铺子,食品,28.72,29.2,1.67,29.42,28.72,2.44,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
140,300640.SZ,300640,德艺文创,文教休闲,12.53,12.74,1.68,12.94,12.53,3.27,"人民币贬值受益, 家具家居, "
141,002278.SZ,002278,神开股份,化工机械,8.27,8.41,1.69,8.43,8.27,1.93,"油服, 可燃冰, 业绩预增, 页岩气, 举牌股, 壳公司, "
142,300179.SZ,300179,四方达,矿物制品,5.19,5.28,1.73,5.35,5.19,3.08,"富勒烯, "
143,601238.SH,601238,广汽集团,汽车整车,13.28,13.51,1.73,13.92,13.28,4.82,"MSCI, 新能源整车, 汽车整车, 华为产业链, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 无人驾驶, 新能源汽车, 腾讯概念股, 独角兽, "
144,600332.SH,600332,白云山,中成药,41.1,41.81,1.73,41.93,41.1,2.02,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
145,002459.SZ,002459,天业通联,工程机械,12.56,12.78,1.75,13.08,12.56,4.14,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, "
146,600459.SH,600459,贵研铂业,小金属,18.68,19.01,1.77,20.68,18.68,10.71,"特斯拉, 燃料电池, "
147,300191.SZ,300191,潜能恒信,石油开采,18.86,19.2,1.8,19.72,18.86,4.56,"油服, 海工装备, 油气改革, 可燃冰, 页岩气, 天然气, "
148,000680.SZ,000680,山推股份,工程机械,4.44,4.52,1.8,4.65,4.44,4.73,"一带一路, 机械, 山东国企改革, "
149,000668.SZ,000668,荣丰控股,区域地产,15.57,15.85,1.8,16.79,15.57,7.84,"房地产, "
150,002315.SZ,002315,焦点科技,互联网,16.55,16.85,1.81,16.62,16.55,0.42,"教育, 谷歌概念股, 互联网金融, "
151,300488.SZ,300488,恒锋工具,机械基件,26.55,27.03,1.81,26.6,26.55,0.19,
152,600877.SH,600877,*ST嘉陵,摩托车,6.59,6.71,1.82,7.2,6.59,9.26,"混改, 军工混改, 央企改革, 军工研究所, 军工, 资产重组, ST股, "
153,000669.SZ,000669,金鸿控股,供气供热,7.15,7.28,1.82,7.5,7.15,4.9,"油气改革, 天然气, 燃料电池, "
154,002158.SZ,002158,汉钟精机,工程机械,11.0,11.2,1.82,11.27,11.0,2.45,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
155,002451.SZ,002451,摩恩电气,电气设备,13.66,13.91,1.83,14.39,13.66,5.34,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
156,600183.SH,600183,生益科技,元器件,13.53,13.78,1.85,13.86,13.53,2.44,"MSCI, PCB板, 华为产业链, 举牌股, "
157,600096.SH,600096,云天化,农药化肥,7.43,7.57,1.88,7.61,7.43,2.42,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
158,603387.SH,603387,基蛋生物,生物制药,40.86,41.63,1.88,43.32,40.86,6.02,"医疗器械, 体外诊断, "
159,002139.SZ,002139,拓邦股份,元器件,6.31,6.43,1.9,6.55,6.31,3.8,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, "
160,300322.SZ,300322,硕贝德,通信设备,15.74,16.04,1.91,16.88,15.74,7.24,"5G, 华为产业链, 小米概念股, 无线充电, 移动支付, 指纹识别, 虹膜识别, "
161,603681.SH,603681,永冠新材,化工原料,29.64,30.21,1.92,32.98,29.64,11.27,"次新股, "
162,002445.SZ,002445,ST中南,影视音像,2.61,2.66,1.92,2.74,2.61,4.98,"破净股, 直播/短视频, 低价股, 资产重组, 独角兽, ST股, 游戏, 手游, 影视, "
163,603042.SH,603042,华脉科技,通信设备,16.09,16.4,1.93,16.67,16.09,3.6,"5G, 光通信, "
164,600568.SH,600568,中珠医疗,区域地产,3.1,3.16,1.94,3.31,3.1,6.77,"破净股, 无人机, 房地产, 北斗导航, 基因测序, 医疗器械, 低价股, "
165,603329.SH,603329,上海雅仕,仓储物流,22.2,22.63,1.94,24.46,22.2,10.18,"快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
166,300560.SZ,300560,中富通,通信设备,21.58,22.0,1.95,21.94,21.58,1.67,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
167,600078.SH,600078,澄星股份,化工原料,4.6,4.69,1.96,4.76,4.6,3.48,"水电, 磷化工, "
168,000997.SZ,000997,新大陆,软件服务,18.29,18.65,1.97,18.38,18.29,0.49,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
169,601601.SH,601601,中国太保,保险,36.08,36.8,2.0,37.29,36.08,3.35,"保险, MSCI, 中字头, 阿里巴巴概念股, 养老产业, 独角兽, 蚂蚁金服概念股, "
170,002002.SZ,002002,鸿达兴业,化工原料,6.39,6.52,2.03,6.86,6.39,7.36,"PVC, 供应链金融, 稀土磁材, 土地流转, 燃料电池, "
171,601318.SH,601318,中国平安,保险,81.74,83.4,2.03,84.23,81.74,3.05,"AH溢价股, 保险, 白马股, MSCI, 中字头, 回购, 信托, 互联网金融, 区块链, 智慧城市, 独角兽, "
172,002641.SZ,002641,永高股份,塑料,4.34,4.43,2.07,4.56,4.34,5.07,
173,300362.SZ,300362,天翔环境,环境保护,5.78,5.9,2.08,5.96,5.78,3.11,"固废处理, 环保, 污水处理, 股权转让, 资产重组, "
174,300463.SZ,300463,迈克生物,医疗保健,21.13,21.57,2.08,21.28,21.13,0.71,"基因测序, 医疗器械, 体外诊断, "
175,600523.SH,600523,贵航股份,汽车配件,13.97,14.26,2.08,15.02,13.97,7.52,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, "
176,603277.SH,603277,银都股份,专用机械,11.02,11.25,2.09,11.14,11.02,1.09,
