,ts_code,symbol,name,industry,COL_LASTPRICE,COL_PCT_CHG,COL_RECENT_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
50,603826.SH,603826,坤彩科技,染料涂料,28.81,10.0038,1.0,134.83,"长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划
瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金
中国建设银行股份有限公司-宝盈先进制造灵活配置混合型证券投资基金
广东粤财信托有限公司-粤财信托·物朴2号定增基金集合资金信托计划",4.0
51,600983.SH,600983,惠而浦,家用电器,6.33,10.087,1.0,33.73,"浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金
中央汇金资产管理有限责任公司",2.0
52,603848.SH,603848,好太太,家居用品,16.54,9.9734,1.0,11.76,中国工商银行股份有限公司-北信瑞丰健康生活主题灵活配置混合型证券投资基金,1.0
53,002534.SZ,002534,杭锅股份,专用机械,9.59,9.9771,1.0,70.66,中央汇金资产管理有限责任公司,1.0
54,002429.SZ,002429,兆驰股份,家用电器,7.62,9.9567,1.0,342.62,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
香港中央结算有限公司(陆股通)",2.0
55,605123.SH,605123,N派克,钢加工,43.68,44.0158,1.0,11.79,,0.0
56,605255.SH,605255,N天普,汽车配件,18.23,43.9968,1.0,6.11,,0.0
57,002327.SZ,002327,富安娜,纺织,8.18,9.9462,1.0,41.73,"中国农业银行股份有限公司-大成睿享混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
大成基金管理有限公司-社保基金17011组合
上海宽远资产管理有限公司-宽远价值进取证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金",6.0
58,002066.SZ,002066,瑞泰科技,其他建材,12.23,9.982,1.0,28.25,中央汇金资产管理有限责任公司,1.0
59,002855.SZ,002855,捷荣技术,塑料,12.87,10.0,1.0,31.31,,0.0
60,300051.SZ,300051,三五互联,互联网,7.78,13.5766,1.0,28.26,,0.0
61,002885.SZ,002885,京泉华,元器件,19.32,10.0228,1.0,19.6,深圳市诚和昌投资发展有限公司-诚和昌鸿基成长1号私募证券投资基金,1.0
62,002903.SZ,002903,宇环数控,机床制造,17.36,10.0127,1.0,11.46,基本养老保险基金一三零二组合,1.0
63,000881.SZ,000881,中广核技,综合类,11.43,10.0096,1.0,79.07,香港中央结算有限公司(陆股通),1.0
64,300588.SZ,300588,熙菱信息,软件服务,11.97,10.221,1.0,12.56,,0.0
65,300475.SZ,300475,聚隆科技,专用机械,10.8,10.5425,1.0,33.29,"深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领泰基石投资合伙企业(有限合伙)
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-弘唯基石华盈私募投资基金
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领驰基石股权投资基金合伙企业(有限合伙)
深圳市领信基石股权投资基金管理合伙企业(有限合伙)-深圳市领汇基石股权投资基金合伙企业(有限合伙)",4.0
66,300446.SZ,300446,乐凯新材,化工原料,12.3,20.0,1.0,24.05,中央汇金资产管理有限责任公司,1.0
67,300386.SZ,300386,飞天诚信,软件服务,30.47,16.032,1.0,68.9,中央汇金资产管理有限责任公司,1.0
68,300301.SZ,300301,长方集团,半导体,3.27,10.473,1.0,19.7,,0.0
69,300261.SZ,300261,雅本化学,农药化肥,7.71,18.0704,1.0,71.88,"金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
中央汇金资产管理有限责任公司
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托",4.0
70,300240.SZ,300240,飞力达,仓储物流,6.98,14.239,1.0,25.24,"华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
中央汇金资产管理有限责任公司",2.0
71,300176.SZ,300176,派生科技,汽车配件,7.74,20.0,1.0,29.04,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣83号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·聚宝盆26号证券投资集合资金信托计划",2.0
72,300152.SZ,300152,科融环境,环境保护,3.62,19.8675,1.0,25.79,北京龙杉伟业资本投资有限公司-龙杉稳健成长私募证券投资基金,1.0
73,300135.SZ,300135,宝利国际,化工原料,3.16,16.6052,1.0,29.12,中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金,1.0
74,300131.SZ,300131,英唐智控,元器件,8.17,15.5587,1.0,64.36,,0.0
75,300071.SZ,300071,华谊嘉信,广告包装,3.06,12.5,1.0,19.54,杭州福石资产管理有限公司,1.0
76,300064.SZ,300064,豫金刚石,矿物制品,3.14,19.8473,1.0,20.06,香港中央结算有限公司(陆股通),1.0
77,300791.SZ,300791,仙乐健康,医疗保健,99.9,10.4233,1.0,29.97,"中国银行-易方达策略成长证券投资基金
中国银行-易方达策略成长二号混合型证券投资基金",2.0
78,000755.SZ,000755,山西路桥,公路,4.29,10.0,1.0,20.13,珠海中投知本汇资产管理有限公司-珠海中投知本汇1号股票精选基金,1.0
